original_sim_idx,node_count,edge_count,degree_mean,degree_std,edge_len_mean,edge_len_std,stiffness_mean,stiffness_std,node_stiffness_mean,node_stiffness_std,horizontal_edge_fraction,vertical_edge_fraction,diagonal_edge_fraction,horizontal_stiffness,vertical_stiffness,diagonal_stiffness,horizontal_edge_len,vertical_edge_len,diagonal_edge_len,angle_mean,angle_std,right_angle_fraction
69,124,355,5.725806451612903,0.7863626931128328,2.5612455390708546,3.32583111260913,0.8363386904689628,0.32266296327197386,0.8419494667089044,0.12535595045918974,0.37746478873239436,0.4056338028169014,0.21690140845070421,0.8377090401169079,0.8626563749793503,0.7847364382310347,2.5820249843953262,3.046302755466766,1.6179639178437073,86.49339229890052,48.806956646154994,0.22261072261072262
70,284,819,5.767605633802817,0.8193564372334338,2.821923438536961,4.758825425309741,0.861266965030605,0.3600725604438693,0.8689562539137166,0.146889627144855,0.4017094017094017,0.4139194139194139,0.18437118437118438,0.8634311804111968,0.8716071813331593,0.8333374273698062,2.9815753617728733,3.241917426123732,1.5311721502155657,90.7303132203287,47.97765747943191,0.2165
71,272,775,5.698529411764706,0.7935387323396277,2.7117695429248196,4.442088897159875,0.8462510059725854,0.38127953428011496,0.8552748489457102,0.1570754672970571,0.3767741935483871,0.3858064516129032,0.23741935483870968,0.8559037462285121,0.8382619800774948,0.843914693950311,2.8633322660645395,3.285790103434719,1.538462680157112,88.72716874116949,48.31588970513844,0.20016098738932117
72,152,437,5.75,0.8829525826214535,2.391769140345008,3.511374993090531,0.8658033123823816,0.19481599504405334,0.8747461816099914,0.09890602214988783,0.39359267734553777,0.40503432494279173,0.20137299771167047,0.893906959960627,0.8826590372344195,0.7769704637202349,2.5254810646522876,2.6976095175339005,1.5152668932622129,93.9208649157041,46.71389586539714,0.1920374707259953
73,184,523,5.684782608695652,0.7998552562819665,2.740650199054532,3.997961674369279,0.8455315007762289,0.37314806367844905,0.8532858352477644,0.15739987511038459,0.37858508604206503,0.4110898661567878,0.21032504780114722,0.880172015741618,0.8255180763643841,0.8222957215525887,3.047910400713333,2.9393108695052392,1.7992905256423084,86.33981231424679,48.806361923203696,0.19609406137903548
74,212,610,5.754716981132075,0.8277193120393906,2.67506665250317,4.1539329961404325,0.8507134486417302,0.341537159700037,0.8578909726421827,0.1277446129911777,0.3918032786885246,0.4098360655737705,0.19836065573770492,0.8630991972141187,0.8420421015024185,0.8441650426584827,2.720644532013139,3.113317692399025,1.6795635683970018,90.24300984911365,48.53642665994596,0.21493440968718466
75,168,484,5.761904761904762,0.7656159614673108,2.4221778308803383,3.7372984510921587,0.8631891196916911,0.12415048536942128,0.8711916281227148,0.08909781386973573,0.3822314049586777,0.371900826446281,0.24586776859504134,0.8635852584967743,0.8554136428568099,0.8743344991147017,2.6742686790388985,2.7928405675623154,1.4696055660728646,95.12831268845274,45.74772146837661,0.12149532710280374
76,152,437,5.75,0.7186427265484934,2.820043243791746,3.78518856027866,0.839528383802222,0.4215003889253375,0.8471604301012996,0.16077428107416564,0.39588100686498856,0.38215102974828374,0.2219679633867277,0.8579000045109346,0.8862958048988959,0.7262453971449861,3.1208559028330565,3.1613174241460014,1.6959877991184746,84.0344672365566,48.67333020077382,0.2094562647754137
77,120,340,5.666666666666667,0.8096638534327412,2.4849216404206613,3.31135191516783,0.8672316878157503,0.28573862449397086,0.8741781917462745,0.12158105282894416,0.4117647058823529,0.4117647058823529,0.17647058823529413,0.8852906588997159,0.8944091750042779,0.7616799518465995,2.676602979217257,2.6661411585552353,1.6148196409145992,90.14619017959099,47.77817035742022,0.23677736777367775
78,112,323,5.767857142857143,0.7194013242315603,2.4152542031586353,3.153275718227616,0.8683490189420918,0.32398849733125246,0.8757845299483157,0.14358299048704448,0.4117647058823529,0.4086687306501548,0.17956656346749225,0.888072090937679,0.8965704648783712,0.7588938562006786,2.608300804419625,2.4474453129100078,1.8993158504880707,89.93232439335834,47.304477625385566,0.21669853409815168
79,220,631,5.736363636363636,0.7766744108671714,2.7796807039747526,4.241167193309519,0.8274480944201232,0.3651973237295565,0.8349849184433168,0.1529336186474659,0.39144215530903326,0.38510301109350237,0.22345483359746435,0.8116184768647801,0.8395941288137632,0.8342454644805151,3.05025041018903,3.1992887400795893,1.5825497095889234,86.51694309870413,48.77668142749726,0.18854337152209494
80,192,554,5.770833333333333,0.7968579791210533,2.5290297635625847,4.044657116398675,0.8617681946995456,0.12368509551678421,0.8700632115947968,0.08817998788670552,0.36101083032490977,0.3555956678700361,0.2833935018050541,0.8549755474925042,0.8554435741477812,0.8783572373116851,2.9580970874428747,2.985923756500186,1.4091470795831862,94.77196557651213,46.39961745954279,0.1275887573964497
81,224,641,5.723214285714286,0.7642669390217222,2.7345238781523964,4.2567004418879835,0.8524106325299803,0.41972919191598845,0.8590363007571016,0.17122726367985613,0.3915756630265211,0.40873634945397813,0.1996879875195008,0.8653921545501724,0.8846354586932496,0.7609944881405681,2.9329898332457143,3.084436798994323,1.6291165344882756,88.26347473613812,48.542159301939805,0.20433236340122857
82,300,859,5.726666666666667,0.807437648091514,2.887532531104904,4.893470954008887,0.8619736836522783,0.3687254406182135,0.870773758694293,0.14820676379702752,0.40162980209545984,0.4039580908032596,0.19441210710128057,0.8828080898609714,0.8801262810697473,0.781214273796824,3.060587288763212,3.327712607916219,1.615398530831594,89.43235736819585,48.56288433043467,0.19985569985569984
83,188,543,5.776595744680851,0.833529477444635,2.8279637031902047,4.105318423180993,0.8460886245713488,0.3811138006118514,0.8561808980771142,0.16718846581490293,0.3720073664825046,0.39226519337016574,0.23572744014732966,0.8303339401684185,0.8565631536810611,0.8535212147980928,3.4934315407040097,2.8768111846536537,1.6964870099909604,86.74132077821311,49.03361172467395,0.1944339977435126
84,268,761,5.67910447761194,0.8204544269466579,2.4748786787322565,4.370492538790317,0.8626107120012642,0.12039253292037418,0.8705253062117118,0.08841442693795357,0.3692509855453351,0.3731931668856767,0.2575558475689882,0.8639475200524109,0.8593629233434167,0.865400145248491,2.9174250453392383,2.850121582897616,1.2966923838367268,97.179047343431,45.201775964940985,0.13119693234730212
85,212,603,5.688679245283019,0.7692584955432524,2.530126171572687,4.059076296538994,0.8697622672440005,0.2652798249481916,0.8768212092165087,0.1150981653684965,0.41956882255389716,0.39303482587064675,0.18739635157545606,0.8903441710670004,0.8844117395234007,0.7929556601870377,2.8664034186851364,2.6530298975449575,1.519450715157838,93.49377408253376,46.9201714443238,0.2083044982698962
86,240,688,5.733333333333333,0.8034647195462634,2.513738676559093,4.2072656242337745,0.8637885177551314,0.22195961231401962,0.8711631738261453,0.09766005355514651,0.39680232558139533,0.39825581395348836,0.20494186046511628,0.8984145133486597,0.8802161540863288,0.7648234883098738,2.849997801440103,2.697044473059856,1.5064725110716854,94.50097152406254,46.595209856856506,0.21175764847030593
87,112,327,5.839285714285714,0.7140624651118646,2.3478783215951484,3.0275377927531046,0.8648099481877202,0.3259267005954895,0.8718384174262586,0.12863148399462618,0.41284403669724773,0.41590214067278286,0.1712538226299694,0.883072700323882,0.8684430788545048,0.8119603533829961,2.456991042914214,2.5338853792670895,1.6331072997834002,90.065125510755,47.64763722382834,0.23339540657976413
88,172,494,5.744186046511628,0.772884156180645,2.7283003490704756,3.8703590191846757,0.8482196443838629,0.40585906981901637,0.8570046182247425,0.16667848716022815,0.3866396761133603,0.38866396761133604,0.22469635627530365,0.8430863005640619,0.8588606569295129,0.8386466197065405,2.9936337542783527,3.1100902357138693,1.6113423433926728,85.56699843187073,48.455724900236206,0.20375782881002089
89,272,778,5.720588235294118,0.8061452984509262,2.9136474049796175,4.815051371536734,0.8579351948358712,0.37152841882313414,0.867174330407477,0.15315115766346166,0.41259640102827766,0.39203084832904883,0.1953727506426735,0.8793310881403748,0.8695634100280825,0.7894175146755419,3.353722696920793,3.0321950033062794,1.7464027589088993,88.30839413406814,48.650203675412136,0.21377293273065673
90,268,768,5.731343283582089,0.8210311963865711,2.7002971418745196,4.539416130025982,0.8528894888392339,0.2986885292663656,0.8593649797048883,0.11900488890078154,0.3997395833333333,0.4127604166666667,0.1875,0.8814118717120603,0.8601536977366319,0.7760900043778949,3.0600421718937567,2.8515253687506594,1.6004285853770044,91.7131275244742,47.77676022072629,0.22502685284640173
91,192,554,5.770833333333333,0.7968579791210533,2.4826777248175995,3.90249073705019,0.8698598883427437,0.23129844107335676,0.8790029073396463,0.11777196249072266,0.4151624548736462,0.40794223826714804,0.17689530685920576,0.8836012907650159,0.8919275083900553,0.786719024181366,2.7158967046634013,2.6660867220005104,1.5123634520842104,94.49026784347625,46.67327563159018,0.1989644970414201
92,200,574,5.74,0.8200000000000001,2.9179291880400755,4.318273009762692,0.836032706530252,0.3760753091122015,0.8454812855340896,0.15478111444119877,0.367595818815331,0.40418118466898956,0.22822299651567945,0.8342602614542884,0.8638903370191311,0.7895519098707737,3.074575054278306,3.354678325868886,1.892142334967169,85.8067610537469,49.1878490083503,0.19691535150645625
93,168,481,5.726190476190476,0.7920917226257034,2.757568740113609,3.880142184706567,0.8397120998827683,0.3364461074414692,0.8479844790492672,0.1443670080696516,0.38461538461538464,0.4158004158004158,0.1995841995841996,0.8669934356534803,0.8254941275715828,0.8167594680562615,2.858672198894862,3.2263051760196686,1.5861997082829475,86.21050080398935,49.2437967892832,0.20378331900257954
94,212,603,5.688679245283019,0.7692584955432524,2.730767433718465,4.219083312257738,0.8509481643661733,0.37699699954026195,0.8590152512091108,0.1498262969027885,0.41956882255389716,0.39303482587064675,0.18739635157545606,0.8918036586446725,0.866052225672243,0.7277968140829981,3.0268531679635933,2.7359263315985474,2.0570298269786664,88.62263553788323,48.34891302271547,0.20346020761245676
95,192,545,5.677083333333333,0.8100256125923152,2.569996970345121,3.8555804100970543,0.8526670660994469,0.3496811392191737,0.8598207766884967,0.14430865681484767,0.4073394495412844,0.381651376146789,0.21100917431192662,0.8510984324657165,0.8799467775970697,0.8063545154488605,2.8338651082537196,2.8281970800688634,1.5936113230560136,88.98167402197423,47.87411218500253,0.20214395099540583
96,224,641,5.723214285714286,0.7929355656196093,2.4960651778951637,4.1228706582482735,0.8676372844603801,0.21174299457110748,0.8757870017382994,0.11161495559928782,0.40249609984399376,0.3962558502340094,0.20124804992199688,0.8962405788344007,0.888222480148781,0.7698986049770384,2.8069511552651725,2.6814650799345783,1.5092422532480816,95.07131406940728,46.79188375004381,0.20464816010329245
97,292,830,5.684931506849315,0.795995324705192,2.493905356705907,4.51592031996329,0.8620859408234975,0.12015771571597336,0.8704669980177947,0.0851096125050502,0.35903614457831323,0.37710843373493974,0.26385542168674697,0.8641724910512066,0.8617156970615204,0.8597758692693492,2.849705602898694,2.9949694272047416,1.2936244095297165,97.49210768700796,45.5794594024982,0.12534539060537553
98,232,668,5.758620689655173,0.8107115824488791,2.566394607865525,4.282450672199261,0.8640756547272562,0.209607613499943,0.8721265960007611,0.0954428865514344,0.405688622754491,0.4221556886227545,0.1721556886227545,0.8809867276916644,0.8963086205594083,0.7451835057009821,2.7457660421234213,2.7197276042074177,1.7677027500194051,95.39558811274343,46.469577036451085,0.22211981566820277
99,240,693,5.775,0.8362864341838867,2.62139742848333,4.305602175548833,0.8638679866838936,0.27975411879046364,0.8726024226091861,0.1205850443692415,0.4025974025974026,0.4126984126984127,0.1847041847041847,0.9069848602176994,0.89119156153052,0.7088355638552457,2.8166691044539105,2.866024730714051,1.6491770688444376,93.24067323588298,47.211173705831854,0.210727969348659
