case,case_short,original_sim_idx,frame,trajectory_progress,p_ratio,final_p_ratio,horizontal_strain,x_compression,vertical_strain,mean_abs_x_disp,mean_abs_y_disp,mean_x_disp,mean_y_disp,rms_disp,max_node_disp,z0,z1,lambda1,lambda2,lambda3,lambda4,lambda5,lambda6,lambda7,lambda8,lambda9,lambda10,lambda11,lambda12,soft_mode_gap_6_5
selected trajectory sim 56,selected,56,48,0.48484848484848486,0.40728398536448074,0.40844515428566636,-0.0036713369909584462,0.0036713369909584462,0.0015244029209126896,0.011805708520114422,0.0049630096182227135,-8.648778930364642e-06,-3.108961755060591e-05,0.014850851148366928,0.02553158812224865,-1.8748098611831665,-2.3960354328155518,-0.0017527621629037915,-1.9856321105548306e-15,1.9976266517859794e-15,0.054412253445526124,0.0591310248833638,0.06861223195252858,0.09626741108102875,0.11906809617137412,0.12958365758449367,0.16166807498688132,0.1711887737602532,0.1766942326127055,0.009481207069164777
selected trajectory sim 56,selected,56,49,0.494949494949495,0.40725219462702367,0.40844515428566636,-0.0037474489124391004,0.0037474489124391004,0.0015565731696623904,0.012051481753587723,0.005066781770437956,-8.604592949268408e-06,-3.169388946844265e-05,0.015160320326685905,0.026064526289701462,-1.9467401504516602,-2.484361171722412,-0.0017932378254835299,3.471150325969851e-16,8.011572098032264e-15,0.054395150449298706,0.05908311031238262,0.0686083202095514,0.09621338351088443,0.11903730105709764,0.12955834326905716,0.16163451699168,0.17115654120496784,0.17668092869370025,0.009525209897168783
selected trajectory sim 56,selected,56,50,0.5050505050505051,0.40731093072774244,0.40844515428566636,-0.003824440740526467,0.003824440740526467,0.0015886704700022278,0.012297648936510086,0.005170820280909538,-8.996627911983524e-06,-3.2943931728368625e-05,0.015470129437744617,0.026597721502184868,-2.0182063579559326,-2.572119951248169,-0.0018335620255017944,-2.131622053380209e-15,-1.152577618384913e-15,0.05437802322869982,0.05903561688352396,0.06860469178681557,0.09615977556978411,0.11900715674913132,0.1295328632599562,0.16160140053955135,0.17112473642288967,0.1766676601645016,0.009569074903291605
selected trajectory sim 56,selected,56,51,0.5151515151515151,0.40731792605779316,0.40844515428566636,-0.0038996727554004083,0.0038996727554004083,0.0016200382862434327,0.012543896213173866,0.0052742743864655495,-9.196448445436545e-06,-3.291894245194271e-05,0.01578015461564064,0.027127211913466454,-2.0900185108184814,-2.660301923751831,-0.001874263891309041,-1.9199688017179806e-15,4.397763184473643e-15,0.05436077219988657,0.058988226779721,0.0686005079518612,0.09610659483670898,0.11897771806135544,0.12950771037363995,0.16156793038501718,0.17109294376507034,0.17665356324123593,0.009612281172140205
selected trajectory sim 56,selected,56,52,0.5252525252525253,0.40740394308816347,0.40844515428566636,-0.003976664583487775,0.003976664583487775,0.0016521355865832701,0.01279014814645052,0.0053785257041454315,-9.039054930326529e-06,-3.360713890288025e-05,0.016090387478470802,0.027659965679049492,-2.1616995334625244,-2.748326539993286,-0.0019150821585303057,-1.0554432725810273e-14,-4.22865947010456e-15,0.054343642245707306,0.05894023959445858,0.06859698716420953,0.0960529629260308,0.11894785366213684,0.12948250806819328,0.16153508748257406,0.17106079515333597,0.17664082313970228,0.009656747569750955
selected trajectory sim 56,selected,56,53,0.5353535353535354,0.4074043863495009,0.40844515428566636,-0.0040535097604740234,0.0040535097604740234,0.001683503402824475,0.013037141412496567,0.0054830582812428474,-9.25755375646986e-06,-3.435690450714901e-05,0.016401324421167374,0.028189271688461304,-2.2335402965545654,-2.8365368843078613,-0.0019561318202374308,3.667652421152701e-15,7.445433885959337e-15,0.05432641237715071,0.058892363107380406,0.06859312245559773,0.09599952097517267,0.11891819583668849,0.12945711081223898,0.16150136930998024,0.17102876965482378,0.17662702066763755,0.009700759348217326
selected trajectory sim 56,selected,56,54,0.5454545454545454,0.4074155616712534,0.40844515428566636,-0.004129621681954678,0.004129621681954678,0.0017156736515741757,0.013283106498420238,0.005586869083344936,-9.560388207319193e-06,-3.526804721332155e-05,0.01671108789741993,0.028731439262628555,-2.3053934574127197,-2.924773693084717,-0.0019974158471274986,-4.4152527270886146e-15,2.861773325088995e-16,0.05430923795174702,0.05884440965089481,0.0685891557737395,0.0959461683991505,0.1188882493005057,0.12943138492450956,0.1614675257245501,0.17099663208710672,0.1766135095603048,0.009744746122844691
selected trajectory sim 56,selected,56,55,0.5555555555555556,0.40746600110054243,0.40844515428566636,-0.0042065401844914845,0.0042065401844914845,0.0017477709519140132,0.01352862361818552,0.005691352300345898,-9.660247087595053e-06,-3.5884426324628294e-05,0.017020495608448982,0.029255403205752373,-2.3768041133880615,-3.012470006942749,-0.0020386146097386855,-9.72269856201555e-16,1.2701060810529324e-15,0.054292092370561304,0.05879585051672027,0.06858521012163303,0.09589236235431561,0.11885728689747366,0.129405899089639,0.16143406764574492,0.1709647288237779,0.1765997939751798,0.009789359604912763
selected trajectory sim 56,selected,56,56,0.5656565656565656,0.4073884637283948,0.40844515428566636,-0.004283385361477733,0.004283385361477733,0.0017791387681552178,0.013774963095784187,0.005794707220047712,-9.849925845628604e-06,-3.672949969768524e-05,0.017330264672636986,0.029794123023748398,-2.4493775367736816,-3.1015851497650146,-0.0020804537149382548,1.78254914227191e-15,4.0908913048626864e-15,0.05427486234764259,0.05874758646006942,0.06858158839309404,0.09583853722659894,0.11882773263419134,0.12938119632166256,0.16140018155957814,0.17093248133366556,0.17658684238308953,0.009834001933024625
selected trajectory sim 56,selected,56,57,0.5757575757575758,0.4075113542624707,0.40844515428566636,-0.004358764027452793,0.004358764027452793,0.0018113090169049185,0.014020903035998344,0.0058999815955758095,-1.0166524589294568e-05,-3.7278565287124366e-05,0.017640339210629463,0.030326876789331436,-2.5208001136779785,-3.189296007156372,-0.0021218059262690966,-4.099319999802529e-15,2.2229300012225703e-15,0.05425768787045289,0.058699213842020474,0.06857800820615687,0.09578566634760607,0.11879720499097202,0.12935618262746942,0.16136712115979854,0.1709004054611911,0.17657368863649128,0.009878794364136391
selected trajectory sim 56,selected,56,58,0.5858585858585859,0.4074640078274239,0.40844515428566636,-0.004435682529989601,0.004435682529989601,0.0018426038847362601,0.014266669750213623,0.006002603564411402,-1.078523291653255e-05,-3.835931420326233e-05,0.017949415370821953,0.030856184661388397,-2.5933802127838135,-3.278425455093384,-0.002163834966666749,-4.883130388171821e-15,-4.0916102997569285e-15,0.054240410046780624,0.05865081819141863,0.06857425820389859,0.09573224062615397,0.11876739873042745,0.12933055071647598,0.16133280682531695,0.17086804438970055,0.17655983903862477,0.00992344001247996
selected trajectory sim 56,selected,56,59,0.5959595959595959,0.4075760351777208,0.40844515428566636,-0.004511794451470254,0.004511794451470254,0.0018747741334859608,0.014512794092297554,0.006107635330408812,-1.0485243365110364e-05,-3.8246987969614565e-05,0.018259836360812187,0.03138956055045128,-2.6649770736694336,-3.3663439750671387,-0.0022053760349567534,-1.9393840975574457e-15,1.9388390166149733e-15,0.05422334578872157,0.05860236106894766,0.06857087312793494,0.0956791621491578,0.11873716215873671,0.12930542314750806,0.16129976272727845,0.17083605571854515,0.1765460703703155,0.009968512058987286
selected trajectory sim 56,selected,56,60,0.6060606060606061,0.40751984001873653,0.40844515428566636,-0.004588639628456502,0.004588639628456502,0.0019061419497271657,0.01475834846496582,0.006210734136402607,-1.062820138031384e-05,-3.920635208487511e-05,0.018569082021713257,0.03192766010761261,-2.7374634742736816,-3.4553637504577637,-0.002248124435482298,-2.3800821348059045e-15,-8.513825198336913e-16,0.05420588432445328,0.0585534727820062,0.06856684338130921,0.0956251478594965,0.11870690446165635,0.12927990233566553,0.16126499834444422,0.17080406959515262,0.17653248838116659,0.01001337059930301
selected trajectory sim 56,selected,56,61,0.6161616161616161,0.4076325326292099,0.40844515428566636,-0.00466548480544275,0.00466548480544275,0.0019389687341656357,0.015004608780145645,0.006316361948847771,-1.0871742233575787e-05,-3.9865055441623554e-05,0.018879631534218788,0.03246103599667549,-2.8089587688446045,-3.5431602001190186,-0.0022900291938814142,-5.821863083338069e-15,1.157553622508021e-15,0.05418877016320243,0.05850522300919394,0.06856340313827868,0.09557210948743643,0.1186776452867768,0.12925522561699115,0.16123132293178144,0.17077202549859974,0.17651913538840402,0.010058180129084736
selected trajectory sim 56,selected,56,62,0.6262626262626263,0.40755463730592534,0.40844515428566636,-0.0047416700524739635,0.0047416700524739635,0.001969607066308208,0.015250748954713345,0.006418721750378609,-1.1256688594585285e-05,-4.06619074055925e-05,0.01918887346982956,0.032989904284477234,-2.882093906402588,-3.6329658031463623,-0.002333025194795236,-9.238791611875264e-15,3.0917129645981457e-15,0.05417123848021645,0.058455574257892426,0.06855974749744548,0.09551817990055257,0.11864657952456208,0.12922949672888437,0.16119670095517796,0.17073876358557089,0.1765053209139681,0.010104173239553052
selected trajectory sim 56,selected,56,63,0.6363636363636364,0.4076562084437924,0.40844515428566636,-0.004818515229460212,0.004818515229460212,0.002002506799156541,0.015496538951992989,0.006524709053337574,-1.159931252914248e-05,-4.1215887904400006e-05,0.019499396905303,0.033523283898830414,-2.953284502029419,-3.72039532661438,-0.0023752902894560992,1.5517693611136646e-15,2.352832225355988e-15,0.05415410990208995,0.05840653757126749,0.0685564168623366,0.09546570075691284,0.11861652428839216,0.12920422664164644,0.16116336031094772,0.17070699827231706,0.17649174522860184,0.010149879291069107
selected trajectory sim 56,selected,56,64,0.6464646464646465,0.4076348127190575,0.40844515428566636,-0.004894700476491425,0.004894700476491425,0.002033874615397746,0.01574280485510826,0.006627468392252922,-1.1401509254937991e-05,-4.196508598397486e-05,0.019808752462267876,0.034056033939123154,-3.026172399520874,-3.809906482696533,-0.002418371421893164,-3.04677530690923e-15,2.748218144463538e-15,0.054136685465107214,0.05835736423961379,0.06855262590913995,0.09541189311118788,0.11858597803400359,0.12917890754390127,0.16112916176698008,0.17067448050202885,0.17647849879805366,0.01019526166952616
selected trajectory sim 56,selected,56,65,0.6565656565656566,0.4077388129828442,0.40844515428566636,-0.00497081239797208,0.00497081239797208,0.0020651694832290878,0.01598890870809555,0.0067322347313165665,-1.1587411790969782e-05,-4.267604526830837e-05,0.02011888287961483,0.034585341811180115,-3.0980756282806396,-3.8982021808624268,-0.0024611549523896625,-3.095868122905567e-15,3.9304292955551604e-15,0.05411935822511609,0.05830857820143075,0.06854925713124738,0.09535910637957735,0.11855657194044716,0.12915390975619437,0.16109510498843646,0.17064238555544267,0.17646515159823523,0.01024067892981663
selected trajectory sim 56,selected,56,66,0.6666666666666666,0.4076491544162811,0.40844515428566636,-0.005047657574958327,0.005047657574958327,0.0020981421644872844,0.016234997659921646,0.006835840176790953,-1.2162659004388843e-05,-4.3268679291941226e-05,0.020428534597158432,0.035127948969602585,-3.1709465980529785,-3.987697124481201,-0.002504708219193539,-4.340729840760115e-15,-2.984768356799032e-15,0.05410188530600752,0.05825914413250167,0.06854539507191391,0.09530537586369711,0.11852647205552123,0.12912817678013275,0.16106105852875208,0.17060938238697207,0.17645094132760292,0.010286250939412246
selected trajectory sim 56,selected,56,67,0.6767676767676768,0.40775610307049387,0.40844515428566636,-0.005124576077495135,0.005124576077495135,0.0021302394648271216,0.016480859369039536,0.0069403937086462975,-1.1409063517930917e-05,-4.3800464482046664e-05,0.02073867991566658,0.03566070273518562,-3.242793083190918,-4.075924873352051,-0.002547647286633739,-9.611761520571671e-15,-4.616637795317655e-16,0.054084734408278004,0.0582098201417353,0.0685422761727488,0.0952529287203289,0.11849683615008172,0.1291037608142797,0.16102695175471576,0.1705778149046575,0.17643770830102457,0.010332456031013501
selected trajectory sim 56,selected,56,68,0.6868686868686869,0.40775657178286684,0.40844515428566636,-0.005200614673425229,0.005200614673425229,0.0021616072810683265,0.016726912930607796,0.0070439791306853294,-1.1901009202119894e-05,-4.4384869397617877e-05,0.021048545837402344,0.0361994244158268,-3.315713882446289,-4.165472030639648,-0.002591340608702833,1.519287614062557e-15,4.22776681650435e-15,0.054067220804189284,0.05816039942070011,0.06853864813646117,0.09519976075730463,0.11846688924628285,0.12907840638490478,0.1609924256416076,0.17054476625953807,0.17642398412882998,0.010378248715761061
selected trajectory sim 56,selected,56,69,0.696969696969697,0.4077506384445454,0.40844515428566636,-0.005277606501512596,0.005277606501512596,0.002193704581408164,0.016973130404949188,0.007147989235818386,-1.2005575626972131e-05,-4.5026496081845835e-05,0.02135847881436348,0.036732178181409836,-3.3879706859588623,-4.254208564758301,-0.0026351326799101404,5.647736731923244e-16,8.030218235259618e-15,0.05404976139725727,0.05811058215302002,0.06853510206867001,0.09514585319618021,0.11843640674317585,0.12905295642638964,0.16095802608747678,0.17051187805921175,0.1764101897553135,0.010424519915649993
selected trajectory sim 56,selected,56,70,0.7070707070707071,0.4078272687959474,0.40844515428566636,-0.005353645097442691,0.005353645097442691,0.002224342913550736,0.017219137400388718,0.007252444978803396,-1.2153035640949383e-05,-4.605555659509264e-05,0.021668361499905586,0.037261489778757095,-3.4604363441467285,-4.343204498291016,-0.002678583174253039,-9.240238175132447e-15,3.2499376187240484e-15,0.054032515985736856,0.05806103719638407,0.06853198567609944,0.0950935250942911,0.11840638395569424,0.12902775943834652,0.16092437931057643,0.17047965085635897,0.17639662476187637,0.010470948479715372
selected trajectory sim 56,selected,56,71,0.7171717171717171,0.4078236109207741,0.40844515428566636,-0.005429830344473904,0.005429830344473904,0.002257169697989206,0.017464473843574524,0.007356401067227125,-1.2662261724472046e-05,-4.649990296456963e-05,0.021977759897708893,0.03779486566781998,-3.5330870151519775,-4.432430267333984,-0.0027227261736584175,8.84354736357402e-17,1.6430905909236241e-15,0.054014983327079366,0.05801154234490754,0.0685283450185064,0.09504039420549462,0.1183764200096813,0.1290028019657814,0.16088952556066713,0.17044719415554976,0.17638320544432706,0.010516802673598856
selected trajectory sim 56,selected,56,72,0.7272727272727273,0.4078470235816122,0.40844515428566636,-0.005506675521460152,0.005506675521460152,0.002289339946738907,0.01771094650030136,0.007461370900273323,-1.3034273251832929e-05,-4.723398888017982e-05,0.022288396954536438,0.03832761570811272,-3.6054587364196777,-4.521302223205566,-0.002766913546177455,-2.618130395455437e-15,-1.6926425289817237e-15,0.05399753127583432,0.05796128239528344,0.06852501359178455,0.09498735399586249,0.11834613702390825,0.12897721557253689,0.16085552733205594,0.17041419550043707,0.17637005241801249,0.010563731196501107
selected trajectory sim 56,selected,56,73,0.7373737373737373,0.4078017860580839,0.40844515428566636,-0.005582787442940806,0.005582787442940806,0.002319905330471616,0.017957011237740517,0.007564142346382141,-1.2842110663768835e-05,-4.7709429054521024e-05,0.02259775996208191,0.0388571098446846,-3.6785829067230225,-4.611104965209961,-0.002811650792996046,3.90019017368757e-15,5.1838503878297095e-15,0.05397984421145401,0.05791114232335824,0.06852140052088294,0.09493386059417139,0.118315554035256,0.1289520523022075,0.16082002269149853,0.17038094488433606,0.1763556360562198,0.010610258197524702
selected trajectory sim 56,selected,56,74,0.7474747474747475,0.4078908920901148,0.40844515428566636,-0.005659705945477614,0.005659705945477614,0.0023528780117298125,0.018203122541308403,0.007669461891055107,-1.3312480405147653e-05,-4.806814467883669e-05,0.0229080468416214,0.03938985988497734,-3.750624895095825,-4.69957971572876,-0.002855715467350724,-4.8198652160256005e-15,7.061150869259287e-16,0.05396250740788898,0.05786086993092474,0.06851847624640053,0.09488099344079182,0.11828493038815686,0.1289269933897958,0.16078573075276995,0.17034882988614874,0.17634217392130544,0.010657606315475791
selected trajectory sim 56,selected,56,75,0.7575757575757576,0.40781156526815765,0.40844515428566636,-0.005735744541407709,0.005735744541407709,0.0023834433954625215,0.018449170514941216,0.00777142820879817,-1.3471477359416895e-05,-4.899750274489634e-05,0.023217182606458664,0.03991935774683952,-3.824106216430664,-4.78981351852417,-0.002900753352691382,-5.898238295632214e-15,-4.2575409930744434e-16,0.053944834192584966,0.057811152191124295,0.06851488235023459,0.09482837839529056,0.11825601549628471,0.12890148917592423,0.16075066657985487,0.17031551029955216,0.17632815671223562,0.010703730159110296
selected trajectory sim 56,selected,56,76,0.7676767676767676,0.40791111553699844,0.40844515428566636,-0.005812736369495075,0.005812736369495075,0.0024163431283108546,0.01869528740644455,0.007877224124968052,-1.3415857210929971e-05,-4.9759790272219107e-05,0.023527761921286583,0.04045254737138748,-3.896228075027466,-4.878392696380615,-0.0029454267333252817,3.2462530734977e-15,4.642380772935279e-15,0.05392732903584537,0.057760589278122595,0.06851187665592492,0.09477500247886347,0.11822558694713972,0.12887676995507352,0.16071607013341369,0.17028320912289494,0.17631508316165292,0.01075128737780233
selected trajectory sim 56,selected,56,77,0.7777777777777778,0.40785464552998496,0.40844515428566636,-0.005888115035470135,0.005888115035470135,0.0024484404286506923,0.018941687420010567,0.007979691959917545,-1.3610865607915912e-05,-5.0189439207315445e-05,0.02383718453347683,0.04099452868103981,-3.969738006591797,-4.968667030334473,-0.0029906406478126812,-5.117216687158202e-15,-1.884996458215208e-15,0.053909637143934305,0.0577106109707197,0.06850807511913683,0.09472206365724527,0.11819524605640946,0.12885175712020336,0.16068100754606493,0.17024989347915767,0.17630039034163325,0.010797464148417125
selected trajectory sim 56,selected,56,78,0.7878787878787878,0.4079703364868143,0.40844515428566636,-0.005964960212456383,0.005964960212456383,0.002479808244891897,0.01918785460293293,0.008085195906460285,-1.3288058653415646e-05,-5.135250466992147e-05,0.024147791787981987,0.04152402654290199,-4.042240142822266,-5.057704448699951,-0.0030357481359851585,4.032132019548299e-15,9.237422996908806e-15,0.05389209426870826,0.05766043862451064,0.06850508764936754,0.09466960279102554,0.11816597571680437,0.12882646829816433,0.16064676232468356,0.17021731659557707,0.1762869173856411,0.0108446490248569
selected trajectory sim 56,selected,56,79,0.797979797979798,0.40790365073391044,0.40844515428566636,-0.0060410721339370374,0.0060410721339370374,0.0025119055452317344,0.019434073939919472,0.008188607171177864,-1.424437141395174e-05,-5.16668806085363e-05,0.024457676336169243,0.042056772857904434,-4.115438938140869,-5.147604942321777,-0.0030814841765041032,-3.971480558756505e-16,1.2776086977507821e-15,0.053874160516539184,0.05760941305691715,0.06850152748960686,0.09461626944491584,0.11813507276637522,0.12880092084942837,0.1606111044879186,0.17018409056068726,0.17627316504549234,0.010892114432689712
selected trajectory sim 56,selected,56,80,0.8080808080808081,0.4079725373860511,0.40844515428566636,-0.006117917310923285,0.006117917310923285,0.002544075793981435,0.019679760560393333,0.008293266408145428,-1.4168210327625275e-05,-5.226985740591772e-05,0.024767590686678886,0.042590152472257614,-4.188083171844482,-5.236817359924316,-0.0031267245531181056,-1.3806634170224031e-15,3.9064592962440473e-16,0.05385662159039165,0.05755901443086847,0.06849852278473699,0.09456385480356581,0.11810520648715372,0.12877584517179794,0.16057621893115445,0.17015076183121466,0.17625938215269682,0.010939508353868518
selected trajectory sim 56,selected,56,81,0.8181818181818182,0.4080066210137092,0.40844515428566636,-0.006194029232403939,0.006194029232403939,0.002575370661812777,0.019925566390156746,0.008397581055760384,-1.4354630366142374e-05,-5.306003367877565e-05,0.025077128782868385,0.043119460344314575,-4.261015892028809,-5.326388835906982,-0.003172138184160924,-5.1395412798563355e-15,-9.552644619218514e-16,0.053839054873199156,0.05750855763248729,0.06849535604224187,0.09451145252928607,0.11807553378994803,0.12875059919715434,0.1605421325782356,0.1701182883988758,0.17624561964888968,0.010986798409754583
selected trajectory sim 56,selected,56,82,0.8282828282828283,0.40796265896639705,0.40844515428566636,-0.006270874409390188,0.006270874409390188,0.0026075409105624776,0.020172184333205223,0.00850151851773262,-1.4612761333410162e-05,-5.373042949941009e-05,0.025387542322278023,0.0436614453792572,-4.334268093109131,-5.416351795196533,-0.003218577282174873,-6.847991026800524e-15,-2.3478059358728956e-15,0.05382109212024513,0.057457532045902406,0.0684919709021172,0.09445776358065378,0.11804507691131595,0.12872570023045904,0.16050646736883342,0.1700850223545401,0.1762317710886227,0.011034438856214794
selected trajectory sim 56,selected,56,83,0.8383838383838383,0.407991663138698,0.40844515428566636,-0.006347866237477554,0.006347866237477554,0.0026397111593121783,0.02041814662516117,0.008605856448411942,-1.4464215382758994e-05,-5.414833503891714e-05,0.025697793811559677,0.044194821268320084,-4.407064437866211,-5.505757808685303,-0.0032644998373751867,-5.735887542478723e-15,4.697633289958581e-15,0.0538035032208348,0.05740638712209834,0.06848882173454,0.09440557144801495,0.11801480427515673,0.12870110462936746,0.16047115246137386,0.170052202405847,0.176218174822058,0.011082434612441662
selected trajectory sim 56,selected,56,84,0.8484848484848485,0.40796637876662073,0.40844515428566636,-0.006423978158958208,0.006423978158958208,0.002670276543044887,0.020664870738983154,0.008708273060619831,-1.481051276641665e-05,-5.490482726600021e-05,0.026007061824202538,0.04471981152892113,-4.4806389808654785,-5.596120834350586,-0.0033109349594373652,-3.5912529546412714e-16,1.1129357647817922e-14,0.05378551405131191,0.0573555474091,0.06848568934250954,0.09435239508794603,0.11798441710535128,0.12867522022541467,0.1604354958284272,0.17001879323337787,0.17620392626337925,0.01113014193340954
selected trajectory sim 56,selected,56,85,0.8585858585858586,0.4080215230208552,0.40844515428566636,-0.0065008233359444565,0.0065008233359444565,0.0027031762758932204,0.020911356434226036,0.008813802152872086,-1.5010747119958978e-05,-5.599214637186378e-05,0.026317952200770378,0.04525318369269371,-4.553215980529785,-5.685250282287598,-0.0033573787286312225,-6.825489715398704e-15,6.411339978031782e-15,0.05376759110390208,0.057303694433686485,0.06848239731133744,0.09429891947510859,0.11795306051094116,0.12864963647629396,0.16040143639648569,0.16998558461405766,0.17619020274511055,0.011178702877650958
selected trajectory sim 56,selected,56,86,0.8686868686868687,0.40794428065852417,0.40844515428566636,-0.006576202001919516,0.006576202001919516,0.0027337416596259294,0.02115710824728012,0.008916313759982586,-1.5267067283275537e-05,-5.617551505565643e-05,0.026627160608768463,0.04578249901533127,-4.627068042755127,-5.775948524475098,-0.003404359105345747,-1.113460229030083e-14,-1.1005691882657402e-14,0.053749526866823105,0.05725274964140694,0.06847903980504244,0.09424548275286157,0.11792294816460422,0.12862470634694592,0.1603642997517507,0.16995179842005523,0.17617541478459856,0.0112262901636355
selected trajectory sim 56,selected,56,87,0.8787878787878788,0.4080633334576141,0.40844515428566636,-0.006653047178905764,0.006653047178905764,0.0027666413924742625,0.021402962505817413,0.009022152982652187,-1.505172531324206e-05,-5.715821680496447e-05,0.026937806978821754,0.0463244803249836,-4.699946403503418,-5.865449905395508,-0.0034504645380544047,6.87183573434549e-15,1.053356584852157e-14,0.053732038911965825,0.05720194275834178,0.06847635189781588,0.0941944018205713,0.11789350685744426,0.12860024749445986,0.16032957862681518,0.16991955190765284,0.17616304982277914,0.011274409139474105
selected trajectory sim 56,selected,56,88,0.8888888888888888,0.4080210848369796,0.40844515428566636,-0.006729965681442572,0.006729965681442572,0.0027987386928141,0.021648932248353958,0.00912486482411623,-1.5486652046092786e-05,-5.747015529777855e-05,0.027246937155723572,0.04685785248875618,-4.77343225479126,-5.955713272094727,-0.003497611566835891,-2.7553281813118825e-15,1.2002412071087366e-15,0.053713861345183064,0.05715101795818114,0.06847276663367616,0.09414159424911547,0.11786392115999489,0.12857471323904457,0.1602945758365905,0.1698861552693759,0.17614843000990885,0.01132174867549502
selected trajectory sim 56,selected,56,89,0.898989898989899,0.40808664961698976,0.40844515428566636,-0.006806150928473785,0.006806150928473785,0.002830908941563801,0.02189505100250244,0.00923032034188509,-1.586590769875329e-05,-5.81647182116285e-05,0.02755732461810112,0.04739060625433922,-4.846424102783203,-6.045355319976807,-0.003544396189248589,-5.604516509651742e-16,1.0161035165658934e-14,0.05369603103417268,0.05709936320412605,0.06846990037499356,0.09408925995270657,0.11783319965070438,0.12854988050269425,0.16025909394744164,0.16985257404507742,0.17613513705888145,0.011370537170867515
selected trajectory sim 56,selected,56,90,0.9090909090909091,0.4080604080063436,0.40844515428566636,-0.006882996105460033,0.006882996105460033,0.0028622767578050058,0.02214127779006958,0.009333746507763863,-1.5939171134959906e-05,-5.916231748415157e-05,0.027866991236805916,0.0479201041162014,-4.920079231262207,-6.135817527770996,-0.003592062680157778,-2.4681039749398487e-15,-8.497036566359474e-17,0.053677780667180035,0.05704826929838102,0.06846678133234849,0.09403618657135382,0.11780369385376148,0.12852422984312695,0.16022336648783642,0.1698190822650587,0.17612053921984663,0.011418512033967466
selected trajectory sim 56,selected,56,91,0.9191919191919192,0.40808602917149395,0.40844515428566636,-0.006959841282446281,0.006959841282446281,0.002894374058144843,0.022387675940990448,0.009437822736799717,-1.585804420756176e-05,-5.966719982097857e-05,0.02817738987505436,0.04845329374074936,-4.993277549743652,-6.225719451904297,-0.0036395395216348094,3.884986361272173e-15,4.448001816629666e-15,0.0536597639527624,0.05699675667974682,0.06846363618535427,0.0939830529975701,0.11777338735204419,0.12849953704104142,0.16018733392933732,0.1697859639024437,0.17610691537174894,0.011466879505607451
selected trajectory sim 56,selected,56,92,0.9292929292929293,0.4080895099635073,0.40844515428566636,-0.007035953203926935,0.007035953203926935,0.0029258148227959114,0.02263396978378296,0.009542485699057579,-1.6298765331157483e-05,-6.0090795159339905e-05,0.028487814590334892,0.04899157956242561,-5.066784858703613,-6.3159990310668945,-0.003687409220157551,-7.821288876243826e-15,-3.5672504983556964e-15,0.053641477511212884,0.056944852087676814,0.06846059204335617,0.09393103438414861,0.11774331677422095,0.12847423530392799,0.16015118396517405,0.1697522995837204,0.17609296890284168,0.011515739955679352
selected trajectory sim 56,selected,56,93,0.9393939393939394,0.4080759459820832,0.40844515428566636,-0.007112871706463742,0.007112871706463742,0.0029579121231357486,0.022880401462316513,0.009646501392126083,-1.6239679098362103e-05,-6.115607538959011e-05,0.02879786118865013,0.04952476918697357,-5.140643119812012,-6.406703472137451,-0.003735293921088998,4.892362519032896e-15,1.1295188517511049e-14,0.053623311355630705,0.05689307374476223,0.06845732015144461,0.09387839491622427,0.11771278789321489,0.128448623744856,0.16011584566208378,0.1697189189925014,0.1760789867779952,0.011564246406682376
selected trajectory sim 56,selected,56,94,0.9494949494949495,0.40813615082879917,0.40844515428566636,-0.007188910302393837,0.007188910302393837,0.0029892799393769535,0.023126356303691864,0.009751986712217331,-1.6783571481937543e-05,-6.125427898950875e-05,0.02910839579999447,0.05005364492535591,-5.2137579917907715,-6.4965057373046875,-0.0037830209435684324,-5.909818124567776e-16,1.191233386032714e-15,0.053605260746263185,0.056841242318725026,0.06845459107993415,0.09382566336726864,0.11768201923218312,0.12842363347661534,0.1600800364689152,0.1696853610500542,0.17606509099388934,0.011613348761209126
selected trajectory sim 56,selected,56,95,0.9595959595959596,0.40812238207976687,0.40844515428566636,-0.007265095549425051,0.007265095549425051,0.003021377239716791,0.023372169584035873,0.009854928590357304,-1.6966007024166174e-05,-6.197449692990631e-05,0.029417729005217552,0.050587017089128494,-5.287942409515381,-6.587620735168457,-0.0038312982838944716,-5.114042617271635e-15,8.691912762831012e-15,0.05358675915540544,0.05678975030831484,0.06845135285395097,0.09377309454698254,0.11765195220134006,0.1283983993816548,0.16004416183742617,0.1696515901042646,0.17605067884749928,0.011661602545636134
selected trajectory sim 56,selected,56,96,0.9696969696969697,0.40819878015127026,0.40844515428566636,-0.007342014051961858,0.007342014051961858,0.0030534745400566284,0.023618366569280624,0.009960341267287731,-1.689419150352478e-05,-6.309586024144664e-05,0.02972847782075405,0.05112943798303604,-5.36069917678833,-6.676976680755615,-0.0038795208274177108,-1.4845021180269212e-15,-1.3104619049260962e-15,0.05356857765615419,0.05673790046767463,0.0684485689655375,0.09372111349914447,0.11762215692732823,0.1283737645634683,0.160008579282647,0.1696184446124879,0.17603688803546386,0.01171066849786287
