case,case_short,original_sim_idx,frame,trajectory_progress,p_ratio,final_p_ratio,horizontal_strain,x_compression,vertical_strain,mean_abs_x_disp,mean_abs_y_disp,mean_x_disp,mean_y_disp,rms_disp,max_node_disp,z0,z1,lambda1,lambda2,lambda3,lambda4,lambda5,lambda6,lambda7,lambda8,lambda9,lambda10,lambda11,lambda12,soft_mode_gap_6_5
selected trajectory sim 56,selected,56,10,0.10101010101010101,0.40160707544626006,0.40844515428566636,-0.0007658120500423418,0.0007658120500423418,0.00031513713060931324,0.002456231042742729,0.0010126156266778708,-2.0280324406485306e-06,-6.326008588075638e-06,0.003080107271671295,0.005291596055030823,0.8163926601409912,0.908366858959198,-0.000339477887917522,-2.389018680781789e-15,2.2207014840099114e-15,0.05505660993040838,0.06085059033828579,0.06878462424341684,0.09831359764243337,0.1202065983336769,0.13054919823507893,0.16289191230288477,0.17237078464570468,0.17719375315618957,0.007934033905131053
selected trajectory sim 56,selected,56,11,0.1111111111111111,0.40169641106099235,0.40844515428566636,-0.0008427305525791493,0.0008427305525791493,0.00034723443094915074,0.0027022857684642076,0.0011153987143188715,-2.1515234038815834e-06,-6.5267086029052734e-06,0.003389179240912199,0.005824796389788389,0.7458409070968628,0.8217427134513855,-0.00037435563019683205,-1.0187806673289743e-14,-2.3673873679175205e-15,0.055039568283968304,0.06080705707525254,0.06877922698076082,0.09825871337557973,0.12017620976624598,0.13052322213142226,0.16285977974186674,0.17233944112062857,0.1771810544176001,0.00797216990550828
selected trajectory sim 56,selected,56,12,0.12121212121212122,0.4027690371302706,0.40844515428566636,-0.0009188424740598032,0.0009188424740598032,0.0003800612153876209,0.0029483670368790627,0.0012201211648061872,-2.4872908852557885e-06,-7.85503289080225e-06,0.0036993143148720264,0.006357558537274599,0.6761235594749451,0.7361481189727783,-0.000408328629083278,2.0819418643561733e-15,6.043859066834434e-15,0.0550228747967643,0.06076385499333981,0.06877420336844317,0.09820502019906881,0.12014582874106661,0.1304980292016755,0.16282888600346818,0.1723095774035166,0.17716812258549336,0.008010348375103359
selected trajectory sim 56,selected,56,13,0.13131313131313133,0.40265560165975106,0.40844515428566636,-0.0009956876510460514,0.0009956876510460514,0.00041142903162882564,0.003194710472598672,0.0013229497708380222,-2.033167675108416e-06,-8.005700692592654e-06,0.004008454270660877,0.0068909465335309505,0.6053428053855896,0.6492477655410767,-0.0004432487238669468,-8.289608542270563e-16,1.4794474199035242e-15,0.05500577741444103,0.060721041102515264,0.0687689100293463,0.09815077645227052,0.12011675926918455,0.13047240653648168,0.16279731248729404,0.1722781604632996,0.17715450394402776,0.008047868926831042
selected trajectory sim 56,selected,56,14,0.1414141414141414,0.403654164899973,0.40844515428566636,-0.0010710663170211115,0.0010710663170211115,0.00044279684787003044,0.0034407060593366623,0.0014281310141086578,-2.3827112727303756e-06,-8.930762305681128e-06,0.004318546038120985,0.007419790141284466,0.5357000231742859,0.5637420415878296,-0.00047763038666195733,-6.032837447619426e-16,4.024031696093926e-16,0.054989150621806517,0.060677874960827105,0.06876393128943967,0.09809736246703481,0.12008710194482039,0.13044713599648197,0.16276632838475066,0.17224813726178256,0.1771420113744394,0.008086056328612562
selected trajectory sim 56,selected,56,15,0.15151515151515152,0.40327338129496404,0.40844515428566636,-0.0011479114940073595,0.0011479114940073595,0.00047496709661973117,0.0036865861620754004,0.0015303798718377948,-2.523936018405948e-06,-9.605764716980048e-06,0.004627707879990339,0.007953176274895668,0.4650527536869049,0.4770016670227051,-0.0005129861741316194,-2.8053082678631298e-15,-9.332575071130148e-16,0.05497202614123222,0.060633903984008364,0.06875849483945577,0.09804218611882076,0.1200560533458036,0.13042127682675023,0.16273398866356187,0.1722174485224393,0.17712843561286312,0.008124590855447408
selected trajectory sim 56,selected,56,16,0.16161616161616163,0.40417566109012415,0.40844515428566636,-0.0012240234154880134,0.0012240234154880134,0.0005070643969595686,0.003932972904294729,0.0016358786961063743,-2.786051481962204e-06,-1.0326504707336426e-05,0.004938383586704731,0.008486376143991947,0.39534226059913635,0.39141491055488586,-0.0005476522571380054,-4.610645551225239e-15,2.4778129681632614e-15,0.05495527689545876,0.060590839496414695,0.06875392335745865,0.09798940208210775,0.12002761063560027,0.1303956992864966,0.1627031465334062,0.17218696101703612,0.17711603762792366,0.00816308386104396
selected trajectory sim 56,selected,56,17,0.1717171717171717,0.4041850569967929,0.40844515428566636,-0.0013009419180248208,0.0013009419180248208,0.0005385051616106367,0.0041782185435295105,0.001738628838211298,-3.408821612538304e-06,-1.106204217649065e-05,0.005246731918305159,0.009015410207211971,0.3248794972896576,0.3048914074897766,-0.0005831104321050219,-5.199526581504913e-15,1.36144195078309e-15,0.054938517651854216,0.06054663183077913,0.06874870494691993,0.09793443993995306,0.11999711369993626,0.13037019888024073,0.1626719856421619,0.17215666709192018,0.17710288676146982,0.008202073116140796
selected trajectory sim 56,selected,56,18,0.18181818181818182,0.40468407952739377,0.40844515428566636,-0.0013778604205616283,0.0013778604205616283,0.0005706024619504742,0.004424116108566523,0.0018437786493450403,-3.5427510738372803e-06,-1.1384073332010303e-05,0.005557007621973753,0.009548609144985676,0.255045086145401,0.21914970874786377,-0.0006182003496559853,-9.037696729700596e-15,-5.165148238549147e-15,0.054921605341603875,0.06050298994977435,0.06874379872077563,0.09788094002197299,0.11996740331488209,0.13034475056590467,0.1626402667073482,0.17212593299732343,0.17709017818387154,0.008240808771001279
selected trajectory sim 56,selected,56,19,0.1919191919191919,0.40460900204591954,0.40844515428566636,-0.001453165760986129,0.001453165760986129,0.000601970278191679,0.004670748952776194,0.0019465317018330097,-3.2827051654749084e-06,-1.225874075316824e-05,0.0058664982207119465,0.01007746160030365,0.18381303548812866,0.13169719278812408,-0.0006539340699780511,-6.951010284997484e-15,-2.2492023449641115e-15,0.054904617139963835,0.06045884144902411,0.06873867108245718,0.09782659886105778,0.11993660637561959,0.13031953945463665,0.1626080441466952,0.17209509468252146,0.17707704119004836,0.008279829633433072
selected trajectory sim 56,selected,56,20,0.20202020202020202,0.40517194838848997,0.40844515428566636,-0.0015300842635229362,0.0015300842635229362,0.0006347970626301491,0.004916157107800245,0.0020518959499895573,-3.560834329618956e-06,-1.3022373423154932e-05,0.006176468450576067,0.010614756494760513,0.11382503807544708,0.045764584094285965,-0.0006891950539888543,-5.471460044702977e-15,5.7216030400695175e-15,0.05488784499126475,0.06041465496346022,0.06873417666557857,0.09777304950971161,0.11990715389165646,0.1302941862733429,0.16257712153786938,0.17206434667444345,0.17706407867855833,0.008319521702118353
selected trajectory sim 56,selected,56,21,0.21212121212121213,0.40515866892969193,0.40844515428566636,-0.0016061961850035904,0.0016061961850035904,0.0006661648788713539,0.005162226501852274,0.0021545568015426397,-3.807712346315384e-06,-1.3156742170394864e-05,0.006485372316092253,0.011144043877720833,0.042851779609918594,-0.04137315973639488,-0.0007252466282064272,-2.59689951865777e-15,-2.1636794358202526e-16,0.05487092273026704,0.06037049882225395,0.06872925150327522,0.09771897732220808,0.1198770492737079,0.13026829895674527,0.16254510446923381,0.1720333767647975,0.17705132386715072,0.008358752681021271
selected trajectory sim 56,selected,56,22,0.2222222222222222,0.4055321028863145,0.40844515428566636,-0.0016830413619898384,0.0016830413619898384,0.0006983351276210546,0.005408217664808035,0.0022595482878386974,-4.155121587245958e-06,-1.3961818694951944e-05,0.0067959134466946125,0.011676990427076817,-0.02689245343208313,-0.12700188159942627,-0.0007611114540198084,-6.182563228557299e-15,-3.646789633677161e-15,0.054854093406497745,0.060326013399640256,0.06872448185012899,0.0976647503567863,0.11984702791917268,0.1302430259752694,0.16251276629926412,0.17200278085218315,0.1770377968843876,0.008398468450488729
selected trajectory sim 56,selected,56,23,0.23232323232323232,0.40549868519909843,0.40844515428566636,-0.0017599598645266458,0.0017599598645266458,0.0007296299954523962,0.005654602311551571,0.002362604020163417,-4.0644467844686005e-06,-1.4758565157535486e-05,0.007105493918061256,0.012206281535327435,-0.09820312261581421,-0.21455800533294678,-0.0007975518304465795,-6.352145909087591e-15,-3.0311900861581137e-16,0.05483699461420296,0.06028147731106208,0.06871960873650249,0.09761033583894854,0.11981704473347671,0.13021710697099323,0.16248063834202034,0.17197157572721058,0.1770243052991604,0.008438131425440407
selected trajectory sim 56,selected,56,24,0.24242424242424243,0.40582318925365074,0.40844515428566636,-0.0018352652049511465,0.0018352652049511465,0.0007618002442020969,0.005900004878640175,0.0024676984176039696,-4.618635557562811e-06,-1.6008711099857464e-05,0.007415329106152058,0.012748261913657188,-0.16817814111709595,-0.30048051476478577,-0.0008333751103148571,-3.9710608143721165e-15,2.3144662622395325e-16,0.0548202900523658,0.060237391370124634,0.06871515991499619,0.09755696098265057,0.11978802835560687,0.13019236166250836,0.1624494470166282,0.17194125940295477,0.17701196836773944,0.008477768544871554
selected trajectory sim 56,selected,56,25,0.25252525252525254,0.4057335436064724,0.40844515428566636,-0.0019121837074879539,0.0019121837074879539,0.0007931680604433016,0.006146024446934462,0.0025696796365082264,-4.205283403280191e-06,-1.5778932720422745e-05,0.007724222727119923,0.013277743011713028,-0.23922309279441833,-0.387714147567749,-0.0008701222033237954,-3.861728414769189e-15,5.2627497941538645e-15,0.054803287775129786,0.06019237724871864,0.06871010913080239,0.09750268411809641,0.11975719211679314,0.13016687047960845,0.1624173778344463,0.1719102707684628,0.1769982126979185,0.008517731882083747
selected trajectory sim 56,selected,56,26,0.26262626262626265,0.4059825508932281,0.40844515428566636,-0.0019891022100247614,0.0019891022100247614,0.0008252653607831391,0.006391601171344519,0.00267501687631011,-4.143867954553571e-06,-1.6926425814745016e-05,0.00803422648459673,0.01380171813070774,-0.3094176948070526,-0.4738982021808624,-0.0009065169140309932,-3.655178577659026e-15,1.0495602547232352e-14,0.054786494514595774,0.06014674579322134,0.06870589723883971,0.09744892322891119,0.11972598288617899,0.13014168212959534,0.16238499719759572,0.1718790939389052,0.17698552451915073,0.008559151445618376
selected trajectory sim 56,selected,56,27,0.2727272727272727,0.4059374249819957,0.40844515428566636,-0.002065214131505415,0.002065214131505415,0.0008567061254342071,0.006637532729655504,0.0027780381496995687,-4.848775915888837e-06,-1.7597289115656167e-05,0.008343536406755447,0.014339984394609928,-0.3805902600288391,-0.5612868666648865,-0.0009435649419437431,-2.2158313834644492e-15,1.031384584133713e-14,0.05476951880134327,0.06010215624227483,0.0687010444643594,0.09739441607497244,0.11969658351480558,0.13011602798084576,0.16235279003731534,0.17184793130652298,0.17697237563929874,0.008598888222084572
selected trajectory sim 56,selected,56,28,0.2828282828282828,0.4061577637594768,0.40844515428566636,-0.002142059308491663,0.002142059308491663,0.0008888034257740447,0.006884453818202019,0.0028832617681473494,-5.1629936024255585e-06,-1.7989634216064587e-05,0.008654464036226273,0.014873181469738483,-0.4509110152721405,-0.6476274132728577,-0.0009802023305438556,3.864962391606211e-15,8.90214192016152e-15,0.05475259045019976,0.060057838124626485,0.06869657833729864,0.09734163625868647,0.11966817907481528,0.13009069632290748,0.16232148589938866,0.17181724810337262,0.17695929288893186,0.008638740212672157
selected trajectory sim 56,selected,56,29,0.29292929292929293,0.4062208977463215,0.40844515428566636,-0.0022181712299723173,0.0022181712299723173,0.0009209007261138821,0.007130726240575314,0.0029861265793442726,-5.008963398722699e-06,-1.8829428881872445e-05,0.008964190259575844,0.015405938029289246,-0.5223538279533386,-0.7353499531745911,-0.0010175008918341787,-4.708979801622584e-15,3.708801992961858e-15,0.05473559270294712,0.060012340216146834,0.06869206651723946,0.0972872044669319,0.11963769690798345,0.13006543877437787,0.16228933531910797,0.17178623216315977,0.17694624317067753,0.008679726301092622
selected trajectory sim 56,selected,56,30,0.30303030303030304,0.40637773016187406,0.40844515428566636,-0.0022942831514529715,0.0022942831514529715,0.0009529980264537196,0.007376649416983128,0.0030910756904631853,-5.8433247431821655e-06,-1.8950551748275757e-05,0.009273959323763847,0.015939321368932724,-0.5923306941986084,-0.8212750554084778,-0.001054495270442458,1.291529014271693e-15,3.614005729307888e-15,0.05471869785692337,0.05996641001462296,0.06868772601850733,0.09723387493243608,0.1196068246959662,0.13004005259786452,0.16225685995448394,0.17175526109854466,0.17693356153635467,0.008721316003884365
selected trajectory sim 56,selected,56,31,0.31313131313131315,0.40619282440885884,0.40844515428566636,-0.002371201653989779,0.002371201653989779,0.0009843658426949243,0.007622740231454372,0.0031932303681969643,-5.598335064860294e-06,-2.0155632228124887e-05,0.009583117440342903,0.01646861806511879,-0.6640158891677856,-0.9092903733253479,-0.001092283874045686,-4.239666631209678e-15,9.827490285078754e-15,0.054701577205565566,0.05992125319551321,0.068682956124871,0.09717930277873733,0.11957738392401432,0.13001417222981618,0.1622241530084078,0.17172343431609402,0.17691953672557892,0.008761702929357795
selected trajectory sim 56,selected,56,32,0.32323232323232326,0.4064720876449636,0.40844515428566636,-0.002447313575470433,0.002447313575470433,0.001016536091444625,0.007868909277021885,0.003298782976344228,-5.994768343953183e-06,-2.062894964183215e-05,0.009893574751913548,0.01700156182050705,-0.734227180480957,-0.995501697063446,-0.0011295241376812898,-5.46775681958957e-15,6.3342459451727375e-15,0.05468470325851854,0.05987601917921405,0.06867865958153223,0.09712637232096352,0.11954820464056354,0.1299888259497722,0.1621923351117262,0.17169270303263376,0.17690665549291124,0.00880264040231818
selected trajectory sim 56,selected,56,33,0.3333333333333333,0.40651910546478504,0.40844515428566636,-0.0025242320780072404,0.0025242320780072404,0.0010478309592759666,0.008114944212138653,0.0034015816636383533,-6.102439328969922e-06,-2.1405983716249466e-05,0.010202874429523945,0.017530860379338264,-0.8057566285133362,-1.0833317041397095,-0.001167430828627297,-3.6483576714372e-15,-3.3197871612133864e-15,0.054667665719776944,0.05983061998935317,0.06867413294830273,0.0970725898044714,0.11951848374601258,0.12996372961843064,0.16216009285603014,0.17166152215633224,0.17689359162414398,0.008843512958949556
selected trajectory sim 56,selected,56,34,0.3434343434343434,0.40666709037752635,0.40844515428566636,-0.0026003439994878945,0.0026003439994878945,0.0010800741564355306,0.008360432460904121,0.0035069799050688744,-6.272716291277902e-06,-2.201936331402976e-05,0.010512840002775192,0.018073027953505516,-0.8763006925582886,-1.1699508428573608,-0.0012052336608191772,-6.5243474255626054e-15,1.116229782910357e-15,0.05465075298498508,0.05978443489137329,0.06867000123788225,0.09701867990805084,0.11948837221273807,0.12993883125730107,0.16212760878065127,0.1716303121487056,0.1768807109053299,0.008885566346508958
selected trajectory sim 56,selected,56,35,0.35353535353535354,0.40654760986000277,0.40844515428566636,-0.0026771891764741425,0.0026771891764741425,0.0011113690242668722,0.008607153780758381,0.003609561361372471,-6.420744739443762e-06,-2.2878612071508542e-05,0.01082270871847868,0.018606223165988922,-0.9479625225067139,-1.2579425573349,-0.001243558115880676,-5.0393261561543375e-15,1.0095402641211452e-14,0.05463369023067141,0.059738414072960766,0.0686654444379514,0.09696473057718943,0.11945827008885787,0.1299129378193981,0.1620945964544047,0.17159853081347934,0.17686690949521547,0.008927030364990637
selected trajectory sim 56,selected,56,36,0.36363636363636365,0.4067292973557043,0.40844515428566636,-0.0027533010979547963,0.0027533010979547963,0.0011434663246067097,0.008853188715875149,0.003714840393513441,-6.085727363824844e-06,-2.3146676539909095e-05,0.011133000254631042,0.019135523587465286,-1.0184985399246216,-1.344551682472229,-0.0012815163778757102,-2.1687029628168383e-15,-4.691985969015994e-16,0.05461682469105936,0.059692474315564126,0.06866133933756777,0.09691115517199138,0.11942793907593434,0.12988780829172333,0.16206204979664263,0.17156772709575324,0.1768540146469222,0.008968865022003641
selected trajectory sim 56,selected,56,37,0.37373737373737376,0.40662597827356617,0.40844515428566636,-0.0028294130194354505,0.0028294130194354505,0.0011749070892577776,0.009098777547478676,0.0038175624795258045,-6.59805846225936e-06,-2.3872746169217862e-05,0.011442165821790695,0.019664572551846504,-1.0903379917144775,-1.4327630996704102,-0.001320211493797794,-1.5955225287068044e-15,4.001734215636952e-15,0.0545997218209025,0.05964565119389995,0.06865702353901308,0.09685622310043951,0.11939693751537461,0.1298620102385426,0.16202896032229833,0.17153584136833427,0.17684065047100153,0.00901137234511313
selected trajectory sim 56,selected,56,38,0.3838383838383838,0.40686399954505387,0.40844515428566636,-0.002906404847522817,0.002906404847522817,0.001207004389597615,0.009344877675175667,0.003922931384295225,-6.834200121375034e-06,-2.468837919877842e-05,0.011752588674426079,0.02019776590168476,-1.1605056524276733,-1.518924593925476,-0.0013585436333831585,7.92616430661387e-16,7.566709413085882e-15,0.054582818815633476,0.05959962327080589,0.06865298934288763,0.09680313354276827,0.1193678190926839,0.1298368839812142,0.16199751916949523,0.17150512100199375,0.17682724021753476,0.009053366072081744
selected trajectory sim 56,selected,56,39,0.3939393939393939,0.406774260580453,0.40844515428566636,-0.002983250024509065,0.002983250024509065,0.00123837220583882,0.009590727277100086,0.004025885835289955,-7.032054782030173e-06,-2.5455528884776868e-05,0.012061878107488155,0.02073070965707302,-1.2326970100402832,-1.6075621843338013,-0.0013974149502958082,-2.1124043428033815e-15,-1.7700471264603858e-15,0.05456569116429852,0.05955332202467685,0.06864861721001737,0.09674907874004227,0.11933796798393186,0.12981147897999887,0.1619645671457029,0.17147338883041666,0.17681410560429905,0.009095295185340524
selected trajectory sim 56,selected,56,40,0.40404040404040403,0.40700266111929106,0.40844515428566636,-0.0030586286904841255,0.0030586286904841255,0.00127119899027729,0.009836940094828606,0.0041311923414468765,-7.098954483808484e-06,-2.6070305466419086e-05,0.012372199445962906,0.021263903006911278,-1.303194284439087,-1.6941243410110474,-0.0014356236219926766,3.7067528044819843e-16,2.4583857050441096e-15,0.05454892952962217,0.05950712888594848,0.06864454824646705,0.09669679353178003,0.11930789300052813,0.1297862530519271,0.16193219684391041,0.1714418626438367,0.17680083209386657,0.009137419360518574
selected trajectory sim 56,selected,56,41,0.41414141414141414,0.40691345659651296,0.40844515428566636,-0.0031354738674703735,0.0031354738674703735,0.0013025668065184948,0.010082758031785488,0.00423387298360467,-6.911137916176813e-06,-2.6555007934803143e-05,0.012681118212640285,0.02179320529103279,-1.3750215768814087,-1.782328724861145,-0.0014752516051289577,-3.1433260743643785e-15,3.826712531500517e-15,0.05453159663789728,0.0594603907782553,0.06864033365158755,0.09664198859883794,0.11927785471497065,0.12976069720516162,0.16189871213947052,0.17141001160886102,0.17678706667154467,0.009179942873332243
selected trajectory sim 56,selected,56,42,0.42424242424242425,0.4071095900985513,0.40844515428566636,-0.0032123190444566215,0.0032123190444566215,0.0013347370552681955,0.010329166427254677,0.004338623024523258,-7.179876320151379e-06,-2.7371985197532922e-05,0.012991455383598804,0.022335372865200043,-1.4458744525909424,-1.8693310022354126,-0.001514041202874128,-4.697643829646164e-15,1.914874997622469e-15,0.054514695281997656,0.05941354076560517,0.06863637226841528,0.09658852387383293,0.11924783075320283,0.12973579492872667,0.16186649061793876,0.1713793256800792,0.176774389819261,0.009222831502810107
selected trajectory sim 56,selected,56,43,0.43434343434343436,0.40701926339201566,0.40844515428566636,-0.003288504291487835,0.003288504291487835,0.001366031923099537,0.010575915686786175,0.004442030098289251,-7.837493285478558e-06,-2.782445153570734e-05,0.013301782310009003,0.022864677011966705,-1.5177193880081177,-1.9575501680374146,-0.0015537038904531583,-1.126208308727132e-15,6.1604351889918686e-15,0.05449755489252167,0.059366908364860145,0.06863206921365783,0.09653488217595638,0.1192181502564259,0.12970986338975055,0.16183371797262303,0.17134700487045063,0.17676076014449915,0.009265160848797686
selected trajectory sim 56,selected,56,44,0.4444444444444444,0.407154523461581,0.40844515428566636,-0.003365349468474083,0.003365349468474083,0.0013982751202591011,0.010822132229804993,0.004546578042209148,-7.754243597446475e-06,-2.8528789698611945e-05,0.013612023554742336,0.023397617042064667,-1.5887978076934814,-2.0448262691497803,-0.0015931606207154557,-1.6484081913539646e-15,-8.686894891609678e-16,0.05448056832127677,0.05931926827257996,0.06862819300403053,0.09648119171519286,0.11918672158938032,0.1296850240423032,0.16180011475463144,0.17131512593040177,0.1767479856054819,0.00930892473145057
selected trajectory sim 56,selected,56,45,0.45454545454545453,0.4070485110470701,0.40844515428566636,-0.0034422679710108903,0.0034422679710108903,0.0014287675555819466,0.011067443527281284,0.004649890586733818,-7.795273631927557e-06,-2.9486345738405362e-05,0.013921105302870274,0.02392692118883133,-1.6606206893920898,-2.1330184936523438,-0.0016331920574934634,7.697044981643302e-16,4.01169596321326e-15,0.05446335833082553,0.059272437465230976,0.0686238781229065,0.09642688982276443,0.11915761635332511,0.12965918611776295,0.161767293574982,0.17128349163109194,0.17673406539871772,0.009351440657675528
selected trajectory sim 56,selected,56,46,0.46464646464646464,0.40718464393957193,0.40844515428566636,-0.0035176466369859502,0.0035176466369859502,0.0014609378043316473,0.01131342351436615,0.004755147732794285,-7.870865374570712e-06,-2.9764758437522687e-05,0.014231090433895588,0.02446030080318451,-1.7314977645874023,-2.220057964324951,-0.0016726331717153986,1.42059665885119e-15,1.9037046650780236e-15,0.05444638373700072,0.05922529277060324,0.06862012869061046,0.09637352326149247,0.11912697373423445,0.12963418416833505,0.1617340559469381,0.17125155984577456,0.17672089663257645,0.00939483592000722
selected trajectory sim 56,selected,56,47,0.47474747474747475,0.4071561616115161,0.40844515428566636,-0.0035944918139721982,0.0035944918139721982,0.001493108053081348,0.011559326201677322,0.004858883563429117,-8.077360689640045e-06,-3.097408261965029e-05,0.014540544711053371,0.025002282112836838,-1.8037936687469482,-2.3088274002075195,-0.0017126918818001875,-7.871637565724645e-16,4.1333606035473576e-16,0.054429318733080496,0.05917817577578935,0.0686160984816257,0.09632006669381875,0.11909718481932324,0.12960874353359242,0.16170059149265156,0.17121997055942823,0.17670788459650652,0.009437922705836349
