dataset,split,sim_idx,target_index,rollout_steps,pred_p_ratio,true_p_ratio,final_pos_mse,initial_to_target_mse,pred_to_initial_mse,movement_fraction_mse,case,case_short,train_original_sim_idx,original_sim_idx
selected CV2 sim-56,other_trajectories,79,99,99,0.42140436417154326,0.357715671765391,3.0590574169764295e-05,0.00048100948333740234,0.000634250114671886,1.3185813100216852,selected trajectory sim 56,selected,56,80
selected CV2 sim-56,other_trajectories,80,99,99,0.4133369541943671,-0.3225141623366356,0.0003390745259821415,0.000510115351062268,0.0006144535727798939,1.2045384862469855,selected trajectory sim 56,selected,56,81
selected CV2 sim-56,other_trajectories,81,99,99,0.39563665721703867,-0.25940249444068453,0.0003204143140465021,0.0004659129190258682,0.0007651194464415312,1.6421940993635564,selected trajectory sim 56,selected,56,82
selected CV2 sim-56,other_trajectories,82,99,99,0.3582855225097087,-0.3327648889702613,0.00031159771606326103,0.0005203172913752496,0.0005465951398946345,1.0505035080612637,selected trajectory sim 56,selected,56,83
selected CV2 sim-56,other_trajectories,83,99,99,0.40378553182238164,0.3440708785901981,6.478153227362782e-05,0.0004596376675181091,0.0007669076439924538,1.6685047771073696,selected trajectory sim 56,selected,56,84
selected CV2 sim-56,other_trajectories,84,99,99,0.4056248922774325,0.08332369790297997,8.716632146388292e-05,0.0004753803659696132,0.0006203448283486068,1.3049441515812623,selected trajectory sim 56,selected,56,85
selected CV2 sim-56,other_trajectories,85,99,99,0.4101266066436006,0.13498589844720832,9.208146366290748e-05,0.00041091025923378766,0.0006914170226082206,1.6826472619532198,selected trajectory sim 56,selected,56,86
selected CV2 sim-56,other_trajectories,86,99,99,0.41314264804537415,-0.06513869528101057,0.00015740971139166504,0.0005405376432463527,0.0004110992595087737,0.7605377065689636,selected trajectory sim 56,selected,56,87
selected CV2 sim-56,other_trajectories,87,99,99,0.4111562573862933,-0.3918131232438984,0.0003476606507319957,0.0004841744957957417,0.0005283341160975397,1.091206002557449,selected trajectory sim 56,selected,56,88
selected CV2 sim-56,other_trajectories,88,99,99,0.3944750851278116,-0.28148748716285604,0.00029593080398626626,0.00051583704771474,0.0007043787627480924,1.3655063471470872,selected trajectory sim 56,selected,56,89
selected CV2 sim-56,other_trajectories,89,99,99,0.39581874940875983,-0.10754975017229497,0.00022093621373642236,0.00041264836909249425,0.0007251435308717191,1.757291643891557,selected trajectory sim 56,selected,56,90
selected CV2 sim-56,other_trajectories,90,99,99,0.42147408124777,0.18968961237502197,5.61111191927921e-05,0.00044932347373105586,0.0006210305145941675,1.3821457166199322,selected trajectory sim 56,selected,56,91
selected CV2 sim-56,other_trajectories,91,99,99,0.3841919034787515,-0.47135017658245043,0.00040938600432127714,0.0004888609983026981,0.0005657737492583692,1.1573305115824508,selected trajectory sim 56,selected,56,92
selected CV2 sim-56,other_trajectories,92,99,99,0.4090772314103547,-0.39698130781769303,0.0003382779541425407,0.0006241644732654095,0.0005337181501090527,0.855092163956123,selected trajectory sim 56,selected,56,93
selected CV2 sim-56,other_trajectories,93,99,99,0.4107683637838322,-0.3644110036480869,0.0003216384502593428,0.0005368557176552713,0.0005822880193591118,1.0846266514628307,selected trajectory sim 56,selected,56,94
selected CV2 sim-56,other_trajectories,94,99,99,0.4031191098998063,-0.305597396773563,0.0002833199396263808,0.000405078666517511,0.0005668675876222551,1.3994012385190622,selected trajectory sim 56,selected,56,95
selected CV2 sim-56,other_trajectories,95,99,99,0.4022184300341297,0.178,6.828708865214139e-05,0.0004239640256855637,0.0006588699179701507,1.5540703410029577,selected trajectory sim 56,selected,56,96
selected CV2 sim-56,other_trajectories,96,99,99,0.41573350044047264,0.3486441734941832,7.409072713926435e-05,0.0004537535714916885,0.000802322756499052,1.7681905045098876,selected trajectory sim 56,selected,56,97
selected CV2 sim-56,other_trajectories,97,99,99,0.41562537445778514,0.18857266412605747,8.617714775027707e-05,0.0004066496912855655,0.0006917119026184082,1.7010019125593305,selected trajectory sim 56,selected,56,98
selected CV2 sim-56,other_trajectories,98,99,99,0.392476172442088,0.04549392723310389,0.00011353391892043874,0.0004306344490032643,0.0006789027829654515,1.5765175882626734,selected trajectory sim 56,selected,56,99
