frame,trajectory_progress,z0,z1,case,case_short,train_original_sim_idx,original_sim_idx,final_p_ratio
33,0.3333333333333333,-0.6191806793212891,-0.9428938031196594,selected trajectory sim 56,selected,56,25,0.15575047961155963
34,0.3434343434343434,-0.6886606216430664,-1.0281599760055542,selected trajectory sim 56,selected,56,25,0.15575047961155963
35,0.35353535353535354,-0.7578611969947815,-1.1130751371383667,selected trajectory sim 56,selected,56,25,0.15575047961155963
36,0.36363636363636365,-0.8276960253715515,-1.1987730264663696,selected trajectory sim 56,selected,56,25,0.15575047961155963
37,0.37373737373737376,-0.8966265916824341,-1.2833600044250488,selected trajectory sim 56,selected,56,25,0.15575047961155963
38,0.3838383838383838,-0.965972363948822,-1.36846125125885,selected trajectory sim 56,selected,56,25,0.15575047961155963
39,0.3939393939393939,-1.035771369934082,-1.4541131258010864,selected trajectory sim 56,selected,56,25,0.15575047961155963
40,0.40404040404040403,-1.1047031879425049,-1.538704514503479,selected trajectory sim 56,selected,56,25,0.15575047961155963
41,0.41414141414141414,-1.1747921705245972,-1.6247143745422363,selected trajectory sim 56,selected,56,25,0.15575047961155963
42,0.42424242424242425,-1.2438256740570068,-1.7094279527664185,selected trajectory sim 56,selected,56,25,0.15575047961155963
43,0.43434343434343436,-1.313254714012146,-1.7946357727050781,selected trajectory sim 56,selected,56,25,0.15575047961155963
44,0.4444444444444444,-1.3830032348632812,-1.8802282810211182,selected trajectory sim 56,selected,56,25,0.15575047961155963
45,0.45454545454545453,-1.4520448446273804,-1.9649629592895508,selected trajectory sim 56,selected,56,25,0.15575047961155963
46,0.46464646464646464,-1.5221143960952759,-2.05094838142395,selected trajectory sim 56,selected,56,25,0.15575047961155963
47,0.47474747474747475,-1.5916025638580322,-2.1362223625183105,selected trajectory sim 56,selected,56,25,0.15575047961155963
48,0.48484848484848486,-1.6602205038070679,-2.220433235168457,selected trajectory sim 56,selected,56,25,0.15575047961155963
49,0.494949494949495,-1.7307486534118652,-2.3069908618927,selected trajectory sim 56,selected,56,25,0.15575047961155963
50,0.5050505050505051,-1.799999713897705,-2.391968011856079,selected trajectory sim 56,selected,56,25,0.15575047961155963
51,0.5151515151515151,-1.8699532747268677,-2.477823495864868,selected trajectory sim 56,selected,56,25,0.15575047961155963
52,0.5252525252525253,-1.9392493963241577,-2.5628585815429688,selected trajectory sim 56,selected,56,25,0.15575047961155963
53,0.5353535353535354,-2.0087006092071533,-2.648097038269043,selected trajectory sim 56,selected,56,25,0.15575047961155963
54,0.5454545454545454,-2.0787746906280518,-2.7340991497039795,selected trajectory sim 56,selected,56,25,0.15575047961155963
55,0.5555555555555556,-2.1479692459106445,-2.8190245628356934,selected trajectory sim 56,selected,56,25,0.15575047961155963
56,0.5656565656565656,-2.2175817489624023,-2.9044535160064697,selected trajectory sim 56,selected,56,25,0.15575047961155963
57,0.5757575757575758,-2.288172483444214,-2.991082191467285,selected trajectory sim 56,selected,56,25,0.15575047961155963
58,0.5858585858585859,-2.3568782806396484,-3.0754168033599854,selected trajectory sim 56,selected,56,25,0.15575047961155963
59,0.5959595959595959,-2.427197217941284,-3.1617159843444824,selected trajectory sim 56,selected,56,25,0.15575047961155963
60,0.6060606060606061,-2.4969301223754883,-3.247298240661621,selected trajectory sim 56,selected,56,25,0.15575047961155963
61,0.6161616161616161,-2.566408157348633,-3.3325676918029785,selected trajectory sim 56,selected,56,25,0.15575047961155963
62,0.6262626262626263,-2.6367499828338623,-3.4189016819000244,selected trajectory sim 56,selected,56,25,0.15575047961155963
63,0.6363636363636364,-2.7054243087768555,-3.5031917095184326,selected trajectory sim 56,selected,56,25,0.15575047961155963
64,0.6464646464646465,-2.7759053707122803,-3.589696168899536,selected trajectory sim 56,selected,56,25,0.15575047961155963
65,0.6565656565656566,-2.8459506034851074,-3.6756608486175537,selected trajectory sim 56,selected,56,25,0.15575047961155963
66,0.6666666666666666,-2.9153249263763428,-3.7608115673065186,selected trajectory sim 56,selected,56,25,0.15575047961155963
67,0.6767676767676768,-2.9852683544158936,-3.846666097640991,selected trajectory sim 56,selected,56,25,0.15575047961155963
68,0.6868686868686869,-3.0552828311920166,-3.9325931072235107,selected trajectory sim 56,selected,56,25,0.15575047961155963
69,0.696969696969697,-3.1250784397125244,-4.018253326416016,selected trajectory sim 56,selected,56,25,0.15575047961155963
70,0.7070707070707071,-3.1950900554656982,-4.104191780090332,selected trajectory sim 56,selected,56,25,0.15575047961155963
71,0.7171717171717171,-3.2646453380584717,-4.189555644989014,selected trajectory sim 56,selected,56,25,0.15575047961155963
72,0.7272727272727273,-3.3350040912628174,-4.275917053222656,selected trajectory sim 56,selected,56,25,0.15575047961155963
73,0.7373737373737373,-3.404280424118042,-4.360953330993652,selected trajectory sim 56,selected,56,25,0.15575047961155963
74,0.7474747474747475,-3.474433183670044,-4.447056293487549,selected trajectory sim 56,selected,56,25,0.15575047961155963
75,0.7575757575757576,-3.544904947280884,-4.533552169799805,selected trajectory sim 56,selected,56,25,0.15575047961155963
76,0.7676767676767676,-3.614398241043091,-4.618849754333496,selected trajectory sim 56,selected,56,25,0.15575047961155963
77,0.7777777777777778,-3.6845619678497314,-4.704975128173828,selected trajectory sim 56,selected,56,25,0.15575047961155963
78,0.7878787878787878,-3.7549941539764404,-4.791425704956055,selected trajectory sim 56,selected,56,25,0.15575047961155963
79,0.797979797979798,-3.8246331214904785,-4.876904487609863,selected trajectory sim 56,selected,56,25,0.15575047961155963
80,0.8080808080808081,-3.8946783542633057,-4.962884902954102,selected trajectory sim 56,selected,56,25,0.15575047961155963
81,0.8181818181818182,-3.9650418758392334,-5.049245357513428,selected trajectory sim 56,selected,56,25,0.15575047961155963
82,0.8282828282828283,-4.034425258636475,-5.13442325592041,selected trajectory sim 56,selected,56,25,0.15575047961155963
83,0.8383838383838383,-4.105098724365234,-5.221167087554932,selected trajectory sim 56,selected,56,25,0.15575047961155963
84,0.8484848484848485,-4.17493200302124,-5.306887626647949,selected trajectory sim 56,selected,56,25,0.15575047961155963
85,0.8585858585858586,-4.245407581329346,-5.393400192260742,selected trajectory sim 56,selected,56,25,0.15575047961155963
86,0.8686868686868687,-4.31542444229126,-5.479344844818115,selected trajectory sim 56,selected,56,25,0.15575047961155963
87,0.8787878787878788,-4.3853535652160645,-5.565182685852051,selected trajectory sim 56,selected,56,25,0.15575047961155963
88,0.8888888888888888,-4.455765724182129,-5.651621341705322,selected trajectory sim 56,selected,56,25,0.15575047961155963
89,0.898989898989899,-4.526174545288086,-5.738053321838379,selected trajectory sim 56,selected,56,25,0.15575047961155963
90,0.9090909090909091,-4.595761775970459,-5.823472023010254,selected trajectory sim 56,selected,56,25,0.15575047961155963
91,0.9191919191919192,-4.666999340057373,-5.910919189453125,selected trajectory sim 56,selected,56,25,0.15575047961155963
92,0.9292929292929293,-4.736609935760498,-5.996370315551758,selected trajectory sim 56,selected,56,25,0.15575047961155963
93,0.9393939393939394,-4.807048320770264,-6.0828351974487305,selected trajectory sim 56,selected,56,25,0.15575047961155963
94,0.9494949494949495,-4.877408027648926,-6.169209957122803,selected trajectory sim 56,selected,56,25,0.15575047961155963
95,0.9595959595959596,-4.947309494018555,-6.255012035369873,selected trajectory sim 56,selected,56,25,0.15575047961155963
96,0.9696969696969697,-5.018174171447754,-6.342001438140869,selected trajectory sim 56,selected,56,25,0.15575047961155963
97,0.9797979797979798,-5.088412761688232,-6.428232192993164,selected trajectory sim 56,selected,56,25,0.15575047961155963
98,0.98989898989899,-5.158268451690674,-6.5139875411987305,selected trajectory sim 56,selected,56,25,0.15575047961155963
99,1.0,-5.228725433349609,-6.600480079650879,selected trajectory sim 56,selected,56,25,0.15575047961155963
0,0.0,1.7818613052368164,1.9361388683319092,selected trajectory sim 56,selected,56,26,0.03234810147365195
1,0.010101010101010102,1.7137677669525146,1.852604866027832,selected trajectory sim 56,selected,56,26,0.03234810147365195
2,0.020202020202020204,1.6504921913146973,1.775001049041748,selected trajectory sim 56,selected,56,26,0.03234810147365195
3,0.030303030303030304,1.5880342721939087,1.6984152793884277,selected trajectory sim 56,selected,56,26,0.03234810147365195
4,0.04040404040404041,1.526854157447815,1.6233932971954346,selected trajectory sim 56,selected,56,26,0.03234810147365195
5,0.050505050505050504,1.465419054031372,1.5480422973632812,selected trajectory sim 56,selected,56,26,0.03234810147365195
6,0.06060606060606061,1.4036865234375,1.4723273515701294,selected trajectory sim 56,selected,56,26,0.03234810147365195
7,0.0707070707070707,1.3426826000213623,1.3974997997283936,selected trajectory sim 56,selected,56,26,0.03234810147365195
8,0.08080808080808081,1.2810475826263428,1.3219009637832642,selected trajectory sim 56,selected,56,26,0.03234810147365195
9,0.09090909090909091,1.220213532447815,1.2472792863845825,selected trajectory sim 56,selected,56,26,0.03234810147365195
10,0.10101010101010101,1.158880352973938,1.1720426082611084,selected trajectory sim 56,selected,56,26,0.03234810147365195
11,0.1111111111111111,1.0978904962539673,1.0972305536270142,selected trajectory sim 56,selected,56,26,0.03234810147365195
12,0.12121212121212122,1.0360902547836304,1.0214214324951172,selected trajectory sim 56,selected,56,26,0.03234810147365195
13,0.13131313131313133,0.9753243923187256,0.9468806982040405,selected trajectory sim 56,selected,56,26,0.03234810147365195
14,0.1414141414141414,0.9138485789299011,0.8714709877967834,selected trajectory sim 56,selected,56,26,0.03234810147365195
15,0.15151515151515152,0.8532633781433105,0.7971513867378235,selected trajectory sim 56,selected,56,26,0.03234810147365195
16,0.16161616161616163,0.7915797233581543,0.7214756608009338,selected trajectory sim 56,selected,56,26,0.03234810147365195
17,0.1717171717171717,0.7313932180404663,0.6476438045501709,selected trajectory sim 56,selected,56,26,0.03234810147365195
18,0.18181818181818182,0.6702122092247009,0.5725985765457153,selected trajectory sim 56,selected,56,26,0.03234810147365195
19,0.1919191919191919,0.6087267398834229,0.49716585874557495,selected trajectory sim 56,selected,56,26,0.03234810147365195
20,0.20202020202020202,0.5479432940483093,0.4225987195968628,selected trajectory sim 56,selected,56,26,0.03234810147365195
21,0.21212121212121213,0.48668569326400757,0.3474472463130951,selected trajectory sim 56,selected,56,26,0.03234810147365195
22,0.2222222222222222,0.42598992586135864,0.2729889154434204,selected trajectory sim 56,selected,56,26,0.03234810147365195
23,0.23232323232323232,0.36443331837654114,0.1974666863679886,selected trajectory sim 56,selected,56,26,0.03234810147365195
24,0.24242424242424243,0.3034418225288391,0.12264230847358704,selected trajectory sim 56,selected,56,26,0.03234810147365195
25,0.25252525252525254,0.2421402484178543,0.04743731766939163,selected trajectory sim 56,selected,56,26,0.03234810147365195
26,0.26262626262626265,0.18133708834648132,-0.027159426361322403,selected trajectory sim 56,selected,56,26,0.03234810147365195
27,0.2727272727272727,0.12006363272666931,-0.10233710706233978,selected trajectory sim 56,selected,56,26,0.03234810147365195
28,0.2828282828282828,0.05913276597857475,-0.1770927608013153,selected trajectory sim 56,selected,56,26,0.03234810147365195
29,0.29292929292929293,-0.0027656436432152987,-0.2530308663845062,selected trajectory sim 56,selected,56,26,0.03234810147365195
30,0.30303030303030304,-0.06355178356170654,-0.32760557532310486,selected trajectory sim 56,selected,56,26,0.03234810147365195
31,0.31313131313131315,-0.12509576976299286,-0.40311330556869507,selected trajectory sim 56,selected,56,26,0.03234810147365195
32,0.32323232323232326,-0.1859312355518341,-0.4777548313140869,selected trajectory sim 56,selected,56,26,0.03234810147365195
33,0.3333333333333333,-0.2478848695755005,-0.5537602305412292,selected trajectory sim 56,selected,56,26,0.03234810147365195
34,0.3434343434343434,-0.30916309356689453,-0.6289464235305786,selected trajectory sim 56,selected,56,26,0.03234810147365195
35,0.35353535353535354,-0.37036022543907166,-0.7040308117866516,selected trajectory sim 56,selected,56,26,0.03234810147365195
36,0.36363636363636365,-0.43155035376548767,-0.7791082859039307,selected trajectory sim 56,selected,56,26,0.03234810147365195
37,0.37373737373737376,-0.4929906725883484,-0.8544965386390686,selected trajectory sim 56,selected,56,26,0.03234810147365195
38,0.3838383838383838,-0.5547544360160828,-0.9302741885185242,selected trajectory sim 56,selected,56,26,0.03234810147365195
39,0.3939393939393939,-0.6158674955368042,-1.0052558183670044,selected trajectory sim 56,selected,56,26,0.03234810147365195
40,0.40404040404040403,-0.6775113344192505,-1.0808926820755005,selected trajectory sim 56,selected,56,26,0.03234810147365195
41,0.41414141414141414,-0.7384940385818481,-1.1557241678237915,selected trajectory sim 56,selected,56,26,0.03234810147365195
42,0.42424242424242425,-0.8008189797401428,-1.2321910858154297,selected trajectory sim 56,selected,56,26,0.03234810147365195
43,0.43434343434343436,-0.8620350360870361,-1.3073062896728516,selected trajectory sim 56,selected,56,26,0.03234810147365195
44,0.4444444444444444,-0.9236213564872742,-1.3828727006912231,selected trajectory sim 56,selected,56,26,0.03234810147365195
45,0.45454545454545453,-0.9850363731384277,-1.4582328796386719,selected trajectory sim 56,selected,56,26,0.03234810147365195
46,0.46464646464646464,-1.0468039512634277,-1.5340248346328735,selected trajectory sim 56,selected,56,26,0.03234810147365195
47,0.47474747474747475,-1.1085172891616821,-1.6097500324249268,selected trajectory sim 56,selected,56,26,0.03234810147365195
48,0.48484848484848486,-1.1701635122299194,-1.6853967905044556,selected trajectory sim 56,selected,56,26,0.03234810147365195
49,0.494949494949495,-1.2319047451019287,-1.761151909828186,selected trajectory sim 56,selected,56,26,0.03234810147365195
50,0.5050505050505051,-1.2928944826126099,-1.8359935283660889,selected trajectory sim 56,selected,56,26,0.03234810147365195
51,0.5151515151515151,-1.3551642894744873,-1.91240394115448,selected trajectory sim 56,selected,56,26,0.03234810147365195
52,0.5252525252525253,-1.4160927534103394,-1.987168788909912,selected trajectory sim 56,selected,56,26,0.03234810147365195
53,0.5353535353535354,-1.4785782098770142,-2.063844919204712,selected trajectory sim 56,selected,56,26,0.03234810147365195
54,0.5454545454545454,-1.5400042533874512,-2.13922119140625,selected trajectory sim 56,selected,56,26,0.03234810147365195
55,0.5555555555555556,-1.6024339199066162,-2.2158329486846924,selected trajectory sim 56,selected,56,26,0.03234810147365195
56,0.5656565656565656,-1.664420247077942,-2.2918951511383057,selected trajectory sim 56,selected,56,26,0.03234810147365195
57,0.5757575757575758,-1.7258663177490234,-2.3673105239868164,selected trajectory sim 56,selected,56,26,0.03234810147365195
58,0.5858585858585859,-1.787947177886963,-2.4434852600097656,selected trajectory sim 56,selected,56,26,0.03234810147365195
59,0.5959595959595959,-1.8497692346572876,-2.5193498134613037,selected trajectory sim 56,selected,56,26,0.03234810147365195
60,0.6060606060606061,-1.9117473363876343,-2.595411539077759,selected trajectory sim 56,selected,56,26,0.03234810147365195
61,0.6161616161616161,-1.9731404781341553,-2.670746088027954,selected trajectory sim 56,selected,56,26,0.03234810147365195
62,0.6262626262626263,-2.0359997749328613,-2.7478840351104736,selected trajectory sim 56,selected,56,26,0.03234810147365195
63,0.6363636363636364,-2.0973169803619385,-2.823137044906616,selected trajectory sim 56,selected,56,26,0.03234810147365195
64,0.6464646464646465,-2.159691333770752,-2.8996825218200684,selected trajectory sim 56,selected,56,26,0.03234810147365195
65,0.6565656565656566,-2.2213215827941895,-2.9753198623657227,selected trajectory sim 56,selected,56,26,0.03234810147365195
66,0.6666666666666666,-2.283956289291382,-3.0521881580352783,selected trajectory sim 56,selected,56,26,0.03234810147365195
67,0.6767676767676768,-2.345787525177002,-3.128066062927246,selected trajectory sim 56,selected,56,26,0.03234810147365195
68,0.6868686868686869,-2.4077281951904297,-3.2040908336639404,selected trajectory sim 56,selected,56,26,0.03234810147365195
69,0.696969696969697,-2.470349073410034,-3.2809360027313232,selected trajectory sim 56,selected,56,26,0.03234810147365195
70,0.7070707070707071,-2.531548261642456,-3.356048822402954,selected trajectory sim 56,selected,56,26,0.03234810147365195
71,0.7171717171717171,-2.5945701599121094,-3.433398485183716,selected trajectory sim 56,selected,56,26,0.03234810147365195
72,0.7272727272727273,-2.656646966934204,-3.5095858573913574,selected trajectory sim 56,selected,56,26,0.03234810147365195
73,0.7373737373737373,-2.7191429138183594,-3.5862810611724854,selected trajectory sim 56,selected,56,26,0.03234810147365195
74,0.7474747474747475,-2.78100323677063,-3.6622073650360107,selected trajectory sim 56,selected,56,26,0.03234810147365195
75,0.7575757575757576,-2.8435909748077393,-3.739020824432373,selected trajectory sim 56,selected,56,26,0.03234810147365195
76,0.7676767676767676,-2.9052958488464355,-3.814756393432617,selected trajectory sim 56,selected,56,26,0.03234810147365195
77,0.7777777777777778,-2.9679887294769287,-3.891698122024536,selected trajectory sim 56,selected,56,26,0.03234810147365195
78,0.7878787878787878,-3.0300707817077637,-3.9678986072540283,selected trajectory sim 56,selected,56,26,0.03234810147365195
79,0.797979797979798,-3.0933313369750977,-4.045534133911133,selected trajectory sim 56,selected,56,26,0.03234810147365195
80,0.8080808080808081,-3.155458927154541,-4.12179708480835,selected trajectory sim 56,selected,56,26,0.03234810147365195
81,0.8181818181818182,-3.2172515392303467,-4.197640419006348,selected trajectory sim 56,selected,56,26,0.03234810147365195
82,0.8282828282828283,-3.2803072929382324,-4.27503776550293,selected trajectory sim 56,selected,56,26,0.03234810147365195
83,0.8383838383838383,-3.342266798019409,-4.351078033447266,selected trajectory sim 56,selected,56,26,0.03234810147365195
84,0.8484848484848485,-3.405308246612549,-4.428455829620361,selected trajectory sim 56,selected,56,26,0.03234810147365195
85,0.8585858585858586,-3.4674644470214844,-4.504753589630127,selected trajectory sim 56,selected,56,26,0.03234810147365195
86,0.8686868686868687,-3.530184507369995,-4.581734657287598,selected trajectory sim 56,selected,56,26,0.03234810147365195
87,0.8787878787878788,-3.592238187789917,-4.657897472381592,selected trajectory sim 56,selected,56,26,0.03234810147365195
88,0.8888888888888888,-3.6548709869384766,-4.734776020050049,selected trajectory sim 56,selected,56,26,0.03234810147365195
89,0.898989898989899,-3.718022584915161,-4.812291622161865,selected trajectory sim 56,selected,56,26,0.03234810147365195
90,0.9090909090909091,-3.780327558517456,-4.888769149780273,selected trajectory sim 56,selected,56,26,0.03234810147365195
91,0.9191919191919192,-3.843358278274536,-4.9661407470703125,selected trajectory sim 56,selected,56,26,0.03234810147365195
92,0.9292929292929293,-3.9056990146636963,-5.042664051055908,selected trajectory sim 56,selected,56,26,0.03234810147365195
93,0.9393939393939394,-3.968696355819702,-5.119989395141602,selected trajectory sim 56,selected,56,26,0.03234810147365195
94,0.9494949494949495,-4.030999660491943,-5.196469306945801,selected trajectory sim 56,selected,56,26,0.03234810147365195
95,0.9595959595959596,-4.093556880950928,-5.273263454437256,selected trajectory sim 56,selected,56,26,0.03234810147365195
96,0.9696969696969697,-4.15625524520874,-5.350226879119873,selected trajectory sim 56,selected,56,26,0.03234810147365195
97,0.9797979797979798,-4.219269275665283,-5.4275712966918945,selected trajectory sim 56,selected,56,26,0.03234810147365195
98,0.98989898989899,-4.2821831703186035,-5.504805564880371,selected trajectory sim 56,selected,56,26,0.03234810147365195
99,1.0,-4.345170021057129,-5.582122325897217,selected trajectory sim 56,selected,56,26,0.03234810147365195
0,0.0,2.1919023990631104,2.2272260189056396,selected trajectory sim 56,selected,56,27,-0.36685866738795003
1,0.010101010101010102,2.142141103744507,2.1661806106567383,selected trajectory sim 56,selected,56,27,-0.36685866738795003
2,0.020202020202020204,2.1008565425872803,2.1155905723571777,selected trajectory sim 56,selected,56,27,-0.36685866738795003
3,0.030303030303030304,2.0636675357818604,2.070070743560791,selected trajectory sim 56,selected,56,27,-0.36685866738795003
4,0.04040404040404041,2.0291104316711426,2.027782678604126,selected trajectory sim 56,selected,56,27,-0.36685866738795003
5,0.050505050505050504,1.9956635236740112,1.9868743419647217,selected trajectory sim 56,selected,56,27,-0.36685866738795003
6,0.06060606060606061,1.964000940322876,1.9481425285339355,selected trajectory sim 56,selected,56,27,-0.36685866738795003
7,0.0707070707070707,1.9330792427062988,1.9103243350982666,selected trajectory sim 56,selected,56,27,-0.36685866738795003
8,0.08080808080808081,1.9021333456039429,1.872481346130371,selected trajectory sim 56,selected,56,27,-0.36685866738795003
9,0.09090909090909091,1.8723057508468628,1.8359997272491455,selected trajectory sim 56,selected,56,27,-0.36685866738795003
10,0.10101010101010101,1.8422434329986572,1.799239158630371,selected trajectory sim 56,selected,56,27,-0.36685866738795003
11,0.1111111111111111,1.8121771812438965,1.7624807357788086,selected trajectory sim 56,selected,56,27,-0.36685866738795003
12,0.12121212121212122,1.7828835248947144,1.7266666889190674,selected trajectory sim 56,selected,56,27,-0.36685866738795003
13,0.13131313131313133,1.7533297538757324,1.690535306930542,selected trajectory sim 56,selected,56,27,-0.36685866738795003
14,0.1414141414141414,1.7239737510681152,1.6546516418457031,selected trajectory sim 56,selected,56,27,-0.36685866738795003
15,0.15151515151515152,1.6955126523971558,1.6198475360870361,selected trajectory sim 56,selected,56,27,-0.36685866738795003
16,0.16161616161616163,1.667009711265564,1.5850086212158203,selected trajectory sim 56,selected,56,27,-0.36685866738795003
17,0.1717171717171717,1.6377441883087158,1.5492230653762817,selected trajectory sim 56,selected,56,27,-0.36685866738795003
18,0.18181818181818182,1.608683466911316,1.5137089490890503,selected trajectory sim 56,selected,56,27,-0.36685866738795003
19,0.1919191919191919,1.5801339149475098,1.478809118270874,selected trajectory sim 56,selected,56,27,-0.36685866738795003
20,0.20202020202020202,1.5511585474014282,1.4433846473693848,selected trajectory sim 56,selected,56,27,-0.36685866738795003
21,0.21212121212121213,1.5226444005966187,1.4085315465927124,selected trajectory sim 56,selected,56,27,-0.36685866738795003
22,0.2222222222222222,1.494011640548706,1.373521327972412,selected trajectory sim 56,selected,56,27,-0.36685866738795003
23,0.23232323232323232,1.4656758308410645,1.3388842344284058,selected trajectory sim 56,selected,56,27,-0.36685866738795003
24,0.24242424242424243,1.4367969036102295,1.303581714630127,selected trajectory sim 56,selected,56,27,-0.36685866738795003
25,0.25252525252525254,1.4083524942398071,1.268810510635376,selected trajectory sim 56,selected,56,27,-0.36685866738795003
26,0.26262626262626265,1.379451036453247,1.2334845066070557,selected trajectory sim 56,selected,56,27,-0.36685866738795003
27,0.2727272727272727,1.3511741161346436,1.198907732963562,selected trajectory sim 56,selected,56,27,-0.36685866738795003
28,0.2828282828282828,1.3222148418426514,1.1635063886642456,selected trajectory sim 56,selected,56,27,-0.36685866738795003
29,0.29292929292929293,1.2937265634536743,1.1286749839782715,selected trajectory sim 56,selected,56,27,-0.36685866738795003
30,0.30303030303030304,1.2653648853302002,1.094009280204773,selected trajectory sim 56,selected,56,27,-0.36685866738795003
31,0.31313131313131315,1.2366710901260376,1.0589238405227661,selected trajectory sim 56,selected,56,27,-0.36685866738795003
32,0.32323232323232326,1.2080110311508179,1.0238921642303467,selected trajectory sim 56,selected,56,27,-0.36685866738795003
33,0.3333333333333333,1.1793454885482788,0.9888365864753723,selected trajectory sim 56,selected,56,27,-0.36685866738795003
34,0.3434343434343434,1.1512229442596436,0.9544589519500732,selected trajectory sim 56,selected,56,27,-0.36685866738795003
35,0.35353535353535354,1.1218748092651367,0.9185843467712402,selected trajectory sim 56,selected,56,27,-0.36685866738795003
36,0.36363636363636365,1.0930545330047607,0.8833392262458801,selected trajectory sim 56,selected,56,27,-0.36685866738795003
37,0.37373737373737376,1.0644482374191284,0.8483722805976868,selected trajectory sim 56,selected,56,27,-0.36685866738795003
38,0.3838383838383838,1.0365079641342163,0.8142160773277283,selected trajectory sim 56,selected,56,27,-0.36685866738795003
39,0.3939393939393939,1.0080084800720215,0.779367208480835,selected trajectory sim 56,selected,56,27,-0.36685866738795003
40,0.40404040404040403,0.9780550599098206,0.7427394390106201,selected trajectory sim 56,selected,56,27,-0.36685866738795003
41,0.41414141414141414,0.9504334926605225,0.7089776396751404,selected trajectory sim 56,selected,56,27,-0.36685866738795003
42,0.42424242424242425,0.9222016334533691,0.6744495034217834,selected trajectory sim 56,selected,56,27,-0.36685866738795003
43,0.43434343434343436,0.8930455446243286,0.6387960910797119,selected trajectory sim 56,selected,56,27,-0.36685866738795003
44,0.4444444444444444,0.8645271062850952,0.6039334535598755,selected trajectory sim 56,selected,56,27,-0.36685866738795003
45,0.45454545454545453,0.8360124826431274,0.56907057762146,selected trajectory sim 56,selected,56,27,-0.36685866738795003
46,0.46464646464646464,0.8074440956115723,0.5341413021087646,selected trajectory sim 56,selected,56,27,-0.36685866738795003
47,0.47474747474747475,0.7784807085990906,0.4987199902534485,selected trajectory sim 56,selected,56,27,-0.36685866738795003
48,0.48484848484848486,0.750004231929779,0.4638982117176056,selected trajectory sim 56,selected,56,27,-0.36685866738795003
49,0.494949494949495,0.7215331792831421,0.42908453941345215,selected trajectory sim 56,selected,56,27,-0.36685866738795003
50,0.5050505050505051,0.6929263472557068,0.39411166310310364,selected trajectory sim 56,selected,56,27,-0.36685866738795003
51,0.5151515151515151,0.6640077233314514,0.3587355315685272,selected trajectory sim 56,selected,56,27,-0.36685866738795003
52,0.5252525252525253,0.6354735493659973,0.3238542377948761,selected trajectory sim 56,selected,56,27,-0.36685866738795003
53,0.5353535353535354,0.607375979423523,0.2894987165927887,selected trajectory sim 56,selected,56,27,-0.36685866738795003
54,0.5454545454545454,0.5779275298118591,0.25347399711608887,selected trajectory sim 56,selected,56,27,-0.36685866738795003
55,0.5555555555555556,0.5491415858268738,0.2182704359292984,selected trajectory sim 56,selected,56,27,-0.36685866738795003
56,0.5656565656565656,0.5207152962684631,0.18350820243358612,selected trajectory sim 56,selected,56,27,-0.36685866738795003
57,0.5757575757575758,0.49225717782974243,0.14871039986610413,selected trajectory sim 56,selected,56,27,-0.36685866738795003
58,0.5858585858585859,0.46236374974250793,0.11214666813611984,selected trajectory sim 56,selected,56,27,-0.36685866738795003
59,0.5959595959595959,0.4342886507511139,0.07782122492790222,selected trajectory sim 56,selected,56,27,-0.36685866738795003
60,0.6060606060606061,0.40594542026519775,0.04316101595759392,selected trajectory sim 56,selected,56,27,-0.36685866738795003
61,0.6161616161616161,0.3768749237060547,0.007613892666995525,selected trajectory sim 56,selected,56,27,-0.36685866738795003
62,0.6262626262626263,0.34741032123565674,-0.028429511934518814,selected trajectory sim 56,selected,56,27,-0.36685866738795003
63,0.6363636363636364,0.3202778398990631,-0.061620354652404785,selected trajectory sim 56,selected,56,27,-0.36685866738795003
64,0.6464646464646465,0.2909015715122223,-0.09753847122192383,selected trajectory sim 56,selected,56,27,-0.36685866738795003
65,0.6565656565656566,0.2622566819190979,-0.13257631659507751,selected trajectory sim 56,selected,56,27,-0.36685866738795003
66,0.6666666666666666,0.23351985216140747,-0.16772276163101196,selected trajectory sim 56,selected,56,27,-0.36685866738795003
67,0.6767676767676768,0.20449437201023102,-0.203224778175354,selected trajectory sim 56,selected,56,27,-0.36685866738795003
68,0.6868686868686869,0.1760001927614212,-0.2380797415971756,selected trajectory sim 56,selected,56,27,-0.36685866738795003
69,0.696969696969697,0.14663603901863098,-0.2739958167076111,selected trajectory sim 56,selected,56,27,-0.36685866738795003
70,0.7070707070707071,0.11778359115123749,-0.30926942825317383,selected trajectory sim 56,selected,56,27,-0.36685866738795003
71,0.7171717171717171,0.08920308947563171,-0.34423336386680603,selected trajectory sim 56,selected,56,27,-0.36685866738795003
72,0.7272727272727273,0.060649484395980835,-0.37915879487991333,selected trajectory sim 56,selected,56,27,-0.36685866738795003
73,0.7373737373737373,0.030522266402840614,-0.41602009534835815,selected trajectory sim 56,selected,56,27,-0.36685866738795003
74,0.7474747474747475,0.0026417847257107496,-0.4501107633113861,selected trajectory sim 56,selected,56,27,-0.36685866738795003
75,0.7575757575757576,-0.025640644133090973,-0.484707772731781,selected trajectory sim 56,selected,56,27,-0.36685866738795003
76,0.7676767676767676,-0.05531306192278862,-0.5210171937942505,selected trajectory sim 56,selected,56,27,-0.36685866738795003
77,0.7777777777777778,-0.08380784839391708,-0.5558552145957947,selected trajectory sim 56,selected,56,27,-0.36685866738795003
