dataset,latent_dim,sim_idx,edge_count,zero_stiffness_edge_count,zero_stiffness_edge_fraction,stiffness_mean,stiffness_std,node_stiffness_mean,node_stiffness_std,horizontal_stiffness,vertical_stiffness,diagonal_stiffness
Reid CV1,1,60,431,0,0.0,0.5729567577582708,0.33250637842969527,0.5778673370035564,0.10815573314589817,0.6247759984443652,0.7723335912971763,0.24385975724594158
Reid CV1,1,61,347,0,0.0,0.6139347687301894,0.37929604652768095,0.6228060821114322,0.1518493821778929,0.6477503314708883,0.8174703472186453,0.26800199081660825
Reid CV1,1,62,345,0,0.0,0.47934156749127566,0.17882316364738493,0.4841545540700474,0.06735808974777692,0.45499866890907287,0.6123053306205706,0.31447390373796225
Reid CV1,1,63,345,0,0.0,0.43214049218357475,0.06097881329056191,0.4364388657166135,0.0471915687597157,0.4294652659592666,0.4311590291559696,0.43680915844683743
Reid CV1,1,64,482,0,0.0,0.6241680031577831,0.3949402390555892,0.6288303667263396,0.15113504571528127,0.6934959250569972,0.8097995809600013,0.27949277420158547
Reid CV1,1,65,308,0,0.0,0.6753100156387187,0.3705539769209765,0.6842999509860467,0.1628998559832061,0.7563071957489567,0.7922630123809132,0.3877248387456624
Reid CV1,1,66,370,0,0.0,0.5722395051119699,0.2971542953445283,0.5802535596705551,0.12057820072843453,0.5630166772618026,0.7721010410441802,0.3299919617015357
Reid CV2,2,0,291,0,0.0,0.4984668247990592,0.1739724142469135,0.5027087132430502,0.06293233099569047,0.419778968733136,0.6662395521302089,0.3779341939343027
Reid CV2,2,1,368,0,0.0,0.6439785041190155,0.388898896885486,0.6520820817158887,0.15584542476701665,0.6777307749970106,0.797185624514909,0.3605392153523604
Reid CV2,2,2,460,0,0.0,0.49904350876484227,0.2154192835472766,0.5044088757647911,0.08056951628467168,0.4836909214389466,0.6638211606220267,0.2779242142529811
Reid CV2,2,3,422,0,0.0,0.5059345270290759,0.14757809260554877,0.5104281590501161,0.057235347221026064,0.4279926283450066,0.6498972171810782,0.4097913273862589
Reid CV2,2,4,402,0,0.0,0.6139054288994984,0.3932606271027274,0.6221440080371443,0.15158225453129398,0.6930819488565128,0.800162977996466,0.2654958837602118
Reid CV2,2,5,629,0,0.0,0.5476103538798319,0.21461966360087026,0.5543386060815482,0.08308743851234848,0.4984474082259422,0.7156503287558796,0.365301239829606
Reid CV2,2,6,424,0,0.0,0.640144655142134,0.3970647594748606,0.6490575633059776,0.16287760541741084,0.6776600995728157,0.8005298905732045,0.36167599295416997
Reid CV2,2,7,600,0,0.0,0.4702612091600895,0.14856451290651973,0.4747014309941439,0.06157226538255253,0.4480342906769191,0.5956530480037833,0.3433716073201571
Reid CV2,2,8,451,0,0.0,0.5777337370923578,0.33354396610142867,0.5828095995164421,0.11543141891292744,0.5856277306428116,0.7642905328560758,0.2928028202842216
Reid CV2,2,9,311,0,0.0,0.5550417813601218,0.2237528877148782,0.5610244256825345,0.07966445834581595,0.49563490517311176,0.7346527716692757,0.3609377751882012
Reid CV2,2,10,285,0,0.0,0.43137236310724625,0.059696831913206065,0.4357785145420403,0.04182604600403371,0.43248240636513297,0.4377205831663949,0.4195514975199059
Reid CV2,2,11,424,0,0.0,0.5729279577740872,0.3345514324965244,0.5784519172706876,0.11473851382479103,0.6388268531055042,0.7615399679083279,0.25054747751758744
Reid CV2,2,12,521,0,0.0,0.6568313331472608,0.3789025634973783,0.664079649453729,0.1445845949529898,0.6692222267803218,0.8385978446779822,0.3716972327408139
Reid CV2,2,13,372,0,0.0,0.6307465250613868,0.3626891266342827,0.6384636781427356,0.14291274346698646,0.664675787128919,0.7969029118119377,0.32051935839547735
Reid CV2,2,14,480,0,0.0,0.4868294473427037,0.14863038956239277,0.49109648963280206,0.05836272043247439,0.44172575458281305,0.6108058301891599,0.38157999165581935
Reid CV2,2,15,519,0,0.0,0.5659288058653187,0.32888930859077875,0.573420512914256,0.11332508555518427,0.6141867466748525,0.7627949402964813,0.2245969549026888
Reid CV2,2,16,534,0,0.0,0.46750041909432144,0.092203557818838,0.4724434655333333,0.04498227115941571,0.4298860405385494,0.5404920328349967,0.42261564627393977
Reid CV2,2,17,521,0,0.0,0.5634777281082981,0.30610361644646783,0.5711566741127155,0.11816696135798539,0.5931234523051917,0.7522269110463521,0.24589479377380374
Reid CV2,2,18,372,0,0.0,0.6377146094499196,0.3438293454088585,0.6482321290596571,0.15641407409594402,0.6673576338014201,0.8135177624576232,0.3520006689442588
Reid CV2,2,19,366,0,0.0,0.5080059484217336,0.15797782141134606,0.51211495861145,0.05610931693068906,0.4324902425209681,0.6625284654172984,0.40495188835293355
Reid CV2,2,20,369,0,0.0,0.6573991180035704,0.3853776853753157,0.6650346808347681,0.16264682947426445,0.7034360065818943,0.8220114277738496,0.3594896160363106
Reid CV2,2,21,313,0,0.0,0.6232783614517228,0.39310878855225095,0.6292229286567486,0.14888936986072546,0.6632268612983269,0.8312330647638321,0.28126862666267255
Reid CV2,2,22,345,0,0.0,0.5922993121595305,0.4084282278906608,0.5996975500373568,0.1360582984443934,0.6132950294921802,0.7744765894214337,0.2983679773242329
Reid CV2,2,23,400,0,0.0,0.6308025446000829,0.3914694865764969,0.6365020617074125,0.15791006283667453,0.6931317818621423,0.80372268681248,0.32032808087341097
Reid CV2,2,24,285,0,0.0,0.646844059464753,0.3851650277457816,0.6562613546894276,0.13834750859281475,0.6739886870967864,0.8103027855035073,0.3169957197029869
Reid CV2,2,25,431,0,0.0,0.4623723167001233,0.17249006373190467,0.46832055600606953,0.06528995552642661,0.4304451608767539,0.5924663209581967,0.31526008972497743
Reid CV2,2,26,423,0,0.0,0.5681737333153051,0.30426587350044115,0.5746925307155504,0.11520214784729446,0.5766395056252457,0.7624373598805358,0.2849305948443912
Reid CV2,2,27,289,0,0.0,0.5773194739756184,0.3096373409011531,0.5834755051256644,0.10396932652043807,0.6011846381154927,0.7671807209534622,0.25870389783651465
Reid CV2,2,28,344,0,0.0,0.6164149622608694,0.4074566997822289,0.6238113877707968,0.17183873616653916,0.6047307522614546,0.8027007563272491,0.37943855369161134
Reid CV2,2,29,404,0,0.0,0.6123778805134376,0.36631022913037825,0.6175255390499452,0.13616093949619046,0.6455671450104055,0.793998375311749,0.3323580157178055
Reid CV2,2,30,401,0,0.0,0.5507063421413786,0.25633939852571264,0.5577914296042453,0.10244154204029633,0.5555943187168786,0.7264863063891729,0.30243948607816606
Reid CV2,2,31,285,0,0.0,0.6124287859928843,0.37480472163993467,0.6162015537387536,0.10966582247100742,0.6493485011907189,0.7951741394688292,0.3256240358385138
Reid CV2,2,32,513,0,0.0,0.6332109144684127,0.3854094552082523,0.6404239888341294,0.13987004538356837,0.7254116046953494,0.8133976339307484,0.2770710728347669
Reid CV2,2,33,286,0,0.0,0.47832161542418955,0.10392523491962888,0.48159078458661125,0.04370182124435371,0.43789249951285975,0.5664869098380061,0.4183677283868398
Reid CV2,2,34,289,0,0.0,0.6273865206722627,0.39883843369714667,0.6330291337635305,0.1648231200813174,0.6209494221103867,0.8043039726661891,0.39023924851710334
Reid CV2,2,35,342,0,0.0,0.5745579226715871,0.25003278248868754,0.5796634732133576,0.11112409868134093,0.5167142301229121,0.7700938130499887,0.39166067657845743
Reid CV2,2,36,288,0,0.0,0.6521704925490484,0.3816615228652925,0.6605761102487182,0.145836454555941,0.6394980308033522,0.8158907941544596,0.43500809217794983
Reid CV2,2,37,458,0,0.0,0.4976987735933612,0.1537250595705083,0.5022383285854899,0.06724815134925935,0.445881215134108,0.6279118552028788,0.37660568872732775
Reid CV2,2,38,516,0,0.0,0.5115199908902941,0.14064379061477675,0.5166416436039581,0.060601160800845696,0.4468323349331816,0.6334668300114572,0.4282339062880386
Reid CV2,2,39,521,0,0.0,0.6166046730527787,0.37824043708846056,0.6266439936429209,0.14618715309735691,0.6871781471960675,0.7878841759724767,0.2842743232755808
Reid CV2,2,40,401,0,0.0,0.5844182071375876,0.35628001933272163,0.5939064778299482,0.1367238378975885,0.6360989300081054,0.7658017562739801,0.25100574746298104
Reid CV2,2,41,316,0,0.0,0.46494663605772996,0.19067151128484933,0.4704946595441215,0.06973980738196202,0.4368126646168833,0.6099276485988218,0.28728479421452474
Reid CV2,2,42,541,0,0.0,0.4662176675254448,0.15404061755308432,0.4707602076324905,0.06088311317945839,0.43713874362409116,0.5911466531455517,0.3302601331726034
Reid CV2,2,43,310,0,0.0,0.6305376953596117,0.3875589167438343,0.6343481712449576,0.12730088867122014,0.6925751012016151,0.8129530524592125,0.27763212424033556
Reid CV2,2,44,346,0,0.0,0.6293360523766098,0.3929297287992663,0.634832669656898,0.15822580937984257,0.676760875461667,0.8099627976327957,0.32364990757877365
Reid CV2,2,45,308,0,0.0,0.6495018737498738,0.3847278533447648,0.656950627487118,0.15616915164528794,0.7058710879413411,0.7960543890377474,0.37679234632274267
Reid CV2,2,46,430,0,0.0,0.5943854381936754,0.37574833768843385,0.6004579941480823,0.13898541518381663,0.6488112478645858,0.8056545132854714,0.23254474730676283
Reid CV2,2,47,483,0,0.0,0.5395431320798076,0.23836956649983057,0.5465490030339135,0.09202171385026246,0.526340630700749,0.695248446194455,0.29577875097768497
Reid CV2,2,48,353,0,0.0,0.43698613738203185,0.18447588996608838,0.4416461005369349,0.06612727369968982,0.39930842900231706,0.5771188939357326,0.264432787077456
Reid CV2,2,49,482,0,0.0,0.6209111575758074,0.39374353742023444,0.62662450704524,0.1324219610982512,0.6798692365121984,0.7875438080918284,0.27638548798418894
Reid CV2,2,50,426,0,0.0,0.639748255551496,0.3864058568792369,0.6464487713897032,0.14926760987386808,0.7018413901017347,0.7992944139337851,0.32306518170957427
Reid CV2,2,51,311,0,0.0,0.6424114311078767,0.3865399224116721,0.6484295634252827,0.1441980150232919,0.7131925646501424,0.7896334478476396,0.31043408817659396
Reid CV2,2,52,364,0,0.0,0.43281665722747426,0.06075450344497515,0.43649026721970935,0.04542571687916827,0.43352741518415006,0.4315517992901623,0.4335686500583376
Reid CV2,2,53,489,0,0.0,0.6180569429169214,0.39915798208912695,0.6259235207071137,0.1424360265663187,0.6756997891999991,0.7872830433825779,0.2841650923169218
Reid CV2,2,54,341,0,0.0,0.6723091291540911,0.37468218277589976,0.6782663512850575,0.1411376217131282,0.6866209164809681,0.821085502047432,0.4071119714546512
Reid CV2,2,55,341,0,0.0,0.6027496100083823,0.34271446878207024,0.609735865536301,0.12132199512065542,0.6189028571767747,0.8076319062214998,0.279220130106204
Reid CV2,2,56,309,0,0.0,0.6149415329315708,0.3750681555041672,0.6205924242624654,0.1272116947033658,0.7037660687392496,0.7812375856798377,0.2694754669925265
Reid CV2,2,57,535,0,0.0,0.6094463109204146,0.32344729960420576,0.615017624096433,0.12573215762954207,0.6552678203181724,0.7778260907874658,0.3190638601146121
Reid CV2,2,58,482,0,0.0,0.5941159274019455,0.3658529484088054,0.6013678850806841,0.12790669128280077,0.6657169436610171,0.7673726386457517,0.24578543073157705
Reid CV2,2,59,403,0,0.0,0.6319914920456741,0.4023949243727821,0.6414282841267562,0.17282534570240238,0.6508658423308767,0.7851872470439164,0.40732748242743405
Reid CV2,2,60,431,0,0.0,0.5729567577582708,0.33250637842969527,0.5778673370035564,0.10815573314589817,0.6247759984443652,0.7723335912971763,0.24385975724594158
Reid CV2,2,61,347,0,0.0,0.6139347687301894,0.37929604652768095,0.6228060821114322,0.1518493821778929,0.6477503314708883,0.8174703472186453,0.26800199081660825
Reid CV2,2,62,345,0,0.0,0.47934156749127566,0.17882316364738493,0.4841545540700474,0.06735808974777692,0.45499866890907287,0.6123053306205706,0.31447390373796225
Reid CV2,2,63,345,0,0.0,0.43214049218357475,0.06097881329056191,0.4364388657166135,0.0471915687597157,0.4294652659592666,0.4311590291559696,0.43680915844683743
Reid CV2,2,64,482,0,0.0,0.6241680031577831,0.3949402390555892,0.6288303667263396,0.15113504571528127,0.6934959250569972,0.8097995809600013,0.27949277420158547
Reid CV2,2,65,308,0,0.0,0.6753100156387187,0.3705539769209765,0.6842999509860467,0.1628998559832061,0.7563071957489567,0.7922630123809132,0.3877248387456624
Reid CV2,2,66,370,0,0.0,0.5722395051119699,0.2971542953445283,0.5802535596705551,0.12057820072843453,0.5630166772618026,0.7721010410441802,0.3299919617015357
