dataset,latent_dim,split,sim_idx,frame,trajectory_progress,p_ratio,final_p_ratio,horizontal_strain,vertical_strain,mean_abs_x_disp,mean_abs_y_disp,rms_disp
Reid CV1,1,test,0,180,0.12008005336891261,0.2264618102490665,0.2238599590476573,-0.003523897179625389,0.0008004894129245503,0.010029690340161324,0.0022231824696063995,0.01171320304274559
Reid CV1,1,test,0,195,0.13008672448298866,0.22647149651040702,0.2238599590476573,-0.0038169268442105634,0.0008658031521361202,0.010870800353586674,0.0024082609452307224,0.012693231925368309
Reid CV1,1,test,0,210,0.1400933955970647,0.22646724855769781,0.2238599590476573,-0.004109956508795738,0.0009314689869768629,0.011711775325238705,0.0025936549063771963,0.013673344627022743
Reid CV1,1,test,0,225,0.15010006671114076,0.22637066215666546,0.2238599590476573,-0.004403345278362021,0.0009973108696321922,0.012552699074149132,0.002778199966996908,0.014652961865067482
Reid CV1,1,test,0,240,0.1601067378252168,0.22635091064171392,0.2238599590476573,-0.004696015837966087,0.0010625365849364688,0.013393436558544636,0.002962847240269184,0.01563253439962864
Reid CV1,1,test,0,255,0.17011340893929286,0.22633865331948247,0.2238599590476573,-0.004988147740098488,0.001128466491499091,0.014234984293580055,0.0031479401513934135,0.01661306619644165
Reid CV1,1,test,0,270,0.1801200800533689,0.22633869644322357,0.2238599590476573,-0.005281895614645881,0.0011944844219690068,0.015074985101819038,0.0033333757892251015,0.01759236678481102
Reid CV1,1,test,0,285,0.19012675116744496,0.2263502095444099,0.2238599590476573,-0.005574386621759392,0.0012606784002535088,0.01591580919921398,0.0035182845313102007,0.01857173442840576
Reid CV1,1,test,0,300,0.200133422281521,0.22628985135004975,0.2238599590476573,-0.005866877628872902,0.001325640043835906,0.016757728531956673,0.0037025415804237127,0.019552340731024742
Reid CV1,1,test,0,315,0.21014009339559706,0.22625226451006322,0.2238599590476573,-0.006159997069703354,0.0013912178547693553,0.017598846927285194,0.0038874561432749033,0.02053237520158291
Reid CV1,1,test,0,330,0.2201467645096731,0.226261181723992,0.2238599590476573,-0.006452757405552696,0.0014573238091465642,0.018440408632159233,0.004072566982358694,0.021512629464268684
Reid CV1,1,test,0,345,0.23015343562374915,0.22624522810862116,0.2238599590476573,-0.006745248412666207,0.0015231656918018935,0.019280793145298958,0.0042575751431286335,0.022491848096251488
Reid CV1,1,test,0,360,0.24016010673782523,0.22620512546145202,0.2238599590476573,-0.007037559867289163,0.0015889195505499293,0.02012244053184986,0.004442831501364708,0.02347273752093315
Reid CV1,1,test,0,375,0.2501667778519013,0.22615004333729255,0.2238599590476573,-0.0073295122169310094,0.0016548494571125517,0.020963270217180252,0.004627087153494358,0.024451708421111107
Reid CV1,1,test,0,390,0.2601734489659773,0.22619378337500387,0.2238599590476573,-0.007622182776535075,0.0017208673875824675,0.021803921088576317,0.004812878090888262,0.02543160319328308
Reid CV1,1,test,0,405,0.2701801200800534,0.22613570163236676,0.2238599590476573,-0.007914943112384418,0.0017871493897742626,0.022645676508545876,0.004997526295483112,0.026412006467580795
Reid CV1,1,test,0,420,0.2801867911941294,0.22608566056770762,0.2238599590476573,-0.008207883000724316,0.0018525511528931257,0.023488035425543785,0.005181096028536558,0.027392376214265823
Reid CV1,1,test,0,435,0.2901934623082055,0.2260803152395289,0.2238599590476573,-0.008500194455347271,0.0019178648921046957,0.02433008700609207,0.005365723744034767,0.028372863307595253
Reid CV1,1,test,0,450,0.3002001334222815,0.22606755759086677,0.2238599590476573,-0.008792685462460781,0.0019839708464819044,0.025172248482704163,0.005550729110836983,0.029353072866797447
Reid CV1,1,test,0,465,0.31020680453635757,0.22604995029821073,0.2238599590476573,-0.009084278707121519,0.0020574708090717437,0.026013409718871117,0.005735386628657579,0.030332602560520172
Reid CV1,1,test,0,480,0.3202134756504336,0.225974872733656,0.2238599590476573,-0.00937605150427281,0.002130530652125117,0.02685418166220188,0.005918966606259346,0.031311459839344025
Reid CV1,1,test,0,495,0.33022014676450967,0.22600161464463228,0.2238599590476573,-0.009670427812537146,0.0022057030689535276,0.027697091922163963,0.006104443222284317,0.03229263052344322
Reid CV1,1,test,0,510,0.3402268178785857,0.22595597849431912,0.2238599590476573,-0.009961931280952605,0.002279467103265247,0.02853957936167717,0.0062882257625460625,0.03327310085296631
Reid CV1,1,test,0,525,0.35023348899266177,0.22588795245912163,0.2238599590476573,-0.010254422288066115,0.0023527029941332067,0.02938184328377247,0.006471592932939529,0.03425318002700806
Reid CV1,1,test,0,540,0.3602401601067378,0.22589661859438737,0.2238599590476573,-0.01054646441395324,0.002427347267517858,0.03022284433245659,0.006656400393694639,0.035232771188020706
Reid CV1,1,test,0,555,0.37024683122081387,0.22587585177859612,0.2238599590476573,-0.010838686092330917,0.0025013753735514564,0.03106481023132801,0.006840689107775688,0.03621269389986992
Reid CV1,1,test,0,570,0.3802535023348899,0.2258185765025361,0.2238599590476573,-0.011130997546953875,0.002574963360048589,0.03190707042813301,0.007024540100246668,0.037192896008491516
Reid CV1,1,test,0,585,0.39026017344896596,0.22582609769145304,0.2238599590476573,-0.011422770344105167,0.0026488154182676017,0.03274861350655556,0.007209418341517448,0.03817225992679596
Reid CV1,1,test,0,600,0.400266844563042,0.22577746036968235,0.2238599590476573,-0.011714722693747013,0.0027225794525793205,0.033591095358133316,0.007392036262899637,0.03915206715464592
Reid CV1,1,test,0,615,0.41027351567711806,0.2257481162540366,0.2238599590476573,-0.012007572805841632,0.0027966955825202127,0.034433115273714066,0.007576413918286562,0.04013235494494438
Reid CV1,1,test,0,630,0.4202801867911941,0.22575418887678875,0.2238599590476573,-0.012299345602992924,0.0028709877602756907,0.03527486324310303,0.007761167827993631,0.04111200571060181
Reid CV1,1,test,0,645,0.43028685790527016,0.2256919562880688,0.2238599590476573,-0.012591297952634771,0.0029444877228655304,0.036117300391197205,0.007943793199956417,0.04209205508232117
Reid CV1,1,test,0,660,0.4402935290193462,0.22568479410584674,0.2238599590476573,-0.012883429854767172,0.003018603852806422,0.03696026653051376,0.008129915222525597,0.04307342320680618
Reid CV1,1,test,0,675,0.45030020013342226,0.22565977175463622,0.2238599590476573,-0.013175382204409019,0.0030921038153962615,0.03780251368880272,0.00831365305930376,0.04405340552330017
Reid CV1,1,test,0,690,0.4603068712474983,0.22560984119009742,0.2238599590476573,-0.013467693659031976,0.003165867849707981,0.03864447399973869,0.008496072143316269,0.04503263905644417
Reid CV1,1,test,0,705,0.4703135423615744,0.22561700151604136,0.2238599590476573,-0.013759735784919099,0.0032399839796488725,0.039487771689891815,0.008680998347699642,0.04601379856467247
Reid CV1,1,test,0,720,0.48032021347565046,0.22554588583789423,0.2238599590476573,-0.014052675673258996,0.003313483942238712,0.040330540388822556,0.008862733840942383,0.046993695199489594
Reid CV1,1,test,0,735,0.4903268845897265,0.22554613041627092,0.2238599590476573,-0.014344089365429179,0.0033880401917160703,0.04117236286401749,0.009047559462487698,0.04797346517443657
Reid CV1,1,test,0,750,0.5003335557038026,0.22550319199129545,0.2238599590476573,-0.014635682610089917,0.00346127608258403,0.0420149527490139,0.009231180883944035,0.04895350709557533
Reid CV1,1,test,0,765,0.5103402268178786,0.22546264683392545,0.2238599590476573,-0.014927634959731763,0.0035345999973592826,0.04285784810781479,0.009414801374077797,0.04993386194109917
Reid CV1,1,test,0,780,0.5203468979319547,0.22545721639621513,0.2238599590476573,-0.015220305519335828,0.0036091562468366406,0.04370051249861717,0.00959885772317648,0.05091409012675285
Reid CV1,1,test,0,795,0.5303535690460307,0.22539552769829374,0.2238599590476573,-0.01551207831648712,0.0036823921377046004,0.04454313591122627,0.009780746884644032,0.05189402028918266
Reid CV1,1,test,0,810,0.5403602401601068,0.22539652349124928,0.2238599590476573,-0.015804389771110077,0.0037565082676454926,0.04538600519299507,0.009966051205992699,0.052874695509672165
Reid CV1,1,test,0,825,0.5503669112741828,0.22532453701137084,0.2238599590476573,-0.01609607279201609,0.0038295681106988656,0.046228814870119095,0.010147449560463428,0.05385422334074974
Reid CV1,1,test,0,840,0.5603735823882589,0.22534016529683507,0.2238599590476573,-0.016371057431300524,0.0039039483123616374,0.04707234352827072,0.010333121754229069,0.05483552813529968
Reid CV1,1,test,0,855,0.5703802535023349,0.22526887775212567,0.2238599590476573,-0.016644426098169966,0.003976832107600425,0.04791553318500519,0.010514656081795692,0.05581554025411606
Reid CV1,1,test,0,870,0.580386924616411,0.22528859030690734,0.2238599590476573,-0.016918153870020516,0.004051476380985075,0.048758529126644135,0.01069992408156395,0.05679647624492645
Reid CV1,1,test,0,885,0.590393595730487,0.22519944620188606,0.2238599590476573,-0.017192240746852175,0.00412374400887281,0.04960157349705696,0.010880474001169205,0.05777602642774582
Reid CV1,1,test,0,900,0.600400266844563,0.22522768304914745,0.2238599590476573,-0.017465788966212172,0.004198388282257461,0.050443872809410095,0.011066368781030178,0.058756425976753235
Reid CV1,1,test,0,915,0.6104069379586391,0.2251416063540672,0.2238599590476573,-0.01774032472427022,0.004271272077496248,0.05128657445311546,0.011246735230088234,0.05973553657531738
Reid CV1,1,test,0,930,0.6204136090727151,0.2251609346244341,0.2238599590476573,-0.01801342406240383,0.004345916350880899,0.052129827439785004,0.01143241859972477,0.060716792941093445
Reid CV1,1,test,0,945,0.6304202801867912,0.2250806233856218,0.2238599590476573,-0.01828715183425438,0.0044180959548613405,0.052973225712776184,0.011613086797297001,0.06169632077217102
Reid CV1,1,test,0,960,0.6404269513008672,0.22509560049649568,0.2238599590476573,-0.01856087960610493,0.004492564180431405,0.05381665378808975,0.011797498911619186,0.0626770555973053
Reid CV1,1,test,0,975,0.6504336224149433,0.22501518421039637,0.2238599590476573,-0.018834158496729092,0.004565271927855606,0.05465925112366676,0.011978071182966232,0.0636562928557396
Reid CV1,1,test,0,990,0.6604402935290193,0.22503768905315372,0.2238599590476573,-0.019107886268579642,0.004639652129518377,0.05550272390246391,0.012163783423602581,0.06463750451803207
Reid CV1,1,test,0,1005,0.6704469646430954,0.2249653285939098,0.2238599590476573,-0.01938233225039241,0.004712447900849871,0.056346166878938675,0.012344574555754662,0.06561746448278427
Reid CV1,1,test,0,1020,0.6804536357571714,0.22494754803278572,0.2238599590476573,-0.01965579069350713,0.00478594786343971,0.05718951299786568,0.01252896897494793,0.06659791618585587
Reid CV1,1,test,0,1035,0.6904603068712475,0.22492121268504844,0.2238599590476573,-0.01992924913662185,0.0048598879455660155,0.05803345516324043,0.012711725197732449,0.06757868081331253
Reid CV1,1,test,0,1050,0.7004669779853235,0.2248694352357502,0.2238599590476573,-0.020202797355981846,0.00493215557345375,0.05887681990861893,0.012892581522464752,0.06855848431587219
Reid CV1,1,test,0,1065,0.7104736490993996,0.22487483471401287,0.2238599590476573,-0.020476255799096562,0.005006623799023815,0.05972069129347801,0.013077836483716965,0.06953983008861542
Reid CV1,1,test,0,1080,0.7204803202134756,0.22478401583438093,0.2238599590476573,-0.02075016312343767,0.005078451307375083,0.060564279556274414,0.013256780803203583,0.07051930576562881
Reid CV1,1,test,0,1095,0.7304869913275517,0.22480681505908218,0.2238599590476573,-0.02102326246157128,0.005153271628574321,0.061408039182424545,0.013442747294902802,0.07150062173604965
Reid CV1,1,test,0,1110,0.7404936624416277,0.2247350375078887,0.2238599590476573,-0.021296720904685998,0.005225275184740175,0.06225107982754707,0.013622934930026531,0.07247991859912872
Reid CV1,1,test,0,1125,0.7505003335557038,0.22470272803332955,0.2238599590476573,-0.021569461137838496,0.005298775147330015,0.06309469044208527,0.013805633410811424,0.07345998287200928
Reid CV1,1,test,0,1140,0.7605070046697798,0.22470669223167303,0.2238599590476573,-0.02184354801467016,0.0053729793011782,0.06393785774707794,0.013989623636007309,0.07444055378437042
Reid CV1,1,test,0,1155,0.7705136757838559,0.2246188476328432,0.2238599590476573,-0.02211745533901126,0.005445070881251348,0.06478200852870941,0.01416874025017023,0.07542043924331665
Reid CV1,1,test,0,1170,0.7805203468979319,0.22463772588765646,0.2238599590476573,-0.022390195572163762,0.005519803178543292,0.0656263455748558,0.014354130253195763,0.07640200108289719
Reid CV1,1,test,0,1185,0.790527018012008,0.22457847478974527,0.2238599590476573,-0.022663833567769034,0.0055913666151726805,0.06647024303674698,0.014535142108798027,0.07738219946622849
Reid CV1,1,test,0,1200,0.800533689126084,0.22452340783209992,0.2238599590476573,-0.02293747156337431,0.005664690529947934,0.06731398403644562,0.014715936966240406,0.07836191356182098
Reid CV1,1,test,0,1215,0.8105403602401601,0.2245453933056217,0.2238599590476573,-0.023211019782734304,0.0057389827077034125,0.06815819442272186,0.014901747927069664,0.0793437510728836
Reid CV1,1,test,0,1230,0.8205470313542361,0.2244685868844053,0.2238599590476573,-0.02348349068715097,0.0058115144073130265,0.06900209188461304,0.015080747194588184,0.08032320439815521
Reid CV1,1,test,0,1245,0.8305537024683122,0.22443810230946526,0.2238599590476573,-0.02375659002528458,0.005883870059108054,0.06984543800354004,0.015263569541275501,0.08130303770303726
Reid CV1,1,test,0,1260,0.8405603735823882,0.2244448392933224,0.2238599590476573,-0.02403040757338041,0.005957986189048946,0.07068992406129837,0.015447467565536499,0.08228439092636108
Reid CV1,1,test,0,1275,0.8505670446964643,0.22436183067744128,0.2238599590476573,-0.02430386601649513,0.00603051788865856,0.07153387367725372,0.01562553644180298,0.08326387405395508
Reid CV1,1,test,0,1290,0.8605737158105403,0.2243294990557376,0.2238599590476573,-0.0245775040121004,0.006103049588268174,0.07237830758094788,0.015808356925845146,0.08424467593431473
Reid CV1,1,test,0,1305,0.8705803869246164,0.2243452339227673,0.2238599590476573,-0.024849795364026515,0.006177869909467411,0.07322321832180023,0.015993596985936165,0.08522656559944153
Reid CV1,1,test,0,1320,0.8805870580386924,0.22427430047069938,0.2238599590476573,-0.025123972017103452,0.006249873465633266,0.07406757771968842,0.016172919422388077,0.08620644360780716
Reid CV1,1,test,0,1335,0.8905937291527685,0.22422118997987608,0.2238599590476573,-0.02539787934144456,0.006322053069613707,0.07491208612918854,0.01635362207889557,0.08718682080507278
Reid CV1,1,test,0,1350,0.9006004002668445,0.22423068761557294,0.2238599590476573,-0.025670619574597056,0.006396433271276479,0.07575609534978867,0.016538016498088837,0.08816751837730408
Reid CV1,1,test,0,1365,0.9106070713809206,0.2241831460099502,0.2238599590476573,-0.025944078017711775,0.006468524851349627,0.07659989595413208,0.016718938946723938,0.08914730697870255
Reid CV1,1,test,0,1380,0.9206137424949966,0.22410950874922156,0.2238599590476573,-0.02621663869837372,0.0065409685270519475,0.07744407653808594,0.016896888613700867,0.09012693911790848
Reid CV1,1,test,0,1395,0.9306204136090727,0.22409803221147126,0.2238599590476573,-0.026490635798960105,0.006614116394012614,0.07829003036022186,0.01708040200173855,0.09110923856496811
Reid CV1,1,test,0,1410,0.9406270847231488,0.22409819160269895,0.2238599590476573,-0.026762657822150385,0.006687704380509746,0.07913429290056229,0.017265237867832184,0.09209009259939194
Reid CV1,1,test,0,1425,0.9506337558372249,0.22402570526454493,0.2238599590476573,-0.027036385594000935,0.006759707936675601,0.0799776092171669,0.017442770302295685,0.09306902438402176
Reid CV1,1,test,0,1440,0.9606404269513009,0.22396196418093092,0.2238599590476573,-0.02730831784094594,0.006832239636285215,0.0808226689696312,0.017622774466872215,0.09404917806386948
Reid CV1,1,test,0,1455,0.970647098065377,0.22396848455167256,0.2238599590476573,-0.027582494494022877,0.0069061797184115205,0.08166675269603729,0.017807260155677795,0.09503026306629181
Reid CV1,1,test,0,1470,0.980653769179453,0.22395394920000655,0.2238599590476573,-0.027855055174684822,0.0069789754897430145,0.08251148462295532,0.017990030348300934,0.09601118415594101
Reid CV1,1,test,0,1485,0.9906604402935291,0.22388439572482058,0.2238599590476573,-0.028128423841554263,0.007050802998094283,0.08335672318935394,0.018169047310948372,0.0969913899898529
Reid CV1,1,test,1,0,0.0,,-0.24075396534886645,0.0,0.0,0.0,0.0,0.0
Reid CV1,1,test,1,15,0.01000667111407605,0.004829503878237963,-0.24075396534886645,-0.0002932901050910889,7.127588166716147e-06,0.0008827288402244449,4.594393976731226e-05,0.0010391479590907693
Reid CV1,1,test,1,30,0.0200133422281521,-0.09417832414865056,-0.24075396534886645,-0.0006178903856395841,-4.230068629377191e-05,0.0018245725659653544,0.00025232211919501424,0.002180428011342883
Reid CV1,1,test,1,45,0.030020013342228154,-0.1323481422777493,-0.24075396534886645,-0.0009425683589311498,-9.141906561657667e-05,0.0027567390352487564,0.0004924519453197718,0.0033348228316754103
Reid CV1,1,test,1,60,0.0400266844563042,-0.15187054115190535,-0.24075396534886645,-0.001270664812917817,-0.00013526922759876512,0.003674887353554368,0.0007416268344968557,0.004490092396736145
Reid CV1,1,test,1,75,0.05003335557038025,-0.16313947675387436,-0.24075396534886645,-0.0016008589709673874,-0.00017478085765338725,0.0045799752697348595,0.0009969902457669377,0.005643984768539667
Reid CV1,1,test,1,90,0.06004002668445631,-0.17071197411003236,-0.24075396534886645,-0.0019339277605105655,-0.00021150343146885957,0.005473901517689228,0.0012590127298608422,0.006797235459089279
Reid CV1,1,test,1,105,0.07004669779853236,-0.17602692269622885,-0.24075396534886645,-0.002267851170227519,-0.0002452820014763404,0.006358434911817312,0.0015267075505107641,0.007951035164296627
Reid CV1,1,test,1,120,0.0800533689126084,-0.18005367500649294,-0.24075396534886645,-0.0026039499767504465,-0.0002768138317356173,0.007235317956656218,0.001798293786123395,0.00910407118499279
Reid CV1,1,test,1,135,0.09006004002668445,-0.18326307043727114,-0.24075396534886645,-0.0029421464873362773,-0.0003081907144260525,0.008106149733066559,0.0020754090510308743,0.010258302092552185
Reid CV1,1,test,1,150,0.1000667111407605,-0.18582821066622363,-0.24075396534886645,-0.0032820522382696585,-0.00033848296413459614,0.008970746770501137,0.002358880825340748,0.0114136952906847
Reid CV1,1,test,1,165,0.11007338225483655,-0.18792165945020642,-0.24075396534886645,-0.0036233564585783085,-0.00036784552843008983,0.00982922688126564,0.0026444902177900076,0.012569461017847061
Reid CV1,1,test,1,180,0.12008005336891261,-0.18987020478800115,-0.24075396534886645,-0.003965748377289945,-0.0003968207238034794,0.010684644803404808,0.0029342160560190678,0.013727415353059769
Reid CV1,1,test,1,195,0.13008672448298866,-0.19144631047592678,-0.24075396534886645,-0.00430938337989071,-0.0004251761289015023,0.011538518592715263,0.003228346351534128,0.01488631684333086
Reid CV1,1,test,1,210,0.1400933955970647,-0.1929828031209517,-0.24075396534886645,-0.004655116086554377,-0.0004533765864306836,0.012393644079566002,0.0035265139304101467,0.016046330332756042
Reid CV1,1,test,1,225,0.15010006671114076,-0.19432342625069227,-0.24075396534886645,-0.005001392642419539,-0.00048149957017544406,0.013247146271169186,0.003827909007668495,0.01720762625336647
Reid CV1,1,test,1,240,0.1601067378252168,-0.19546028834005436,-0.24075396534886645,-0.005348912282173828,-0.0005097000277046254,0.014097487553954124,0.004130555782467127,0.018369236961007118
Reid CV1,1,test,1,255,0.17011340893929286,-0.19659713794704306,-0.24075396534886645,-0.005697131156615751,-0.0005379004852338066,0.01494734175503254,0.0044359685853123665,0.019533392041921616
Reid CV1,1,test,1,270,0.1801200800533689,-0.19757682987807224,-0.24075396534886645,-0.006045971573002238,-0.0005649388359966755,0.015797048807144165,0.004743718542158604,0.020698033273220062
Reid CV1,1,test,1,285,0.19012675116744496,-0.19860652571586826,-0.24075396534886645,-0.0063952781458471485,-0.00059344918866354,0.01664808765053749,0.0050544217228889465,0.021863436326384544
Reid CV1,1,test,1,300,0.200133422281521,-0.19939623059559913,-0.24075396534886645,-0.006745827802581186,-0.000620874908348513,0.017500940710306168,0.005364349111914635,0.023029370233416557
Reid CV1,1,test,1,315,0.21014009339559706,-0.20019519014553536,-0.24075396534886645,-0.007096921308516717,-0.000648765470740011,0.01837216503918171,0.00567654799669981,0.024196922779083252
Reid CV1,1,test,1,330,0.2201467645096731,-0.2009895256319871,-0.24075396534886645,-0.007448791741882953,-0.000677120875838034,0.01925649866461754,0.005990512669086456,0.025365211069583893
Reid CV1,1,test,1,345,0.23015343562374915,-0.20176658658622496,-0.24075396534886645,-0.00780081756073533,-0.0007053213333672152,0.020142074674367905,0.00630587711930275,0.02653447352349758
Reid CV1,1,test,1,360,0.24016010673782523,-0.20248708849072392,-0.24075396534886645,-0.008153464921532272,-0.0007338316860340798,0.02102944254875183,0.006622623186558485,0.027703965082764626
Reid CV1,1,test,1,375,0.2501667778519013,-0.20318204229058295,-0.24075396534886645,-0.008506500746044565,-0.0007619546697788403,0.021919751539826393,0.006940883584320545,0.02887396141886711
Reid CV1,1,test,1,390,0.2601734489659773,-0.20387790976402279,-0.24075396534886645,-0.008860779654445986,-0.0007906974437989673,0.02281172387301922,0.0072599309496581554,0.030045421794056892
Reid CV1,1,test,1,405,0.2701801200800534,-0.20448623250851491,-0.24075396534886645,-0.009214514713645915,-0.0008199050605256194,0.023704124614596367,0.007579425349831581,0.031217651441693306
Reid CV1,1,test,1,420,0.2801867911941294,-0.2051036004174684,-0.24075396534886645,-0.009568715929304266,-0.0008486478345457464,0.02459656074643135,0.007900145836174488,0.032390397042036057
Reid CV1,1,test,1,435,0.2901934623082055,-0.20572307280871832,-0.24075396534886645,-0.009924393307080956,-0.0008779329250568192,0.02548908442258835,0.008222169242799282,0.03356416895985603
Reid CV1,1,test,1,450,0.3002001334222815,-0.20632268012205876,-0.24075396534886645,-0.010279526835656153,-0.0009070630679990505,0.02638128772377968,0.008544727228581905,0.034738197922706604
Reid CV1,1,test,1,465,0.31020680453635757,-0.20695678590415434,-0.24075396534886645,-0.010635126520689773,-0.0009365805798633858,0.02727353759109974,0.008871464058756828,0.03591339662671089
Reid CV1,1,test,1,480,0.3202134756504336,-0.20753377822786565,-0.24075396534886645,-0.010989871585549616,-0.0009660980917277212,0.028166742995381355,0.009197651408612728,0.03708929941058159
Reid CV1,1,test,1,495,0.33022014676450967,-0.2081263009467535,-0.24075396534886645,-0.011345704348812448,-0.0009956930773764774,0.029059626162052155,0.009525884874165058,0.038265641778707504
Reid CV1,1,test,1,510,0.3402268178785857,-0.2086544257808045,-0.24075396534886645,-0.011702080961276772,-0.0010258303795161793,0.029952270910143852,0.009853309020400047,0.039442017674446106
Reid CV1,1,test,1,525,0.35023348899266177,-0.20924500083088685,-0.24075396534886645,-0.012058302188254955,-0.0010562001030091437,0.03084537386894226,0.01018291711807251,0.040619611740112305
Reid CV1,1,test,1,540,0.3602401601067378,-0.20977724438495063,-0.24075396534886645,-0.012414989571691562,-0.0010861049837955833,0.0317385271191597,0.010512412525713444,0.04179741069674492
Reid CV1,1,test,1,555,0.37024683122081387,-0.21031673259804565,-0.24075396534886645,-0.012771676955128168,-0.0011170170237794934,0.03263188526034355,0.010842947289347649,0.04297617822885513
Reid CV1,1,test,1,570,0.3802535023348899,-0.2108544588621548,-0.24075396534886645,-0.013129063573252409,-0.0011478515899789828,0.03352588042616844,0.011174451559782028,0.04415598511695862
Reid CV1,1,test,1,585,0.39026017344896596,-0.21138306634855714,-0.24075396534886645,-0.01348645019137665,-0.0011785312086096307,0.03441978618502617,0.011507515795528889,0.04533611238002777
Reid CV1,1,test,1,600,0.400266844563042,-0.21191090188476783,-0.24075396534886645,-0.013843681424014749,-0.0012094432485935409,0.035313598811626434,0.011840902268886566,0.04651622474193573
Reid CV1,1,test,1,615,0.41027351567711806,-0.21240354579991558,-0.24075396534886645,-0.01420091265665285,-0.0012402003410086095,0.03620802238583565,0.012173464521765709,0.04769664257764816
Reid CV1,1,test,1,630,0.4202801867911941,-0.21293561530043117,-0.24075396534886645,-0.014558454660263231,-0.0012714997499146238,0.037104472517967224,0.01250850036740303,0.04887903109192848
Reid CV1,1,test,1,645,0.43028685790527016,-0.21341528198556992,-0.24075396534886645,-0.014916152049359754,-0.0013032640015271633,0.03800007328391075,0.012843535281717777,0.05006089061498642
Reid CV1,1,test,1,660,0.4402935290193462,-0.2139416497031516,-0.24075396534886645,-0.015275014829602333,-0.001334873305570861,0.03889676555991173,0.013180428184568882,0.05124397575855255
Reid CV1,1,test,1,675,0.45030020013342226,-0.21444589710066908,-0.24075396534886645,-0.015632323754983503,-0.0013666375571834003,0.03979333117604256,0.0135177131742239,0.05242687463760376
Reid CV1,1,test,1,690,0.4603068712474983,-0.21494193726998342,-0.24075396534886645,-0.015990331915052308,-0.0013990215990713063,0.040690429508686066,0.013855794444680214,0.05361063405871391
Reid CV1,1,test,1,705,0.4703135423615744,-0.2154534397097326,-0.24075396534886645,-0.016347951611405762,-0.0014318704836657373,0.04158742353320122,0.014195461757481098,0.054794348776340485
Reid CV1,1,test,1,720,0.48032021347565046,-0.21595817690040772,-0.24075396534886645,-0.016706115156960705,-0.001464331999338064,0.04248565435409546,0.014535007067024708,0.055979277938604355
Reid CV1,1,test,1,735,0.4903268845897265,-0.21645157372335347,-0.24075396534886645,-0.017064511780744862,-0.001496328672303866,0.04338354617357254,0.014875905588269234,0.057164475321769714
Reid CV1,1,test,1,750,0.5003335557038026,-0.21694867401648033,-0.24075396534886645,-0.017423374560987442,-0.00152948745203598,0.044281475245952606,0.01521697361022234,0.05834992974996567
Reid CV1,1,test,1,765,0.5103402268178786,-0.21742197908950053,-0.24075396534886645,-0.01778192657025774,-0.0015626462317680943,0.045180246233940125,0.015559468418359756,0.059536345303058624
Reid CV1,1,test,1,780,0.5203468979319547,-0.21793083993762075,-0.24075396534886645,-0.01814055627227111,-0.0015959599590690502,0.046078771352767944,0.015904029831290245,0.0607231967151165
Reid CV1,1,test,1,795,0.5303535690460307,-0.21844860447507897,-0.24075396534886645,-0.018499185974284477,-0.0016302033717830562,0.04697748273611069,0.01624949276447296,0.061910904943943024
