dataset,split,sim_idx,frame,frame_frac,p_ratio,final_p_ratio,z0,pc1,case,latent_dim,pc1_formula,z1
dePablo CV1,test,31,51,0.4636363636363636,-0.5347409533262845,-0.5734598575106268,-1.3300913572311401,-0.3750314177193568,most auxetic,1,1.000*z0,
dePablo CV1,test,31,52,0.4727272727272727,-0.5358385967139577,-0.5734598575106268,-1.3056560754776,-0.35059613596581674,most auxetic,1,1.000*z0,
dePablo CV1,test,31,53,0.4818181818181818,-0.536998017499974,-0.5734598575106268,-1.2809834480285645,-0.3259235085167811,most auxetic,1,1.000*z0,
dePablo CV1,test,31,54,0.4909090909090909,-0.5380000203726152,-0.5734598575106268,-1.2576743364334106,-0.3026143969216273,most auxetic,1,1.000*z0,
dePablo CV1,test,31,55,0.5,-0.5389953899538995,-0.5734598575106268,-1.2343231439590454,-0.27926320444726205,most auxetic,1,1.000*z0,
dePablo CV1,test,31,56,0.509090909090909,-0.54007601724629,-0.5734598575106268,-1.2104883193969727,-0.2554283798851893,most auxetic,1,1.000*z0,
dePablo CV1,test,31,57,0.5181818181818182,-0.5411919073025306,-0.5734598575106268,-1.1866885423660278,-0.23162860285424447,most auxetic,1,1.000*z0,
dePablo CV1,test,31,58,0.5272727272727272,-0.5421707307823581,-0.5734598575106268,-1.162892460823059,-0.20783252131127572,most auxetic,1,1.000*z0,
dePablo CV1,test,31,59,0.5363636363636364,-0.5430746863991351,-0.5734598575106268,-1.1396361589431763,-0.1845762194313929,most auxetic,1,1.000*z0,
dePablo CV1,test,31,60,0.5454545454545454,-0.5439667179825526,-0.5734598575106268,-1.1169798374176025,-0.16191989790581918,most auxetic,1,1.000*z0,
dePablo CV1,test,31,61,0.5545454545454546,-0.5449162242791863,-0.5734598575106268,-1.0933825969696045,-0.13832265745782113,most auxetic,1,1.000*z0,
dePablo CV1,test,31,62,0.5636363636363636,-0.5458479272888495,-0.5734598575106268,-1.068623423576355,-0.11356348406457162,most auxetic,1,1.000*z0,
dePablo CV1,test,31,63,0.5727272727272728,-0.5468276891126604,-0.5734598575106268,-1.0459351539611816,-0.09087521444939828,most auxetic,1,1.000*z0,
dePablo CV1,test,31,64,0.5818181818181818,-0.5475292682717332,-0.5734598575106268,-1.0230152606964111,-0.06795532118462777,most auxetic,1,1.000*z0,
dePablo CV1,test,31,65,0.5909090909090909,-0.5483767304586086,-0.5734598575106268,-0.9999399781227112,-0.04488003861092782,most auxetic,1,1.000*z0,
dePablo CV1,test,31,66,0.6,-0.5491339107261826,-0.5734598575106268,-0.9755499958992004,-0.020490056387417077,most auxetic,1,1.000*z0,
dePablo CV1,test,31,67,0.6090909090909091,-0.5498872072515484,-0.5734598575106268,-0.9526031613349915,0.0024567781767919072,most auxetic,1,1.000*z0,
dePablo CV1,test,31,68,0.6181818181818182,-0.550704373338075,-0.5734598575106268,-0.9291275143623352,0.025932425149448157,most auxetic,1,1.000*z0,
dePablo CV1,test,31,69,0.6272727272727273,-0.5514379694008394,-0.5734598575106268,-0.9063165783882141,0.04874336112356925,most auxetic,1,1.000*z0,
dePablo CV1,test,31,70,0.6363636363636364,-0.5522008431266339,-0.5734598575106268,-0.8826330304145813,0.07242690909720206,most auxetic,1,1.000*z0,
dePablo CV1,test,31,71,0.6454545454545455,-0.5529120390077783,-0.5734598575106268,-0.8598934412002563,0.09516649831152701,most auxetic,1,1.000*z0,
dePablo CV1,test,31,72,0.6545454545454545,-0.5536536039989316,-0.5734598575106268,-0.8359405398368835,0.11911939967489982,most auxetic,1,1.000*z0,
dePablo CV1,test,31,73,0.6636363636363637,-0.5542985744177995,-0.5734598575106268,-0.8130702376365662,0.1419897018752172,most auxetic,1,1.000*z0,
dePablo CV1,test,31,74,0.6727272727272727,-0.554959944761636,-0.5734598575106268,-0.7907158732414246,0.1643440662703588,most auxetic,1,1.000*z0,
dePablo CV1,test,31,75,0.6818181818181818,-0.5556532249203384,-0.5734598575106268,-0.7672304511070251,0.18782948840475822,most auxetic,1,1.000*z0,
dePablo CV1,test,31,76,0.6909090909090909,-0.5563057527433602,-0.5734598575106268,-0.7426268458366394,0.21243309367514396,most auxetic,1,1.000*z0,
dePablo CV1,test,31,77,0.7,-0.556931681981622,-0.5734598575106268,-0.7205488681793213,0.23451107133246207,most auxetic,1,1.000*z0,
dePablo CV1,test,31,78,0.7090909090909091,-0.5575117784178539,-0.5734598575106268,-0.6979353427886963,0.2571245967230871,most auxetic,1,1.000*z0,
dePablo CV1,test,31,79,0.7181818181818181,-0.558136624369894,-0.5734598575106268,-0.6746599078178406,0.2804000316939428,most auxetic,1,1.000*z0,
dePablo CV1,test,31,80,0.7272727272727273,-0.5587786993298912,-0.5734598575106268,-0.6520881652832031,0.30297177422858024,most auxetic,1,1.000*z0,
dePablo CV1,test,31,81,0.7363636363636363,-0.5594019122533397,-0.5734598575106268,-0.629424512386322,0.32563542712546134,most auxetic,1,1.000*z0,
dePablo CV1,test,31,82,0.7454545454545455,-0.5599590092564065,-0.5734598575106268,-0.6059402823448181,0.34911965716696525,most auxetic,1,1.000*z0,
dePablo CV1,test,31,83,0.7545454545454545,-0.5605161290322581,-0.5734598575106268,-0.5829867124557495,0.37207322705603385,most auxetic,1,1.000*z0,
dePablo CV1,test,31,84,0.7636363636363637,-0.5610583712537267,-0.5734598575106268,-0.5606736540794373,0.3943862854323461,most auxetic,1,1.000*z0,
dePablo CV1,test,31,85,0.7727272727272727,-0.5616358702674764,-0.5734598575106268,-0.5374239683151245,0.41763597119665885,most auxetic,1,1.000*z0,
dePablo CV1,test,31,86,0.7818181818181819,-0.5622872832923598,-0.5734598575106268,-0.5135498046875,0.44151013482428336,most auxetic,1,1.000*z0,
dePablo CV1,test,31,87,0.7909090909090909,-0.5628404607858608,-0.5734598575106268,-0.49155697226524353,0.46350296724653983,most auxetic,1,1.000*z0,
dePablo CV1,test,31,88,0.8,-0.5633779086818967,-0.5734598575106268,-0.4689079821109772,0.4861519574008062,most auxetic,1,1.000*z0,
dePablo CV1,test,31,89,0.8090909090909091,-0.5638777663295965,-0.5734598575106268,-0.4457102119922638,0.5093497275195196,most auxetic,1,1.000*z0,
dePablo CV1,test,31,90,0.8181818181818182,-0.5643993240069064,-0.5734598575106268,-0.4231368601322174,0.531923079379566,most auxetic,1,1.000*z0,
dePablo CV1,test,31,91,0.8272727272727273,-0.5648467149761369,-0.5734598575106268,-0.4005360007286072,0.5545239387831762,most auxetic,1,1.000*z0,
dePablo CV1,test,31,92,0.8363636363636363,-0.5653455715163849,-0.5734598575106268,-0.37864160537719727,0.5764183341345861,most auxetic,1,1.000*z0,
dePablo CV1,test,31,93,0.8454545454545455,-0.5658924797203954,-0.5734598575106268,-0.3558041751384735,0.5992557643733099,most auxetic,1,1.000*z0,
dePablo CV1,test,31,94,0.8545454545454545,-0.5664081208312405,-0.5734598575106268,-0.3335111439228058,0.6215487955889776,most auxetic,1,1.000*z0,
dePablo CV1,test,31,95,0.8636363636363636,-0.5668400369856681,-0.5734598575106268,-0.30985012650489807,0.6452098130068853,most auxetic,1,1.000*z0,
dePablo CV1,test,31,96,0.8727272727272727,-0.5673559721380288,-0.5734598575106268,-0.28810253739356995,0.6669574021182134,most auxetic,1,1.000*z0,
dePablo CV1,test,31,97,0.8818181818181818,-0.5678015982613814,-0.5734598575106268,-0.2658490240573883,0.6892109154543951,most auxetic,1,1.000*z0,
dePablo CV1,test,31,98,0.8909090909090909,-0.568200532138356,-0.5734598575106268,-0.24243904650211334,0.71262089300967,most auxetic,1,1.000*z0,
dePablo CV1,test,31,99,0.9,-0.568706819114369,-0.5734598575106268,-0.21971850097179413,0.7353414385399892,most auxetic,1,1.000*z0,
dePablo CV1,test,31,100,0.9090909090909091,-0.5691419286843492,-0.5734598575106268,-0.19758106768131256,0.7574788718304708,most auxetic,1,1.000*z0,
dePablo CV1,test,31,101,0.9181818181818182,-0.5695892957103494,-0.5734598575106268,-0.17545102536678314,0.7796089141450002,most auxetic,1,1.000*z0,
dePablo CV1,test,31,102,0.9272727272727272,-0.570024808020363,-0.5734598575106268,-0.1523507982492447,0.8027091412625387,most auxetic,1,1.000*z0,
dePablo CV1,test,31,103,0.9363636363636364,-0.5704579607584009,-0.5734598575106268,-0.1302715390920639,0.8247884004197195,most auxetic,1,1.000*z0,
dePablo CV1,test,31,104,0.9454545454545454,-0.570877444823255,-0.5734598575106268,-0.10723864287137985,0.8478212966404035,most auxetic,1,1.000*z0,
dePablo CV1,test,31,105,0.9545454545454546,-0.5713083433087824,-0.5734598575106268,-0.08565825968980789,0.8694016798219755,most auxetic,1,1.000*z0,
dePablo CV1,test,31,106,0.9636363636363636,-0.5717133433780166,-0.5734598575106268,-0.06283567100763321,0.8922242685041502,most auxetic,1,1.000*z0,
dePablo CV1,test,31,107,0.9727272727272728,-0.5722258127391541,-0.5734598575106268,-0.04088820517063141,0.914171734341152,most auxetic,1,1.000*z0,
dePablo CV1,test,31,108,0.9818181818181818,-0.5726409293485718,-0.5734598575106268,-0.01806234009563923,0.9369975994161441,most auxetic,1,1.000*z0,
dePablo CV1,test,31,109,0.990909090909091,-0.573062108204728,-0.5734598575106268,0.00328834168612957,0.9583482811979129,most auxetic,1,1.000*z0,
dePablo CV1,test,31,110,1.0,-0.5734598575106268,-0.5734598575106268,0.025080326944589615,0.980140266456373,most auxetic,1,1.000*z0,
dePablo CV1,test,57,0,0.0,,-0.06735705102337672,-4.067995071411133,-3.1129351318993495,middle,1,1.000*z0,
dePablo CV1,test,57,1,0.008771929824561403,0.13333333333333333,-0.06735705102337672,-4.000540733337402,-3.045480793825619,middle,1,1.000*z0,
dePablo CV1,test,57,2,0.017543859649122806,0.07404371584699454,-0.06735705102337672,-3.937389373779297,-2.9823294342675135,middle,1,1.000*z0,
dePablo CV1,test,57,3,0.02631578947368421,0.04389799635701275,-0.06735705102337672,-3.8767876625061035,-2.92172772299432,middle,1,1.000*z0,
dePablo CV1,test,57,4,0.03508771929824561,0.02655590358164238,-0.06735705102337672,-3.8179914951324463,-2.862931555620663,middle,1,1.000*z0,
dePablo CV1,test,57,5,0.043859649122807015,0.015862668405041285,-0.06735705102337672,-3.758772611618042,-2.8037126721062586,middle,1,1.000*z0,
dePablo CV1,test,57,6,0.05263157894736842,0.007588761405727708,-0.06735705102337672,-3.7003135681152344,-2.745253628603451,middle,1,1.000*z0,
dePablo CV1,test,57,7,0.06140350877192982,0.0012359029816159431,-0.06735705102337672,-3.642249345779419,-2.6871894062676356,middle,1,1.000*z0,
dePablo CV1,test,57,8,0.07017543859649122,-0.004924779059569588,-0.06735705102337672,-3.584062099456787,-2.6290021599450037,middle,1,1.000*z0,
dePablo CV1,test,57,9,0.07894736842105263,-0.010063495866778483,-0.06735705102337672,-3.5260825157165527,-2.5710225762047694,middle,1,1.000*z0,
dePablo CV1,test,57,10,0.08771929824561403,-0.013677975228863758,-0.06735705102337672,-3.4686906337738037,-2.5136306942620203,middle,1,1.000*z0,
dePablo CV1,test,57,11,0.09649122807017543,-0.017115751381485647,-0.06735705102337672,-3.4114582538604736,-2.4563983143486903,middle,1,1.000*z0,
dePablo CV1,test,57,12,0.10526315789473684,-0.02029024455791454,-0.06735705102337672,-3.353332996368408,-2.398273056856625,middle,1,1.000*z0,
dePablo CV1,test,57,13,0.11403508771929824,-0.023260618079656254,-0.06735705102337672,-3.2966208457946777,-2.3415609062828944,middle,1,1.000*z0,
dePablo CV1,test,57,14,0.12280701754385964,-0.02608662293321057,-0.06735705102337672,-3.2398953437805176,-2.284835404268734,middle,1,1.000*z0,
dePablo CV1,test,57,15,0.13157894736842105,-0.028412954016818752,-0.06735705102337672,-3.181565046310425,-2.2265051067986414,middle,1,1.000*z0,
dePablo CV1,test,57,16,0.14035087719298245,-0.030181086519114688,-0.06735705102337672,-3.124593734741211,-2.1695337952294276,middle,1,1.000*z0,
dePablo CV1,test,57,17,0.14912280701754385,-0.031929326392175425,-0.06735705102337672,-3.0678789615631104,-2.112819022051327,middle,1,1.000*z0,
dePablo CV1,test,57,18,0.15789473684210525,-0.0334802811867032,-0.06735705102337672,-3.0101988315582275,-2.055138892046444,middle,1,1.000*z0,
dePablo CV1,test,57,19,0.16666666666666666,-0.03489618596253667,-0.06735705102337672,-2.9536259174346924,-1.998565977922909,middle,1,1.000*z0,
dePablo CV1,test,57,20,0.17543859649122806,-0.03649713275095128,-0.06735705102337672,-2.8963239192962646,-1.9412639797844813,middle,1,1.000*z0,
dePablo CV1,test,57,21,0.18421052631578946,-0.037869701686783885,-0.06735705102337672,-2.839421272277832,-1.8843613327660487,middle,1,1.000*z0,
dePablo CV1,test,57,22,0.19298245614035087,-0.038915812288434846,-0.06735705102337672,-2.782397985458374,-1.8273380459465907,middle,1,1.000*z0,
dePablo CV1,test,57,23,0.20175438596491227,-0.04008478129221596,-0.06735705102337672,-2.725531578063965,-1.7704716385521815,middle,1,1.000*z0,
dePablo CV1,test,57,24,0.21052631578947367,-0.040992569120567694,-0.06735705102337672,-2.6690640449523926,-1.7140041054406092,middle,1,1.000*z0,
dePablo CV1,test,57,25,0.21929824561403508,-0.04185408902026303,-0.06735705102337672,-2.611193895339966,-1.6561339558281825,middle,1,1.000*z0,
dePablo CV1,test,57,26,0.22807017543859648,-0.042899804345587475,-0.06735705102337672,-2.5546774864196777,-1.5996175469078944,middle,1,1.000*z0,
dePablo CV1,test,57,27,0.23684210526315788,-0.043667949073890454,-0.06735705102337672,-2.4983251094818115,-1.5432651699700282,middle,1,1.000*z0,
dePablo CV1,test,57,28,0.24561403508771928,-0.04445846718678293,-0.06735705102337672,-2.4416518211364746,-1.4865918816246912,middle,1,1.000*z0,
dePablo CV1,test,57,29,0.2543859649122807,-0.04518772843061247,-0.06735705102337672,-2.384526252746582,-1.4294663132347987,middle,1,1.000*z0,
dePablo CV1,test,57,30,0.2631578947368421,-0.0457618954166741,-0.06735705102337672,-2.3286523818969727,-1.3735924423851893,middle,1,1.000*z0,
dePablo CV1,test,57,31,0.2719298245614035,-0.04649677129735143,-0.06735705102337672,-2.2715022563934326,-1.3164423168816493,middle,1,1.000*z0,
dePablo CV1,test,57,32,0.2807017543859649,-0.04714598698844346,-0.06735705102337672,-2.214686155319214,-1.2596262158074305,middle,1,1.000*z0,
dePablo CV1,test,57,33,0.2894736842105263,-0.047873116779916645,-0.06735705102337672,-2.1577939987182617,-1.2027340592064784,middle,1,1.000*z0,
dePablo CV1,test,57,34,0.2982456140350877,-0.04830864644493066,-0.06735705102337672,-2.1014726161956787,-1.1464126766838953,middle,1,1.000*z0,
dePablo CV1,test,57,35,0.30701754385964913,-0.04885022322793713,-0.06735705102337672,-2.045449733734131,-1.0903897942223475,middle,1,1.000*z0,
dePablo CV1,test,57,36,0.3157894736842105,-0.04942474061301543,-0.06735705102337672,-1.988538146018982,-1.0334782065071986,middle,1,1.000*z0,
dePablo CV1,test,57,37,0.32456140350877194,-0.049924072601055754,-0.06735705102337672,-1.932167887687683,-0.9771079481758997,middle,1,1.000*z0,
dePablo CV1,test,57,38,0.3333333333333333,-0.05040620644016727,-0.06735705102337672,-1.8751112222671509,-0.9200512827553675,middle,1,1.000*z0,
dePablo CV1,test,57,39,0.34210526315789475,-0.05083071519708049,-0.06735705102337672,-1.8187142610549927,-0.8636543215432093,middle,1,1.000*z0,
dePablo CV1,test,57,40,0.3508771929824561,-0.051279993579969506,-0.06735705102337672,-1.762213945388794,-0.8071540058770106,middle,1,1.000*z0,
dePablo CV1,test,57,41,0.35964912280701755,-0.051780610979890646,-0.06735705102337672,-1.7065026760101318,-0.7514427364983485,middle,1,1.000*z0,
dePablo CV1,test,57,42,0.3684210526315789,-0.052290329155202285,-0.06735705102337672,-1.6496951580047607,-0.6946352184929774,middle,1,1.000*z0,
dePablo CV1,test,57,43,0.37719298245614036,-0.05267676076489543,-0.06735705102337672,-1.5934858322143555,-0.6384258927025721,middle,1,1.000*z0,
dePablo CV1,test,57,44,0.38596491228070173,-0.0529726443768997,-0.06735705102337672,-1.5376425981521606,-0.5825826586403773,middle,1,1.000*z0,
dePablo CV1,test,57,45,0.39473684210526316,-0.05332921218749628,-0.06735705102337672,-1.4806362390518188,-0.5255762995400355,middle,1,1.000*z0,
dePablo CV1,test,57,46,0.40350877192982454,-0.053636014746415155,-0.06735705102337672,-1.4240068197250366,-0.46894688021325326,middle,1,1.000*z0,
dePablo CV1,test,57,47,0.41228070175438597,-0.05400698847016242,-0.06735705102337672,-1.3680434226989746,-0.41298348318719125,middle,1,1.000*z0,
dePablo CV1,test,57,48,0.42105263157894735,-0.05434322270022067,-0.06735705102337672,-1.3120882511138916,-0.35702831160210824,middle,1,1.000*z0,
dePablo CV1,test,57,49,0.4298245614035088,-0.054628224582701064,-0.06735705102337672,-1.25538170337677,-0.30032176386498666,middle,1,1.000*z0,
dePablo CV1,test,57,50,0.43859649122807015,-0.05503370065261581,-0.06735705102337672,-1.1994417905807495,-0.24438185106896615,middle,1,1.000*z0,
dePablo CV1,test,57,51,0.4473684210526316,-0.05533762664932559,-0.06735705102337672,-1.1440428495407104,-0.1889829100289271,middle,1,1.000*z0,
dePablo CV1,test,57,52,0.45614035087719296,-0.055706437874205296,-0.06735705102337672,-1.0871522426605225,-0.1320923031487391,middle,1,1.000*z0,
dePablo CV1,test,57,53,0.4649122807017544,-0.05593177574809507,-0.06735705102337672,-1.031077265739441,-0.07601732622765756,middle,1,1.000*z0,
dePablo CV1,test,57,54,0.47368421052631576,-0.05625334310676149,-0.06735705102337672,-0.9755159020423889,-0.020455962530605554,middle,1,1.000*z0,
dePablo CV1,test,57,55,0.4824561403508772,-0.05643514286270009,-0.06735705102337672,-0.9195515513420105,0.035508388169772864,middle,1,1.000*z0,
dePablo CV1,test,57,56,0.49122807017543857,-0.05672614044471613,-0.06735705102337672,-0.8636404871940613,0.09141945231772208,middle,1,1.000*z0,
dePablo CV1,test,57,57,0.5,-0.057043925417812266,-0.06735705102337672,-0.8076156973838806,0.14744424212790275,middle,1,1.000*z0,
dePablo CV1,test,57,58,0.5087719298245614,-0.05732360725582596,-0.06735705102337672,-0.7515534162521362,0.20350652325964713,middle,1,1.000*z0,
dePablo CV1,test,57,59,0.5175438596491229,-0.057529304045907406,-0.06735705102337672,-0.6952535510063171,0.2598063885054662,middle,1,1.000*z0,
dePablo CV1,test,57,60,0.5263157894736842,-0.0577370499460693,-0.06735705102337672,-0.639729917049408,0.3153300224623754,middle,1,1.000*z0,
dePablo CV1,test,57,61,0.5350877192982456,-0.05801167949774652,-0.06735705102337672,-0.584436297416687,0.37062364209509635,middle,1,1.000*z0,
dePablo CV1,test,57,62,0.543859649122807,-0.0582820762774006,-0.06735705102337672,-0.5279753804206848,0.42708455909109855,middle,1,1.000*z0,
dePablo CV1,test,57,63,0.5526315789473685,-0.05858681902692056,-0.06735705102337672,-0.47212180495262146,0.4829381345591619,middle,1,1.000*z0,
dePablo CV1,test,57,64,0.5614035087719298,-0.058860399812796685,-0.06735705102337672,-0.4171195924282074,0.537940347083576,middle,1,1.000*z0,
dePablo CV1,test,57,65,0.5701754385964912,-0.058997292871777574,-0.06735705102337672,-0.36120614409446716,0.5938537954173162,middle,1,1.000*z0,
dePablo CV1,test,57,66,0.5789473684210527,-0.05922300199354933,-0.06735705102337672,-0.30545100569725037,0.649608933814533,middle,1,1.000*z0,
dePablo CV1,test,57,67,0.5877192982456141,-0.05944759319869083,-0.06735705102337672,-0.24990122020244598,0.7051587193093374,middle,1,1.000*z0,
dePablo CV1,test,57,68,0.5964912280701754,-0.05965864401447223,-0.06735705102337672,-0.19379161298274994,0.7612683265290334,middle,1,1.000*z0,
dePablo CV1,test,57,69,0.6052631578947368,-0.059879543287677604,-0.06735705102337672,-0.1384194791316986,0.8166404603800848,middle,1,1.000*z0,
dePablo CV1,test,57,70,0.6140350877192983,-0.06007931110890378,-0.06735705102337672,-0.08264876157045364,0.8724111779413297,middle,1,1.000*z0,
dePablo CV1,test,57,71,0.6228070175438597,-0.0602663773880552,-0.06735705102337672,-0.027662603184580803,0.9273973363272026,middle,1,1.000*z0,
dePablo CV1,test,57,72,0.631578947368421,-0.06051984519042914,-0.06735705102337672,0.028461037203669548,0.9835209767154529,middle,1,1.000*z0,
dePablo CV1,test,57,73,0.6403508771929824,-0.06072506667448199,-0.06735705102337672,0.0843823254108429,1.0394422649226263,middle,1,1.000*z0,
dePablo CV1,test,57,74,0.6491228070175439,-0.06086252628992274,-0.06735705102337672,0.13937954604625702,1.0944394855580404,middle,1,1.000*z0,
dePablo CV1,test,57,75,0.6578947368421053,-0.061030051488311726,-0.06735705102337672,0.19501149654388428,1.1500714360556676,middle,1,1.000*z0,
dePablo CV1,test,57,76,0.6666666666666666,-0.06123368169182589,-0.06735705102337672,0.24987368285655975,1.2049336223683431,middle,1,1.000*z0,
dePablo CV1,test,57,77,0.6754385964912281,-0.0614433562547753,-0.06735705102337672,0.3063109517097473,1.2613708912215307,middle,1,1.000*z0,
dePablo CV1,test,57,78,0.6842105263157895,-0.06168657514708504,-0.06735705102337672,0.36137017607688904,1.3164301155886724,middle,1,1.000*z0,
dePablo CV1,test,57,79,0.6929824561403509,-0.06185259908196011,-0.06735705102337672,0.4163975417613983,1.3714574812731817,middle,1,1.000*z0,
dePablo CV1,test,57,80,0.7017543859649122,-0.06197015484181531,-0.06735705102337672,0.47159865498542786,1.4266585944972112,middle,1,1.000*z0,
dePablo CV1,test,57,81,0.7105263157894737,-0.06216159108317266,-0.06735705102337672,0.5265949368476868,1.4816548763594701,middle,1,1.000*z0,
dePablo CV1,test,57,82,0.7192982456140351,-0.062361397375355475,-0.06735705102337672,0.5816239714622498,1.5366839109740331,middle,1,1.000*z0,
dePablo CV1,test,57,83,0.7280701754385965,-0.06258900552236979,-0.06735705102337672,0.6374734044075012,1.5925333439192846,middle,1,1.000*z0,
dePablo CV1,test,57,84,0.7368421052631579,-0.06273041584687972,-0.06735705102337672,0.692392885684967,1.6474528251967504,middle,1,1.000*z0,
dePablo CV1,test,57,85,0.7456140350877193,-0.06286731855878985,-0.06735705102337672,0.7472993731498718,1.7023593126616552,middle,1,1.000*z0,
dePablo CV1,test,57,86,0.7543859649122807,-0.06304496548292804,-0.06735705102337672,0.8025674819946289,1.7576274215064123,middle,1,1.000*z0,
dePablo CV1,test,57,87,0.7631578947368421,-0.06325464158367146,-0.06735705102337672,0.8584861159324646,1.813546055444248,middle,1,1.000*z0,
dePablo CV1,test,57,88,0.7719298245614035,-0.06340793328551804,-0.06735705102337672,0.913277268409729,1.8683372079215124,middle,1,1.000*z0,
dePablo CV1,test,57,89,0.7807017543859649,-0.06357801363029916,-0.06735705102337672,0.9680598974227905,1.923119836934574,middle,1,1.000*z0,
dePablo CV1,test,57,90,0.7894736842105263,-0.06369638728924863,-0.06735705102337672,1.0225671529769897,1.977627092488773,middle,1,1.000*z0,
dePablo CV1,test,57,91,0.7982456140350878,-0.06389744433733807,-0.06735705102337672,1.0781399011611938,2.033199840672977,middle,1,1.000*z0,
dePablo CV1,test,57,92,0.8070175438596491,-0.06412022906310863,-0.06735705102337672,1.1329686641693115,2.088028603681095,middle,1,1.000*z0,
dePablo CV1,test,57,93,0.8157894736842105,-0.06427030913012222,-0.06735705102337672,1.1882718801498413,2.1433318196616247,middle,1,1.000*z0,
dePablo CV1,test,57,94,0.8245614035087719,-0.06439590078581549,-0.06735705102337672,1.2430167198181152,2.1980766593298986,middle,1,1.000*z0,
dePablo CV1,test,57,95,0.8333333333333334,-0.06448961207139238,-0.06735705102337672,1.29780912399292,2.2528690635047033,middle,1,1.000*z0,
dePablo CV1,test,57,96,0.8421052631578947,-0.06468579196915586,-0.06735705102337672,1.3533557653427124,2.3084157048544958,middle,1,1.000*z0,
dePablo CV1,test,57,97,0.8508771929824561,-0.06485622122356703,-0.06735705102337672,1.4074041843414307,2.362464123853214,middle,1,1.000*z0,
dePablo CV1,test,57,98,0.8596491228070176,-0.06502494241957843,-0.06735705102337672,1.4630801677703857,2.418140107282169,middle,1,1.000*z0,
dePablo CV1,test,57,99,0.868421052631579,-0.06513869528101057,-0.06735705102337672,1.5166159868240356,2.471675926335819,middle,1,1.000*z0,
dePablo CV1,test,57,100,0.8771929824561403,-0.06531983290275303,-0.06735705102337672,1.5721672773361206,2.527227216847904,middle,1,1.000*z0,
dePablo CV1,test,57,101,0.8859649122807017,-0.06549772018365628,-0.06735705102337672,1.6268517971038818,2.581911736615665,middle,1,1.000*z0,
dePablo CV1,test,57,102,0.8947368421052632,-0.06566368989874095,-0.06735705102337672,1.681411623954773,2.6364715634665563,middle,1,1.000*z0,
dePablo CV1,test,57,103,0.9035087719298246,-0.06578523726929987,-0.06735705102337672,1.7359203100204468,2.69098024953223,middle,1,1.000*z0,
dePablo CV1,test,57,104,0.9122807017543859,-0.06591954082104981,-0.06735705102337672,1.7905395030975342,2.7455994426093175,middle,1,1.000*z0,
dePablo CV1,test,57,105,0.9210526315789473,-0.0660614767042618,-0.06735705102337672,1.8457677364349365,2.80082767594672,middle,1,1.000*z0,
dePablo CV1,test,57,106,0.9298245614035088,-0.06624986123305782,-0.06735705102337672,1.9008232355117798,2.855883175023563,middle,1,1.000*z0,
dePablo CV1,test,57,107,0.9385964912280702,-0.06637539741256923,-0.06735705102337672,1.9545739889144897,2.909633928426273,middle,1,1.000*z0,
dePablo CV1,test,57,108,0.9473684210526315,-0.06651379554560627,-0.06735705102337672,2.0084667205810547,2.963526660092838,middle,1,1.000*z0,
dePablo CV1,test,57,109,0.956140350877193,-0.06664180276381909,-0.06735705102337672,2.06378173828125,3.0188416777930334,middle,1,1.000*z0,
dePablo CV1,test,57,110,0.9649122807017544,-0.0667956934867391,-0.06735705102337672,2.1180241107940674,3.0730840503058507,middle,1,1.000*z0,
dePablo CV1,test,57,111,0.9736842105263158,-0.06695387343626516,-0.06735705102337672,2.1727871894836426,3.127847128995426,middle,1,1.000*z0,
dePablo CV1,test,57,112,0.9824561403508771,-0.06707485982290402,-0.06735705102337672,2.2268800735473633,3.1819400130591466,middle,1,1.000*z0,
dePablo CV1,test,57,113,0.9912280701754386,-0.06721766215077585,-0.06735705102337672,2.280665159225464,3.2357250987372472,middle,1,1.000*z0,
dePablo CV1,test,57,114,1.0,-0.06735705102337672,-0.06735705102337672,2.3357362747192383,3.2907962142310216,middle,1,1.000*z0,
dePablo CV2,test,26,0,0.0,,0.40844515428566636,2.8925204277038574,-7.633952300918782,least auxetic,2,0.038*z0 + 0.999*z1,-10.013961791992188
dePablo CV2,test,26,1,0.007751937984496124,0.37318255250403876,0.40844515428566636,2.8265881538391113,-7.588519117303034,least auxetic,2,0.038*z0 + 0.999*z1,-9.966011047363281
dePablo CV2,test,26,2,0.015503875968992248,0.3817204301075269,0.40844515428566636,2.762545108795166,-7.544246043163104,least auxetic,2,0.038*z0 + 0.999*z1,-9.919292449951172
dePablo CV2,test,26,3,0.023255813953488372,0.387941862551588,0.40844515428566636,2.6991076469421387,-7.500500037530704,least auxetic,2,0.038*z0 + 0.999*z1,-9.873124122619629
dePablo CV2,test,26,4,0.031007751937984496,0.3925636535093628,0.40844515428566636,2.6363253593444824,-7.457074337950365,least auxetic,2,0.038*z0 + 0.999*z1,-9.827301025390625
dePablo CV2,test,26,5,0.03875968992248062,0.3940504419055831,0.40844515428566636,2.573117256164551,-7.413513151349718,least auxetic,2,0.038*z0 + 0.999*z1,-9.781326293945312
dePablo CV2,test,26,6,0.046511627906976744,0.39735872787709997,0.40844515428566636,2.5103087425231934,-7.370215188317883,least auxetic,2,0.038*z0 + 0.999*z1,-9.73563003540039
dePablo CV2,test,26,7,0.05426356589147287,0.3977981368850566,0.40844515428566636,2.447199821472168,-7.326671231678842,least auxetic,2,0.038*z0 + 0.999*z1,-9.689676284790039
