dataset,latent_dim,sim_idx,final_p_ratio,variant,z0,z1
Reid CV1,1,52,0.33742504039823745,stiffness_network_mean,-2.8223626613616943,
Reid CV1,1,52,0.33742504039823745,edge_geometry_train_mean,-2.8019444942474365,
Reid CV1,1,52,0.33742504039823745,zero_ref_pos,-2.834476947784424,
Reid CV1,1,53,-0.3979398483632574,normal,-3.330958127975464,
Reid CV1,1,53,-0.3979398483632574,stiffness_global_mean,-2.9824206829071045,
Reid CV1,1,53,-0.3979398483632574,stiffness_network_mean,-3.294923782348633,
Reid CV1,1,53,-0.3979398483632574,edge_geometry_train_mean,-3.263554096221924,
Reid CV1,1,53,-0.3979398483632574,zero_ref_pos,-3.314258098602295,
Reid CV1,1,54,-0.06866933130407157,normal,-3.5250916481018066,
Reid CV1,1,54,-0.06866933130407157,stiffness_global_mean,-3.0411126613616943,
Reid CV1,1,54,-0.06866933130407157,stiffness_network_mean,-3.4745090007781982,
Reid CV1,1,54,-0.06866933130407157,edge_geometry_train_mean,-3.4024534225463867,
Reid CV1,1,54,-0.06866933130407157,zero_ref_pos,-3.502466917037964,
Reid CV1,1,55,-0.06695112756186168,normal,-3.2717506885528564,
Reid CV1,1,55,-0.06695112756186168,stiffness_global_mean,-2.9646990299224854,
Reid CV1,1,55,-0.06695112756186168,stiffness_network_mean,-3.2400410175323486,
Reid CV1,1,55,-0.06695112756186168,edge_geometry_train_mean,-3.2048051357269287,
Reid CV1,1,55,-0.06695112756186168,zero_ref_pos,-3.238250255584717,
Reid CV1,1,56,-0.2691509251686252,normal,-3.2973642349243164,
Reid CV1,1,56,-0.2691509251686252,stiffness_global_mean,-2.9920432567596436,
Reid CV1,1,56,-0.2691509251686252,stiffness_network_mean,-3.295809030532837,
Reid CV1,1,56,-0.2691509251686252,edge_geometry_train_mean,-3.2142910957336426,
Reid CV1,1,56,-0.2691509251686252,zero_ref_pos,-3.2795989513397217,
Reid CV1,1,57,-0.06082767686482228,normal,-3.3332133293151855,
