dataset,split,sim_idx,frame,axis_p_ratio,axis_x_compression,final_p_ratio,x_compression,trajectory_progress
Reid CV2,test,0,470,0.00214703072530308,-0.43059882290502033,-0.5936111989220015,0.006967050107407056,0.3135423615743829
Reid CV2,test,0,480,0.0019870783315733623,-0.39896561502908806,-0.5936111989220015,0.0070956802454305795,0.3202134756504336
Reid CV2,test,0,490,0.0018250994105101503,-0.3669729345911731,-0.5936111989220015,0.007223775909196387,0.3268845897264843
Reid CV2,test,0,500,0.001662505215562157,-0.334852006427482,-0.5936111989220015,0.007351782493919242,0.333555703802535
Reid CV2,test,0,510,0.0014971417496140679,-0.302292760377323,-0.5936111989220015,0.007480056315770954,0.3402268178785857
Reid CV2,test,0,520,0.0013302322355187128,-0.26943853245056504,-0.5936111989220015,0.007606815793892474,0.3468979319546364
Reid CV2,test,0,530,0.0011621861889515867,-0.23637175348542383,-0.5936111989220015,0.007733753430099898,0.3535690460306871
Reid CV2,test,0,540,0.0009919246803807022,-0.2029594100573791,-0.5936111989220015,0.007860780145350275,0.3602401601067378
Reid CV2,test,0,550,0.0008211783255810244,-0.16942717011603298,-0.5936111989220015,0.007986916070171126,0.3669112741827885
Reid CV2,test,0,560,0.0006482993372097869,-0.13552419399492052,-0.5936111989220015,0.008113408311163786,0.3735823882588392
Reid CV2,test,0,570,0.00047301958809463314,-0.10127096742968662,-0.5936111989220015,0.008239722394070543,0.3802535023348899
Reid CV2,test,0,580,0.0002964212781414571,-0.06674490981044703,-0.5936111989220015,0.00836541292367663,0.3869246164109406
Reid CV2,test,0,590,0.00011729082265720497,-0.031811699857750904,-0.5936111989220015,0.008490034504767287,0.3935957304869913
Reid CV2,test,0,600,-6.254173663050164e-05,0.0032429919776686333,-0.5936111989220015,0.008614923322986802,0.400266844563042
Reid CV2,test,0,610,-0.00024559749792466224,0.03881965108469801,-0.5936111989220015,0.008739633983120412,0.4069379586390927
Reid CV2,test,0,620,-0.00042973737338692573,0.07457083093556405,-0.5936111989220015,0.008864344643254023,0.4136090727151434
Reid CV2,test,0,630,-0.0006159632403279955,0.11070777471371938,-0.5936111989220015,0.008989055303387632,0.4202801867911941
Reid CV2,test,0,640,-0.0008035714462384619,0.14704889913682706,-0.5936111989220015,0.009113587805435336,0.4269513008672448
Reid CV2,test,0,650,-0.0009941259928977577,0.1838216649113544,-0.5936111989220015,0.00923776399131123,0.4336224149432955
Reid CV2,test,0,660,-0.0011863033274259705,0.22092453045171842,-0.5936111989220015,0.009361583861015314,0.4402935290193462
Reid CV2,test,0,670,-0.0013810183046209688,0.2583627079966853,-0.5936111989220015,0.009485581888805304,0.4469646430953969
Reid CV2,test,0,680,-0.0015776470226258883,0.29619783336919886,-0.5936111989220015,0.009608689126165765,0.4536357571714476
Reid CV2,test,0,690,-0.0017764199600486508,0.3342715649865245,-0.5936111989220015,0.009732598074912802,0.4603068712474983
Reid CV2,test,0,700,-0.0019772766621884534,0.3727473068255886,-0.5936111989220015,0.009855170838015551,0.466977985323549
Reid CV2,test,0,710,-0.002180185256691738,0.41154026108137126,-0.5936111989220015,0.009977832680161251,0.47364909939959976
Reid CV2,test,0,720,-0.0023863106854156843,0.45079057384394106,-0.5936111989220015,0.010100138206135142,0.48032021347565046
Reid CV2,test,0,730,-0.002594705995190236,0.49043368430086604,-0.5936111989220015,0.010221820178808363,0.48699132755170116
Reid CV2,test,0,740,-0.0028058730287452843,0.5304734171184556,-0.5936111989220015,0.010344482020954063,0.49366244162775186
Reid CV2,test,0,750,-0.0030188792901504353,0.570858733579905,-0.5936111989220015,0.01046705478405681,0.5003335557038026
Reid CV2,test,0,760,-0.003234602630270583,0.6116188884019215,-0.5936111989220015,0.010588914914815938,0.5070046697798533
Reid CV2,test,0,770,-0.003454159122108254,0.6529253017165458,-0.5936111989220015,0.010711220440789829,0.513675783855904
Reid CV2,test,0,780,-0.0036752072430464413,0.6944794636763174,-0.5936111989220015,0.010832724255377145,0.5203468979319547
Reid CV2,test,0,790,-0.0038998146123187115,0.7365473118222724,-0.5936111989220015,0.010954406228050367,0.5270180120080054
Reid CV2,test,0,800,-0.004126299030967627,0.7789228026255449,-0.5936111989220015,0.011075286489337016,0.533689126084056
Reid CV2,test,0,810,-0.004356958197854235,0.8219147781094225,-0.5936111989220015,0.011196433987752523,0.5403602401601068
Reid CV2,test,0,820,-0.004589092170302223,0.8650947772518077,-0.5936111989220015,0.01131758148616803,0.5470313542361575
Reid CV2,test,0,830,-0.004824977423166716,0.9088947572805242,-0.5936111989220015,0.01143855082649763,0.5537024683122082
Reid CV2,test,0,840,-0.00506410887676824,0.9531282415445738,-0.5936111989220015,0.011560232799170853,0.5603735823882589
Reid CV2,test,0,850,-0.0053070493002069655,0.9979733458920017,-0.5936111989220015,0.011681202139500454,0.5670446964643095
Reid CV2,test,0,860,-0.0055531525908566306,1.0431776770520567,-0.5936111989220015,0.01180199332174415,0.5737158105403602
Reid CV2,test,0,870,-0.005802795993058738,1.0889401141229202,-0.5936111989220015,0.011922784503987847,0.580386924616411
Reid CV2,test,0,880,-0.006055335910024029,1.1351169159103152,-0.5936111989220015,0.012043219370059732,0.5870580386924616
Reid CV2,test,0,890,-0.006312143633393906,1.1819055961146236,-0.5936111989220015,0.012163921473260475,0.5937291527685123
Reid CV2,test,0,900,-0.006572374766787221,1.2291835532046786,-0.5936111989220015,0.012284712655504171,0.600400266844563
Reid CV2,test,0,910,-0.006837522800509947,1.2771452895770707,-0.5936111989220015,0.012405058442533106,0.6070713809206137
Reid CV2,test,0,920,-0.0071050075377699536,1.3254010284317144,-0.5936111989220015,0.012525671466690896,0.6137424949966644
Reid CV2,test,0,930,-0.007377981443081651,1.3744652279616971,-0.5936111989220015,0.012645393700419161,0.6204136090727151
Reid CV2,test,0,940,-0.007654269468285797,1.4239751363772315,-0.5936111989220015,0.012766095803619905,0.6270847231487658
Reid CV2,test,0,950,-0.007935802716249775,1.474248629612979,-0.5936111989220015,0.012886085274477028,0.6337558372248165
Reid CV2,test,0,960,-0.008220786374454156,1.5249413425720069,-0.5936111989220015,0.01300634198246301,0.6404269513008672
Reid CV2,test,0,970,-0.008510984705751994,1.5763983931771959,-0.5936111989220015,0.01312588605810537,0.6470980653769179
Reid CV2,test,0,980,-0.008806074293274015,1.6284565848390629,-0.5936111989220015,0.013246142766091349,0.6537691794529686
Reid CV2,test,0,990,-0.009106542123529779,1.6813074661932768,-0.5936111989220015,0.01336604315790552,0.6604402935290193
Reid CV2,test,0,1000,-0.009411310397080505,1.7346907776585454,-0.5936111989220015,0.013486478023977407,0.66711140760507
Reid CV2,test,0,1010,-0.009721290977425084,1.7887922238789626,-0.5936111989220015,0.013606378415791577,0.6737825216811207
Reid CV2,test,0,1020,-0.010036027254758443,1.8435953002265446,-0.5936111989220015,0.013726100649519842,0.6804536357571714
Reid CV2,test,0,1030,-0.01035734803460168,1.8992122281042412,-0.5936111989220015,0.013846001041334013,0.6871247498332221
Reid CV2,test,0,1040,-0.010684814800319206,1.955621430899397,-0.5936111989220015,0.013965723275062278,0.6937958639092728
Reid CV2,test,0,1050,-0.011017186009869654,2.012710093818168,-0.5936111989220015,0.014085623666876448,0.7004669779853235
Reid CV2,test,0,1060,-0.011357022583725616,2.0708499641998044,-0.5936111989220015,0.01420454418921814,0.7071380920613742
Reid CV2,test,0,1070,-0.011702816381747682,2.1296202207643473,-0.5936111989220015,0.014324979055290026,0.7138092061374249
Reid CV2,test,0,1080,-0.012056781283808934,2.189544572594181,-0.5936111989220015,0.01444398865667467,0.7204803202134756
Reid CV2,test,0,1090,-0.012415566252565272,2.2501134548648793,-0.5936111989220015,0.014563621811359983,0.7271514342895263
Reid CV2,test,0,1100,-0.012782792087720013,2.311788149648021,-0.5936111989220015,0.014683522203174154,0.733822548365577
Reid CV2,test,0,1110,-0.01315677445003497,2.374290961292374,-0.5936111989220015,0.014802799041687655,0.7404936624416277
Reid CV2,test,0,1120,-0.013539426801244711,2.437893939254561,-0.5936111989220015,0.014922610354458873,0.7471647765176784
Reid CV2,test,0,1130,-0.01392956424511688,2.5025152556777406,-0.5936111989220015,0.015042154430101234,0.7538358905937291
Reid CV2,test,0,1140,-0.014328442867413214,2.5681933490345683,-0.5936111989220015,0.015161609426700641,0.7605070046697798
Reid CV2,test,0,1150,-0.014735357207475418,2.6349502298935414,-0.5936111989220015,0.015280797186171192,0.7671781187458305
Reid CV2,test,0,1160,-0.01515161926576133,2.7027813237561045,-0.5936111989220015,0.015401142973200124,0.7738492328218812
Reid CV2,test,0,1170,-0.015576918919123644,2.7719024483042647,-0.5936111989220015,0.01552015257458477,0.7805203468979319
Reid CV2,test,0,1180,-0.016010741170648303,2.841993213785684,-0.5936111989220015,0.015640052966398938,0.7871914609739826
Reid CV2,test,0,1190,-0.01645565522285561,2.9135870776581547,-0.5936111989220015,0.015758706251611774,0.7938625750500333
Reid CV2,test,0,1200,-0.01690990571993999,2.9862739368209987,-0.5936111989220015,0.015878161248211183,0.800533689126084
Reid CV2,test,0,1210,-0.017376645578453257,3.0605173510045955,-0.5936111989220015,0.0159979725609824,0.8072048032021347
Reid CV2,test,0,1220,-0.01785029707875654,3.1356313208106763,-0.5936111989220015,0.016117338478538853,0.8138759172781854
Reid CV2,test,0,1230,-0.018337742948161522,3.212459357670471,-0.5936111989220015,0.0162363480799235,0.8205470313542361
Reid CV2,test,0,1240,-0.01883777501263002,3.2908831983924913,-0.5936111989220015,0.01635633755078062,0.8272181454302868
Reid CV2,test,0,1250,-0.01934881985824138,3.3706409183084967,-0.5936111989220015,0.01647579254738003,0.8338892595063375
Reid CV2,test,0,1260,-0.01987387647006664,3.4521767398331,-0.5936111989220015,0.016594891227807627,0.8405603735823882
Reid CV2,test,0,1270,-0.020410663780189103,3.5350287491419135,-0.5936111989220015,0.016714524382492938,0.8472314876584389
Reid CV2,test,0,1280,-0.020958927128120777,3.619420649408443,-0.5936111989220015,0.016833890300049396,0.8539026017344896
Reid CV2,test,0,1290,-0.0215222014742028,3.705630793205087,-0.5936111989220015,0.01695325621760585,0.8605737158105403
Reid CV2,test,0,1300,-0.02209830168007833,3.7933383124743485,-0.5936111989220015,0.017073423846548877,0.867244829886591
Reid CV2,test,0,1310,-0.022691495100114686,3.883205984095849,-0.5936111989220015,0.01719305700123419,0.8739159439626417
Reid CV2,test,0,1320,-0.0232989902291185,3.9747197071085205,-0.5936111989220015,0.017313135551134267,0.8805870580386924
Reid CV2,test,0,1330,-0.023924159295015325,4.068504177151344,-0.5936111989220015,0.017432679626776627,0.8872581721147431
Reid CV2,test,0,1340,-0.02456490125751255,4.164148557478652,-0.5936111989220015,0.017552401860504892,0.8939292861907938
Reid CV2,test,0,1350,-0.025222479022193746,4.2617049968652125,-0.5936111989220015,0.01767158961997544,0.9006004002668445
Reid CV2,test,0,1360,-0.025896870600517992,4.361460856626442,-0.5936111989220015,0.017790599221360087,0.9072715143428952
Reid CV2,test,0,1370,-0.026591767423565935,4.463584232707887,-0.5936111989220015,0.017910321455088352,0.9139426284189459
Reid CV2,test,0,1380,-0.02730240471434084,4.567614276993811,-0.5936111989220015,0.018030400004988425,0.9206137424949966
Reid CV2,test,0,1390,-0.028033554348738547,4.6741504462729875,-0.5936111989220015,0.018149944080630788,0.9272848565710473
Reid CV2,test,0,1400,-0.028783903316113475,4.782998416764834,-0.5936111989220015,0.018269042761058382,0.933955970647098
Reid CV2,test,0,1410,-0.02955462433527677,4.894360595538394,-0.5936111989220015,0.018389032231915507,0.9406270847231488
Reid CV2,test,0,1420,-0.030349041337242363,5.008515909376007,-0.5936111989220015,0.018509199860858534,0.9472981987991995
Reid CV2,test,0,1430,-0.031164299909336095,5.125155356819333,-0.5936111989220015,0.018628654857457943,0.9539693128752502
Reid CV2,test,0,1440,-0.032003417581834726,5.244667189835602,-0.5936111989220015,0.018748377091186208,0.9606404269513009
Reid CV2,test,0,1450,-0.0328613238020053,5.366473190197636,-0.5936111989220015,0.01886872287821514,0.9673115410273516
Reid CV2,test,0,1460,-0.03374470081006498,5.491324661351606,-0.5936111989220015,0.01898853419098636,0.9739826551034023
Reid CV2,test,0,1470,-0.03465081402570483,5.618863387644366,-0.5936111989220015,0.019108345503757576,0.980653769179453
Reid CV2,test,0,1480,-0.035581696290987265,5.7493631028004435,-0.5936111989220015,0.0192283349746147,0.9873248832555037
Reid CV2,test,0,1490,-0.03653628017574581,5.882646561877182,-0.5936111989220015,0.019348413524514774,0.9939959973315544
Reid CV2,test,1,0,0.008145148124322403,-1.6361900613762923,-0.17738836707016928,-0.0,0.0
Reid CV2,test,1,10,0.00807571974551813,-1.6212440389775946,-0.17738836707016928,0.00019030463149818951,0.0066711140760507
Reid CV2,test,1,20,0.007993791958856416,-1.6040749695409933,-0.17738836707016928,0.0003956297356967719,0.0133422281521014
Reid CV2,test,1,30,0.007908676008262753,-1.5863662997143015,-0.17738836707016928,0.0005967409516264657,0.0200133422281521
Reid CV2,test,1,40,0.00782292587302095,-1.568548352655105,-0.17738836707016928,0.0007913274373333645,0.0266844563042028
Reid CV2,test,1,50,0.007736744832031554,-1.550633466975628,-0.17738836707016928,0.0009817000347713749,0.0333555703802535
Reid CV2,test,1,60,0.007650405027217559,-1.532657149714606,-0.17738836707016928,0.0011701016199545825,0.0400266844563042
Reid CV2,test,1,70,0.007563476066281576,-1.5145623498865544,-0.17738836707016928,0.0013570079544617329,0.0466977985323549
Reid CV2,test,1,80,0.007476222453730083,-1.4963847627366946,-0.17738836707016928,0.0015428947998715715,0.0533689126084056
Reid CV2,test,1,90,0.007388718519744327,-1.4781572524716602,-0.17738836707016928,0.0017281019858832024,0.06004002668445631
Reid CV2,test,1,100,0.0073010683133151325,-1.4598882420801678,-0.17738836707016928,0.0019122217168577008,0.066711140760507
Reid CV2,test,1,110,0.007212950719011344,-1.441526661676359,-0.17738836707016928,0.0020955258565543496,0.0733822548365577
Reid CV2,test,1,120,0.007124557707502719,-1.4230880198628773,-0.17738836707016928,0.0022791698259501027,0.0800533689126084
Reid CV2,test,1,130,0.0070357354386977764,-1.4045622293124829,-0.17738836707016928,0.002462949727225497,0.0867244829886591
Reid CV2,test,1,140,0.006946611909092257,-1.3859773621592497,-0.17738836707016928,0.0026460499691026837,0.0933955970647098
Reid CV2,test,1,150,0.0068569773373701685,-1.367291170246011,-0.17738836707016928,0.0028288783472205873,0.1000667111407605
Reid CV2,test,1,160,0.006766919736600064,-1.3485199891752209,-0.17738836707016928,0.003011298929699566,0.1067378252168112
Reid CV2,test,1,170,0.006676494512936098,-1.3296780667462138,-0.17738836707016928,0.003193991375937828,0.1134089392928619
Reid CV2,test,1,180,0.006585940201015631,-1.3107942207261531,-0.17738836707016928,0.0033761400946575237,0.12008005336891261
Reid CV2,test,1,190,0.006495098515579603,-1.291831294871924,-0.17738836707016928,0.0035585606771365024,0.12675116744496331
Reid CV2,test,1,200,0.006403657901232252,-1.272775570940128,-0.17738836707016928,0.0037406414299163775,0.133422281521014
Reid CV2,test,1,210,0.006311721280318706,-1.253606008166138,-0.17738836707016928,0.003923129978335177,0.1400933955970647
Reid CV2,test,1,220,0.006219418480564076,-1.2343789685444482,-0.17738836707016928,0.0041044631057770235,0.1467645096731154
Reid CV2,test,1,230,0.006126793551742923,-1.2150586706678779,-0.17738836707016928,0.004287019620135644,0.1534356237491661
Reid CV2,test,1,240,0.006033534325264607,-1.1956418201744796,-0.17738836707016928,0.004468556645396952,0.1601067378252168
Reid CV2,test,1,250,0.005939982032092528,-1.1761616432981437,-0.17738836707016928,0.004650093670658261,0.1667778519012675
Reid CV2,test,1,260,0.00584606675232843,-1.156596732451746,-0.17738836707016928,0.004832650185016881,0.1734489659773182
Reid CV2,test,1,270,0.005751779509156318,-1.1369808482203527,-0.17738836707016928,0.005014934835616219,0.1801200800533689
Reid CV2,test,1,280,0.005657163056191411,-1.1172678323669534,-0.17738836707016928,0.005197355418095197,0.1867911941294196
Reid CV2,test,1,290,0.005561786514215129,-1.097435920072407,-0.17738836707016928,0.005378552613657402,0.1934623082054703
Reid CV2,test,1,300,0.005465972612224401,-1.077530358809574,-0.17738836707016928,0.0055607013323770976,0.200133422281521
Reid CV2,test,1,310,0.00536995106429034,-1.0575570531065983,-0.17738836707016928,0.0057421703916985855,0.2068045363575717
Reid CV2,test,1,320,0.005273370183696148,-1.037487660507773,-0.17738836707016928,0.00592418317853864,0.2134756504336224
Reid CV2,test,1,330,0.005175799839047012,-1.017255293092625,-0.17738836707016928,0.006105924101619411,0.2201467645096731
Reid CV2,test,1,340,0.005078315915519922,-0.9970231090887252,-0.17738836707016928,0.006287665024700182,0.2268178785857238
Reid CV2,test,1,350,0.004980128479020843,-0.9766717909879499,-0.17738836707016928,0.006469405947780953,0.2334889926617745
Reid CV2,test,1,360,0.004881695505283291,-0.9562594448408434,-0.17738836707016928,0.006651010938982082,0.24016010673782523
Reid CV2,test,1,370,0.004782401972969455,-0.935707547491414,-0.17738836707016928,0.00683247999830357,0.24683122081387593
Reid CV2,test,1,380,0.004682672489809472,-0.9150796533878499,-0.17738836707016928,0.007014356853263982,0.25350233488992663
Reid CV2,test,1,390,0.00458264582546029,-0.8943827516432149,-0.17738836707016928,0.007196777435742961,0.2601734489659773
Reid CV2,test,1,400,0.004481889099959702,-0.8735858745014625,-0.17738836707016928,0.007378178529124629,0.266844563042028
Reid CV2,test,1,410,0.004380536489902962,-0.8526660544790932,-0.17738836707016928,0.007560259281904504,0.2735156771180787
Reid CV2,test,1,420,0.0042785413531974395,-0.83163831932363,-0.17738836707016928,0.007742000204985274,0.2801867911941294
Reid CV2,test,1,430,0.004176304906758428,-0.8105425127642912,-0.17738836707016928,0.007924012991825328,0.2868579052701801
Reid CV2,test,1,440,0.004073578525751619,-0.7893917007662044,-0.17738836707016928,0.008105482051146817,0.2935290193462308
Reid CV2,test,1,450,0.00397018904561747,-0.7681045673443583,-0.17738836707016928,0.008287087042347947,0.3002001334222815
Reid CV2,test,1,460,0.0038661677903752997,-0.7467104103726115,-0.17738836707016928,0.008468420169789792,0.3068712474983322
Reid CV2,test,1,470,0.003761527695086825,-0.7252378243481168,-0.17738836707016928,0.008650161092870564,0.3135423615743829
Reid CV2,test,1,480,0.003656280328886275,-0.7036738023454663,-0.17738836707016928,0.00883163015219205,0.3202134756504336
Reid CV2,test,1,490,0.0035505840767779,-0.6820051890915289,-0.17738836707016928,0.009012963279633898,0.3268845897264843
Reid CV2,test,1,500,0.0034442356598609735,-0.6602196459740792,-0.17738836707016928,0.009194160475196103,0.333555703802535
Reid CV2,test,1,510,0.0033369534243263095,-0.638297513508857,-0.17738836707016928,0.009376037330156515,0.3402268178785857
Reid CV2,test,1,520,0.0032292531050967747,-0.6163197615361843,-0.17738836707016928,0.009557914185116928,0.3468979319546364
Reid CV2,test,1,530,0.0031211200621547616,-0.5942543679833803,-0.17738836707016928,0.009739519176318056,0.3535690460306871
Reid CV2,test,1,540,0.00301219256182663,-0.5720709249186205,-0.17738836707016928,0.009920444508120978,0.3602401601067378
Reid CV2,test,1,550,0.0029025041981338203,-0.5497385347129068,-0.17738836707016928,0.010102049499322108,0.3669112741827885
Reid CV2,test,1,560,0.0027921051626181885,-0.5273114739552348,-0.17738836707016928,0.010283246694884313,0.3735823882588392
Reid CV2,test,1,570,0.002681180641010716,-0.5048071532424997,-0.17738836707016928,0.010464919652025263,0.3802535023348899
Reid CV2,test,1,580,0.0025698933155891795,-0.4822365985367568,-0.17738836707016928,0.010646592609166212,0.3869246164109406
Reid CV2,test,1,590,0.0024572479726162047,-0.45945895078075266,-0.17738836707016928,0.010828605396006268,0.3935957304869913
Reid CV2,test,1,600,0.002344388938229946,-0.4366298989822986,-0.17738836707016928,0.011010142421267575,0.400266844563042
Reid CV2,test,1,610,0.002230613952377094,-0.41368463508275616,-0.17738836707016928,0.011191543514649243,0.4069379586390927
Reid CV2,test,1,620,0.0021163974920141984,-0.39066004095679396,-0.17738836707016928,0.011372468846452164,0.4136090727151434
Reid CV2,test,1,630,0.0020014305110306182,-0.3674943405273719,-0.17738836707016928,0.01155454959923204,0.4202801867911941
Reid CV2,test,1,640,0.0018853361836977088,-0.34417600225269324,-0.17738836707016928,0.011736290522312811,0.4269513008672448
Reid CV2,test,1,650,0.0017688801659317384,-0.32078330683778217,-0.17738836707016928,0.011917283820055552,0.4336224149432955
Reid CV2,test,1,660,0.0016518172428099578,-0.2973361753988228,-0.17738836707016928,0.012099296606895607,0.4402935290193462
Reid CV2,test,1,670,0.0015339197874854591,-0.2737500079277602,-0.17738836707016928,0.012280629734337453,0.4469646430953969
Reid CV2,test,1,680,0.0014150612342509925,-0.2499724099004684,-0.17738836707016928,0.012462370657418224,0.4536357571714476
Reid CV2,test,1,690,0.0012951504392019423,-0.22610508893435985,-0.17738836707016928,0.01264370378486007,0.4603068712474983
Reid CV2,test,1,700,0.0011747364787356963,-0.20214839267097418,-0.17738836707016928,0.012824900980422275,0.466977985323549
Reid CV2,test,1,710,0.001053622415209184,-0.17807941746177017,-0.17738836707016928,0.01300609817598448,0.47364909939959976
Reid CV2,test,1,720,0.000931362320588782,-0.15385132566922638,-0.17738836707016928,0.013187499269366148,0.48032021347565046
Reid CV2,test,1,730,0.000808225505196599,-0.12946673300320405,-0.17738836707016928,0.013369172226507096,0.48699132755170116
Reid CV2,test,1,740,0.0006847661435851351,-0.10505539284137497,-0.17738836707016928,0.013551049081467509,0.49366244162775186
Reid CV2,test,1,750,0.0005605534430162512,-0.08050764194778211,-0.17738836707016928,0.013732654072668639,0.5003335557038026
Reid CV2,test,1,760,0.00043485548113278834,-0.05577675117386466,-0.17738836707016928,0.013913783302291023,0.5070046697798533
Reid CV2,test,1,770,0.00030818410438055897,-0.030912559870457445,-0.17738836707016928,0.014095320327552332,0.513675783855904
Reid CV2,test,1,780,0.00018077325433564744,-0.0059139292081605375,-0.17738836707016928,0.014276653454994178,0.5203468979319547
Reid CV2,test,1,790,5.296971215426808e-05,0.019107407305712396,-0.17738836707016928,0.014458122514315665,0.5270180120080054
