dataset,latent_dim,sim_idx,step,frame,kind,final_p_ratio,frame_p_ratio,z0,z1
Reid CV1,1,2,9,135,true_encoded,-0.1806314739996638,-0.17500937090023114,-3.8824193477630615,
Reid CV1,1,2,10,150,pred_rollout,-0.1806314739996638,-0.1769643371833897,-6.7476582527160645,
Reid CV1,1,2,10,150,true_encoded,-0.1806314739996638,-0.1769643371833897,-4.222602367401123,
Reid CV1,1,2,11,165,pred_rollout,-0.1806314739996638,-0.17873420310792065,-7.353585243225098,
Reid CV1,1,2,11,165,true_encoded,-0.1806314739996638,-0.17873420310792065,-4.563835620880127,
Reid CV1,1,2,12,180,pred_rollout,-0.1806314739996638,-0.18042173617460205,-7.963179111480713,
Reid CV1,1,2,12,180,true_encoded,-0.1806314739996638,-0.18042173617460205,-4.90691614151001,
Reid CV1,1,3,0,0,pred_rollout,0.15575047961155963,,-0.8573507070541382,
Reid CV1,1,3,0,0,true_encoded,0.15575047961155963,,-0.8573507070541382,
Reid CV1,1,3,1,15,pred_rollout,0.15575047961155963,0.16421705210365004,-1.4448339939117432,
Reid CV1,1,3,1,15,true_encoded,0.15575047961155963,0.16421705210365004,-1.4625630378723145,
Reid CV1,1,3,2,30,pred_rollout,0.15575047961155963,0.16148462797256363,-2.0285935401916504,
Reid CV1,1,3,2,30,true_encoded,0.15575047961155963,0.16148462797256363,-2.0675041675567627,
Reid CV1,1,3,3,45,pred_rollout,0.15575047961155963,0.1599754008957787,-2.6107897758483887,
Reid CV1,1,3,3,45,true_encoded,0.15575047961155963,0.1599754008957787,-2.6741490364074707,
Reid CV1,1,3,4,60,pred_rollout,0.15575047961155963,0.15904700579523504,-3.193622350692749,
Reid CV1,1,3,4,60,true_encoded,0.15575047961155963,0.15904700579523504,-3.2833080291748047,
Reid CV1,1,3,5,75,pred_rollout,0.15575047961155963,0.15827097762155012,-3.77872896194458,
Reid CV1,1,3,5,75,true_encoded,0.15575047961155963,0.15827097762155012,-3.8941004276275635,
Reid CV1,1,3,6,90,pred_rollout,0.15575047961155963,0.15773661071606715,-4.366986274719238,
Reid CV1,1,3,6,90,true_encoded,0.15575047961155963,0.15773661071606715,-4.506508827209473,
Reid CV1,1,3,7,105,pred_rollout,0.15575047961155963,0.15711267430588352,-4.958678722381592,
Reid CV1,1,3,7,105,true_encoded,0.15575047961155963,0.15711267430588352,-5.121634006500244,
Reid CV1,1,3,8,120,pred_rollout,0.15575047961155963,0.15663426197777341,-5.553862571716309,
Reid CV1,1,3,8,120,true_encoded,0.15575047961155963,0.15663426197777341,-5.738368511199951,
Reid CV1,1,3,9,135,pred_rollout,0.15575047961155963,0.15607687281809007,-6.152587413787842,
Reid CV1,1,3,9,135,true_encoded,0.15575047961155963,0.15607687281809007,-6.3570756912231445,
Reid CV1,1,4,0,0,pred_rollout,0.1881998080526484,,-0.855931282043457,
Reid CV1,1,4,0,0,true_encoded,0.1881998080526484,,-0.855931282043457,
Reid CV1,1,4,1,15,pred_rollout,0.1881998080526484,0.1966037337833562,-1.4434256553649902,
Reid CV1,1,4,1,15,true_encoded,0.1881998080526484,0.1966037337833562,-1.44208824634552,
Reid CV1,1,4,2,30,pred_rollout,0.1881998080526484,0.19359375549382932,-2.0271918773651123,
Reid CV1,1,4,2,30,true_encoded,0.1881998080526484,0.19359375549382932,-2.0279879570007324,
Reid CV1,1,4,3,45,pred_rollout,0.1881998080526484,0.19226306969331192,-2.609389066696167,
Reid CV1,1,4,3,45,true_encoded,0.1881998080526484,0.19226306969331192,-2.6154625415802,
Reid CV1,1,4,4,60,pred_rollout,0.1881998080526484,0.19137061191484875,-3.1922178268432617,
Reid CV1,1,4,4,60,true_encoded,0.1881998080526484,0.19137061191484875,-3.2048745155334473,
Reid CV1,1,4,5,75,pred_rollout,0.1881998080526484,0.19064227150632146,-3.777317523956299,
Reid CV1,1,4,5,75,true_encoded,0.1881998080526484,0.19064227150632146,-3.797001838684082,
Reid CV1,1,4,6,90,pred_rollout,0.1881998080526484,0.1900690851346838,-4.365566730499268,
Reid CV1,1,4,6,90,true_encoded,0.1881998080526484,0.1900690851346838,-4.391693592071533,
Reid CV1,1,4,7,105,pred_rollout,0.1881998080526484,0.18957714928604075,-4.957250595092773,
Reid CV1,1,4,7,105,true_encoded,0.1881998080526484,0.18957714928604075,-4.988718032836914,
Reid CV1,1,4,8,120,pred_rollout,0.1881998080526484,0.1890425045703839,-5.552425861358643,
Reid CV1,1,4,8,120,true_encoded,0.1881998080526484,0.1890425045703839,-5.588088035583496,
Reid CV1,1,4,9,135,pred_rollout,0.1881998080526484,0.188578125,-6.151142120361328,
Reid CV1,1,4,9,135,true_encoded,0.1881998080526484,0.188578125,-6.189985752105713,
Reid CV1,1,4,10,150,pred_rollout,0.1881998080526484,0.1881998080526484,-6.753459930419922,
Reid CV1,1,4,10,150,true_encoded,0.1881998080526484,0.1881998080526484,-6.793666839599609,
Reid CV1,1,5,0,0,pred_rollout,0.0037402536317093908,,-0.8737784624099731,
Reid CV1,1,5,0,0,true_encoded,0.0037402536317093908,,-0.8737784624099731,
Reid CV1,1,5,1,15,pred_rollout,0.0037402536317093908,0.02251568857320185,-1.461134433746338,
Reid CV1,1,5,1,15,true_encoded,0.0037402536317093908,0.02251568857320185,-1.525623083114624,
Reid CV1,1,5,2,30,pred_rollout,0.0037402536317093908,0.014949536702145981,-2.0448193550109863,
Reid CV1,1,5,2,30,true_encoded,0.0037402536317093908,0.014949536702145981,-2.175985336303711,
Reid CV1,1,5,3,45,pred_rollout,0.0037402536317093908,0.01164631907472003,-2.627005100250244,
Reid CV1,1,5,3,45,true_encoded,0.0037402536317093908,0.01164631907472003,-2.827882766723633,
Reid CV1,1,5,4,60,pred_rollout,0.0037402536317093908,0.009479732984653499,-3.2098822593688965,
Reid CV1,1,5,4,60,true_encoded,0.0037402536317093908,0.009479732984653499,-3.484011650085449,
Reid CV1,1,5,5,75,pred_rollout,0.0037402536317093908,0.007663309669253206,-3.7950682640075684,
Reid CV1,1,5,5,75,true_encoded,0.0037402536317093908,0.007663309669253206,-4.143183708190918,
Reid CV1,1,5,6,90,pred_rollout,0.0037402536317093908,0.006057584301859111,-4.383419036865234,
Reid CV1,1,5,6,90,true_encoded,0.0037402536317093908,0.006057584301859111,-4.805842399597168,
Reid CV1,1,5,7,105,pred_rollout,0.0037402536317093908,0.004581997122132569,-4.975208282470703,
Reid CV1,1,5,7,105,true_encoded,0.0037402536317093908,0.004581997122132569,-5.4710798263549805,
Reid CV1,1,6,0,0,pred_rollout,0.17662705918596525,,-0.8780242204666138,
Reid CV1,1,6,0,0,true_encoded,0.17662705918596525,,-0.8780241012573242,
Reid CV1,1,6,1,15,pred_rollout,0.17662705918596525,0.18288104687332404,-1.4653475284576416,
Reid CV1,1,6,1,15,true_encoded,0.17662705918596525,0.18288104687332404,-1.4337718486785889,
Reid CV1,1,6,2,30,pred_rollout,0.17662705918596525,0.18020241032793333,-2.049013137817383,
Reid CV1,1,6,2,30,true_encoded,0.17662705918596525,0.18020241032793333,-1.987896203994751,
Reid CV1,1,6,3,45,pred_rollout,0.17662705918596525,0.17933830104321907,-2.6311964988708496,
Reid CV1,1,6,3,45,true_encoded,0.17662705918596525,0.17933830104321907,-2.543515682220459,
Reid CV1,1,6,4,60,pred_rollout,0.17662705918596525,0.17881446110649105,-3.214085340499878,
Reid CV1,1,6,4,60,true_encoded,0.17662705918596525,0.17881446110649105,-3.1009342670440674,
Reid CV1,1,6,5,75,pred_rollout,0.17662705918596525,0.17854102430195373,-3.7992918491363525,
Reid CV1,1,6,5,75,true_encoded,0.17662705918596525,0.17854102430195373,-3.6595144271850586,
Reid CV1,1,6,6,90,pred_rollout,0.17662705918596525,0.17821286337729234,-4.387667179107666,
Reid CV1,1,6,6,90,true_encoded,0.17662705918596525,0.17821286337729234,-4.219812393188477,
Reid CV1,1,6,7,105,pred_rollout,0.17662705918596525,0.17787294497621103,-4.9794816970825195,
Reid CV1,1,6,7,105,true_encoded,0.17662705918596525,0.17787294497621103,-4.781886100769043,
Reid CV1,1,6,8,120,pred_rollout,0.17662705918596525,0.1775387917542369,-5.574788570404053,
Reid CV1,1,6,8,120,true_encoded,0.17662705918596525,0.1775387917542369,-5.345602989196777,
Reid CV1,1,6,9,135,pred_rollout,0.17662705918596525,0.17724241002933439,-6.173638820648193,
Reid CV1,1,6,9,135,true_encoded,0.17662705918596525,0.17724241002933439,-5.910685062408447,
Reid CV1,1,6,10,150,pred_rollout,0.17662705918596525,0.1768731576085401,-6.776092529296875,
Reid CV1,1,6,10,150,true_encoded,0.17662705918596525,0.1768731576085401,-6.477882385253906,
Reid CV1,1,7,0,0,pred_rollout,-0.24695770209211376,,-0.953845739364624,
Reid CV1,1,7,0,0,true_encoded,-0.24695770209211376,,-0.953845739364624,
Reid CV1,1,7,1,15,pred_rollout,-0.24695770209211376,-0.1845427059712774,-1.540597677230835,
Reid CV1,1,7,1,15,true_encoded,-0.24695770209211376,-0.1845427059712774,-1.3481184244155884,
Reid CV1,1,7,2,30,pred_rollout,-0.24695770209211376,-0.21363172032840225,-2.1239426136016846,
Reid CV1,1,7,2,30,true_encoded,-0.24695770209211376,-0.21363172032840225,-1.7191169261932373,
Reid CV1,1,7,3,45,pred_rollout,-0.24695770209211376,-0.22573967484600627,-2.706102132797241,
Reid CV1,1,7,3,45,true_encoded,-0.24695770209211376,-0.22573967484600627,-2.0933618545532227,
Reid CV1,1,7,4,60,pred_rollout,-0.24695770209211376,-0.2326127730519296,-3.289214611053467,
Reid CV1,1,7,4,60,true_encoded,-0.24695770209211376,-0.2326127730519296,-2.471238136291504,
Reid CV1,1,7,5,75,pred_rollout,-0.24695770209211376,-0.23738028617575468,-3.8747963905334473,
Reid CV1,1,7,5,75,true_encoded,-0.24695770209211376,-0.23738028617575468,-2.854078769683838,
Reid CV1,1,7,6,90,pred_rollout,-0.24695770209211376,-0.24109982234417182,-4.463606834411621,
Reid CV1,1,7,6,90,true_encoded,-0.24695770209211376,-0.24109982234417182,-3.2409508228302,
Reid CV1,1,7,7,105,pred_rollout,-0.24695770209211376,-0.24425432247360973,-5.055868625640869,
Reid CV1,1,7,7,105,true_encoded,-0.24695770209211376,-0.24425432247360973,-3.633418083190918,
Reid CV1,1,7,8,120,pred_rollout,-0.24695770209211376,-0.24695770209211376,-5.651628017425537,
Reid CV1,1,7,8,120,true_encoded,-0.24695770209211376,-0.24695770209211376,-4.030237674713135,
Reid CV2,2,0,0,0,pred_rollout,0.13163828852070553,,-0.4838870167732239,1.6511670351028442
Reid CV2,2,0,0,0,true_encoded,0.13163828852070553,,-0.4838870167732239,1.6511670351028442
Reid CV2,2,0,1,15,pred_rollout,0.13163828852070553,0.1480532422236458,-0.8277501463890076,2.2012999057769775
Reid CV2,2,0,1,15,true_encoded,0.13163828852070553,0.1480532422236458,-0.7635433077812195,2.096673011779785
Reid CV2,2,0,2,30,pred_rollout,0.13163828852070553,0.14207844953507429,-1.1715309619903564,2.751173496246338
Reid CV2,2,0,2,30,true_encoded,0.13163828852070553,0.14207844953507429,-1.040022373199463,2.5372581481933594
Reid CV2,2,0,3,45,pred_rollout,0.13163828852070553,0.13945420631809055,-1.515216588973999,3.3008291721343994
Reid CV2,2,0,3,45,true_encoded,0.13163828852070553,0.13945420631809055,-1.3171943426132202,2.9790635108947754
Reid CV2,2,0,4,60,pred_rollout,0.13163828852070553,0.13782162687272176,-1.8588067293167114,3.8503074645996094
Reid CV2,2,0,4,60,true_encoded,0.13163828852070553,0.13782162687272176,-1.5946838855743408,3.421496629714966
Reid CV2,2,0,5,75,pred_rollout,0.13163828852070553,0.13654710119090066,-2.202324867248535,4.399652004241943
Reid CV2,2,0,5,75,true_encoded,0.13163828852070553,0.13654710119090066,-1.8729876279830933,3.8653345108032227
Reid CV2,2,0,6,90,pred_rollout,0.13163828852070553,0.13551596263104096,-2.545814275741577,4.948913097381592
Reid CV2,2,0,6,90,true_encoded,0.13163828852070553,0.13551596263104096,-2.151784896850586,4.310061454772949
Reid CV2,2,0,7,105,pred_rollout,0.13163828852070553,0.13470169593413928,-2.8893136978149414,5.498149394989014
Reid CV2,2,0,7,105,true_encoded,0.13163828852070553,0.13470169593413928,-2.4309701919555664,4.7555251121521
Reid CV2,2,0,8,120,pred_rollout,0.13163828852070553,0.13391077964167422,-3.2328386306762695,6.047426223754883
Reid CV2,2,0,8,120,true_encoded,0.13163828852070553,0.13391077964167422,-2.710965633392334,5.202385902404785
Reid CV2,2,0,9,135,pred_rollout,0.13163828852070553,0.1331579030800691,-3.576385736465454,6.596796989440918
Reid CV2,2,0,9,135,true_encoded,0.13163828852070553,0.1331579030800691,-2.9913930892944336,5.650052547454834
Reid CV2,2,0,10,150,pred_rollout,0.13163828852070553,0.13246325221057437,-3.9199435710906982,7.146293640136719
Reid CV2,2,0,10,150,true_encoded,0.13163828852070553,0.13246325221057437,-3.272545576095581,6.098969459533691
Reid CV2,2,0,11,165,pred_rollout,0.13163828852070553,0.13178845099927686,-4.263497829437256,7.695926666259766
Reid CV2,2,0,11,165,true_encoded,0.13163828852070553,0.13178845099927686,-3.554140567779541,6.548699855804443
Reid CV2,2,1,0,0,pred_rollout,0.03700541385993479,,-0.5955212712287903,1.8293031454086304
Reid CV2,2,1,0,0,true_encoded,0.03700541385993479,,-0.5955212712287903,1.8293031454086304
Reid CV2,2,1,1,15,pred_rollout,0.03700541385993479,0.06357326846021752,-0.9393596649169922,2.379347562789917
Reid CV2,2,1,1,15,true_encoded,0.03700541385993479,0.06357326846021752,-0.9196606278419495,2.3458144664764404
Reid CV2,2,1,2,30,pred_rollout,0.03700541385993479,0.051660912652272684,-1.2831106185913086,2.9291460514068604
Reid CV2,2,1,2,30,true_encoded,0.03700541385993479,0.051660912652272684,-1.2391632795333862,2.8551201820373535
Reid CV2,2,1,3,45,pred_rollout,0.03700541385993479,0.04710231337944193,-1.6267644166946411,3.4787397384643555
Reid CV2,2,1,3,45,true_encoded,0.03700541385993479,0.04710231337944193,-1.5587232112884521,3.3646457195281982
Reid CV2,2,1,4,60,pred_rollout,0.03700541385993479,0.04441383751296819,-1.970327377319336,4.028169631958008
Reid CV2,2,1,4,60,true_encoded,0.03700541385993479,0.04441383751296819,-1.8792046308517456,3.8757803440093994
Reid CV2,2,1,5,75,pred_rollout,0.03700541385993479,0.04257495868418982,-2.313831090927124,4.577481269836426
Reid CV2,2,1,5,75,true_encoded,0.03700541385993479,0.04257495868418982,-2.2000741958618164,4.387655735015869
Reid CV2,2,1,6,90,pred_rollout,0.03700541385993479,0.04099201144628592,-2.657320499420166,5.126727104187012
Reid CV2,2,1,6,90,true_encoded,0.03700541385993479,0.04099201144628592,-2.52189302444458,4.901172637939453
Reid CV2,2,1,7,105,pred_rollout,0.03700541385993479,0.0397034251230193,-3.0008275508880615,5.67596960067749
Reid CV2,2,1,7,105,true_encoded,0.03700541385993479,0.0397034251230193,-2.84419846534729,5.4155964851379395
Reid CV2,2,1,8,120,pred_rollout,0.03700541385993479,0.03849919746766398,-3.344360589981079,6.225272178649902
Reid CV2,2,1,8,120,true_encoded,0.03700541385993479,0.03849919746766398,-3.1670684814453125,5.931056499481201
Reid CV2,2,1,9,135,pred_rollout,0.03700541385993479,0.0374507723427,-3.687912702560425,6.774681568145752
Reid CV2,2,1,9,135,true_encoded,0.03700541385993479,0.0374507723427,-3.490494728088379,6.4475178718566895
Reid CV2,2,2,0,0,pred_rollout,-0.1806314739996638,,-0.5473951697349548,1.7410743236541748
Reid CV2,2,2,0,0,true_encoded,-0.1806314739996638,,-0.5473951697349548,1.7410743236541748
Reid CV2,2,2,1,15,pred_rollout,-0.1806314739996638,-0.10774481125504945,-0.8912477493286133,2.291156768798828
Reid CV2,2,2,1,15,true_encoded,-0.1806314739996638,-0.10774481125504945,-0.7574076056480408,2.0781025886535645
Reid CV2,2,2,2,30,pred_rollout,-0.1806314739996638,-0.1390703034959662,-1.2350149154663086,2.8409879207611084
Reid CV2,2,2,2,30,true_encoded,-0.1806314739996638,-0.1390703034959662,-0.9562179446220398,2.3979296684265137
Reid CV2,2,2,3,45,pred_rollout,-0.1806314739996638,-0.15181987867475502,-1.5786852836608887,3.390608787536621
Reid CV2,2,2,3,45,true_encoded,-0.1806314739996638,-0.15181987867475502,-1.1544748544692993,2.717170000076294
Reid CV2,2,2,4,60,pred_rollout,-0.1806314739996638,-0.1590068859180348,-1.9222619533538818,3.9400603771209717
Reid CV2,2,2,4,60,true_encoded,-0.1806314739996638,-0.1590068859180348,-1.352654218673706,3.036562442779541
Reid CV2,2,2,5,75,pred_rollout,-0.1806314739996638,-0.16384910001543232,-2.265772819519043,4.489387035369873
Reid CV2,2,2,5,75,true_encoded,-0.1806314739996638,-0.16384910001543232,-1.5511585474014282,3.356736898422241
Reid CV2,2,2,6,90,pred_rollout,-0.1806314739996638,-0.16744659444535437,-2.609262704849243,5.038640022277832
Reid CV2,2,2,6,90,true_encoded,-0.1806314739996638,-0.16744659444535437,-1.7496367692947388,3.677136182785034
Reid CV2,2,2,7,105,pred_rollout,-0.1806314739996638,-0.17032696918924883,-2.9527666568756104,5.5878801345825195
Reid CV2,2,2,7,105,true_encoded,-0.1806314739996638,-0.17032696918924883,-1.948633074760437,3.99863338470459
Reid CV2,2,2,8,120,pred_rollout,-0.1806314739996638,-0.17283321770135332,-3.2962963581085205,6.137171268463135
Reid CV2,2,2,8,120,true_encoded,-0.1806314739996638,-0.17283321770135332,-2.147761344909668,4.320606708526611
Reid CV2,2,2,9,135,pred_rollout,-0.1806314739996638,-0.17500937090023114,-3.6398465633392334,6.686563968658447
Reid CV2,2,2,9,135,true_encoded,-0.1806314739996638,-0.17500937090023114,-2.347400426864624,4.643664836883545
Reid CV2,2,2,10,150,pred_rollout,-0.1806314739996638,-0.1769643371833897,-3.9834048748016357,7.236085414886475
Reid CV2,2,2,10,150,true_encoded,-0.1806314739996638,-0.1769643371833897,-2.547071933746338,4.967042446136475
Reid CV2,2,2,11,165,pred_rollout,-0.1806314739996638,-0.17873420310792065,-4.3269572257995605,7.785744667053223
Reid CV2,2,2,11,165,true_encoded,-0.1806314739996638,-0.17873420310792065,-2.746915340423584,5.290965557098389
Reid CV2,2,2,12,180,pred_rollout,-0.1806314739996638,-0.18042173617460205,-4.670488357543945,8.335539817810059
Reid CV2,2,2,12,180,true_encoded,-0.1806314739996638,-0.18042173617460205,-2.947345733642578,5.616106986999512
Reid CV2,2,3,0,0,pred_rollout,0.15575047961155963,,-0.5420090556144714,1.7483046054840088
Reid CV2,2,3,0,0,true_encoded,0.15575047961155963,,-0.5420090556144714,1.7483046054840088
Reid CV2,2,3,1,15,pred_rollout,0.15575047961155963,0.16421705210365004,-0.8858582973480225,2.2983906269073486
Reid CV2,2,3,1,15,true_encoded,0.15575047961155963,0.16421705210365004,-0.9002407193183899,2.3191263675689697
Reid CV2,2,3,2,30,pred_rollout,0.15575047961155963,0.16148462797256363,-1.229622483253479,2.848224401473999
Reid CV2,2,3,2,30,true_encoded,0.15575047961155963,0.16148462797256363,-1.2575350999832153,2.8886003494262695
Reid CV2,2,3,3,45,pred_rollout,0.15575047961155963,0.1599754008957787,-1.5732903480529785,3.3978469371795654
Reid CV2,2,3,3,45,true_encoded,0.15575047961155963,0.1599754008957787,-1.6149981021881104,3.458493232727051
Reid CV2,2,3,4,60,pred_rollout,0.15575047961155963,0.15904700579523504,-1.9168651103973389,3.947299003601074
Reid CV2,2,3,4,60,true_encoded,0.15575047961155963,0.15904700579523504,-1.97305166721344,4.029479026794434
Reid CV2,2,3,5,75,pred_rollout,0.15575047961155963,0.15827097762155012,-2.2603745460510254,4.4966254234313965
Reid CV2,2,3,5,75,true_encoded,0.15575047961155963,0.15827097762155012,-2.3312344551086426,4.600815773010254
Reid CV2,2,3,6,90,pred_rollout,0.15575047961155963,0.15773661071606715,-2.60386323928833,5.045877456665039
Reid CV2,2,3,6,90,true_encoded,0.15575047961155963,0.15773661071606715,-2.6895318031311035,5.172496795654297
Reid CV2,2,3,7,105,pred_rollout,0.15575047961155963,0.15711267430588352,-2.947366237640381,5.595115661621094
Reid CV2,2,3,7,105,true_encoded,0.15575047961155963,0.15711267430588352,-3.048612356185913,5.745578765869141
Reid CV2,2,3,8,120,pred_rollout,0.15575047961155963,0.15663426197777341,-3.290895462036133,6.144404888153076
Reid CV2,2,3,8,120,true_encoded,0.15575047961155963,0.15663426197777341,-3.4078152179718018,6.319004535675049
Reid CV2,2,3,9,135,pred_rollout,0.15575047961155963,0.15607687281809007,-3.6344454288482666,6.693795204162598
Reid CV2,2,3,9,135,true_encoded,0.15575047961155963,0.15607687281809007,-3.7673048973083496,6.893040657043457
Reid CV2,2,4,0,0,pred_rollout,0.1881998080526484,,-0.5642900466918945,1.7836052179336548
Reid CV2,2,4,0,0,true_encoded,0.1881998080526484,,-0.5642899870872498,1.7836052179336548
Reid CV2,2,4,1,15,pred_rollout,0.1881998080526484,0.1966037337833562,-0.9081343412399292,2.3336737155914307
Reid CV2,2,4,1,15,true_encoded,0.1881998080526484,0.1966037337833562,-0.9104755520820618,2.3354785442352295
Reid CV2,2,4,2,30,pred_rollout,0.1881998080526484,0.19359375549382932,-1.2518925666809082,2.8834924697875977
Reid CV2,2,4,2,30,true_encoded,0.1881998080526484,0.19359375549382932,-1.255602240562439,2.885859727859497
