dataset,latent_dim,split,sim_idx,frame,frame_frac,p_ratio,next_p_ratio,delta_p_ratio,final_p_ratio,z0,dz0,z1,dz1,z2,dz2,z3,dz3
dePablo CV1,1,test,0,25,0.16129032258064516,0.16018828451882844,0.16005551756044575,-0.00013276695838268515,0.15301959837093992,-1.1795071363449097,0.011286616325378418,,,,,,
dePablo CV1,1,test,0,26,0.16774193548387098,0.16005551756044575,0.15969935298903568,-0.00035616457141007807,0.15301959837093992,-1.1682205200195312,0.01139533519744873,,,,,,
dePablo CV1,1,test,0,27,0.17419354838709677,0.15969935298903568,0.1594343675863486,-0.0002649854026870735,0.15301959837093992,-1.1568251848220825,0.011405229568481445,,,,,,
dePablo CV1,1,test,0,28,0.18064516129032257,0.1594343675863486,0.15932539682539681,-0.00010897076095178759,0.15301959837093992,-1.1454200744628906,0.011196494102478027,,,,,,
dePablo CV1,1,test,0,29,0.1870967741935484,0.15932539682539681,0.15931718714582135,-8.209679575460482e-06,0.15301959837093992,-1.1342235803604126,0.011207342147827148,,,,,,
dePablo CV1,1,test,0,30,0.1935483870967742,0.15931718714582135,0.15913002395977457,-0.00018716318604677928,0.15301959837093992,-1.1230162382125854,0.011394023895263672,,,,,,
dePablo CV1,1,test,0,31,0.2,0.15913002395977457,0.15891333485893622,-0.00021668910083835757,0.15301959837093992,-1.1116222143173218,0.011263132095336914,,,,,,
dePablo CV1,1,test,0,32,0.2064516129032258,0.15891333485893622,0.15871984275433534,-0.00019349210460087307,0.15301959837093992,-1.1003590822219849,0.011487483978271484,,,,,,
dePablo CV1,1,test,0,33,0.2129032258064516,0.15871984275433534,0.1586454134227775,-7.442933155785147e-05,0.15301959837093992,-1.0888715982437134,0.011069536209106445,,,,,,
dePablo CV1,1,test,0,34,0.21935483870967742,0.1586454134227775,0.15857595504274527,-6.945838003222238e-05,0.15301959837093992,-1.0778019428253174,0.011190295219421387,,,,,,
dePablo CV1,1,test,0,35,0.22580645161290322,0.15857595504274527,0.15839339688444548,-0.00018255815829978927,0.15301959837093992,-1.066611647605896,0.011367559432983398,,,,,,
dePablo CV1,1,test,0,36,0.23225806451612904,0.15839339688444548,0.15827277097531317,-0.0001206259091323103,0.15301959837093992,-1.0552440881729126,0.0113753080368042,,,,,,
dePablo CV1,1,test,0,37,0.23870967741935484,0.15827277097531317,0.15812006993295796,-0.00015270104235520776,0.15301959837093992,-1.043868899345398,0.011184453964233398,,,,,,
dePablo CV1,1,test,0,38,0.24516129032258063,0.15812006993295796,0.1579723947364891,-0.00014767519646885496,0.15301959837093992,-1.0326844453811646,0.01126253604888916,,,,,,
dePablo CV1,1,test,0,39,0.25161290322580643,0.1579723947364891,0.15792571279100184,-4.6681945487264676e-05,0.15301959837093992,-1.0214219093322754,0.011114835739135742,,,,,,
dePablo CV1,1,test,0,40,0.25806451612903225,0.15792571279100184,0.15773289270539598,-0.00019282008560586594,0.15301959837093992,-1.0103070735931396,0.011302590370178223,,,,,,
dePablo CV1,1,test,0,41,0.2645161290322581,0.15773289270539598,0.1575734927752865,-0.00015939993010946618,0.15301959837093992,-0.9990045428276062,0.011447727680206299,,,,,,
dePablo CV1,1,test,0,42,0.2709677419354839,0.1575734927752865,0.1575111630227154,-6.232975257111639e-05,0.15301959837093992,-0.9875568151473999,0.01109778881072998,,,,,,
dePablo CV1,1,test,0,43,0.27741935483870966,0.1575111630227154,0.15752300777627168,1.1844753556283782e-05,0.15301959837093992,-0.9764590263366699,0.010990500450134277,,,,,,
dePablo CV1,1,test,0,44,0.2838709677419355,0.15752300777627168,0.15739664232897735,-0.00012636544729432986,0.15301959837093992,-0.9654685258865356,0.011249840259552002,,,,,,
dePablo CV1,1,test,0,45,0.2903225806451613,0.15739664232897735,0.15731346678798908,-8.317554098827284e-05,0.15301959837093992,-0.9542186856269836,0.011259973049163818,,,,,,
dePablo CV1,1,test,0,46,0.2967741935483871,0.15731346678798908,0.15718992808958746,-0.00012353869840162068,0.15301959837093992,-0.942958652973175,0.011426568031311035,,,,,,
dePablo CV1,1,test,0,47,0.3032258064516129,0.15718992808958746,0.15710937925772522,-8.054883186223161e-05,0.15301959837093992,-0.9315321445465088,0.010961830615997314,,,,,,
dePablo CV1,1,test,0,48,0.3096774193548387,0.15710937925772522,0.157117536516614,8.157258888780161e-06,0.15301959837093992,-0.9205702543258667,0.010964632034301758,,,,,,
dePablo CV1,1,test,0,49,0.3161290322580645,0.157117536516614,0.15704658658072077,-7.094993589323861e-05,0.15301959837093992,-0.9096055030822754,0.011075913906097412,,,,,,
dePablo CV1,1,test,0,50,0.3225806451612903,0.15704658658072077,0.15686294624538366,-0.0001836403353371041,0.15301959837093992,-0.8985296487808228,0.011452257633209229,,,,,,
dePablo CV1,1,test,0,51,0.32903225806451614,0.15686294624538366,0.15678797452434373,-7.497172103992922e-05,0.15301959837093992,-0.8870773911476135,0.011159241199493408,,,,,,
dePablo CV1,1,test,0,52,0.33548387096774196,0.15678797452434373,0.15674176160483347,-4.6212919510263406e-05,0.15301959837093992,-0.8759181499481201,0.011015653610229492,,,,,,
dePablo CV1,1,test,0,53,0.3419354838709677,0.15674176160483347,0.15672538418309012,-1.6377421743346554e-05,0.15301959837093992,-0.8649024963378906,0.010978221893310547,,,,,,
dePablo CV1,1,test,0,54,0.34838709677419355,0.15672538418309012,0.15669206693493917,-3.3317248150949164e-05,0.15301959837093992,-0.8539242744445801,0.01109325885772705,,,,,,
dePablo CV1,1,test,0,55,0.3548387096774194,0.15669206693493917,0.15654286381686522,-0.00014920311807395392,0.15301959837093992,-0.8428309559822083,0.011404991149902344,,,,,,
dePablo CV1,1,test,0,56,0.36129032258064514,0.15654286381686522,0.15650960629343028,-3.325752343494304e-05,0.15301959837093992,-0.8314259648323059,0.010966956615447998,,,,,,
dePablo CV1,1,test,0,57,0.36774193548387096,0.15650960629343028,0.15648651818173617,-2.3088111694102853e-05,0.15301959837093992,-0.8204590678215027,0.010980665683746338,,,,,,
dePablo CV1,1,test,0,58,0.3741935483870968,0.15648651818173617,0.15642542323279798,-6.109494893818956e-05,0.15301959837093992,-0.8094782829284668,0.01087576150894165,,,,,,
dePablo CV1,1,test,0,59,0.38064516129032255,0.15642542323279798,0.15636173367053283,-6.368956226515676e-05,0.15301959837093992,-0.7986025214195251,0.011243700981140137,,,,,,
dePablo CV1,1,test,0,60,0.3870967741935484,0.15636173367053283,0.15626769141033778,-9.404226019504858e-05,0.15301959837093992,-0.787358820438385,0.01117628812789917,,,,,,
dePablo CV1,1,test,0,61,0.3935483870967742,0.15626769141033778,0.15620410850227032,-6.358290806746103e-05,0.15301959837093992,-0.7761825323104858,0.011049747467041016,,,,,,
dePablo CV1,1,test,0,62,0.4,0.15620410850227032,0.15621002973372536,5.921231455041642e-06,0.15301959837093992,-0.7651329040527344,0.010829031467437744,,,,,,
dePablo CV1,1,test,0,63,0.4064516129032258,0.15621002973372536,0.15617565059561284,-3.437913811252247e-05,0.15301959837093992,-0.7543038129806519,0.011005759239196777,,,,,,
dePablo CV1,1,test,0,64,0.4129032258064516,0.15617565059561284,0.15604070066975786,-0.00013494992585497134,0.15301959837093992,-0.7432980537414551,0.011220693588256836,,,,,,
dePablo CV1,1,test,0,65,0.41935483870967744,0.15604070066975786,0.15599159630554565,-4.9104364212210205e-05,0.15301959837093992,-0.7320773601531982,0.011127471923828125,,,,,,
dePablo CV1,1,test,0,66,0.4258064516129032,0.15599159630554565,0.1559620130580113,-2.9583247534353818e-05,0.15301959837093992,-0.7209499478340149,0.010881483554840088,,,,,,
dePablo CV1,1,test,0,67,0.432258064516129,0.1559620130580113,0.15595348944585952,-8.523612151783988e-06,0.15301959837093992,-0.7100684642791748,0.010966777801513672,,,,,,
dePablo CV1,1,test,0,68,0.43870967741935485,0.15595348944585952,0.1558995048040829,-5.3984641776611e-05,0.15301959837093992,-0.6991017460823059,0.011004507541656494,,,,,,
dePablo CV1,1,test,0,69,0.44516129032258067,0.1558995048040829,0.1557949346649523,-0.00010457013913059421,0.15301959837093992,-0.6880972385406494,0.011062979698181152,,,,,,
dePablo CV1,1,test,0,70,0.45161290322580644,0.1557949346649523,0.15578107956722975,-1.3855097722559329e-05,0.15301959837093992,-0.677034318447113,0.010945260524749756,,,,,,
dePablo CV1,1,test,0,71,0.45806451612903226,0.15578107956722975,0.15577374506711628,-7.334500113476139e-06,0.15301959837093992,-0.6660891771316528,0.010744452476501465,,,,,,
dePablo CV1,1,test,0,72,0.4645161290322581,0.15577374506711628,0.1557341208684869,-3.9624198629378826e-05,0.15301959837093992,-0.6553447246551514,0.01082533597946167,,,,,,
dePablo CV1,1,test,0,73,0.47096774193548385,0.1557341208684869,0.15563789616597604,-9.62247025108609e-05,0.15301959837093992,-0.6445194482803345,0.01109004020690918,,,,,,
dePablo CV1,1,test,0,74,0.4774193548387097,0.15563789616597604,0.1555823786333254,-5.551753265062298e-05,0.15301959837093992,-0.6334294676780701,0.011092841625213623,,,,,,
dePablo CV1,1,test,0,75,0.4838709677419355,0.1555823786333254,0.15558967509174407,7.296458418654117e-06,0.15301959837093992,-0.6223366260528564,0.010560989379882812,,,,,,
dePablo CV1,1,test,0,76,0.49032258064516127,0.15558967509174407,0.15557594291539245,-1.3732176351616276e-05,0.15301959837093992,-0.6117756366729736,0.011002182960510254,,,,,,
dePablo CV1,1,test,0,77,0.4967741935483871,0.15557594291539245,0.1555006910247293,-7.525189066315274e-05,0.15301959837093992,-0.6007734537124634,0.010891735553741455,,,,,,
dePablo CV1,1,test,0,78,0.5032258064516129,0.1555006910247293,0.15544147843942505,-5.921258530425244e-05,0.15301959837093992,-0.5898817777633667,0.01117008924484253,,,,,,
dePablo CV1,1,test,0,79,0.5096774193548387,0.15544147843942505,0.1553812744469591,-6.020399246595143e-05,0.15301959837093992,-0.578711748123169,0.010754585266113281,,,,,,
dePablo CV1,1,test,0,80,0.5161290322580645,0.1553812744469591,0.15539117514051295,9.900693553860362e-06,0.15301959837093992,-0.5679571628570557,0.010806560516357422,,,,,,
dePablo CV1,1,test,0,81,0.5225806451612903,0.15539117514051295,0.1553129167916377,-7.825834887525973e-05,0.15301959837093992,-0.5571506023406982,0.010737061500549316,,,,,,
dePablo CV1,1,test,0,82,0.5290322580645161,0.1553129167916377,0.15528263583290253,-3.028095873516823e-05,0.15301959837093992,-0.5464135408401489,0.011064410209655762,,,,,,
dePablo CV1,1,test,0,83,0.535483870967742,0.15528263583290253,0.15522386200108396,-5.877383181857043e-05,0.15301959837093992,-0.5353491306304932,0.010905265808105469,,,,,,
dePablo CV1,1,test,0,84,0.5419354838709678,0.15522386200108396,0.1551901399346192,-3.3722066464764167e-05,0.15301959837093992,-0.5244439244270325,0.01064002513885498,,,,,,
dePablo CV1,1,test,0,85,0.5483870967741935,0.1551901399346192,0.15520399160303022,1.3851668411030138e-05,0.15301959837093992,-0.5138038992881775,0.01062619686126709,,,,,,
dePablo CV1,1,test,0,86,0.5548387096774193,0.15520399160303022,0.15516619149012956,-3.780011290066554e-05,0.15301959837093992,-0.5031777024269104,0.01075860857963562,,,,,,
dePablo CV1,1,test,0,87,0.5612903225806452,0.15516619149012956,0.15506383687255818,-0.00010235461757138187,0.15301959837093992,-0.4924190938472748,0.011140167713165283,,,,,,
dePablo CV1,1,test,0,88,0.567741935483871,0.15506383687255818,0.15504741969813673,-1.6417174421440306e-05,0.15301959837093992,-0.4812789261341095,0.010679483413696289,,,,,,
dePablo CV1,1,test,0,89,0.5741935483870968,0.15504741969813673,0.15506494714686078,1.7527448724047323e-05,0.15301959837093992,-0.4705994427204132,0.010575413703918457,,,,,,
dePablo CV1,1,test,0,90,0.5806451612903226,0.15506494714686078,0.15501040840032662,-5.453874653416069e-05,0.15301959837093992,-0.46002402901649475,0.010839104652404785,,,,,,
dePablo CV1,1,test,0,91,0.5870967741935483,0.15501040840032662,0.1549343040782663,-7.610432206031637e-05,0.15301959837093992,-0.44918492436408997,0.010930180549621582,,,,,,
dePablo CV1,1,test,0,92,0.5935483870967742,0.1549343040782663,0.15485635191249453,-7.795216577177744e-05,0.15301959837093992,-0.4382547438144684,0.010924875736236572,,,,,,
dePablo CV1,1,test,0,93,0.6,0.15485635191249453,0.15488974620193618,3.339428944165723e-05,0.15301959837093992,-0.4273298680782318,0.010532408952713013,,,,,,
dePablo CV1,1,test,0,94,0.6064516129032258,0.15488974620193618,0.1548474165473174,-4.232965461878346e-05,0.15301959837093992,-0.4167974591255188,0.010484784841537476,,,,,,
dePablo CV1,1,test,0,95,0.6129032258064516,0.1548474165473174,0.15480681173956654,-4.0604807750865834e-05,0.15301959837093992,-0.4063126742839813,0.010775744915008545,,,,,,
dePablo CV1,1,test,0,96,0.6193548387096774,0.15480681173956654,0.1547338379451545,-7.29737944120401e-05,0.15301959837093992,-0.3955369293689728,0.010945916175842285,,,,,,
dePablo CV1,1,test,0,97,0.6258064516129033,0.1547338379451545,0.15473011940107226,-3.718544082237374e-06,0.15301959837093992,-0.3845909833908081,0.010529905557632446,,,,,,
dePablo CV1,1,test,0,98,0.632258064516129,0.15473011940107226,0.1547484379790462,1.831857797393588e-05,0.15301959837093992,-0.37406107783317566,0.0106087327003479,,,,,,
dePablo CV1,1,test,0,99,0.6387096774193548,0.1547484379790462,0.15469150661991732,-5.693135912887559e-05,0.15301959837093992,-0.36345234513282776,0.01063200831413269,,,,,,
dePablo CV1,1,test,0,100,0.6451612903225806,0.15469150661991732,0.15461497808312868,-7.65285367886337e-05,0.15301959837093992,-0.3528203070163727,0.010891556739807129,,,,,,
dePablo CV1,1,test,0,101,0.6516129032258065,0.15461497808312868,0.15459046250929892,-2.4515573829764215e-05,0.15301959837093992,-0.34192878007888794,0.010530918836593628,,,,,,
dePablo CV1,1,test,0,102,0.6580645161290323,0.15459046250929892,0.1545859604021765,-4.502107122411614e-06,0.15301959837093992,-0.3313978612422943,0.01047489047050476,,,,,,
dePablo CV1,1,test,0,103,0.6645161290322581,0.1545859604021765,0.154567640325056,-1.8320077120520528e-05,0.15301959837093992,-0.32092297077178955,0.010691732168197632,,,,,,
dePablo CV1,1,test,0,104,0.6709677419354839,0.154567640325056,0.15449330402755143,-7.433629750455695e-05,0.15301959837093992,-0.3102312386035919,0.010640382766723633,,,,,,
dePablo CV1,1,test,0,105,0.6774193548387096,0.15449330402755143,0.15442643022176583,-6.687380578559998e-05,0.15301959837093992,-0.2995908558368683,0.010776609182357788,,,,,,
dePablo CV1,1,test,0,106,0.6838709677419355,0.15442643022176583,0.15443190265659845,5.472434832620721e-06,0.15301959837093992,-0.2888142168521881,0.01047632098197937,,,,,,
dePablo CV1,1,test,0,107,0.6903225806451613,0.15443190265659845,0.1543877160425035,-4.418661409494318e-05,0.15301959837093992,-0.27833786606788635,0.010609716176986694,,,,,,
dePablo CV1,1,test,0,108,0.6967741935483871,0.1543877160425035,0.15435394202425418,-3.3774018249332904e-05,0.15301959837093992,-0.26772812008857727,0.010567665100097656,,,,,,
dePablo CV1,1,test,0,109,0.7032258064516129,0.15435394202425418,0.1543292102759277,-2.473174832648417e-05,0.15301959837093992,-0.257160484790802,0.010709747672080994,,,,,,
dePablo CV1,1,test,0,110,0.7096774193548387,0.1543292102759277,0.15434697543290604,1.7765156978349905e-05,0.15301959837093992,-0.24645070731639862,0.010236650705337524,,,,,,
dePablo CV1,1,test,0,111,0.7161290322580646,0.15434697543290604,0.15430800859732735,-3.896683557869096e-05,0.15301959837093992,-0.2362140566110611,0.010473906993865967,,,,,,
dePablo CV1,1,test,0,112,0.7225806451612903,0.15430800859732735,0.1542604676580511,-4.754093927625269e-05,0.15301959837093992,-0.22574014961719513,0.010650634765625,,,,,,
dePablo CV1,1,test,0,113,0.7290322580645161,0.1542604676580511,0.15419503215648112,-6.543550156998257e-05,0.15301959837093992,-0.21508954465389252,0.010484501719474792,,,,,,
dePablo CV1,1,test,0,114,0.7354838709677419,0.15419503215648112,0.15419865391878917,3.6217623080592176e-06,0.15301959837093992,-0.20460502803325653,0.010655328631401062,,,,,,
dePablo CV1,1,test,0,115,0.7419354838709677,0.15419865391878917,0.15418380973004187,-1.4844188747309417e-05,0.15301959837093992,-0.19394968450069427,0.010302454233169556,,,,,,
dePablo CV1,1,test,0,116,0.7483870967741936,0.15418380973004187,0.1541348170876253,-4.899264241656209e-05,0.15301959837093992,-0.18364723026752472,0.010478615760803223,,,,,,
dePablo CV1,1,test,0,117,0.7548387096774194,0.1541348170876253,0.15408700434179073,-4.781274583456896e-05,0.15301959837093992,-0.1731685996055603,0.010703817009925842,,,,,,
dePablo CV1,1,test,0,118,0.7612903225806451,0.15408700434179073,0.15403356318603997,-5.3441155750760805e-05,0.15301959837093992,-0.16246479749679565,0.010515764355659485,,,,,,
dePablo CV1,1,test,0,119,0.7677419354838709,0.15403356318603997,0.15406252861933772,2.8965433297750698e-05,0.15301959837093992,-0.15194903314113617,0.010352909564971924,,,,,,
dePablo CV1,1,test,0,120,0.7741935483870968,0.15406252861933772,0.1540218152880016,-4.071333133612298e-05,0.15301959837093992,-0.14159615337848663,0.010353773832321167,,,,,,
dePablo CV1,1,test,0,121,0.7806451612903226,0.1540218152880016,0.1539438238877164,-7.799140028519336e-05,0.15301959837093992,-0.13124239444732666,0.010582461953163147,,,,,,
dePablo CV1,1,test,0,122,0.7870967741935484,0.1539438238877164,0.15391259211354857,-3.1231774167833626e-05,0.15301959837093992,-0.12065993994474411,0.010508224368095398,,,,,,
dePablo CV1,1,test,0,123,0.7935483870967742,0.15391259211354857,0.15392114659036235,8.554476813776857e-06,0.15301959837093992,-0.1101517304778099,0.010126844048500061,,,,,,
dePablo CV1,1,test,0,124,0.8,0.15392114659036235,0.15390380018169866,-1.734640866368764e-05,0.15301959837093992,-0.10002490133047104,0.01038619875907898,,,,,,
dePablo CV1,1,test,0,125,0.8064516129032258,0.15390380018169866,0.15383976409021058,-6.403609148808442e-05,0.15301959837093992,-0.08963868767023087,0.010573364794254303,,,,,,
dePablo CV1,1,test,0,126,0.8129032258064516,0.15383976409021058,0.1538011430831929,-3.8621007017680675e-05,0.15301959837093992,-0.07906534522771835,0.010263726115226746,,,,,,
dePablo CV1,1,test,0,127,0.8193548387096774,0.1538011430831929,0.15380998716239974,8.84407920684338e-06,0.15301959837093992,-0.06880159676074982,0.01017015427350998,,,,,,
dePablo CV1,1,test,0,128,0.8258064516129032,0.15380998716239974,0.1538018409810993,-8.146181300433541e-06,0.15301959837093992,-0.05863144248723984,0.010308701545000076,,,,,,
dePablo CV1,1,test,0,129,0.832258064516129,0.1538018409810993,0.15373994114639733,-6.189983470197835e-05,0.15301959837093992,-0.04832273721694946,0.010552726686000824,,,,,,
dePablo CV1,1,test,0,130,0.8387096774193549,0.15373994114639733,0.153688205333067,-5.173581333031696e-05,0.15301959837093992,-0.037770021706819534,0.010309558361768723,,,,,,
dePablo CV1,1,test,0,131,0.8451612903225807,0.153688205333067,0.15367201623901805,-1.618909404896285e-05,0.15301959837093992,-0.027460450306534767,0.010274657979607582,,,,,,
dePablo CV1,1,test,0,132,0.8516129032258064,0.15367201623901805,0.15368513002522202,1.3113786203972078e-05,0.15301959837093992,-0.01718577928841114,0.010308509692549706,,,,,,
dePablo CV1,1,test,0,133,0.8580645161290322,0.15368513002522202,0.15362775039640075,-5.7379628821269124e-05,0.15301959837093992,-0.006877267733216286,0.010153984650969505,,,,,,
dePablo CV1,1,test,0,134,0.864516129032258,0.15362775039640075,0.15359209827537418,-3.565212102657478e-05,0.15301959837093992,0.003276716684922576,0.01045319065451622,,,,,,
dePablo CV1,1,test,0,135,0.8709677419354839,0.15359209827537418,0.15354571585788662,-4.6382417487556005e-05,0.15301959837093992,0.013729913160204887,0.01044786348938942,,,,,,
dePablo CV1,1,test,0,136,0.8774193548387097,0.15354571585788662,0.1535496686211968,3.952763310166585e-06,0.15301959837093992,0.02417777106165886,0.009827863425016403,,,,,,
dePablo CV1,1,test,0,137,0.8838709677419355,0.1535496686211968,0.15349288756243054,-5.6781058766247616e-05,0.15301959837093992,0.034005630761384964,0.010561101138591766,,,,,,
dePablo CV1,1,test,0,138,0.8903225806451613,0.15349288756243054,0.15344909377047206,-4.3793791958485206e-05,0.15301959837093992,0.044566720724105835,0.01018204540014267,,,,,,
dePablo CV1,1,test,0,139,0.896774193548387,0.15344909377047206,0.15347119424632547,2.210047585340935e-05,0.15301959837093992,0.054748766124248505,0.009999960660934448,,,,,,
dePablo CV1,1,test,0,140,0.9032258064516129,0.15347119424632547,0.15345643500046396,-1.4759245861500903e-05,0.15301959837093992,0.06474872678518295,0.010263405740261078,,,,,,
dePablo CV1,1,test,0,141,0.9096774193548387,0.15345643500046396,0.15341070329516432,-4.573170529964532e-05,0.15301959837093992,0.07501213252544403,0.010183580219745636,,,,,,
dePablo CV1,1,test,0,142,0.9161290322580645,0.15341070329516432,0.15334955808889458,-6.114520626973596e-05,0.15301959837093992,0.08519571274518967,0.01024492084980011,,,,,,
dePablo CV1,1,test,0,143,0.9225806451612903,0.15334955808889458,0.15334210411548357,-7.453973411009063e-06,0.15301959837093992,0.09544061869382858,0.01009541004896164,,,,,,
dePablo CV1,1,test,0,144,0.9290322580645162,0.15334210411548357,0.15333780876896647,-4.295346517108056e-06,0.15301959837093992,0.10553603619337082,0.009968720376491547,,,,,,
dePablo CV1,1,test,0,145,0.9354838709677419,0.15333780876896647,0.15329139559474525,-4.6413174221215936e-05,0.15301959837093992,0.11550474911928177,0.010397739708423615,,,,,,
dePablo CV1,1,test,0,146,0.9419354838709677,0.15329139559474525,0.15322971106332683,-6.168453141841557e-05,0.15301959837093992,0.12590248882770538,0.010141327977180481,,,,,,
dePablo CV1,1,test,0,147,0.9483870967741935,0.15322971106332683,0.1532317092575502,1.9981942233626704e-06,0.15301959837093992,0.13604381680488586,0.009900733828544617,,,,,,
dePablo CV1,1,test,0,148,0.9548387096774194,0.1532317092575502,0.15322096286435816,-1.0746393192040404e-05,0.15301959837093992,0.14594455063343048,0.010044649243354797,,,,,,
dePablo CV1,1,test,0,149,0.9612903225806452,0.15322096286435816,0.15320231246140373,-1.865040295442877e-05,0.15301959837093992,0.15598918497562408,0.010114505887031555,,,,,,
dePablo CV1,1,test,0,150,0.967741935483871,0.15320231246140373,0.15313913390056666,-6.31785608370683e-05,0.15301959837093992,0.16610367596149445,0.010225355625152588,,,,,,
dePablo CV1,1,test,0,151,0.9741935483870968,0.15313913390056666,0.15312815251185258,-1.0981388714081941e-05,0.15301959837093992,0.17632904648780823,0.01009853184223175,,,,,,
dePablo CV1,1,test,0,152,0.9806451612903225,0.15312815251185258,0.15311075158111487,-1.7400930737709874e-05,0.15301959837093992,0.18642756342887878,0.009783610701560974,,,,,,
dePablo CV1,1,test,0,153,0.9870967741935484,0.15311075158111487,0.15308938171586253,-2.1369865252335307e-05,0.15301959837093992,0.19621114432811737,0.010086208581924438,,,,,,
dePablo CV1,1,test,0,154,0.9935483870967742,0.15308938171586253,0.15303400680676355,-5.537490909898746e-05,0.15301959837093992,0.2062973529100418,0.01030181348323822,,,,,,
dePablo CV1,1,test,0,155,1.0,0.15303400680676355,0.15301959837093992,-1.4408435823620724e-05,0.15301959837093992,0.21659915149211884,0.00995682179927826,,,,,,
dePablo CV1,1,test,1,0,0.0,,0.10587583148558759,,-0.24695770209211376,-1.477541208267212,0.012716174125671387,,,,,,
