dataset,latent_dim,split,sim_idx,step,target_index,true_p_ratio,pred_p_ratio,p_ratio_error,true_horizontal_strain,pred_horizontal_strain,horizontal_strain_error,true_vertical_strain,pred_vertical_strain,vertical_strain_error,pos_mse,initial_to_true_mse,movement_fraction_mse
Reid CV1,1,test,28,67,1005,-0.1986815461458849,0.09711278541439006,0.29579433156027496,-0.015944097939912274,-0.004775852049539435,0.011168245890372838,-0.005379799817030733,0.0003068072500178015,0.005686607067048535,0.002653193660080433,0.0037535768933594227,0.05125952998140991
Reid CV1,1,test,28,68,1020,-0.19956290548163516,0.09651245551601423,0.2960753609976494,-0.01614616566382402,-0.004817430436285086,0.011328735227538935,-0.005497202175942011,0.00030760373820580203,0.005804805914147813,0.0027424185536801815,0.003872169414535165,0.05090935795129062
Reid CV1,1,test,28,69,1035,-0.20048966505337829,0.09589620248407524,0.29638586753745355,-0.016348395171341783,-0.004859332390242766,0.011489062781099017,-0.005616277160048089,0.00030840022639380254,0.005924677386441891,0.0028332017827779055,0.003992754966020584,0.050580364390364965
Reid CV1,1,test,28,70,1050,-0.2013672888203905,0.09527663057632921,0.29664391939671975,-0.0165501393280415,-0.00490139612780646,0.011648743200235038,-0.005735192846516567,0.0003091967145818031,0.00604438956109837,0.0029253095854073763,0.004115105606615543,0.05027443465191496
Reid CV1,1,test,28,71,1065,-0.20228528990504482,0.09466142355898957,0.2969467134640344,-0.01675228794375625,-0.004943702540779176,0.011808585402977075,-0.005855860806998646,0.0003099932027698036,0.006165854009768449,0.003018970601260662,0.004239459987729788,0.049987435017422234
Reid CV1,1,test,28,72,1080,-0.20320603883482957,0.09406401021245554,0.2972700490472851,-0.016952818723410864,-0.0049861707373579055,0.011966647986052958,-0.005977484553306326,0.0003107896909578041,0.00628827424426413,0.003114071674644947,0.004365673754364252,0.04972013702515345
Reid CV1,1,test,28,73,1095,-0.2040596108336067,0.09344275615503372,0.2975023669886404,-0.017153592178474498,-0.005028881609345656,0.012124710569128842,-0.006099028650795206,0.00031158617914580467,0.006410614829941011,0.0032104665879160166,0.004493637941777706,0.04947288807042145
Reid CV1,1,test,28,74,1110,-0.20499414907148308,0.0928546525660853,0.2978488016375684,-0.017354203849932116,-0.005071916048545436,0.01228228780138668,-0.006222484319935287,0.0003123030185150051,0.006534787338450292,0.0033083443995565176,0.004623508546501398,0.04924307078954999
Reid CV1,1,test,28,75,1125,-0.2058589687476158,0.09225539749842877,0.2981143662460446,-0.01755465373778372,-0.0051151122713512295,0.01243954146643249,-0.006345143500887367,0.0003130198578842056,0.006658163358771573,0.003407515585422516,0.004755124449729919,0.049031589419512335
Reid CV1,1,test,28,76,1140,-0.206738064955802,0.09163584088637997,0.29837390584218193,-0.017754537383014274,-0.005158551169566044,0.01259598621344823,-0.006469156711759049,0.00031373669725340606,0.006782893409012455,0.0035082055255770683,0.004888715222477913,0.048835119345395826
Reid CV1,1,test,28,77,1155,-0.20765481387923804,0.09105586611575987,0.2987106799949979,-0.017953693002017764,-0.005202151851386874,0.012751541150630891,-0.0065949221966443315,0.00031445353662260656,0.006909375733266938,0.003610297804698348,0.005024144891649485,0.04865470380801517
Reid CV1,1,test,28,78,1170,-0.20849608621142177,0.09045662414468934,0.2989527103561111,-0.018152929512824264,-0.005246156992222738,0.012906772520601526,-0.006719970842160414,0.00031509072717300694,0.007035061569333421,0.003713794518262148,0.005161470267921686,0.048488766369850056
Reid CV1,1,test,28,79,1185,-0.2093943978082025,0.08988056220044778,0.2992749600086503,-0.018351276213797684,-0.005290323916664617,0.013060952297133067,-0.006847886845153298,0.00031580756654220744,0.007163694411695506,0.00381873594596982,0.005300669465214014,0.04833695471032015
Reid CV1,1,test,28,80,1200,-0.21026333710837117,0.08930107073602563,0.2995644078443968,-0.01854946113116509,-0.0053346526247125105,0.01321480850645258,-0.006975006359958181,0.0003165244059114079,0.007291530765869589,0.0039250547997653484,0.005441709421575069,0.04819940463711137
Reid CV1,1,test,29,0,0,,0.13117604361843993,,0.0,-0.00246737341571769,-0.00246737341571769,0.0,0.0003063056221302462,0.0003063056221302462,4.962486127624288e-05,0.0,
Reid CV1,1,test,29,1,15,0.039895165987186954,0.13047763837145196,0.090582472384265,-0.0002927856087366397,-0.002490970840979688,-0.0021981852322430486,1.2136075937586321e-05,0.0003080180745631571,0.00029588199862557075,4.0946531953522936e-05,5.920890089328168e-07,85.80374994959745
Reid CV1,1,test,29,2,30,-0.021355146952367163,0.12980355843640454,0.15115870538877169,-0.0006021411963406386,-0.0025147162124815733,-0.0019125750161409346,-9.306806700603006e-06,0.00030973052699606807,0.0003190373336966711,3.3386062568752095e-05,2.424956619506702e-06,21.446670777281202
Reid CV1,1,test,29,3,45,-0.04381293570875291,0.12913256955810148,0.1729455052668544,-0.0009135680313030572,-0.0025386095302233455,-0.0016250414989202884,-3.141977942123575e-05,0.0003115174338825838,0.00034293721330381957,2.7055293685407378e-05,5.467260052682832e-06,9.737450501687151
Reid CV1,1,test,29,4,60,-0.056597588957278656,0.12846265997084075,0.1850602489281194,-0.0012267702211441215,-0.0025625768210850615,-0.00133580659994094,-5.7776655997343466e-05,0.00031315543186188996,0.00037093208785923343,2.183975448133424e-05,9.719627996673808e-06,5.606562985292945
Reid CV1,1,test,29,5,75,-0.06482347439794248,0.12777216529561744,0.19259563969355992,-0.0015431532551427591,-0.0025866920581866645,-0.0010435388030439053,-8.740952853206344e-05,0.00031494233874840576,0.0004023518672804692,1.770243216014933e-05,1.5183609320956748e-05,3.6735750069408857
Reid CV1,1,test,29,6,90,-0.07070139889162862,0.12714891185294538,0.197850310744574,-0.0018624952139391397,-0.0026109552415281546,-0.0007484600275890149,-0.00011868039904608954,0.0003167292456349215,0.00043540964468101104,1.4623438801208977e-05,2.1874226149520837e-05,2.609980821560348
Reid CV1,1,test,29,7,105,-0.0749297664472305,0.12653792366556152,0.20146769011279203,-0.0021838344469739964,-0.0026353663711095317,-0.00045153192413553526,-0.00015114254081779284,0.0003185161525214373,0.0004696586933392301,1.2589809557539411e-05,2.9794475267408416e-05,1.961269709321656
Reid CV1,1,test,29,8,120,-0.07843677654062396,0.12586912224486305,0.204305898785487,-0.0025068010886476117,-0.0026600733931706833,-0.00015327230452307156,-0.0001850937716615926,0.0003203030594079531,0.0005053968310695456,1.1604501196416095e-05,3.895253030350432e-05,1.5354572021230595
Reid CV1,1,test,29,9,135,-0.0810107948969578,0.12525983524520748,0.2062706301421653,-0.0028319869239195336,-0.0026848543883517782,0.00014713253556775541,-0.00021911945695899719,0.0003221644207480737,0.0005412838777070709,1.1659069059533067e-05,4.935020479024388e-05,1.24048783066123
Reid CV1,1,test,29,10,150,-0.08315401621223287,0.12462654716175843,0.2077805633739913,-0.0031582823559906095,-0.0027099312760126477,0.0004483510799779618,-0.0002541875046068693,0.00032402578208819426,0.0005782132866950636,1.2753122064168565e-05,6.099516394897364e-05,1.0273130686619163
Reid CV1,1,test,29,11,165,-0.08503989807550459,0.12400597546438111,0.20904587353988568,-0.003485539438620952,-0.0027350821367934605,0.0007504573018274913,-0.0002900745512443945,0.00032581268897471005,0.0006158872402191046,1.4886747521813959e-05,7.390133396256715e-05,0.8679149057165153
Reid CV1,1,test,29,12,180,-0.08668208775254078,0.12338855444183858,0.21007064219437938,-0.0038135362524507293,-0.002760602863173991,0.0010529333892767383,-0.0003259615978819197,0.00032767405031483066,0.0006536356481967504,1.8057178749586456e-05,8.806773985270411e-05,0.7455191029564098
Reid CV1,1,test,29,13,195,-0.08808519827693986,0.12279664024606649,0.21088183852300635,-0.004142346770599887,-0.002786271535794409,0.0013560752348054776,-0.00036266764350909795,0.0003295354116549513,0.0006922030551640493,2.2263442588155158e-05,0.00010349863441661,0.6493967132202871
Reid CV1,1,test,29,14,210,-0.08927119306360823,0.12216578596835341,0.21143697903196162,-0.004471379208108874,-0.0028121621277746576,0.0016592170803342164,-0.00039944814358988103,0.00033147122744867666,0.0007309193710385577,2.749417762970552e-05,0.00012018369307043031,0.572520597477128
Reid CV1,1,test,29,15,225,-0.09036756511533872,0.12158578818483474,0.21195335330017345,-0.004800411645617862,-0.0028384225853546243,0.001961989060263238,-0.0004370476426603172,0.0003334070432424021,0.0007704546859027192,3.375628512003459e-05,0.00013814421254210174,0.5099360615885185
Reid CV1,1,test,29,16,240,-0.09140356881862668,0.12100174990676726,0.21240531872539395,-0.005129887921846511,-0.0028648309891744776,0.0022650569326720335,-0.0004748705050915678,0.0003353428590361275,0.0008102133641276954,4.104520849068649e-05,0.00015736908244434744,0.4583157370675422
Reid CV1,1,test,29,17,255,-0.09236839354771278,0.12039245754529448,0.21276085109300727,-0.005459438171195104,-0.0028916092585940492,0.0025678289126010545,-0.0005138101843268908,0.00033727867482985296,0.0008510888591567439,4.9363843572791666e-05,0.00017787366232369095,0.4151748881345061
Reid CV1,1,test,29,18,270,-0.0932169218995581,0.11980491644295774,0.21302183834251584,-0.0057892103399035276,-0.002918535474253508,0.0028706748656500197,-0.0005527498635622138,0.0003392889450771832,0.0008920388086393969,5.87136200920213e-05,0.0001996737701119855,0.378702125142942
Reid CV1,1,test,29,19,285,-0.09406122051082082,0.11921423503387638,0.21327545554469718,-0.0061186866161321764,-0.0029457575823927406,0.003172929033739436,-0.0005917639972511416,0.00034129921532451347,0.000933063212575655,6.90727392793633e-05,0.00022272330534178764,0.34765657336360845
Reid CV1,1,test,29,20,300,-0.09477366377138113,0.11864266729098095,0.21341633106236207,-0.006448680704200431,-0.0029731276367718604,0.0034755530674285703,-0.0006310759487544886,0.0003433094855718437,0.0009743854343263324,8.045128925004974e-05,0.00024705741088837385,0.3209462189597904
Reid CV1,1,test,29,21,315,-0.09549494849655114,0.1180985358671647,0.21359348436371584,-0.006778009034189192,-0.003000867556750698,0.003777141477438494,-0.0006712813537010936,0.000345319755819174,0.0010166011095202676,9.285343548981473e-05,0.0002726848761085421,0.29777807626779185
Reid CV1,1,test,29,22,330,-0.09615643874029335,0.11753751484400302,0.21369395358429638,-0.007106375713618688,-0.003028755422969423,0.004077620290649266,-0.0007113378497404891,0.00034740448052010905,0.001058742330260598,0.0001062772935256362,0.00029961473774164915,0.277541714733546
Reid CV1,1,test,29,23,345,-0.09689984973267896,0.11697835960459524,0.2138782093372742,-0.00743466841992824,-0.0030570131547878656,0.004377655265140374,-0.0007531812526664001,0.0003494892052210441,0.0011026704578874441,0.00012071518722223118,0.0003278292715549469,0.2597692204847104
Reid CV1,1,test,29,24,360,-0.09751197651058569,0.11641498955385714,0.21392696606444284,-0.007763626884317284,-0.0030854188328461956,0.004678208051471089,-0.0007948757466851016,0.0003515739299219792,0.0011464496766070808,0.00013617733202409,0.0003573521098587662,0.24405470119578695
Reid CV1,1,test,29,25,375,-0.09809833574701456,0.11586387434554973,0.21396221009256428,-0.008091919590626837,-0.0031139724571444126,0.004977947133482425,-0.0008359001506213597,0.0003536586546229143,0.0011895588052442739,0.0001526330888736993,0.0003881448064930737,0.23011410968680515
Reid CV1,1,test,29,26,390,-0.09873167724553633,0.11531634252840799,0.21404801977394433,-0.008420212296936389,-0.003142821973922404,0.005277390323013984,-0.0008788603703513431,0.00035574337932384935,0.0012346037496751925,0.0001701067667454481,0.0004202354757580906,0.21766923622607126
Reid CV1,1,test,29,27,405,-0.09921830335546858,0.11480939920989175,0.21402770256536033,-0.008747765272046504,-0.0031719673831801694,0.005575797888866335,-0.0009204059554628349,0.00035790255847838924,0.0012783085139412241,0.0001885995443444699,0.00045365141704678535,0.20649855421167326
Reid CV1,1,test,29,28,420,-0.09980172194418525,0.11423891513027579,0.21404063707446103,-0.009075836058996227,-0.003201260738677822,0.0058745753203184045,-0.0009637384474608426,0.00036006173763292914,0.0013238001850937717,0.00020808289991691709,0.0004883492365479469,0.19645140108627454
Reid CV1,1,test,29,29,435,-0.10033941342398009,0.11372006787756898,0.21405948130154906,-0.009403463007226286,-0.003230702040415362,0.006172760966810924,-0.0010069964850052454,0.00036222091678746903,0.0013692174017927144,0.000228591583436355,0.0005243730265647173,0.18736421398964995
Reid CV1,1,test,29,30,450,-0.10088687406586228,0.11318923358345466,0.21407610764931695,-0.009729832412417306,-0.003260439234632676,0.006469393177784629,-0.0010504034314568578,0.0003643800959420089,0.0014147835273988667,0.0002500728878658265,0.0005616484559141099,0.17914054102959598
Reid CV1,1,test,29,31,465,-0.10137326186815344,0.11267432119450056,0.214047583062654,-0.010056053871368438,-0.0032903243750898774,0.006765729496278561,-0.0010944060135373087,0.00036661372955015364,0.0014610197430874623,0.00027256380417384207,0.000600250088609755,0.17165167571127762
Reid CV1,1,test,29,32,480,-0.10186921092198319,0.11215728363742804,0.21402649455941122,-0.010382867115279118,-0.003320505408026853,0.007062361707252265,-0.0011388553223393887,0.0003686984542510887,0.0015075537765904775,0.00029606325551867485,0.000640164187643677,0.16481593320638224
Reid CV1,1,test,29,33,495,-0.10230724575069865,0.11165716769706337,0.21396441344776201,-0.010708792681750475,-0.0033508343872037153,0.00735795829454676,-0.0011830068133270493,0.00037093208785923343,0.0015539389011862826,0.0003205701941624284,0.0006814164808019996,0.158553066779332
Reid CV1,1,test,29,34,510,-0.10280512627873048,0.11116955778449915,0.21397468406322961,-0.011034940167581666,-0.0033813113126204652,0.0076536288549612,-0.0012279028488507582,0.00037316572146737815,0.0016010685703181364,0.0003461041487753391,0.0007239999249577522,0.15280292427600597
Reid CV1,1,test,29,35,525,-0.1033192168311706,0.110656077266325,0.2139752940974956,-0.011360495868453306,-0.0034120841305169893,0.007948411737936317,-0.0012739157011785395,0.00037539935507552286,0.0016493150562540623,0.0003726192517206073,0.0007678752299398184,0.1475181901965404
Reid CV1,1,test,29,36,540,-0.10378942591331972,0.11017227235438884,0.21396169826770856,-0.011685977596205002,-0.003442930921533457,0.008243046674671545,-0.0013196307356919015,0.0003776329886836676,0.0016972637243755691,0.00040012519457377493,0.0008130730129778385,0.142644581503739
Reid CV1,1,test,29,37,555,-0.10427773138929924,0.10968775020016013,0.21396548158945938,-0.012011015485237036,-0.003474073605029699,0.008536941880207337,-0.0013662392236485214,0.00037986662229181234,0.0017461058459403338,0.0004286122857593,0.0008595584076829255,0.13814680857129644
Reid CV1,1,test,29,38,570,-0.10473979220901053,0.10922815322043246,0.21396794542944297,-0.012335165696829749,-0.003505364234765828,0.00882980146206392,-0.0014124009848835123,0.00038210025589995706,0.0017945012407834693,0.0004581376852001995,0.0009074243134818971,0.13397272966537394
Reid CV1,1,test,29,39,585,-0.10515010016834375,0.10872829870986826,0.21387839887821203,-0.012659389881542405,-0.003536802810741844,0.009122587070800561,-0.0014588605639329225,0.0003843338895081018,0.0018431944534410241,0.0004886121023446321,0.0009565633372403681,0.13010840329706766
Reid CV1,1,test,29,40,600,-0.10555045990798127,0.10824968738382507,0.21380014729180635,-0.012983762012494947,-0.0035685372791976343,0.009415224733297313,-0.0015058413241575664,0.0003865675231162465,0.001892408847273813,0.0005201225285418332,0.0010070910211652517,0.12650865302653636
Reid CV1,1,test,29,41,615,-0.10601043402651981,0.10776439089692101,0.21377482492344083,-0.013307394412248055,-0.003600419693893312,0.009706974718354744,-0.0015531943566502347,0.000388875611177996,0.0019420699678282306,0.0005526190507225692,0.0010589236626401544,0.12316089834252868
Reid CV1,1,test,29,42,630,-0.10645182966292611,0.1073476286746429,0.21379945833756903,-0.013630287080801726,-0.00363252402794882,0.009997763052852906,-0.001601217479225346,0.00039118369923974556,0.0019924011784650916,0.0005860929959453642,0.0011120813433080912,0.12004034511268326
Reid CV1,1,test,29,43,645,-0.10686835678286072,0.1068603747989804,0.21372873158184114,-0.013953253722475342,-0.0036647763082442155,0.010288477414231126,-0.0016492406018004575,0.00039341733284789027,0.0020426579346483477,0.0006205562385730445,0.0011665703495964408,0.11712665991601638
Reid CV1,1,test,29,44,660,-0.10731550874350144,0.10638367028537997,0.21369917902888141,-0.01427607241790907,-0.003697176534779498,0.01057889588312957,-0.0016980082689116173,0.00039565096645603504,0.0020936592353676523,0.0006560221663676202,0.0012224053498357534,0.11440139749201506
Reid CV1,1,test,29,45,675,-0.10775751094211079,0.10595948323962402,0.21371699418173482,-0.014598891113342798,-0.003729872653794555,0.010869018459548243,-0.0017465525726619627,0.0003979590545177846,0.0021445116271797474,0.0006924801273271441,0.0012795863440260291,0.11184910644646262
Reid CV1,1,test,29,46,690,-0.10816518293923337,0.1054706594971414,0.2136358424363748,-0.014921413916296752,-0.003762642745929555,0.011158771170367197,-0.0017956925120411465,0.0004002671425795341,0.0021959596546206805,0.0007299368153326213,0.0013381231110543013,0.10945549307096766
Reid CV1,1,test,29,47,705,-0.10858607405721943,0.10507315019471634,0.2136592242519358,-0.01524364082677093,-0.0037957087305443295,0.0114479320962266,-0.00184498136032754,0.0004025007761876788,0.0022474821365152187,0.0007683660369366407,0.0013979821233078837,0.10721059742725511
Reid CV1,1,test,29,48,720,-0.10897293082321488,0.10463601013312761,0.21360894095634247,-0.015564980059805788,-0.0038289226613989914,0.011736057398406797,-0.0018940468452531192,0.0004048833187030332,0.0022989301639561523,0.000807766686193645,0.0014591803774237633,0.10510215238804609
Reid CV1,1,test,29,49,735,-0.10936387030677412,0.10419527708653856,0.21355914739331266,-0.01588661518532042,-0.0038622845384935402,0.012024330646826878,-0.001944080238075561,0.0004071169523111779,0.0023511971903867387,0.0008481602999381721,0.001521743950434029,0.10311842256554456
Reid CV1,1,test,29,50,750,-0.10976124137849093,0.10374627979995295,0.21350752117844388,-0.016208398257074937,-0.00389586833494792,0.012312529922127016,-0.001993964721990793,0.00040935058591932267,0.002403315307910116,0.0008895567734725773,0.0015856612008064985,0.10125028394228032
Reid CV1,1,test,29,51,765,-0.11015436403821682,0.10333404248852689,0.21348840652674372,-0.01652944159763002,-0.003929748023882074,0.012599693573747947,-0.002044668204895678,0.000411733128434677,0.002456401333330355,0.0009319499949924648,0.0016509644920006394,0.09948886862957039
Reid CV1,1,test,29,52,780,-0.1105592935720079,0.10291328389213925,0.21347257746414716,-0.016850189045705326,-0.0039637756590561145,0.012886413386649212,-0.0020952972333469584,0.00041396676204282174,0.00250926399538978,0.0009753096383064985,0.0017175953835248947,0.09782914765265523
Reid CV1,1,test,29,53,795,-0.11096883738393172,0.10249324001908701,0.21346207740301873,-0.017171158413140465,-0.003997951240470043,0.013173207172670422,-0.0021470430786023112,0.00041627485010457127,0.0025633179287068825,0.0010196464136242867,0.001785578322596848,0.0962636118618065
Reid CV1,1,test,29,54,810,-0.11137632338787296,0.10208080987129113,0.2134571332591641,-0.017491240103136282,-0.004032348741243801,0.013458891361892482,-0.002198342197136035,0.0004185829381663208,0.002616925135302356,0.0010649566538631916,0.0018549019005149603,0.09478632767493567
Reid CV1,1,test,29,55,825,-0.11178725701943845,0.10166432529462265,0.21345158231406108,-0.0178113217931321,-0.0040668941882574475,0.013744427604874652,-0.002250013587937783,0.0004208910262280704,0.0026709046141658536,0.0011112504871562123,0.0019255995284765959,0.0933898407656135
Reid CV1,1,test,29,56,840,-0.11216903439974121,0.10124967380904057,0.21341870820878178,-0.018131625402487746,-0.0041018095008708115,0.014029815901616935,-0.0023018338876467405,0.00042319911428981993,0.0027250330019365603,0.0011585071915760636,0.001997650135308504,0.09206995740714106
Reid CV1,1,test,29,57,855,-0.11254405409699846,0.10085795813623916,0.21340201223323763,-0.01845170709248356,-0.0041367248134841755,0.014314982278999385,-0.0023534308239948833,0.00042543274789796464,0.002778863571892848,0.0012067070929333568,0.0020710143726319075,0.09082367653111505
Reid CV1,1,test,29,58,870,-0.11292486010781809,0.10044397222327629,0.21336883233109438,-0.018770679185680223,-0.004172009991697257,0.014598669193982967,-0.0024057723048790747,0.000427815290413319,0.0028335875952923938,0.0012559130555018783,0.002145801205188036,0.08964220917290155
Reid CV1,1,test,29,59,885,-0.1132848867931175,0.100044175838636,0.2133290626317535,-0.01908905949391734,-0.004207443116150226,0.014881616377767113,-0.0024588583302993143,0.0004300489240214637,0.002888907254320778,0.0013060934143140912,0.002221950562670827,0.08852358170027784
Reid CV1,1,test,29,60,900,-0.11364440474747199,0.09963773177250673,0.21328213651997874,-0.01940862337207355,-0.004243098159963025,0.015165525212110523,-0.0025112742656371104,0.00043228255762960843,0.0029435568232667186,0.0013572428142651916,0.0022994782775640488,0.08746387395172063
Reid CV1,1,test,29,61,915,-0.11401858697159878,0.0992479815455594,0.2132665685171582,-0.019727299572790437,-0.0042789011500157115,0.015448398422774725,-0.0025640624732429307,0.00043466510014496284,0.0029987275733878937,0.0014093578793108463,0.0023783729411661625,0.08646020536984997
Reid CV1,1,test,29,62,930,-0.11438701830996706,0.09887266510016184,0.2132596834101289,-0.020045310015427833,-0.004315000032548173,0.01573030998287966,-0.0026175207709311942,0.00043689873375310755,0.003054419504684302,0.001462416723370552,0.002458612434566021,0.08551004483098888
Reid CV1,1,test,29,63,945,-0.11474869127216356,0.09847709297795816,0.21322578425012173,-0.02036369032366495,-0.004351246861320521,0.016012443462344428,-0.002671053523073063,0.00043913236736125227,0.003110185890434315,0.001516454154625535,0.0025402382016181946,0.0846090576375955
Reid CV1,1,test,29,64,960,-0.11512194443220529,0.09808603849468543,0.21320798292689072,-0.020681700766302345,-0.0043877156094527,0.016293985156849645,-0.0027251074563901653,0.0004414404554230018,0.003166547911813167,0.0015714621404185891,0.002623249078169465,0.08375441863590175
Reid CV1,1,test,29,65,975,-0.11548850069523246,0.09771198804398107,0.21320048873921355,-0.02099985915517963,-0.004424480250064653,0.016575378905114978,-0.0027792358441608724,0.00044374854348475134,0.003222984387645624,0.0016273804940283298,0.0027075759135186672,0.08294657944182407
Reid CV1,1,test,29,66,990,-0.11586258378283579,0.09732102715997144,0.21318361094280724,-0.021317055893497645,-0.004461318863796549,0.0168557370297011,-0.002833662049745999,0.00044598217709289605,0.003279644226838895,0.0016842595068737864,0.0027932871598750353,0.08218022606673275
Reid CV1,1,test,29,67,1005,-0.11624394262883264,0.09691706925019,0.21316101187902264,-0.021634918389895154,-0.004498601316248107,0.017136317073647045,-0.002888088255331125,0.0004482158107010408,0.003336304066032166,0.0017421765951439738,0.002880477113649249,0.08145079579729468
Reid CV1,1,test,29,68,1020,-0.11660160554412409,0.0965725614454285,0.2131741669895526,-0.021951671289493508,-0.004535883768699665,0.017415787520793844,-0.0029432590054523,0.00045052389876279036,0.00339378290421509,0.001800986472517252,0.0029689795337617397,0.08076137282410853
Reid CV1,1,test,29,69,1035,-0.11698186236036598,0.09618107094748221,0.2131629333078482,-0.022268498162211808,-0.004573610059870884,0.017694888102340923,-0.002998578664480684,0.0004528319868245399,0.003451410651305224,0.0018607884412631392,0.0030588980298489332,0.08010693440571441
Reid CV1,1,test,29,70,1050,-0.11735470279297877,0.09583007380701336,0.21318477659999213,-0.02258495516933039,-0.004611484297281991,0.0179734708720484,-0.0030548662314059307,0.0004550656204326846,0.0035099318518386153,0.001921556075103581,0.0031502291094511747,0.07948605597388525
Reid CV1,1,test,29,71,1065,-0.11771551787180606,0.09546281938919976,0.21317833726100582,-0.022901560122688857,-0.004649506480932985,0.01825205364175587,-0.0031104837082487347,0.0004572992540408293,0.003567782962289564,0.001983257941901684,0.0032429336570203304,0.07889805994905047
Reid CV1,1,test,29,72,1080,-0.11808116560701144,0.09507542221405543,0.2131565878210669,-0.02321801712980744,-0.004687824557063752,0.018530192572743687,-0.003166547911813167,0.00045953288764897404,0.0036260807994621413,0.002045910805463791,0.003337044734507799,0.07834074004405932
Reid CV1,1,test,29,73,1095,-0.11843626499781573,0.09472089538647482,0.21315716038429056,-0.023534548110045964,-0.004726438525674294,0.01880810958437167,-0.0032228354787384138,0.00046176652125711875,0.0036846019999955326,0.0021094712428748608,0.0034324887674301863,0.077814366996696
Reid CV1,1,test,29,74,1110,-0.1187970376902803,0.09435742592942065,0.21315446361970095,-0.02385026538596511,-0.004765200440524724,0.019085064945440385,-0.003279123045663661,0.00046407460931886834,0.0037431976549825293,0.0021740365773439407,0.0035294059198349714,0.07731450021086925
Reid CV1,1,test,29,75,1125,-0.11916117933202824,0.09399651924984954,0.21315769858187777,-0.024165834715644367,-0.004804258247854927,0.01936157646778944,-0.003336304066032166,0.00046630824292701305,0.003802612308959179,0.0022395255509763956,0.003627685597166419,0.07684228772467329
Reid CV1,1,test,29,76,1140,-0.11950774057842628,0.09363009060716473,0.21313783118559101,-0.0244816999378034,-0.004843611947664905,0.019638087990138494,-0.003393038359679042,0.00046846742208155295,0.003861505781760595,0.0023059130180627108,0.003727304982021451,0.07639730838066139
Reid CV1,1,test,29,77,1155,-0.11987120479746723,0.09327931858315155,0.2131505233806188,-0.024796973375002886,-0.0048831875668347135,0.019913785808168175,-0.0034502193800475464,0.00047070105568969766,0.0039209204357372445,0.0023732203990221024,0.003828310640528798,0.07597699439177899
Reid CV1,1,test,29,78,1170,-0.12021412291156974,0.09294386934792767,0.21315799225949741,-0.02511269065092203,-0.004922985105364353,0.020189705545557678,-0.0035074748548696564,0.0004729346892978424,0.003980409544167499,0.002441468881443143,0.003930730279535055,0.07558016332789531
Reid CV1,1,test,29,79,1185,-0.12056174566801604,0.0925720925485393,0.21313383821655535,-0.025427742168761685,-0.004963078536373767,0.020464663632387917,-0.003565251510867,0.0004751683229059871,0.004040419833772987,0.002510707126930356,0.004034628160297871,0.07520452032005363
Reid CV1,1,test,29,80,1200,-0.12090573674037808,0.09220879283373933,0.21311452957411742,-0.02574183203604207,-0.005003393886743011,0.02073843814929906,-0.0036230281668643434,0.0004774019565141318,0.004100430123378475,0.0025808452628552914,0.004139892756938934,0.07485136696499756
Reid CV1,1,test,30,0,0,,0.15307929176289453,,0.0,-0.0020774772732277597,-0.0020774772732277597,0.0,0.000313367250498646,0.000313367250498646,3.944366835639812e-05,0.0,
Reid CV1,1,test,30,1,15,0.14608646510313647,0.1523689775390067,0.006282512435870219,-0.00029780647426841216,-0.0020998681818390074,-0.0018020617075705952,3.729158719480595e-05,0.0003152834190106321,0.00027799183181582613,3.1799070711713284e-05,5.812005383631913e-07,69.46592038720777
Reid CV1,1,test,30,2,30,0.1263384786538729,0.15163973070322667,0.025301252049353767,-0.0005990122283919973,-0.002122480782614723,-0.0015234685542227257,6.404424757368848e-05,0.0003170521899447731,0.0002530079423710846,2.4906268663471565e-05,2.421043518552324e-06,17.068463133725814
Reid CV1,1,test,30,3,45,0.12010311651245224,0.1508317308589885,0.030728614346536245,-0.0008988878295287755,-0.0021450933833904386,-0.001246205553861663,9.094430553041607e-05,0.00031896835845675916,0.0002280240529263431,1.900486859085504e-05,5.580074684985448e-06,7.579311847705032
Reid CV1,1,test,30,4,60,0.11671653082980846,0.1501238401537836,0.03340730932397515,-0.0011983939437247742,-0.0021680015737187783,-0.0009696076299940042,0.00011880244774313672,0.00032081082817982267,0.00020200838043668595,1.4176090189721435e-05,1.0081190339406021e-05,4.293467585845531
Reid CV1,1,test,30,5,75,0.1141352063213345,0.14935587761674718,0.035220671295412675,-0.0014981956474733966,-0.0021909836614352734,-0.0006927880139618767,0.00014503921659956147,0.0003226532979028862,0.00017761408130332476,1.0459719305799808e-05,1.593012893863488e-05,2.780526717061286
Reid CV1,1,test,30,6,90,0.11275158596138926,0.14864938311864775,0.03589779715725849,-0.0017979973512220189,-0.0022141135439280807,-0.00041611619270606184,0.0001721603709230567,0.00032449576762594973,0.00015233539670289303,7.86673990660347e-06,2.3125587176764384e-05,1.9600206899383377
Reid CV1,1,test,30,7,105,0.11140407413917697,0.14797675419715883,0.036572680057981866,-0.0020975034654180176,-0.0022373912211972,-0.0001398877557791823,0.00019824974220163634,0.0003263382373490133,0.00012808849514737695,6.3991992647061124e-06,3.167465183651075e-05,1.4642874617160975
