dataset,latent_dim,split,sim_idx,step,target_index,true_p_ratio,pred_p_ratio,p_ratio_error,true_horizontal_strain,pred_horizontal_strain,horizontal_strain_error,true_vertical_strain,pred_vertical_strain,vertical_strain_error,pos_mse,initial_to_true_mse,movement_fraction_mse
Reid CV1,1,test,0,21,315,0.22625226451006322,0.1279088660612735,-0.09834339844878973,-0.006159997069703354,-0.0029209599163429038,0.00323903715336045,0.0013912178547693553,0.00025623759413056585,-0.0011349802606387895,7.723327144049108e-05,0.00021078922145534307,0.19873509914344345
Reid CV1,1,test,0,22,330,0.226261181723992,0.1270286193783364,-0.09923256234565561,-0.006452757405552696,-0.0029511247347560835,0.003501632670796613,0.0014573238091465642,0.00025667771366703196,-0.0012006460954795321,8.830574370222166e-05,0.00023139662516769022,0.1857106472332249
Reid CV1,1,test,0,23,345,0.22624522810862116,0.1261453717271941,-0.10009985638142707,-0.006745248412666207,-0.0029814691056598177,0.0037637793070063896,0.0015231656918018935,0.00025702980929620485,-0.0012661358825056886,0.0001001136188278906,0.0002529415942262858,0.1742965602259899
Reid CV1,1,test,0,24,360,0.22620512546145202,0.12525749799238853,-0.1009476274690635,-0.007037559867289163,-0.0030121725815446614,0.004025387285744501,0.0015889195505499293,0.00025738190492537774,-0.0013315376456245515,0.00011268889647908509,0.0002754847228061408,0.16420251135085923
Reid CV1,1,test,0,25,375,0.22615004333729255,0.12439580168485016,-0.10175424165244239,-0.0073295122169310094,-0.0030430556099200596,0.0042864566070109494,0.0016548494571125517,0.0002577340005545506,-0.001397115456558001,0.00012597751629073173,0.00029894307954236865,0.15527535324076877
Reid CV1,1,test,0,26,390,0.22619378337500387,0.12354487420202778,-0.10264890917297609,-0.007622182776535075,-0.003074297743276567,0.004547885033258508,0.0017208673875824675,0.0002580860961837235,-0.001462781291398744,0.00014001464296597987,0.00032338325399905443,0.14731214592555875
Reid CV1,1,test,0,27,405,0.22613570163236676,0.12268147373040117,-0.1034542279019656,-0.007914943112384418,-0.003105898981614184,0.004809044130770234,0.0017871493897742626,0.0002584381918128964,-0.0015287111979613661,0.00015478985733352602,0.0003487970388960093,0.14018263058973723
Reid CV1,1,test,0,28,420,0.22608566056770762,0.12178150082600497,-0.10430415974170265,-0.008207883000724316,-0.0031378593249329102,0.005070023675791405,0.0018525511528931257,0.00025861423962748284,-0.0015939369132656428,0.00017029105219990015,0.0003751711919903755,0.13378092441856135
Reid CV1,1,test,0,29,435,0.2260803152395289,0.12093115338293765,-0.10514916185659125,-0.008500194455347271,-0.003169999220742191,0.0053301952346050795,0.0019178648921046957,0.00025896633525665573,-0.00165889855684804,0.00018651776190381497,0.0004025096714030951,0.12800986028544784
Reid CV1,1,test,0,30,450,0.22606755759086677,0.12010047792258632,-0.10596707966828045,-0.008792685462460781,-0.003202498221532581,0.0055901872409282,0.0019839708464819044,0.0002592304069785354,-0.001724740439503369,0.00020345654047559947,0.00043080144678242505,0.1227951287728703
Reid CV1,1,test,0,31,465,0.22604995029821073,0.11920273495452494,-0.1068472153436858,-0.009084278707121519,-0.0032353563273040805,0.005848922379817438,0.0020574708090717437,0.000259494478700415,-0.0017979763303713286,0.000221093010623008,0.0004600333923008293,0.11807086515042077
Reid CV1,1,test,0,32,480,0.225974872733656,0.11835602461499219,-0.1076188481186638,-0.00937605150427281,-0.0032683939855661344,0.006107657518706676,0.002130530652125117,0.00025975855042229467,-0.0018707721017028225,0.00023941975086927414,0.00049020373262465,0.11377887265609675
Reid CV1,1,test,0,33,495,0.22600161464463228,0.11753116774630794,-0.10847044689832434,-0.009670427812537146,-0.0033017907488092977,0.0063686370637278476,0.0022057030689535276,0.00026002262214417434,-0.0019456804468093534,0.0002585008624009788,0.0005214069969952106,0.10984853094051779
Reid CV1,1,test,0,34,510,0.22595597849431912,0.116670042535953,-0.10928593595836611,-0.009961931280952605,-0.003335456840788293,0.006626474440164312,0.002279467103265247,0.0002601986699587608,-0.002019268433306486,0.0002782670489978045,0.0005535496165975928,0.10626088995584607
Reid CV1,1,test,0,35,525,0.22588795245912163,0.11580406654343808,-0.11008388591568355,-0.010254422288066115,-0.0033694820377483973,0.006884940250317718,0.0023527029941332067,0.0002603747177733472,-0.0020923282763598595,0.0002987163024954498,0.0005866401479579508,0.10297753954223493
Reid CV1,1,test,0,36,540,0.22589661859438737,0.11500098981254474,-0.11089562878184263,-0.01054646441395324,-0.0034036867871990568,0.007142777626754183,0.002427347267517858,0.00026055076558793367,-0.002166796501929924,0.0003198481281287968,0.0006206741090863943,0.09996600425767366
Reid CV1,1,test,0,37,555,0.22587585177859612,0.11414033450253662,-0.1117355172760595,-0.010838686092330917,-0.0034381608653855475,0.00740052522694537,0.0025013753735514564,0.0002606387894952269,-0.0022407365840562297,0.0003416706167627126,0.0006556797306984663,0.09719475143663825
Reid CV1,1,test,0,38,570,0.2258185765025361,0.11329712032145249,-0.1125214561810836,-0.011130997546953875,-0.003472994048553148,0.007658003498400727,0.002574963360048589,0.0002607268134025201,-0.002314236546646069,0.0003641805669758469,0.0006916557322256267,0.09464011527823772
Reid CV1,1,test,0,39,585,0.22582609769145304,0.11247278291061025,-0.11335331478084279,-0.011422770344105167,-0.0035080965604565805,0.007914673783648586,0.0026488154182676017,0.0002607268134025201,-0.0023880886048650816,0.0003873506502714008,0.0007285606698133051,0.09228716245663651
Reid CV1,1,test,0,40,600,0.22577746036968235,0.11165408612941227,-0.11412337424027008,-0.011714722693747013,-0.00354328884860529,0.008171433845141723,0.0027225794525793205,0.00026090286121710656,-0.002461676591362214,0.0004112006281502545,0.0007664422155357897,0.09011050568385792
Reid CV1,1,test,0,41,615,0.2257481162540366,0.11082833685602957,-0.11491977939800703,-0.012007572805841632,-0.0035789300179803864,0.008428642787861245,0.0027966955825202127,0.00026090286121710656,-0.002535792721303106,0.0004357381258159876,0.0008053029887378216,0.08809498554391038
Reid CV1,1,test,0,42,630,0.22575418887678875,0.10998976574937458,-0.11576442312741417,-0.012299345602992924,-0.003614750739846037,0.008684594863146888,0.0028709877602756907,0.00026090286121710656,-0.002610084899058584,0.00046092263073660433,0.0008450985769741237,0.08623016116544455
Reid CV1,1,test,0,43,645,0.2256919562880688,0.1092015401478317,-0.11649041614023709,-0.012591297952634771,-0.00365084079044752,0.00894045716218725,0.0029444877228655304,0.00026090286121710656,-0.0026835848616484238,0.00048677698941901326,0.0008858705405145884,0.08449924732934976
Reid CV1,1,test,0,44,660,0.22568479410584674,0.10837732703528757,-0.11730746707055917,-0.012883429854767172,-0.0036871103935395577,0.009196319461227615,0.003018603852806422,0.0002607268134025201,-0.002757877039403902,0.0005133337690494955,0.0009276599157601595,0.08288749925017613
Reid CV1,1,test,0,45,675,0.22565977175463622,0.10758580905682145,-0.11807396269781477,-0.013175382204409019,-0.0037237391016127046,0.009451643102796314,0.0030921038153962615,0.0002607268134025201,-0.0028313770019937415,0.0005404982366599143,0.0009703513351269066,0.0813952276442189
Reid CV1,1,test,0,46,690,0.22560984119009742,0.10676117923439388,-0.11884866195570354,-0.013467693659031976,-0.0037606371384216832,0.009707056520610293,0.003165867849707981,0.00026055076558793367,-0.002905317084120047,0.0005682854098267853,0.0010139693040400743,0.08001058131351228
Reid CV1,1,test,0,47,705,0.22561700151604136,0.10596622184034583,-0.11965077967569553,-0.013759735784919099,-0.003797714727721217,0.009962021057197882,0.0032399839796488725,0.0002603747177733472,-0.0029796092618755254,0.0005967908655293286,0.00105863471981138,0.07871587037613144
Reid CV1,1,test,0,48,720,0.22554588583789423,0.1051939949825451,-0.12035189085534913,-0.014052675673258996,-0.0038351514220018594,0.010217524251257137,0.003313483942238712,0.0002601986699587608,-0.003053285272279951,0.0006258851499296725,0.0011042036348953843,0.07751486630995746
Reid CV1,1,test,0,49,735,0.22554613041627092,0.10440317606142135,-0.12114295435484956,-0.014344089365429179,-0.003872767668773057,0.010471321696656122,0.0033880401917160703,0.00026002262214417434,-0.003128017569571896,0.0006556182634085417,0.001150726806372404,0.07639758993422946
Reid CV1,1,test,0,50,750,0.22550319199129545,0.1035865362157112,-0.12191665577558425,-0.014635682610089917,-0.003910653244280086,0.01072502936580983,0.00346127608258403,0.00025967052651500145,-0.0032016055560690287,0.0006859957939013839,0.0011982229771092534,0.07535545122119584
Reid CV1,1,test,0,51,765,0.22546264683392545,0.10286117526302284,-0.1226014715709026,-0.014927634959731763,-0.003948808148522947,0.010978826811208816,0.0035345999973592826,0.0002593184308858286,-0.003275281566473454,0.0007170132012106478,0.0012466952903196216,0.07438360903054628
Reid CV1,1,test,0,52,780,0.22545721639621513,0.10205013701410738,-0.12340707938210775,-0.015220305519335828,-0.0039872323815016405,0.011233073137834188,0.0036091562468366406,0.00025896633525665573,-0.003350189911579985,0.0007486555259674788,0.0012961222091689706,0.07347908089967266
Reid CV1,1,test,0,53,795,0.22539552769829374,0.10128456018866978,-0.12411096750962396,-0.01551207831648712,-0.004025836166970888,0.011486242149516232,0.0036823921377046004,0.00025861423962748284,-0.0034237778980771177,0.000780905713327229,0.0013464945368468761,0.0726372089605146
Reid CV1,1,test,0,54,810,0.22539652349124928,0.10052470322636664,-0.12487182026488264,-0.015804389771110077,-0.0040647092811759685,0.01173968048993411,0.0037565082676454926,0.00025826214399830995,-0.0034982461236471828,0.0008138064295053482,0.0013978664064779878,0.071851274623923
Reid CV1,1,test,0,55,825,0.22532453701137084,0.09976203326627742,-0.12556250374509342,-0.01609607279201609,-0.004103941500362158,0.011992131291653933,0.0038295681106988656,0.0002577340005545506,-0.003571834110144315,0.0008472740883007646,0.001450138632208109,0.07112231945228055
Reid CV1,1,test,0,56,840,0.22534016529683507,0.0989932071809801,-0.12634695811585495,-0.016371057431300524,-0.004143353272038901,0.012227704159261624,0.0039039483123616374,0.0002572058571107913,-0.0036467424552508463,0.0008814274333417416,0.001503467676229775,0.07043936559370496
Reid CV1,1,test,0,57,855,0.22526887775212567,0.09823420743264318,-0.1270346703194825,-0.016644426098169966,-0.004183034372451477,0.012461391725718488,0.003976832107600425,0.00025667771366703196,-0.0037201543939333927,0.0009161332855001092,0.0015576874138787389,0.06980756433666982
Reid CV1,1,test,0,58,870,0.22528859030690734,0.09749211094502575,-0.1277964793618816,-0.016918153870020516,-0.0042229848015998845,0.012695169068420631,0.004051476380985075,0.00025614957022327263,-0.0037953268107618027,0.0009514864650554955,0.0016129197319969535,0.0692181046382591
Reid CV1,1,test,0,59,885,0.22519944620188606,0.09675943307677867,-0.1284400131251074,-0.017192240746852175,-0.004263114783238847,0.012929125963613328,0.00412374400887281,0.00025544537896492685,-0.0038682986299078833,0.0009873758535832167,0.00166903471108526,0.06867380282165621
Reid CV1,1,test,0,60,900,0.22522768304914745,0.09602218663696072,-0.12920549641218673,-0.017465788966212172,-0.004303693646104196,0.013162095320107977,0.004198388282257461,0.00025482921161387435,-0.003943559070643587,0.0010239067487418652,0.0017261586617678404,0.06816744157344518
Reid CV1,1,test,0,61,915,0.2251416063540672,0.09528891949274115,-0.12985268686132603,-0.01774032472427022,-0.004344362285214822,0.013395962439055397,0.004271272077496248,0.00025403699644823536,-0.004017235081048012,0.0010609604651108384,0.001784167136065662,0.06770148387573724
Reid CV1,1,test,0,62,930,0.2251609346244341,0.09455701231624951,-0.13060392230818457,-0.01801342406240383,-0.0043853900293065575,0.013628034033097272,0.004345916350880899,0.0002533328051898896,-0.004092583545691009,0.0010987165151163936,0.0018432644428685308,0.06726535272855608
Reid CV1,1,test,0,63,945,0.2250806233856218,0.09381806750050524,-0.13126255588511654,-0.01828715183425438,-0.004426687102134125,0.013860464732120253,0.0044180959548613405,0.0002525405900242506,-0.00416555536483709,0.0011369680287316442,0.001903217751532793,0.06686685660031773
Reid CV1,1,test,0,64,960,0.22509560049649568,0.09310099731236535,-0.13199460318413034,-0.01856087960610493,-0.004468163727452247,0.014092715878652682,0.004492564180431405,0.0002517483748586116,-0.004240815805572794,0.0011758641339838505,0.0019642063416540623,0.06649736309064197
Reid CV1,1,test,0,65,975,0.22501518421039637,0.09237715453317075,-0.13263802967722563,-0.018834158496729092,-0.004509999457751479,0.014324159038977612,0.004565271927855606,0.00025086813578567937,-0.004314403792069927,0.0012152614071965218,0.002026061760261655,0.06616098794408419
Reid CV1,1,test,0,66,990,0.22503768905315372,0.09167671893848009,-0.13336097011467363,-0.019107886268579642,-0.004552014740541265,0.014555871528038378,0.004639652129518377,0.000249899872805454,-0.004389752256712923,0.00125534413382411,0.00208900379948318,0.06584870376873997
Reid CV1,1,test,0,67,1005,0.2249653285939098,0.09096968393893787,-0.13399564465497193,-0.01938233225039241,-0.0045944789045574376,0.014787853345834972,0.004712447900849871,0.00024893160982522854,-0.004463516291024643,0.0012959274463355541,0.002152825938537717,0.06556624113146889
Reid CV1,1,test,0,68,1020,0.22494754803278572,0.0902922533713362,-0.13465529466144951,-0.01965579069350713,-0.004637122621064164,0.015018668072442965,0.00478594786343971,0.0002479633468450031,-0.004537984516594707,0.0013371087843552232,0.0022176411002874374,0.06530836390998726
Reid CV1,1,test,0,69,1035,0.22492121268504844,0.08956904170699886,-0.13535217097804958,-0.01992924913662185,-0.004680035666306724,0.015249213470315125,0.0048598879455660155,0.0002468190360501912,-0.004613068909515824,0.0013788716169074178,0.0022834388073533773,0.065074473899276
Reid CV1,1,test,0,70,1050,0.2248694352357502,0.08887547232660539,-0.1359939629091448,-0.020202797355981846,-0.004723307816530392,0.015479489539451455,0.00493215557345375,0.0002457627491626726,-0.004686392824291077,0.0014211467932909727,0.0023501329123973846,0.06486577230411233
Reid CV1,1,test,0,71,1065,0.22487483471401287,0.08820045933447995,-0.13667437537953292,-0.020476255799096562,-0.004766759519244616,0.015709496279851947,0.005006623799023815,0.00024470646227515395,-0.004761917336748661,0.0014640699373558164,0.002417893847450614,0.06467635914114653
Reid CV1,1,test,0,72,1080,0.22478401583438093,0.08751210067763794,-0.13727191515674297,-0.02075016312343767,-0.00481048055069467,0.015939682572743,0.005078451307375083,0.00024347412757304884,-0.004834977179802034,0.0015074324328452349,0.0024864862207323313,0.06451154641324115
Reid CV1,1,test,0,73,1095,0.22480681505908218,0.08684298087296706,-0.13796383418611513,-0.02102326246157128,-0.004854560687125835,0.016168701774445442,0.005153271628574321,0.00024224179287094376,-0.004911029835703377,0.0015514722326770425,0.0025561696384102106,0.06436358040800043
Reid CV1,1,test,0,74,1110,0.2247350375078887,0.08617920245827222,-0.1385558350496165,-0.021296720904685998,-0.004898910152292831,0.016397810752393167,0.005225275184740175,0.00024100945816883865,-0.004984265726571337,0.0015959287993609905,0.0026266693603247404,0.06423885421203056
Reid CV1,1,test,0,75,1125,0.22470272803332955,0.08549371137480996,-0.1392090166585196,-0.021569461137838496,-0.004943618722440937,0.01662584241539756,0.005298775147330015,0.00023977712346673357,-0.0050589980238632815,0.0016409846721217036,0.002698184223845601,0.06413129962144737
Reid CV1,1,test,0,76,1140,0.22470669223167303,0.08484676781195963,-0.1398599244197134,-0.02184354801467016,-0.004988506845079598,0.01685504116959056,0.0053729793011782,0.00023845676485733524,-0.005134522536320865,0.0016866199439391494,0.002770698396489024,0.0640405070680742
Reid CV1,1,test,0,77,1155,0.2246188476328432,0.08418732356239607,-0.14043152407044712,-0.02211745533901126,-0.005033843848944644,0.017083611490066618,0.005445070881251348,0.00023713640624793694,-0.005207934475003411,0.0017327385721728206,0.002844120841473341,0.06396819720932731
Reid CV1,1,test,0,78,1170,0.22463772588765646,0.08355418632019058,-0.1410835395674659,-0.022390195572163762,-0.005079360405300246,0.017310835166863516,0.005519803178543292,0.0002357280237312454,-0.005284075154812047,0.00177951215300709,0.002918632933869958,0.06390948461852096
Reid CV1,1,test,0,79,1185,0.22457847478974527,0.08290170159175055,-0.1416767731979947,-0.022663833567769034,-0.005125325842882234,0.0175385077248868,0.0055913666151726805,0.00023431964121455387,-0.005357046973958127,0.0018267236882820725,0.0029940027743577957,0.0638686515603216
Reid CV1,1,test,0,80,1200,0.22452340783209992,0.08227124489260411,-0.14225216293949583,-0.02293747156337431,-0.005171470832954777,0.017766000730419534,0.005664690529947934,0.00023282323479056912,-0.005431867295157365,0.0018744427943602204,0.0030702948570251465,0.0638439133070485
Reid CV1,1,test,1,0,0,,0.12301272545435735,,0.0,-0.0018928282994262779,-0.0018928282994262779,0.0,0.0003077258717195275,0.0003077258717195275,4.3110267142765224e-05,0.0,
Reid CV1,1,test,1,1,15,0.004829503878237963,0.12233298057556413,0.11750347669732616,-0.0002932901050910889,-0.001910853015818631,-0.0016175629107275421,7.127588166716147e-06,0.00030989513768331074,0.0003027675495165946,3.543756974977441e-05,5.399141969064658e-07,81.71334424970608
Reid CV1,1,test,1,2,30,-0.09417832414865056,0.12165861241593728,0.21583693656458786,-0.0006178903856395841,-0.001929188503183266,-0.0013112981175436818,-4.230068629377191e-05,0.0003120644036470939,0.00035436508994086583,2.8619162549148314e-05,2.3771328869770514e-06,18.992759744119915
Reid CV1,1,test,1,3,45,-0.1323481422777493,0.12097286808738417,0.25332101036513344,-0.0009425683589311498,-0.001947523990547901,-0.0010049556316167512,-9.141906561657667e-05,0.0003143111433952979,0.0004057302090118746,2.309077899553813e-05,5.560521003644681e-06,8.308824338807373
Reid CV1,1,test,1,4,60,-0.15187054115190535,0.12032191826190634,0.2721924594138117,-0.001270664812917817,-0.001966170248884818,-0.0006955054359670009,-0.00013526922759876512,0.0003165578831435019,0.000451827110742267,1.883636650745757e-05,1.0080463653139304e-05,4.690105829457558
Reid CV1,1,test,1,5,75,-0.16313947675387436,0.11965966097249091,0.2827991377263653,-0.0016008589709673874,-0.001984971892707876,-0.00038411292174048844,-0.00017478085765338725,0.0003188046228917059,0.0004935854805450931,1.582173899805639e-05,1.5927280401228927e-05,3.037605147945179
Reid CV1,1,test,1,6,90,-0.17071197411003236,0.11898076767021018,0.2896927417802425,-0.0019339277605105655,-0.0020040843075032153,-7.015654699264978e-05,-0.00021150343146885957,0.00032112883642433074,0.0005326322678931903,1.4038804692972917e-05,2.310120726178866e-05,2.143137378570102
Reid CV1,1,test,1,7,105,-0.17602692269622885,0.11839568067875048,0.29442260337497933,-0.002267851170227519,-0.0020233521077846965,0.00024449906244282263,-0.0002452820014763404,0.0003234530499569556,0.000568735051433296,1.3468479664879851e-05,3.16094774461817e-05,1.6028290385253479
Reid CV1,1,test,1,8,120,-0.18005367500649294,0.11771817632273869,0.2977718513292316,-0.0026039499767504465,-0.002042775293552318,0.0005611746831981285,-0.0002768138317356173,0.0003258547372740012,0.0006026685690096185,1.4110049050941598e-05,4.144205740885809e-05,1.2511221957834198
Reid CV1,1,test,1,9,135,-0.18326307043727114,0.11706802324665712,0.30033109368392824,-0.0029421464873362773,-0.002062509250292222,0.0008796372370440553,-0.0003081907144260525,0.0003281789508066261,0.0006363696652326785,1.5956678907969035e-05,5.261638216325082e-05,1.008498604135592
Reid CV1,1,test,1,10,150,-0.18582821066622363,0.11645928836498581,0.30228749903120944,-0.0032820522382696585,-0.0020823985925182667,0.0011996536457513918,-0.00033848296413459614,0.00033065811190809255,0.0006691410760426887,1.9007313312613405e-05,6.513622065540403e-05,0.8337776720812434
Reid CV1,1,test,1,11,165,-0.18792165945020642,0.11584179814134428,0.3037634575915507,-0.0036233564585783085,-0.0021026763984596636,0.0015206800601186448,-0.00036784552843008983,0.0003330597992251382,0.000700905327655228,2.3248618163052015e-05,7.899568299762905e-05,0.7036795515259898
Reid CV1,1,test,1,12,180,-0.18987020478800115,0.11517300403472307,0.30504320882272423,-0.003965748377289945,-0.0021231872826302724,0.0018425610946596724,-0.0003968207238034794,0.0003356164341110255,0.0007324371579145049,2.8689413738902658e-05,9.422096627531573e-05,0.6039021111875698
Reid CV1,1,test,1,13,195,-0.19144631047592678,0.11457923563409689,0.30602554611002364,-0.00430938337989071,-0.0021440089377731627,0.0021653744421175473,-0.0004251761289015023,0.000338095595212492,0.0007632717241139943,3.53153191099409e-05,0.00011080121475970373,0.5257012504856878
Reid CV1,1,test,1,14,210,-0.1929828031209517,0.11394035618531223,0.3069231593062639,-0.004655116086554377,-0.002165063671145265,0.0024900524154091125,-0.0004533765864306836,0.00034072970388280015,0.0007941062903134837,4.313572571845725e-05,0.00012874235108029097,0.46319633073274685
Reid CV1,1,test,1,15,225,-0.19432342625069227,0.11333036773428233,0.3076537939849746,-0.005001392642419539,-0.002186429175489649,0.00281496346692989,-0.00048149957017544406,0.00034328633876868747,0.0008247859089441315,5.213512486079708e-05,0.0001480512146372348,0.4123952403390524
Reid CV1,1,test,1,16,240,-0.19546028834005436,0.11270624155950913,0.3081665298995635,-0.005348912282173828,-0.0022081054508063147,0.003140806831367513,-0.0005097000277046254,0.0003459979212234164,0.0008556979489280417,6.229992141015828e-05,0.00016871446860022843,0.3705495615393174
Reid CV1,1,test,1,17,255,-0.19659713794704306,0.11210892657337576,0.3087060645204188,-0.005697131156615751,-0.002230170189838333,0.003466960966777418,-0.0005379004852338066,0.00034863202989372457,0.0008865325151275311,7.365683995885774e-05,0.000190776729141362,0.3355680519649122
Reid CV1,1,test,1,18,270,-0.19757682987807224,0.11149790698678021,0.30907473686485243,-0.006045971573002238,-0.0022524680070995628,0.0037935035659026756,-0.0005649388359966755,0.0003513436123484535,0.0009162824483451291,8.617545245215297e-05,0.00021420430857688189,0.30606722496346467
Reid CV1,1,test,1,19,285,-0.19860652571586826,0.1109133369407342,0.3095198626566025,-0.0063952781458471485,-0.0022750765953330745,0.004120201550514074,-0.00059344918866354,0.0003541326685876033,0.0009475818572511433,9.986900840885937e-05,0.00023900490486994386,0.28093411880402513
Reid CV1,1,test,1,20,300,-0.19939623059559913,0.11031857908091344,0.30971480967651255,-0.006745827802581186,-0.0022979959545388682,0.004447831848042318,-0.000620874908348513,0.00035692172482675315,0.000977796633175266,0.00011470583558548242,0.0002651759423315525,0.25934246923845533
