dataset,split,sim_idx,frame,frame_frac,node_count,p_ratio,final_p_ratio,mean_abs_y_disp,rms_y_disp,mean_y_disp,vertical_span_change,vertical_strain,horizontal_strain,top_mean_dy,bottom_mean_dy,top_bottom_opening,left_mean_dy,right_mean_dy,left_right_y_asymmetry,mean_abs_x_disp,z0,latent_pc1,y_mode1,y_mode2,y_mode3,y_mode4,z1,latent_pc2
dePablo CV1,test,0,24,0.21818181818181817,104,-0.47761194029850745,-0.5734598575106268,0.0037261510733515024,0.004202020354568958,0.00023890723241493106,-0.010430335998535156,-0.0009451560326851904,-0.0023103628773242235,-0.003151172073557973,0.003628986421972513,-0.00678015872836113,-0.00026912085013464093,0.000746935314964503,-0.001016056165099144,0.006315998267382383,0.6808459162712097,1.3703279171560216,-0.07254591866747519,0.0009385475692809897,-0.0002585450884358516,3.321287628168858e-05,,
dePablo CV1,test,0,25,0.22727272727272727,104,-0.4814111621335217,-0.5734598575106268,0.00392052112147212,0.004417394287884235,0.00025095423916354775,-0.010959625244140625,-0.000993118155747652,-0.0024062576703727245,-0.0033178196754306555,0.003819728037342429,-0.007137547712773085,-0.00028228259179741144,0.000784191070124507,-0.0010664736619219184,0.006585829425603151,0.6995927691459656,1.3890747700307775,-0.07033990222711113,0.000998880850718828,-0.00025146792715742707,4.88145595821899e-05,,
dePablo CV1,test,0,26,0.23636363636363636,104,-0.48487678560057734,-0.5734598575106268,0.004116040654480457,0.004633443895727396,0.0002625224879011512,-0.0114898681640625,-0.0010411667171865702,-0.0025022379122674465,-0.003485384862869978,0.004010429605841637,-0.007495814468711615,-0.0002961941063404083,0.0008212390821427107,-0.001117433188483119,0.006855851039290428,0.7186585664749146,1.4081405673597265,-0.06812683176178212,0.0010489882419853264,-0.0002460781780948487,6.087413307512753e-05,,
dePablo CV1,test,0,27,0.24545454545454545,104,-0.4883212424644937,-0.5734598575106268,0.004312649369239807,0.00485117407515645,0.00027428611065261066,-0.012020111083984375,-0.0010892152786254883,-0.0025980472564697266,-0.0036539805587381124,0.004202552605420351,-0.00785653293132782,-0.0003101518959738314,0.0008587241172790527,-0.0011688759550452232,0.007126780692487955,0.7379067540168762,1.4273887549016882,-0.0658973465189289,0.0010981984619810041,-0.00023967840928209636,6.866674680105888e-05,,
dePablo CV1,test,0,28,0.2545454545454545,104,-0.4916553368406534,-0.5734598575106268,0.004510092083364725,0.00506959343329072,0.00028621312230825424,-0.012559890747070312,-0.0011381279909983277,-0.0026939420495182276,-0.0038227662444114685,0.004395192489027977,-0.008217958733439445,-0.00032346509397029877,0.0008958913385868073,-0.001219356432557106,0.007397504523396492,0.7572221755981445,1.4467041764829565,-0.06366104174493113,0.0011422308192623294,-0.0002297007650959454,7.736466904566704e-05,,
dePablo CV1,test,0,29,0.2636363636363636,104,-0.4946357237968423,-0.5734598575106268,0.004707369487732649,0.0052876160480082035,0.0002985268656630069,-0.01309967041015625,-0.0011870407033711672,-0.0027898368425667286,-0.0039913235232234,0.004588377196341753,-0.00857970118522644,-0.00033690923009999096,0.0009339629323221743,-0.0012708721915259957,0.007667888421565294,0.7774648666381836,1.4669468675229955,-0.061428296096177344,0.0011730449995490117,-0.00022559326721325953,8.095884905451015e-05,,
dePablo CV1,test,0,30,0.2727272727272727,104,-0.49734350583693354,-0.5734598575106268,0.0049057528376579285,0.005506760906428099,0.00031020850292406976,-0.013629913330078125,-0.0012350891483947635,-0.002886671805754304,-0.004160895477980375,0.004781312774866819,-0.008942208252847195,-0.0003504982450976968,0.0009709152509458363,-0.001321413554251194,0.007939697243273258,0.7971677184104919,1.4866497192953039,-0.0591845571252963,0.0012020813220675354,-0.00020455912260270345,8.494054395046137e-05,,
dePablo CV1,test,0,31,0.2818181818181818,104,-0.49977763942008363,-0.5734598575106268,0.005102396011352539,0.005724381189793348,0.00032229305361397564,-0.01416015625,-0.0012831377098336816,-0.0029825663659721613,-0.004328840412199497,0.004973426461219788,-0.009302266873419285,-0.00036400987301021814,0.0010085960384458303,-0.0013726059114560485,0.008210966363549232,0.8168125748634338,1.5062945757482458,-0.05695680745140296,0.00122667851517662,-0.00019253070802393576,8.613837902484827e-05,,
dePablo CV1,test,0,32,0.2909090909090909,104,-0.5022572196567647,-0.5734598575106268,0.005301480181515217,0.0059443567879498005,0.0003335977380629629,-0.014699935913085938,-0.001332050422206521,-0.0030784611590206623,-0.004500078968703747,0.005167274735867977,-0.009667353704571724,-0.00037738250102847815,0.0010445780353620648,-0.001421960536390543,0.008482715114951134,0.8377514481544495,1.5272334490392614,-0.05470435718466169,0.001239073357642717,-0.0001751568678535845,8.944626227191677e-05,,
dePablo CV1,test,0,33,0.3,104,-0.5048363654588283,-0.5734598575106268,0.005502169020473957,0.006166127510368824,0.00034576698089949787,-0.015239715576171875,-0.0013809631345793605,-0.0031743559520691633,-0.004671555478125811,0.005363089498132467,-0.010034644976258278,-0.00039097064291127026,0.0010825046338140965,-0.0014734752476215363,0.008754379115998745,0.8582509160041809,1.5477329168889928,-0.052434221463815794,0.0012513669623360855,-0.00016534089568163014,8.81076555698139e-05,,
dePablo CV1,test,0,34,0.3090909090909091,104,-0.5071246778089387,-0.5734598575106268,0.005702327471226454,0.006387842819094658,0.00035804702201858163,-0.015779495239257812,-0.0014298758469522,-0.00326931057497859,-0.004843028262257576,0.005559122189879417,-0.010402150452136993,-0.00040369181078858674,0.0011197858257219195,-0.0015234776074066758,0.009025955572724342,0.8795235753059387,1.5690055761907507,-0.05016521349236947,0.0012640304671317003,-0.00014579918684455267,9.322378384299493e-05,,
dePablo CV1,test,0,35,0.3181818181818182,104,-0.5092824413056828,-0.5734598575106268,0.005903142038732767,0.0066095986403524876,0.00037033038097433746,-0.016330718994140625,-0.0014798255870118737,-0.0033661455381661654,-0.005013865884393454,0.005754527170211077,-0.01076839305460453,-0.0004169568419456482,0.001157617662101984,-0.0015745745040476322,0.009297555312514305,0.9000493288040161,1.589531329688828,-0.047896177485646244,0.001273892865273051,-0.0001235632019006505,8.932088775765221e-05,,
dePablo CV1,test,0,36,0.32727272727272727,104,-0.5113199748955256,-0.5734598575106268,0.0061043305322527885,0.006831962615251541,0.00038252657395787537,-0.016870498657226562,-0.0015287382993847132,-0.003461100161075592,-0.005186202470213175,0.005951255559921265,-0.011137457564473152,-0.00042956179822795093,0.0011946149170398712,-0.0016241767443716526,0.00956893153488636,0.9216881990432739,1.6111701999280859,-0.0456202647434248,0.0012698831169445372,-0.00010602652959307614,8.713227579257619e-05,,
dePablo CV1,test,0,37,0.33636363636363636,104,-0.513290149653786,-0.5734598575106268,0.0063056726939976215,0.00705479783937335,0.00039420012035407126,-0.0174102783203125,-0.0015776510117575526,-0.0035561402328312397,-0.0053591178730130196,0.0061475178226828575,-0.011506635695695877,-0.00044325151247903705,0.0012316517531871796,-0.0016749033238738775,0.00984111800789833,0.9432176351547241,1.632699636039536,-0.043340383226384956,0.0012705488513237208,-8.725622559428352e-05,9.151108862262357e-05,,
dePablo CV1,test,0,38,0.34545454545454546,104,-0.5154849934754241,-0.5734598575106268,0.006508128717541695,0.0072790756821632385,0.000406489270972088,-0.01797008514404297,-0.0016283785225823522,-0.0036520350258797407,-0.005532630253583193,0.006345609202980995,-0.0118782389909029,-0.0004569637239910662,0.0012699422659352422,-0.0017269060481339693,0.0101120974868536,0.9650227427482605,1.6545047436330724,-0.041046906113721346,0.0012798710418145387,-7.403616260952893e-05,9.162347589142432e-05,,
dePablo CV1,test,0,39,0.35454545454545455,104,-0.5172394310493382,-0.5734598575106268,0.006710647605359554,0.00750270951539278,0.0004183514683973044,-0.018509864807128906,-0.0016772912349551916,-0.003748784540221095,-0.005705821793526411,0.0065425243228673935,-0.012248346582055092,-0.00047041202196851373,0.0013071149587631226,-0.0017775269225239754,0.010384554043412209,0.9870584011077881,1.6765404019926,-0.03875895385548799,0.0012697232568507218,-5.256563396189815e-05,9.067965474387701e-05,,
dePablo CV1,test,0,40,0.36363636363636365,104,-0.5189826353984495,-0.5734598575106268,0.006913096643984318,0.00772667583078146,0.00043060968164354563,-0.01905059814453125,-0.0017262903274968266,-0.0038438246119767427,-0.005878995172679424,0.006740214768797159,-0.01261921040713787,-0.0004838033055420965,0.0013450226979330182,-0.0018288260325789452,0.010655946098268032,1.0092815160751343,1.6987635169599462,-0.036468469198414635,0.001265057952562498,-3.947229833910533e-05,8.830908327013952e-05,,
dePablo CV1,test,0,41,0.37272727272727274,104,-0.5206802520048897,-0.5734598575106268,0.00711609423160553,0.007951215840876102,0.00044280471047386527,-0.01959991455078125,-0.0017760671908035874,-0.003939719405025244,-0.006052618846297264,0.0069382283836603165,-0.01299084722995758,-0.0004971226444467902,0.0013827320653945208,-0.001879854709841311,0.010928565636277199,1.0312862396240234,1.7207682405088354,-0.0341719758186468,0.001254108060288421,-1.558426694206213e-05,8.996093494486525e-05,,
dePablo CV1,test,0,42,0.38181818181818183,104,-0.5223947133791367,-0.5734598575106268,0.007320172619074583,0.008176588453352451,0.00045521542779169977,-0.02014923095703125,-0.00182584417052567,-0.004034673795104027,-0.006226712837815285,0.007137143984436989,-0.013363856822252274,-0.0005112573853693902,0.0014216882409527898,-0.0019329455681145191,0.01120118610560894,1.0538909435272217,1.7433729444120336,-0.03186732600840399,0.0012411885850413262,-6.036984456896207e-06,8.154712448765102e-05,,
dePablo CV1,test,0,43,0.39090909090909093,104,-0.5240613635199508,-0.5734598575106268,0.007524385116994381,0.008402686566114426,0.0004670832713600248,-0.020709991455078125,-0.0018766580615192652,-0.0041297138668596745,-0.006402401253581047,0.0073365685530006886,-0.013738969340920448,-0.0005253618001006544,0.001459528342820704,-0.0019848900847136974,0.011473209597170353,1.077327847480774,1.7668098483655859,-0.029555612312703327,0.0012294729366323428,4.6745167883956154e-06,7.970975986690425e-05,,
dePablo CV1,test,0,44,0.4,104,-0.5254069745617438,-0.5734598575106268,0.007727553136646748,0.008627473376691341,0.00047960618394427,-0.021249771118164062,-0.0019255707738921046,-0.0042265490628778934,-0.006575716193765402,0.0075349281542003155,-0.014110644347965717,-0.0005380514194257557,0.0014972637873142958,-0.0020353151485323906,0.011745898984372616,1.1000275611877441,1.789509562072556,-0.027257485976142914,0.001215070353573047,2.4981081971251432e-05,7.221385788472178e-05,,
dePablo CV1,test,0,45,0.4090909090909091,104,-0.5269435439476421,-0.5734598575106268,0.007932036183774471,0.008853673934936523,0.0004919525235891342,-0.021810531616210938,-0.0019763847813010216,-0.0043223584070801735,-0.006750893779098988,0.007734798360615969,-0.014485692605376244,-0.0005524364532902837,0.0015363415004685521,-0.002088777953758836,0.012018192559480667,1.123336672782898,1.8128186736677099,-0.02494458312701813,0.0011912502826023766,3.48570989085275e-05,7.370892537154261e-05,,
dePablo CV1,test,0,46,0.41818181818181815,104,-0.5283355271030274,-0.5734598575106268,0.008136803284287453,0.009080193005502224,0.0005037933588027954,-0.022359848022460938,-0.0020261616446077824,-0.0044183386489748955,-0.0069264015182852745,0.007933988235890865,-0.01486038975417614,-0.0005664765485562384,0.0015740632079541683,-0.002140539698302746,0.012291152030229568,1.1467537879943848,1.8362357888791967,-0.022628913576625224,0.0011701680657521145,5.888363003078456e-05,7.125182169102382e-05,,
dePablo CV1,test,0,47,0.42727272727272725,104,-0.5296397789020049,-0.5734598575106268,0.008340926840901375,0.009306035004556179,0.0005156853003427386,-0.022920608520507812,-0.0020769755356013775,-0.0045132930390536785,-0.007101495750248432,0.008132865652441978,-0.01523436140269041,-0.0005797834019176662,0.0016111539443954825,-0.002190937288105488,0.012564235366880894,1.1703835725784302,1.859865573463242,-0.020320218290719203,0.0011448825472557063,7.934253849005718e-05,6.343677740695045e-05,,
dePablo CV1,test,0,48,0.43636363636363634,104,-0.5309737557183641,-0.5734598575106268,0.008546181954443455,0.009532799944281578,0.0005286580417305231,-0.023469924926757812,-0.0021267523989081383,-0.004608247894793749,-0.007276293355971575,0.008333609439432621,-0.015609903261065483,-0.0005929233739152551,0.0016502394573763013,-0.0022431628312915564,0.012836507521569729,1.1944605112075806,1.8839425120923925,-0.018002510708726382,0.0011225328532738815,9.486170414527567e-05,6.158906753946348e-05,,
dePablo CV1,test,0,49,0.44545454545454544,104,-0.532276903034523,-0.5734598575106268,0.008751400746405125,0.009759634733200073,0.0005405216361396015,-0.02402019500732422,-0.0021766156423836946,-0.004704142455011606,-0.0074524711817502975,0.008533514104783535,-0.015985984355211258,-0.0006072852411307395,0.0016883284552022815,-0.002295613754540682,0.013109283521771431,1.2188400030136108,1.9083220038984228,-0.01568430617521265,0.0010990828854723917,0.00010669778537963757,5.807619831193921e-05,,
dePablo CV1,test,0,50,0.45454545454545453,104,-0.533466863293201,-0.5734598575106268,0.008956127800047398,0.009986239485442638,0.0005527782486751676,-0.024580001831054688,-0.002227343153208494,-0.004800037015229464,-0.007627577520906925,0.008733134716749191,-0.016360711306333542,-0.0006214418681338429,0.0017269984818995,-0.002348440233618021,0.01338178850710392,1.243145227432251,1.932627228317063,-0.013368535836572853,0.0010728407452008947,0.00012156419714701008,5.2683565320222435e-05,,
dePablo CV1,test,0,51,0.4636363636363636,104,-0.5347409533262845,-0.5734598575106268,0.00916093960404396,0.010213068686425686,0.0005649576778523624,-0.025140762329101562,-0.0022781570442020893,-0.004895077086985111,-0.007803094107657671,0.008933008648455143,-0.0167361032217741,-0.0006349681643769145,0.0017648835200816393,-0.002399851568043232,0.013654889538884163,1.2672544717788696,1.9567364726636816,-0.01105063815328269,0.0010452938646267897,0.00013844327412285606,4.310463734122584e-05,,
dePablo CV1,test,0,52,0.4727272727272727,104,-0.5358385967139577,-0.5734598575106268,0.009367261081933975,0.010441271588206291,0.000577703001908958,-0.025690078735351562,-0.00232793390750885,-0.004990972112864256,-0.007979542016983032,0.009134948253631592,-0.017114490270614624,-0.0006483303150162101,0.001803736318834126,-0.002452066633850336,0.013928387314081192,1.2924007177352905,1.9818827186201025,-0.0087187310335748,0.001014392491668267,0.00015023399131456608,4.0315195219531515e-05,,
dePablo CV1,test,0,53,0.4818181818181818,104,-0.536998017499974,-0.5734598575106268,0.00957405474036932,0.010669802315533161,0.0005899720708839595,-0.026250839233398438,-0.0023787477985024452,-0.005085926502943039,-0.008156775496900082,0.009336719289422035,-0.017493493854999542,-0.0006630501011386514,0.0018429942429065704,-0.0025060442276299,0.014201424084603786,1.3179534673690796,2.0074354682538917,-0.006383719121368059,0.0009842788386582614,0.00015618691957540077,3.941346020207049e-05,,
dePablo CV1,test,0,54,0.4909090909090909,104,-0.5380000203726152,-0.5734598575106268,0.009779468178749084,0.010896853171288967,0.000602180662099272,-0.026800155639648438,-0.0024285248946398497,-0.005181821528822184,-0.008332853205502033,0.009537214413285255,-0.017870068550109863,-0.0006765452562831342,0.0018809065222740173,-0.0025574518367648125,0.014474128372967243,1.343054175376892,2.0325361762617042,-0.004063579166151831,0.0009447329411651316,0.00017047374005045243,3.261589241539036e-05,,
dePablo CV1,test,0,55,0.5,104,-0.5389953899538995,-0.5734598575106268,0.009985641576349735,0.011124899610877037,0.0006144874496385455,-0.027360916137695312,-0.002479338785633445,-0.005276775918900967,-0.008508948609232903,0.009737923741340637,-0.01824687235057354,-0.0006908821524120867,0.0019198569934815168,-0.0026107390876859426,0.01474775467067957,1.3682563304901123,2.0577383313749245,-0.0017339383417690484,0.000914479975951752,0.0001891531373944137,2.544127089020118e-05,,
dePablo CV1,test,0,56,0.509090909090909,104,-0.54007601724629,-0.5734598575106268,0.010192527435719967,0.011353748850524426,0.0006261485978029668,-0.027919769287109375,-0.002529979683458805,-0.005372670944780111,-0.008686995133757591,0.009939291514456272,-0.018626287579536438,-0.0007058460614643991,0.001958143198862672,-0.002663989318534732,0.015020334161818027,1.3941783905029297,2.083660391387742,0.0006041247825019749,0.0008766088601318533,0.00019731024080978663,2.565124742690567e-05,,
