edge_i,edge_j,stiffness,grad,contribution,abs_contribution,dataset,sim_idx,final_p_ratio,target,target_value,stiffness_percentile,abs_contribution_percentile,stiffness_zscore_within_sim
4,5,0.8257880806922913,-0.023607229813933372,-0.008258359506726265,0.008258359506726265,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.5580645161290323,0.9774193548387097,0.5029821339577316
4,6,0.0037790650967508554,-0.010196053422987461,0.004814430605620146,0.004814430605620146,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.23870967741935484,0.8935483870967742,-1.6145852556905282
4,13,0.001699049025774002,-0.007612152025103569,0.0036101825535297394,0.0036101825535297394,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.16451612903225807,0.8,-1.6199435596972718
4,14,0.8294259309768677,-0.010756776668131351,-0.003802102990448475,0.003802102990448475,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.5741935483870968,0.8096774193548387,0.512353555663442
4,15,0.728352963924408,-0.007616501301527023,-0.0019223151030018926,0.0019223151030018926,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.3548387096774194,0.2838709677419355,0.2519807191803541
4,100,0.8262550234794617,-0.005212906748056412,-0.001826030551455915,0.001826030551455915,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.5612903225806452,0.24516129032258063,0.5041850195711298
4,102,0.8801289200782776,-0.0053050159476697445,-0.002144097350537777,0.002144097350537777,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.7322580645161291,0.3709677419354839,0.6429689068844381
5,6,1.0574135780334473,-0.010196053422987461,-0.005928482860326767,0.005928482860326767,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.964516129032258,0.9516129032258065,1.0996697498780268
5,7,0.8351301550865173,-0.011505745351314545,-0.004132465459406376,0.004132465459406376,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.6,0.8354838709677419,0.5270481377527738
5,15,0.9891757965087891,-0.007616501301527023,-0.00390887213870883,0.00390887213870883,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.9161290322580645,0.8129032258064516,0.9238832339675281
5,16,0.0020598790142685175,-0.007602719124406576,0.003602965734899044,0.003602965734899044,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.1870967741935484,0.7967741935483871,-1.6190140299690734
6,7,0.7132472991943359,-0.011505745351314545,-0.0027301125228405,0.0027301125228405,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.32903225806451614,0.5741935483870968,0.21306720068544335
6,102,1.0170986652374268,-0.0053050159476697445,-0.0028707238379865885,0.0028707238379865885,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.9290322580645162,0.6129032258064516,0.995814995205395
6,103,0.9701604247093201,-0.0039415620267391205,-0.0019479028414934874,0.0019479028414934874,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.8903225806451613,0.3064516129032258,0.8748979668224713
6,104,0.004379144869744778,-0.007127187680453062,0.003361079143360257,0.003361079143360257,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.24193548387096775,0.7548387096774194,-1.6130393975133417
7,8,0.7324749827384949,-0.022693246603012085,-0.005821049679070711,0.005821049679070711,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.36774193548387096,0.9483870967741935,0.26259940152400596
7,16,0.9000565409660339,-0.007602719124406576,-0.003224250627681613,0.003224250627681613,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.7806451612903226,0.7096774193548387,0.6943042077687162
7,17,0.6660715937614441,-0.0067003145813941956,-0.0012737755896523595,0.0012737755896523595,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.2903225806451613,0.0967741935483871,0.0915384418603729
7,104,0.9478862881660461,-0.007127187680453062,-0.00336347334086895,0.00336347334086895,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.864516129032258,0.7580645161290323,0.8175178356052519
7,105,0.7059314846992493,-0.003149233525618911,-0.0007242189603857696,0.0007242189603857696,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.3193548387096774,0.016129032258064516,0.19422102027915192
8,9,0.6940726041793823,-0.022412212565541267,-0.004888279363512993,0.004888279363512993,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.3064516129032258,0.9,0.16367150295006064
8,17,0.6436809301376343,-0.0067003145813941956,-0.0011237511644139886,0.0011237511644139886,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.2709677419354839,0.06451612903225806,0.033858126653595944
8,18,0.002154123969376087,-0.00651194155216217,0.0030854272190481424,0.0030854272190481424,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.1935483870967742,0.6580645161290323,-1.6187712466908024
8,105,0.699515700340271,-0.003149233525618911,-0.0007040141499601305,0.0007040141499601305,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.3161290322580645,0.012903225806451613,0.17769339651854768
8,106,0.8250688910484314,-0.003907050006091595,-0.0013639673124998808,0.0013639673124998808,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.5516129032258065,0.11935483870967742,0.50112943829635
9,10,0.6595641374588013,-0.009862208738923073,-0.0018106953939422965,0.0018106953939422965,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.27741935483870966,0.23870967741935484,0.07477466312486356
9,18,0.6652559041976929,-0.00651194155216217,-0.0012326529249548912,0.0012326529249548912,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.2870967741935484,0.08387096774193549,0.08943715393347029
9,19,0.7201826572418213,-0.006846101023256779,-0.0016719404375180602,0.0016719404375180602,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.34516129032258064,0.1967741935483871,0.23093329188183934
9,94,0.7974357604980469,-0.009915594942867756,-0.0031875763088464737,0.0031875763088464737,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.5064516129032258,0.6967741935483871,0.4299440680422372
9,106,0.0008430419838987291,-0.003907050006091595,0.0018563242629170418,0.0018563242629170418,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.035483870967741936,0.25483870967741934,-1.6221487089873574
9,107,0.0007864470244385302,-0.003149295225739479,0.0014964767033234239,0.0014964767033234239,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.025806451612903226,0.15161290322580645,-1.6222945025714879
10,19,0.0009373999782837927,-0.006846101023256779,0.0032520852982997894,0.0032520852982997894,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.04838709677419355,0.7161290322580646,-1.6219056345099836
10,97,0.779961884021759,-0.006657649762928486,-0.002023906446993351,0.002023906446993351,Reid CV1,43,-0.45901086920611844,initial_z0,-3.3105969429016113,0.45483870967741935,0.3419354838709677,0.38492982818001237
