dataset,latent_dim,sim_idx,early_filtered_step,early_frame,final_filtered_step,final_frame,early_x_strain,early_y_strain,early_mean_abs_dx,early_mean_abs_dy,early_disp_anisotropy,final_x_strain,final_y_strain,final_mean_abs_dx,final_mean_abs_dy,final_disp_anisotropy,final_p_ratio,stiffness_mean,stiffness_std,zero_stiffness_edge_count,zero_stiffness_edge_fraction,node_stiffness_mean,node_stiffness_std,horizontal_stiffness,vertical_stiffness,diagonal_stiffness,edge_count,initial_z0,initial_z1,initial_z_linear_p_ratio
Reid CV1,1,24,2,30,80,1200,-0.0006554139545187354,-5.262102058622986e-05,0.001623581163585186,0.0002301808854099363,7.05350125269394,-0.01991679146885872,-0.006647184956818819,0.07611992955207825,0.030009543523192406,2.536524072525467,-0.3112050286983445,0.646844059464753,0.3851650277457816,0,0.0,0.6562613546894276,0.13834750859281475,0.6739886870967864,0.8103027855035073,0.3169957197029869,285,-3.4133236408233643,,-3.4133236408233643
Reid CV1,1,25,2,30,80,1200,-0.0005552215152420104,0.00010721413855208084,0.0018839145777747035,0.00037420581793412566,5.034434227065768,-0.02153996378183365,0.0036980099976062775,0.07504358142614365,0.014486392959952354,5.180280669839738,0.18183670511140954,0.4623723167001233,0.17249006373190467,0,0.0,0.46832055600606953,0.06528995552642661,0.4304451608767539,0.5924663209581967,0.31526008972497743,431,-2.9577629566192627,,-2.9577629566192627
Reid CV1,1,26,2,30,80,1200,-0.0005333635490387678,4.7673252993263304e-05,0.002018493600189686,0.0001699712738627568,11.875498455224365,-0.01817227713763714,-0.00045268115354701877,0.08919316530227661,0.015180597081780434,5.875471486515188,-0.03371838000065961,0.5681737333153051,0.30426587350044115,0,0.0,0.5746925307155504,0.11520214784729446,0.5766395056252457,0.7624373598805358,0.2849305948443912,423,-3.205212354660034,,-3.205212354660034
Reid CV1,1,27,2,30,80,1200,-0.0006502722972072661,4.2394589399918914e-05,0.0017378136981278658,0.00013917467731516808,12.486565312398742,-0.025499675422906876,0.00045253970893099904,0.07921101897954941,0.005801516119390726,13.653503213547587,0.02298076051167721,0.5773194739756184,0.3096373409011531,0,0.0,0.5834755051256644,0.10396932652043807,0.6011846381154927,0.7671807209534622,0.25870389783651465,289,-3.2089478969573975,,-3.2089478969573975
Reid CV1,1,28,2,30,80,1200,-0.0005779719213023782,-2.867357397917658e-05,0.001780324848368764,0.00017332368588540703,10.271676599041552,-0.018549460917711258,-0.006975006312131882,0.08604563772678375,0.02780531905591488,3.0945747306028384,-0.22730985066006476,0.6164149622608694,0.4074566997822289,0,0.0,0.6238113877707968,0.17183873616653916,0.6047307522614546,0.8027007563272491,0.37943855369161134,344,-3.2275984287261963,,-3.2275984287261963
Reid CV1,1,29,2,30,80,1200,-0.0006021411973051727,-9.306806532549672e-06,0.0019059027545154095,0.0001311349478783086,14.533904083936958,-0.025741832330822945,-0.003623028052970767,0.07311985641717911,0.013770057819783688,5.310061684136613,-0.12771201037928526,0.6123778805134376,0.36631022913037825,0,0.0,0.6175255390499452,0.13616093949619046,0.6455671450104055,0.793998375311749,0.3323580157178055,404,-3.3023879528045654,,-3.3023879528045654
Reid CV1,1,30,2,30,80,1200,-0.0005990122444927692,6.404424493666738e-05,0.0018701902590692043,0.00024246909015346318,7.713107917737169,-0.024039559066295624,0.0017866060370579362,0.07958116382360458,0.008523303084075451,9.336892404106852,0.0950451355151094,0.5507063421413786,0.25633939852571264,0,0.0,0.5577914296042453,0.10244154204029633,0.5555943187168786,0.7264863063891729,0.30243948607816606,401,-3.185662031173706,,-3.185662031173706
Reid CV1,1,31,2,30,80,1200,-0.0005848802393302321,-3.2471725717186928e-06,0.0017517314990982413,0.00019806894124485552,8.844049390523711,-0.023246143013238907,-0.0023312943521887064,0.08675786107778549,0.02105514518916607,4.120506427209382,-0.20617802151122547,0.6124287859928843,0.37480472163993467,0,0.0,0.6162015537387536,0.10966582247100742,0.6493485011907189,0.7951741394688292,0.3256240358385138,285,-3.201103448867798,,-3.201103448867798
Reid CV1,1,32,2,30,80,1200,-0.0005874623893760145,-4.108412758796476e-05,0.002200117101892829,0.00028621655656024814,7.686896692259337,-0.024652279913425446,-0.001488202135078609,0.07272743433713913,0.03625766560435295,2.005849883739006,-0.32336614357869486,0.6332109144684127,0.3854094552082523,0,0.0,0.6404239888341294,0.13987004538356837,0.7254116046953494,0.8133976339307484,0.2770710728347669,513,-3.378800630569458,,-3.378800630569458
Reid CV1,1,33,2,30,80,1200,-0.0005979705019854009,0.00017211053636856377,0.0016547456616535783,0.0004299876163713634,3.8483565541209437,-0.024215584620833397,0.007058214861899614,0.06559636443853378,0.018184835091233253,3.6072015011099663,0.27772893013013333,0.47832161542418955,0.10392523491962888,0,0.0,0.48159078458661125,0.04370182124435371,0.43789249951285975,0.5664869098380061,0.4183677283868398,286,-2.9833686351776123,,-2.9833686351776123
Reid CV1,1,34,2,30,80,1200,-0.0005858091753907502,-3.0675037123728544e-05,0.0016592544270679355,0.00022651445760857314,7.325159040996843,-0.024105239659547806,-0.006109750829637051,0.09086885303258896,0.02772214263677597,3.2778437880210265,-0.33399938936466717,0.6273865206722627,0.39883843369714667,0,0.0,0.6330291337635305,0.1648231200813174,0.6209494221103867,0.8043039726661891,0.39023924851710334,289,-3.2814114093780518,,-3.2814114093780518
Reid CV1,1,35,2,30,80,1200,-0.0005822030361741781,0.00011759368499042466,0.0017586668254807591,0.0003075595886912197,5.718133624006131,-0.023240437731146812,0.004984661005437374,0.06826874613761902,0.012200724333524704,5.595466651929235,0.1677718678598186,0.5745579226715871,0.25003278248868754,0,0.0,0.5796634732133576,0.11112409868134093,0.5167142301229121,0.7700938130499887,0.39166067657845743,342,-3.1845178604125977,,-3.1845178604125977
Reid CV1,1,36,2,30,80,1200,-0.0005845939740538597,-1.7570619093021378e-07,0.001613781787455082,0.0001201489576487802,13.431508845648864,-0.01706991344690323,-0.0009886109037324786,0.07690606266260147,0.02656196989119053,2.8953448474507884,-0.05914505731234828,0.6521704925490484,0.3816615228652925,0,0.0,0.6605761102487182,0.145836454555941,0.6394980308033522,0.8158907941544596,0.43500809217794983,288,-3.3471739292144775,,-3.3471739292144775
Reid CV1,1,37,2,30,80,1200,-0.0006113626877777278,0.00013778758875560015,0.0020337519235908985,0.0004910425050184131,4.141702404183192,-0.025030585005879402,0.005852892994880676,0.08364822715520859,0.020304763689637184,4.119635590632341,0.24274224639077988,0.4976987735933612,0.1537250595705083,0,0.0,0.5022383285854899,0.06724815134925935,0.445881215134108,0.6279118552028788,0.37660568872732775,458,-3.0216281414031982,,-3.0216281414031982
Reid CV1,1,38,2,30,80,1200,-0.0005764732486568391,0.00016946025425568223,0.002175432862713933,0.0005814894684590399,3.74113888679511,-0.022998623549938202,0.0076013728976249695,0.08603911101818085,0.025090551003813744,3.4291439436743727,0.27673880911901655,0.5115199908902941,0.14064379061477675,0,0.0,0.5166416436039581,0.060601160800845696,0.4468323349331816,0.6334668300114572,0.4282339062880386,516,-3.0704591274261475,,-3.0704591274261475
Reid CV1,1,39,2,30,80,1200,-0.0005599707365036011,-2.7690599381458014e-05,0.0022232483606785536,0.00020882539683952928,10.646446238466849,-0.024413010105490685,-0.007199754007160664,0.09326688945293427,0.0290821585804224,3.2070139908981825,-0.21908872590380996,0.6166046730527787,0.37824043708846056,0,0.0,0.6266439936429209,0.14618715309735691,0.6871781471960675,0.7878841759724767,0.2842743232755808,521,-3.2671334743499756,,-3.2671334743499756
Reid CV1,1,40,2,30,80,1200,-0.0005954502266831696,-2.164279248972889e-05,0.001831639208830893,0.00012787154992111027,14.324055741569676,-0.02081555686891079,-0.004414532799273729,0.0685502365231514,0.014936765655875206,4.589362791280584,-0.14664002278276062,0.5844182071375876,0.35628001933272163,0,0.0,0.5939064778299482,0.1367238378975885,0.6360989300081054,0.7658017562739801,0.25100574746298104,401,-3.2623684406280518,,-3.2623684406280518
Reid CV1,1,41,2,30,80,1200,-0.0005359261413104832,9.643477096688002e-05,0.0016873023705556989,0.0002979332348331809,5.663357334070014,-0.02125180885195732,0.003219782607629895,0.0701155886054039,0.012800591997802258,5.477527025112752,0.1639582164351763,0.46494663605772996,0.19067151128484933,0,0.0,0.4704946595441215,0.06973980738196202,0.4368126646168833,0.6099276485988218,0.28728479421452474,316,-2.9475533962249756,,-2.9475533962249756
Reid CV1,1,42,2,30,80,1200,-0.0005797971389256418,0.00012386275921016932,0.002314143581315875,0.00046658769133500755,4.9597184501258775,-0.023190218955278397,0.005179721396416426,0.09419570863246918,0.019438451156020164,4.845844346158022,0.21035491246831667,0.4662176675254448,0.15404061755308432,0,0.0,0.4707602076324905,0.06088311317945839,0.43713874362409116,0.5911466531455517,0.3302601331726034,541,-2.9933087825775146,,-2.9933087825775146
Reid CV1,1,43,2,30,80,1200,-0.0005403221002779901,-4.339996667113155e-05,0.0016521316720172763,0.0002910417679231614,5.676613648297585,-0.011954426765441895,-0.007625703699886799,0.06733221560716629,0.033608317375183105,2.003439055145481,-0.45901086920611844,0.6305376953596117,0.3875589167438343,0,0.0,0.6343481712449576,0.12730088867122014,0.6925751012016151,0.8129530524592125,0.27763212424033556,310,-3.3105969429016113,,-3.3105969429016113
Reid CV1,1,44,2,30,80,1200,-0.0006944221095182002,-2.0172738004475832e-05,0.0017594792880117893,0.00022006277868058532,7.9953515926726615,-0.025361113250255585,-0.004772258922457695,0.08477912843227386,0.02737603522837162,3.0968373515391874,-0.1466582167541242,0.6293360523766098,0.3929297287992663,0,0.0,0.634832669656898,0.15822580937984257,0.676760875461667,0.8099627976327957,0.32364990757877365,346,-3.336374521255493,,-3.336374521255493
Reid CV1,1,45,2,30,80,1200,-0.0006189331761561334,-6.86064813635312e-05,0.0017659923760220408,0.00019146734848618507,9.223464940548139,-0.023362325504422188,-0.010220006108283997,0.08148393034934998,0.025816118344664574,3.156319988213499,-0.3247762104239115,0.6495018737498738,0.3847278533447648,0,0.0,0.656950627487118,0.15616915164528794,0.7058710879413411,0.7960543890377474,0.37679234632274267,308,-3.289092779159546,,-3.289092779159546
Reid CV1,1,46,2,30,80,1200,-0.0005440181703306735,-9.863381819741335e-06,0.0020430951844900846,0.0002002216351684183,10.204167910083823,-0.02058599330484867,-0.003455423517152667,0.09383887052536011,0.02796398662030697,3.3557043135336047,-0.2343730856231202,0.5943854381936754,0.37574833768843385,0,0.0,0.6004579941480823,0.13898541518381663,0.6488112478645858,0.8056545132854714,0.23254474730676283,430,-3.2873849868774414,,-3.2873849868774414
Reid CV1,1,47,2,30,80,1200,-0.0005426410352811217,7.703350274823606e-05,0.0020990900229662657,0.00029228406492620707,7.181677945721135,-0.021816425025463104,0.0029663285240530968,0.08482029289007187,0.011611354537308216,7.304943847639605,0.12699982791696676,0.5395431320798076,0.23836956649983057,0,0.0,0.5465490030339135,0.09202171385026246,0.526340630700749,0.695248446194455,0.29577875097768497,483,-3.129136800765991,,-3.129136800765991
Reid CV1,1,48,2,30,80,1200,-0.0005943432333879173,0.00011297755554551259,0.0017453740583732724,0.00032240155269391835,5.41366517558399,-0.02358504943549633,0.004814606625586748,0.06800056993961334,0.014700951986014843,4.6255895539488145,0.19502236139423487,0.43698613738203185,0.18447588996608838,0,0.0,0.4416461005369349,0.06612727369968982,0.39930842900231706,0.5771188939357326,0.264432787077456,353,-2.886418581008911,,-2.886418581008911
Reid CV1,1,49,2,30,80,1200,-0.0006584182265214622,-5.775612953584641e-05,0.002245600800961256,0.00030440965201705694,7.376904070162101,-0.024925129488110542,-0.000413604051573202,0.10174324363470078,0.028369052335619926,3.5864167202706616,-0.2124182814927736,0.6209111575758074,0.39374353742023444,0,0.0,0.62662450704524,0.1324219610982512,0.6798692365121984,0.7875438080918284,0.27638548798418894,482,-3.397442102432251,,-3.397442102432251
Reid CV1,1,50,2,30,80,1200,-0.0006070069503039122,-6.648487033089623e-05,0.001988594653084874,0.00021932653908152133,9.066821832928001,-0.022179588675498962,-0.004960755351930857,0.09826385974884033,0.03383077308535576,2.904570330122771,-0.21109366287007186,0.639748255551496,0.3864058568792369,0,0.0,0.6464487713897032,0.14926760987386808,0.7018413901017347,0.7992944139337851,0.32306518170957427,426,-3.3085031509399414,,-3.3085031509399414
Reid CV1,1,51,2,30,80,1200,-0.0006315925274975598,-4.815565989702009e-05,0.0017052952898666263,0.00021814520005136728,7.81724873829484,-0.02999638207256794,-0.003329172497615218,0.08572543412446976,0.027645932510495186,3.1008335165372314,-0.2523187814106471,0.6424114311078767,0.3865399224116721,0,0.0,0.6484295634252827,0.1441980150232919,0.7131925646501424,0.7896334478476396,0.31043408817659396,311,-3.367741823196411,,-3.367741823196411
Reid CV1,1,52,2,30,80,1200,-0.0005847330903634429,0.00020431338634807616,0.0019045324297621846,0.0006354826618917286,2.9969856677013045,-0.02329566702246666,0.008276788517832756,0.07673309743404388,0.026605995371937752,2.8840528746004703,0.33742504039823745,0.43281665722747426,0.06075450344497515,0,0.0,0.43649026721970935,0.04542571687916827,0.43352741518415006,0.4315517992901623,0.4335686500583376,364,-2.8277642726898193,,-2.8277642726898193
Reid CV1,1,53,2,30,80,1200,-0.0005462003755383193,-7.920410280348733e-05,0.002222380368039012,0.00030816253274679184,7.211715026580071,-0.019744519144296646,-0.008734027855098248,0.11155640333890915,0.03198288381099701,3.4880032706916673,-0.3979398483632574,0.6180569429169214,0.39915798208912695,0,0.0,0.6259235207071137,0.1424360265663187,0.6756997891999991,0.7872830433825779,0.2841650923169218,489,-3.330958127975464,,-3.330958127975464
Reid CV1,1,54,2,30,80,1200,-0.000574857578612864,-3.5400655633566203e-06,0.0018884739838540554,0.0001456661120755598,12.964401650772885,-0.02405240386724472,-0.0030053548980504274,0.09068150818347931,0.02094605751335621,4.3292876535670946,-0.06866933130407157,0.6723091291540911,0.37468218277589976,0,0.0,0.6782663512850575,0.1411376217131282,0.6866209164809681,0.821085502047432,0.4071119714546512,341,-3.5250916481018066,,-3.5250916481018066
Reid CV1,1,55,2,30,80,1200,-0.0006140338373370469,-4.401143451104872e-05,0.0018769331509247422,0.00011835822078865021,15.858071694710098,-0.02692117542028427,-0.00285745644941926,0.09364426881074905,0.00954436045140028,9.811476555981312,-0.06695112756186168,0.6027496100083823,0.34271446878207024,0,0.0,0.609735865536301,0.12132199512065542,0.6189028571767747,0.8076319062214998,0.279220130106204,341,-3.2717511653900146,,-3.2717511653900146
Reid CV1,1,56,2,30,80,1200,-0.0006430643261410296,-8.329748379765078e-05,0.0017582766013219953,0.00025430857203900814,6.913949408879128,-0.024327313527464867,-0.005480737891048193,0.07836269587278366,0.031099064275622368,2.5197766459555457,-0.2691509251686252,0.6149415329315708,0.3750681555041672,0,0.0,0.6205924242624654,0.1272116947033658,0.7037660687392496,0.7812375856798377,0.2694754669925265,309,-3.2973647117614746,,-3.2973647117614746
Reid CV1,1,57,2,30,80,1200,-0.000631839269772172,2.017656333919149e-05,0.0021889496129006147,0.0001229004847118631,17.81074841187607,-0.02732262946665287,-0.00032089732121676207,0.08668992668390274,0.013010136783123016,6.663260204639698,-0.06082767686482228,0.6094463109204146,0.32344729960420576,0,0.0,0.615017624096433,0.12573215762954207,0.6552678203181724,0.7778260907874658,0.3190638601146121,535,-3.3332133293151855,,-3.3332133293151855
Reid CV1,1,58,2,30,80,1200,-0.0006014209357090294,-3.81052159355022e-05,0.0022320167627185583,0.00018143374472856522,12.302103812373918,-0.025182373821735382,-0.004470697604119778,0.10928386449813843,0.020698873326182365,5.279701111069817,-0.15711103408322405,0.5941159274019455,0.3658529484088054,0,0.0,0.6013678850806841,0.12790669128280077,0.6657169436610171,0.7673726386457517,0.24578543073157705,482,-3.2045562267303467,,-3.2045562267303467
Reid CV1,1,59,2,30,80,1200,-0.0005254438146948814,-1.4598725101677701e-05,0.001941698370501399,0.00017339561600238085,11.19808225413691,-0.022368988022208214,-0.0031518195755779743,0.08099545538425446,0.02001587674021721,4.046560459753087,-0.1623723264424866,0.6319914920456741,0.4023949243727821,0,0.0,0.6414282841267562,0.17282534570240238,0.6508658423308767,0.7851872470439164,0.40732748242743405,403,-3.3636209964752197,,-3.3636209964752197
Reid CV1,1,60,2,30,80,1200,-0.0005788413691334426,-7.731472578598186e-06,0.0020068897865712643,0.00014405821275431663,13.931102907641264,-0.023728981614112854,-0.0031241592951118946,0.08741386234760284,0.01118254940956831,7.816988697837317,-0.07075996703199396,0.5729567577582708,0.33250637842969527,0,0.0,0.5778673370035564,0.10815573314589817,0.6247759984443652,0.7723335912971763,0.24385975724594158,431,-3.1929781436920166,,-3.1929781436920166
Reid CV1,1,61,2,30,80,1200,-0.0005578632117249072,-3.6507761251414195e-05,0.001794888055883348,0.00015014012751635164,11.954752440768162,-0.018131479620933533,-0.004649512469768524,0.07603193819522858,0.01727132312953472,4.402206919816735,-0.16665686710960664,0.6139347687301894,0.37929604652768095,0,0.0,0.6228060821114322,0.1518493821778929,0.6477503314708883,0.8174703472186453,0.26800199081660825,347,-3.3905155658721924,,-3.3905155658721924
Reid CV1,1,62,2,30,80,1200,-0.0006088398513384163,0.00013744876196142286,0.0017410839209333062,0.00036977746640332043,4.708464087517671,-0.024842174723744392,0.006132132839411497,0.06988181918859482,0.015578879974782467,4.485676717563298,0.21269403862426334,0.47934156749127566,0.17882316364738493,0,0.0,0.4841545540700474,0.06735808974777692,0.45499866890907287,0.6123053306205706,0.31447390373796225,345,-2.962379217147827,,-2.962379217147827
Reid CV1,1,63,2,30,80,1200,-0.0005832604947499931,0.00021668871340807527,0.001823986298404634,0.0006617084727622569,2.7564801925393634,-0.023724721744656563,0.008804956451058388,0.07445035874843597,0.02929835580289364,2.5411104721816136,0.3873779088920612,0.43214049218357475,0.06097881329056191,0,0.0,0.4364388657166135,0.0471915687597157,0.4294652659592666,0.4311590291559696,0.43680915844683743,345,-2.8817503452301025,,-2.8817503452301025
Reid CV1,1,64,2,30,80,1200,-0.0006741619436070323,-9.785904694581404e-05,0.002204656135290861,0.00030410251929424703,7.249713486120957,-0.024348264560103416,-0.007509901188313961,0.10505089163780212,0.03241052106022835,3.241258955466543,-0.25379435107376286,0.6241680031577831,0.3949402390555892,0,0.0,0.6288303667263396,0.15113504571528127,0.6934959250569972,0.8097995809600013,0.27949277420158547,482,-3.307037830352783,,-3.307037830352783
Reid CV1,1,65,2,30,80,1200,-0.0006162143545225263,1.9489847545628436e-05,0.0017266643699258566,0.00014536120579577982,11.878440058839864,-0.029763171449303627,-0.00875145010650158,0.07605038583278656,0.033709101378917694,2.2560787063979673,-0.2835927971877466,0.6753100156387187,0.3705539769209765,0,0.0,0.6842999509860467,0.1628998559832061,0.7563071957489567,0.7922630123809132,0.3877248387456624,308,-3.5014994144439697,,-3.5014994144439697
Reid CV1,1,66,2,30,80,1200,-0.0005766783142462373,5.595873881247826e-05,0.001816309755668044,0.0001780558959580958,10.200784118350677,-0.023075833916664124,0.0012983198976144195,0.07177317142486572,0.00952847208827734,7.532495321381757,0.03867895965791973,0.5722395051119699,0.2971542953445283,0,0.0,0.5802535596705551,0.12057820072843453,0.5630166772618026,0.7721010410441802,0.3299919617015357,370,-3.3380484580993652,,-3.3380484580993652
Reid CV2,2,0,2,30,80,1200,-0.0005865980056114495,0.0001389017270412296,0.0016382692847400904,0.0003720543463714421,4.403306400577611,-0.0229374710470438,0.005664690397679806,0.06731398403644562,0.014715938828885555,4.574222876240601,0.2238599590476573,0.4984668247990592,0.1739724142469135,0,0.0,0.5027087132430502,0.06293233099569047,0.419778968733136,0.6662395521302089,0.3779341939343027,291,3.7060670852661133,3.033402681350708,4.733553653288526
Reid CV2,2,1,2,30,80,1200,-0.0006178903859108686,-4.230068589095026e-05,0.0018245724495500326,0.00025232211919501424,7.231123673861745,-0.027790460735559464,-0.002605908317491412,0.07131895422935486,0.02604849822819233,2.7379295959628966,-0.24075396534886645,0.6439785041190155,0.388898896885486,0,0.0,0.6520820817158887,0.15584542476701665,0.6777307749970106,0.797185624514909,0.3605392153523604,368,3.1447126865386963,2.6125574111938477,4.036201899655508
Reid CV2,2,2,2,30,80,1200,-0.0005844748811796308,8.691116818226874e-05,0.002056655241176486,0.0003224407264497131,6.37839786500182,-0.023527473211288452,0.003088336205109954,0.08444087207317352,0.012859744019806385,6.566294938928719,0.15031615373850205,0.49904350876484227,0.2154192835472766,0,0.0,0.5044088757647911,0.08056951628467168,0.4836909214389466,0.6638211606220267,0.2779242142529811,460,3.698904514312744,3.0265398025512695,4.723896727053481
Reid CV2,2,3,2,30,80,1200,-0.0005946926539763808,0.0001559790689498186,0.0020018815994262695,0.000531251891516149,3.768234299765154,-0.023083100095391273,0.006299259606748819,0.0834648534655571,0.0227825827896595,3.663537810271446,0.26937916888526336,0.5059345270290759,0.14757809260554877,0,0.0,0.5104281590501161,0.057235347221026064,0.4279926283450066,0.6498972171810782,0.4097913273862589,422,3.6345226764678955,2.9756686687469482,4.64259329681175
