dataset,split,sim_idx,target_index,rollout_steps,filtered_steps,pred_p_ratio,true_p_ratio,final_pos_mse,initial_to_target_mse,pred_to_initial_mse,movement_fraction_mse
Reid CV1,val,24,600,40,40,0.11378282196787536,0.004593820481244206,0.0005194522091187537,0.0010225767036899924,0.00011270902905380353,0.11022061097919629
Reid CV1,test,0,600,40,40,0.11165408612941227,0.22577746036968235,0.0004112006863579154,0.0007664422155357897,6.906447379151359e-05,0.09011047720438171
Reid CV1,test,1,600,40,40,0.09943388177237666,-0.21191090188476783,0.0006522283074446023,0.0010818794835358858,0.0001115576596930623,0.10311468272645356
Reid CV1,test,2,600,40,40,0.11335390674719917,0.15183394215698431,0.000659387675113976,0.0012193481670692563,0.00010284617019351572,0.08434520424195978
Reid CV1,test,3,600,40,40,0.11910978941514953,0.27067370638595295,0.0006646785186603665,0.0012274746550247073,0.00010586081771180034,0.08624277273543339
Reid CV1,test,4,600,40,40,0.1147327095773191,-0.3058049953383385,0.0008878543740138412,0.0014163510641083121,0.00011931188055314124,0.08423891757955931
Reid CV1,test,5,600,40,40,0.12068131447793265,0.1647903311599647,0.0008801803924143314,0.0015819784021005034,0.00012762418191414326,0.08067378274234825
Reid CV1,test,6,600,40,40,0.11228234559225424,-0.20592473553845234,0.000751603685785085,0.001281389850191772,0.00012311608588788658,0.09608011634356328
Reid CV1,test,7,600,40,40,0.11460123554275628,0.22752143845089903,0.0009451850783079863,0.0016413605771958828,0.00011398724745959044,0.06944680470779152
Reid CV1,test,8,600,40,40,0.1058076547375899,-0.0505803263058558,0.0006602916982956231,0.0012263657990843058,0.00012797352974303067,0.10435184170871778
Reid CV1,test,9,600,40,40,0.12304350687816758,0.18417082511314842,0.0004089143476448953,0.0008340601925738156,9.906668128678575e-05,0.11877641706059267
Reid CV1,test,10,600,40,40,0.12426975214111508,0.3521404718131172,0.0004643970460165292,0.0008472496992908418,7.477907638531178e-05,0.08826096538942742
Reid CV1,test,11,600,40,40,0.10753393373698572,-0.03812361982226618,0.0006701201782561839,0.0012172606075182557,0.00011181073932675645,0.09185439719002784
Reid CV1,test,12,600,40,40,0.11601787278391892,-0.13905139960601262,0.0009336436633020639,0.0015968158841133118,0.00013870911789126694,0.08686606844989525
Reid CV1,test,13,600,40,40,0.11290164935858277,-0.13446946656424552,0.0007821547915227711,0.0013448236277326941,0.00011553190415725112,0.08590859185901736
Reid CV1,test,14,600,40,40,0.11443801474295867,0.2425659465102224,0.0007829972892068326,0.001377483131363988,0.00010068983829114586,0.07309696648803422
Reid CV1,test,15,600,40,40,0.11315925368777925,-0.0692410004085784,0.0008397828205488622,0.001489894581027329,0.00011981693387497216,0.08041973935656214
Reid CV1,test,16,600,40,40,0.11091370558375635,0.3077401497979408,0.0008817804045975208,0.0015379629330709577,0.0001115919731091708,0.07255829819405812
Reid CV1,test,17,600,40,40,0.09956896551724138,-0.021078292882544657,0.0008597530541010201,0.0015532528050243855,0.00012842842261306942,0.08268352852648037
Reid CV1,test,18,600,40,40,0.10579710144927536,-0.03567937438905181,0.0006982540362514555,0.001250367728061974,0.00012720623635686934,0.10173506041621413
Reid CV1,test,19,600,40,40,0.11688260647426409,0.25253982566877065,0.0005161655135452747,0.0009903443278744817,9.75417424342595e-05,0.09849275619481525
Reid CV1,test,20,600,40,40,0.09501437336422534,-0.19782654778150213,0.0008993767551146448,0.0015240197535604239,0.00011919895769096911,0.0782135253906623
Reid CV1,test,21,600,40,40,0.09382990013990063,-0.15706381496667562,0.0005888328887522221,0.0010188635205850005,0.00010054813174065202,0.09868655586267368
Reid CV1,test,22,600,40,40,0.10811163430631827,-0.2888340689714489,0.0006476468988694251,0.0010957103222608566,0.0001092363745556213,0.09969457468487306
Reid CV1,test,23,600,40,40,0.10418096899442912,-0.21383361116899355,0.0007413005223497748,0.0012176770251244307,0.00012014294043183327,0.09866568716738022
Reid CV1,test,24,600,40,40,0.10694090598396819,-0.28481643491441405,0.0007459420594386756,0.0011649747611954808,0.00010783172183437273,0.09256142315368045
Reid CV1,test,25,600,40,40,0.12575821599443862,0.18376827435442,0.0005396460182964802,0.0010018364991992712,8.719645120436326e-05,0.08703660854246774
Reid CV1,test,26,600,40,40,0.11348325156686463,-0.010952000027465832,0.0006981873884797096,0.0012844739248976111,0.00011539869592525065,0.08984121334689561
Reid CV1,test,27,600,40,40,0.12106474218178015,0.0329938517857981,0.0005206624045968056,0.0009645825484767556,8.939342660596594e-05,0.09267576605769386
Reid CV1,test,28,600,40,40,0.11530916409773,-0.17301728882394246,0.0007979433285072446,0.0012590496335178614,9.769151802174747e-05,0.07759147488792115
Reid CV1,test,29,600,40,40,0.10824968738382507,-0.10555045990798127,0.0005201225285418332,0.0010070910211652517,0.00012740572856273502,0.12650865302653636
Reid CV1,test,30,600,40,40,0.1272856221792392,0.10191056869191698,0.0005682046758010983,0.0010676998645067215,0.00010024193034041673,0.09388586968373235
Reid CV1,test,31,600,40,40,0.11001111619695285,-0.1677789974107235,0.0007332179229706526,0.001177351106889546,9.768372547114268e-05,0.0829690692092813
Reid CV1,test,32,600,40,40,0.10929674900263135,-0.27334989894515355,0.0008783309021964669,0.0013702668948099017,0.00014007239951752126,0.10222271299705714
Reid CV1,test,33,600,40,40,0.11024632694303348,0.2788006040009084,0.00040377010009251535,0.0007883243379183114,7.905150414444506e-05,0.10027789368166967
Reid CV1,test,34,600,40,40,0.09899106521995828,-0.27997287077242516,0.0008070087642408907,0.001224018749780953,9.463335300097242e-05,0.07731364655803495
Reid CV1,test,35,600,40,40,0.11744105498114273,0.1716430623417452,0.0003996618324890733,0.0008244457421824336,0.00010330299846827984,0.1252999356814204
Reid CV1,test,36,600,40,40,0.10452025530464869,-0.05936373250795232,0.0005999957211315632,0.0010210394393652678,0.00010221571574220434,0.10010946864672245
Reid CV1,test,37,600,40,40,0.11784810907520513,0.24448474625711006,0.0006920827436260879,0.0012364087160676718,9.780019900063053e-05,0.07910021801826062
Reid CV1,test,38,600,40,40,0.11008258462655414,0.278677074647623,0.0007270892383530736,0.001350139849819243,0.00011413933680159971,0.08453889929763996
Reid CV1,test,39,600,40,40,0.1103141011361105,-0.18312260469855385,0.0009984902571886778,0.0016501045320183039,0.00013210589531809092,0.0800591070170005
Reid CV1,test,40,600,40,40,0.11389303217558065,-0.12656580055983485,0.000463135918835178,0.00087660679128021,0.00011160687427036464,0.12731691720910837
Reid CV1,test,41,600,40,40,0.11872835572794016,0.16552909554443834,0.0004706534091383219,0.0008603528840467334,7.277358236024156e-05,0.08458573651540009
Reid CV1,test,42,600,40,40,0.11648964357302491,0.21066706810594454,0.00083865353371948,0.0015074176480993629,0.00011374156747478992,0.0754545812955034
Reid CV1,test,43,600,40,40,0.10987155963302753,-0.39892662515401855,0.000679612101521343,0.0010428514797240496,0.00010776128328870982,0.10333329854144205
Reid CV1,test,44,600,40,40,0.11342169032194253,-0.13591760234020564,0.0008043392444960773,0.0012742391554638743,0.00010804107296280563,0.0847886933151684
Reid CV1,test,45,600,40,40,0.1036894020965606,-0.2965010149393227,0.000806291529443115,0.0012748704757541418,0.00010200027463724837,0.08000834326084047
Reid CV1,test,46,600,40,40,0.10360427427759898,-0.20143454871488345,0.0009345615399070084,0.0015160924522206187,0.00011111676576547325,0.07329154999928973
Reid CV1,test,47,600,40,40,0.10816099361415432,0.12989745189277963,0.0006398091791197658,0.0012201713398098946,0.00011195079423487186,0.09175006048930312
Reid CV1,test,48,600,40,40,0.11599916707156244,0.19418523676880223,0.000423912686528638,0.0008209891966544092,7.815243588993326e-05,0.09519301375512629
Reid CV1,test,49,600,40,40,0.10365311607768493,-0.1830783784812833,0.0010234290966764092,0.0017292100237682462,0.00014468775771092623,0.08367274982342904
Reid CV1,test,50,600,40,40,0.11004106592867027,-0.1867244326861199,0.000977704068645835,0.0016109657008200884,0.00012229527055751532,0.07591426092762801
Reid CV1,test,51,600,40,40,0.0951327168985275,-0.20740286880313358,0.000766825454775244,0.0012728064320981503,0.00011585299944272265,0.09102169546059369
Reid CV1,test,52,600,40,40,0.1059335741629374,0.3379030291463893,0.0006187366088852286,0.0011014724150300026,8.473244815832004e-05,0.07692652762076846
Reid CV1,test,53,600,40,40,0.10723653093692222,-0.3424940970278231,0.001353743369691074,0.0020498577505350113,0.00012942416651640087,0.06313812091723012
Reid CV1,test,54,600,40,40,0.10336239103362391,-0.049085234769974354,0.000757527828682214,0.0013202776899561286,0.0001238398253917694,0.09379831707667838
Reid CV1,test,55,600,40,40,0.10467581878324508,-0.05193595091672759,0.0007072500884532928,0.001268598367460072,0.00010669843322830275,0.08410733922189205
Reid CV1,test,56,600,40,40,0.11015126405980043,-0.2369804925592424,0.0007181157125160098,0.0011964633595198393,0.00010942910012090579,0.09146046909854516
Reid CV1,test,57,600,40,40,0.10633935738615408,-0.04678976587014241,0.000689255422912538,0.0013094348832964897,0.00013314676471054554,0.10168261622552001
Reid CV1,test,58,600,40,40,0.10630888065365897,-0.13422391278630644,0.0010461381170898676,0.0017464177217334509,0.00012308212171774358,0.07047690835132807
Reid CV1,test,59,600,40,40,0.10147797914114644,-0.14517973450007457,0.0006577415624633431,0.0011354187736287713,0.0001287678605876863,0.11341001538678745
Reid CV1,test,60,600,40,40,0.11105281984022893,-0.05719730474606487,0.000669420522172004,0.0012226849794387817,0.00010959448991343379,0.08963428172949191
Reid CV1,test,61,600,40,40,0.11747208328835475,-0.14927710801063354,0.0006310129538178444,0.001089752884581685,0.00011225565685890615,0.1030101947396972
Reid CV1,test,62,600,40,40,0.1251079248701363,0.21582151924329912,0.00047787584480829537,0.0008822380332276225,7.452964200638235e-05,0.08447792908419452
Reid CV1,test,63,600,40,40,0.11411941210790987,0.38877541167470087,0.0006032249075360596,0.001048121484927833,7.917218317743391e-05,0.07553721998446125
Reid CV1,test,64,600,40,40,0.10659258212184805,-0.22809951729309214,0.0011149341007694602,0.0018071081722155213,0.0001332062965957448,0.07371240894364026
Reid CV1,test,65,600,40,40,0.10526723042060465,-0.21909352684142494,0.0006368670728988945,0.0011073778150603175,0.00012784477439709008,0.1154481990323479
Reid CV1,test,66,600,40,40,0.11633042497269662,0.045720758052931104,0.0004884856753051281,0.0009625197271816432,0.00010995833872584626,0.11424008840610009
Reid CV1,val,0,750,50,50,0.1121339782597389,-0.20021571221708148,0.0014571468345820904,0.0022116892505437136,0.00014958322572056204,0.06763302108729291
Reid CV1,val,1,750,50,50,0.10576307607900512,-0.26950570683633773,0.0008967347093857825,0.001431264798156917,0.00014246927457861602,0.09954082204919594
Reid CV1,val,2,750,50,50,0.10811225585987456,-0.0789670504250227,0.0015711563173681498,0.00248043448664248,0.000150871419464238,0.060824593544680866
Reid CV1,val,3,750,50,50,0.10846626318986659,0.12053220007233581,0.0009814519435167313,0.001747293397784233,0.00013107065751682967,0.07501353675521362
Reid CV1,val,4,750,50,50,0.1159338082096146,0.14632629451309337,0.0010516158072277904,0.0018371861660853028,0.00013336449046619236,0.07259171276603227
Reid CV1,val,5,750,50,50,0.10714972953325778,-0.12897372458656278,0.0012768589658662677,0.001984477275982499,0.00014921024558134377,0.07518868942828834
Reid CV1,val,6,750,50,50,0.10034618100982969,0.13092581551826932,0.0008639844600111246,0.0015723026590421796,0.00012995216820854694,0.08265086080037008
Reid CV1,val,7,750,50,50,0.09830806326372145,-0.26389007980272555,0.0010544024407863617,0.0016971944132819772,0.0001586399448569864,0.09347187547607692
Reid CV1,val,8,750,50,50,0.11478887535525782,-0.11667320554716334,0.0012794418726116419,0.002110624685883522,0.00015527351933997124,0.07356756527036103
Reid CV1,val,9,750,50,50,0.09918694022740265,-0.06919928851354283,0.001033540116623044,0.001727171242237091,0.00014460129023063928,0.08372145546109647
Reid CV1,val,10,750,50,50,0.09847772577936004,-0.11081119810325286,0.0012393785873427987,0.0020880266092717648,0.00015447429905179888,0.07398100118354069
Reid CV1,val,11,750,50,50,0.10193160651621336,-0.15822896188326152,0.0012015801621600986,0.0019916945602744818,0.00016726636386010796,0.08398193538122455
Reid CV1,val,12,750,50,50,0.09788010029633007,-0.14943505931802845,0.0011339697521179914,0.0017807921394705772,0.0001197293822770007,0.06723377738661615
Reid CV1,val,13,750,50,50,0.11379477544093582,0.07862680756128,0.0011905415449291468,0.0020887625869363546,0.00015335199714172632,0.07341762922259724
Reid CV1,val,14,750,50,50,0.11384176124967554,0.012438944570692782,0.0006718644290231168,0.0012124039931222796,0.00011450727470219135,0.09444646780426966
Reid CV1,val,15,750,50,50,0.0949566092315432,-0.19980898056642568,0.0015322593972086906,0.002371822716668248,0.00013966290862299502,0.058884210713346485
Reid CV1,val,16,750,50,50,0.08797292475373852,-0.10684845991231928,0.0009616493480280042,0.0015921605518087745,0.00012691075971815735,0.07970977523213997
Reid CV1,val,17,750,50,50,0.09532846546397121,-0.2481560153707949,0.0013577716890722513,0.0019308057380840182,0.00011596676631597802,0.06006133295991467
Reid CV1,val,18,750,50,50,0.10545909984028312,-0.06684743424971004,0.0007622410194016993,0.0013255184749141335,0.00012914682156406343,0.09743117429761174
Reid CV1,val,19,750,50,50,0.09843817015890285,-0.17109128477839536,0.0008456224459223449,0.0014553561341017485,0.0001516328047728166,0.10418948408556024
Reid CV1,val,20,750,50,50,0.09520004261893346,-0.5116688473133478,0.0015226720133796334,0.0020901979878544807,0.00014122134598437697,0.06756362163056909
Reid CV1,val,21,750,50,50,0.09570288173017041,-0.08847526541676079,0.0006933263503015041,0.0011813946766778827,0.00011864178668474779,0.10042519153579738
Reid CV1,val,22,750,50,50,0.10442947626650877,0.18361583973301754,0.001359598827548325,0.0023086306173354387,0.00014409449067898095,0.06241556773828593
Reid CV1,val,23,750,50,50,0.09833967884375361,-0.3471004276379293,0.0011814360041171312,0.0018188414396718144,0.00015055187395773828,0.08277350112767573
Reid CV1,val,24,750,50,50,0.10812783994943936,0.002915968106944652,0.000878400111105293,0.0015996582806110382,0.00014331119018606842,0.08958862772324495
Reid CV1,test,0,750,50,50,0.1035865362157112,0.22550319199129545,0.0006859957939013839,0.0011982229771092534,9.029261855175719e-05,0.07535543907661549
Reid CV1,test,1,750,50,50,0.09476536184279348,-0.21694867401648033,0.001089695724658668,0.00170235731638968,0.00014178871060721576,0.08328962976346117
Reid CV1,test,2,750,50,50,0.108070282858986,0.15153187474409413,0.0011123185977339745,0.0019065218511968851,0.00012887368211522698,0.06759622609849558
Reid CV1,test,3,750,50,50,0.11338202185492285,0.27055269946490945,0.0011216971324756742,0.0019216984510421753,0.00013279556878842413,0.06910322934194303
Reid CV1,test,4,750,50,50,0.10904684975767366,-0.3110800839824191,0.0014875574270263314,0.0022462252527475357,0.00015162605268415064,0.06750260353394426
Reid CV1,test,5,750,50,50,0.11558409483823166,0.16406385353775704,0.0014844430843368173,0.00247365515679121,0.0001584682468092069,0.06406238410966289
Reid CV1,test,6,750,50,50,0.10712184831335321,-0.20633267340377884,0.001283652731217444,0.0020411498844623566,0.00015452614752575755,0.07570543873433384
Reid CV1,test,7,750,50,50,0.1089126767735707,0.2273181848352767,0.0015857070684432983,0.002565777860581875,0.00014147556794341654,0.05513944527969864
Reid CV1,test,8,750,50,50,0.10007971665270785,-0.05332517361021072,0.001114463433623314,0.0019224702846258879,0.00016013041022233665,0.08329408860199781
Reid CV1,test,9,750,50,50,0.11632691671002222,0.18411013999535927,0.0006956837605684996,0.0013056389288976789,0.00012702193635050207,0.09728718525399958
Reid CV1,test,10,750,50,50,0.1174841520891294,0.35229308263990344,0.0007749396027065814,0.0013251065975055099,9.719171794131398e-05,0.07334633917322252
Reid CV1,test,11,750,50,50,0.10229203840598182,-0.040294036200689776,0.0011297559831291437,0.0019079521298408508,0.00014123607252258807,0.07402495603197816
Reid CV1,test,12,750,50,50,0.11027371692040719,-0.14163577139472905,0.0015838600229471922,0.0025287617463618517,0.00017381938232574612,0.06873695498432043
Reid CV1,test,13,750,50,50,0.1059730038691523,-0.1419523482792434,0.0013159401714801788,0.0021263016387820244,0.0001468616828788072,0.0690690728917143
Reid CV1,test,14,750,50,50,0.10862202280474391,0.2423127624255444,0.0013132542371749878,0.002155538648366928,0.00012658043124247342,0.05872334107225257
Reid CV1,test,15,750,50,50,0.10877135482813716,-0.0721791650829262,0.0014131907373666763,0.0023335260339081287,0.0001494182215537876,0.0640310925966169
Reid CV1,test,16,750,50,50,0.10557498975765024,0.3079462235279139,0.0014788686530664563,0.0024054422974586487,0.00013915007002651691,0.05784801829315509
Reid CV1,test,17,750,50,50,0.09373338845903963,-0.023673311561558063,0.0014522764831781387,0.0024355037603527308,0.00015951880777720362,0.06549725374026961
Reid CV1,test,18,750,50,50,0.10024528854209777,-0.03793708930027374,0.0011728337267413735,0.0019630487076938152,0.00016176531789824367,0.0824051472916763
Reid CV1,test,19,750,50,50,0.10903423126690978,0.2524396245948102,0.0008677617297507823,0.001547627616673708,0.00012498704018071294,0.0807604095676101
Reid CV1,test,20,750,50,50,0.09026645446645643,-0.20108304395697468,0.0015241788933053613,0.0024241567589342594,0.0001503479725215584,0.06202073028794409
Reid CV1,test,21,750,50,50,0.08813419645858409,-0.16395714666294545,0.0009816274978220463,0.0015951438108459115,0.0001288899075007066,0.08080143409286449
Reid CV1,test,22,750,50,50,0.10174257002351934,-0.29444939429464634,0.0010889556724578142,0.001733840093947947,0.0001389487588312477,0.08013931579749198
Reid CV1,test,23,750,50,50,0.09876845281787783,-0.21915071813892517,0.001246707048267126,0.0019296479877084494,0.00015288518625311553,0.07922957307600653
Reid CV1,test,24,750,50,50,0.1011870359667452,-0.28975468975468976,0.0012376586673781276,0.0018464114982634783,0.00013994461914990097,0.07579275761741992
Reid CV1,test,25,750,50,50,0.11910368680550446,0.18339395363708158,0.0009048025240190327,0.0015653568552806973,0.00011212202662136406,0.07162713488820319
Reid CV1,test,26,750,50,50,0.10800460819661639,-0.015894330710823686,0.0011825906112790108,0.0020206826739013195,0.00014511050540022552,0.07181261425875522
Reid CV1,test,27,750,50,50,0.11462172249477712,0.031118936889544976,0.0008721106569282711,0.0015121875330805779,0.00011501199332997203,0.07605669985631573
Reid CV1,test,28,750,50,50,0.10826139157280887,-0.1828300282343115,0.001358537469059229,0.0020232407841831446,0.00012615085870493203,0.06235088759139644
Reid CV1,test,29,750,50,50,0.10374627979995295,-0.10976124137849093,0.0008895567734725773,0.0015856612008064985,0.00016054864681791514,0.10125028394228032
Reid CV1,test,30,750,50,50,0.1220045355715054,0.10057011985813485,0.0009590532281436026,0.001670332858338952,0.00012656737817451358,0.07577374625820234
Reid CV1,test,31,750,50,50,0.10335980881422648,-0.1749210951262478,0.0012148597743362188,0.001857289345934987,0.00012569958926178515,0.0676790557900423
Reid CV1,test,32,750,50,50,0.10460542212342339,-0.2815638119872513,0.0014660139568150043,0.0021517544519156218,0.00017476110951974988,0.08121796116846278
Reid CV1,test,33,750,50,50,0.10476960982605818,0.27869672907176535,0.0006791619816794991,0.0012316096108406782,0.00010237599053652957,0.08312373469272398
Reid CV1,test,34,750,50,50,0.09168913949497426,-0.28980648909005097,0.0013582679675891995,0.001964989583939314,0.00012318271910771728,0.06268873897070062
Reid CV1,test,35,750,50,50,0.11007419696760219,0.17099487306578276,0.0006766096921637654,0.0012875143438577652,0.00013257841055747122,0.10297237556222323
Reid CV1,test,36,750,50,50,0.09810657131133126,-0.05856166164084434,0.0010455880546942353,0.0016613128827884793,0.0001333495747530833,0.08026758603668852
Reid CV1,test,37,750,50,50,0.11153781747139269,0.24423051562706052,0.0011616169940680265,0.0019337910925969481,0.0001234043447766453,0.06381472396323937
Reid CV1,test,38,750,50,50,0.10455941510429055,0.2784584474166289,0.0012288503348827362,0.0021087462082505226,0.00014174920215737075,0.06721965953170345
Reid CV1,test,39,750,50,50,0.10543137473746157,-0.19008193665941994,0.0016831563552841544,0.0026074512861669064,0.00016433221753686666,0.06302407964769453
Reid CV1,test,40,750,50,50,0.10804472145473237,-0.13089125750493935,0.0007816003053449094,0.0013745144242420793,0.0001404427457600832,0.10217626187337009
Reid CV1,test,41,750,50,50,0.11315809088424557,0.1652284623001839,0.0007879747427068651,0.0013463135110214353,9.400557610206306e-05,0.0698244319265146
Reid CV1,test,42,750,50,50,0.11029033713524233,0.2106519634465985,0.001411372795701027,0.0023563597351312637,0.00014192966045811772,0.0602325945152052
Reid CV1,test,43,750,50,50,0.10373348017621145,-0.41172632394781383,0.0011495993239805102,0.001673622289672494,0.00013886255328543484,0.08297126188048586
Reid CV1,test,44,750,50,50,0.10734343659460664,-0.13513339923708034,0.001359693706035614,0.002040198538452387,0.00013900054909754544,0.06813089338010492
Reid CV1,test,45,750,50,50,0.09877149877149877,-0.3036650283068922,0.00134574924595654,0.0020222212187945843,0.00013224713620729744,0.06539696793713201
Reid CV1,test,46,750,50,50,0.09827700877083594,-0.20847525335351752,0.001573250163346529,0.0024015840608626604,0.00014051796460989863,0.05851053348489659
Reid CV1,test,47,750,50,50,0.1025763815726463,0.12937249020271904,0.00108162104152143,0.0019066391978412867,0.00014137450489215553,0.07414853583846433
Reid CV1,test,48,750,50,50,0.1092562974810076,0.19431124099522326,0.0007132781902328134,0.0012823983561247587,0.00010026738164015114,0.07818739096262269
Reid CV1,test,49,750,50,50,0.09819367882961069,-0.18584966202764674,0.0017328733811154962,0.002737944945693016,0.00018060854927171022,0.06596500399170568
Reid CV1,test,50,750,50,50,0.1050443543084875,-0.19029544282742128,0.0016662217676639557,0.0025794554967433214,0.00015424401499330997,0.05979712198487238
Reid CV1,test,51,750,50,50,0.08906051947493931,-0.21630138698714763,0.0012900382280349731,0.002023302484303713,0.00015015054668765515,0.07421062735428166
Reid CV1,test,52,750,50,50,0.0995972926420999,0.33792323460804413,0.001032972359098494,0.0017215687548741698,0.00010765730985440314,0.06253442364680455
Reid CV1,test,53,750,50,50,0.10225768819786878,-0.3496637452746343,0.002304308582097292,0.0033023946452885866,0.00016128350398503244,0.048838349533763356
Reid CV1,test,54,750,50,50,0.0972927772551479,-0.051882250107408996,0.001299627940170467,0.0021074158139526844,0.00015635696763638407,0.07419369571072916
Reid CV1,test,55,750,50,50,0.09781330313194232,-0.05454311196369519,0.0011856039054691792,0.0019987437408417463,0.0001376517757307738,0.06886914661346405
Reid CV1,test,56,750,50,50,0.10403450900786602,-0.2432239118425261,0.0012112564872950315,0.001900357543490827,0.00013978363131172955,0.07355649035126124
Reid CV1,test,57,750,50,50,0.10016174208055545,-0.04942444375772559,0.0011692701373249292,0.0020508302841335535,0.00016560216317884624,0.08074883839001372
Reid CV1,test,58,750,50,50,0.1009093307893722,-0.1382020183406156,0.0017642664024606347,0.002767932368442416,0.0001540329394629225,0.05564909794006298
Reid CV1,test,59,750,50,50,0.0954301214962013,-0.14761431411530815,0.0011145930038765073,0.0017997591057792306,0.00016193940246012062,0.08997837651723213
Reid CV1,test,60,750,50,50,0.10489963306712713,-0.05961349492302653,0.0011277757585048676,0.0019197240471839905,0.00013930932618677616,0.07256737049844564
Reid CV1,test,61,750,50,50,0.11139427195731622,-0.1526549169286035,0.0010577638167887926,0.0017161599826067686,0.0001420920598320663,0.08279651155612833
Reid CV1,test,62,750,50,50,0.11930464040375718,0.21536245166662174,0.0008005770505405962,0.0013790541561320424,9.537826554151252e-05,0.06916208846288426
Reid CV1,test,63,750,50,50,0.1072300469483568,0.3887143238989041,0.0010039875051006675,0.0016400228487327695,0.00010142561950488016,0.06184402832146564
Reid CV1,test,64,750,50,50,0.1015145800663001,-0.23218789923674124,0.0019009262323379517,0.0028912483248859644,0.00016626609431114048,0.057506680723350974
Reid CV1,test,65,750,50,50,0.09885176724094931,-0.23078299082639922,0.0011153133818879724,0.00179589306935668,0.0001640766131458804,0.09136212837251802
Reid CV1,test,66,750,50,50,0.11029227398096567,0.04431049390730709,0.0008265204960480332,0.0015038327546790242,0.00013935082824900746,0.09266378047388009
Reid CV1,val,0,900,60,60,0.10778392012213045,-0.21041266031105232,0.0022242728155106306,0.003245864063501358,0.00018770588212646544,0.05782924930133535
Reid CV1,val,1,900,60,60,0.10001234720335844,-0.27671789389282375,0.0013517338084056973,0.002082580467686057,0.00018154714780393988,0.0871741335429194
Reid CV1,val,2,900,60,60,0.10361165410034441,-0.08058959515238935,0.0023748762905597687,0.003607769962400198,0.0001885268575279042,0.05225578667506838
Reid CV1,val,3,900,60,60,0.10249505273680559,0.11995549734158671,0.0014787145191803575,0.002516858745366335,0.00016608026635367423,0.06598712250317443
Reid CV1,val,4,900,60,60,0.11117959321629521,0.14585987261146496,0.0015878237318247557,0.00264597125351429,0.00016644746938254684,0.06290600064587887
Reid CV1,val,5,900,60,60,0.1011930638071777,-0.1337884296819588,0.001937633496709168,0.002900779014453292,0.00019040484039578587,0.06563920913902205
Reid CV1,val,6,900,60,60,0.0945145559950608,0.13069911690744915,0.0013013600837439299,0.0022662850096821785,0.00016481830971315503,0.07272620566654543
Reid CV1,val,7,900,60,60,0.09240176126692815,-0.27281345415148234,0.0016159472288563848,0.0024883232545107603,0.00019978686759714037,0.0802897562585458
Reid CV1,val,8,900,60,60,0.11014926204917196,-0.12008493483110885,0.0019267004681751132,0.003041699528694153,0.00019246948068030179,0.06327695384262094
Reid CV1,val,9,900,60,60,0.09458173534415641,-0.07185631626218092,0.00155451032333076,0.0025010749232023954,0.00018155320140067488,0.07259006906047132
Reid CV1,val,10,900,60,60,0.09288811878344613,-0.1136270971771605,0.0018695688340812922,0.0030209911055862904,0.00019451552361715585,0.0643879828899416
Reid CV1,val,11,900,60,60,0.09596765114271776,-0.16263513485212133,0.0018143618945032358,0.0028792484663426876,0.0002093629154842347,0.07271443153712055
Reid CV1,val,12,900,60,60,0.09185656425152396,-0.15466685805643687,0.00170349411200732,0.0025913312565535307,0.00015479074500035495,0.05973406318041583
Reid CV1,val,13,900,60,60,0.10848337598270621,0.07733133138357344,0.0018010040512308478,0.0030100555159151554,0.00019062923092860729,0.06333080234589951
Reid CV1,val,14,900,60,60,0.10851919405245698,0.01094305482995451,0.001013070810586214,0.0017484149429947138,0.00014663460024166852,0.08386716255725336
Reid CV1,val,15,900,60,60,0.08955521574363406,-0.2077097305240363,0.002307938179001212,0.0034512924030423164,0.00017631734954193234,0.05108734032112391
Reid CV1,val,16,900,60,60,0.08271579625670016,-0.11232455197090263,0.0014555107336491346,0.0023176742251962423,0.00016069941921159625,0.06933650012783375
Reid CV1,val,17,900,60,60,0.08945763133870031,-0.2570619561111903,0.0020413065794855356,0.0028220489621162415,0.00014902482507750392,0.05280731379151937
Reid CV1,val,18,900,60,60,0.09955552792714388,-0.07017072011614608,0.0011516368249431252,0.0019181292736902833,0.00016469293041154742,0.0858612256590481
Reid CV1,val,19,900,60,60,0.09202262494797775,-0.17687704345321592,0.001284227822907269,0.0021176522132009268,0.0001939737849170342,0.09159850881454897
Reid CV1,val,20,900,60,60,0.09062729344509252,-0.5311326118027108,0.002341045532375574,0.003110911464318633,0.00017912824114318937,0.05758062972789324
Reid CV1,val,21,900,60,60,0.08936957449836345,-0.09100035891141915,0.0010412326082587242,0.0017087652813643217,0.00015416907262988389,0.09022249826306827
Reid CV1,val,22,900,60,60,0.09887616583312414,0.18331732631714875,0.0020479701925069094,0.003328376915305853,0.0001800334284780547,0.05409045701830046
Reid CV1,val,23,900,60,60,0.0927064691771694,-0.35829432163510394,0.0018059387803077698,0.002668907633051276,0.00018967360665556043,0.071067879722279
Reid CV1,val,24,900,60,60,0.10291554428775154,0.001408369541415515,0.0013251517666503787,0.0023056280333548784,0.0001810430985642597,0.0785222490120521
Reid CV1,test,0,900,60,60,0.09602218663696072,0.22522768304914745,0.0010239067487418652,0.0017261586617678404,0.00011766781972255558,0.06816744157344518
Reid CV1,test,1,900,60,60,0.09056736643763917,-0.22183900626158484,0.001637800014577806,0.002466624602675438,0.00017947792366612703,0.07276256122291787
