dataset,split,sim_idx,frame,frame_frac,p_ratio,final_p_ratio,z0,dz0,z_next0,z1,dz1,z_next1
dePablo CV1,train,0,89,0.898989898989899,-0.4602596629220453,-0.4807224091848549,-0.7075430154800415,0.021868884563446045,-0.6856741309165955,,,
dePablo CV1,train,0,90,0.9090909090909091,-0.4607018641541378,-0.4807224091848549,-0.685674250125885,0.02115929126739502,-0.66451495885849,,,
dePablo CV1,train,0,91,0.9191919191919192,-0.4611856633259725,-0.4807224091848549,-0.66451495885849,0.021565616130828857,-0.6429493427276611,,,
dePablo CV1,train,0,92,0.9292929292929293,-0.46154215421542155,-0.4807224091848549,-0.6429493427276611,0.0206640362739563,-0.6222853064537048,,,
dePablo CV1,train,0,93,0.9393939393939394,-0.46197452304916126,-0.4807224091848549,-0.6222853064537048,0.021342039108276367,-0.6009432673454285,,,
dePablo CV1,train,0,94,0.9494949494949495,-0.4623204406911051,-0.4807224091848549,-0.6009433269500732,0.02167832851409912,-0.5792649984359741,,,
dePablo CV1,train,0,95,0.9595959595959596,-0.4628275902144227,-0.4807224091848549,-0.5792649984359741,0.021059095859527588,-0.5582059025764465,,,
dePablo CV1,train,0,96,0.9696969696969697,-0.46316667145855495,-0.4807224091848549,-0.5582059621810913,0.021542072296142578,-0.5366638898849487,,,
dePablo CV1,train,0,97,0.9797979797979798,-0.46366906065400243,-0.4807224091848549,-0.5366638898849487,0.021256566047668457,-0.5154073238372803,,,
dePablo CV1,train,0,98,0.98989898989899,-0.46405596926647363,-0.4807224091848549,-0.5154073238372803,0.02076050639152527,-0.494646817445755,,,
dePablo CV1,train,0,99,1.0,-0.4644641463142634,-0.4807224091848549,-0.494646817445755,0.02068263292312622,-0.4739641845226288,,,
dePablo CV1,train,1,0,0.0,,-0.20260149053372217,-3.6258997917175293,0.06267738342285156,-3.5632224082946777,,,
dePablo CV1,train,1,1,0.010101010101010102,0.12411153635866594,-0.20260149053372217,-3.5632221698760986,0.058020830154418945,-3.5052013397216797,,,
dePablo CV1,train,1,2,0.020202020202020204,0.037756497948016415,-0.20260149053372217,-3.5052013397216797,0.054175376892089844,-3.45102596282959,,,
dePablo CV1,train,1,3,0.030303030303030304,-0.008378870673952642,-0.20260149053372217,-3.45102596282959,0.05178689956665039,-3.3992390632629395,,,
dePablo CV1,train,1,4,0.04040404040404041,-0.03659863945578231,-0.20260149053372217,-3.3992390632629395,0.05206584930419922,-3.3471732139587402,,,
dePablo CV1,train,1,5,0.050505050505050504,-0.055941023417172595,-0.20260149053372217,-3.3471732139587402,0.051043033599853516,-3.2961301803588867,,,
dePablo CV1,train,1,6,0.06060606060606061,-0.07049608355091384,-0.20260149053372217,-3.2961301803588867,0.04955577850341797,-3.2465744018554688,,,
dePablo CV1,train,1,7,0.0707070707070707,-0.08205049261083744,-0.20260149053372217,-3.2465744018554688,0.04999566078186035,-3.1965787410736084,,,
dePablo CV1,train,1,8,0.08080808080808081,-0.09165995165189364,-0.20260149053372217,-3.1965787410736084,0.05006814002990723,-3.146510601043701,,,
dePablo CV1,train,1,9,0.09090909090909091,-0.10007147962830593,-0.20260149053372217,-3.146510601043701,0.04951620101928711,-3.096994400024414,,,
dePablo CV1,train,1,10,0.10101010101010101,-0.10762643831950762,-0.20260149053372217,-3.096994400024414,0.04833269119262695,-3.048661708831787,,,
dePablo CV1,train,1,11,0.1111111111111111,-0.1135016998542982,-0.20260149053372217,-3.048661947250366,0.048990726470947266,-2.999671220779419,,,
dePablo CV1,train,1,12,0.12121212121212122,-0.11899150695895772,-0.20260149053372217,-2.999671220779419,0.04911184310913086,-2.950559377670288,,,
dePablo CV1,train,1,13,0.13131313131313133,-0.12474890337391875,-0.20260149053372217,-2.950559377670288,0.04812788963317871,-2.9024314880371094,,,
dePablo CV1,train,1,14,0.1414141414141414,-0.12933657942787583,-0.20260149053372217,-2.9024314880371094,0.04879140853881836,-2.853640079498291,,,
dePablo CV1,train,1,15,0.15151515151515152,-0.13329549888270137,-0.20260149053372217,-2.853640079498291,0.04825115203857422,-2.805388927459717,,,
dePablo CV1,train,1,16,0.16161616161616163,-0.136742764097963,-0.20260149053372217,-2.805388927459717,0.048531293869018555,-2.7568576335906982,,,
dePablo CV1,train,1,17,0.1717171717171717,-0.14020940771995624,-0.20260149053372217,-2.7568576335906982,0.04835152626037598,-2.7085061073303223,,,
dePablo CV1,train,1,18,0.18181818181818182,-0.14339667178095125,-0.20260149053372217,-2.7085063457489014,0.048261165618896484,-2.660245180130005,,,
dePablo CV1,train,1,19,0.1919191919191919,-0.14608185500768264,-0.20260149053372217,-2.660245180130005,0.04761767387390137,-2.6126275062561035,,,
dePablo CV1,train,1,20,0.20202020202020202,-0.14857946255670212,-0.20260149053372217,-2.6126275062561035,0.04844927787780762,-2.564178228378296,,,
dePablo CV1,train,1,21,0.21212121212121213,-0.15116161616161616,-0.20260149053372217,-2.564178228378296,0.048310041427612305,-2.5158681869506836,,,
dePablo CV1,train,1,22,0.2222222222222222,-0.1533678756476684,-0.20260149053372217,-2.5158681869506836,0.046946048736572266,-2.4689221382141113,,,
dePablo CV1,train,1,23,0.23232323232323232,-0.15535636103878148,-0.20260149053372217,-2.4689221382141113,0.04844808578491211,-2.420474052429199,,,
dePablo CV1,train,1,24,0.24242424242424243,-0.15726616481600036,-0.20260149053372217,-2.420474052429199,0.04793500900268555,-2.3725390434265137,,,
dePablo CV1,train,1,25,0.25252525252525254,-0.1589796826338425,-0.20260149053372217,-2.3725390434265137,0.04805898666381836,-2.3244800567626953,,,
dePablo CV1,train,1,26,0.26262626262626265,-0.16056773983342498,-0.20260149053372217,-2.3244800567626953,0.047641754150390625,-2.2768383026123047,,,
dePablo CV1,train,1,27,0.2727272727272727,-0.16201643105037156,-0.20260149053372217,-2.2768383026123047,0.04788017272949219,-2.2289581298828125,,,
dePablo CV1,train,1,28,0.2828282828282828,-0.1636267412629709,-0.20260149053372217,-2.2289583683013916,0.047910213470458984,-2.1810481548309326,,,
dePablo CV1,train,1,29,0.29292929292929293,-0.1650882283170015,-0.20260149053372217,-2.1810481548309326,0.04750370979309082,-2.133544445037842,,,
dePablo CV1,train,1,30,0.30303030303030304,-0.1661552028218695,-0.20260149053372217,-2.133544445037842,0.04726719856262207,-2.0862772464752197,,,
dePablo CV1,train,1,31,0.31313131313131315,-0.16738622207812154,-0.20260149053372217,-2.086277484893799,0.048241615295410156,-2.0380358695983887,,,
dePablo CV1,train,1,32,0.32323232323232326,-0.16868585028841546,-0.20260149053372217,-2.0380361080169678,0.0483325719833374,-1.9897035360336304,,,
dePablo CV1,train,1,33,0.3333333333333333,-0.16988509799522444,-0.20260149053372217,-1.9897035360336304,0.04674935340881348,-1.942954182624817,,,
dePablo CV1,train,1,34,0.3434343434343434,-0.17073853474954512,-0.20260149053372217,-1.942954182624817,0.04752171039581299,-1.895432472229004,,,
dePablo CV1,train,1,35,0.35353535353535354,-0.17162364243312236,-0.20260149053372217,-1.8954328298568726,0.04782867431640625,-1.8476041555404663,,,
dePablo CV1,train,1,36,0.36363636363636365,-0.17277533039647577,-0.20260149053372217,-1.8476041555404663,0.04713618755340576,-1.8004679679870605,,,
dePablo CV1,train,1,37,0.37373737373737376,-0.17378074912145366,-0.20260149053372217,-1.8004679679870605,0.04725086688995361,-1.753217101097107,,,
dePablo CV1,train,1,38,0.3838383838383838,-0.1744735890517649,-0.20260149053372217,-1.753217101097107,0.04749703407287598,-1.705720067024231,,,
dePablo CV1,train,1,39,0.3939393939393939,-0.17537227483977616,-0.20260149053372217,-1.705720067024231,0.04789566993713379,-1.6578243970870972,,,
dePablo CV1,train,1,40,0.40404040404040403,-0.17622582690478705,-0.20260149053372217,-1.6578243970870972,0.0464252233505249,-1.6113991737365723,,,
dePablo CV1,train,1,41,0.41414141414141414,-0.17696332379700508,-0.20260149053372217,-1.6113990545272827,0.04662609100341797,-1.5647729635238647,,,
dePablo CV1,train,1,42,0.42424242424242425,-0.17769671048493615,-0.20260149053372217,-1.5647728443145752,0.04856514930725098,-1.5162076950073242,,,
dePablo CV1,train,1,43,0.43434343434343436,-0.17845295722043394,-0.20260149053372217,-1.5162078142166138,0.046416282653808594,-1.4697915315628052,,,
dePablo CV1,train,1,44,0.4444444444444444,-0.1791356542617047,-0.20260149053372217,-1.4697915315628052,0.047183990478515625,-1.4226075410842896,,,
dePablo CV1,train,1,45,0.45454545454545453,-0.17977462143444067,-0.20260149053372217,-1.4226075410842896,0.04698622226715088,-1.3756213188171387,,,
dePablo CV1,train,1,46,0.46464646464646464,-0.18031506912230744,-0.20260149053372217,-1.3756213188171387,0.048103928565979004,-1.3275173902511597,,,
dePablo CV1,train,1,47,0.47474747474747475,-0.18089672996965953,-0.20260149053372217,-1.3275173902511597,0.04604196548461914,-1.2814754247665405,,,
dePablo CV1,train,1,48,0.48484848484848486,-0.18151611838486081,-0.20260149053372217,-1.28147554397583,0.04856264591217041,-1.2329128980636597,,,
dePablo CV1,train,1,49,0.494949494949495,-0.1820925119627538,-0.20260149053372217,-1.2329128980636597,0.046346426010131836,-1.1865664720535278,,,
dePablo CV1,train,1,50,0.5050505050505051,-0.1827149541100303,-0.20260149053372217,-1.1865664720535278,0.04688084125518799,-1.1396856307983398,,,
dePablo CV1,train,1,51,0.5151515151515151,-0.18329881963139366,-0.20260149053372217,-1.1396856307983398,0.04706835746765137,-1.0926172733306885,,,
dePablo CV1,train,1,52,0.5252525252525253,-0.18383241437434633,-0.20260149053372217,-1.0926172733306885,0.04672682285308838,-1.0458904504776,,,
dePablo CV1,train,1,53,0.5353535353535354,-0.1842244204696014,-0.20260149053372217,-1.0458904504776,0.04628080129623413,-0.999609649181366,,,
dePablo CV1,train,1,54,0.5454545454545454,-0.18478792263918495,-0.20260149053372217,-0.9996095299720764,0.047656238079071045,-0.9519532918930054,,,
dePablo CV1,train,1,55,0.5555555555555556,-0.18526873566087182,-0.20260149053372217,-0.9519532322883606,0.04662775993347168,-0.9053254723548889,,,
dePablo CV1,train,1,56,0.5656565656565656,-0.18568169391179742,-0.20260149053372217,-0.9053254723548889,0.04656130075454712,-0.8587641716003418,,,
dePablo CV1,train,1,57,0.5757575757575758,-0.18615937465268773,-0.20260149053372217,-0.8587641716003418,0.046941518783569336,-0.8118226528167725,,,
dePablo CV1,train,1,58,0.5858585858585859,-0.18664045363114254,-0.20260149053372217,-0.8118227124214172,0.04588574171066284,-0.7659369707107544,,,
dePablo CV1,train,1,59,0.5959595959595959,-0.18705486560967755,-0.20260149053372217,-0.7659370303153992,0.047504961490631104,-0.7184320688247681,,,
dePablo CV1,train,1,60,0.6060606060606061,-0.18741422388007178,-0.20260149053372217,-0.7184320688247681,0.04653292894363403,-0.671899139881134,,,
dePablo CV1,train,1,61,0.6161616161616161,-0.1878872313177114,-0.20260149053372217,-0.6718990802764893,0.04693180322647095,-0.6249672770500183,,,
dePablo CV1,train,1,62,0.6262626262626263,-0.18832954477732655,-0.20260149053372217,-0.6249672770500183,0.04602611064910889,-0.5789411664009094,,,
dePablo CV1,train,1,63,0.6363636363636364,-0.18870754226921593,-0.20260149053372217,-0.5789411664009094,0.04688572883605957,-0.5320554375648499,,,
dePablo CV1,train,1,64,0.6464646464646465,-0.18915820639489334,-0.20260149053372217,-0.5320554375648499,0.04608026146888733,-0.4859751760959625,,,
dePablo CV1,train,1,65,0.6565656565656566,-0.1895462517864103,-0.20260149053372217,-0.4859751760959625,0.04714548587799072,-0.4388296902179718,,,
dePablo CV1,train,1,66,0.6666666666666666,-0.18990955545426194,-0.20260149053372217,-0.4388296902179718,0.045393794775009155,-0.39343589544296265,,,
dePablo CV1,train,1,67,0.6767676767676768,-0.19027287622888833,-0.20260149053372217,-0.39343589544296265,0.04718226194381714,-0.3462536334991455,,,
dePablo CV1,train,1,68,0.6868686868686869,-0.19066615958957803,-0.20260149053372217,-0.3462536334991455,0.04733756184577942,-0.2989160716533661,,,
dePablo CV1,train,1,69,0.696969696969697,-0.19102326790986554,-0.20260149053372217,-0.2989160418510437,0.045481592416763306,-0.2534344494342804,,,
dePablo CV1,train,1,70,0.7070707070707071,-0.19133358969139014,-0.20260149053372217,-0.2534344494342804,0.04651691019535065,-0.20691753923892975,,,
dePablo CV1,train,1,71,0.7171717171717171,-0.19162268638965285,-0.20260149053372217,-0.20691753923892975,0.04604107141494751,-0.16087646782398224,,,
dePablo CV1,train,1,72,0.7272727272727273,-0.19201166950096757,-0.20260149053372217,-0.16087648272514343,0.046262480318546295,-0.11461400240659714,,,
dePablo CV1,train,1,73,0.7373737373737373,-0.1922876724212718,-0.20260149053372217,-0.11461398750543594,0.04562334716320038,-0.06899064034223557,,,
dePablo CV1,train,1,74,0.7474747474747475,-0.19253892070374623,-0.20260149053372217,-0.06899064034223557,0.04716937243938446,-0.021821269765496254,,,
dePablo CV1,train,1,75,0.7575757575757576,-0.19288061413322638,-0.20260149053372217,-0.021821262314915657,0.0459713339805603,0.024150073528289795,,,
dePablo CV1,train,1,76,0.7676767676767676,-0.19325070305176545,-0.20260149053372217,0.024150073528289795,0.04562603682279587,0.06977611035108566,,,
dePablo CV1,train,1,77,0.7777777777777778,-0.19348648500466034,-0.20260149053372217,0.06977611780166626,0.04590565711259842,0.11568177491426468,,,
dePablo CV1,train,1,78,0.7878787878787878,-0.19380154386344725,-0.20260149053372217,0.11568177491426468,0.04671858996152878,0.16240036487579346,,,
dePablo CV1,train,1,79,0.797979797979798,-0.19415776570943802,-0.20260149053372217,0.16240037977695465,0.045373231172561646,0.2077736109495163,,,
dePablo CV1,train,1,80,0.8080808080808081,-0.19440486556373518,-0.20260149053372217,0.2077736258506775,0.04607883095741272,0.2538524568080902,,,
dePablo CV1,train,1,81,0.8181818181818182,-0.1946996052065825,-0.20260149053372217,0.2538524866104126,0.0456998348236084,0.299552321434021,,,
dePablo CV1,train,1,82,0.8282828282828283,-0.1950191447601274,-0.20260149053372217,0.2995522916316986,0.04680991172790527,0.3463622033596039,,,
dePablo CV1,train,1,83,0.8383838383838383,-0.19526074185221448,-0.20260149053372217,0.3463622033596039,0.045434534549713135,0.391796737909317,,,
dePablo CV1,train,1,84,0.8484848484848485,-0.1955347271082521,-0.20260149053372217,0.39179670810699463,0.04648476839065552,0.43828147649765015,,,
dePablo CV1,train,1,85,0.8585858585858586,-0.1958008964378391,-0.20260149053372217,0.43828150629997253,0.04543513059616089,0.4837166368961334,,,
dePablo CV1,train,1,86,0.8686868686868687,-0.19610249361869234,-0.20260149053372217,0.4837166368961334,0.04567781090736389,0.5293944478034973,,,
