dataset,latent_dim,split,sim_idx,frame,frame_frac,p_ratio,final_p_ratio,z0,pc1,z1,pc2
Reid CV1,1,test,0,1185,0.797979797979798,0.22457847478974527,0.2238599590476573,-5.885344982147217,-0.06897832365178314,,
Reid CV1,1,test,0,1200,0.8080808080808081,0.22452340783209992,0.2238599590476573,-5.92263126373291,-0.1062646052374765,,
Reid CV1,1,test,0,1215,0.8181818181818182,0.2245453933056217,0.2238599590476573,-5.959671497344971,-0.14330483884953704,,
Reid CV1,1,test,0,1230,0.8282828282828283,0.2244685868844053,0.2238599590476573,-5.997028350830078,-0.18066169233464446,,
Reid CV1,1,test,0,1245,0.8383838383838383,0.22443810230946526,0.2238599590476573,-6.034340858459473,-0.217974199964039,,
Reid CV1,1,test,0,1260,0.8484848484848485,0.2244448392933224,0.2238599590476573,-6.071394920349121,-0.25502826185368743,,
Reid CV1,1,test,0,1275,0.8585858585858586,0.22436183067744128,0.2238599590476573,-6.108878135681152,-0.2925114771857187,,
Reid CV1,1,test,0,1290,0.8686868686868687,0.2243294990557376,0.2238599590476573,-6.146148681640625,-0.32978202314519134,,
Reid CV1,1,test,0,1305,0.8787878787878788,0.2243452339227673,0.2238599590476573,-6.183283805847168,-0.3669171473517343,,
Reid CV1,1,test,0,1320,0.8888888888888888,0.22427430047069938,0.2238599590476573,-6.220726013183594,-0.4043593546881601,,
Reid CV1,1,test,0,1335,0.898989898989899,0.22422118997987608,0.2238599590476573,-6.258175849914551,-0.4418091914191171,,
Reid CV1,1,test,0,1350,0.9090909090909091,0.22423068761557294,0.2238599590476573,-6.295311450958252,-0.4789447924628183,,
Reid CV1,1,test,0,1365,0.9191919191919192,0.2241831460099502,0.2238599590476573,-6.332668781280518,-0.5163021227850839,,
Reid CV1,1,test,0,1380,0.9292929292929293,0.22410950874922156,0.2238599590476573,-6.37022590637207,-0.5538592478766367,,
Reid CV1,1,test,0,1395,0.9393939393939394,0.22409803221147126,0.2238599590476573,-6.407481670379639,-0.591115011884205,,
Reid CV1,1,test,0,1410,0.9494949494949495,0.22409819160269895,0.2238599590476573,-6.4447479248046875,-0.6283812663092538,,
Reid CV1,1,test,0,1425,0.9595959595959596,0.22402570526454493,0.2238599590476573,-6.482338905334473,-0.665972246839039,,
Reid CV1,1,test,0,1440,0.9696969696969697,0.22396196418093092,0.2238599590476573,-6.519827842712402,-0.7034611842169687,,
Reid CV1,1,test,0,1455,0.9797979797979798,0.22396848455167256,0.2238599590476573,-6.557125568389893,-0.7407589098944589,,
Reid CV1,1,test,0,1470,0.98989898989899,0.22395394920000655,0.2238599590476573,-6.594425201416016,-0.778058542920582,,
Reid CV1,1,test,0,1485,1.0,0.22388439572482058,0.2238599590476573,-6.63204288482666,-0.8156762263312265,,
Reid CV1,1,test,1,0,0.0,,-0.24075396534886645,-3.3242452144622803,2.4921214440331534,,
Reid CV1,1,test,1,15,0.010101010101010102,0.004829503878237963,-0.24075396534886645,-3.367612600326538,2.4487540581688956,,
Reid CV1,1,test,1,30,0.020202020202020204,-0.09417832414865056,-0.24075396534886645,-3.421882152557373,2.3944845059380606,,
Reid CV1,1,test,1,45,0.030303030303030304,-0.1323481422777493,-0.24075396534886645,-3.477586030960083,2.3387806275353507,,
Reid CV1,1,test,1,60,0.04040404040404041,-0.15187054115190535,-0.24075396534886645,-3.533842086791992,2.2825245717034415,,
Reid CV1,1,test,1,75,0.050505050505050504,-0.16313947675387436,-0.24075396534886645,-3.5904879570007324,2.2258787014947012,,
Reid CV1,1,test,1,90,0.06060606060606061,-0.17071197411003236,-0.24075396534886645,-3.6474874019622803,2.1688792565331534,,
Reid CV1,1,test,1,105,0.0707070707070707,-0.17602692269622885,-0.24075396534886645,-3.7049412727355957,2.111425385759838,,
Reid CV1,1,test,1,120,0.08080808080808081,-0.18005367500649294,-0.24075396534886645,-3.7627580165863037,2.05360864190913,,
Reid CV1,1,test,1,135,0.09090909090909091,-0.18326307043727114,-0.24075396534886645,-3.8209917545318604,1.9953749039635733,,
Reid CV1,1,test,1,150,0.10101010101010101,-0.18582821066622363,-0.24075396534886645,-3.8796937465667725,1.9366729119286612,,
Reid CV1,1,test,1,165,0.1111111111111111,-0.18792165945020642,-0.24075396534886645,-3.938847064971924,1.8775195935235098,,
Reid CV1,1,test,1,180,0.12121212121212122,-0.18987020478800115,-0.24075396534886645,-3.998520612716675,1.8178460457787589,,
Reid CV1,1,test,1,195,0.13131313131313133,-0.19144631047592678,-0.24075396534886645,-4.058627605438232,1.7577390530572012,,
Reid CV1,1,test,1,210,0.1414141414141414,-0.1929828031209517,-0.24075396534886645,-4.119256496429443,1.6971101620659903,,
Reid CV1,1,test,1,225,0.15151515151515152,-0.19432342625069227,-0.24075396534886645,-4.1804633140563965,1.6359033444390372,,
Reid CV1,1,test,1,240,0.16161616161616163,-0.19546028834005436,-0.24075396534886645,-4.242128849029541,1.5742378094658926,,
Reid CV1,1,test,1,255,0.1717171717171717,-0.19659713794704306,-0.24075396534886645,-4.304276466369629,1.5120901921258048,,
Reid CV1,1,test,1,270,0.18181818181818182,-0.19757682987807224,-0.24075396534886645,-4.366994857788086,1.4493718007073477,,
Reid CV1,1,test,1,285,0.1919191919191919,-0.19860652571586826,-0.24075396534886645,-4.430320739746094,1.38604591874934,,
Reid CV1,1,test,1,300,0.20202020202020202,-0.19939623059559913,-0.24075396534886645,-4.494070529937744,1.3222961285576895,,
Reid CV1,1,test,1,315,0.21212121212121213,-0.20019519014553536,-0.24075396534886645,-4.558424949645996,1.2579417088494376,,
Reid CV1,1,test,1,330,0.2222222222222222,-0.2009895256319871,-0.24075396534886645,-4.623345375061035,1.1930212834343985,,
Reid CV1,1,test,1,345,0.23232323232323232,-0.20176658658622496,-0.24075396534886645,-4.688884258270264,1.12748240022517,,
Reid CV1,1,test,1,360,0.24242424242424243,-0.20248708849072392,-0.24075396534886645,-4.754980087280273,1.0613865712151602,,
Reid CV1,1,test,1,375,0.25252525252525254,-0.20318204229058295,-0.24075396534886645,-4.8215436935424805,0.9948229649529532,,
Reid CV1,1,test,1,390,0.26262626262626265,-0.20387790976402279,-0.24075396534886645,-4.888755798339844,0.9276108601555899,,
Reid CV1,1,test,1,405,0.2727272727272727,-0.20448623250851491,-0.24075396534886645,-4.956544399261475,0.859822259233959,,
Reid CV1,1,test,1,420,0.2828282828282828,-0.2051036004174684,-0.24075396534886645,-5.024965286254883,0.7914013722405508,,
Reid CV1,1,test,1,435,0.29292929292929293,-0.20572307280871832,-0.24075396534886645,-5.093924045562744,0.7224426129326895,,
Reid CV1,1,test,1,450,0.30303030303030304,-0.20632268012205876,-0.24075396534886645,-5.1634440422058105,0.6529226162896231,,
Reid CV1,1,test,1,465,0.31313131313131315,-0.20695678590415434,-0.24075396534886645,-5.233638763427734,0.5827278950676993,,
Reid CV1,1,test,1,480,0.32323232323232326,-0.20753377822786565,-0.24075396534886645,-5.304371356964111,0.5119953015313223,,
Reid CV1,1,test,1,495,0.3333333333333333,-0.2081263009467535,-0.24075396534886645,-5.375812530517578,0.44055412797785554,,
Reid CV1,1,test,1,510,0.3434343434343434,-0.2086544257808045,-0.24075396534886645,-5.447680473327637,0.36868618516779694,,
Reid CV1,1,test,1,525,0.35353535353535354,-0.20924500083088685,-0.24075396534886645,-5.5203022956848145,0.2960643628106192,,
Reid CV1,1,test,1,540,0.36363636363636365,-0.20977724438495063,-0.24075396534886645,-5.593491554260254,0.22287510423517976,,
Reid CV1,1,test,1,555,0.37373737373737376,-0.21031673259804565,-0.24075396534886645,-5.6673150062561035,0.14905165223933015,,
Reid CV1,1,test,1,570,0.3838383838383838,-0.2108544588621548,-0.24075396534886645,-5.74179744720459,0.07456921129084382,,
Reid CV1,1,test,1,585,0.3939393939393939,-0.21138306634855714,-0.24075396534886645,-5.816884994506836,-0.0005183360114022761,,
Reid CV1,1,test,1,600,0.40404040404040403,-0.21191090188476783,-0.24075396534886645,-5.892599582672119,-0.07623292417668548,,
Reid CV1,1,test,1,615,0.41414141414141414,-0.21240354579991558,-0.24075396534886645,-5.9688849449157715,-0.15251828642033782,,
Reid CV1,1,test,1,630,0.42424242424242425,-0.21293561530043117,-0.24075396534886645,-6.045880317687988,-0.22951365919255462,,
Reid CV1,1,test,1,645,0.43434343434343436,-0.21341528198556992,-0.24075396534886645,-6.123450756072998,-0.3070840975775644,,
Reid CV1,1,test,1,660,0.4444444444444444,-0.2139416497031516,-0.24075396534886645,-6.201742172241211,-0.3853755137457773,,
Reid CV1,1,test,1,675,0.45454545454545453,-0.21444589710066908,-0.24075396534886645,-6.280584335327148,-0.4642176768317148,,
Reid CV1,1,test,1,690,0.46464646464646464,-0.21494193726998342,-0.24075396534886645,-6.3600664138793945,-0.5436997553839609,,
Reid CV1,1,test,1,705,0.47474747474747475,-0.2154534397097326,-0.24075396534886645,-6.440230369567871,-0.6238637110724374,,
Reid CV1,1,test,1,720,0.48484848484848486,-0.21595817690040772,-0.24075396534886645,-6.521130561828613,-0.7047639033331796,,
Reid CV1,1,test,1,735,0.494949494949495,-0.21645157372335347,-0.24075396534886645,-6.602579116821289,-0.7862124583258554,,
Reid CV1,1,test,1,750,0.5050505050505051,-0.21694867401648033,-0.24075396534886645,-6.68472957611084,-0.8683629176154062,,
Reid CV1,1,test,1,765,0.5151515151515151,-0.21742197908950053,-0.24075396534886645,-6.76752233505249,-0.9511556765570566,,
Reid CV1,1,test,1,780,0.5252525252525253,-0.21793083993762075,-0.24075396534886645,-6.851078510284424,-1.0347118517889902,,
Reid CV1,1,test,1,795,0.5353535353535354,-0.21844860447507897,-0.24075396534886645,-6.9352922439575195,-1.1189255854620859,,
Reid CV1,1,test,1,810,0.5454545454545454,-0.21895259033767406,-0.24075396534886645,-7.020303249359131,-1.2039365908636972,,
Reid CV1,1,test,1,825,0.5555555555555556,-0.21944157239207163,-0.24075396534886645,-7.105705261230469,-1.289338602735035,,
Reid CV1,1,test,1,840,0.5656565656565656,-0.21989845709132685,-0.24075396534886645,-7.191853046417236,-1.3754863879218027,,
Reid CV1,1,test,1,855,0.5757575757575758,-0.2203883495145631,-0.24075396534886645,-7.27865743637085,-1.462290777875416,,
Reid CV1,1,test,1,870,0.5858585858585859,-0.2208857181701741,-0.24075396534886645,-7.366289138793945,-1.5499224802985117,,
Reid CV1,1,test,1,885,0.5959595959595959,-0.22136173185994876,-0.24075396534886645,-7.454548358917236,-1.6381817004218027,,
Reid CV1,1,test,1,900,0.6060606060606061,-0.22183900626158484,-0.24075396534886645,-7.543543338775635,-1.727176680280201,,
Reid CV1,1,test,1,915,0.6161616161616161,-0.22231468674179725,-0.24075396534886645,-7.633158206939697,-1.8167915484442636,,
Reid CV1,1,test,1,930,0.6262626262626263,-0.2228228134439234,-0.24075396534886645,-7.723434925079346,-1.907068266583912,,
Reid CV1,1,test,1,945,0.6363636363636364,-0.22331889558942655,-0.24075396534886645,-7.8146209716796875,-1.9982543131842538,,
Reid CV1,1,test,1,960,0.6464646464646465,-0.22379390371974225,-0.24075396534886645,-7.906330108642578,-2.0899634501471445,,
Reid CV1,1,test,1,975,0.6565656565656566,-0.22427409197671647,-0.24075396534886645,-7.998779773712158,-2.1824131152167245,,
Reid CV1,1,test,1,990,0.6666666666666666,-0.2247457499277163,-0.24075396534886645,-8.091944694519043,-2.2755780360236093,,
Reid CV1,1,test,1,1005,0.6767676767676768,-0.22519430559740458,-0.24075396534886645,-8.185646057128906,-2.3692793986334726,,
Reid CV1,1,test,1,1020,0.6868686868686869,-0.2256816300968485,-0.24075396534886645,-8.280290603637695,-2.4639239451422617,,
Reid CV1,1,test,1,1035,0.696969696969697,-0.22614825412473802,-0.24075396534886645,-8.375517845153809,-2.559151186658375,,
Reid CV1,1,test,1,1050,0.7070707070707071,-0.22662392681293808,-0.24075396534886645,-8.471479415893555,-2.655112757398121,,
Reid CV1,1,test,1,1065,0.7171717171717171,-0.22711881567905104,-0.24075396534886645,-8.568382263183594,-2.75201560468816,,
Reid CV1,1,test,1,1080,0.7272727272727273,-0.22761675460221645,-0.24075396534886645,-8.665935516357422,-2.849568857861988,,
Reid CV1,1,test,1,1095,0.7373737373737373,-0.2281120999810642,-0.24075396534886645,-8.76414966583252,-2.947783007337086,,
Reid CV1,1,test,1,1110,0.7474747474747475,-0.2285983260081402,-0.24075396534886645,-8.86319351196289,-3.046826853467457,,
Reid CV1,1,test,1,1125,0.7575757575757576,-0.2290275676382943,-0.24075396534886645,-8.962693214416504,-3.1463265559210702,,
Reid CV1,1,test,1,1140,0.7676767676767676,-0.2294870302748156,-0.24075396534886645,-9.062952041625977,-3.246585383130543,,
Reid CV1,1,test,1,1155,0.7777777777777778,-0.22995645790631808,-0.24075396534886645,-9.164109230041504,-3.3477425715460702,,
Reid CV1,1,test,1,1170,0.7878787878787878,-0.2304411915822446,-0.24075396534886645,-9.266066551208496,-3.4496998927130624,,
Reid CV1,1,test,1,1185,0.797979797979798,-0.23093513476638686,-0.24075396534886645,-9.368739128112793,-3.5523724696173593,,
Reid CV1,1,test,1,1200,0.8080808080808081,-0.23143315105309156,-0.24075396534886645,-9.472322463989258,-3.655955805493824,,
Reid CV1,1,test,1,1215,0.8181818181818182,-0.23190123979066166,-0.24075396534886645,-9.57652759552002,-3.760160937024586,,
Reid CV1,1,test,1,1230,0.8282828282828283,-0.23234697453731787,-0.24075396534886645,-9.681236267089844,-3.86486960859441,,
Reid CV1,1,test,1,1245,0.8383838383838383,-0.23281366517524235,-0.24075396534886645,-9.78686237335205,-3.970495714856617,,
Reid CV1,1,test,1,1260,0.8484848484848485,-0.23329084674401968,-0.24075396534886645,-9.893357276916504,-4.07699061842107,,
Reid CV1,1,test,1,1275,0.8585858585858586,-0.23378746682571902,-0.24075396534886645,-10.000468254089355,-4.184101595593922,,
Reid CV1,1,test,1,1290,0.8686868686868687,-0.23426386970349192,-0.24075396534886645,-10.108420372009277,-4.292053713513844,,
Reid CV1,1,test,1,1305,0.8787878787878788,-0.2347352544256569,-0.24075396534886645,-10.217129707336426,-4.400763048840992,,
Reid CV1,1,test,1,1320,0.8888888888888888,-0.23518341798456815,-0.24075396534886645,-10.326566696166992,-4.5102000376715585,,
Reid CV1,1,test,1,1335,0.898989898989899,-0.23564118281488838,-0.24075396534886645,-10.436827659606934,-4.6204610011115,,
Reid CV1,1,test,1,1350,0.9090909090909091,-0.23610840439424188,-0.24075396534886645,-10.547775268554688,-4.731408610059254,,
Reid CV1,1,test,1,1365,0.9191919191919192,-0.23660440581047365,-0.24075396534886645,-10.659662246704102,-4.843295588208668,,
Reid CV1,1,test,1,1380,0.9292929292929293,-0.23707942073536828,-0.24075396534886645,-10.772074699401855,-4.955708040906422,,
Reid CV1,1,test,1,1395,0.9393939393939394,-0.2375122865262464,-0.24075396534886645,-10.885174751281738,-5.068808092786305,,
Reid CV1,1,test,1,1410,0.9494949494949495,-0.23796191704478853,-0.24075396534886645,-10.999159812927246,-5.182793154431812,,
Reid CV1,1,test,1,1425,0.9595959595959596,-0.23845221450641954,-0.24075396534886645,-11.114324569702148,-5.297957911206715,,
Reid CV1,1,test,1,1440,0.9696969696969697,-0.23895279103279862,-0.24075396534886645,-11.230154991149902,-5.413788332654469,,
Reid CV1,1,test,1,1455,0.9797979797979798,-0.23941737568565385,-0.24075396534886645,-11.346612930297852,-5.530246271802418,,
Reid CV1,1,test,1,1470,0.98989898989899,-0.23985941582910147,-0.24075396534886645,-11.463739395141602,-5.647372736646168,,
Reid CV1,1,test,1,1485,1.0,-0.2403077643856704,-0.24075396534886645,-11.581661224365234,-5.765294565869801,,
Reid CV1,1,test,2,0,0.0,,0.15031615373850205,-3.0554540157318115,2.760912642763622,,
Reid CV1,1,test,2,15,0.010101010101010102,0.1657559198542805,0.15031615373850205,-3.095024824142456,2.7213418343529776,,
Reid CV1,1,test,2,30,0.020202020202020204,0.15817901234567902,0.15031615373850205,-3.135895013809204,2.6804716446862296,,
Reid CV1,1,test,2,45,0.030303030303030304,0.15664759627700453,0.15031615373850205,-3.176687479019165,2.6396791794762686,,
Reid CV1,1,test,2,60,0.04040404040404041,0.15590641779596012,0.15031615373850205,-3.2173659801483154,2.5990006783471182,,
Reid CV1,1,test,2,75,0.050505050505050504,0.15519178711885184,0.15031615373850205,-3.2581818103790283,2.5581848481164053,,
Reid CV1,1,test,2,90,0.06060606060606061,0.15489453988773602,0.15031615373850205,-3.2989439964294434,2.5174226620659903,,
Reid CV1,1,test,2,105,0.0707070707070707,0.1546363586689252,0.15031615373850205,-3.339834213256836,2.4765324452385977,,
Reid CV1,1,test,2,120,0.08080808080808081,0.1542432014783897,0.15031615373850205,-3.380760431289673,2.435606227205761,,
Reid CV1,1,test,2,135,0.09090909090909091,0.15413145340524625,0.15031615373850205,-3.4216318130493164,2.3947348454461173,,
Reid CV1,1,test,2,150,0.10101010101010101,0.1539490275495778,0.15031615373850205,-3.4626410007476807,2.353725657747753,,
Reid CV1,1,test,2,165,0.1111111111111111,0.15365291781947837,0.15031615373850205,-3.5036556720733643,2.3127109864220694,,
Reid CV1,1,test,2,180,0.12121212121212122,0.15361273209549073,0.15031615373850205,-3.544673204421997,2.2716934540734366,,
Reid CV1,1,test,2,195,0.13131313131313133,0.15345972306547329,0.15031615373850205,-3.5858066082000732,2.2305600502953604,,
Reid CV1,1,test,2,210,0.1414141414141414,0.15330763356002472,0.15031615373850205,-3.626985788345337,2.1893808701500967,,
Reid CV1,1,test,2,225,0.15151515151515152,0.15323066479996605,0.15031615373850205,-3.6681387424468994,2.1482279160485342,,
Reid CV1,1,test,2,240,0.16161616161616163,0.15311925802782395,0.15031615373850205,-3.709383249282837,2.1069834092125967,,
Reid CV1,1,test,2,255,0.1717171717171717,0.1530031738427451,0.15031615373850205,-3.750692367553711,2.0656742909417227,,
Reid CV1,1,test,2,270,0.18181818181818182,0.1529701185502513,0.15031615373850205,-3.7919719219207764,2.0243947365746573,,
