dataset,split,sim_idx,final_p_ratio,z0,sweep_latent_dim,sweep_train_count,sweep_train_frames,z1,z2
CV1 | nets=4 | frames=2,test,13,-0.17377978528774052,-1.257511019706726,1,4,2,,
CV1 | nets=4 | frames=2,test,14,-0.5936111989220015,-1.2353298664093018,1,4,2,,
CV1 | nets=4 | frames=2,test,15,0.27081671507608296,-1.410439133644104,1,4,2,,
CV1 | nets=4 | frames=2,test,16,-0.04889763898242052,-1.299989104270935,1,4,2,,
CV1 | nets=4 | frames=2,test,17,0.33742504039823745,-1.3918918371200562,1,4,2,,
CV1 | nets=4 | frames=2,test,18,0.14421983542156405,-1.3452945947647095,1,4,2,,
CV1 | nets=4 | frames=2,test,19,0.2238599590476573,-1.3804694414138794,1,4,2,,
CV1 | nets=4 | frames=2,test,20,-0.21109366287007186,-1.2491859197616577,1,4,2,,
CV1 | nets=4 | frames=2,test,21,-0.13510764728463107,-1.2464531660079956,1,4,2,,
CV1 | nets=4 | frames=2,test,22,-0.2879174109079594,-1.2500624656677246,1,4,2,,
CV1 | nets=4 | frames=2,test,23,-0.08698580311493488,-1.2342318296432495,1,4,2,,
CV1 | nets=4 | frames=2,test,24,0.0729596003150843,-1.3034429550170898,1,4,2,,
CV1 | nets=4 | frames=2,test,25,-0.0473741087700227,-1.2248469591140747,1,4,2,,
CV1 | nets=4 | frames=2,test,26,-0.17404791264035285,-1.295634388923645,1,4,2,,
CV1 | nets=4 | frames=2,test,27,-0.15348441061065293,-1.2595036029815674,1,4,2,,
CV1 | nets=4 | frames=2,test,28,-0.33399938936466717,-1.2636387348175049,1,4,2,,
CV1 | nets=4 | frames=2,test,29,-0.2983576891176249,-1.269619107246399,1,4,2,,
CV1 | nets=4 | frames=2,test,30,-0.08436423666781437,-1.2664704322814941,1,4,2,,
CV1 | nets=4 | frames=2,test,31,-0.22730985066006476,-1.2066341638565063,1,4,2,,
CV1 | nets=4 | frames=2,test,32,0.15031615373850205,-1.3926136493682861,1,4,2,,
CV1 | nets=4 | frames=2,test,33,-0.2691509251686252,-1.2816686630249023,1,4,2,,
CV1 | nets=4 | frames=2,test,34,0.12699982791696676,-1.320029377937317,1,4,2,,
CV1 | nets=4 | frames=2,test,35,0.32208064264084163,-1.5003842115402222,1,4,2,,
CV1 | nets=4 | frames=2,test,36,-0.32336614357869486,-1.2414000034332275,1,4,2,,
CV1 | nets=4 | frames=2,test,37,-0.16665686710960664,-1.2868318557739258,1,4,2,,
CV1 | nets=4 | frames=2,test,38,-0.06082767686482228,-1.3082396984100342,1,4,2,,
CV1 | nets=4 | frames=2,test,39,0.2821721893243829,-1.39851975440979,1,4,2,,
CV1 | nets=4 | frames=2,test,40,-0.05914505731234828,-1.2474249601364136,1,4,2,,
CV1 | nets=4 | frames=2,test,41,-0.2523187814106471,-1.2312160730361938,1,4,2,,
CV1 | nets=4 | frames=2,test,42,0.26937916888526336,-1.3594220876693726,1,4,2,,
CV1 | nets=4 | frames=2,test,43,-0.15711103408322405,-1.2633678913116455,1,4,2,,
CV1 | nets=4 | frames=2,test,44,0.1606833051492441,-1.30409574508667,1,4,2,,
CV1 | nets=4 | frames=2,test,45,0.17250469509677205,-1.3583836555480957,1,4,2,,
CV1 | nets=4 | frames=2,test,46,0.3873779088920612,-1.4278689622879028,1,4,2,,
CV1 | nets=4 | frames=2,test,47,-0.100209652453205,-1.2770816087722778,1,4,2,,
CV1 | nets=4 | frames=2,test,48,0.18079457023269338,-1.3725996017456055,1,4,2,,
CV1 | nets=4 | frames=2,test,49,-0.21908872590380996,-1.2422516345977783,1,4,2,,
CV1 | nets=4 | frames=2,test,50,0.03867895965791973,-1.328148365020752,1,4,2,,
CV1 | nets=4 | frames=2,test,51,-0.14664002278276062,-1.2691478729248047,1,4,2,,
CV1 | nets=4 | frames=2,test,52,-0.1466582167541242,-1.232393503189087,1,4,2,,
CV1 | nets=4 | frames=2,test,53,0.3543707109293127,-1.4424066543579102,1,4,2,,
CV1 | nets=4 | frames=2,test,54,-0.2504451898786599,-1.3000376224517822,1,4,2,,
CV1 | nets=4 | frames=2,test,55,-0.0803696162881754,-1.2886762619018555,1,4,2,,
CV1 | nets=4 | frames=2,test,56,-0.12771201037928526,-1.2622374296188354,1,4,2,,
CV1 | nets=4 | frames=2,test,57,0.3812481697430855,-1.4599515199661255,1,4,2,,
CV1 | nets=4 | frames=2,test,58,-0.40037890147830096,-1.2583904266357422,1,4,2,,
CV1 | nets=4 | frames=2,test,59,0.2511593493496609,-1.3671526908874512,1,4,2,,
CV1 | nets=4 | frames=2,test,60,-0.1963377719651293,-1.26682710647583,1,4,2,,
CV1 | nets=4 | frames=2,test,61,0.20114686937290777,-1.3268697261810303,1,4,2,,
CV1 | nets=4 | frames=2,test,62,0.18341754005038485,-1.3291857242584229,1,4,2,,
CV1 | nets=4 | frames=2,test,63,0.1677718678598186,-1.286469578742981,1,4,2,,
CV1 | nets=4 | frames=2,test,64,0.21035491246831667,-1.4151132106781006,1,4,2,,
CV1 | nets=4 | frames=2,test,65,-0.2124182814927736,-1.2718760967254639,1,4,2,,
CV1 | nets=4 | frames=2,test,66,0.24274224639077988,-1.3622113466262817,1,4,2,,
CV1 | nets=4 | frames=2,test,67,-0.19806003763724905,-1.2505663633346558,1,4,2,,
CV1 | nets=4 | frames=2,test,68,-0.3247762104239115,-1.150512933731079,1,4,2,,
CV1 | nets=4 | frames=2,test,69,-0.17738836707016928,-1.2948700189590454,1,4,2,,
CV1 | nets=4 | frames=2,test,70,-0.20617802151122547,-1.26136314868927,1,4,2,,
CV1 | nets=4 | frames=2,test,71,-0.1515654324056017,-1.2461271286010742,1,4,2,,
CV1 | nets=4 | frames=2,test,72,-0.13193082504033954,-1.254711627960205,1,4,2,,
CV1 | nets=4 | frames=5,train,0,-0.06695112756186168,2.84792423248291,1,4,5,,
CV1 | nets=4 | frames=5,train,1,0.24101002113566364,0.4325219690799713,1,4,5,,
CV1 | nets=4 | frames=5,train,2,-0.03371838000065961,2.2380411624908447,1,4,5,,
CV1 | nets=4 | frames=5,train,3,-0.07075996703199396,2.3045618534088135,1,4,5,,
CV1 | nets=4 | frames=5,test,0,-0.12315607316120104,2.1455283164978027,1,4,5,,
CV1 | nets=4 | frames=5,test,1,0.3453760393512503,-0.6597520112991333,1,4,5,,
CV1 | nets=4 | frames=5,test,2,-0.3979398483632574,3.28080415725708,1,4,5,,
CV1 | nets=4 | frames=5,test,3,0.21269403862426334,0.3846876919269562,1,4,5,,
CV1 | nets=4 | frames=5,test,4,0.0950451355151094,1.7817121744155884,1,4,5,,
CV1 | nets=4 | frames=5,test,5,-0.06480931009694779,2.281895160675049,1,4,5,,
CV1 | nets=4 | frames=5,test,6,-0.0036101382641459327,1.68909752368927,1,4,5,,
CV1 | nets=4 | frames=5,test,7,0.22590702007093752,0.12923574447631836,1,4,5,,
CV1 | nets=4 | frames=5,test,8,-0.24482213582355292,3.2149689197540283,1,4,5,,
CV1 | nets=4 | frames=5,test,9,-0.32518965600620253,2.7683017253875732,1,4,5,,
CV1 | nets=4 | frames=5,test,10,0.1639582164351763,0.12686529755592346,1,4,5,,
CV1 | nets=4 | frames=5,test,11,0.27673880911901655,0.9502547979354858,1,4,5,,
CV1 | nets=4 | frames=5,test,12,0.2817123526652541,0.09477418661117554,1,4,5,,
CV1 | nets=4 | frames=5,test,13,-0.17377978528774052,3.440060615539551,1,4,5,,
CV1 | nets=4 | frames=5,test,14,-0.5936111989220015,3.179058313369751,1,4,5,,
CV1 | nets=4 | frames=5,test,15,0.27081671507608296,0.43219560384750366,1,4,5,,
CV1 | nets=4 | frames=5,test,16,-0.04889763898242052,2.3725569248199463,1,4,5,,
CV1 | nets=4 | frames=5,test,17,0.33742504039823745,-0.6537455320358276,1,4,5,,
CV1 | nets=4 | frames=5,test,18,0.14421983542156405,1.6868730783462524,1,4,5,,
CV1 | nets=4 | frames=5,test,19,0.2238599590476573,0.6366807222366333,1,4,5,,
CV1 | nets=4 | frames=5,test,20,-0.21109366287007186,3.452745199203491,1,4,5,,
CV1 | nets=4 | frames=5,test,21,-0.13510764728463107,3.472268581390381,1,4,5,,
CV1 | nets=4 | frames=5,test,22,-0.2879174109079594,3.4435181617736816,1,4,5,,
CV1 | nets=4 | frames=5,test,23,-0.08698580311493488,3.462132692337036,1,4,5,,
CV1 | nets=4 | frames=5,test,24,0.0729596003150843,1.9574748277664185,1,4,5,,
CV1 | nets=4 | frames=5,test,25,-0.0473741087700227,3.6680028438568115,1,4,5,,
CV1 | nets=4 | frames=5,test,26,-0.17404791264035285,3.0581295490264893,1,4,5,,
CV1 | nets=4 | frames=5,test,27,-0.15348441061065293,3.754899740219116,1,4,5,,
CV1 | nets=4 | frames=5,test,28,-0.33399938936466717,3.269693374633789,1,4,5,,
CV1 | nets=4 | frames=5,test,29,-0.2983576891176249,3.1999502182006836,1,4,5,,
CV1 | nets=4 | frames=5,test,30,-0.08436423666781437,2.2137808799743652,1,4,5,,
CV1 | nets=4 | frames=5,test,31,-0.22730985066006476,3.0287113189697266,1,4,5,,
CV1 | nets=4 | frames=5,test,32,0.15031615373850205,0.7577176094055176,1,4,5,,
CV1 | nets=4 | frames=5,test,33,-0.2691509251686252,2.848443031311035,1,4,5,,
CV1 | nets=4 | frames=5,test,34,0.12699982791696676,1.7229746580123901,1,4,5,,
CV1 | nets=4 | frames=5,test,35,0.32208064264084163,-0.611558198928833,1,4,5,,
CV1 | nets=4 | frames=5,test,36,-0.32336614357869486,3.591733932495117,1,4,5,,
CV1 | nets=4 | frames=5,test,37,-0.16665686710960664,3.2925331592559814,1,4,5,,
CV1 | nets=4 | frames=5,test,38,-0.06082767686482228,3.0129261016845703,1,4,5,,
CV1 | nets=4 | frames=5,test,39,0.2821721893243829,0.2106444239616394,1,4,5,,
CV1 | nets=4 | frames=5,test,40,-0.05914505731234828,3.786008358001709,1,4,5,,
CV1 | nets=4 | frames=5,test,41,-0.2523187814106471,3.736431837081909,1,4,5,,
CV1 | nets=4 | frames=5,test,42,0.26937916888526336,0.9367108941078186,1,4,5,,
CV1 | nets=4 | frames=5,test,43,-0.15711103408322405,2.769062042236328,1,4,5,,
CV1 | nets=4 | frames=5,test,44,0.1606833051492441,1.707497000694275,1,4,5,,
CV1 | nets=4 | frames=5,test,45,0.17250469509677205,1.48324716091156,1,4,5,,
CV1 | nets=4 | frames=5,test,46,0.3873779088920612,-0.6140062808990479,1,4,5,,
CV1 | nets=4 | frames=5,test,47,-0.100209652453205,2.85324764251709,1,4,5,,
CV1 | nets=4 | frames=5,test,48,0.18079457023269338,1.4516109228134155,1,4,5,,
CV1 | nets=4 | frames=5,test,49,-0.21908872590380996,3.2912793159484863,1,4,5,,
CV1 | nets=4 | frames=5,test,50,0.03867895965791973,2.4190030097961426,1,4,5,,
CV1 | nets=4 | frames=5,test,51,-0.14664002278276062,2.61222505569458,1,4,5,,
CV1 | nets=4 | frames=5,test,52,-0.1466582167541242,3.5075838565826416,1,4,5,,
CV1 | nets=4 | frames=5,test,53,0.3543707109293127,-0.7122544050216675,1,4,5,,
CV1 | nets=4 | frames=5,test,54,-0.2504451898786599,3.115910053253174,1,4,5,,
CV1 | nets=4 | frames=5,test,55,-0.0803696162881754,2.9160006046295166,1,4,5,,
CV1 | nets=4 | frames=5,test,56,-0.12771201037928526,3.2166831493377686,1,4,5,,
CV1 | nets=4 | frames=5,test,57,0.3812481697430855,-0.5834360718727112,1,4,5,,
CV1 | nets=4 | frames=5,test,58,-0.40037890147830096,3.305178642272949,1,4,5,,
CV1 | nets=4 | frames=5,test,59,0.2511593493496609,0.9073405265808105,1,4,5,,
CV1 | nets=4 | frames=5,test,60,-0.1963377719651293,3.5786476135253906,1,4,5,,
CV1 | nets=4 | frames=5,test,61,0.20114686937290777,1.4771662950515747,1,4,5,,
CV1 | nets=4 | frames=5,test,62,0.18341754005038485,1.909091830253601,1,4,5,,
CV1 | nets=4 | frames=5,test,63,0.1677718678598186,2.208040714263916,1,4,5,,
CV1 | nets=4 | frames=5,test,64,0.21035491246831667,0.12306532263755798,1,4,5,,
CV1 | nets=4 | frames=5,test,65,-0.2124182814927736,3.4694597721099854,1,4,5,,
CV1 | nets=4 | frames=5,test,66,0.24274224639077988,0.8523657321929932,1,4,5,,
CV1 | nets=4 | frames=5,test,67,-0.19806003763724905,3.82611083984375,1,4,5,,
CV1 | nets=4 | frames=5,test,68,-0.3247762104239115,3.7247843742370605,1,4,5,,
CV1 | nets=4 | frames=5,test,69,-0.17738836707016928,2.4069175720214844,1,4,5,,
CV1 | nets=4 | frames=5,test,70,-0.20617802151122547,2.5963315963745117,1,4,5,,
CV1 | nets=4 | frames=5,test,71,-0.1515654324056017,3.5358901023864746,1,4,5,,
CV1 | nets=4 | frames=5,test,72,-0.13193082504033954,2.8478684425354004,1,4,5,,
CV1 | nets=4 | frames=10,train,0,-0.06695112756186168,-4.003886699676514,1,4,10,,
CV1 | nets=4 | frames=10,train,1,0.24101002113566364,-1.192447304725647,1,4,10,,
CV1 | nets=4 | frames=10,train,2,-0.03371838000065961,-3.443995952606201,1,4,10,,
CV1 | nets=4 | frames=10,train,3,-0.07075996703199396,-4.083703994750977,1,4,10,,
CV1 | nets=4 | frames=10,test,0,-0.12315607316120104,-3.649899482727051,1,4,10,,
CV1 | nets=4 | frames=10,test,1,0.3453760393512503,-0.01554502360522747,1,4,10,,
CV1 | nets=4 | frames=10,test,2,-0.3979398483632574,-5.472903251647949,1,4,10,,
CV1 | nets=4 | frames=10,test,3,0.21269403862426334,-0.8705695867538452,1,4,10,,
CV1 | nets=4 | frames=10,test,4,0.0950451355151094,-2.9859066009521484,1,4,10,,
CV1 | nets=4 | frames=10,test,5,-0.06480931009694779,-3.873980760574341,1,4,10,,
CV1 | nets=4 | frames=10,test,6,-0.0036101382641459327,-2.791398048400879,1,4,10,,
CV1 | nets=4 | frames=10,test,7,0.22590702007093752,-0.504078209400177,1,4,10,,
CV1 | nets=4 | frames=10,test,8,-0.24482213582355292,-4.7963433265686035,1,4,10,,
CV1 | nets=4 | frames=10,test,9,-0.32518965600620253,-3.985487937927246,1,4,10,,
CV1 | nets=4 | frames=10,test,10,0.1639582164351763,-1.0928374528884888,1,4,10,,
CV1 | nets=4 | frames=10,test,11,0.27673880911901655,-2.156752824783325,1,4,10,,
CV1 | nets=4 | frames=10,test,12,0.2817123526652541,-0.5249532461166382,1,4,10,,
CV1 | nets=4 | frames=10,test,13,-0.17377978528774052,-5.347107410430908,1,4,10,,
CV1 | nets=4 | frames=10,test,14,-0.5936111989220015,-4.470593452453613,1,4,10,,
CV1 | nets=4 | frames=10,test,15,0.27081671507608296,-1.4238237142562866,1,4,10,,
CV1 | nets=4 | frames=10,test,16,-0.04889763898242052,-3.665240526199341,1,4,10,,
CV1 | nets=4 | frames=10,test,17,0.33742504039823745,-0.3205825388431549,1,4,10,,
CV1 | nets=4 | frames=10,test,18,0.14421983542156405,-2.6827821731567383,1,4,10,,
CV1 | nets=4 | frames=10,test,19,0.2238599590476573,-1.712834358215332,1,4,10,,
CV1 | nets=4 | frames=10,test,20,-0.21109366287007186,-5.711583137512207,1,4,10,,
CV1 | nets=4 | frames=10,test,21,-0.13510764728463107,-5.3223700523376465,1,4,10,,
CV1 | nets=4 | frames=10,test,22,-0.2879174109079594,-5.501002788543701,1,4,10,,
CV1 | nets=4 | frames=10,test,23,-0.08698580311493488,-5.017899513244629,1,4,10,,
CV1 | nets=4 | frames=10,test,24,0.0729596003150843,-2.526230812072754,1,4,10,,
CV1 | nets=4 | frames=10,test,25,-0.0473741087700227,-5.033698081970215,1,4,10,,
CV1 | nets=4 | frames=10,test,26,-0.17404791264035285,-5.318795680999756,1,4,10,,
CV1 | nets=4 | frames=10,test,27,-0.15348441061065293,-5.0693840980529785,1,4,10,,
CV1 | nets=4 | frames=10,test,28,-0.33399938936466717,-5.504230499267578,1,4,10,,
CV1 | nets=4 | frames=10,test,29,-0.2983576891176249,-4.886351585388184,1,4,10,,
CV1 | nets=4 | frames=10,test,30,-0.08436423666781437,-2.8705244064331055,1,4,10,,
CV1 | nets=4 | frames=10,test,31,-0.22730985066006476,-4.334468364715576,1,4,10,,
CV1 | nets=4 | frames=10,test,32,0.15031615373850205,-1.8828204870224,1,4,10,,
CV1 | nets=4 | frames=10,test,33,-0.2691509251686252,-5.200603485107422,1,4,10,,
CV1 | nets=4 | frames=10,test,34,0.12699982791696676,-2.4487829208374023,1,4,10,,
CV1 | nets=4 | frames=10,test,35,0.32208064264084163,-0.3987521529197693,1,4,10,,
CV1 | nets=4 | frames=10,test,36,-0.32336614357869486,-4.868814468383789,1,4,10,,
CV1 | nets=4 | frames=10,test,37,-0.16665686710960664,-5.069794178009033,1,4,10,,
CV1 | nets=4 | frames=10,test,38,-0.06082767686482228,-4.199398040771484,1,4,10,,
CV1 | nets=4 | frames=10,test,39,0.2821721893243829,-1.3028517961502075,1,4,10,,
CV1 | nets=4 | frames=10,test,40,-0.05914505731234828,-6.326222896575928,1,4,10,,
CV1 | nets=4 | frames=10,test,41,-0.2523187814106471,-5.6170454025268555,1,4,10,,
CV1 | nets=4 | frames=10,test,42,0.26937916888526336,-1.681894302368164,1,4,10,,
CV1 | nets=4 | frames=10,test,43,-0.15711103408322405,-3.867473602294922,1,4,10,,
CV1 | nets=4 | frames=10,test,44,0.1606833051492441,-2.200990915298462,1,4,10,,
CV1 | nets=4 | frames=10,test,45,0.17250469509677205,-2.4829962253570557,1,4,10,,
CV1 | nets=4 | frames=10,test,46,0.3873779088920612,-0.4237822890281677,1,4,10,,
CV1 | nets=4 | frames=10,test,47,-0.100209652453205,-5.112369060516357,1,4,10,,
CV1 | nets=4 | frames=10,test,48,0.18079457023269338,-1.842132568359375,1,4,10,,
CV1 | nets=4 | frames=10,test,49,-0.21908872590380996,-4.761611461639404,1,4,10,,
CV1 | nets=4 | frames=10,test,50,0.03867895965791973,-3.470731496810913,1,4,10,,
CV1 | nets=4 | frames=10,test,51,-0.14664002278276062,-3.9898438453674316,1,4,10,,
CV1 | nets=4 | frames=10,test,52,-0.1466582167541242,-5.215428829193115,1,4,10,,
CV1 | nets=4 | frames=10,test,53,0.3543707109293127,-0.1422632485628128,1,4,10,,
CV1 | nets=4 | frames=10,test,54,-0.2504451898786599,-5.037734508514404,1,4,10,,
CV1 | nets=4 | frames=10,test,55,-0.0803696162881754,-4.212900638580322,1,4,10,,
CV1 | nets=4 | frames=10,test,56,-0.12771201037928526,-4.9990081787109375,1,4,10,,
CV1 | nets=4 | frames=10,test,57,0.3812481697430855,-0.3993462920188904,1,4,10,,
CV1 | nets=4 | frames=10,test,58,-0.40037890147830096,-4.754306793212891,1,4,10,,
CV1 | nets=4 | frames=10,test,59,0.2511593493496609,-2.2047159671783447,1,4,10,,
CV1 | nets=4 | frames=10,test,60,-0.1963377719651293,-5.284789562225342,1,4,10,,
CV1 | nets=4 | frames=10,test,61,0.20114686937290777,-1.9500054121017456,1,4,10,,
CV1 | nets=4 | frames=10,test,62,0.18341754005038485,-2.4875710010528564,1,4,10,,
CV1 | nets=4 | frames=10,test,63,0.1677718678598186,-3.3235809803009033,1,4,10,,
CV1 | nets=4 | frames=10,test,64,0.21035491246831667,-0.7260832786560059,1,4,10,,
CV1 | nets=4 | frames=10,test,65,-0.2124182814927736,-4.9636945724487305,1,4,10,,
CV1 | nets=4 | frames=10,test,66,0.24274224639077988,-1.6273784637451172,1,4,10,,
CV1 | nets=4 | frames=10,test,67,-0.19806003763724905,-5.553668022155762,1,4,10,,
CV1 | nets=4 | frames=10,test,68,-0.3247762104239115,-5.037806510925293,1,4,10,,
CV1 | nets=4 | frames=10,test,69,-0.17738836707016928,-3.577171564102173,1,4,10,,
CV1 | nets=4 | frames=10,test,70,-0.20617802151122547,-4.492150783538818,1,4,10,,
CV1 | nets=4 | frames=10,test,71,-0.1515654324056017,-4.67680549621582,1,4,10,,
CV1 | nets=4 | frames=10,test,72,-0.13193082504033954,-3.8178744316101074,1,4,10,,
CV1 | nets=4 | frames=25,train,0,-0.06695112756186168,3.8513307571411133,1,4,25,,
CV1 | nets=4 | frames=25,train,1,0.24101002113566364,4.483949661254883,1,4,25,,
CV1 | nets=4 | frames=25,train,2,-0.03371838000065961,4.126546382904053,1,4,25,,
CV1 | nets=4 | frames=25,train,3,-0.07075996703199396,4.229503631591797,1,4,25,,
CV1 | nets=4 | frames=25,test,0,-0.12315607316120104,4.220890998840332,1,4,25,,
CV1 | nets=4 | frames=25,test,1,0.3453760393512503,4.715426921844482,1,4,25,,
CV1 | nets=4 | frames=25,test,2,-0.3979398483632574,3.973944664001465,1,4,25,,
CV1 | nets=4 | frames=25,test,3,0.21269403862426334,4.3403778076171875,1,4,25,,
CV1 | nets=4 | frames=25,test,4,0.0950451355151094,4.096340179443359,1,4,25,,
CV1 | nets=4 | frames=25,test,5,-0.06480931009694779,3.974109172821045,1,4,25,,
CV1 | nets=4 | frames=25,test,6,-0.0036101382641459327,4.168324947357178,1,4,25,,
CV1 | nets=4 | frames=25,test,7,0.22590702007093752,4.47772216796875,1,4,25,,
CV1 | nets=4 | frames=25,test,8,-0.24482213582355292,4.144724369049072,1,4,25,,
CV1 | nets=4 | frames=25,test,9,-0.32518965600620253,4.105917930603027,1,4,25,,
CV1 | nets=4 | frames=25,test,10,0.1639582164351763,4.585561275482178,1,4,25,,
CV1 | nets=4 | frames=25,test,11,0.27673880911901655,4.385705471038818,1,4,25,,
CV1 | nets=4 | frames=25,test,12,0.2817123526652541,4.503121852874756,1,4,25,,
CV1 | nets=4 | frames=25,test,13,-0.17377978528774052,3.895423173904419,1,4,25,,
CV1 | nets=4 | frames=25,test,14,-0.5936111989220015,3.7998132705688477,1,4,25,,
CV1 | nets=4 | frames=25,test,15,0.27081671507608296,4.4619293212890625,1,4,25,,
CV1 | nets=4 | frames=25,test,16,-0.04889763898242052,4.026546001434326,1,4,25,,
CV1 | nets=4 | frames=25,test,17,0.33742504039823745,4.655154228210449,1,4,25,,
CV1 | nets=4 | frames=25,test,18,0.14421983542156405,4.147655487060547,1,4,25,,
CV1 | nets=4 | frames=25,test,19,0.2238599590476573,4.402661323547363,1,4,25,,
CV1 | nets=4 | frames=25,test,20,-0.21109366287007186,3.977506160736084,1,4,25,,
CV1 | nets=4 | frames=25,test,21,-0.13510764728463107,3.8694186210632324,1,4,25,,
CV1 | nets=4 | frames=25,test,22,-0.2879174109079594,3.910811424255371,1,4,25,,
CV1 | nets=4 | frames=25,test,23,-0.08698580311493488,3.7412190437316895,1,4,25,,
CV1 | nets=4 | frames=25,test,24,0.0729596003150843,4.028074264526367,1,4,25,,
CV1 | nets=4 | frames=25,test,25,-0.0473741087700227,3.712357759475708,1,4,25,,
CV1 | nets=4 | frames=25,test,26,-0.17404791264035285,4.176762580871582,1,4,25,,
CV1 | nets=4 | frames=25,test,27,-0.15348441061065293,3.8639326095581055,1,4,25,,
CV1 | nets=4 | frames=25,test,28,-0.33399938936466717,4.091484069824219,1,4,25,,
CV1 | nets=4 | frames=25,test,29,-0.2983576891176249,3.9554436206817627,1,4,25,,
CV1 | nets=4 | frames=25,test,30,-0.08436423666781437,3.953126907348633,1,4,25,,
CV1 | nets=4 | frames=25,test,31,-0.22730985066006476,3.845815420150757,1,4,25,,
CV1 | nets=4 | frames=25,test,32,0.15031615373850205,4.460134029388428,1,4,25,,
CV1 | nets=4 | frames=25,test,33,-0.2691509251686252,3.9808292388916016,1,4,25,,
CV1 | nets=4 | frames=25,test,34,0.12699982791696676,4.107704162597656,1,4,25,,
CV1 | nets=4 | frames=25,test,35,0.32208064264084163,4.856349945068359,1,4,25,,
CV1 | nets=4 | frames=25,test,36,-0.32336614357869486,3.7757253646850586,1,4,25,,
CV1 | nets=4 | frames=25,test,37,-0.16665686710960664,3.9578428268432617,1,4,25,,
CV1 | nets=4 | frames=25,test,38,-0.06082767686482228,3.9761180877685547,1,4,25,,
CV1 | nets=4 | frames=25,test,39,0.2821721893243829,4.372295379638672,1,4,25,,
CV1 | nets=4 | frames=25,test,40,-0.05914505731234828,3.871955156326294,1,4,25,,
CV1 | nets=4 | frames=25,test,41,-0.2523187814106471,3.7254252433776855,1,4,25,,
CV1 | nets=4 | frames=25,test,42,0.26937916888526336,4.288575172424316,1,4,25,,
CV1 | nets=4 | frames=25,test,43,-0.15711103408322405,3.9505512714385986,1,4,25,,
CV1 | nets=4 | frames=25,test,44,0.1606833051492441,3.963195323944092,1,4,25,,
CV1 | nets=4 | frames=25,test,45,0.17250469509677205,4.256190299987793,1,4,25,,
CV1 | nets=4 | frames=25,test,46,0.3873779088920612,4.687620162963867,1,4,25,,
CV1 | nets=4 | frames=25,test,47,-0.100209652453205,3.9192357063293457,1,4,25,,
CV1 | nets=4 | frames=25,test,48,0.18079457023269338,4.255490779876709,1,4,25,,
CV1 | nets=4 | frames=25,test,49,-0.21908872590380996,3.8745217323303223,1,4,25,,
CV1 | nets=4 | frames=25,test,50,0.03867895965791973,4.032418251037598,1,4,25,,
CV1 | nets=4 | frames=25,test,51,-0.14664002278276062,3.948066473007202,1,4,25,,
CV1 | nets=4 | frames=25,test,52,-0.1466582167541242,3.7250730991363525,1,4,25,,
CV1 | nets=4 | frames=25,test,53,0.3543707109293127,4.700498580932617,1,4,25,,
CV1 | nets=4 | frames=25,test,54,-0.2504451898786599,4.146144390106201,1,4,25,,
CV1 | nets=4 | frames=25,test,55,-0.0803696162881754,3.860941171646118,1,4,25,,
CV1 | nets=4 | frames=25,test,56,-0.12771201037928526,3.9009783267974854,1,4,25,,
CV1 | nets=4 | frames=25,test,57,0.3812481697430855,4.791549205780029,1,4,25,,
CV1 | nets=4 | frames=25,test,58,-0.40037890147830096,3.844578742980957,1,4,25,,
CV1 | nets=4 | frames=25,test,59,0.2511593493496609,4.345529556274414,1,4,25,,
CV1 | nets=4 | frames=25,test,60,-0.1963377719651293,4.056557655334473,1,4,25,,
CV1 | nets=4 | frames=25,test,61,0.20114686937290777,4.096336841583252,1,4,25,,
CV1 | nets=4 | frames=25,test,62,0.18341754005038485,3.968231201171875,1,4,25,,
CV1 | nets=4 | frames=25,test,63,0.1677718678598186,4.044303894042969,1,4,25,,
CV1 | nets=4 | frames=25,test,64,0.21035491246831667,4.5388946533203125,1,4,25,,
CV1 | nets=4 | frames=25,test,65,-0.2124182814927736,3.9337210655212402,1,4,25,,
CV1 | nets=4 | frames=25,test,66,0.24274224639077988,4.312251091003418,1,4,25,,
CV1 | nets=4 | frames=25,test,67,-0.19806003763724905,3.82641339302063,1,4,25,,
CV1 | nets=4 | frames=25,test,68,-0.3247762104239115,3.591195821762085,1,4,25,,
CV1 | nets=4 | frames=25,test,69,-0.17738836707016928,4.052994251251221,1,4,25,,
CV1 | nets=4 | frames=25,test,70,-0.20617802151122547,4.002614974975586,1,4,25,,
CV1 | nets=4 | frames=25,test,71,-0.1515654324056017,3.8684463500976562,1,4,25,,
CV1 | nets=4 | frames=25,test,72,-0.13193082504033954,3.897037982940674,1,4,25,,
CV1 | nets=4 | frames=50,train,0,-0.06695112756186168,-2.696707248687744,1,4,50,,
CV1 | nets=4 | frames=50,train,1,0.24101002113566364,-1.9204275608062744,1,4,50,,
CV1 | nets=4 | frames=50,train,2,-0.03371838000065961,-2.552537202835083,1,4,50,,
CV1 | nets=4 | frames=50,train,3,-0.07075996703199396,-2.6622657775878906,1,4,50,,
CV1 | nets=4 | frames=50,test,0,-0.12315607316120104,-2.418680429458618,1,4,50,,
CV1 | nets=4 | frames=50,test,1,0.3453760393512503,-1.4400984048843384,1,4,50,,
CV1 | nets=4 | frames=50,test,2,-0.3979398483632574,-2.8737945556640625,1,4,50,,
CV1 | nets=4 | frames=50,test,3,0.21269403862426334,-1.8184996843338013,1,4,50,,
