dataset,latent_dim,hidden_size,epoch,train_dz_mse_norm,val_dz_mse_norm,val_dz_mse_raw,sweep_latent_dim,sweep_train_count,sweep_train_frames
CV1 | nets=1 | frames=2,1,128,1,0.4824010133743286,25.29904132353887,0.021722603303873256,1,1,2
CV1 | nets=2 | frames=25,1,128,5,0.7354006352169173,73.87145210304857,0.14344064727534714,1,2,25
CV1 | nets=2 | frames=25,1,128,6,0.7510102689266205,76.1157897074148,0.147798607427525,1,2,25
CV1 | nets=2 | frames=25,1,128,7,0.9219110352652413,80.11889986821264,0.1555717029607622,1,2,25
CV1 | nets=2 | frames=25,1,128,8,0.7425376187477793,78.82506528143772,0.15305938255870932,1,2,25
CV1 | nets=2 | frames=25,1,128,9,0.9941001534461975,72.05438199504465,0.13991234075008832,1,2,25
CV1 | nets=2 | frames=25,1,128,10,0.7315815676535878,66.74522785244882,0.1296032358094526,1,2,25
CV1 | nets=2 | frames=25,1,128,11,0.7228993305138179,68.80856236329674,0.1336097350398195,1,2,25
CV1 | nets=2 | frames=25,1,128,12,0.869288125208446,74.3490885271579,0.14436810933019298,1,2,25
CV1 | nets=2 | frames=25,1,128,13,0.8243452480861119,72.89443539971113,0.14154352068601292,1,2,25
CV1 | nets=2 | frames=25,1,128,14,0.8367212201867785,69.26189161429181,0.1344899964693468,1,2,25
CV1 | nets=2 | frames=25,1,128,15,0.7037627803427833,67.87960769007356,0.13180593059673265,1,2,25
CV1 | nets=2 | frames=25,1,128,16,0.7096177180314304,64.70778482331336,0.12564700223327963,1,2,25
CV1 | nets=2 | frames=50,1,128,1,0.7199428803645648,4.00298942361027,0.0010883205807358535,1,2,50
CV1 | nets=2 | frames=50,1,128,2,0.6217156167213733,3.814516905454919,0.0010370792462708778,1,2,50
CV1 | nets=2 | frames=50,1,128,3,0.5036097484139296,3.5877319558728487,0.0009754216488777275,1,2,50
CV1 | nets=2 | frames=50,1,128,4,0.3875068242733295,3.8595116759408263,0.0010493123012870456,1,2,50
CV1 | nets=2 | frames=50,1,128,5,0.2597228196951059,3.832684499760624,0.0010420186076905225,1,2,50
CV1 | nets=2 | frames=50,1,128,6,0.17739186751154754,4.266433195529971,0.0011599448580126364,1,2,50
CV1 | nets=2 | frames=50,1,128,7,0.15299981775192115,5.090721678400645,0.0013840499071491195,1,2,50
CV1 | nets=2 | frames=50,1,128,8,0.12406981650453347,4.928744183479808,0.0013400119732111763,1,2,50
CV1 | nets=2 | frames=50,1,128,9,0.11619926817142047,4.906954377443995,0.0013340878187734688,1,2,50
CV1 | nets=2 | frames=50,1,128,10,0.10497716069221497,4.212912380416819,0.0011453937995983523,1,2,50
CV1 | nets=2 | frames=50,1,128,11,0.11304379326219742,4.846218490472063,0.0013175751470098475,1,2,50
CV1 | nets=2 | frames=50,1,128,12,0.10688591361618958,5.07009955847729,0.0013784432178672432,1,2,50
