original_sim_idx,node_count,edge_count,edge_density,mean_degree,std_degree,max_degree,min_degree,x_span0,y_span0,aspect_ratio0,x_center0,y_center0,edge_len_mean,edge_len_std,edge_len_min,edge_len_max,stiffness_mean,stiffness_std,stiffness_min,stiffness_max,left_mean_degree,right_mean_degree,top_mean_degree,bottom_mean_degree,left_right_degree_asymmetry,top_bottom_degree_asymmetry,hessian_lambda1,hessian_lambda2,hessian_lambda3,hessian_lambda4,hessian_lambda5,hessian_lambda6,hessian_lambda7,hessian_lambda8,hessian_lambda9,hessian_lambda10,hessian_lambda11,hessian_lambda12,hessian_mode5_participation,hessian_mode5_x_fraction,hessian_mode6_participation,hessian_mode6_x_fraction,hessian_gap_6_5
19,128,366,0.04502952755905512,5.71875,0.8190839013800723,7.0,4.0,12.091514587402344,12.298067092895508,0.983204474009376,0.09436297416687012,0.03138589859008789,2.392238850639166,3.326549283731654,0.8097941279411316,12.202057838439941,0.6195101412025896,0.383277332991951,0.002170397900044918,1.2251678705215454,5.6,5.65,5.75,5.65,0.05000000000000071,0.09999999999999964,-2.9314839637351524e-11,5.44487908032831e-17,5.970216198081531e-16,0.004518344265643056,0.0065235462918612624,0.007208633448516436,0.009775676945692958,0.012232138059010283,0.01899340398871955,0.02103991514963657,0.025924478044486825,0.027236703908906878,0.045387741667916405,0.648406804304846,0.5318765846530465,0.5192190185652124,0.0006850871566551732
20,128,369,0.0453986220472441,5.765625,0.7754471996048474,8.0,4.0,12.334293365478516,12.270895957946777,1.0051664856216698,-0.01024317741394043,0.02537250518798828,2.544933638760068,3.5330965124061064,0.7034171223640442,16.480762481689453,0.6573991180035704,0.3853776853753157,0.0006103779887780547,1.3092663288116455,5.65,5.7,5.6,5.8,0.04999999999999982,-0.20000000000000018,-2.509182486067693e-09,-3.984538753375245e-17,1.9217770047368816e-17,0.0016420084366511366,0.0023695017892963913,0.003271573209660647,0.004713826883655521,0.005285589720691739,0.006742959560017638,0.008014670780692745,0.012527423912176828,0.014247155009952916,0.0280019179920269,0.9444033356686371,0.07335944179483807,0.8960333605837756,0.0009020714203642559
21,140,403,0.04141829393627955,5.757142857142857,0.7451886488997128,7.0,4.0,12.875526428222656,12.6732177734375,1.0159634797098798,0.001064300537109375,-0.1256425380706787,2.4096538928838878,3.486833896959758,0.7421817779541016,17.352094650268555,0.6319914920456741,0.4023949243727821,0.00023476799833588302,1.342160940170288,5.619047619047619,5.857142857142857,5.714285714285714,5.761904761904762,0.23809523809523814,-0.04761904761904745,1.4113034950066958e-16,5.219923926881615e-16,2.2981488514460795e-11,0.0010505492988150853,0.001356458108620833,0.0023026958093768477,0.0024646060505109047,0.002931927921848774,0.0041186218186799965,0.005155389910093073,0.007268543416467294,0.010567140594096223,0.15422701828140187,0.689218267563867,0.1840146121596285,0.7118316061110705,0.0009462377007560146
22,108,310,0.05365178262374524,5.7407407407407405,0.8206859187466793,8.0,4.0,11.329604148864746,11.272703170776367,1.005047678203387,0.0038290023803710938,-0.006866455078125,2.3577699174804074,3.131168728025583,0.8243244886398315,14.992756843566895,0.6305376953596117,0.3875589167438343,2.7395000870455988e-05,1.1760845184326172,5.764705882352941,5.705882352941177,5.294117647058823,5.823529411764706,-0.0588235294117645,-0.5294117647058822,-7.26701840412692e-17,2.990425941698782e-16,8.247893458156386e-10,0.0015682949101914377,0.0025185817712082325,0.004066736345918203,0.008426068014537989,0.011532474540174904,0.014756957623649996,0.01795064430061091,0.02295685011498426,0.03168829115286616,0.019609235266146195,0.8885968125656016,0.4177715870365177,0.6006868737214721,0.001548154574709971
23,140,402,0.04131551901336074,5.742857142857143,0.8050858744917355,8.0,4.0,12.759088516235352,12.746358871459961,1.0009986887160296,0.03451728820800781,-0.10681748390197754,2.379613141811902,3.4383711544875264,0.7936651706695557,16.895307540893555,0.6139054288994984,0.3932606271027274,0.001675280975177884,1.2517913579940796,5.666666666666667,5.761904761904762,5.761904761904762,5.9523809523809526,0.0952380952380949,-0.1904761904761907,1.1357224921270504e-16,3.1116910120110206e-16,7.792998502321769e-10,0.004368423085179985,0.005599205302169872,0.006622262062344621,0.008275148272998535,0.010194428505373863,0.011824505353719489,0.014259619069003178,0.01747078892776842,0.018501218198410413,0.4328833033653886,0.4052091778011894,0.6377618612868874,0.8234694431984111,0.0010230567601747492
24,140,401,0.041212744090441934,5.728571428571429,0.800382561590368,7.0,4.0,12.715119361877441,12.778644561767578,0.9950287998399926,-0.03476285934448242,-0.020691633224487305,2.400568646980343,3.4670109006143184,0.6944605112075806,17.079824447631836,0.5844182071375876,0.35628001933272163,0.008204321376979351,1.3800344467163086,5.476190476190476,5.761904761904762,6.0,5.619047619047619,0.2857142857142856,0.3809523809523814,2.2186193929905901e-16,5.471719764962994e-16,4.1883912244156134e-11,0.011805634587996786,0.013205270976412147,0.013674676143109823,0.017782811453164304,0.024911358384024557,0.028294840514811657,0.03276611525571556,0.03565074943992417,0.044611618251565476,0.21884604131908245,0.7496364124865131,0.5696204054961116,0.4471919894903432,0.0004694051666976756
25,100,285,0.05757575757575758,5.7,0.8062257748298549,7.0,4.0,10.76753044128418,10.529723167419434,1.0225843804327694,-0.006346940994262695,0.1434330940246582,2.342898145474886,3.030568459890086,0.8065621256828308,14.61434268951416,0.646844059464753,0.3851650277457816,6.356000085361302e-06,1.2005252838134766,5.8,5.466666666666667,5.533333333333333,5.8,-0.33333333333333304,-0.2666666666666666,-1.4746599025800674e-09,-2.8162539365773803e-16,-1.61521946977676e-16,0.0033139605575444177,0.005291442036444829,0.010410397899931858,0.013533059704551837,0.016777859604804064,0.022482457320789368,0.02805511464386367,0.02960063386693638,0.039220478230764445,0.3989622707914476,0.6312140014526405,0.38958912650189675,0.7906341815784776,0.005118955863487029
26,148,422,0.03879389593675308,5.702702702702703,0.8092326984637768,7.0,4.0,13.1883544921875,13.29820442199707,0.9917394915641495,-0.040657997131347656,-0.008295059204101562,2.441168773936999,3.5729225122170907,0.8137537837028503,17.75973892211914,0.5059345270290759,0.14757809260554877,0.21916548907756805,0.9566260576248169,5.869565217391305,5.826086956521739,5.608695652173913,5.956521739130435,-0.04347826086956541,-0.3478260869565215,-1.2197412352599144e-16,-4.458572201650176e-17,1.3371660044640456e-09,0.029690507557964464,0.034103347483561974,0.03572069897388446,0.06442624904000165,0.07508421341232767,0.08247556834732295,0.08822093136014061,0.09787525288844473,0.09998257022424928,0.706186151183571,0.5306513307470929,0.6284346172591521,0.478625011075735,0.001617351490322487
27,108,313,0.05417099342332987,5.796296296296297,0.7423593426973127,8.0,4.0,11.33024787902832,11.312787055969238,1.0015434590055214,0.0008997917175292969,-0.0029363632202148438,2.4441965679391124,3.2301774858979524,0.790013313293457,14.922684669494629,0.6232783614517228,0.39310878855225095,5.528199835680425e-05,1.2484577894210815,5.882352941176471,5.705882352941177,5.647058823529412,5.705882352941177,-0.17647058823529438,-0.0588235294117645,-2.824327771338157e-16,-6.615109811074559e-17,1.2560060734616288e-09,0.0034135070150439206,0.005314707703169168,0.00773076444430461,0.008782881679824496,0.011968409120042676,0.015213897824540887,0.01897794122516089,0.020997863848202274,0.026481921901610014,0.18084534417108783,0.7368608994321415,0.16170754068216403,0.5770422017937937,0.002416056741135442
28,148,426,0.03916161059018202,5.756756756756757,0.8747325585233653,7.0,4.0,13.203603744506836,13.182347297668457,1.0016124933108186,-0.05404186248779297,-0.005960941314697266,2.4877467982366053,3.631886169779354,0.8009757995605469,17.414201736450195,0.639748255551496,0.3864058568792369,0.00040365400491282344,1.2223178148269653,5.782608695652174,5.826086956521739,5.6521739130434785,6.043478260869565,0.04347826086956541,-0.3913043478260869,3.5631539351550284e-16,3.9292641584699627e-16,9.84272124036082e-11,0.002360876079289567,0.003630097316278813,0.005816028120342475,0.00934215953892855,0.010840985297727196,0.012686643238265115,0.014362918099517138,0.017516087396610022,0.02070767515869773,0.10985778463760831,0.40143230869613655,0.3231058944147771,0.838908297753088,0.0021859308040636616
29,148,430,0.039529325243610955,5.8108108108108105,0.8083295366885503,8.0,4.0,13.045969009399414,13.246306419372559,0.9848759794896369,0.08640384674072266,-0.047029972076416016,2.469724101798479,3.604726788554609,0.7211869955062866,17.449142456054688,0.5943854381936754,0.37574833768843385,0.0036949031054973602,1.35771644115448,5.956521739130435,5.782608695652174,5.782608695652174,5.826086956521739,-0.17391304347826075,-0.04347826086956541,-6.115655285577817e-10,-2.1129676549676797e-16,1.9154864608447186e-16,0.007167657685915497,0.010028450444044736,0.01185492160041577,0.013434864226519792,0.019798893740664278,0.023018607475883354,0.026409046497793673,0.028633357257860773,0.03309141074874168,0.08557674544783142,0.7497813683573511,0.6466626064980399,0.5005457651000172,0.0018264711563710338
30,120,341,0.04775910364145658,5.683333333333334,0.7301065371269836,7.0,4.0,11.856694221496582,11.85335922241211,1.000281354763818,0.007111549377441406,-0.07290005683898926,2.360531464699776,3.2542620389409502,0.7714621424674988,15.875529289245605,0.6723091291540911,0.37468218277589976,0.000260733999311924,1.262268304824829,5.666666666666667,5.5,5.833333333333333,5.666666666666667,-0.16666666666666696,0.16666666666666607,-1.039004101302482e-09,-2.53610660195204e-16,1.3991757228344174e-16,0.00253622536494703,0.004537053080054467,0.006279853015283569,0.008660566730439887,0.011021597530386942,0.014506258610795117,0.020624585825808252,0.024308218075405494,0.03170154313993788,0.5651427712605581,0.6282115485492691,0.469770104560181,0.6333765006375128,0.0017427999352291022
31,140,400,0.041109969167523124,5.714285714285714,0.7953949089757174,7.0,3.0,12.779827117919922,12.553681373596191,1.0180142969694432,-0.04250979423522949,-0.11861944198608398,2.472386601567268,3.5623873441677225,0.7559519410133362,17.54118537902832,0.6308025446000829,0.3914694865764969,0.00021295799524523318,1.299741506576538,5.761904761904762,5.809523809523809,5.809523809523809,5.666666666666667,0.04761904761904745,0.14285714285714235,-7.391243565642005e-11,-2.4335701828229307e-16,3.2057012935897846e-16,0.00393808229081231,0.004194730159151049,0.005002629665341086,0.005560236847983749,0.006619758920454629,0.007042303607872397,0.007562710709039953,0.008651557885243834,0.012090165813374317,0.1424512673000161,0.7389848840186665,0.035772527123379555,0.898311279754239,0.0008078995061900369
32,140,405,0.04162384378211716,5.785714285714286,0.763317143279574,7.0,4.0,12.75935173034668,12.760822296142578,0.9998847593233594,0.06130027770996094,-0.042070627212524414,2.450737150951668,3.523079763023657,0.718133807182312,17.22402572631836,0.6123727311817843,0.40518489788839823,0.0003022789896931499,1.3879679441452026,5.809523809523809,5.619047619047619,5.857142857142857,5.9523809523809526,-0.1904761904761907,-0.09523809523809579,-4.6033787653819965e-17,1.6893130866920871e-16,2.02929395874114e-10,0.0012430319643145064,0.002688671912405043,0.0028948172144564774,0.0036735310491779532,0.00420552282569315,0.00540471271509604,0.006920557009847292,0.007721375502469645,0.009561110459250174,0.3184620314124305,0.617050694354982,0.596056584167448,0.7245717371702689,0.00020614530205143424
33,120,342,0.04789915966386555,5.7,0.7810249675906653,7.0,4.0,11.920047760009766,11.783700942993164,1.011570797466451,-0.02852654457092285,0.08275675773620605,2.2260021410490336,3.1015059069663105,0.7942672967910767,16.06634521484375,0.5745579226715871,0.25003278248868754,0.0721874013543129,1.075415015220642,5.777777777777778,5.555555555555555,5.611111111111111,5.611111111111111,-0.22222222222222232,0.0,9.452127068870309e-18,1.5034044616223088e-16,9.581034259312704e-10,0.029037312824209644,0.03600531413703873,0.04372066276509168,0.064936329163991,0.0756884071545361,0.08323453169031789,0.1010984882504773,0.10741838322107439,0.12046745166271737,0.6147196971122152,0.43563089386028775,0.518115661228655,0.39850206958791096,0.007715348628052947
34,168,480,0.03421727972626176,5.714285714285714,0.7411610674415896,7.0,4.0,14.185379028320312,14.062777519226074,1.0087181574853632,-0.0049571990966796875,-0.017801761627197266,2.583643540367484,3.9229598111078494,0.7646822333335876,18.708127975463867,0.4868294473427037,0.14863038956239277,0.18523918092250824,0.9190937280654907,5.961538461538462,5.730769230769231,5.538461538461538,5.961538461538462,-0.23076923076923084,-0.42307692307692335,-8.35467532378259e-10,-5.107787781856079e-16,-1.1345707527850195e-16,0.021958444877113785,0.027839698694322443,0.029218594798820045,0.04805961779969927,0.06112374177571299,0.06660425896523571,0.0672720424933436,0.0732881026294752,0.08456644196275433,0.6473560905778726,0.2831649440461597,0.6640993706642886,0.86154060202861,0.0013788961044976025
35,168,477,0.034003421727972626,5.678571428571429,0.8750607364731929,8.0,3.0,14.03165054321289,13.7052001953125,1.0238194512482965,-0.07437634468078613,0.1866748332977295,2.457594753936152,3.7519584490735487,0.7410508394241333,19.163602828979492,0.5722502215123058,0.3413470501369921,0.007184850051999092,1.181630253791809,5.615384615384615,5.730769230769231,5.730769230769231,5.615384615384615,0.11538461538461586,0.11538461538461586,-3.216839562299474e-16,-2.8708497697425326e-16,2.039950517547725e-11,0.009336021363276464,0.009971436144240522,0.01316115400961093,0.019580496563577732,0.022778489837696397,0.02974040908683048,0.03456683004119112,0.039095392226840525,0.04404699162277447,0.6846152216767252,0.8829803302210522,0.6374002203522582,0.5352913717697693,0.003189717865370407
36,180,521,0.03234016139044072,5.788888888888889,0.8231976196440648,8.0,4.0,14.459138870239258,14.430512428283691,1.0019837439659771,-0.032472848892211914,0.054416656494140625,2.494453482000933,3.878000822677099,0.6974793672561646,19.4497013092041,0.6166046730527787,0.37824043708846056,0.0034093360882252455,1.386752963066101,5.777777777777778,5.777777777777778,5.777777777777778,5.962962962962963,0.0,-0.18518518518518512,-7.057769100345951e-16,1.3677156323947299e-17,1.6450401842434435e-11,0.00454979520793376,0.00789604136227194,0.009016777647727627,0.01224830661992276,0.01649194048414056,0.017811662261023067,0.019249051594440493,0.020275461402331642,0.025321690912693005,0.3751844081471658,0.4449805298318858,0.3404333425465092,0.7802431348701433,0.0011207362854556875
37,168,481,0.03428856572569147,5.726190476190476,0.814324003555366,7.0,4.0,14.173238754272461,14.09772777557373,1.0053562517237398,0.0037119388580322266,0.042525291442871094,2.4815472477191203,3.7849971446055966,0.8005667924880981,19.08942985534668,0.532170631053418,0.22545573488264317,0.05575883015990257,1.0095258951187134,5.923076923076923,5.923076923076923,5.769230769230769,5.8076923076923075,0.0,-0.038461538461538325,-1.0539250329373466e-09,-4.2568726303253926e-16,-3.912146223063137e-16,0.0188606155988903,0.02550859914618546,0.029605526983708805,0.04965103431629124,0.06664680943194087,0.07598225106438129,0.07908479641532734,0.08165472084608369,0.0886435677651594,0.6910400279829474,0.1702400280414662,0.6587945104144661,0.8972068464668712,0.004096927837523346
38,180,513,0.031843575418994415,5.7,0.7951240294584375,7.0,4.0,14.435089111328125,14.554374694824219,0.9918041423285252,0.11304593086242676,-0.0901346206665039,2.3696596035715665,3.7142605290510233,0.7666738033294678,19.54133415222168,0.6332109144684127,0.3854094552082523,0.0013158749788999557,1.2272197008132935,5.7407407407407405,5.777777777777778,5.62962962962963,5.518518518518518,0.0370370370370372,0.1111111111111116,-3.050421738111479e-10,-8.755421136639589e-16,-1.751838789798708e-17,0.002610112368114117,0.004334306006937591,0.004586148339097611,0.007402475843835164,0.009633326799873089,0.012366540002991878,0.013208012029260781,0.014099288412414125,0.016848754932114598,0.4939157294918614,0.8125870510765035,0.6566344787277346,0.5012402416534277,0.00025184233216002036
39,108,308,0.05330564209068882,5.703703703703703,0.7848007444598922,7.0,4.0,11.09034538269043,11.254325866699219,0.9854295596243577,0.11260390281677246,0.05933213233947754,2.4777626422318546,3.2581245719353715,0.7775256633758545,14.91501235961914,0.6753100156387187,0.3705539769209765,0.0006067319773137569,1.3020769357681274,5.705882352941177,5.470588235294118,5.823529411764706,5.647058823529412,-0.23529411764705888,0.1764705882352935,2.3613860465169886e-16,3.1967022192309043e-16,1.1638534712707666e-09,0.004036857324013457,0.006642733395887384,0.011035496917150901,0.01841954534702336,0.024235786337934155,0.030247032182703405,0.03282596864809372,0.04323942419756123,0.047176973779803455,0.0670762535660002,0.5098362099704172,0.031668667512168465,0.825429551659353,0.004392763521263517
40,168,489,0.03485885372112917,5.821428571428571,0.7584557350569751,7.0,4.0,14.13399600982666,14.099681854248047,1.0024336829676959,0.014280319213867188,0.018726587295532227,2.4570327546211352,3.7524572062142254,0.7584827542304993,19.106401443481445,0.6180569429169214,0.39915798208912695,0.00048567898920737207,1.3097783327102661,5.884615384615385,5.6923076923076925,6.115384615384615,5.653846153846154,-0.1923076923076925,0.4615384615384608,-1.8144364770852067e-16,9.749171540023157e-17,1.4687747859315505e-11,0.0020551194255594434,0.003168449817066042,0.004320273967401183,0.005500879351710811,0.0068077284921864625,0.007636742131735928,0.009364893157738106,0.01020396015793825,0.01186235943344645,0.40945070925896665,0.8177143568183992,0.20866262942996414,0.6074373771943324,0.0011518241503351411
41,168,482,0.03435985172512119,5.738095238095238,0.7961073093952613,7.0,4.0,13.948404312133789,14.134347915649414,0.9868445573417823,0.05827593803405762,0.004088401794433594,2.4761304641412996,3.7737945193540763,0.7956456542015076,18.961633682250977,0.6209111575758074,0.39374353742023444,0.0003126199881080538,1.2250064611434937,5.8076923076923075,5.8076923076923075,5.8076923076923075,5.730769230769231,0.0,0.07692307692307665,-3.7837314998438795e-16,-2.2906334406077654e-16,1.155516395978639e-09,0.0018064316325741407,0.0027382585477388837,0.003583121104527419,0.00424510257866145,0.0049387747238484846,0.005959896726229713,0.006287038627094313,0.007503925615414177,0.008458585104772752,0.05412058521663533,0.4499218537542975,0.5384314824908519,0.6138679310468582,0.0008448625567885355
42,128,372,0.04576771653543307,5.8125,0.7781187248742958,7.0,4.0,12.205947875976562,12.20788860321045,0.999841026790384,-0.03234076499938965,0.06726312637329102,2.3479894984473466,3.3039321474552397,0.7813277244567871,16.500343322753906,0.6307465250613868,0.3626891266342827,0.0030870758928358555,1.2648844718933105,5.85,5.9,5.8,5.5,0.05000000000000071,0.2999999999999998,-6.65685792513334e-11,-6.853869005330324e-16,-6.260419668107921e-16,0.008376937558334012,0.011972770221619636,0.012775282965040206,0.018538066970032793,0.020348417444069743,0.022892643272821842,0.027583514354084755,0.034413063675593,0.04699933337590853,0.23488170737413452,0.6770265738232071,0.41380093309684823,0.4667407792302235,0.0008025127434205699
43,128,369,0.0453986220472441,5.765625,0.8242835430693737,7.0,4.0,12.186111450195312,12.146081924438477,1.0032956739470278,-0.0469052791595459,-0.12997913360595703,2.382400501711259,3.377199221370263,0.7428399920463562,16.61939811706543,0.4311291564932361,0.0641529647232169,0.31662672758102417,0.6730924844741821,5.75,5.85,5.9,5.75,0.09999999999999964,0.15000000000000036,-9.928854959861773e-10,2.321106594851796e-16,3.3955131949225276e-16,0.03525671919657388,0.03630705710642589,0.03911467850827254,0.06375101192737101,0.08294722017902531,0.09224881446982536,0.10059185042307026,0.1088482175153847,0.11238638500960517,0.6999236145833345,0.3842877074634257,0.5582167376956855,0.46914154050043244,0.0028076214018466494
44,148,423,0.038885824600110315,5.716216216216216,0.8140700260448126,8.0,4.0,13.179628372192383,13.32292366027832,0.9892444562665201,-0.0018184185028076172,0.006649494171142578,2.388485511003093,3.5215972779728464,0.7636922597885132,17.7336483001709,0.5681737333153051,0.30426587350044115,0.008390268310904503,1.1791188716888428,5.739130434782608,5.6521739130434785,5.739130434782608,5.869565217391305,-0.08695652173912993,-0.13043478260869623,-6.545620542355666e-18,-4.315473820189121e-18,3.5800241736799484e-11,0.01207478476193792,0.017813097786605957,0.02210335207970159,0.031483743826223314,0.03721684819216265,0.053137710364611776,0.05802075028645987,0.06537060314931588,0.06713134489097741,0.6864910407188854,0.5152199220527062,0.5221162050918282,0.5646923706024665,0.004290254293095631
45,168,482,0.03435985172512119,5.738095238095238,0.7810104508027013,7.0,4.0,14.031488418579102,14.052848815917969,0.9984799952224156,0.015258312225341797,-0.0399014949798584,2.503358762170269,3.8184215893839566,0.8064196109771729,19.171802520751953,0.6241680031577831,0.3949402390555892,0.00025497301248833537,1.223311185836792,5.615384615384615,5.961538461538462,5.6923076923076925,5.653846153846154,0.3461538461538467,0.038461538461538325,-3.528845474768163e-11,-1.4893571382270703e-16,5.09633465402235e-16,0.0009281563773380562,0.0012315187747225396,0.001358609771824189,0.0018402137814042885,0.0022066343034175657,0.0027547835094225747,0.0037088974626168394,0.003996867680114055,0.0043095575252671565,0.2865291897841964,0.6020927337809896,0.5939634477390444,0.658999833985877,0.00012709099710164935
46,180,521,0.03234016139044072,5.788888888888889,0.7377811244904012,7.0,4.0,14.382499694824219,14.47202205657959,0.9938141082562356,-0.13161969184875488,-0.11078453063964844,2.2914133809807202,3.6016653114823702,0.7807079553604126,19.731128692626953,0.6568313331472608,0.3789025634973783,0.0006851329817436635,1.2747256755828857,5.777777777777778,5.777777777777778,5.555555555555555,5.7407407407407405,0.0,-0.18518518518518512,-1.4242299572461433e-16,3.060017393649245e-16,2.0444023055710047e-11,0.0018736338060581289,0.0023501751031754854,0.0037030859564585097,0.004649418084116203,0.005917590004360444,0.007209029757705066,0.009917045764574172,0.010296664761405165,0.014277650486614708,0.0764533949417498,0.8738080214207917,0.24518443929764847,0.5609149809482079,0.0013529108532830242
