target,descriptor,mse_increase_when_permuted,mse_increase_std,target_r2
mean_axis_x_compression,min_degree,0.0432500627821891,0.024578622632306243,0.6336944100686457
mean_axis_x_compression,x_span0,0.5275239917705066,0.11205629227909653,0.6336944100686457
mean_axis_x_compression,y_span0,3.0447365875073413,0.4359034639885583,0.6336944100686457
mean_axis_x_compression,aspect_ratio0,-2.872934644428636e-05,0.0004715532741867769,0.6336944100686457
mean_axis_x_compression,x_center0,0.07237195214496744,0.029758019848966765,0.6336944100686457
mean_axis_x_compression,y_center0,1.3272558090365524e-05,0.0001339900066732382,0.6336944100686457
mean_axis_x_compression,edge_len_mean,15.99606637044134,1.696333883118329,0.6336944100686457
mean_axis_x_compression,edge_len_std,72.44629670768413,9.985026495281513,0.6336944100686457
mean_axis_x_compression,edge_len_min,0.09171028553842984,0.03174974630614346,0.6336944100686457
mean_axis_x_compression,edge_len_max,1.345012594266687,0.20170411637692814,0.6336944100686457
mean_axis_x_compression,stiffness_mean,0.1638716753214105,0.04264527500077043,0.6336944100686457
mean_axis_x_compression,stiffness_std,0.4148973286151208,0.07702434514189484,0.6336944100686457
mean_axis_x_compression,stiffness_min,0.042377636719497944,0.022431083757593263,0.6336944100686457
mean_axis_x_compression,stiffness_max,1.0309899717549107,0.17189993779002632,0.6336944100686457
mean_axis_x_compression,left_mean_degree,0.03528319423858908,0.019289556577830207,0.6336944100686457
mean_axis_x_compression,right_mean_degree,0.06559100262002118,0.02333797435182917,0.6336944100686457
mean_axis_x_compression,top_mean_degree,0.028026939397977957,0.017349332034379068,0.6336944100686457
mean_axis_x_compression,bottom_mean_degree,0.017835932331759445,0.015537450944281184,0.6336944100686457
mean_axis_x_compression,left_right_degree_asymmetry,0.0001117632867729786,0.0008106893799900661,0.6336944100686457
mean_axis_x_compression,top_bottom_degree_asymmetry,0.00018720222193609887,0.001089569531053115,0.6336944100686457
mean_axis_x_compression,hessian_lambda1,0.019225829799972796,0.013760596858671538,0.6336944100686457
mean_axis_x_compression,hessian_lambda2,0.0,0.0,0.6336944100686457
mean_axis_x_compression,hessian_lambda3,0.20294037622778727,0.050019730522106294,0.6336944100686457
mean_axis_x_compression,hessian_lambda4,0.4330011070513145,0.09802885512824852,0.6336944100686457
mean_axis_x_compression,hessian_lambda5,0.19151099218076498,0.04905027901719622,0.6336944100686457
mean_axis_x_compression,hessian_lambda6,0.19635150703416968,0.05881006613372052,0.6336944100686457
mean_axis_x_compression,hessian_lambda7,0.28104784385090675,0.0633807119246364,0.6336944100686457
mean_axis_x_compression,hessian_lambda8,0.2774345477239195,0.0672845635689196,0.6336944100686457
mean_axis_x_compression,hessian_lambda9,0.3442355180611709,0.08081152809810321,0.6336944100686457
mean_axis_x_compression,hessian_lambda10,9.667111375919633,1.3089052672730108,0.6336944100686457
mean_axis_x_compression,hessian_lambda11,2.1731038149193806,0.2833148273483944,0.6336944100686457
mean_axis_x_compression,hessian_lambda12,0.12020145830694884,0.037240293078922085,0.6336944100686457
mean_axis_x_compression,hessian_mode5_participation,0.1024299769166146,0.03635413934818761,0.6336944100686457
mean_axis_x_compression,hessian_mode5_x_fraction,0.0580347220460689,0.025149041355566268,0.6336944100686457
mean_axis_x_compression,hessian_mode6_participation,0.0946967022452585,0.0313532077733579,0.6336944100686457
mean_axis_x_compression,hessian_mode6_x_fraction,0.05238386873199134,0.020684715368312002,0.6336944100686457
mean_axis_x_compression,hessian_gap_6_5,0.018161599296812193,0.0137029705778329,0.6336944100686457
initial_axis_x_compression,node_count,1.2837423285337808,0.15189966387314305,0.9588150453136209
initial_axis_x_compression,edge_count,1.007594957555983,0.1270544031619033,0.9588150453136209
initial_axis_x_compression,edge_density,0.7321401067046464,0.08577669529891734,0.9588150453136209
initial_axis_x_compression,mean_degree,0.015672679953773166,0.0041825257884397435,0.9588150453136209
initial_axis_x_compression,std_degree,0.002964886302446505,0.0017224106995042626,0.9588150453136209
initial_axis_x_compression,max_degree,0.0017380254854201136,0.0016511961737561032,0.9588150453136209
initial_axis_x_compression,min_degree,0.011111411681236662,0.0034672620004436634,0.9588150453136209
initial_axis_x_compression,x_span0,0.02942447915097509,0.006810433149866892,0.9588150453136209
initial_axis_x_compression,y_span0,0.006659059304977066,0.0028339746871056106,0.9588150453136209
initial_axis_x_compression,aspect_ratio0,0.003052985153119277,0.0018944662859980298,0.9588150453136209
