dataset,split,sim_idx,frames,final_p_ratio,mean_x_compression,final_x_compression,mean_axis_p_ratio,initial_axis_p_ratio,final_axis_p_ratio,slope_axis_p_ratio,range_axis_p_ratio,early_slope_axis_p_ratio,mean_axis_x_compression,initial_axis_x_compression,final_axis_x_compression,slope_axis_x_compression,range_axis_x_compression,early_slope_axis_x_compression,original_sim_idx,abs_final_p_ratio_diff,raw_frames,node_count,edge_count,edge_density,mean_degree,std_degree,max_degree,min_degree,x_span0,y_span0,aspect_ratio0,x_center0,y_center0,edge_len_mean,edge_len_std,edge_len_min,edge_len_max,stiffness_mean,stiffness_std,stiffness_min,stiffness_max,left_mean_degree,right_mean_degree,top_mean_degree,bottom_mean_degree,left_right_degree_asymmetry,top_bottom_degree_asymmetry,hessian_lambda1,hessian_lambda2,hessian_lambda3,hessian_lambda4,hessian_lambda5,hessian_lambda6,hessian_lambda7,hessian_lambda8,hessian_lambda9,hessian_lambda10,hessian_lambda11,hessian_lambda12,hessian_mode5_participation,hessian_mode5_x_fraction,hessian_mode6_participation,hessian_mode6_x_fraction,hessian_gap_6_5
dePablo CV2,test,24,169,-0.4495238576851234,0.005075988202457615,0.0101152578791396,-1.287308350983132,-1.0715626785011048,-1.6196167635141403,-0.5480540850130355,0.5510551495911824,-0.2966278819470448,0.1986401150336978,-1.2574169378740616,1.8918671557614708,3.1492840936355324,3.1492840936355324,2.5856069804658843,49,5.551115123125783e-17,169,240,693,0.02416317991631799,5.775,0.7687923430073084,7.0,4.0,16.9298095703125,16.86294174194336,1.0039653714869228,-0.009914875030517578,0.015450000762939453,2.8408919051612096,4.4578316774830995,0.3234569728374481,21.95314598083496,0.8558670291394899,0.3945342738486216,0.31828755140304565,3.0914037227630615,5.75,6.0,5.694444444444445,5.805555555555555,0.25,-0.11111111111111072,1.264472301925583e-16,7.786776928164182e-16,1.7550133795110566e-10,0.008187394412370087,0.020647774597075834,0.021857495673634538,0.024034029949342627,0.028646222493338046,0.03548369352001219,0.038902545592289124,0.04726199856361206,0.05509000227213933,0.7142283565941892,0.5236411420180334,0.011046590131588355,0.7830603890288044,0.0012097210765587042
dePablo CV2,test,25,166,0.1875985388672977,0.004904775249155758,0.00981591721022,1.0419055080103667,0.8794837546017382,1.1890429110603689,0.30955915645863064,0.30955915645863064,0.3422144489376885,0.03268292859852388,-1.9636295115106088,2.0491588655094097,4.012788377020018,4.012788377020018,3.962907920039173,98,5.551115123125783e-17,166,232,668,0.024929093894611135,5.758620689655173,0.8107115824488791,7.0,4.0,16.592479705810547,16.65620994567871,0.9961737850281661,-0.02277994155883789,-0.031925201416015625,2.566394607865525,4.282450672199261,0.43842530250549316,22.9405517578125,0.8640756547272562,0.209607613499943,0.5030795931816101,2.280726194381714,5.542857142857143,5.771428571428571,5.828571428571428,5.6571428571428575,0.22857142857142865,0.17142857142857082,-2.111524708167645e-10,2.7193300927203503e-16,3.3894172348605446e-16,0.029909201147749583,0.032405899409026565,0.03501314845111415,0.0619847764983991,0.0807559747813905,0.0826919764791785,0.11485950550016287,0.11905771744527599,0.12405777772949902,0.6539837050023257,0.6657456233326553,0.6979296529284923,0.5764550456769267,0.0026072490420875824
dePablo CV2,test,26,178,0.3437884787174968,0.004882696334547376,0.0097567434524896,1.5069153731303455,1.2592055224661536,1.6981863383755078,0.4389808159093542,0.4389808159093542,0.5669781142462496,-0.10849462696142226,-1.9668049923865505,1.8844916259487552,3.8512966183353057,3.8512966183353057,3.5389176833762326,84,0.0,178,268,761,0.021270054223265694,5.67910447761194,0.8204544269466579,7.0,4.0,17.86233901977539,17.95846939086914,0.9946470732554398,-0.035939693450927734,-0.005255222320556641,2.4748786787322565,4.370492538790317,0.7647068500518799,24.298574447631836,0.8626107120012642,0.12039253292037418,0.6259127855300903,1.3076282739639282,5.7560975609756095,5.7317073170731705,5.609756097560975,5.7560975609756095,-0.024390243902439046,-0.14634146341463428,-3.0967658019743557e-16,-1.189205020033231e-16,1.293654848736432e-09,0.027895108341110714,0.03540131578368178,0.03677702958869977,0.06287781352717327,0.07984880877752285,0.08715063663641719,0.0938983541872869,0.09860389438193884,0.10139429540995203,0.6411810951919823,0.7863585558910836,0.6667791163433827,0.19353497396805078,0.0013757138050179904
dePablo CV2,test,27,183,0.35508191711915,0.004915381783264807,0.0098435004565744,1.5393915325315077,1.3144053855983888,1.6984934934395066,0.3840881078411178,0.3840881078411178,0.5324847485972128,-0.24040243490581448,-2.076875297900169,1.7434316028084365,3.820306900708605,3.820306900708605,3.4816701166077557,39,5.551115123125783e-17,183,284,814,0.02025581048126213,5.732394366197183,0.8342618645004753,8.0,3.0,18.406150817871094,18.415550231933594,0.9994895936345035,-0.02480459213256836,0.024724960327148438,2.535857505309201,4.541474634542872,0.7661709785461426,25.15486717224121,0.8612122221572979,0.11828430519901291,0.6268417239189148,1.3052083253860474,5.744186046511628,5.674418604651163,5.72093023255814,5.767441860465116,-0.06976744186046524,-0.04651162790697594,-6.891752074037179e-16,3.4690458477702865e-16,5.359251564963935e-10,0.027333466537253704,0.031038266308779823,0.03562511312213006,0.053264026598668204,0.0706155638113358,0.08108087766603399,0.08503310347374603,0.09421957022059667,0.09828545053057361,0.5500270768769474,0.49923637786784464,0.6394193962581894,0.49227298118426666,0.00458684681335024
dePablo CV2,test,28,180,-0.2955698868201818,0.005308519090142487,0.0106017378390365,-0.7305781835799908,-0.531328369616918,-1.0174993227455045,-0.4861709531285865,0.48980660041673507,-0.30516394679203046,-0.01436055239082729,-1.483409861726718,1.547471120996941,3.0308809827236587,3.0308809827236587,2.8108491119808017,89,0.0,180,272,778,0.021109181680052096,5.720588235294118,0.8061452984509262,8.0,4.0,18.000980377197266,18.02819061279297,0.9984906840525419,-0.005370140075683594,0.007645130157470703,2.9136474049796175,4.815051371536734,0.27432477474212646,23.915124893188477,0.8579351948358712,0.37152841882313414,0.3772449791431427,3.6453499794006348,5.829268292682927,5.829268292682927,5.804878048780488,5.7317073170731705,0.0,0.07317073170731714,-2.749051422008179e-10,-1.054571615520856e-15,-8.233831834321319e-16,0.012816493795439775,0.016474026915077458,0.01843067270972467,0.020084938611649256,0.023969466885921754,0.03821041707219057,0.045890343614278364,0.04726313493550088,0.05083585036424587,0.006958522388844268,0.17970797856067616,0.637203288855556,0.4601550535455293,0.0019566457946472125
dePablo CV2,test,29,163,0.1766270591859652,0.005370088829143625,0.0107405618699381,1.143162543115588,0.9493062280867384,1.3235647972390157,0.3742585691522773,0.3742585691522773,0.403621564226401,-0.015505979103830822,-2.035468519612174,2.011262684639949,4.046731204252123,4.046731204252123,4.027757816511472,96,5.551115123125783e-17,163,224,641,0.025664638052530428,5.723214285714286,0.7929355656196093,8.0,4.0,16.263469696044922,16.214771270751953,1.0030033371720026,-0.02445507049560547,-0.022675037384033203,2.4960651778951637,4.1228706582482735,0.4347779154777527,22.07408905029297,0.8676372844603801,0.21174299457110748,0.5109152793884277,2.2998743057250977,5.647058823529412,5.705882352941177,5.617647058823529,5.4411764705882355,0.0588235294117645,0.1764705882352935,3.0790157227216484e-16,9.203424512292469e-16,4.761807911073283e-10,0.028484157180533376,0.03389655208762188,0.03644106236209486,0.0605112990327938,0.08108513366162799,0.10090114345913097,0.11103850586758011,0.12417215330598286,0.13242087674964806,0.669456053051996,0.9008390935759555,0.7050449663843864,0.10026921353556988,0.002544510274472979
dePablo CV2,test,30,163,-0.3386047566176201,0.00429791464401503,0.0084810890861651,-0.7130797915892129,-0.5923888215082924,-0.9173597333621202,-0.32497091185382776,0.32710809828658827,-0.1375610499935796,-0.165271678635443,-1.43135301592749,1.2473002238929742,2.6786532398204645,2.6786532398204645,2.33367293002209,81,0.0,163,224,641,0.025664638052530428,5.723214285714286,0.7642669390217222,8.0,4.0,16.25625991821289,16.08415985107422,1.0106999724407226,0.04000997543334961,-0.03343963623046875,2.7345238781523964,4.2567004418879835,0.1513994187116623,21.857128143310547,0.8524106325299803,0.41972919191598845,0.362843781709671,6.605029582977295,5.588235294117647,5.735294117647059,5.852941176470588,5.823529411764706,0.14705882352941213,0.02941176470588225,-1.6525598524428289e-15,-5.51913599388319e-16,6.315821762699666e-10,0.010190476718403304,0.0215676510863159,0.024917432307361678,0.027999559032233733,0.04301141418730297,0.05225750100368504,0.06055851225896812,0.06762342370679952,0.07017728945677008,0.8079370539799536,0.5479656993557819,0.5489567250709949,0.7087856281109424,0.0033497812210457785
dePablo CV2,test,31,113,0.1672963915372404,0.004670632055174604,0.0093075835289223,0.9481762425559649,0.7891471733930224,1.099023396030903,0.3098762226378806,0.3098762226378806,0.3282817488150348,0.1585796912098616,-1.8200923936328544,2.1214496180316065,3.9415420116644606,3.9415420116644606,3.9762914031037506,9,0.0,113,108,309,0.05347871235721703,5.722222222222222,0.8370288429621868,8.0,4.0,11.346650123596191,11.116350173950195,1.0207172269712839,0.01096487045288086,-0.04355502128601074,2.401567570117685,3.1199895471751473,0.3469509184360504,15.262079238891602,0.8732563301583324,0.27975472004141105,0.4638128876686096,2.8819265365600586,5.823529411764706,5.411764705882353,5.588235294117647,5.764705882352941,-0.41176470588235237,-0.17647058823529438,-1.6835458818078135e-15,1.1196666193489025e-15,7.330112160917959e-10,0.05830989221472025,0.06884190018840684,0.0732143472338123,0.13488743856772997,0.15602567344986557,0.17004811967059846,0.21860879024875632,0.2263903902036024,0.24687112400270836,0.6819284637884184,0.5359160330755602,0.6318249537547849,0.46306825108562405,0.004372447045405459
dePablo CV2,test,32,113,-0.0812478255827438,0.005115735370891678,0.0102495129445331,0.1180391422957972,0.0533546375025064,0.1678170850260651,0.11446244752355869,0.11446244752355869,0.14407958548811073,0.0036401231140085447,-1.4870625130312352,1.4736357119925354,2.9606982250237706,2.9606982250237706,2.9932102535562004,11,2.7755575615628914e-17,113,108,309,0.05347871235721703,5.722222222222222,0.8146043499230656,7.0,4.0,11.101110458374023,11.36199951171875,0.9770384558566786,-0.10062479972839355,-0.022390127182006836,2.523595774733133,3.194844898751006,0.32172146439552307,14.564658164978027,0.8593242443302302,0.3129719130474269,0.3912413418292999,3.107959508895874,5.9411764705882355,5.764705882352941,5.764705882352941,5.352941176470588,-0.17647058823529438,0.41176470588235325,-1.2624319076913023e-09,1.0460205123761659e-15,1.098431054050942e-15,0.049179230765793065,0.055873072222666825,0.06750339893004255,0.09472681974545254,0.11963734902339226,0.1436022113149287,0.1621452379788195,0.17834567720195998,0.19438881499082794,0.5374246333993765,0.2496503755146804,0.5944840405681762,0.8660122342662843,0.011630326707375724
dePablo CV2,test,33,166,-0.4439431886118696,0.004648130270096729,0.0088878656941686,-1.5447113997513162,-1.280762092791636,-1.9212695222393124,-0.6405074294476762,0.643345599871125,-0.39278685136874675,-0.03307243684736151,-1.3335443937764044,1.446257093767369,2.7798014875437733,2.7798014875437733,2.349654298692112,34,5.551115123125783e-17,166,232,670,0.025003731900283623,5.775862068965517,0.7942270900883464,8.0,4.0,16.6610107421875,16.580928802490234,1.0048297619904887,-0.015665054321289062,-0.0028252601623535156,2.7949103251766805,4.302476366371919,0.33565667271614075,16.582551956176758,0.8430981005305674,0.3960059442475457,0.31810298562049866,2.979288339614868,5.771428571428571,5.8,5.742857142857143,5.8,0.02857142857142847,-0.05714285714285694,-7.488626630846137e-11,-5.225392309616965e-16,-4.502543713718156e-16,0.014799398380182174,0.018104500512963202,0.021382805421813922,0.03190656365034041,0.03498980285844607,0.04216794282382576,0.04655508878728864,0.05458682462308491,0.05820486538667115,0.39613996955480063,0.3367356786819657,0.559498343254755,0.7860554849633851,0.0032783049088507196
dePablo CV2,test,34,158,0.3629131029241631,0.005118262269609861,0.0102553410780949,1.5291076866515505,1.332617670088078,1.6757302092718909,0.3431125391838128,0.3431125391838128,0.45665806018661176,-0.1694527565241589,-2.037751712843205,1.8227176731958517,3.860469386039057,3.860469386039057,3.570603098639148,48,0.0,158,212,611,0.027318250916569795,5.764150943396227,0.753005134068203,8.0,4.0,15.707809448242188,15.832229614257812,0.9921413364354205,0.06466507911682129,0.05843496322631836,2.4593872524517453,4.04123382094735,0.74392169713974,21.420312881469727,0.863744339263966,0.12159979641558592,0.6263220310211182,1.3442662954330444,5.75,5.8125,5.71875,5.78125,0.0625,-0.0625,-2.35872733095343e-16,-7.019068850068025e-17,1.6010762067506297e-09,0.03778681849688314,0.045583393381753726,0.04685377462024773,0.08579838441293441,0.09859804886478747,0.10842149651031655,0.11886028524752508,0.123159668639006,0.13126486638694604,0.6237638837730798,0.5156776663638869,0.6423613264544052,0.5041537350262847,0.0012703812384940033
dePablo CV2,test,35,121,0.3422335352892565,0.004920163867277858,0.0097390635838241,1.5597164436114515,1.4320966741035135,1.664207586419278,0.23211091231576453,0.23211091231576453,0.2846018786111702,-0.1281415578405806,-1.940005771330312,1.7572637565765326,3.697269527906845,3.697269527906845,3.5282459469975693,45,5.551115123125783e-17,121,124,354,0.046420141620771044,5.709677419354839,0.7908161723955652,8.0,4.0,12.057600021362305,12.057929992675781,0.9999726344974903,-0.01512002944946289,0.026074886322021484,2.482913467675279,3.4298043848898887,0.7805022597312927,15.79170036315918,0.863086634268195,0.11872187789985876,0.6401074528694153,1.2812525033950806,5.421052631578948,5.631578947368421,5.7894736842105265,5.7894736842105265,0.21052631578947345,0.0,-2.367552465608247e-10,-4.357562933423399e-16,2.3631267928267172e-17,0.0653869619834056,0.07205234877099778,0.08302247392586733,0.11215902353383454,0.1597408490857577,0.16945634706201154,0.18906471839741987,0.18933572958210257,0.22112945666440273,0.5614052212499765,0.7511950163701281,0.6448826367055771,0.20005522336129478,0.010970125154869545
dePablo CV2,test,36,158,-0.3779189657995969,0.004605653564958974,0.0092000816803892,-1.060345950325081,-0.8807688020700337,-1.3363452572718777,-0.455576455201844,0.4584989404510048,-0.2478698223919865,-0.044864216730853945,-1.481119309372109,1.5506072133157809,3.03172652268789,3.03172652268789,2.6540751843245074,94,5.551115123125783e-17,158,212,603,0.026960565143521416,5.688679245283019,0.7692584955432524,7.0,4.0,15.89760971069336,15.733129501342773,1.0104543860353115,0.011945009231567383,0.05063509941101074,2.730767433718465,4.219083312257738,0.2883753180503845,21.606815338134766,0.8509481643661733,0.37699699954026195,0.34330257773399353,3.4674668312072754,5.71875,5.75,5.71875,5.6875,0.03125,0.03125,1.7403416785555073e-16,8.174166825923745e-16,9.799569875666996e-10,0.021834247993651662,0.022970352619064098,0.025430357646379218,0.03190526957255567,0.049197719810000984,0.051023001191432986,0.06239971936345431,0.07164708238566801,0.07907518083236083,0.03226160088282599,0.2717757345653879,0.5184679204164484,0.4104647965911205,0.00246000502731512
dePablo CV2,test,37,151,0.3541335764499747,0.004884586707827709,0.0097720149354309,1.5462623126454793,1.3724314104387476,1.674880333557926,0.3024489231191785,0.3024489231191785,0.4055550033871204,-0.1752282916854502,-2.08665003914819,1.8411699584626648,3.9278199976108548,3.9278199976108548,3.6818582293818087,38,5.551115123125783e-17,151,192,548,0.02988656195462478,5.708333333333333,0.7761640004248815,7.0,4.0,15.107399940490723,15.153120040893555,0.9969827929641257,0.019070148468017578,0.008369922637939453,2.4945329050295544,3.9721462680433137,0.7970665097236633,20.297048568725586,0.86040890869433,0.11180755998457505,0.6452750563621521,1.254625678062439,5.689655172413793,5.724137931034483,5.724137931034483,5.793103448275862,0.03448275862069039,-0.068965517241379,-2.965553207146925e-10,6.442548334819952e-17,8.438140838777922e-16,0.039706412699694875,0.047778308931070414,0.050442379463944566,0.08039830364888823,0.11257946824418837,0.11635820627049959,0.11874437105069321,0.1328222752533754,0.14916236292217191,0.6792516148668885,0.8093815083571008,0.6209714859372681,0.2041899022149459,0.002664070532874152
dePablo CV2,test,38,115,-0.2026014905337221,0.004559445793025539,0.0091000595920697,-0.39155975758894745,-0.380207855994478,-0.4657354161083288,-0.08552756011385082,0.0996414556377968,0.05065208164658929,0.12315527579204688,-1.333584876681559,1.6093069980576942,2.942891874739253,2.942891874739253,2.8722766740893717,1,8.326672684688674e-17,115,112,327,0.052606177606177605,5.839285714285714,0.7140624651118646,7.0,5.0,11.426410675048828,11.370939254760742,1.0048783498922362,-0.021004915237426758,-0.09531998634338379,2.3753728533009872,3.009682483428136,0.4531711935997009,14.686665534973145,0.854563570350682,0.3234460169311264,0.34719398617744446,2.2067248821258545,5.882352941176471,5.882352941176471,5.764705882352941,5.764705882352941,0.0,0.0,-2.8921520976474e-10,-4.713191473055686e-16,4.632123438388946e-16,0.041499781676848375,0.05124297080515802,0.06066048458111767,0.09649078894267099,0.12073558975125499,0.14014671441681917,0.1533974061211604,0.16971393763266257,0.19960253170289297,0.659310647727851,0.7512838619035846,0.6361091656950904,0.1635054111292153,0.009417513775959646
dePablo CV2,test,39,164,-0.4103403225186684,0.00492697782613037,0.0098440866824234,-1.0762189253356371,-0.9467594955443458,-1.320307778195418,-0.3735482826510722,0.37821962786423824,-0.11057521591823354,0.17673549465013155,-1.273573191669643,1.851317892197648,3.1248910838672908,3.1248910838672908,2.5957193604401554,42,0.0,164,228,656,0.025349717907102557,5.754385964912281,0.8225058364723539,8.0,3.0,16.446571350097656,16.394460678100586,1.0031785535993067,-0.03930521011352539,-0.017149925231933594,2.7974058679509453,4.336743937337812,0.31644684076309204,21.93460464477539,0.838953479443018,0.3439657169869417,0.3624790608882904,3.1600773334503174,5.885714285714286,5.6571428571428575,5.771428571428571,5.885714285714286,-0.22857142857142865,-0.11428571428571477,-2.856553848139905e-16,3.536842129264577e-16,5.852701910324489e-10,0.008000894372306446,0.01791838647946699,0.022220151691056046,0.02648044327260004,0.029473697107114005,0.039770856460775966,0.05713180615839014,0.06135696323664471,0.06514153360086906,0.614069653607728,0.5526512040160123,0.3943911561713204,0.37352846644395543,0.004301765211589058
dePablo CV2,test,40,183,0.1580742131340375,0.004573591710600655,0.0091486169513677,0.8940623764547372,0.6983738266113162,1.07447579402656,0.3761019674152437,0.3761019674152437,0.40895330090029064,0.05145044139197722,-1.8583384346487783,1.9720226643710836,3.830361099019862,3.830361099019862,3.7987514242083846,58,2.7755575615628914e-17,183,284,820,0.02040511620962524,5.774647887323944,0.7862763571540736,8.0,4.0,18.300180435180664,18.354759216308594,0.9970264507158756,0.05163002014160156,0.05792999267578125,2.528045479553502,4.468030030199445,0.2874983549118042,24.461580276489258,0.8712438290439001,0.25909754045939437,0.5117464065551758,3.4783318042755127,5.744186046511628,5.744186046511628,5.604651162790698,5.790697674418604,0.0,-0.18604651162790642,-3.0888383601249243e-10,-6.09319040353517e-16,-5.740732848980863e-16,0.02211240607262179,0.026879003455087133,0.02893703308880136,0.05245531711179104,0.06799496700492887,0.07994889137099741,0.09555500004968798,0.09627871533174227,0.10654010674525206,0.6946898955541175,0.7390350110492486,0.6877893488017774,0.2891085565675386,0.0020580296337142263
dePablo CV2,test,41,180,0.1984530464851873,0.0049927318616225435,0.00997864070291,0.9900029403245311,0.8008197093637225,1.1542111450267856,0.3533914356630631,0.3533914356630631,0.4090109766598495,-0.049463844775185985,-2.016297991727292,1.946093757152203,3.962391748879495,3.962391748879495,3.8916645566620147,51,0.0,180,272,786,0.021326242674191448,5.779411764705882,0.7735629605786711,8.0,4.0,17.96860122680664,18.070411682128906,0.9943659028298203,0.018169879913330078,0.008244991302490234,2.592856887225583,4.513766880064555,0.28609463572502136,24.540124893188477,0.870834632570507,0.23890662012586736,0.4644193947315216,3.4951531887054443,5.853658536585366,5.7317073170731705,5.829268292682927,5.682926829268292,-0.12195121951219523,0.14634146341463428,-4.216268355939163e-10,-3.250072749172013e-16,5.026192715281668e-16,0.025250957847682026,0.030840038194501696,0.031216163069930837,0.05323102743208899,0.07770948081187386,0.08686408035369451,0.0979230241088355,0.10104321529643452,0.10839133243387473,0.6709429797189356,0.8619626018257146,0.6541503511633776,0.15138732888436346,0.0003761248754291409
dePablo CV2,test,42,183,-0.1806314739996638,0.004552626867485603,0.0089291567090214,-0.390734938823495,-0.3514811756529317,-0.4757085449061952,-0.1242273692532635,0.13058052955085359,-0.029288862964074902,-0.07718448118006827,-1.611488291574255,1.4816476386549489,3.093135930229204,3.093135930229204,3.0272068429238277,70,0.0,183,284,819,0.020380231921564722,5.767605633802817,0.8193564372334338,8.0,4.0,18.447490692138672,18.33517074584961,1.0061259285689765,-0.008124828338623047,0.009754657745361328,2.821923438536961,4.758825425309741,0.19931279122829437,24.62363624572754,0.861266965030605,0.3600725604438693,0.3695596158504486,5.017313480377197,5.651162790697675,5.883720930232558,5.837209302325581,5.674418604651163,0.23255813953488325,0.162790697674418,6.0123371226735e-16,1.307853352927317e-15,3.873538451547346e-11,0.003464066363599018,0.016300209355902227,0.02166357996157928,0.023518562596782245,0.042230128485833594,0.0494613300455594,0.05271540904059018,0.06776913450526943,0.07124339107650501,0.8556006361585693,0.511034612928577,0.4255992116177087,0.5477716808743535,0.005363370605677053
dePablo CV2,test,43,123,-0.0249099652893926,0.005098728185416147,0.0101997333848035,0.32699172438194596,0.2365868488505324,0.4044963337743584,0.16790948492382599,0.16790948492382599,0.1937957413698097,-0.13887418015410652,-1.7617854367512271,1.4650404943430808,3.226825931094308,3.226825931094308,3.257744275554814,57,3.122502256758253e-17,123,128,369,0.0453986220472441,5.765625,0.8147504890302306,7.0,4.0,11.9621000289917,11.986949920654297,0.9979269212078896,0.1291499137878418,-0.2032151222229004,2.485863863048838,3.394816997131569,0.2868203818798065,16.427879333496094,0.8657795805433578,0.3288908505789395,0.4401128590106964,3.486248254776001,5.35,5.75,5.6,5.8,0.40000000000000036,-0.20000000000000018,-4.535936719295819e-10,-4.683508691892767e-16,6.571842840281735e-16,0.05301308394884023,0.05567135615634352,0.06110148015644654,0.09154888608064453,0.1116015522834246,0.14346052731601006,0.156929460797408,0.17286471839290654,0.17923575985233436,0.5764660461159289,0.32248783148429655,0.66658229360889,0.6142226093348528,0.005430124000103023
dePablo CV2,test,44,170,-0.1496032734170133,0.005238891613015388,0.0104984123034433,-0.16206293472254338,-0.1348314038932736,-0.2199158348222736,-0.08508443092899998,0.09090906474698579,-0.02028913454462663,-0.0635729156055222,-1.5780216351371854,1.462372140442188,3.0403937755793735,3.0403937755793735,3.0030373938887345,35,0.0,170,244,701,0.023645685758618362,5.745901639344262,0.7794646692782491,7.0,4.0,17.016849517822266,16.9543399810791,1.0036869342488663,0.03173494338989258,-0.014809608459472656,2.686271774105611,4.386048732037297,0.37110140919685364,22.947837829589844,0.8650465975814471,0.32876575756009957,0.4014500081539154,2.694627046585083,5.648648648648648,5.72972972972973,5.837837837837838,5.621621621621622,0.08108108108108159,0.21621621621621578,-2.761799190604798e-16,9.53699009550028e-17,8.141740502250357e-10,0.023317495890231764,0.02477274721125321,0.02821430136359642,0.04939389522268568,0.05375739510098575,0.06397218523711577,0.07429025701922988,0.07739763780781668,0.09072074602449208,0.622621166681462,0.32713496187102975,0.6395206910323127,0.7119333766113546,0.0034415541523432104
dePablo CV2,test,45,146,-0.1005514179318246,0.004800732965601024,0.0095771003300315,0.2521477562262052,0.1971529185547485,0.2880226048525061,0.09086968629775757,0.09086968629775757,0.12952864574594306,-0.15718167393308344,-1.832389356199272,1.518514272251987,3.3509036284512588,3.3509036284512588,3.3380322334436836,44,9.71445146547012e-17,146,180,522,0.03240223463687151,5.8,0.7483314773547882,7.0,4.0,14.665240287780762,14.678279876708984,0.9991116405302427,-0.019659996032714844,0.01538991928100586,2.649390407848632,3.9470263156233254,0.3363181948661804,19.441753387451172,0.8734636513437805,0.3484433278268003,0.42479485273361206,2.9730582237243652,5.851851851851852,5.666666666666667,5.851851851851852,5.666666666666667,-0.18518518518518512,0.18518518518518512,-3.328483516645804e-10,-7.038435758875629e-16,2.1422768630213183e-15,0.030086903225123276,0.033058867762762435,0.039980953418464735,0.051947876109703035,0.06394639941599964,0.07440335584032916,0.09641370639220392,0.10304262161062691,0.12915415222111015,0.5098648630688555,0.5359742004378609,0.49783795919110163,0.7353011940037744,0.0069220856557022994
dePablo CV2,test,46,158,-0.1613288408896635,0.004804454856551706,0.0096002033799426,-0.24979511830034992,-0.2173278776482564,-0.323945205235926,-0.10661732758766962,0.11168850392650742,-0.019150315852103257,-0.13524986762844377,-1.708616221459253,1.4511811994209212,3.1597974208801745,3.1597974208801745,3.122222744070074,20,0.0,158,212,603,0.026960565143521416,5.688679245283019,0.7692584955432524,7.0,4.0,15.883009910583496,15.725339889526367,1.0100264936824763,-0.03592491149902344,0.05264997482299805,2.661949350762723,4.157331417717328,0.3224564790725708,21.598209381103516,0.856982202128589,0.3134521880205663,0.3858352303504944,3.101271629333496,5.71875,5.75,5.6875,5.75,0.03125,-0.0625,5.126535310449954e-16,7.021246230647154e-16,1.216921082735957e-09,0.022291431120876885,0.025778351006115325,0.0299927033048342,0.04277224008253707,0.05472423576400321,0.06739851288652599,0.07429070518893177,0.08610868946579771,0.09203070038980342,0.6493615965503744,0.7547465900773536,0.25356449067745485,0.1884953974960387,0.004214352298718874
dePablo CV2,test,47,178,0.2050441664335105,0.004592836316852725,0.0091556711940445,1.1719636479234332,0.9750083221828604,1.3435600315198573,0.3685517093369969,0.3685517093369969,0.42479413492004076,-0.1149148817570611,-2.095706347057885,1.8993913922184744,3.9950977392763596,3.9950977392763596,3.91601739486672,55,2.7755575615628914e-17,178,268,769,0.02149365531891106,5.7388059701492535,0.7719823723686567,7.0,4.0,17.85464096069336,17.88661003112793,0.998212681420407,0.038289546966552734,0.017965316772460938,2.4369260729211826,4.269577593425592,0.38428524136543274,23.7636661529541,0.8724202511757031,0.2240678068999651,0.49035635590553284,2.6020150184631348,5.682926829268292,5.902439024390244,5.7317073170731705,5.829268292682927,0.21951219512195141,-0.09756097560975618,-3.505066722668862e-16,-3.661766983908912e-17,7.363647785099354e-10,0.02303194426364998,0.03240661947147348,0.03328596793678155,0.05995825376078338,0.06898250982811856,0.09518145955912102,0.10465290796435305,0.10765927349815906,0.11441949299543902,0.6419372841447557,0.5941999430670052,0.7093930109604907,0.3817820735585562,0.0008793484653080649
dePablo CV2,test,48,158,-0.4558432561012651,0.005476857519023741,0.0110279356192594,-1.1418938706038286,-0.9778944720296956,-1.4148642177599706,-0.436969745730275,0.4396636015431722,-0.1976500877194032,0.3055079660040741,-1.0237078792366616,1.8363713751648636,2.8600792544015254,2.8600792544015254,2.3813753608818424,3,5.551115123125783e-17,158,212,609,0.027228829473307698,5.745283018867925,0.7404909227619022,7.0,4.0,15.600379943847656,15.78615951538086,0.9882314902904539,0.07422018051147461,-0.031709909439086914,2.8111232461894087,4.279876674570272,0.3266274034976959,21.32996368408203,0.8447209415568898,0.3630793301198909,0.33803075551986694,3.06135892868042,5.625,5.84375,5.65625,5.8125,0.21875,-0.15625,-5.49041508888382e-10,-5.713379636355615e-16,-1.8006440428161737e-17,0.018057625688634612,0.024163881074755495,0.026932777704506118,0.04049699692455456,0.044369813988017065,0.05136584041358439,0.054084489475766065,0.0710267600103772,0.07328707936631519,0.35656078957584864,0.6905148279000407,0.564741002141047,0.3101201713297868,0.002768896629750623
