dataset,split,sim_idx,frames,final_p_ratio,mean_x_compression,final_x_compression,mean_axis_p_ratio,initial_axis_p_ratio,final_axis_p_ratio,slope_axis_p_ratio,range_axis_p_ratio,early_slope_axis_p_ratio,mean_axis_x_compression,initial_axis_x_compression,final_axis_x_compression,slope_axis_x_compression,range_axis_x_compression,early_slope_axis_x_compression,original_sim_idx,abs_final_p_ratio_diff,raw_frames
dePablo CV2,test,56,164,0.3480696477983587,0.004528074253960645,0.0090378838276875,1.5670910494280335,1.3021576463527718,1.7820035196701305,0.47984587331735873,0.47984587331735873,0.5937843973367558,-0.20427984305695213,-2.0867157643180163,1.790189114280031,3.8769048785980473,3.8769048785980473,3.6198978074570074,23,0.0,164
dePablo CV2,test,57,149,-0.3942740135525513,0.00541977661917043,0.0108680638955557,-1.1443562944603736,-0.9534993930568288,-1.4540203577498294,-0.5005209646930006,0.5028383669079558,-0.23153595135248858,-0.11666787559294348,-1.3468657071314454,1.309424780359863,2.6562904874913085,2.6562904874913085,2.192412806252062,7,0.0,149
dePablo CV2,test,58,141,0.3407780379320012,0.00507684323542034,0.0101749508475823,1.5610948470293657,1.3822374893741791,1.7067319672353662,0.3244944778611871,0.3244944778611871,0.40025818457575774,-0.08600538796942556,-2.0368356194221486,1.9414213021476376,3.9782569215697863,3.9782569215697863,3.8026849632221116,75,5.551115123125783e-17,141
dePablo CV2,test,59,146,0.1557504796115596,0.004660547039931756,0.009297888334368,0.9947739074988673,0.859357529393085,1.1195814571588751,0.2602239277657902,0.2602239277657902,0.28401051891318013,0.002776393305260359,-2.0198436136741145,2.0390712415907672,4.058914855264882,4.058914855264882,4.025467455502936,25,2.7755575615628914e-17,146
dePablo CV2,test,60,169,-0.4204057219757763,0.005468464200644322,0.0109781278205714,-1.3388332604800852,-1.15901298263118,-1.609796187637662,-0.45078320500648217,0.4538487875545989,-0.2612597635187608,0.22996489417238433,-1.1652685430245184,1.833319730181956,2.998588273206474,2.998588273206474,2.509886731992643,62,0.0,169
dePablo CV2,test,61,151,0.1881998080526484,0.0047842786053170425,0.0095385905321632,1.1001881011035006,0.9306506349842302,1.2473734803977414,0.31672284541351126,0.31672284541351126,0.36900019896774394,0.09685152924058088,-1.886093981697532,2.1169430292108493,4.003037010908381,4.003037010908381,3.917567877653498,91,0.0,151
dePablo CV2,test,62,158,0.3487693642166894,0.004972651225422507,0.0099453522166072,1.6463020922556475,1.4575137760606562,1.7898624628469544,0.33234868678629814,0.33234868678629814,0.4346785788423848,-0.3178924827269415,-2.2253878180495708,1.7119757217409124,3.937363539790483,3.937363539790483,3.6528863272024616,54,5.551115123125783e-17,158
dePablo CV2,test,63,123,-0.5381298285827363,0.004966081767262335,0.0099370890875837,-1.3961732811671967,-1.1303611733244965,-1.788255842446313,-0.6578946691218166,0.659373671058266,-0.3815002454696332,0.37054202744420456,-0.9488507190235186,1.9049473480146504,2.853798067038169,2.853798067038169,2.3464707394173567,66,0.0,123
dePablo CV2,test,64,123,-0.2391919054270432,0.005777172032559787,0.0107804982360249,-0.3922982468591883,-0.4060041789637,-0.4085186877508938,-0.002514508787193781,0.023621840475605504,0.060996608029900104,-0.17565035055662714,-1.3604482345894455,1.0094531720864182,2.3699014066758637,2.3699014066758637,2.347719231081436,40,5.551115123125783e-17,123
dePablo CV2,test,65,161,-0.0600070150824272,0.0047595165082243655,0.0094820319827146,0.0805222811558725,0.0588596328128712,0.0775389259631749,0.018679293150303693,0.028115857821847896,0.06598189581570482,-0.028292479954669474,-1.6069680291554838,1.5571024457444778,3.1640704748999617,3.1640704748999617,3.1404628513587753,63,2.0816681711721685e-17,161
dePablo CV2,test,66,115,-0.4425836976874488,0.005655182213110101,0.0113269177178051,-1.0720556202413145,-0.922450950969102,-1.3135421834945862,-0.39109123252548417,0.39332602132356376,-0.1782569458621378,-0.019865376361494772,-1.2841842940834762,1.3951223527526233,2.6793066468360998,2.6793066468360998,2.3281895225289273,24,0.0,115
dePablo CV2,test,67,111,-0.5734598575106268,0.005268320135957108,0.0105070576665983,-1.3766780251773214,-1.1851206817763824,-1.676983392991804,-0.4918627112154217,0.49285689685853407,-0.22957444257757004,0.02841039209610329,-1.039181653488386,1.3299070417838568,2.369088695272243,2.369088695272243,1.7998522833897659,61,0.0,111
dePablo CV2,test,68,154,-0.481852099538911,0.006312682324799605,0.0127505557790053,-1.5010372389589046,-1.210849463160785,-1.8855632722294944,-0.6747138090687095,0.6766836614167562,-0.4699040675523559,-0.020367489965657258,-1.1376297073320818,1.3349347594116274,2.472564466743709,2.472564466743709,1.8967222933642938,92,0.0,154
dePablo CV2,test,69,147,-0.4669767574585872,0.0040639373739161785,0.0080187329148721,-1.0714615694972458,-0.8515352091241131,-1.420570602376556,-0.569035393252443,0.5705910241362572,-0.27915511448877767,0.043181042604870504,-1.2285881418864435,1.557289881058283,2.7858780229447264,2.7858780229447264,2.2159527619514923,73,0.0,147
