target,descriptor,pearson_r,abs_r
initial_axis_x_compression,node_count,-0.15738788582139104,0.15738788582139104
initial_axis_x_compression,edge_count,-0.15918091309449833,0.15918091309449833
initial_axis_x_compression,edge_density,0.2212745030979993,0.2212745030979993
initial_axis_x_compression,mean_degree,-0.07654411748989767,0.07654411748989767
initial_axis_x_compression,std_degree,-0.02069954310562855,0.02069954310562855
initial_axis_x_compression,max_degree,-0.013232407936602488,0.013232407936602488
initial_axis_x_compression,min_degree,0.15451581995188293,0.15451581995188293
initial_axis_x_compression,x_span0,-0.16738360700272273,0.16738360700272273
initial_axis_x_compression,y_span0,-0.17869206168516294,0.17869206168516294
initial_axis_x_compression,aspect_ratio0,0.14313406357600464,0.14313406357600464
initial_axis_x_compression,x_center0,0.0522555519396701,0.0522555519396701
initial_axis_x_compression,y_center0,-0.11192606036830993,0.11192606036830993
initial_axis_x_compression,edge_len_mean,0.6697595436395348,0.6697595436395348
initial_axis_x_compression,edge_len_std,-0.038469887454696684,0.038469887454696684
initial_axis_x_compression,edge_len_min,-0.5645570135126615,0.5645570135126615
initial_axis_x_compression,edge_len_max,-0.2268665879703515,0.2268665879703515
initial_axis_x_compression,stiffness_mean,-0.772880346285436,0.772880346285436
initial_axis_x_compression,stiffness_std,0.8372041265253737,0.8372041265253737
initial_axis_x_compression,stiffness_min,-0.8706953500170653,0.8706953500170653
initial_axis_x_compression,stiffness_max,0.4730053013911524,0.4730053013911524
initial_axis_x_compression,left_mean_degree,-0.02790493694075602,0.02790493694075602
initial_axis_x_compression,right_mean_degree,0.024200038782027453,0.024200038782027453
initial_axis_x_compression,top_mean_degree,-0.05524524908224903,0.05524524908224903
initial_axis_x_compression,bottom_mean_degree,0.04529366745442166,0.04529366745442166
initial_axis_x_compression,left_right_degree_asymmetry,0.035385819955636375,0.035385819955636375
initial_axis_x_compression,top_bottom_degree_asymmetry,-0.07051857937156032,0.07051857937156032
initial_axis_x_compression,hessian_lambda1,,
initial_axis_x_compression,hessian_lambda2,,
initial_axis_x_compression,hessian_lambda3,,
initial_axis_x_compression,hessian_lambda4,-0.3323958307210605,0.3323958307210605
initial_axis_x_compression,hessian_lambda5,-0.3825144029297493,0.3825144029297493
initial_axis_x_compression,hessian_lambda6,-0.3108439530782809,0.3108439530782809
initial_axis_x_compression,hessian_lambda7,-0.4474210129390125,0.4474210129390125
initial_axis_x_compression,hessian_lambda8,-0.48685942594635784,0.48685942594635784
initial_axis_x_compression,hessian_lambda9,-0.5054752823217814,0.5054752823217814
initial_axis_x_compression,hessian_lambda10,-0.4934954526523036,0.4934954526523036
initial_axis_x_compression,hessian_lambda11,-0.47257926692013646,0.47257926692013646
initial_axis_x_compression,hessian_lambda12,-0.4435871725769136,0.4435871725769136
initial_axis_x_compression,hessian_mode5_participation,-0.3722616497862907,0.3722616497862907
initial_axis_x_compression,hessian_mode5_x_fraction,-0.16085918571256366,0.16085918571256366
initial_axis_x_compression,hessian_mode6_participation,-0.3705686104494404,0.3705686104494404
initial_axis_x_compression,hessian_mode6_x_fraction,0.20118551804672238,0.20118551804672238
initial_axis_x_compression,hessian_gap_6_5,0.13339793949839843,0.13339793949839843
final_axis_x_compression,node_count,0.3094279120893162,0.3094279120893162
final_axis_x_compression,edge_count,0.3118847447032588,0.3118847447032588
final_axis_x_compression,edge_density,-0.28807841083743385,0.28807841083743385
final_axis_x_compression,mean_degree,0.06734996846027928,0.06734996846027928
final_axis_x_compression,std_degree,-0.09192423833224805,0.09192423833224805
final_axis_x_compression,max_degree,0.12186587841161878,0.12186587841161878
final_axis_x_compression,min_degree,-0.13657379491717847,0.13657379491717847
final_axis_x_compression,x_span0,0.3006260228537438,0.3006260228537438
final_axis_x_compression,y_span0,0.3100744532608351,0.3100744532608351
final_axis_x_compression,aspect_ratio0,-0.10822290018269591,0.10822290018269591
final_axis_x_compression,x_center0,-0.04971571236830468,0.04971571236830468
final_axis_x_compression,y_center0,0.1740853366766936,0.1740853366766936
final_axis_x_compression,edge_len_mean,-0.3263951116799503,0.3263951116799503
final_axis_x_compression,edge_len_std,0.1978034820328701,0.1978034820328701
final_axis_x_compression,edge_len_min,0.28235515918713394,0.28235515918713394
final_axis_x_compression,edge_len_max,0.32700479530946175,0.32700479530946175
final_axis_x_compression,stiffness_mean,0.4466012707069831,0.4466012707069831
final_axis_x_compression,stiffness_std,-0.4439367293819239,0.4439367293819239
final_axis_x_compression,stiffness_min,0.42989435059393116,0.42989435059393116
final_axis_x_compression,stiffness_max,-0.3268018421974374,0.3268018421974374
final_axis_x_compression,left_mean_degree,0.10438502803319194,0.10438502803319194
final_axis_x_compression,right_mean_degree,-0.003881868925131254,0.003881868925131254
final_axis_x_compression,top_mean_degree,-0.06957411904770541,0.06957411904770541
final_axis_x_compression,bottom_mean_degree,0.14724754915615748,0.14724754915615748
final_axis_x_compression,left_right_degree_asymmetry,-0.08033052735441447,0.08033052735441447
final_axis_x_compression,top_bottom_degree_asymmetry,-0.15303100596434188,0.15303100596434188
final_axis_x_compression,hessian_lambda1,,
final_axis_x_compression,hessian_lambda2,,
final_axis_x_compression,hessian_lambda3,,
final_axis_x_compression,hessian_lambda4,0.15182109232239635,0.15182109232239635
final_axis_x_compression,hessian_lambda5,0.15994194934085776,0.15994194934085776
final_axis_x_compression,hessian_lambda6,0.044308762935269135,0.044308762935269135
