case,case_short,dataset,sim_idx,epoch,train_mse_norm
high final p-ratio,high_p,high_p CV2 sim-56,56,16,0.01942188342047088
high final p-ratio,high_p,high_p CV2 sim-56,56,17,0.015459707116379458
high final p-ratio,high_p,high_p CV2 sim-56,56,18,0.015069259303238462
high final p-ratio,high_p,high_p CV2 sim-56,56,19,0.012863897506202407
high final p-ratio,high_p,high_p CV2 sim-56,56,20,0.01271329992724692
high final p-ratio,high_p,high_p CV2 sim-56,56,21,0.01130684613085845
high final p-ratio,high_p,high_p CV2 sim-56,56,22,0.010578006944235633
high final p-ratio,high_p,high_p CV2 sim-56,56,23,0.016339020036599216
high final p-ratio,high_p,high_p CV2 sim-56,56,24,0.01032122180742376
high final p-ratio,high_p,high_p CV2 sim-56,56,25,0.00829311106901835
high final p-ratio,high_p,high_p CV2 sim-56,56,26,0.00702853877480854
high final p-ratio,high_p,high_p CV2 sim-56,56,27,0.006374705925255138
high final p-ratio,high_p,high_p CV2 sim-56,56,28,0.005572212942163734
high final p-ratio,high_p,high_p CV2 sim-56,56,29,0.005511146846829969
high final p-ratio,high_p,high_p CV2 sim-56,56,30,0.007216526784331483
high final p-ratio,high_p,high_p CV2 sim-56,56,31,0.014526820632026476
high final p-ratio,high_p,high_p CV2 sim-56,56,32,0.019859740729717648
high final p-ratio,high_p,high_p CV2 sim-56,56,33,0.010061941493083449
high final p-ratio,high_p,high_p CV2 sim-56,56,34,0.006465281277675839
high final p-ratio,high_p,high_p CV2 sim-56,56,35,0.00554323527852402
high final p-ratio,high_p,high_p CV2 sim-56,56,36,0.0045449099613024905
high final p-ratio,high_p,high_p CV2 sim-56,56,37,0.003920577302136842
high final p-ratio,high_p,high_p CV2 sim-56,56,38,0.0036642203956623286
high final p-ratio,high_p,high_p CV2 sim-56,56,39,0.004854677066973904
high final p-ratio,high_p,high_p CV2 sim-56,56,40,0.003983731039197129
high final p-ratio,high_p,high_p CV2 sim-56,56,41,0.003432076979045044
high final p-ratio,high_p,high_p CV2 sim-56,56,42,0.0028358101296950787
high final p-ratio,high_p,high_p CV2 sim-56,56,43,0.0026148603955174193
high final p-ratio,high_p,high_p CV2 sim-56,56,44,0.0032500497010700844
high final p-ratio,high_p,high_p CV2 sim-56,56,45,0.0048497480970314324
high final p-ratio,high_p,high_p CV2 sim-56,56,46,0.006246418692171574
high final p-ratio,high_p,high_p CV2 sim-56,56,47,0.003240133005687419
high final p-ratio,high_p,high_p CV2 sim-56,56,48,0.002426277209237656
high final p-ratio,high_p,high_p CV2 sim-56,56,49,0.00227636842550162
high final p-ratio,high_p,high_p CV2 sim-56,56,50,0.001976641162079485
high final p-ratio,high_p,high_p CV2 sim-56,56,51,0.002572846571531366
high final p-ratio,high_p,high_p CV2 sim-56,56,52,0.002772173152633888
high final p-ratio,high_p,high_p CV2 sim-56,56,53,0.0027979837922269806
high final p-ratio,high_p,high_p CV2 sim-56,56,54,0.00370541333412642
high final p-ratio,high_p,high_p CV2 sim-56,56,55,0.004707332810058314
high final p-ratio,high_p,high_p CV2 sim-56,56,56,0.0043469807338517375
high final p-ratio,high_p,high_p CV2 sim-56,56,57,0.005001610638025929
high final p-ratio,high_p,high_p CV2 sim-56,56,58,0.011290463194360627
high final p-ratio,high_p,high_p CV2 sim-56,56,59,0.006306204218965243
high final p-ratio,high_p,high_p CV2 sim-56,56,60,0.0035264138132333755
high final p-ratio,high_p,high_p CV2 sim-56,56,61,0.002515260239734369
high final p-ratio,high_p,high_p CV2 sim-56,56,62,0.0017239210291710846
high final p-ratio,high_p,high_p CV2 sim-56,56,63,0.0015823576729470754
high final p-ratio,high_p,high_p CV2 sim-56,56,64,0.0015451013494063826
high final p-ratio,high_p,high_p CV2 sim-56,56,65,0.0015233767711940933
high final p-ratio,high_p,high_p CV2 sim-56,56,66,0.001172069925814867
high final p-ratio,high_p,high_p CV2 sim-56,56,67,0.0010279457714846905
high final p-ratio,high_p,high_p CV2 sim-56,56,68,0.0009634851354776937
high final p-ratio,high_p,high_p CV2 sim-56,56,69,0.0009876124506049296
high final p-ratio,high_p,high_p CV2 sim-56,56,70,0.0008505548775086508
high final p-ratio,high_p,high_p CV2 sim-56,56,71,0.0007628432872212108
high final p-ratio,high_p,high_p CV2 sim-56,56,72,0.0007228487691677668
high final p-ratio,high_p,high_p CV2 sim-56,56,73,0.000632040253977346
high final p-ratio,high_p,high_p CV2 sim-56,56,74,0.0006248529705985942
high final p-ratio,high_p,high_p CV2 sim-56,56,75,0.0006944154515889857
high final p-ratio,high_p,high_p CV2 sim-56,56,76,0.000710222781087984
high final p-ratio,high_p,high_p CV2 sim-56,56,77,0.001146345806773752
high final p-ratio,high_p,high_p CV2 sim-56,56,78,0.0011195216759327142
high final p-ratio,high_p,high_p CV2 sim-56,56,79,0.008665326469139579
high final p-ratio,high_p,high_p CV2 sim-56,56,80,0.004090465187533375
high final p-ratio,high_p,high_p CV2 sim-56,56,81,0.0046691958217279
high final p-ratio,high_p,high_p CV2 sim-56,56,82,0.002325205844553078
high final p-ratio,high_p,high_p CV2 sim-56,56,83,0.0015355472329675274
high final p-ratio,high_p,high_p CV2 sim-56,56,84,0.0009373991907683804
high final p-ratio,high_p,high_p CV2 sim-56,56,85,0.0006672696463818498
high final p-ratio,high_p,high_p CV2 sim-56,56,86,0.0008708551108344074
high final p-ratio,high_p,high_p CV2 sim-56,56,87,0.0008716656696325278
high final p-ratio,high_p,high_p CV2 sim-56,56,88,0.0008008027661536984
high final p-ratio,high_p,high_p CV2 sim-56,56,89,0.0005713967685176827
high final p-ratio,high_p,high_p CV2 sim-56,56,90,0.0004917430804412373
high final p-ratio,high_p,high_p CV2 sim-56,56,91,0.0007009134107433698
high final p-ratio,high_p,high_p CV2 sim-56,56,92,0.0009395954342942466
high final p-ratio,high_p,high_p CV2 sim-56,56,93,0.0009996582606725175
high final p-ratio,high_p,high_p CV2 sim-56,56,94,0.0007700795095468707
high final p-ratio,high_p,high_p CV2 sim-56,56,95,0.0005986802742186495
high final p-ratio,high_p,high_p CV2 sim-56,56,96,0.0004399504652931629
high final p-ratio,high_p,high_p CV2 sim-56,56,97,0.0003941920243532342
high final p-ratio,high_p,high_p CV2 sim-56,56,98,0.0005081289102022043
high final p-ratio,high_p,high_p CV2 sim-56,56,99,0.0006561704606557375
high final p-ratio,high_p,high_p CV2 sim-56,56,100,0.0005804161106318454
high final p-ratio,high_p,high_p CV2 sim-56,56,101,0.0008363723960321615
high final p-ratio,high_p,high_p CV2 sim-56,56,102,0.0018434668514494073
high final p-ratio,high_p,high_p CV2 sim-56,56,103,0.001171315085444161
high final p-ratio,high_p,high_p CV2 sim-56,56,104,0.0008828028598252465
high final p-ratio,high_p,high_p CV2 sim-56,56,105,0.00046094152768252087
high final p-ratio,high_p,high_p CV2 sim-56,56,106,0.0004217902006690993
high final p-ratio,high_p,high_p CV2 sim-56,56,107,0.0004171837234239587
high final p-ratio,high_p,high_p CV2 sim-56,56,108,0.0004432939664077233
high final p-ratio,high_p,high_p CV2 sim-56,56,109,0.0002790633006952703
high final p-ratio,high_p,high_p CV2 sim-56,56,110,0.00044065015304915826
high final p-ratio,high_p,high_p CV2 sim-56,56,111,0.0005351541947354289
high final p-ratio,high_p,high_p CV2 sim-56,56,112,0.0005334486315191231
high final p-ratio,high_p,high_p CV2 sim-56,56,113,0.0010101469747229096
high final p-ratio,high_p,high_p CV2 sim-56,56,114,0.0015568503568989828
high final p-ratio,high_p,high_p CV2 sim-56,56,115,0.0004567965995246435
high final p-ratio,high_p,high_p CV2 sim-56,56,116,0.0005306366947479546
high final p-ratio,high_p,high_p CV2 sim-56,56,117,0.0004096592541934703
high final p-ratio,high_p,high_p CV2 sim-56,56,118,0.00029194397810737
high final p-ratio,high_p,high_p CV2 sim-56,56,119,0.00021056315488428534
high final p-ratio,high_p,high_p CV2 sim-56,56,120,0.0005467763831428088
high final p-ratio,high_p,high_p CV2 sim-56,56,121,0.0022604952100664377
high final p-ratio,high_p,high_p CV2 sim-56,56,122,0.0019455654889016466
high final p-ratio,high_p,high_p CV2 sim-56,56,123,0.0059613787058932595
high final p-ratio,high_p,high_p CV2 sim-56,56,124,0.008873591384412172
high final p-ratio,high_p,high_p CV2 sim-56,56,125,0.0083682000198785
high final p-ratio,high_p,high_p CV2 sim-56,56,126,0.005682329434956259
high final p-ratio,high_p,high_p CV2 sim-56,56,127,0.00764526181635173
high final p-ratio,high_p,high_p CV2 sim-56,56,128,0.0037574101075091783
high final p-ratio,high_p,high_p CV2 sim-56,56,129,0.0019199162351844065
high final p-ratio,high_p,high_p CV2 sim-56,56,130,0.0010997183545602158
high final p-ratio,high_p,high_p CV2 sim-56,56,131,0.0008468246001832406
high final p-ratio,high_p,high_p CV2 sim-56,56,132,0.0006435333463527701
high final p-ratio,high_p,high_p CV2 sim-56,56,133,0.0007261131249833852
high final p-ratio,high_p,high_p CV2 sim-56,56,134,0.0005972329869537669
high final p-ratio,high_p,high_p CV2 sim-56,56,135,0.0005986669549362405
high final p-ratio,high_p,high_p CV2 sim-56,56,136,0.0003541551242746851
high final p-ratio,high_p,high_p CV2 sim-56,56,137,0.00027681975402896674
high final p-ratio,high_p,high_p CV2 sim-56,56,138,0.0003320336271666319
high final p-ratio,high_p,high_p CV2 sim-56,56,139,0.0003864367112435181
high final p-ratio,high_p,high_p CV2 sim-56,56,140,0.00023181348275530208
high final p-ratio,high_p,high_p CV2 sim-56,56,141,0.0002699887914144818
high final p-ratio,high_p,high_p CV2 sim-56,56,142,0.0002429511891130139
high final p-ratio,high_p,high_p CV2 sim-56,56,143,0.00028177052530843546
high final p-ratio,high_p,high_p CV2 sim-56,56,144,0.00036239872775588403
high final p-ratio,high_p,high_p CV2 sim-56,56,145,0.011787217377465875
high final p-ratio,high_p,high_p CV2 sim-56,56,146,0.016333795248476023
high final p-ratio,high_p,high_p CV2 sim-56,56,147,0.010468670016373782
high final p-ratio,high_p,high_p CV2 sim-56,56,148,0.004811216351192664
high final p-ratio,high_p,high_p CV2 sim-56,56,149,0.0022753156303866383
high final p-ratio,high_p,high_p CV2 sim-56,56,150,0.001274819059557665
high final p-ratio,high_p,high_p CV2 sim-56,56,151,0.0005908585136400207
high final p-ratio,high_p,high_p CV2 sim-56,56,152,0.0004391203264651053
high final p-ratio,high_p,high_p CV2 sim-56,56,153,0.0004198789213071851
high final p-ratio,high_p,high_p CV2 sim-56,56,154,0.0006229020706514883
high final p-ratio,high_p,high_p CV2 sim-56,56,155,0.001402839840225437
high final p-ratio,high_p,high_p CV2 sim-56,56,156,0.0010052815059145145
high final p-ratio,high_p,high_p CV2 sim-56,56,157,0.0003941926851813846
high final p-ratio,high_p,high_p CV2 sim-56,56,158,0.0002751862279290114
high final p-ratio,high_p,high_p CV2 sim-56,56,159,0.00023838164120474283
high final p-ratio,high_p,high_p CV2 sim-56,56,160,0.00025910687263068906
high final p-ratio,high_p,high_p CV2 sim-56,56,161,0.00023130342186264256
high final p-ratio,high_p,high_p CV2 sim-56,56,162,0.00022566460607135121
high final p-ratio,high_p,high_p CV2 sim-56,56,163,0.00020267940828275373
high final p-ratio,high_p,high_p CV2 sim-56,56,164,0.0002210693500648417
high final p-ratio,high_p,high_p CV2 sim-56,56,165,0.00021327137073967606
high final p-ratio,high_p,high_p CV2 sim-56,56,166,0.00028472925666445754
high final p-ratio,high_p,high_p CV2 sim-56,56,167,0.0005405561104827724
high final p-ratio,high_p,high_p CV2 sim-56,56,168,0.00023662308504914537
high final p-ratio,high_p,high_p CV2 sim-56,56,169,0.00017931784361066734
high final p-ratio,high_p,high_p CV2 sim-56,56,170,0.00019101607476306313
high final p-ratio,high_p,high_p CV2 sim-56,56,171,0.0002747396596104783
high final p-ratio,high_p,high_p CV2 sim-56,56,172,0.00022324675528044978
high final p-ratio,high_p,high_p CV2 sim-56,56,173,0.0001638940512373879
high final p-ratio,high_p,high_p CV2 sim-56,56,174,0.00018549886932733525
high final p-ratio,high_p,high_p CV2 sim-56,56,175,0.00020817077465300614
high final p-ratio,high_p,high_p CV2 sim-56,56,176,0.00027084104316172134
high final p-ratio,high_p,high_p CV2 sim-56,56,177,0.00027139141285956344
high final p-ratio,high_p,high_p CV2 sim-56,56,178,0.00015704284519683023
high final p-ratio,high_p,high_p CV2 sim-56,56,179,0.00043340043168213656
high final p-ratio,high_p,high_p CV2 sim-56,56,180,0.0005566413169350091
high final p-ratio,high_p,high_p CV2 sim-56,56,181,0.00024502208244110295
high final p-ratio,high_p,high_p CV2 sim-56,56,182,0.00015888012079385053
high final p-ratio,high_p,high_p CV2 sim-56,56,183,0.00022230336660012493
high final p-ratio,high_p,high_p CV2 sim-56,56,184,0.00014474044292001054
high final p-ratio,high_p,high_p CV2 sim-56,56,185,0.00014385406393557787
high final p-ratio,high_p,high_p CV2 sim-56,56,186,0.00014702452394618268
high final p-ratio,high_p,high_p CV2 sim-56,56,187,0.00011490545019863502
high final p-ratio,high_p,high_p CV2 sim-56,56,188,0.0001688182181918391
high final p-ratio,high_p,high_p CV2 sim-56,56,189,0.00011151008306221818
high final p-ratio,high_p,high_p CV2 sim-56,56,190,0.00013090221203610245
high final p-ratio,high_p,high_p CV2 sim-56,56,191,0.00016817352554747178
high final p-ratio,high_p,high_p CV2 sim-56,56,192,0.00013975171468165869
high final p-ratio,high_p,high_p CV2 sim-56,56,193,0.0001223656115197467
high final p-ratio,high_p,high_p CV2 sim-56,56,194,0.0001169343903551207
high final p-ratio,high_p,high_p CV2 sim-56,56,195,0.00010615944526815678
high final p-ratio,high_p,high_p CV2 sim-56,56,196,0.00026834985713803153
high final p-ratio,high_p,high_p CV2 sim-56,56,197,0.0001423967640970231
high final p-ratio,high_p,high_p CV2 sim-56,56,198,0.0003356942581697641
high final p-ratio,high_p,high_p CV2 sim-56,56,199,0.0011797963542288497
high final p-ratio,high_p,high_p CV2 sim-56,56,200,0.0013058033621157793
high final p-ratio,high_p,high_p CV2 sim-56,56,201,0.002854086705209578
high final p-ratio,high_p,high_p CV2 sim-56,56,202,0.0011575217975084396
high final p-ratio,high_p,high_p CV2 sim-56,56,203,0.0005009857507984099
high final p-ratio,high_p,high_p CV2 sim-56,56,204,0.0008490883628837764
high final p-ratio,high_p,high_p CV2 sim-56,56,205,0.0010040537676746573
high final p-ratio,high_p,high_p CV2 sim-56,56,206,0.000540068734313964
high final p-ratio,high_p,high_p CV2 sim-56,56,207,0.0004538869055549559
high final p-ratio,high_p,high_p CV2 sim-56,56,208,0.001983446678530206
high final p-ratio,high_p,high_p CV2 sim-56,56,209,0.0009192743369460325
high final p-ratio,high_p,high_p CV2 sim-56,56,210,0.0009316966410123688
high final p-ratio,high_p,high_p CV2 sim-56,56,211,0.0009272844412514721
high final p-ratio,high_p,high_p CV2 sim-56,56,212,0.0005696449635947562
high final p-ratio,high_p,high_p CV2 sim-56,56,213,0.0009254619807881467
high final p-ratio,high_p,high_p CV2 sim-56,56,214,0.0008171479618313777
high final p-ratio,high_p,high_p CV2 sim-56,56,215,0.00018816188607803162
high final p-ratio,high_p,high_p CV2 sim-56,56,216,0.0001901141684570843
high final p-ratio,high_p,high_p CV2 sim-56,56,217,0.00123860253883964
high final p-ratio,high_p,high_p CV2 sim-56,56,218,0.0031377723190577373
high final p-ratio,high_p,high_p CV2 sim-56,56,219,0.0012130415741600754
high final p-ratio,high_p,high_p CV2 sim-56,56,220,0.0006369357973145431
high final p-ratio,high_p,high_p CV2 sim-56,56,221,0.00035215536242022235
high final p-ratio,high_p,high_p CV2 sim-56,56,222,0.00017110445118947502
high final p-ratio,high_p,high_p CV2 sim-56,56,223,0.00017333414828445872
high final p-ratio,high_p,high_p CV2 sim-56,56,224,0.00012306539215120103
high final p-ratio,high_p,high_p CV2 sim-56,56,225,0.00012623173396979624
high final p-ratio,high_p,high_p CV2 sim-56,56,226,0.0001311312016161323
high final p-ratio,high_p,high_p CV2 sim-56,56,227,0.00012346853498670766
high final p-ratio,high_p,high_p CV2 sim-56,56,228,0.00017058841545162175
high final p-ratio,high_p,high_p CV2 sim-56,56,229,0.00030238771946374877
high final p-ratio,high_p,high_p CV2 sim-56,56,230,0.00013355334094205105
high final p-ratio,high_p,high_p CV2 sim-56,56,231,8.656325072104879e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,232,0.00010454651654821217
high final p-ratio,high_p,high_p CV2 sim-56,56,233,0.0002410941815469414
high final p-ratio,high_p,high_p CV2 sim-56,56,234,0.00018438811821397394
high final p-ratio,high_p,high_p CV2 sim-56,56,235,0.00037563272224574844
high final p-ratio,high_p,high_p CV2 sim-56,56,236,0.0003548344453413259
high final p-ratio,high_p,high_p CV2 sim-56,56,237,0.00020047932091127972
high final p-ratio,high_p,high_p CV2 sim-56,56,238,0.0008832357168156544
high final p-ratio,high_p,high_p CV2 sim-56,56,239,0.004405829860308372
high final p-ratio,high_p,high_p CV2 sim-56,56,240,0.0023289386984234784
high final p-ratio,high_p,high_p CV2 sim-56,56,241,0.0026085342054584008
high final p-ratio,high_p,high_p CV2 sim-56,56,242,0.002886620637796381
high final p-ratio,high_p,high_p CV2 sim-56,56,243,0.0011995605155414738
high final p-ratio,high_p,high_p CV2 sim-56,56,244,0.0003824377362273962
high final p-ratio,high_p,high_p CV2 sim-56,56,245,0.00024133459716240931
high final p-ratio,high_p,high_p CV2 sim-56,56,246,0.00019933865320019643
high final p-ratio,high_p,high_p CV2 sim-56,56,247,0.00013306737331303712
high final p-ratio,high_p,high_p CV2 sim-56,56,248,0.00014759425753522117
high final p-ratio,high_p,high_p CV2 sim-56,56,249,0.00014738549918333506
high final p-ratio,high_p,high_p CV2 sim-56,56,250,9.159545237814789e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,251,8.089599984540495e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,252,7.685237527338733e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,253,7.039347966544002e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,254,7.20778623551322e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,255,0.00012961623617550633
high final p-ratio,high_p,high_p CV2 sim-56,56,256,0.00014022484195747357
high final p-ratio,high_p,high_p CV2 sim-56,56,257,0.00043845017524504596
high final p-ratio,high_p,high_p CV2 sim-56,56,258,0.00129246008787852
high final p-ratio,high_p,high_p CV2 sim-56,56,259,0.003213450756019858
high final p-ratio,high_p,high_p CV2 sim-56,56,260,0.008339066154268734
high final p-ratio,high_p,high_p CV2 sim-56,56,261,0.0055282455800539435
high final p-ratio,high_p,high_p CV2 sim-56,56,262,0.0025255657828358166
high final p-ratio,high_p,high_p CV2 sim-56,56,263,0.001417597204528968
high final p-ratio,high_p,high_p CV2 sim-56,56,264,0.0018606262199361535
high final p-ratio,high_p,high_p CV2 sim-56,56,265,0.0017988954187946066
high final p-ratio,high_p,high_p CV2 sim-56,56,266,0.0014077952826696942
high final p-ratio,high_p,high_p CV2 sim-56,56,267,0.000813245408661554
high final p-ratio,high_p,high_p CV2 sim-56,56,268,0.0023854928063776564
high final p-ratio,high_p,high_p CV2 sim-56,56,269,0.0010536713320214081
high final p-ratio,high_p,high_p CV2 sim-56,56,270,0.00047898739114102414
high final p-ratio,high_p,high_p CV2 sim-56,56,271,0.0005894774093415917
high final p-ratio,high_p,high_p CV2 sim-56,56,272,0.0002970714815412922
high final p-ratio,high_p,high_p CV2 sim-56,56,273,0.00016541482738616383
high final p-ratio,high_p,high_p CV2 sim-56,56,274,0.00015948404325172305
high final p-ratio,high_p,high_p CV2 sim-56,56,275,0.00013850589632912648
high final p-ratio,high_p,high_p CV2 sim-56,56,276,0.0001010964932741926
high final p-ratio,high_p,high_p CV2 sim-56,56,277,8.830925905974308e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,278,9.436118489247747e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,279,7.907183424001286e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,280,7.19633477702326e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,281,8.555591322125539e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,282,9.779082307324964e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,283,0.0001164389305974028
high final p-ratio,high_p,high_p CV2 sim-56,56,284,7.965561620521304e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,285,8.770514357499505e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,286,0.00037277461331755417
high final p-ratio,high_p,high_p CV2 sim-56,56,287,0.0003214489911710296
high final p-ratio,high_p,high_p CV2 sim-56,56,288,0.00010620780085446313
high final p-ratio,high_p,high_p CV2 sim-56,56,289,9.724388612941017e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,290,0.00015518145878826652
high final p-ratio,high_p,high_p CV2 sim-56,56,291,9.520587178378585e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,292,6.732250681927646e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,293,6.895151412155589e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,294,5.880564019796164e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,295,8.331712460323401e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,296,5.7874838710310595e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,297,6.051043901072048e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,298,7.517509605831412e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,299,5.8612771895508666e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,300,5.333245580379084e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,301,5.364423957550624e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,302,6.061481048270841e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,303,0.0004713568320285584
high final p-ratio,high_p,high_p CV2 sim-56,56,304,0.0005037245038479074
high final p-ratio,high_p,high_p CV2 sim-56,56,305,0.00020894542381831664
high final p-ratio,high_p,high_p CV2 sim-56,56,306,0.00032796805402647485
high final p-ratio,high_p,high_p CV2 sim-56,56,307,0.0004424156205084942
high final p-ratio,high_p,high_p CV2 sim-56,56,308,0.000315139140772825
high final p-ratio,high_p,high_p CV2 sim-56,56,309,0.00012650573369362117
high final p-ratio,high_p,high_p CV2 sim-56,56,310,7.241330775500769e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,311,6.794904487940264e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,312,5.311991491693976e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,313,0.00018724279674215186
high final p-ratio,high_p,high_p CV2 sim-56,56,314,0.0002370133672015714
high final p-ratio,high_p,high_p CV2 sim-56,56,315,0.00016227498845717704
high final p-ratio,high_p,high_p CV2 sim-56,56,316,5.200808878084097e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,317,4.562555178006947e-05
high final p-ratio,high_p,high_p CV2 sim-56,56,318,0.00021540857222348945
high final p-ratio,high_p,high_p CV2 sim-56,56,319,0.0027410806009463746
high final p-ratio,high_p,high_p CV2 sim-56,56,320,0.005891113521476441
high final p-ratio,high_p,high_p CV2 sim-56,56,321,0.005930010873057386
high final p-ratio,high_p,high_p CV2 sim-56,56,322,0.024250707232995945
high final p-ratio,high_p,high_p CV2 sim-56,56,323,0.013962186544257052
high final p-ratio,high_p,high_p CV2 sim-56,56,324,0.004292402806801393
high final p-ratio,high_p,high_p CV2 sim-56,56,325,0.002371632829582428
high final p-ratio,high_p,high_p CV2 sim-56,56,326,0.0010076055734637467
high final p-ratio,high_p,high_p CV2 sim-56,56,327,0.0009068899072350605
high final p-ratio,high_p,high_p CV2 sim-56,56,328,0.0005360396924729952
high final p-ratio,high_p,high_p CV2 sim-56,56,329,0.0003172303960822961
high final p-ratio,high_p,high_p CV2 sim-56,56,330,0.00024381287478129654
high final p-ratio,high_p,high_p CV2 sim-56,56,331,0.00021758769649108325
high final p-ratio,high_p,high_p CV2 sim-56,56,332,0.00017654859445482383
high final p-ratio,high_p,high_p CV2 sim-56,56,333,0.00016733858629937887
high final p-ratio,high_p,high_p CV2 sim-56,56,334,0.00016213289628092965
high final p-ratio,high_p,high_p CV2 sim-56,56,335,0.00019973724000224406
high final p-ratio,high_p,high_p CV2 sim-56,56,336,0.00025146758664906137
high final p-ratio,high_p,high_p CV2 sim-56,56,337,0.00022855431555345764
high final p-ratio,high_p,high_p CV2 sim-56,56,338,0.0003530987596604973
high final p-ratio,high_p,high_p CV2 sim-56,56,339,0.0002397637692732079
high final p-ratio,high_p,high_p CV2 sim-56,56,340,0.0003064344431657125
high final p-ratio,high_p,high_p CV2 sim-56,56,341,0.0006039260744514383
high final p-ratio,high_p,high_p CV2 sim-56,56,342,0.0025253386753748227
high final p-ratio,high_p,high_p CV2 sim-56,56,343,0.0015496666729792625
high final p-ratio,high_p,high_p CV2 sim-56,56,344,0.0006002265581628308
high final p-ratio,high_p,high_p CV2 sim-56,56,345,0.0005233872498673223
high final p-ratio,high_p,high_p CV2 sim-56,56,346,0.00037321611649959404
high final p-ratio,high_p,high_p CV2 sim-56,56,347,0.00017697728831348394
high final p-ratio,high_p,high_p CV2 sim-56,56,348,0.00014817274838124458
high final p-ratio,high_p,high_p CV2 sim-56,56,349,0.00011979522755342153
high final p-ratio,high_p,high_p CV2 sim-56,56,350,7.754901761312366e-05
