case,case_short,train_original_sim_idx,original_sim_idx,frames_encoded,final_p_ratio,mean_z0,final_z0,slope_z0,range_z0,mean_z1,final_z1,slope_z1,range_z1
high final p-ratio,high_p,56,41,57,-0.3405376290549624,0.2450839776480407,-1.5386314392089844,-3.5526812076568604,3.5526812076568604,0.7120436984196044,0.8455387353897095,0.27619409561157227,0.27619409561157227
high final p-ratio,high_p,56,42,83,-0.4103403225186684,0.15572923637298217,-1.7150847911834717,-3.7674875259399414,3.7674875259399414,0.7712951316890946,0.8886457681655884,0.253034770488739,0.253034770488739
high final p-ratio,high_p,56,43,80,0.17903333525441312,-1.3401356658898294,-4.6659040451049805,-6.637256741523743,6.637256741523743,0.7896990589797497,1.0702193975448608,0.5687859058380127,0.5687859058380127
high final p-ratio,high_p,56,44,74,-0.10055141793182469,-0.8383831781007953,-3.562410354614258,-5.464412808418274,5.464412808418274,0.8171892448051555,1.0532845258712769,0.4828096628189087,0.4828096628189087
high final p-ratio,high_p,56,45,61,0.34223353528925654,-1.1843097012367894,-4.342085838317871,-6.254812479019165,6.254812479019165,0.6967782671334314,0.9892150163650513,0.5871095955371857,0.5871095955371857
high final p-ratio,high_p,56,46,62,-0.2944754113699857,0.02772584401311413,-1.9223705530166626,-3.915447235107422,3.915447235107422,0.7463898553002265,0.8995168805122375,0.3133590817451477,0.3133590817451477
high final p-ratio,high_p,56,47,89,-0.42437712851765547,0.30524828218007355,-1.4072743654251099,-3.4304193258285522,3.4304193258285522,0.7579082752881425,0.8618409037590027,0.22545629739761353,0.22545629739761353
high final p-ratio,high_p,56,48,80,0.3629131029241631,-1.2195738954469562,-4.4414167404174805,-6.409890651702881,6.409890651702881,0.713189036399126,0.9844868779182434,0.5511312782764435,0.5511312782764435
high final p-ratio,high_p,56,49,85,-0.44952385768512343,0.2787130752030541,-1.4828605651855469,-3.511909246444702,3.511909246444702,0.8238097520435558,0.940476655960083,0.2526078224182129,0.2526078224182129
high final p-ratio,high_p,56,50,80,-0.0696914335517825,-0.6521961559075862,-3.3069324493408203,-5.27686083316803,5.27686083316803,0.7927798874676227,1.0194374322891235,0.4576933979988098,0.4576933979988098
high final p-ratio,high_p,56,51,91,0.1984530464851873,-1.4588832508895424,-4.933749675750732,-6.917056441307068,6.917056441307068,0.813037627345913,1.0916085243225098,0.5667799115180969,0.5667799115180969
high final p-ratio,high_p,56,52,70,0.037337759212293,-1.0185279623738357,-4.043548583984375,-6.060434341430664,6.060434341430664,0.7847147907529558,1.0538450479507446,0.5460925698280334,0.5460925698280334
high final p-ratio,high_p,56,53,61,-0.05223121954639464,-0.9426419189596762,-3.9225287437438965,-5.924206018447876,5.924206018447876,0.7265164427092818,0.9709084630012512,0.491738498210907,0.491738498210907
high final p-ratio,high_p,56,54,80,0.34876936421668947,-1.2380227512679993,-4.45514440536499,-6.396272301673889,6.396272301673889,0.746073580160737,1.0211539268493652,0.558066725730896,0.558066725730896
high final p-ratio,high_p,56,55,90,0.20504416643351053,-1.463026953716245,-4.90209436416626,-6.855774879455566,6.855774879455566,0.8080613785319858,1.1021374464035034,0.5961390733718872,0.5961390733718872
high final p-ratio,high_p,56,57,62,-0.02490996528939263,-0.8727392655226492,-3.7737340927124023,-5.7641366720199585,5.7641366720199585,0.83097263497691,1.0749284029006958,0.4905166029930115,0.4905166029930115
high final p-ratio,high_p,56,58,92,0.15807421313403752,-1.3083545368610192,-4.676334857940674,-6.671648621559143,6.671648621559143,0.794784326268279,1.0724669694900513,0.5603492856025696,0.5603492856025696
high final p-ratio,high_p,56,59,87,-0.0313026174804837,-0.9869330574640598,-4.007962226867676,-6.028028964996338,6.028028964996338,0.7919024482540701,1.0314388275146484,0.487064003944397,0.487064003944397
high final p-ratio,high_p,56,60,62,-0.3733590050206568,0.2255464555515397,-1.6171659231185913,-3.666544795036316,3.666544795036316,0.7226717673963116,0.8559280037879944,0.2735918164253235,0.2735918164253235
high final p-ratio,high_p,56,61,56,-0.5734598575106268,0.7945980925911239,-0.40867120027542114,-2.436260998249054,2.436260998249054,0.7308732164757592,0.8083349466323853,0.16875511407852173,0.16875511407852173
high final p-ratio,high_p,56,62,85,-0.4204057219757763,0.35312879287144716,-1.3475149869918823,-3.381965756416321,3.381965756416321,0.7686494729098152,0.8693119883537292,0.21703410148620605,0.21703410148620605
high final p-ratio,high_p,56,63,81,-0.06000701508242722,-0.6118596339207373,-3.2531895637512207,-5.231348872184753,5.231348872184753,0.7748618942719919,0.992579460144043,0.44119828939437866,0.44119828939437866
high final p-ratio,high_p,56,64,63,0.3664375008215793,-1.219113610921398,-4.430111885070801,-6.420677304267883,6.420677304267883,0.7329353576614743,1.0087311267852783,0.5578324794769287,0.5578324794769287
high final p-ratio,high_p,56,65,80,-0.12283631741223562,-0.4253516674041748,-2.8374598026275635,-4.805550694465637,4.805550694465637,0.8020785436034202,0.9998604655265808,0.403984010219574,0.403984010219574
high final p-ratio,high_p,56,66,62,-0.5381298285827363,0.543189624504697,-0.9664318561553955,-3.011582612991333,3.011582612991333,0.6958753524288055,0.7834423780441284,0.18860530853271484,0.18860530853271484
high final p-ratio,high_p,56,67,79,0.15301959837093992,-1.3223108345571952,-4.738247871398926,-6.781680583953857,6.781680583953857,0.8013090981712824,1.0844483375549316,0.569692850112915,0.569692850112915
high final p-ratio,high_p,56,68,87,0.16470512886983094,-1.3980333436837142,-4.800436496734619,-6.775758385658264,6.775758385658264,0.8150117513777195,1.1010432243347168,0.5804787874221802,0.5804787874221802
high final p-ratio,high_p,56,69,61,-0.24695770209211376,0.2646060032678432,-1.5422948598861694,-3.5826371908187866,3.5826371908187866,0.7490370566727685,0.896734356880188,0.30379509925842285,0.30379509925842285
high final p-ratio,high_p,56,70,92,-0.1806314739996638,-0.3608896610853465,-2.8034169673919678,-4.8521037101745605,4.8521037101745605,0.8056110182534093,0.9842712879180908,0.3641929030418396,0.3641929030418396
high final p-ratio,high_p,56,71,91,-0.4991540889734968,0.5423489785292647,-1.0193172693252563,-3.127144932746887,3.127144932746887,0.7586271101301842,0.8474258780479431,0.19729351997375488,0.19729351997375488
high final p-ratio,high_p,56,72,68,0.20470544269913032,-1.437041114687043,-4.755090236663818,-6.632216215133667,6.632216215133667,0.8030479458325049,1.110957145690918,0.623366504907608,0.623366504907608
high final p-ratio,high_p,56,73,74,-0.4669767574585872,0.6851288723583157,-0.6590343713760376,-2.7012358903884888,2.7012358903884888,0.7145155716586757,0.7984920740127563,0.18665844202041626,0.18665844202041626
high final p-ratio,high_p,56,74,80,-0.31002572813366264,0.00502516683191061,-1.9966249465942383,-3.994127631187439,3.994127631187439,0.7564501836895943,0.8974300622940063,0.2926707863807678,0.2926707863807678
high final p-ratio,high_p,56,75,71,0.34077803793200123,-1.3474802052680874,-4.723952770233154,-6.706215739250183,6.706215739250183,0.7267279994319862,1.01441490650177,0.5780259966850281,0.5780259966850281
high final p-ratio,high_p,56,76,68,-0.5497968824564992,0.6223661449244794,-0.7049715518951416,-2.669136643409729,2.669136643409729,0.7297715965439292,0.8195058107376099,0.19539618492126465,0.19539618492126465
high final p-ratio,high_p,56,77,60,0.012487869430966034,-0.8952615898723404,-3.825856924057007,-5.835540056228638,5.835540056228638,0.696238553027312,0.9518501162528992,0.5135067105293274,0.5135067105293274
high final p-ratio,high_p,56,78,58,0.0037402536317093908,-0.951215608109688,-3.9382529258728027,-5.923484444618225,5.923484444618225,0.7712985996542305,1.0167001485824585,0.49124032258987427,0.49124032258987427
high final p-ratio,high_p,56,79,81,-0.4733047013994222,0.6960906102149574,-0.6587735414505005,-2.6882961988449097,2.6882961988449097,0.699944606533757,0.7708228230476379,0.15760016441345215,0.15760016441345215
high final p-ratio,high_p,56,80,76,0.35754182064374174,-1.2467098936046426,-4.5546417236328125,-6.549894452095032,6.549894452095032,0.6994158609917289,0.970348060131073,0.5469907820224762,0.5469907820224762
high final p-ratio,high_p,56,81,82,-0.3386047566176201,0.3120069852689417,-1.3505871295928955,-3.3042445182800293,3.3042445182800293,0.7251943815045241,0.8468648195266724,0.25678014755249023,0.25678014755249023
high final p-ratio,high_p,56,82,95,-0.2792191185246228,-0.004494556863056986,-2.0569005012512207,-4.097456455230713,4.097456455230713,0.7648229536257292,0.8788371682167053,0.24704432487487793,0.24704432487487793
high final p-ratio,high_p,56,83,75,-0.3408093698103313,0.5731754537423451,-0.8726930618286133,-2.878218412399292,2.878218412399292,0.777325701713562,0.8717453479766846,0.20318222045898438,0.20318222045898438
high final p-ratio,high_p,56,84,90,0.3437884787174968,-1.2135123550064033,-4.4881911277771,-6.509973764419556,6.509973764419556,0.7242840197351244,0.9902056455612183,0.5405839383602142,0.5405839383602142
high final p-ratio,high_p,56,85,80,0.07935315397013996,-1.1584972966928035,-4.278965473175049,-6.21296751499176,6.21296751499176,0.8217331655323505,1.0784802436828613,0.5216551423072815,0.5216551423072815
high final p-ratio,high_p,56,86,85,0.13163828852070553,-1.1396096266806126,-4.331783294677734,-6.305904030799866,6.305904030799866,0.8028964498463799,1.0750716924667358,0.5481024980545044,0.5481024980545044
high final p-ratio,high_p,56,87,58,-0.06735705102337672,-0.6683276499910601,-3.3789241313934326,-5.4153337478637695,5.4153337478637695,0.773747397907849,0.9998067617416382,0.4566798806190491,0.4566798806190491
high final p-ratio,high_p,56,88,72,-0.39993156530899415,0.3945999448705051,-1.192684292793274,-3.160550832748413,3.160550832748413,0.7460000895791583,0.8609076738357544,0.24079257249832153,0.24079257249832153
high final p-ratio,high_p,56,89,91,-0.2955698868201818,-0.05886011038507734,-2.0973899364471436,-4.07256019115448,4.07256019115448,0.762084886267945,0.9034199118614197,0.29722267389297485,0.29722267389297485
high final p-ratio,high_p,56,90,90,-0.11902162439303918,-0.4532052569919162,-2.9511585235595703,-5.0029613971710205,5.0029613971710205,0.7621822582350837,0.957180917263031,0.4015137553215027,0.4015137553215027
high final p-ratio,high_p,56,91,76,0.1881998080526484,-1.504337097469129,-4.997659206390381,-6.933188080787659,6.933188080787659,0.770840416613378,1.0689811706542969,0.6004265248775482,0.6004265248775482
high final p-ratio,high_p,56,92,78,-0.481852099538911,0.8651140396220561,-0.3000175952911377,-2.3386220932006836,2.3386220932006836,0.7150838184051025,0.782598614692688,0.15197968482971191,0.15197968482971191
high final p-ratio,high_p,56,93,71,-0.4068555070061775,0.6022904178416225,-0.8147872686386108,-2.876066565513611,2.876066565513611,0.748205991697983,0.8633061647415161,0.24555927515029907,0.24555927515029907
high final p-ratio,high_p,56,94,80,-0.37791896579959694,0.06892029112204909,-1.832968831062317,-3.817869186401367,3.817869186401367,0.8008021496236324,0.918122410774231,0.2539569139480591,0.2539569139480591
high final p-ratio,high_p,56,95,76,-0.31840194165154506,0.10237331560959942,-1.8792343139648438,-3.9339451789855957,3.9339451789855957,0.7516581471029081,0.8889954686164856,0.28423649072647095,0.28423649072647095
high final p-ratio,high_p,56,96,82,0.17662705918596525,-1.4839644525654432,-5.022512912750244,-7.03147554397583,7.03147554397583,0.8157449931633182,1.1099121570587158,0.593262791633606,0.593262791633606
high final p-ratio,high_p,56,97,94,0.3482703772786049,-1.2091553482682782,-4.491260528564453,-6.486321568489075,6.486321568489075,0.7444116029333561,1.020564079284668,0.5589657723903656,0.5589657723903656
high final p-ratio,high_p,56,98,84,0.18759853886729774,-1.4185254741903572,-4.850502014160156,-6.8489731550216675,6.8489731550216675,0.7926910885033154,1.0785788297653198,0.5795666873455048,0.5795666873455048
high final p-ratio,high_p,56,99,85,0.04117477594834443,-1.0630204048226861,-4.157532215118408,-6.148376822471619,6.148376822471619,0.8131891804582932,1.0647680759429932,0.509382963180542,0.509382963180542
