case,case_short,train_original_sim_idx,original_sim_idx,frames_encoded,final_p_ratio,mean_z0,final_z0,slope_z0,range_z0,mean_z1,final_z1,slope_z1,range_z1
low final p-ratio,low_p,61,80,76,0.35754182064374174,4.784339645485344,11.913154602050781,13.961664915084839,13.961664915084839,1.9839630440661782,1.7168488502502441,-0.5183744430541992,0.5183744430541992
low final p-ratio,low_p,61,81,82,-0.3386047566176201,1.9197668175031317,5.904962539672852,7.698939919471741,7.698939919471741,2.195214925742731,2.058537721633911,-0.2558751106262207,0.2558751106262207
low final p-ratio,low_p,61,82,95,-0.2792191185246228,2.5714059945490013,7.152796745300293,8.98621118068695,8.98621118068695,2.19983616377178,2.0317704677581787,-0.32041382789611816,0.32041382789611816
low final p-ratio,low_p,61,83,75,-0.3408093698103313,1.3050514519711336,4.461545944213867,6.205711841583252,6.205711841583252,2.228603515625,2.1223058700561523,-0.20522212982177734,0.20522212982177734
low final p-ratio,low_p,61,84,90,0.3437884787174968,4.838290810046924,12.009525299072266,14.068636178970337,14.068636178970337,1.9859663936826917,1.7147531509399414,-0.5266673564910889,0.5266673564910889
low final p-ratio,low_p,61,85,80,0.07935315397013996,4.722783666290343,11.741724014282227,13.719231247901917,13.719231247901917,2.0510096728801726,1.7899281978607178,-0.5042891502380371,0.5042891502380371
low final p-ratio,low_p,61,86,85,0.13163828852070553,4.7501941982766285,11.865089416503906,13.85594379901886,13.85594379901886,2.019678861954633,1.7585594654083252,-0.5012178421020508,0.5012178421020508
low final p-ratio,low_p,61,87,58,-0.06735705102337672,3.9944364603223472,10.10477066040039,12.001875758171082,12.001875758171082,2.077913452839029,1.8480744361877441,-0.44938087463378906,0.44938087463378906
low final p-ratio,low_p,61,88,72,-0.39993156530899415,1.6641948324007292,5.225048065185547,6.984278202056885,6.984278202056885,2.225341343217426,2.100883722305298,-0.24032878875732422,0.24032878875732422
low final p-ratio,low_p,61,89,91,-0.2955698868201818,2.6709741666851627,7.428319454193115,9.260572075843811,9.260572075843811,2.1831517350542677,2.0195705890655518,-0.3114969730377197,0.3114969730377197
low final p-ratio,low_p,61,90,90,-0.11902162439303918,3.538194753467623,9.183245658874512,11.081242561340332,11.081242561340332,2.106331057018704,1.9055726528167725,-0.3902769088745117,0.3902769088745117
low final p-ratio,low_p,61,91,76,0.1881998080526484,5.3172727678167195,12.85041332244873,14.815346121788025,14.815346121788025,1.9910838792198582,1.712364912033081,-0.5437302589416504,0.5437302589416504
low final p-ratio,low_p,61,92,78,-0.481852099538911,0.7894422113298415,3.3861048221588135,5.136009693145752,5.136009693145752,2.264803033608657,2.186823844909668,-0.14896297454833984,0.14896297454833984
low final p-ratio,low_p,61,93,71,-0.4068555070061775,1.5018614287632452,4.845107555389404,6.649516940116882,6.649516940116882,2.199187178007314,2.0879101753234863,-0.21830058097839355,0.21830058097839355
low final p-ratio,low_p,61,94,80,-0.37791896579959694,2.2246977132628674,6.3738508224487305,8.225690245628357,8.225690245628357,2.2179116696119308,2.0670974254608154,-0.29239988327026367,0.29239988327026367
low final p-ratio,low_p,61,95,76,-0.31840194165154506,2.422235753583281,6.941766738891602,8.777146816253662,8.777146816253662,2.182581741558878,2.016831159591675,-0.3163740634918213,0.3163740634918213
