case,case_short,dataset,sim_idx,epoch,train_dz_mse_norm,train_dz_mse_raw
low final p-ratio,low_p,low_p CV2 sim-61,61,284,0.160521720269961,1.1258880151997021e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,285,0.1909091571079833,1.3737261903250847e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,286,0.21339152793266944,1.5164112251600921e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,287,0.14648237957486085,1.0256817079477644e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,288,0.1617970219148057,1.1403418430485805e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,289,0.1707663391051548,1.2132991317668842e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,290,0.18681157446865523,1.3372062436392947e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,291,0.1855820340237447,1.3172018559056857e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,292,0.20546212127166136,1.4554362784175673e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,293,0.1748326233189021,1.2455121480213296e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,294,0.143026807478496,9.976568792678466e-07
low final p-ratio,low_p,low_p CV2 sim-61,61,295,0.14466507759477412,1.013144646273239e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,296,0.22183346136340074,1.5603625231262543e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,297,0.18683033330099924,1.3220042843288735e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,298,0.17913361878267356,1.271156161156536e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,299,0.20280417081500804,1.4208760217927972e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,300,0.15232943503984384,1.0633590790121161e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,301,0.13776544268642152,9.698173266364002e-07
low final p-ratio,low_p,low_p CV2 sim-61,61,302,0.1956969994519438,1.3898180039210014e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,303,0.1725892230336155,1.1960495258327747e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,304,0.17150947039148637,1.1824732177550295e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,305,0.16427702709500278,1.137456654833256e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,306,0.1516520283850176,1.0522792633439946e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,307,0.19780618750623294,1.415981671470945e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,308,0.15790611838123628,1.0879572493698625e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,309,0.15554906028722013,1.0760834884747185e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,310,0.14932270853647164,1.0477615118377668e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,311,0.18624433130025864,1.314539679648468e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,312,0.16084445514050977,1.1131235367096387e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,313,0.1883537359535694,1.3028673718297666e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,314,0.16468681900628976,1.1432715975193527e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,315,0.15694751351007394,1.0811767308739815e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,316,0.2145141035850559,1.5046041446404551e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,317,0.18618510317589557,1.303773398067928e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,318,0.15157102021787847,1.0390712534201287e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,319,0.1387838056044919,9.551567602881863e-07
low final p-ratio,low_p,low_p CV2 sim-61,61,320,0.14921140324856555,1.021404807082555e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,321,0.15454397456986563,1.0554506815196874e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,322,0.15491202952606337,1.0856953228507597e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,323,0.15537179953285626,1.0848547477491723e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,324,0.19204088593167917,1.3483281498289607e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,325,0.17187755634742125,1.2025337769370838e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,326,0.17910651144172465,1.2529031810767525e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,327,0.16525203362107277,1.1542951321124356e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,328,0.17195989111704485,1.1998077797313402e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,329,0.15172923090202467,1.05450231200978e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,330,0.14759968194578374,1.0213606377159782e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,331,0.23552394432148763,1.677794615367085e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,332,0.13805960251816682,9.652792333067088e-07
low final p-ratio,low_p,low_p CV2 sim-61,61,333,0.11815535756094116,8.190869189255474e-07
low final p-ratio,low_p,low_p CV2 sim-61,61,334,0.13392756586628302,9.268296677435371e-07
low final p-ratio,low_p,low_p CV2 sim-61,61,335,0.14191707117216928,9.88589166338118e-07
low final p-ratio,low_p,low_p CV2 sim-61,61,336,0.14164808272783244,9.721040713982023e-07
low final p-ratio,low_p,low_p CV2 sim-61,61,337,0.14679558921073163,1.0250689095008575e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,338,0.11139672116509505,7.856671128284429e-07
low final p-ratio,low_p,low_p CV2 sim-61,61,339,0.14942217485180923,1.052393839375197e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,340,0.14604601403698325,1.0185211597299064e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,341,0.16994228480117662,1.1695881992425581e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,342,0.15379472342985018,1.0733328882192187e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,343,0.12881221183176553,8.898595607677504e-07
low final p-ratio,low_p,low_p CV2 sim-61,61,344,0.13511699730796473,9.384377364085594e-07
low final p-ratio,low_p,low_p CV2 sim-61,61,345,0.13389595145625727,9.332816637603563e-07
low final p-ratio,low_p,low_p CV2 sim-61,61,346,0.137256597833974,9.570004765789366e-07
low final p-ratio,low_p,low_p CV2 sim-61,61,347,0.12455981171556882,8.748935239769448e-07
low final p-ratio,low_p,low_p CV2 sim-61,61,348,0.13039341755211353,9.127378817197496e-07
low final p-ratio,low_p,low_p CV2 sim-61,61,349,0.19866894943905727,1.4099064600259226e-06
low final p-ratio,low_p,low_p CV2 sim-61,61,350,0.13016540663582937,8.987306644923722e-07
high final p-ratio,high_p,high_p CV2 sim-56,56,1,0.6489654341164757,2.4452047894970637e-07
high final p-ratio,high_p,high_p CV2 sim-56,56,2,0.5161055642015794,1.0328425988980009e-07
high final p-ratio,high_p,high_p CV2 sim-56,56,3,0.4874255525715211,9.238592050852436e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,4,0.4827158661449657,8.95867105466617e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,5,0.4765219768468181,8.900502020901568e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,6,0.4658222229165189,8.486027058339588e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,7,0.49265890524667855,9.006374166714896e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,8,0.47572537993683534,8.915104429848618e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,9,0.46846313774585724,8.677297646433062e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,10,0.49808816348805146,8.896690046105291e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,11,0.5023170928744709,9.22345707261443e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,12,0.48791152720942216,9.105682357144093e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,13,0.4828752229702385,8.997574027666054e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,14,0.46432597058660846,8.539394210050442e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,15,0.48072606325149536,8.94938280867684e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,16,0.48962099324254427,9.20479901450937e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,17,0.4683615644188488,8.584804856535384e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,18,0.4656800689066158,8.622255850475406e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,19,0.46214814089676914,8.527920038111059e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,20,0.5120003986008027,9.660937294597716e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,21,0.46569561169427987,8.577639900325347e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,22,0.4795428917688482,8.650838267953986e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,23,0.46593522499589357,8.686578881037456e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,24,0.46189815989312005,8.560328749120024e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,25,0.47834277328322916,8.894906521143586e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,26,0.49739015978925366,8.864306622058393e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,27,0.5075697478126077,8.990668789846602e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,28,0.492984917233972,8.829590925074626e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,29,0.4633692814146771,8.433423674435904e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,30,0.4595203953795135,8.355741019845898e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,31,0.5067465743597817,9.869005858283398e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,32,0.5295127209495095,9.960937068640038e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,33,0.4668549807632671,8.528812709668647e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,34,0.468453288954847,8.65911688496159e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,35,0.4789621014805401,8.832490566386e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,36,0.4657985831008238,8.795138776750879e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,37,0.5292992144823074,9.999132774062084e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,38,0.46694180106415467,8.603590059993514e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,39,0.49460553071078134,8.9819502632923e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,40,0.4634753141333075,8.47449633604757e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,41,0.49829816993545084,8.826561233544293e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,42,0.4617827797637266,8.541404321082315e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,43,0.4619604690986521,8.43125207240372e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,44,0.4740925518905415,8.617341548830048e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,45,0.4618184811928693,8.658733860630384e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,46,0.4717151084366967,8.725220034059877e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,47,0.4601851754328784,8.463683275796457e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,48,0.49043910643633676,9.46354743589114e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,49,0.4769117604283726,9.081210805561568e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,50,0.4492296896436635,8.397476970652374e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,51,0.4636705228511025,8.673809174176902e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,52,0.44593071674599366,8.155740856519809e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,53,0.4927155024865094,9.356947170021733e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,54,0.4700164900106542,8.647568580165491e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,55,0.46020718225661444,8.704347653112081e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,56,0.46482233001905326,8.828763602550413e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,57,0.48548536177943735,8.771134260728907e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,58,0.45897068609209624,8.550189157992517e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,59,0.47239134066245136,8.54636154786824e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,60,0.45812125942286325,8.382772645966404e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,61,0.47984925438376036,9.052466509729129e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,62,0.477371525238542,9.176119482557464e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,63,0.498930903042064,9.37375224238809e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,64,0.46700428601573496,8.669904470165794e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,65,0.49614019341328564,9.233712586699446e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,66,0.47444628442035003,8.808438715678836e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,67,0.48066380882964416,8.842819830627324e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,68,0.4719158472383724,8.739608231882598e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,69,0.48787953485460844,9.104995387708507e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,70,0.4621521094266106,8.269756816591713e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,71,0.4851684798212612,9.112154899907289e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,72,0.46004963359412027,8.684762232245275e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,73,0.4647771698587081,8.454438696837904e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,74,0.507094466510941,9.737899062275467e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,75,0.48060768272946863,8.685400842978197e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,76,0.4709904290297452,9.294517699278431e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,77,0.46396403891198773,8.944259147704222e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,78,0.5328260870540843,9.959208213672355e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,79,0.4703754256753361,9.113764091118944e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,80,0.45223186471882987,8.516196166564281e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,81,0.46905873452915864,9.153058629983527e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,82,0.46212633304736195,8.559170773443892e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,83,0.4456712269799455,8.147086412528292e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,84,0.5290060840985354,9.734377340798935e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,85,0.44449572002186494,8.185014892003086e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,86,0.46827803464496837,8.897258334005688e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,87,0.5028847876717063,9.613500270354373e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,88,0.45283733834238615,8.33494951489028e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,89,0.44626166145591173,8.404799272240967e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,90,0.45920006317250867,8.530337283599799e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,91,0.47579341951538534,8.328350108901277e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,92,0.5009377958143458,9.631588619473565e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,93,0.45091856227201577,8.335608052167278e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,94,0.48615475349566517,9.00395034870585e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,95,0.4505355432629585,8.540025685314678e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,96,0.475387791500372,9.331045405628281e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,97,0.48262570710743175,9.334961520119791e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,98,0.4878224765553194,9.396865445242998e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,99,0.44555118767654195,8.318155455936328e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,100,0.45230695868239684,8.761775932237683e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,101,0.44444852541474733,8.154689603317673e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,102,0.45595571311081157,8.84923321025861e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,103,0.4518609546563205,8.62395948117597e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,104,0.4804810443345238,9.742759258181329e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,105,0.4509222143713166,8.426607197641126e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,106,0.45177195352666516,8.697388012405206e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,107,0.4605480958433712,8.484953560676278e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,108,0.44215815914246964,8.246969846894939e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,109,0.4732036432799171,8.706010239520498e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,110,0.48998019975774426,1.0077122195518903e-07
high final p-ratio,high_p,high_p CV2 sim-56,56,111,0.4544307317803888,8.147638548153094e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,112,0.4659450045403312,8.648357345297132e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,113,0.44604956019012365,8.387667700589486e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,114,0.4638582520625171,8.620833406613361e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,115,0.44049680758925047,8.372897251346704e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,116,0.45422422622933106,8.289449816763462e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,117,0.47409454251036925,8.791358187837058e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,118,0.47197633280473594,8.917563555562136e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,119,0.45097439166377573,8.58371457050399e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,120,0.4520133575972389,8.7609770314229e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,121,0.49627373236067157,9.263531494826459e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,122,0.4412008874556598,8.240407519742669e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,123,0.4526548999197343,8.583193721780362e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,124,0.4498603116063511,8.470785463915116e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,125,0.4507471428197973,8.352300163912386e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,126,0.4691295071559794,8.782399560533015e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,127,0.4529002563041799,8.656570299796626e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,128,0.45053181665785175,8.448916996094206e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,129,0.4680266871171839,8.689315828960656e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,130,0.4415983645355,8.107587396215663e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,131,0.4385512645411141,8.048070910358347e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,132,0.4566706673187368,8.25825902824938e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,133,0.4494482489193187,8.438091449099428e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,134,0.4463077450499815,8.250319977525364e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,135,0.472699934945387,8.533847406511086e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,136,0.482574017608867,8.424054719151119e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,137,0.466404345982215,8.381669089504505e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,138,0.46409627269296083,8.752968932663621e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,139,0.47296590840115266,8.72652864479599e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,140,0.4707125793485081,8.640398953181883e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,141,0.47170763857224407,8.801927134861805e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,142,0.434248544220977,7.986663415582949e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,143,0.44468457536662326,8.170143236462061e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,144,0.4759286256397472,8.980467318806137e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,145,0.4297957394052954,7.860254385444139e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,146,0.45924059345441703,8.272700715311283e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,147,0.43702005945584355,8.092543722719203e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,148,0.44561244897982655,8.074325495792156e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,149,0.4729205063160728,8.909287258267582e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,150,0.46603617598028746,8.856142674109351e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,151,0.43518370828207803,8.201713830966724e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,152,0.4647892941446865,8.217664666390459e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,153,0.46397514290669384,8.293813259703765e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,154,0.4711778873906416,8.599815907760945e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,155,0.45718510974855986,8.026016703531561e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,156,0.48826461855102987,8.46132099287816e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,157,0.4363764392979005,7.719974338225284e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,158,0.47291568535215717,8.997607511339404e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,159,0.4467966639820267,8.472541486693284e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,160,0.4445755297646803,8.490648299474448e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,161,0.4733760689987856,9.020731706708402e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,162,0.44358574905816245,8.17124620515883e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,163,0.4247273619505851,7.825619692128197e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,164,0.45378539053832784,8.169756385126782e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,165,0.4366542074610205,8.15872948285968e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,166,0.4477279361556558,8.477370565006983e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,167,0.4433321830104379,8.350100887856997e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,168,0.45720912165501537,8.040898874843847e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,169,0.43193674829843287,7.91146896654957e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,170,0.43198608124957366,8.062017114027373e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,171,0.45886167883872986,8.314508485628882e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,172,0.42163077015977574,8.03380187342593e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,173,0.4434584449319279,8.326240612010384e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,174,0.43381216683808493,8.362272840191936e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,175,0.48045554757118225,8.981399906146822e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,176,0.432939532048562,7.8210559283822e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,177,0.45697859893826875,8.398187034686089e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,178,0.4336749122423284,7.865725879780176e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,179,0.4574696439154008,8.3760006303384e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,180,0.4486493065076716,7.982419368639004e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,181,0.45588471433695626,8.753123904124123e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,182,0.4503289233235752,8.137339816351093e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,183,0.4353259381125955,8.314315803157597e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,184,0.4321914034731248,8.170590227925512e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,185,0.46585479378700256,8.441698101331199e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,186,0.4348604100591996,7.847604668059456e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,187,0.4713972535203485,8.670219282394368e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,188,0.4529380921055289,8.646626943854084e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,189,0.4546494194689919,8.472469930860129e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,190,0.4506592128206702,8.376805946936121e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,191,0.44392328402575326,8.31212676727693e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,192,0.44540179915287914,8.107905123759284e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,193,0.4457200024934376,8.377383701773557e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,194,0.4585084897630355,8.448917988764205e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,195,0.45930058903553905,8.289926402854316e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,196,0.4453607289230122,7.989933128188194e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,197,0.45952997663441825,8.336192536262388e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,198,0.44005228053121004,8.182016800032322e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,199,0.4257230617599014,7.817514596999649e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,200,0.4290574710158741,7.971906052930802e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,201,0.4559715442797717,8.433700671162114e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,202,0.4283459861488903,7.937220470420043e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,203,0.4173927563516533,7.698791857619118e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,204,0.4750011896385866,9.097408776630587e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,205,0.4328057669541415,7.963615879154585e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,206,0.4416806575130014,8.09487506568102e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,207,0.42203494928338947,7.728143928719579e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,208,0.42513032980701504,7.750079218905124e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,209,0.42907780321205363,7.858118506225551e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,210,0.4710148660575642,8.619851770925593e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,211,0.4311073619653197,8.030273972578658e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,212,0.42802005129701953,7.762360417185686e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,213,0.4210576568456257,7.625353472834003e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,214,0.4564271902336794,8.214062256516787e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,215,0.42235952111728053,7.67090356724927e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,216,0.453353052630144,8.538134716887083e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,217,0.436823035864269,7.986419034596913e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,218,0.4354402589447358,7.728468322825928e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,219,0.4209782936993767,7.703179688893911e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,220,0.41926093695356564,7.60848563727431e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,221,0.4479500090374666,8.101463761283198e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,222,0.4403866476872388,7.652369969063703e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,223,0.48489321330014395,9.343380134944656e-08
