case,case_short,dataset,sim_idx,epoch,train_dz_mse_norm,train_dz_mse_raw
high final p-ratio,high_p,high_p CV2 sim-56,56,224,0.44289089476360993,8.236379787346697e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,225,0.4162607302560526,7.652508080807967e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,226,0.44800011287717256,8.261640010018442e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,227,0.45269443270038157,8.391966985373876e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,228,0.459858997779734,8.067222288880604e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,229,0.4178278586443733,7.695054403482093e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,230,0.4759047075229533,8.809770941511755e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,231,0.447910132653573,7.818702380959888e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,232,0.4257807643974529,7.766956275520108e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,233,0.432556185652228,7.934146996918197e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,234,0.4270565141649807,8.065588354063092e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,235,0.44437679122476015,7.963691656447522e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,236,0.4844934677376467,8.938564001388894e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,237,0.4441843059133081,8.017912545663903e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,238,0.41199857916902094,7.450828952508292e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,239,0.41312267631292343,7.731743893490308e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,240,0.47072935805601235,8.638361450988775e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,241,0.4755994826555252,8.530346457960417e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,242,0.41385390204103556,7.59532401417573e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,243,0.4630063640720704,7.885873089171181e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,244,0.4473475191523047,8.140193397774538e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,245,0.4120218032724498,7.412083310192837e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,246,0.4468739282558946,8.109274287365305e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,247,0.43364114358144645,8.041737189882149e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,248,0.46385294724913206,8.518400625401977e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,249,0.43785756826400757,8.076247874388333e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,250,0.43828483013545766,7.851622912620073e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,251,0.42609811530393715,7.838697304323968e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,252,0.42462872319361744,7.746112394650428e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,253,0.41694466988830003,7.573869291210191e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,254,0.43745434722479654,8.235830192989745e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,255,0.41572816998643036,7.500456916991325e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,256,0.42019939926617283,7.634464727068746e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,257,0.41557581273510175,7.692241774267593e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,258,0.44112907437717214,7.787952306577662e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,259,0.4471697088550119,7.968383808996377e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,260,0.42338958733222065,8.020062146422734e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,261,0.45296212943161235,8.348561225341868e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,262,0.43366000406882343,7.703180566623172e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,263,0.45607101040727954,7.800285625257723e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,264,0.43963941055185657,7.768443289953265e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,265,0.4273536555907306,7.764780379455474e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,266,0.46584301836350384,8.59124858052115e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,267,0.47168456631548267,8.45573807051845e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,268,0.41273084074697075,7.4509539828865e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,269,0.41776226789635773,7.650066232777001e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,270,0.42012059513260336,7.721355706447706e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,271,0.41400028863812194,7.610848463548817e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,272,0.40548196308972206,7.307737307439473e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,273,0.418565212365459,7.434027997110139e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,274,0.41084308768896494,7.613072635049388e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,275,0.4386082949007259,7.756249749658149e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,276,0.4292430351762211,7.98390505080453e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,277,0.423990365336923,7.571413206201615e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,278,0.4163036473944564,7.711476747359026e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,279,0.4102106837227064,7.392872218325199e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,280,0.42769743940409494,7.812083633579651e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,281,0.4246723274974262,7.58256039917422e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,282,0.42512648771790895,7.705769805250597e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,283,0.4209815509179059,7.535936256718902e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,284,0.4196038469672203,7.601454475020579e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,285,0.4309978450045866,7.623260433366768e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,286,0.44819357991218567,8.004088079908744e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,287,0.42418114139753227,7.543028800264839e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,288,0.43715126023573037,7.909562740718791e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,289,0.41767872168737297,7.703548899438401e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,290,0.44294922404429493,7.644179981813228e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,291,0.42909589234520407,7.948934519758415e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,292,0.41666248943382767,7.478001983531291e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,293,0.4420683576780207,7.984981648439102e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,294,0.4263835935031666,7.611194602679248e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,295,0.44148047356044545,7.840844595818908e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,296,0.41936010560568643,7.798480585479946e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,297,0.4297754624310662,7.41305332413129e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,298,0.44014204775585847,7.80493668126864e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,299,0.41679346123162436,7.651999410577847e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,300,0.4237721439670114,7.770409403499744e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,301,0.43031084011582765,7.605751469153641e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,302,0.41266832632177014,7.618414072145938e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,303,0.4206988715073642,7.28777761798269e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,304,0.4363180653137319,7.946975187715399e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,305,0.4241174818838344,7.74186449849795e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,306,0.41383637224926667,7.616442211562625e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,307,0.4179055375211379,7.439775185456283e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,308,0.4234848749988219,7.666378528082372e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,309,0.4586089656633489,8.046142471250598e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,310,0.41830510032527585,7.681944617676141e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,311,0.44371431540040407,8.012687486063228e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,312,0.41330991334774914,7.484185914145602e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,313,0.411384501877953,7.689658938361657e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,314,0.41184034012258053,7.717244941124794e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,315,0.4232340678572655,7.569507992959543e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,316,0.4418915685485391,7.910445088508395e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,317,0.4061643354156438,7.402733485030374e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,318,0.4637785545166801,8.346567108052274e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,319,0.40804711915552616,7.57924119511229e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,320,0.4202951157794279,7.557774348837858e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,321,0.41533582438440886,7.495740488436428e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,322,0.443172400488573,7.688191709408944e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,323,0.43771832392496224,7.846063208289171e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,324,0.4308242052793503,7.883547848517565e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,325,0.4447026664719862,8.016767276163752e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,326,0.46879267955527587,8.641892346825926e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,327,0.4420577629524119,7.561484176054524e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,328,0.4147895793704426,7.127865523958623e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,329,0.4472408478750902,7.68096309692911e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,330,0.4112773857572499,7.558055629718798e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,331,0.43776851191240196,7.486704213440188e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,332,0.43026449224528146,7.395548727666156e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,333,0.40950099614394064,7.600213222168443e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,334,0.4408764979418586,7.90861826223644e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,335,0.39837100291076827,7.203790233615216e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,336,0.4460280230816673,7.751099203002308e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,337,0.4552372992038727,8.010467813251661e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,338,0.40660025998402166,7.461612606216845e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,339,0.4255810187143438,7.6570870428541e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,340,0.41546929233214436,7.329903533810225e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,341,0.419698009157882,7.528177924180401e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,342,0.42252178577815785,7.749213433030758e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,343,0.39957793823936405,7.190066017080746e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,344,0.4129431878819185,7.651229401684599e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,345,0.4317061673192417,7.857150747019446e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,346,0.476909825907034,8.483512600906472e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,347,0.42222342946950125,8.047813270697106e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,348,0.40307562442167716,7.396537541925387e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,349,0.4537873487262165,7.933579335967271e-08
high final p-ratio,high_p,high_p CV2 sim-56,56,350,0.43021108998971824,7.642221882770841e-08
