case,case_short,original_sim_idx,frame,trajectory_progress,p_ratio,final_p_ratio,horizontal_strain,x_compression,vertical_strain,mean_abs_x_disp,mean_abs_y_disp,mean_x_disp,mean_y_disp,rms_disp,max_node_disp,z0,z1,lambda1,lambda2,lambda3,lambda4,lambda5,lambda6,lambda7,lambda8,lambda9,lambda10,lambda11,lambda12,soft_mode_gap_6_5
low final p-ratio,low_p,61,99,0.9,-0.568706819114369,-0.5734598575106268,-0.009462984193773746,0.009462984193773746,-0.004756458768052982,0.026769308373332024,0.019200989976525307,-0.0024312909226864576,0.0011646085185930133,0.03785263001918793,0.06293109804391861,3.1265692710876465,2.225358724594116,-0.013337324019835428,1.3877358538349344e-15,2.6532678487609675e-15,0.02261567544538546,0.03678273201107291,0.04416058020030908,0.05142425413088389,0.06306308964581576,0.07540330232086423,0.09255540191230685,0.10345845807928115,0.11620041646897583,0.007377848189236168
low final p-ratio,low_p,61,100,0.9090909090909091,-0.5691419286843492,-0.5734598575106268,-0.009557938812986921,0.009557938812986921,-0.004809001045141939,0.027042636647820473,0.019412517547607422,-0.0024561716709285975,0.0011771598365157843,0.03824964165687561,0.06358328461647034,3.1774635314941406,2.2235805988311768,-0.013503544368820777,-1.820765579002537e-15,-3.093058687426171e-16,0.022510500013485136,0.03672801309335846,0.04410610510944445,0.05131437371310778,0.06295296178545187,0.07534538956453098,0.09247145212314678,0.10336374431166356,0.11607809697007217,0.007378092016085996
low final p-ratio,low_p,61,101,0.9181818181818182,-0.5695892957103494,-0.5734598575106268,-0.009652893432200094,0.009652893432200094,-0.00486240750441986,0.02731640450656414,0.019624508917331696,-0.0024807038716971874,0.001189539791084826,0.03864699974656105,0.06422621011734009,3.2280588150024414,2.2217965126037598,-0.013670664425378804,-1.385339478814756e-15,8.061312216420004e-16,0.022406551659627415,0.03667360575863029,0.044051745904037966,0.05120323333222383,0.06284168443983047,0.07528603278107744,0.09239113468384341,0.10326759162684807,0.11595406297169564,0.007378140145407677
low final p-ratio,low_p,61,102,0.9272727272727272,-0.570024808020363,-0.5734598575106268,-0.009747933519117331,0.009747933519117331,-0.004915036199727714,0.027589967474341393,0.019836880266666412,-0.0025053764693439007,0.0012025515316054225,0.03904401883482933,0.06487840414047241,3.280571222305298,2.2199642658233643,-0.013838042800992975,-7.129623579588313e-16,3.26890874073378e-15,0.022301461028939606,0.036619445659705346,0.043996751527347756,0.05109377512138046,0.06273093342590093,0.07522803762122092,0.09230845705070838,0.10317169345061213,0.11583240208087445,0.00737730586764241
low final p-ratio,low_p,61,103,0.9363636363636364,-0.5704579607584009,-0.5734598575106268,-0.009842973606034568,0.009842973606034568,-0.00496852907722453,0.027863692492246628,0.020049380138516426,-0.0025294709485024214,0.0012151162372902036,0.03944170102477074,0.06553060561418533,3.3318967819213867,2.2181997299194336,-0.014006716883389874,-1.1341055540883128e-16,3.8029128993422786e-16,0.02219672343380774,0.03656422091885154,0.04394159458454192,0.05098246756049888,0.06261972990800532,0.07516982336189347,0.09222727484699748,0.10307468866295753,0.11570914421912172,0.007377373665690384
low final p-ratio,low_p,61,104,0.9454545454545454,-0.570877444823255,-0.5734598575106268,-0.009937928225247741,0.009937928225247741,-0.005021071354313488,0.028136780485510826,0.02026137337088585,-0.002554174978286028,0.0012274959590286016,0.039837829768657684,0.0661754310131073,3.3840627670288086,2.2163479328155518,-0.014175680562350173,-1.7277267399328018e-15,1.6911806141145436e-15,0.022090647446642818,0.036509443175738496,0.04388698073765859,0.05087309050878865,0.06250915930051151,0.07511144322457897,0.0921443867793928,0.10297764533631314,0.11558778058485748,0.007377537561920097
low final p-ratio,low_p,61,105,0.9545454545454546,-0.5713083433087824,-0.5734598575106268,-0.010032028167420293,0.010032028167420293,-0.005073613631402445,0.028410164639353752,0.02047329768538475,-0.0025789181236177683,0.001240630866959691,0.04023458808660507,0.06681837886571884,3.4345932006835938,2.214566230773926,-0.014344539990742181,-1.3252835141676122e-15,7.55338816942368e-16,0.021985813486871408,0.03645515218761394,0.043831510823421314,0.050763656882962555,0.0624007167648982,0.0750537794555077,0.09206460200196606,0.10288045252775349,0.11546743401815238,0.0073763586358073716
low final p-ratio,low_p,61,106,0.9636363636363636,-0.5717133433780166,-0.5734598575106268,-0.010127922931378151,0.010127922931378151,-0.0051270200906803655,0.028684008866548538,0.02068699710071087,-0.002603107364848256,0.0012533466797322035,0.040632639080286026,0.06747295707464218,3.486740827560425,2.21274995803833,-0.014515777066458522,-2.328452942604636e-15,2.4346672905337112e-15,0.021877835553074345,0.03639988814867631,0.04377612256029661,0.05065298233457875,0.06228944145477192,0.07499539020783831,0.0919810129164919,0.10278116814002723,0.11534580373966918,0.007376234411620296
low final p-ratio,low_p,61,107,0.9727272727272728,-0.5722258127391541,-0.5734598575106268,-0.010222963018295388,0.010222963018295388,-0.0051805129681771825,0.02895795926451683,0.02090158313512802,-0.002627595094963908,0.0012657662155106664,0.0410313718020916,0.06811545789241791,3.537940502166748,2.2109615802764893,-0.01468754093683489,-1.2243972828650906e-15,-3.2638204025248126e-16,0.021770911100145656,0.036344301136778286,0.043721196115829045,0.050541843814622706,0.06217758649493178,0.07493688797511168,0.09189910868357377,0.10268143665713339,0.11522300380712311,0.007376894979050759
low final p-ratio,low_p,61,108,0.9818181818181818,-0.5726409293485718,-0.5734598575106268,-0.010317917637508561,0.010317917637508561,-0.005234005845673999,0.029230736196041107,0.021114785224199295,-0.0026523324195295572,0.0012787964660674334,0.04142849147319794,0.06876768916845322,3.590634346008301,2.209115982055664,-0.014859348121207781,-1.3767482902765862e-16,4.0026656536695805e-16,0.021662738315524014,0.036289051760725236,0.04366450992133134,0.05043284178233086,0.062070838750312475,0.0748781998953622,0.09181753157843034,0.10258263561770363,0.1151036019026891,0.007375458160606106
low final p-ratio,low_p,61,109,0.990909090909091,-0.573062108204728,-0.5734598575106268,-0.010412017579681113,0.010412017579681113,-0.005286548122762956,0.029504239559173584,0.02132752723991871,-0.002677238080650568,0.0012916842242702842,0.041826143860816956,0.06941018998622894,3.640582323074341,2.2073428630828857,-0.015031327883988858,-4.199032605378108e-15,-6.038257201111319e-16,0.02155585014620342,0.03623373633811294,0.04360887140200297,0.05032257503864685,0.061958372638489675,0.07482098337077005,0.09173529510795107,0.10248257879523441,0.1149842926412303,0.00737513506389003
low final p-ratio,low_p,61,110,1.0,-0.5734598575106268,-0.5734598575106268,-0.01050705766659835,0.01050705766659835,-0.005340991600667633,0.029778150841593742,0.021541668102145195,-0.002701606834307313,0.0013045554514974356,0.04222468286752701,0.07006525993347168,3.6923677921295166,2.2055327892303467,-0.015204570571283512,-1.497063538016932e-15,-1.018754003186321e-15,0.021448015796026138,0.036178603073812064,0.04355283406236293,0.050213096924901175,0.061849822217807,0.07476225310000627,0.09165451779448736,0.10238213403162587,0.11486530450249474,0.007374230988550869
high final p-ratio,high_p,56,0,0.0,,0.40844515428566636,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9464350938796997,0.41856032609939575,-3.0091525813795445e-09,-2.3519131038803605e-15,6.1906991074066824e-15,0.05522763063233765,0.06127635978310579,0.06884185354315205,0.09886109416217408,0.12051036680749609,0.13080498848534383,0.16320198834602911,0.17267825033148054,0.1773258106613028,0.007565493760046255
high final p-ratio,high_p,56,1,0.007751937984496124,0.37318255250403876,0.40844515428566636,-7.691850253680741e-05,7.691850253680741e-05,2.903346712558025e-05,0.00024524706532247365,9.208984556607902e-05,-5.699176597318001e-08,-2.4385130359405593e-07,0.00030371741740964353,0.0005264428909868002,1.8971196413040161,0.4230825901031494,-3.523435558516885e-05,-1.1536654614501171e-15,5.813365716080543e-17,0.055209474843259033,0.0612334454415088,0.06883474233771955,0.098803668221249,0.12047842567883167,0.1307793790237567,0.1631707126490524,0.1726450924573088,0.17731032702809407,0.007601296896210752
high final p-ratio,high_p,56,2,0.015503875968992248,0.3817204301075269,0.40844515428566636,-0.0001544969350286494,0.0001544969350286494,5.9598850858289107e-05,0.0004902149084955454,0.0001894103188533336,-4.588962667639862e-07,-1.0344924703531433e-06,0.0006097850273363292,0.0010433024726808071,1.849183201789856,0.42746633291244507,-6.949736340822775e-05,1.5947182160116152e-15,2.2553606109811887e-15,0.05519198454356791,0.06119069709186098,0.06882881844157654,0.09874883299386379,0.12044767133645407,0.1307537852787582,0.16313978007725205,0.17261359262544135,0.17729712990952032,0.00763812134971556
high final p-ratio,high_p,56,3,0.023255813953488372,0.387941862551588,0.40844515428566636,-0.0002314887631160162,0.0002314887631160162,9.09666670994939e-05,0.0007350302767008543,0.0002903149288613349,-6.131206760073837e-07,-1.5257651284628082e-06,0.0009168244432657957,0.0015692394226789474,1.8017497062683105,0.43181613087654114,-0.00010336752644497286,-1.3220196126240958e-14,3.2096404919163496e-15,0.05517494816218747,0.061148276996091135,0.0688229209895932,0.09869348522501344,0.12041706445845178,0.13072784711144994,0.163109287598987,0.17258324209777104,0.1772839527602131,0.00767464399350206
high final p-ratio,high_p,56,4,0.031007751937984496,0.3925636535093628,0.40844515428566636,-0.00030760068459667026,0.00030760068459667026,0.00012306396743933136,0.0009804409928619862,0.0003923120384570211,-9.502465445621056e-07,-2.371612936258316e-06,0.0012247331906110048,0.0020927346777170897,1.754732608795166,0.43611791729927063,-0.00013656143099665362,-1.9933201276141804e-16,6.867614046452858e-16,0.05515808942823402,0.061106004110965624,0.06881744639969545,0.09863894265988926,0.12038658585073676,0.13070222475771676,0.16307894607415144,0.17255296619832936,0.17727138150840344,0.007711442288729824
high final p-ratio,high_p,56,5,0.03875968992248062,0.3940504419055831,0.40844515428566636,-0.00038444586158291826,0.00038444586158291826,0.00015450473209039942,0.0012266370467841625,0.0004943149397149682,-5.420038746706268e-07,-3.042372100026114e-06,0.0015332810580730438,0.0026261107996106148,1.7075170278549194,0.44044968485832214,-0.00017043913097579449,-4.516507175712757e-16,2.8331306794760065e-15,0.05514088803813814,0.06106345116620091,0.0688113181024333,0.09858404557497075,0.12035617812456627,0.13067653847052205,0.16304749223375087,0.17252213049986612,0.17725814316602076,0.007747866936232382
high final p-ratio,high_p,56,6,0.046511627906976744,0.39735872787709997,0.40844515428566636,-0.0004605577830635723,0.0004605577830635723,0.0001866020324302369,0.0014726859517395496,0.0005984836025163531,-1.4650868251919746e-06,-3.3927046843018616e-06,0.0018427936593070626,0.0031593062449246645,1.6604996919631958,0.44474831223487854,-0.00020380740149954379,5.3302951542798614e-15,6.643065433985182e-15,0.055124169706233614,0.061021029757508824,0.06880622900351398,0.09852995565980266,0.1203259026858508,0.1306512648306767,0.1630164539484947,0.1724918570474408,0.1772456822870735,0.007785199246005153
high final p-ratio,high_p,56,7,0.05426356589147287,0.3977981368850566,0.40844515428566636,-0.0005366697045442264,0.0005366697045442264,0.00021869933277007434,0.0017182548763230443,0.0007010058034211397,-1.2693667486018967e-06,-4.295880444260547e-06,0.00215157400816679,0.0036920642014592886,1.6132489442825317,0.4490748941898346,-0.00023780670784240981,1.4909864273756941e-15,1.8004672547259185e-15,0.055107182949422955,0.060978372506374286,0.06880065449348817,0.09847588665432429,0.12029596951063845,0.1306255107925264,0.16298474165610316,0.17246109626791983,0.17723250305510116,0.007822281987113884
high final p-ratio,high_p,56,8,0.06201550387596899,0.3998651836872262,0.40844515428566636,-0.0006135148815304744,0.0006135148815304744,0.00025159906561840776,0.0019636990036815405,0.0008055925136432052,-1.6116019878609222e-06,-4.232499122736044e-06,0.002460773568600416,0.004229369107633829,1.5663983821868896,0.4533645212650299,-0.0002713478163013372,1.6008268660306754e-15,3.465169116148799e-15,0.05509040181463601,0.0609363958147708,0.0687954196300146,0.09842230260467147,0.12026726201290386,0.13060003570343467,0.1629545364503161,0.1724311623124885,0.17721967005688874,0.00785902381524381
high final p-ratio,high_p,56,9,0.06976744186046512,0.399748322147651,0.40844515428566636,-0.0006888935475055344,0.0006888935475055344,0.0002829668818596125,0.0022096619941294193,0.0009072876418940723,-1.227017492055893e-06,-5.473227702168515e-06,0.0027692816220223904,0.004758209455758333,1.5187904834747314,0.45771440863609314,-0.0003057322494399316,-2.0956281368722407e-15,8.777104870145518e-15,0.055073349227596685,0.06089341888359595,0.0687896033455598,0.09836710278743183,0.12023625306213774,0.13057423711617888,0.16292225478384953,0.1724002979320926,0.1772062548514353,0.007896184461963843
high final p-ratio,high_p,56,10,0.07751937984496124,0.40160707544626006,0.40844515428566636,-0.0007658120500423418,0.0007658120500423418,0.00031513713060931324,0.002456231042742729,0.0010126156266778708,-2.0280324406485306e-06,-6.326008588075638e-06,0.003080107271671295,0.005291596055030823,1.4720163345336914,0.46197035908699036,-0.000339477887917522,-2.389018680781789e-15,2.2207014840099114e-15,0.05505660993040838,0.06085059033828579,0.06878462424341684,0.09831359764243337,0.1202065983336769,0.13054919823507893,0.16289191230288477,0.17237078464570468,0.17719375315618957,0.007934033905131053
high final p-ratio,high_p,56,11,0.08527131782945736,0.40169641106099235,0.40844515428566636,-0.0008427305525791493,0.0008427305525791493,0.00034723443094915074,0.0027022857684642076,0.0011153987143188715,-2.1515234038815834e-06,-6.5267086029052734e-06,0.003389179240912199,0.005824796389788389,1.4245760440826416,0.4663042426109314,-0.00037435563019683205,-1.0187806673289743e-14,-2.3673873679175205e-15,0.055039568283968304,0.06080705707525254,0.06877922698076082,0.09825871337557973,0.12017620976624598,0.13052322213142226,0.16285977974186674,0.17233944112062857,0.1771810544176001,0.00797216990550828
high final p-ratio,high_p,56,12,0.09302325581395349,0.4027690371302706,0.40844515428566636,-0.0009188424740598032,0.0009188424740598032,0.0003800612153876209,0.0029483670368790627,0.0012201211648061872,-2.4872908852557885e-06,-7.85503289080225e-06,0.0036993143148720264,0.006357558537274599,1.3776850700378418,0.4705759584903717,-0.000408328629083278,2.0819418643561733e-15,6.043859066834434e-15,0.0550228747967643,0.06076385499333981,0.06877420336844317,0.09820502019906881,0.12014582874106661,0.1304980292016755,0.16282888600346818,0.1723095774035166,0.17716812258549336,0.008010348375103359
high final p-ratio,high_p,56,13,0.10077519379844961,0.40265560165975106,0.40844515428566636,-0.0009956876510460514,0.0009956876510460514,0.00041142903162882564,0.003194710472598672,0.0013229497708380222,-2.033167675108416e-06,-8.005700692592654e-06,0.004008454270660877,0.0068909465335309505,1.3301175832748413,0.4749222695827484,-0.0004432487238669468,-8.289608542270563e-16,1.4794474199035242e-15,0.05500577741444103,0.060721041102515264,0.0687689100293463,0.09815077645227052,0.12011675926918455,0.13047240653648168,0.16279731248729404,0.1722781604632996,0.17715450394402776,0.008047868926831042
high final p-ratio,high_p,56,14,0.10852713178294573,0.403654164899973,0.40844515428566636,-0.0010710663170211115,0.0010710663170211115,0.00044279684787003044,0.0034407060593366623,0.0014281310141086578,-2.3827112727303756e-06,-8.930762305681128e-06,0.004318546038120985,0.007419790141284466,1.2832268476486206,0.47918450832366943,-0.00047763038666195733,-6.032837447619426e-16,4.024031696093926e-16,0.054989150621806517,0.060677874960827105,0.06876393128943967,0.09809736246703481,0.12008710194482039,0.13044713599648197,0.16276632838475066,0.17224813726178256,0.1771420113744394,0.008086056328612562
high final p-ratio,high_p,56,15,0.11627906976744186,0.40327338129496404,0.40844515428566636,-0.0011479114940073595,0.0011479114940073595,0.00047496709661973117,0.0036865861620754004,0.0015303798718377948,-2.523936018405948e-06,-9.605764716980048e-06,0.004627707879990339,0.007953176274895668,1.2357255220413208,0.4835119843482971,-0.0005129861741316194,-2.8053082678631298e-15,-9.332575071130148e-16,0.05497202614123222,0.060633903984008364,0.06875849483945577,0.09804218611882076,0.1200560533458036,0.13042127682675023,0.16273398866356187,0.1722174485224393,0.17712843561286312,0.008124590855447408
high final p-ratio,high_p,56,16,0.12403100775193798,0.40417566109012415,0.40844515428566636,-0.0012240234154880134,0.0012240234154880134,0.0005070643969595686,0.003932972904294729,0.0016358786961063743,-2.786051481962204e-06,-1.0326504707336426e-05,0.004938383586704731,0.008486376143991947,1.188820481300354,0.487773597240448,-0.0005476522571380054,-4.610645551225239e-15,2.4778129681632614e-15,0.05495527689545876,0.060590839496414695,0.06875392335745865,0.09798940208210775,0.12002761063560027,0.1303956992864966,0.1627031465334062,0.17218696101703612,0.17711603762792366,0.00816308386104396
high final p-ratio,high_p,56,17,0.13178294573643412,0.4041850569967929,0.40844515428566636,-0.0013009419180248208,0.0013009419180248208,0.0005385051616106367,0.0041782185435295105,0.001738628838211298,-3.408821612538304e-06,-1.106204217649065e-05,0.005246731918305159,0.009015410207211971,1.1414140462875366,0.4920741617679596,-0.0005831104321050219,-5.199526581504913e-15,1.36144195078309e-15,0.054938517651854216,0.06054663183077913,0.06874870494691993,0.09793443993995306,0.11999711369993626,0.13037019888024073,0.1626719856421619,0.17215666709192018,0.17710288676146982,0.008202073116140796
high final p-ratio,high_p,56,18,0.13953488372093023,0.40468407952739377,0.40844515428566636,-0.0013778604205616283,0.0013778604205616283,0.0005706024619504742,0.004424116108566523,0.0018437786493450403,-3.5427510738372803e-06,-1.1384073332010303e-05,0.005557007621973753,0.009548609144985676,1.094448447227478,0.49634596705436707,-0.0006182003496559853,-9.037696729700596e-15,-5.165148238549147e-15,0.054921605341603875,0.06050298994977435,0.06874379872077563,0.09788094002197299,0.11996740331488209,0.13034475056590467,0.1626402667073482,0.17212593299732343,0.17709017818387154,0.008240808771001279
high final p-ratio,high_p,56,19,0.14728682170542637,0.40460900204591954,0.40844515428566636,-0.001453165760986129,0.001453165760986129,0.000601970278191679,0.004670748952776194,0.0019465317018330097,-3.2827051654749084e-06,-1.225874075316824e-05,0.0058664982207119465,0.01007746160030365,1.0465220212936401,0.5006948709487915,-0.0006539340699780511,-6.951010284997484e-15,-2.2492023449641115e-15,0.054904617139963835,0.06045884144902411,0.06873867108245718,0.09782659886105778,0.11993660637561959,0.13031953945463665,0.1626080441466952,0.17209509468252146,0.17707704119004836,0.008279829633433072
high final p-ratio,high_p,56,20,0.15503875968992248,0.40517194838848997,0.40844515428566636,-0.0015300842635229362,0.0015300842635229362,0.0006347970626301491,0.004916157107800245,0.0020518959499895573,-3.560834329618956e-06,-1.3022373423154932e-05,0.006176468450576067,0.010614756494760513,0.9994161128997803,0.5049647092819214,-0.0006891950539888543,-5.471460044702977e-15,5.7216030400695175e-15,0.05488784499126475,0.06041465496346022,0.06873417666557857,0.09777304950971161,0.11990715389165646,0.1302941862733429,0.16257712153786938,0.17206434667444345,0.17706407867855833,0.008319521702118353
high final p-ratio,high_p,56,21,0.16279069767441862,0.40515866892969193,0.40844515428566636,-0.0016061961850035904,0.0016061961850035904,0.0006661648788713539,0.005162226501852274,0.0021545568015426397,-3.807712346315384e-06,-1.3156742170394864e-05,0.006485372316092253,0.011144043877720833,0.9516996741294861,0.5092917084693909,-0.0007252466282064272,-2.59689951865777e-15,-2.1636794358202526e-16,0.05487092273026704,0.06037049882225395,0.06872925150327522,0.09771897732220808,0.1198770492737079,0.13026829895674527,0.16254510446923381,0.1720333767647975,0.17705132386715072,0.008358752681021271
high final p-ratio,high_p,56,22,0.17054263565891473,0.4055321028863145,0.40844515428566636,-0.0016830413619898384,0.0016830413619898384,0.0006983351276210546,0.005408217664808035,0.0022595482878386974,-4.155121587245958e-06,-1.3961818694951944e-05,0.0067959134466946125,0.011676990427076817,0.9047466516494751,0.5135418176651001,-0.0007611114540198084,-6.182563228557299e-15,-3.646789633677161e-15,0.054854093406497745,0.060326013399640256,0.06872448185012899,0.0976647503567863,0.11984702791917268,0.1302430259752694,0.16251276629926412,0.17200278085218315,0.1770377968843876,0.008398468450488729
high final p-ratio,high_p,56,23,0.17829457364341086,0.40549868519909843,0.40844515428566636,-0.0017599598645266458,0.0017599598645266458,0.0007296299954523962,0.005654602311551571,0.002362604020163417,-4.0644467844686005e-06,-1.4758565157535486e-05,0.007105493918061256,0.012206281535327435,0.8567857146263123,0.5178830623626709,-0.0007975518304465795,-6.352145909087591e-15,-3.0311900861581137e-16,0.05483699461420296,0.06028147731106208,0.06871960873650249,0.09761033583894854,0.11981704473347671,0.13021710697099323,0.16248063834202034,0.17197157572721058,0.1770243052991604,0.008438131425440407
high final p-ratio,high_p,56,24,0.18604651162790697,0.40582318925365074,0.40844515428566636,-0.0018352652049511465,0.0018352652049511465,0.0007618002442020969,0.005900004878640175,0.0024676984176039696,-4.618635557562811e-06,-1.6008711099857464e-05,0.007415329106152058,0.012748261913657188,0.8096790909767151,0.5221315026283264,-0.0008333751103148571,-3.9710608143721165e-15,2.3144662622395325e-16,0.0548202900523658,0.060237391370124634,0.06871515991499619,0.09755696098265057,0.11978802835560687,0.13019236166250836,0.1624494470166282,0.17194125940295477,0.17701196836773944,0.008477768544871554
high final p-ratio,high_p,56,25,0.1937984496124031,0.4057335436064724,0.40844515428566636,-0.0019121837074879539,0.0019121837074879539,0.0007931680604433016,0.006146024446934462,0.0025696796365082264,-4.205283403280191e-06,-1.5778932720422745e-05,0.007724222727119923,0.013277743011713028,0.7619115114212036,0.5264691114425659,-0.0008701222033237954,-3.861728414769189e-15,5.2627497941538645e-15,0.054803287775129786,0.06019237724871864,0.06871010913080239,0.09750268411809641,0.11975719211679314,0.13016687047960845,0.1624173778344463,0.1719102707684628,0.1769982126979185,0.008517731882083747
high final p-ratio,high_p,56,26,0.20155038759689922,0.4059825508932281,0.40844515428566636,-0.0019891022100247614,0.0019891022100247614,0.0008252653607831391,0.006391601171344519,0.00267501687631011,-4.143867954553571e-06,-1.6926425814745016e-05,0.00803422648459673,0.01380171813070774,0.7146837115287781,0.5307265520095825,-0.0009065169140309932,-3.655178577659026e-15,1.0495602547232352e-14,0.054786494514595774,0.06014674579322134,0.06870589723883971,0.09744892322891119,0.11972598288617899,0.13014168212959534,0.16238499719759572,0.1718790939389052,0.17698552451915073,0.008559151445618376
high final p-ratio,high_p,56,27,0.20930232558139536,0.4059374249819957,0.40844515428566636,-0.002065214131505415,0.002065214131505415,0.0008567061254342071,0.006637532729655504,0.0027780381496995687,-4.848775915888837e-06,-1.7597289115656167e-05,0.008343536406755447,0.014339984394609928,0.6667814254760742,0.5350462198257446,-0.0009435649419437431,-2.2158313834644492e-15,1.031384584133713e-14,0.05476951880134327,0.06010215624227483,0.0687010444643594,0.09739441607497244,0.11969658351480558,0.13011602798084576,0.16235279003731534,0.17184793130652298,0.17697237563929874,0.008598888222084572
high final p-ratio,high_p,56,28,0.21705426356589147,0.4061577637594768,0.40844515428566636,-0.002142059308491663,0.002142059308491663,0.0008888034257740447,0.006884453818202019,0.0028832617681473494,-5.1629936024255585e-06,-1.7989634216064587e-05,0.008654464036226273,0.014873181469738483,0.6194676160812378,0.5393171906471252,-0.0009802023305438556,3.864962391606211e-15,8.90214192016152e-15,0.05475259045019976,0.060057838124626485,0.06869657833729864,0.09734163625868647,0.11966817907481528,0.13009069632290748,0.16232148589938866,0.17181724810337262,0.17695929288893186,0.008638740212672157
high final p-ratio,high_p,56,29,0.2248062015503876,0.4062208977463215,0.40844515428566636,-0.0022181712299723173,0.0022181712299723173,0.0009209007261138821,0.007130726240575314,0.0029861265793442726,-5.008963398722699e-06,-1.8829428881872445e-05,0.008964190259575844,0.015405938029289246,0.5713898539543152,0.5436515212059021,-0.0010175008918341787,-4.708979801622584e-15,3.708801992961858e-15,0.05473559270294712,0.060012340216146834,0.06869206651723946,0.0972872044669319,0.11963769690798345,0.13006543877437787,0.16228933531910797,0.17178623216315977,0.17694624317067753,0.008679726301092622
high final p-ratio,high_p,56,30,0.23255813953488372,0.40637773016187406,0.40844515428566636,-0.0022942831514529715,0.0022942831514529715,0.0009529980264537196,0.007376649416983128,0.0030910756904631853,-5.8433247431821655e-06,-1.8950551748275757e-05,0.009273959323763847,0.015939321368932724,0.5243281126022339,0.5478858351707458,-0.001054495270442458,1.291529014271693e-15,3.614005729307888e-15,0.05471869785692337,0.05996641001462296,0.06868772601850733,0.09723387493243608,0.1196068246959662,0.13004005259786452,0.16225685995448394,0.17175526109854466,0.17693356153635467,0.008721316003884365
high final p-ratio,high_p,56,31,0.24031007751937986,0.40619282440885884,0.40844515428566636,-0.002371201653989779,0.002371201653989779,0.0009843658426949243,0.007622740231454372,0.0031932303681969643,-5.598335064860294e-06,-2.0155632228124887e-05,0.009583117440342903,0.01646861806511879,0.4761248826980591,0.5522304773330688,-0.001092283874045686,-4.239666631209678e-15,9.827490285078754e-15,0.054701577205565566,0.05992125319551321,0.068682956124871,0.09717930277873733,0.11957738392401432,0.13001417222981618,0.1622241530084078,0.17172343431609402,0.17691953672557892,0.008761702929357795
high final p-ratio,high_p,56,32,0.24806201550387597,0.4064720876449636,0.40844515428566636,-0.002447313575470433,0.002447313575470433,0.001016536091444625,0.007868909277021885,0.003298782976344228,-5.994768343953183e-06,-2.062894964183215e-05,0.009893574751913548,0.01700156182050705,0.42887336015701294,0.5564768314361572,-0.0011295241376812898,-5.46775681958957e-15,6.3342459451727375e-15,0.05468470325851854,0.05987601917921405,0.06867865958153223,0.09712637232096352,0.11954820464056354,0.1299888259497722,0.1621923351117262,0.17169270303263376,0.17690665549291124,0.00880264040231818
high final p-ratio,high_p,56,33,0.2558139534883721,0.40651910546478504,0.40844515428566636,-0.0025242320780072404,0.0025242320780072404,0.0010478309592759666,0.008114944212138653,0.0034015816636383533,-6.102439328969922e-06,-2.1405983716249466e-05,0.010202874429523945,0.017530860379338264,0.38074129819869995,0.5608035922050476,-0.001167430828627297,-3.6483576714372e-15,-3.3197871612133864e-15,0.054667665719776944,0.05983061998935317,0.06867413294830273,0.0970725898044714,0.11951848374601258,0.12996372961843064,0.16216009285603014,0.17166152215633224,0.17689359162414398,0.008843512958949556
high final p-ratio,high_p,56,34,0.26356589147286824,0.40666709037752635,0.40844515428566636,-0.0026003439994878945,0.0026003439994878945,0.0010800741564355306,0.008360432460904121,0.0035069799050688744,-6.272716291277902e-06,-2.201936331402976e-05,0.010512840002775192,0.018073027953505516,0.33328932523727417,0.5650658011436462,-0.0012052336608191772,-6.5243474255626054e-15,1.116229782910357e-15,0.05465075298498508,0.05978443489137329,0.06867000123788225,0.09701867990805084,0.11948837221273807,0.12993883125730107,0.16212760878065127,0.1716303121487056,0.1768807109053299,0.008885566346508958
high final p-ratio,high_p,56,35,0.2713178294573643,0.40654760986000277,0.40844515428566636,-0.0026771891764741425,0.0026771891764741425,0.0011113690242668722,0.008607153780758381,0.003609561361372471,-6.420744739443762e-06,-2.2878612071508542e-05,0.01082270871847868,0.018606223165988922,0.28506261110305786,0.5693936347961426,-0.001243558115880676,-5.0393261561543375e-15,1.0095402641211452e-14,0.05463369023067141,0.059738414072960766,0.0686654444379514,0.09696473057718943,0.11945827008885787,0.1299129378193981,0.1620945964544047,0.17159853081347934,0.17686690949521547,0.008927030364990637
high final p-ratio,high_p,56,36,0.27906976744186046,0.4067292973557043,0.40844515428566636,-0.0027533010979547963,0.0027533010979547963,0.0011434663246067097,0.008853188715875149,0.003714840393513441,-6.085727363824844e-06,-2.3146676539909095e-05,0.011133000254631042,0.019135523587465286,0.23766176402568817,0.5736621618270874,-0.0012815163778757102,-2.1687029628168383e-15,-4.691985969015994e-16,0.05461682469105936,0.059692474315564126,0.06866133933756777,0.09691115517199138,0.11942793907593434,0.12988780829172333,0.16206204979664263,0.17156772709575324,0.1768540146469222,0.008968865022003641
high final p-ratio,high_p,56,37,0.2868217054263566,0.40662597827356617,0.40844515428566636,-0.0028294130194354505,0.0028294130194354505,0.0011749070892577776,0.009098777547478676,0.0038175624795258045,-6.59805846225936e-06,-2.3872746169217862e-05,0.011442165821790695,0.019664572551846504,0.18929508328437805,0.5779933333396912,-0.001320211493797794,-1.5955225287068044e-15,4.001734215636952e-15,0.0545997218209025,0.05964565119389995,0.06865702353901308,0.09685622310043951,0.11939693751537461,0.1298620102385426,0.16202896032229833,0.17153584136833427,0.17684065047100153,0.00901137234511313
