dataset,split,sim_idx,target_index,rollout_steps,pred_p_ratio,true_p_ratio,final_pos_mse,initial_to_target_mse,pred_to_initial_mse,movement_fraction_mse,case,case_short,train_original_sim_idx,original_sim_idx
high_p CV2 sim-56,other_trajectories,37,100,100,0.3979034423828125,-0.19825230664749546,0.00021996341820340604,0.0004775618144776672,0.000585499161388725,1.2260175408478047,high final p-ratio,high_p,56,37
high_p CV2 sim-56,other_trajectories,38,100,100,0.43017527065764216,0.35430659976595436,2.868087358365301e-05,0.0004708220949396491,0.0005819826037622988,1.236098751561136,high final p-ratio,high_p,56,38
high_p CV2 sim-56,other_trajectories,39,100,100,0.4052455940020005,0.3550825350667123,6.130956899141893e-05,0.0004720691649708897,0.0007939668139442801,1.6818866235273817,high final p-ratio,high_p,56,39
high_p CV2 sim-56,other_trajectories,40,100,100,0.3906912328705677,-0.23567249638889756,0.0002266864466946572,0.00048804678954184055,0.00045185856288298965,0.9258509072607095,high final p-ratio,high_p,56,40
high_p CV2 sim-56,other_trajectories,41,100,100,0.40438938139130753,-0.3377531462645397,0.0003365383017808199,0.0006346940062940121,0.00043189976713620126,0.6804850256237184,high final p-ratio,high_p,56,41
high_p CV2 sim-56,other_trajectories,42,100,100,0.39360257459632414,-0.38978774090075596,0.00041321685421280563,0.0005451604374684393,0.0007168364827521145,1.3149092147641654,high final p-ratio,high_p,56,42
high_p CV2 sim-56,other_trajectories,43,100,100,0.3849320884877225,0.18058726787909754,6.253869651118293e-05,0.0004340223385952413,0.0006528656231239438,1.5042212463925513,high final p-ratio,high_p,56,43
high_p CV2 sim-56,other_trajectories,44,100,100,0.4095814207982491,-0.09489259597806216,0.00015776044165249914,0.0004826681106351316,0.0006037746206857264,1.2509105270933139,high final p-ratio,high_p,56,44
high_p CV2 sim-56,other_trajectories,45,100,100,0.42724429352732524,0.34220687606742406,1.731167867546901e-05,0.0004893475561402738,0.000449875311460346,0.9193369943619113,high final p-ratio,high_p,56,45
high_p CV2 sim-56,other_trajectories,46,100,100,0.3725124998614206,-0.28992099334964483,0.00028018481680192053,0.0005225369823165238,0.0004734692338388413,0.9060970799422576,high final p-ratio,high_p,56,46
high_p CV2 sim-56,other_trajectories,47,100,100,0.3826162414883161,-0.4020996325116617,0.0004494437016546726,0.000535108963958919,0.0007882821373641491,1.4731245231478993,high final p-ratio,high_p,56,47
high_p CV2 sim-56,other_trajectories,48,100,100,0.40544277945916685,0.3627811839154544,3.5061868402408436e-05,0.0004698041011579335,0.0006439368589781225,1.370649718448607,high final p-ratio,high_p,56,48
high_p CV2 sim-56,other_trajectories,49,100,100,0.39933221267874824,-0.4298429263730658,0.0004445556551218033,0.0005314011941663921,0.0007491697324439883,1.409800618945182,high final p-ratio,high_p,56,49
high_p CV2 sim-56,other_trajectories,50,100,100,0.41028740392579893,-0.06205369440383108,0.00019568647257983685,0.00040782129508443177,0.000678246608003974,1.6630975777357475,high final p-ratio,high_p,56,50
high_p CV2 sim-56,other_trajectories,51,100,100,0.40834832034459023,0.20061216950762573,9.501173190074041e-05,0.0004461872740648687,0.0008052216726355255,1.8046719829092632,high final p-ratio,high_p,56,51
high_p CV2 sim-56,other_trajectories,52,100,100,0.40739712571269937,0.039914141156028,9.876155672827736e-05,0.0004721469304058701,0.0005622525350190699,1.1908422967734698,high final p-ratio,high_p,56,52
high_p CV2 sim-56,other_trajectories,53,100,100,0.3358964834762747,-0.049517969000646915,0.00013308983761817217,0.00045347295235842466,0.0004761574964504689,1.050024028939469,high final p-ratio,high_p,56,53
high_p CV2 sim-56,other_trajectories,54,100,100,0.40827891176384457,0.34894558764071243,3.0708633858012035e-05,0.00046124981599859893,0.000623033381998539,1.3507504185116714,high final p-ratio,high_p,56,54
high_p CV2 sim-56,other_trajectories,55,100,100,0.4025584115786805,0.20687103881620106,9.532631520414725e-05,0.00041538389632478356,0.0007803557091392577,1.8786373666472307,high final p-ratio,high_p,56,55
high_p CV2 sim-56,other_trajectories,56,100,100,0.41854192177067207,-0.022274276205264638,0.00012082806642865762,0.00041131957550533116,0.00046473662951029837,1.1298675219610959,high final p-ratio,high_p,56,57
high_p CV2 sim-56,other_trajectories,57,100,100,0.39606359086809667,0.16038826975668286,0.0001127768264268525,0.0004214166838210076,0.0008097104728221893,1.9214010833185369,high final p-ratio,high_p,56,58
high_p CV2 sim-56,other_trajectories,58,100,100,0.3818325839713037,-0.02458780499290988,0.0001651017664698884,0.00044335584971122444,0.0007723454036749899,1.7420440131286181,high final p-ratio,high_p,56,59
high_p CV2 sim-56,other_trajectories,59,100,100,0.4179717352374217,-0.3677622602346421,0.00034025084460154176,0.0005478062084876001,0.0004928031703457236,0.8995939854465496,high final p-ratio,high_p,56,60
high_p CV2 sim-56,other_trajectories,60,100,100,0.39322001096668063,-0.5691419286843492,0.0005758187617175281,0.0007315175025723875,0.0004069013230036944,0.5562427714618208,high final p-ratio,high_p,56,61
high_p CV2 sim-56,other_trajectories,61,100,100,0.4014906797555621,-0.4044323487998041,0.00041774127748794854,0.0004929900169372559,0.0007312857778742909,1.4833683294795068,high final p-ratio,high_p,56,62
high_p CV2 sim-56,other_trajectories,62,100,100,0.40306758626064254,-0.05281552093018046,0.00017617904813960195,0.00038364107604138553,0.0006677224300801754,1.7404873246892478,high final p-ratio,high_p,56,63
high_p CV2 sim-56,other_trajectories,63,100,100,0.4088196668433058,0.36644335814339535,2.1945448679616675e-05,0.000503040268085897,0.0004506884724833071,0.8959292149676366,high final p-ratio,high_p,56,64
high_p CV2 sim-56,other_trajectories,64,100,100,0.39106982893659015,-0.11649804827531267,0.00019682265701703727,0.0004921709769405425,0.00067567900987342,1.3728542346678165,high final p-ratio,high_p,56,65
high_p CV2 sim-56,other_trajectories,65,100,100,0.3920658256387609,-0.5314749016094777,0.00046788432518951595,0.0006565267685800791,0.0004760093870572746,0.7250418563842822,high final p-ratio,high_p,56,66
high_p CV2 sim-56,other_trajectories,66,100,100,0.4173057766516117,0.15469150661991732,7.42231568438001e-05,0.00042304719681851566,0.000651084934361279,1.5390361625315059,high final p-ratio,high_p,56,67
high_p CV2 sim-56,other_trajectories,67,100,100,0.39079721133219913,0.16669623291244912,8.425983105553314e-05,0.00045570798101834953,0.0007430985569953918,1.6306463523742198,high final p-ratio,high_p,56,68
high_p CV2 sim-56,other_trajectories,68,100,100,0.3537093495934959,-0.24331324032490337,0.00026381254428997636,0.000529856130015105,0.00045850759488530457,0.8653435695312868,high final p-ratio,high_p,56,69
high_p CV2 sim-56,other_trajectories,69,100,100,0.4027938960386607,-0.16940172740678322,0.00030410612816922367,0.0004286079201847315,0.0008510578190907836,1.9856325070334089,high final p-ratio,high_p,56,70
high_p CV2 sim-56,other_trajectories,70,100,100,0.3779986199851245,-0.47517426796613293,0.00046201818622648716,0.0005254264106042683,0.0007754649268463254,1.4758773278155155,high final p-ratio,high_p,56,71
high_p CV2 sim-56,other_trajectories,71,100,100,0.4441500203832042,0.20573712927448545,4.7076911869226024e-05,0.00042902326094917953,0.0005275046569295228,1.2295479171979184,high final p-ratio,high_p,56,72
high_p CV2 sim-56,other_trajectories,72,100,100,0.3665959281461861,-0.45121595887488686,0.0004299923311918974,0.0005884523852728307,0.0005847402499057353,0.9936916979861091,high final p-ratio,high_p,56,73
high_p CV2 sim-56,other_trajectories,73,100,100,0.4088046100241222,-0.29795012828649386,0.00033913576044142246,0.0004419228353071958,0.0006892162491567433,1.5595850544307024,high final p-ratio,high_p,56,74
high_p CV2 sim-56,other_trajectories,74,100,100,0.4046090190122034,0.3405242833803654,1.690423596301116e-05,0.0004600612446665764,0.0005274214199744165,1.1464156698455628,high final p-ratio,high_p,56,75
high_p CV2 sim-56,other_trajectories,75,100,100,0.3794293432023141,-0.5415579495552603,0.0004710964858531952,0.0006104385829530656,0.0005394535837695003,0.883714756626019,high final p-ratio,high_p,56,76
high_p CV2 sim-56,other_trajectories,76,100,100,0.4250701473378091,0.01466837398627898,0.00010185122664552182,0.0004473643493838608,0.00045252725249156356,1.011540711983003,high final p-ratio,high_p,56,77
high_p CV2 sim-56,other_trajectories,77,100,100,0.4147328624253342,0.0050641005806697816,0.00011233967234147713,0.0004938275669701397,0.00043712672777473927,0.8851808951385879,high final p-ratio,high_p,56,78
high_p CV2 sim-56,other_trajectories,78,100,100,0.38250799289520426,-0.45929450263189053,0.0004333755641710013,0.0005126834730617702,0.0006831986247561872,1.332593423923132,high final p-ratio,high_p,56,79
high_p CV2 sim-56,other_trajectories,79,100,100,0.4201160230437449,0.3577228031757618,2.6065843485412188e-05,0.0004907718393951654,0.0006284381961449981,1.2805098942096895,high final p-ratio,high_p,56,80
high_p CV2 sim-56,other_trajectories,80,100,100,0.3936792264468467,-0.32281483960466584,0.00036990403896197677,0.0005207169451750815,0.0007221799460239708,1.386895419316825,high final p-ratio,high_p,56,81
high_p CV2 sim-56,other_trajectories,81,100,100,0.3962133244169523,-0.2596834918001404,0.0003638138878159225,0.00047551243915222585,0.0008766891551204026,1.8436723899030283,high final p-ratio,high_p,56,82
high_p CV2 sim-56,other_trajectories,82,100,100,0.33431395566117744,-0.33294838997006765,0.0003391808131709695,0.0005310236592777073,0.000636434939224273,1.1985058068598016,high final p-ratio,high_p,56,83
high_p CV2 sim-56,other_trajectories,83,100,100,0.41115102692503086,0.34409004225404777,5.245898137218319e-05,0.0004689846246037632,0.0007439161418005824,1.5862271442888003,high final p-ratio,high_p,56,84
high_p CV2 sim-56,other_trajectories,84,100,100,0.39230265219496907,0.08325962308917031,9.80050754151307e-05,0.00048509647604078054,0.0006825381424278021,1.4070152560135754,high final p-ratio,high_p,56,85
high_p CV2 sim-56,other_trajectories,85,100,100,0.41437258306006414,0.13491770570898257,9.823465370573103e-05,0.00041922915261238813,0.0007193904020823538,1.7159837229819022,high final p-ratio,high_p,56,86
high_p CV2 sim-56,other_trajectories,86,100,100,0.4013049298014994,-0.06531983290275303,0.00015274282486643642,0.0005516375531442463,0.0004352564865257591,0.789026207597482,high final p-ratio,high_p,56,87
high_p CV2 sim-56,other_trajectories,87,100,100,0.3979628899358668,-0.39197879338275,0.0003766579902730882,0.0004940630169585347,0.0006126887747086585,1.2401024842547153,high final p-ratio,high_p,56,88
high_p CV2 sim-56,other_trajectories,88,100,100,0.3841149693914924,-0.28168878424657534,0.00033232910209335387,0.0005265119252726436,0.0008178269490599632,1.553292356362998,high final p-ratio,high_p,56,89
high_p CV2 sim-56,other_trajectories,89,100,100,0.38767669315001935,-0.10775471476849927,0.00024452366051264107,0.00042102092993445694,0.0007940171635709703,1.885932758009394,high final p-ratio,high_p,56,90
high_p CV2 sim-56,other_trajectories,90,100,100,0.40299828808999755,0.1896931790615013,5.966099342913367e-05,0.0004584511334542185,0.0006562054622918367,1.431353124481622,high final p-ratio,high_p,56,91
high_p CV2 sim-56,other_trajectories,91,100,100,0.3745238799843441,-0.4717004475428178,0.00043681927490979433,0.0004989119479432702,0.0006567148957401514,1.3162941846700864,high final p-ratio,high_p,56,92
high_p CV2 sim-56,other_trajectories,92,100,100,0.38761339996139577,-0.3973008230603595,0.0003440696746110916,0.0006371063063852489,0.0005852147005498409,0.9185511031434841,high final p-ratio,high_p,56,93
high_p CV2 sim-56,other_trajectories,93,100,100,0.38462223096633363,-0.3646924195419495,0.00036198340239934623,0.0005479835090227425,0.0007078329799696803,1.2917048931490813,high final p-ratio,high_p,56,94
high_p CV2 sim-56,other_trajectories,94,100,100,0.3803943927806067,-0.3059106795232295,0.0003132607671432197,0.00041334106936119497,0.0006410680362023413,1.5509420275925905,high final p-ratio,high_p,56,95
high_p CV2 sim-56,other_trajectories,95,100,100,0.4141635352400064,0.17800934744930538,7.19471208867617e-05,0.00043257439392618835,0.0006772884516976774,1.565715542129952,high final p-ratio,high_p,56,96
high_p CV2 sim-56,other_trajectories,96,100,100,0.41765266489246927,0.34862580631426565,6.876115367049351e-05,0.00046297413064166903,0.0007985812262631953,1.7248938405184417,high final p-ratio,high_p,56,97
high_p CV2 sim-56,other_trajectories,97,100,100,0.4090600777460203,0.18853415244985766,8.864564006216824e-05,0.00041489710565656424,0.0007137209759093821,1.7202360927052904,high final p-ratio,high_p,56,98
high_p CV2 sim-56,other_trajectories,98,100,100,0.383475562809182,0.045422733467693134,0.0001258542761206627,0.00043939982424490154,0.0007460702327080071,1.6979302028400025,high final p-ratio,high_p,56,99
