run_idx,run_seed,epoch,train_loss,val_loss,train_dv_mse,val_dv_mse,train_tau_mse,val_tau_mse
3,2156878575,10,0.861389232223088,0.8839810379195993,0.8611790419280595,0.8830795656360261,0.0,0.0
3,2156878575,11,0.8569809171316302,0.883296705184072,0.8567557077596684,0.8820755716347315,0.0,0.0
3,2156878575,12,0.8533312551342662,0.8734790059086894,0.8531544865709696,0.8726345224849748,0.0,0.0
3,2156878575,13,0.8502599742772854,0.878061144110417,0.8500816901715615,0.8777336999647307,0.0,0.0
3,2156878575,14,0.8477929928562905,0.8759393946077003,0.8476250090662486,0.8752883994849947,0.0,0.0
3,2156878575,15,0.8459595473221104,0.8720083750180094,0.8457853657577691,0.8714697042552575,0.0,0.0
3,2156878575,16,0.8442446607269637,0.8737801377898944,0.8440772247202385,0.873355478033422,0.0,0.0
3,2156878575,17,0.8426470507894924,0.8774283956987808,0.8424658757267576,0.8764881232295326,0.0,0.0
3,2156878575,18,0.8413905869711518,0.8752678752315082,0.8412065380262678,0.8741993134421627,0.0,0.0
3,2156878575,19,0.8399286046971416,0.8762182624998873,0.8397479428698008,0.8757930095463541,0.0,0.0
3,2156878575,20,0.8383875787347564,0.8695640570879674,0.8382069796201574,0.8691743929537072,0.0,0.0
3,2156878575,21,0.8373693418402662,0.8638530184667293,0.8371945632840528,0.8630900516404141,0.0,0.0
3,2156878575,22,0.8356464388990703,0.8649455072379301,0.8354789310567963,0.8637014532079695,0.0,0.0
3,2156878575,23,0.8341958589632043,0.8649535266288889,0.8340251336301348,0.8642462163653919,0.0,0.0
3,2156878575,24,0.8328240974317349,0.8637136455678572,0.8326541253764316,0.8634912660568044,0.0,0.0
3,2156878575,25,0.8307199821339594,0.8665001283277093,0.8305445932819792,0.865183750609539,0.0,0.0
3,2156878575,26,0.8290601186113771,0.8547505770984776,0.8288918595276352,0.854257032804244,0.0,0.0
3,2156878575,27,0.8269213933982376,0.8619052781404429,0.8267523412597646,0.8613793971431483,0.0,0.0
3,2156878575,28,0.8255161323670399,0.8516886312254119,0.8253500620285646,0.8511588640935016,0.0,0.0
3,2156878575,29,0.8238750307497257,0.8528618433318361,0.8237139170414711,0.8524010615034548,0.0,0.0
3,2156878575,30,0.8221832383750785,0.8532685663166231,0.8220277924968763,0.8529433628024667,0.0,0.0
4,1890446713,1,0.9819775991564287,0.9484855103509428,0.9714161038982927,0.948232844503227,0.0,0.0
4,1890446713,2,0.9645046851315228,0.9451130594011664,0.9642333016143774,0.9448788405084672,0.0,0.0
4,1890446713,3,0.9616475338911531,0.9518542760776894,0.9614113529368226,0.9516038611979828,0.0,0.0
4,1890446713,4,0.9595630405866953,0.9404944114082276,0.9593258600352299,0.9402686578772738,0.0,0.0
4,1890446713,5,0.9283055548155733,0.865478031825323,0.9280578011691016,0.8652560270980711,0.0,0.0
4,1890446713,6,0.8788953916968578,0.8515010161070314,0.8786573337333085,0.8512001737306948,0.0,0.0
4,1890446713,7,0.8660682220568191,0.8498004640218126,0.8657973402904885,0.8494776375401746,0.0,0.0
4,1890446713,8,0.8601642716692762,0.8410474720543916,0.8598662762763989,0.840779721051386,0.0,0.0
4,1890446713,9,0.8566035938746978,0.8390914218785084,0.8563914357143493,0.8389138455557363,0.0,0.0
4,1890446713,10,0.8541909299989809,0.8366541661838494,0.8540337570286569,0.8364669635112506,0.0,0.0
4,1890446713,11,0.8515043723319743,0.8387772700633749,0.85135026205324,0.8385923413207905,0.0,0.0
4,1890446713,12,0.8501472627190259,0.8402573915228437,0.8500035790553485,0.8400717622841081,0.0,0.0
4,1890446713,13,0.8481081578681225,0.8360705989899069,0.8479520501202494,0.8359040533951466,0.0,0.0
4,1890446713,14,0.8468423521569972,0.833163972878077,0.8467007782569181,0.8330000165772803,0.0,0.0
4,1890446713,15,0.8449536806536336,0.8340982118717777,0.8448357536716692,0.8339250948992071,0.0,0.0
4,1890446713,16,0.840786913143705,0.8285604506114064,0.8406688087271957,0.8284113335840725,0.0,0.0
4,1890446713,17,0.836723831093589,0.829204340698314,0.836609300936159,0.8290241141356949,0.0,0.0
4,1890446713,18,0.8345798322040685,0.8293685834519159,0.8344627649775266,0.8292070482001088,0.0,0.0
4,1890446713,19,0.8326026383763921,0.8300150184348078,0.8324929034463142,0.8298563759187922,0.0,0.0
4,1890446713,20,0.830566379670823,0.8251066422245481,0.8304567581308473,0.8249396145945848,0.0,0.0
4,1890446713,21,0.8290526839515807,0.8231994277871314,0.8289367223491739,0.823024204318816,0.0,0.0
4,1890446713,22,0.8275166644503061,0.8235012960500724,0.8274043974297942,0.8233542275769745,0.0,0.0
4,1890446713,23,0.8260010555572826,0.821620104288814,0.8258880654350854,0.8214654308853775,0.0,0.0
4,1890446713,24,0.8241884998112086,0.821883182106453,0.824084985250234,0.8216888229660254,0.0,0.0
4,1890446713,25,0.8226271409084229,0.8214032217101677,0.8225165763191252,0.8211913420589152,0.0,0.0
4,1890446713,26,0.8208972258190594,0.8250407635396642,0.8207937685653369,0.8248666411507712,0.0,0.0
4,1890446713,27,0.8192833642146983,0.8237288368500546,0.8191723195835762,0.8235589261173737,0.0,0.0
4,1890446713,28,0.8176880644457211,0.8174889313958862,0.8175867994972105,0.8173081745850062,0.0,0.0
4,1890446713,29,0.8159475576342291,0.8192526497642021,0.8158400778258272,0.8190618777515912,0.0,0.0
4,1890446713,30,0.8143062381163062,0.8232089435950507,0.8142064655336192,0.823055561595779,0.0,0.0
