split,sim_idx,original_sim_idx,frame,frame_order,frame_frac,final_p_ratio,z0,latent_dim,repeat,seed,train_networks,train_frames_per_network,z1,z2,z3
test,38,64,255,17,0.8947368421052632,0.24274224639077988,-113.94329833984375,1,1,1588903424,1,2,,,
test,38,64,270,18,0.9473684210526315,0.24274224639077988,-124.6173324584961,1,1,1588903424,1,2,,,
test,38,64,285,19,1.0,0.24274224639077988,-135.8897247314453,1,1,1588903424,1,2,,,
test,39,58,0,0,0.0,-0.2691509251686252,-0.5454849004745483,1,1,1588903424,1,2,,,
test,39,58,15,1,0.05263157894736842,-0.2691509251686252,-6.172632694244385,1,1,1588903424,1,2,,,
test,39,58,30,2,0.10526315789473684,-0.2691509251686252,-14.978922843933105,1,1,1588903424,1,2,,,
test,39,58,45,3,0.15789473684210525,-0.2691509251686252,-27.51981544494629,1,1,1588903424,1,2,,,
test,39,58,60,4,0.21052631578947367,-0.2691509251686252,-45.739707946777344,1,1,1588903424,1,2,,,
test,39,58,75,5,0.2631578947368421,-0.2691509251686252,-71.88011169433594,1,1,1588903424,1,2,,,
test,39,58,90,6,0.3157894736842105,-0.2691509251686252,-108.2885971069336,1,1,1588903424,1,2,,,
test,39,58,105,7,0.3684210526315789,-0.2691509251686252,-155.9207000732422,1,1,1588903424,1,2,,,
test,39,58,120,8,0.42105263157894735,-0.2691509251686252,-213.31910705566406,1,1,1588903424,1,2,,,
test,39,58,135,9,0.47368421052631576,-0.2691509251686252,-277.5643615722656,1,1,1588903424,1,2,,,
test,39,58,150,10,0.5263157894736842,-0.2691509251686252,-344.2195129394531,1,1,1588903424,1,2,,,
test,39,58,165,11,0.5789473684210527,-0.2691509251686252,-410.9003601074219,1,1,1588903424,1,2,,,
test,39,58,180,12,0.631578947368421,-0.2691509251686252,-476.2357177734375,1,1,1588903424,1,2,,,
test,39,58,195,13,0.6842105263157895,-0.2691509251686252,-539.93212890625,1,1,1588903424,1,2,,,
test,39,58,210,14,0.7368421052631579,-0.2691509251686252,-602.9092407226562,1,1,1588903424,1,2,,,
test,39,58,225,15,0.7894736842105263,-0.2691509251686252,-664.0509643554688,1,1,1588903424,1,2,,,
test,39,58,240,16,0.8421052631578947,-0.2691509251686252,-725.1279296875,1,1,1588903424,1,2,,,
test,39,58,255,17,0.8947368421052632,-0.2691509251686252,-784.6358032226562,1,1,1588903424,1,2,,,
test,39,58,270,18,0.9473684210526315,-0.2691509251686252,-843.6669921875,1,1,1588903424,1,2,,,
test,39,58,285,19,1.0,-0.2691509251686252,-902.5668334960938,1,1,1588903424,1,2,,,
test,0,100,0,0,0.0,0.21035491246831667,-2.8751184940338135,1,1,1588903626,1,4,,,
test,0,100,15,1,0.05263157894736842,0.21035491246831667,-0.8883675336837769,1,1,1588903626,1,4,,,
test,0,100,30,2,0.10526315789473684,0.21035491246831667,1.1935943365097046,1,1,1588903626,1,4,,,
test,0,100,45,3,0.15789473684210525,0.21035491246831667,3.3532767295837402,1,1,1588903626,1,4,,,
test,0,100,60,4,0.21052631578947367,0.21035491246831667,5.60066032409668,1,1,1588903626,1,4,,,
test,0,100,75,5,0.2631578947368421,0.21035491246831667,7.934690952301025,1,1,1588903626,1,4,,,
test,0,100,90,6,0.3157894736842105,0.21035491246831667,10.362715721130371,1,1,1588903626,1,4,,,
test,0,100,105,7,0.3684210526315789,0.21035491246831667,12.880019187927246,1,1,1588903626,1,4,,,
test,0,100,120,8,0.42105263157894735,0.21035491246831667,15.501495361328125,1,1,1588903626,1,4,,,
test,0,100,135,9,0.47368421052631576,0.21035491246831667,18.21624183654785,1,1,1588903626,1,4,,,
test,0,100,150,10,0.5263157894736842,0.21035491246831667,21.02950668334961,1,1,1588903626,1,4,,,
test,0,100,165,11,0.5789473684210527,0.21035491246831667,23.949798583984375,1,1,1588903626,1,4,,,
test,0,100,180,12,0.631578947368421,0.21035491246831667,26.97555923461914,1,1,1588903626,1,4,,,
test,0,100,195,13,0.6842105263157895,0.21035491246831667,30.103622436523438,1,1,1588903626,1,4,,,
test,0,100,210,14,0.7368421052631579,0.21035491246831667,33.34772491455078,1,1,1588903626,1,4,,,
test,0,100,225,15,0.7894736842105263,0.21035491246831667,36.69620895385742,1,1,1588903626,1,4,,,
test,0,100,240,16,0.8421052631578947,0.21035491246831667,40.156803131103516,1,1,1588903626,1,4,,,
test,0,100,255,17,0.8947368421052632,0.21035491246831667,43.726104736328125,1,1,1588903626,1,4,,,
test,0,100,270,18,0.9473684210526315,0.21035491246831667,47.43187713623047,1,1,1588903626,1,4,,,
test,0,100,285,19,1.0,0.21035491246831667,51.2242317199707,1,1,1588903626,1,4,,,
test,1,89,0,0,0.0,0.22590702007093752,-2.9185845851898193,1,1,1588903626,1,4,,,
test,1,89,15,1,0.05263157894736842,0.22590702007093752,-0.9411380887031555,1,1,1588903626,1,4,,,
test,1,89,30,2,0.10526315789473684,0.22590702007093752,1.1242280006408691,1,1,1588903626,1,4,,,
test,1,89,45,3,0.15789473684210525,0.22590702007093752,3.270766496658325,1,1,1588903626,1,4,,,
test,1,89,60,4,0.21052631578947367,0.22590702007093752,5.516291618347168,1,1,1588903626,1,4,,,
test,1,89,75,5,0.2631578947368421,0.22590702007093752,7.873257637023926,1,1,1588903626,1,4,,,
test,1,89,90,6,0.3157894736842105,0.22590702007093752,10.349390983581543,1,1,1588903626,1,4,,,
test,1,89,105,7,0.3684210526315789,0.22590702007093752,12.952037811279297,1,1,1588903626,1,4,,,
test,1,89,120,8,0.42105263157894735,0.22590702007093752,15.699087142944336,1,1,1588903626,1,4,,,
test,1,89,135,9,0.47368421052631576,0.22590702007093752,18.606992721557617,1,1,1588903626,1,4,,,
test,1,89,150,10,0.5263157894736842,0.22590702007093752,21.67117691040039,1,1,1588903626,1,4,,,
test,1,89,165,11,0.5789473684210527,0.22590702007093752,24.927051544189453,1,1,1588903626,1,4,,,
test,1,89,180,12,0.631578947368421,0.22590702007093752,28.377397537231445,1,1,1588903626,1,4,,,
test,1,89,195,13,0.6842105263157895,0.22590702007093752,32.02399826049805,1,1,1588903626,1,4,,,
test,1,89,210,14,0.7368421052631579,0.22590702007093752,35.92918395996094,1,1,1588903626,1,4,,,
test,1,89,225,15,0.7894736842105263,0.22590702007093752,40.06772232055664,1,1,1588903626,1,4,,,
test,1,89,240,16,0.8421052631578947,0.22590702007093752,44.4781379699707,1,1,1588903626,1,4,,,
test,1,89,255,17,0.8947368421052632,0.22590702007093752,49.16484451293945,1,1,1588903626,1,4,,,
test,1,89,270,18,0.9473684210526315,0.22590702007093752,54.18146896362305,1,1,1588903626,1,4,,,
test,1,89,285,19,1.0,0.22590702007093752,59.52126693725586,1,1,1588903626,1,4,,,
test,2,57,0,0,0.0,0.02298076051167721,-3.127401113510132,1,1,1588903626,1,4,,,
test,2,57,15,1,0.05263157894736842,0.02298076051167721,-0.5960680246353149,1,1,1588903626,1,4,,,
test,2,57,30,2,0.10526315789473684,0.02298076051167721,2.4655261039733887,1,1,1588903626,1,4,,,
test,2,57,45,3,0.15789473684210525,0.02298076051167721,6.068870544433594,1,1,1588903626,1,4,,,
test,2,57,60,4,0.21052631578947367,0.02298076051167721,10.534746170043945,1,1,1588903626,1,4,,,
test,2,57,75,5,0.2631578947368421,0.02298076051167721,16.196195602416992,1,1,1588903626,1,4,,,
test,2,57,90,6,0.3157894736842105,0.02298076051167721,23.475749969482422,1,1,1588903626,1,4,,,
test,2,57,105,7,0.3684210526315789,0.02298076051167721,32.90158462524414,1,1,1588903626,1,4,,,
test,2,57,120,8,0.42105263157894735,0.02298076051167721,44.91239547729492,1,1,1588903626,1,4,,,
test,2,57,135,9,0.47368421052631576,0.02298076051167721,59.83988571166992,1,1,1588903626,1,4,,,
test,2,57,150,10,0.5263157894736842,0.02298076051167721,77.86428833007812,1,1,1588903626,1,4,,,
test,2,57,165,11,0.5789473684210527,0.02298076051167721,98.60752868652344,1,1,1588903626,1,4,,,
test,2,57,180,12,0.631578947368421,0.02298076051167721,121.74999237060547,1,1,1588903626,1,4,,,
test,2,57,195,13,0.6842105263157895,0.02298076051167721,146.45249938964844,1,1,1588903626,1,4,,,
test,2,57,210,14,0.7368421052631579,0.02298076051167721,171.94212341308594,1,1,1588903626,1,4,,,
test,2,57,225,15,0.7894736842105263,0.02298076051167721,197.24253845214844,1,1,1588903626,1,4,,,
test,2,57,240,16,0.8421052631578947,0.02298076051167721,222.0010986328125,1,1,1588903626,1,4,,,
test,2,57,255,17,0.8947368421052632,0.02298076051167721,246.03660583496094,1,1,1588903626,1,4,,,
test,2,57,270,18,0.9473684210526315,0.02298076051167721,269.0204772949219,1,1,1588903626,1,4,,,
test,2,57,285,19,1.0,0.02298076051167721,291.27618408203125,1,1,1588903626,1,4,,,
test,3,0,0,0,0.0,-0.0803696162881754,-3.224191188812256,1,1,1588903626,1,4,,,
test,3,0,15,1,0.05263157894736842,-0.0803696162881754,-0.7821840643882751,1,1,1588903626,1,4,,,
test,3,0,30,2,0.10526315789473684,-0.0803696162881754,2.2408957481384277,1,1,1588903626,1,4,,,
test,3,0,45,3,0.15789473684210525,-0.0803696162881754,5.7023797035217285,1,1,1588903626,1,4,,,
test,3,0,60,4,0.21052631578947367,-0.0803696162881754,9.67362117767334,1,1,1588903626,1,4,,,
test,3,0,75,5,0.2631578947368421,-0.0803696162881754,14.251416206359863,1,1,1588903626,1,4,,,
test,3,0,90,6,0.3157894736842105,-0.0803696162881754,19.503578186035156,1,1,1588903626,1,4,,,
test,3,0,105,7,0.3684210526315789,-0.0803696162881754,25.536109924316406,1,1,1588903626,1,4,,,
test,3,0,120,8,0.42105263157894735,-0.0803696162881754,32.46190643310547,1,1,1588903626,1,4,,,
test,3,0,135,9,0.47368421052631576,-0.0803696162881754,40.30555725097656,1,1,1588903626,1,4,,,
test,3,0,150,10,0.5263157894736842,-0.0803696162881754,49.22478485107422,1,1,1588903626,1,4,,,
test,3,0,165,11,0.5789473684210527,-0.0803696162881754,59.24198913574219,1,1,1588903626,1,4,,,
test,3,0,180,12,0.631578947368421,-0.0803696162881754,70.35237884521484,1,1,1588903626,1,4,,,
test,3,0,195,13,0.6842105263157895,-0.0803696162881754,82.6737289428711,1,1,1588903626,1,4,,,
test,3,0,210,14,0.7368421052631579,-0.0803696162881754,96.09007263183594,1,1,1588903626,1,4,,,
test,3,0,225,15,0.7894736842105263,-0.0803696162881754,110.55961608886719,1,1,1588903626,1,4,,,
test,3,0,240,16,0.8421052631578947,-0.0803696162881754,125.97315979003906,1,1,1588903626,1,4,,,
test,3,0,255,17,0.8947368421052632,-0.0803696162881754,142.26341247558594,1,1,1588903626,1,4,,,
test,3,0,270,18,0.9473684210526315,-0.0803696162881754,159.15963745117188,1,1,1588903626,1,4,,,
test,3,0,285,19,1.0,-0.0803696162881754,176.65676879882812,1,1,1588903626,1,4,,,
test,4,71,0,0,0.0,0.32208064264084163,-2.8929545879364014,1,1,1588903626,1,4,,,
test,4,71,15,1,0.05263157894736842,0.32208064264084163,-1.031757116317749,1,1,1588903626,1,4,,,
test,4,71,30,2,0.10526315789473684,0.32208064264084163,0.9392274618148804,1,1,1588903626,1,4,,,
test,4,71,45,3,0.15789473684210525,0.32208064264084163,3.0221493244171143,1,1,1588903626,1,4,,,
test,4,71,60,4,0.21052631578947367,0.32208064264084163,5.221780776977539,1,1,1588903626,1,4,,,
test,4,71,75,5,0.2631578947368421,0.32208064264084163,7.555114269256592,1,1,1588903626,1,4,,,
test,4,71,90,6,0.3157894736842105,0.32208064264084163,10.031129837036133,1,1,1588903626,1,4,,,
test,4,71,105,7,0.3684210526315789,0.32208064264084163,12.66563892364502,1,1,1588903626,1,4,,,
test,4,71,120,8,0.42105263157894735,0.32208064264084163,15.468409538269043,1,1,1588903626,1,4,,,
test,4,71,135,9,0.47368421052631576,0.32208064264084163,18.45379638671875,1,1,1588903626,1,4,,,
test,4,71,150,10,0.5263157894736842,0.32208064264084163,21.64246940612793,1,1,1588903626,1,4,,,
test,4,71,165,11,0.5789473684210527,0.32208064264084163,25.034046173095703,1,1,1588903626,1,4,,,
test,4,71,180,12,0.631578947368421,0.32208064264084163,28.664854049682617,1,1,1588903626,1,4,,,
test,4,71,195,13,0.6842105263157895,0.32208064264084163,32.54293441772461,1,1,1588903626,1,4,,,
test,4,71,210,14,0.7368421052631579,0.32208064264084163,36.687252044677734,1,1,1588903626,1,4,,,
test,4,71,225,15,0.7894736842105263,0.32208064264084163,41.0790901184082,1,1,1588903626,1,4,,,
test,4,71,240,16,0.8421052631578947,0.32208064264084163,45.77528762817383,1,1,1588903626,1,4,,,
test,4,71,255,17,0.8947368421052632,0.32208064264084163,50.75556182861328,1,1,1588903626,1,4,,,
test,4,71,270,18,0.9473684210526315,0.32208064264084163,56.052181243896484,1,1,1588903626,1,4,,,
test,4,71,285,19,1.0,0.32208064264084163,61.64756393432617,1,1,1588903626,1,4,,,
test,5,85,0,0,0.0,-0.04889763898242052,-3.148393154144287,1,1,1588903626,1,4,,,
test,5,85,15,1,0.05263157894736842,-0.04889763898242052,-0.8820118308067322,1,1,1588903626,1,4,,,
test,5,85,30,2,0.10526315789473684,-0.04889763898242052,1.8276293277740479,1,1,1588903626,1,4,,,
test,5,85,45,3,0.15789473684210525,-0.04889763898242052,4.830627918243408,1,1,1588903626,1,4,,,
test,5,85,60,4,0.21052631578947367,-0.04889763898242052,8.19249439239502,1,1,1588903626,1,4,,,
test,5,85,75,5,0.2631578947368421,-0.04889763898242052,11.989215850830078,1,1,1588903626,1,4,,,
test,5,85,90,6,0.3157894736842105,-0.04889763898242052,16.286190032958984,1,1,1588903626,1,4,,,
test,5,85,105,7,0.3684210526315789,-0.04889763898242052,21.16274070739746,1,1,1588903626,1,4,,,
test,5,85,120,8,0.42105263157894735,-0.04889763898242052,26.696331024169922,1,1,1588903626,1,4,,,
test,5,85,135,9,0.47368421052631576,-0.04889763898242052,32.953617095947266,1,1,1588903626,1,4,,,
test,5,85,150,10,0.5263157894736842,-0.04889763898242052,40.0491828918457,1,1,1588903626,1,4,,,
test,5,85,165,11,0.5789473684210527,-0.04889763898242052,48.023738861083984,1,1,1588903626,1,4,,,
test,5,85,180,12,0.631578947368421,-0.04889763898242052,56.904422760009766,1,1,1588903626,1,4,,,
test,5,85,195,13,0.6842105263157895,-0.04889763898242052,66.80525970458984,1,1,1588903626,1,4,,,
test,5,85,210,14,0.7368421052631579,-0.04889763898242052,77.7356948852539,1,1,1588903626,1,4,,,
test,5,85,225,15,0.7894736842105263,-0.04889763898242052,89.65182495117188,1,1,1588903626,1,4,,,
test,5,85,240,16,0.8421052631578947,-0.04889763898242052,102.4736328125,1,1,1588903626,1,4,,,
test,5,85,255,17,0.8947368421052632,-0.04889763898242052,116.17057800292969,1,1,1588903626,1,4,,,
test,5,85,270,18,0.9473684210526315,-0.04889763898242052,130.6222381591797,1,1,1588903626,1,4,,,
test,5,85,285,19,1.0,-0.04889763898242052,145.82470703125,1,1,1588903626,1,4,,,
test,6,90,0,0,0.0,-0.0036101382641459327,-3.003484010696411,1,1,1588903626,1,4,,,
test,6,90,15,1,0.05263157894736842,-0.0036101382641459327,-0.6115385293960571,1,1,1588903626,1,4,,,
test,6,90,30,2,0.10526315789473684,-0.0036101382641459327,2.1744909286499023,1,1,1588903626,1,4,,,
test,6,90,45,3,0.15789473684210525,-0.0036101382641459327,5.212172985076904,1,1,1588903626,1,4,,,
test,6,90,60,4,0.21052631578947367,-0.0036101382641459327,8.584478378295898,1,1,1588903626,1,4,,,
test,6,90,75,5,0.2631578947368421,-0.0036101382641459327,12.346465110778809,1,1,1588903626,1,4,,,
test,6,90,90,6,0.3157894736842105,-0.0036101382641459327,16.5866641998291,1,1,1588903626,1,4,,,
test,6,90,105,7,0.3684210526315789,-0.0036101382641459327,21.35533905029297,1,1,1588903626,1,4,,,
test,6,90,120,8,0.42105263157894735,-0.0036101382641459327,26.753177642822266,1,1,1588903626,1,4,,,
test,6,90,135,9,0.47368421052631576,-0.0036101382641459327,32.91695785522461,1,1,1588903626,1,4,,,
test,6,90,150,10,0.5263157894736842,-0.0036101382641459327,39.93959045410156,1,1,1588903626,1,4,,,
test,6,90,165,11,0.5789473684210527,-0.0036101382641459327,47.847511291503906,1,1,1588903626,1,4,,,
test,6,90,180,12,0.631578947368421,-0.0036101382641459327,56.83125686645508,1,1,1588903626,1,4,,,
test,6,90,195,13,0.6842105263157895,-0.0036101382641459327,66.9098892211914,1,1,1588903626,1,4,,,
test,6,90,210,14,0.7368421052631579,-0.0036101382641459327,78.13423156738281,1,1,1588903626,1,4,,,
test,6,90,225,15,0.7894736842105263,-0.0036101382641459327,90.4132080078125,1,1,1588903626,1,4,,,
test,6,90,240,16,0.8421052631578947,-0.0036101382641459327,103.76327514648438,1,1,1588903626,1,4,,,
test,6,90,255,17,0.8947368421052632,-0.0036101382641459327,118.23811340332031,1,1,1588903626,1,4,,,
test,6,90,270,18,0.9473684210526315,-0.0036101382641459327,133.4933319091797,1,1,1588903626,1,4,,,
test,6,90,285,19,1.0,-0.0036101382641459327,149.4700927734375,1,1,1588903626,1,4,,,
test,7,16,0,0,0.0,-0.1466582167541242,-3.12385630607605,1,1,1588903626,1,4,,,
test,7,16,15,1,0.05263157894736842,-0.1466582167541242,-0.7148754000663757,1,1,1588903626,1,4,,,
test,7,16,30,2,0.10526315789473684,-0.1466582167541242,2.700279474258423,1,1,1588903626,1,4,,,
test,7,16,45,3,0.15789473684210525,-0.1466582167541242,6.817625522613525,1,1,1588903626,1,4,,,
test,7,16,60,4,0.21052631578947367,-0.1466582167541242,11.8055419921875,1,1,1588903626,1,4,,,
test,7,16,75,5,0.2631578947368421,-0.1466582167541242,17.80129623413086,1,1,1588903626,1,4,,,
test,7,16,90,6,0.3157894736842105,-0.1466582167541242,24.90628433227539,1,1,1588903626,1,4,,,
test,7,16,105,7,0.3684210526315789,-0.1466582167541242,33.2315673828125,1,1,1588903626,1,4,,,
test,7,16,120,8,0.42105263157894735,-0.1466582167541242,42.800025939941406,1,1,1588903626,1,4,,,
test,7,16,135,9,0.47368421052631576,-0.1466582167541242,53.65797424316406,1,1,1588903626,1,4,,,
test,7,16,150,10,0.5263157894736842,-0.1466582167541242,65.69217681884766,1,1,1588903626,1,4,,,
test,7,16,165,11,0.5789473684210527,-0.1466582167541242,78.92354583740234,1,1,1588903626,1,4,,,
test,7,16,180,12,0.631578947368421,-0.1466582167541242,93.25347900390625,1,1,1588903626,1,4,,,
test,7,16,195,13,0.6842105263157895,-0.1466582167541242,108.46670532226562,1,1,1588903626,1,4,,,
test,7,16,210,14,0.7368421052631579,-0.1466582167541242,124.63961029052734,1,1,1588903626,1,4,,,
test,7,16,225,15,0.7894736842105263,-0.1466582167541242,141.51686096191406,1,1,1588903626,1,4,,,
test,7,16,240,16,0.8421052631578947,-0.1466582167541242,159.11305236816406,1,1,1588903626,1,4,,,
test,7,16,255,17,0.8947368421052632,-0.1466582167541242,177.40501403808594,1,1,1588903626,1,4,,,
test,7,16,270,18,0.9473684210526315,-0.1466582167541242,196.25518798828125,1,1,1588903626,1,4,,,
test,7,16,285,19,1.0,-0.1466582167541242,215.56607055664062,1,1,1588903626,1,4,,,
test,8,66,0,0,0.0,-0.06695112756186168,-3.1343369483947754,1,1,1588903626,1,4,,,
test,8,66,15,1,0.05263157894736842,-0.06695112756186168,-0.836236298084259,1,1,1588903626,1,4,,,
test,8,66,30,2,0.10526315789473684,-0.06695112756186168,2.026869058609009,1,1,1588903626,1,4,,,
test,8,66,45,3,0.15789473684210525,-0.06695112756186168,5.3405680656433105,1,1,1588903626,1,4,,,
test,8,66,60,4,0.21052631578947367,-0.06695112756186168,9.27656364440918,1,1,1588903626,1,4,,,
test,8,66,75,5,0.2631578947368421,-0.06695112756186168,14.005680084228516,1,1,1588903626,1,4,,,
test,8,66,90,6,0.3157894736842105,-0.06695112756186168,19.719867706298828,1,1,1588903626,1,4,,,
test,8,66,105,7,0.3684210526315789,-0.06695112756186168,26.604711532592773,1,1,1588903626,1,4,,,
test,8,66,120,8,0.42105263157894735,-0.06695112756186168,34.83436584472656,1,1,1588903626,1,4,,,
test,8,66,135,9,0.47368421052631576,-0.06695112756186168,44.591888427734375,1,1,1588903626,1,4,,,
test,8,66,150,10,0.5263157894736842,-0.06695112756186168,55.916133880615234,1,1,1588903626,1,4,,,
test,8,66,165,11,0.5789473684210527,-0.06695112756186168,68.84785461425781,1,1,1588903626,1,4,,,
test,8,66,180,12,0.631578947368421,-0.06695112756186168,83.30537414550781,1,1,1588903626,1,4,,,
test,8,66,195,13,0.6842105263157895,-0.06695112756186168,99.03070068359375,1,1,1588903626,1,4,,,
test,8,66,210,14,0.7368421052631579,-0.06695112756186168,115.91094970703125,1,1,1588903626,1,4,,,
test,8,66,225,15,0.7894736842105263,-0.06695112756186168,133.73760986328125,1,1,1588903626,1,4,,,
test,8,66,240,16,0.8421052631578947,-0.06695112756186168,152.05340576171875,1,1,1588903626,1,4,,,
test,8,66,255,17,0.8947368421052632,-0.06695112756186168,170.7583465576172,1,1,1588903626,1,4,,,
test,8,66,270,18,0.9473684210526315,-0.06695112756186168,189.5860137939453,1,1,1588903626,1,4,,,
test,8,66,285,19,1.0,-0.06695112756186168,208.3941650390625,1,1,1588903626,1,4,,,
test,9,88,0,0,0.0,-0.033541463369191324,-3.1490848064422607,1,1,1588903626,1,4,,,
test,9,88,15,1,0.05263157894736842,-0.033541463369191324,-0.8131968379020691,1,1,1588903626,1,4,,,
test,9,88,30,2,0.10526315789473684,-0.033541463369191324,1.8818241357803345,1,1,1588903626,1,4,,,
test,9,88,45,3,0.15789473684210525,-0.033541463369191324,4.7731451988220215,1,1,1588903626,1,4,,,
test,9,88,60,4,0.21052631578947367,-0.033541463369191324,7.895493507385254,1,1,1588903626,1,4,,,
test,9,88,75,5,0.2631578947368421,-0.033541463369191324,11.258543968200684,1,1,1588903626,1,4,,,
test,9,88,90,6,0.3157894736842105,-0.033541463369191324,14.901100158691406,1,1,1588903626,1,4,,,
test,9,88,105,7,0.3684210526315789,-0.033541463369191324,18.84939956665039,1,1,1588903626,1,4,,,
test,9,88,120,8,0.42105263157894735,-0.033541463369191324,23.141735076904297,1,1,1588903626,1,4,,,
test,9,88,135,9,0.47368421052631576,-0.033541463369191324,27.805166244506836,1,1,1588903626,1,4,,,
test,9,88,150,10,0.5263157894736842,-0.033541463369191324,32.85934066772461,1,1,1588903626,1,4,,,
test,9,88,165,11,0.5789473684210527,-0.033541463369191324,38.33897399902344,1,1,1588903626,1,4,,,
test,9,88,180,12,0.631578947368421,-0.033541463369191324,44.27817916870117,1,1,1588903626,1,4,,,
test,9,88,195,13,0.6842105263157895,-0.033541463369191324,50.69525909423828,1,1,1588903626,1,4,,,
test,9,88,210,14,0.7368421052631579,-0.033541463369191324,57.628787994384766,1,1,1588903626,1,4,,,
test,9,88,225,15,0.7894736842105263,-0.033541463369191324,65.03587341308594,1,1,1588903626,1,4,,,
test,9,88,240,16,0.8421052631578947,-0.033541463369191324,72.96880340576172,1,1,1588903626,1,4,,,
test,9,88,255,17,0.8947368421052632,-0.033541463369191324,81.37873840332031,1,1,1588903626,1,4,,,
test,9,88,270,18,0.9473684210526315,-0.033541463369191324,90.29364013671875,1,1,1588903626,1,4,,,
test,9,88,285,19,1.0,-0.033541463369191324,99.68207550048828,1,1,1588903626,1,4,,,
test,10,26,0,0,0.0,0.26937916888526336,-3.02278995513916,1,1,1588903626,1,4,,,
test,10,26,15,1,0.05263157894736842,0.26937916888526336,-1.0599501132965088,1,1,1588903626,1,4,,,
test,10,26,30,2,0.10526315789473684,0.26937916888526336,0.9798353314399719,1,1,1588903626,1,4,,,
test,10,26,45,3,0.15789473684210525,0.26937916888526336,3.142298936843872,1,1,1588903626,1,4,,,
test,10,26,60,4,0.21052631578947367,0.26937916888526336,5.438994407653809,1,1,1588903626,1,4,,,
test,10,26,75,5,0.2631578947368421,0.26937916888526336,7.879333972930908,1,1,1588903626,1,4,,,
test,10,26,90,6,0.3157894736842105,0.26937916888526336,10.481881141662598,1,1,1588903626,1,4,,,
test,10,26,105,7,0.3684210526315789,0.26937916888526336,13.259071350097656,1,1,1588903626,1,4,,,
test,10,26,120,8,0.42105263157894735,0.26937916888526336,16.20857048034668,1,1,1588903626,1,4,,,
test,10,26,135,9,0.47368421052631576,0.26937916888526336,19.35151481628418,1,1,1588903626,1,4,,,
test,10,26,150,10,0.5263157894736842,0.26937916888526336,22.704492568969727,1,1,1588903626,1,4,,,
test,10,26,165,11,0.5789473684210527,0.26937916888526336,26.27033042907715,1,1,1588903626,1,4,,,
test,10,26,180,12,0.631578947368421,0.26937916888526336,30.067230224609375,1,1,1588903626,1,4,,,
test,10,26,195,13,0.6842105263157895,0.26937916888526336,34.12153625488281,1,1,1588903626,1,4,,,
test,10,26,210,14,0.7368421052631579,0.26937916888526336,38.42605972290039,1,1,1588903626,1,4,,,
test,10,26,225,15,0.7894736842105263,0.26937916888526336,43.00872802734375,1,1,1588903626,1,4,,,
test,10,26,240,16,0.8421052631578947,0.26937916888526336,47.889068603515625,1,1,1588903626,1,4,,,
test,10,26,255,17,0.8947368421052632,0.26937916888526336,53.08125686645508,1,1,1588903626,1,4,,,
test,10,26,270,18,0.9473684210526315,0.26937916888526336,58.58903503417969,1,1,1588903626,1,4,,,
test,10,26,285,19,1.0,0.26937916888526336,64.40245056152344,1,1,1588903626,1,4,,,
test,11,17,0,0,0.0,0.19502236139423487,-2.840649127960205,1,1,1588903626,1,4,,,
test,11,17,15,1,0.05263157894736842,0.19502236139423487,-0.7841519713401794,1,1,1588903626,1,4,,,
test,11,17,30,2,0.10526315789473684,0.19502236139423487,1.4130749702453613,1,1,1588903626,1,4,,,
test,11,17,45,3,0.15789473684210525,0.19502236139423487,3.704366445541382,1,1,1588903626,1,4,,,
test,11,17,60,4,0.21052631578947367,0.19502236139423487,6.109663486480713,1,1,1588903626,1,4,,,
test,11,17,75,5,0.2631578947368421,0.19502236139423487,8.632925987243652,1,1,1588903626,1,4,,,
test,11,17,90,6,0.3157894736842105,0.19502236139423487,11.273492813110352,1,1,1588903626,1,4,,,
test,11,17,105,7,0.3684210526315789,0.19502236139423487,14.04542350769043,1,1,1588903626,1,4,,,
test,11,17,120,8,0.42105263157894735,0.19502236139423487,16.945995330810547,1,1,1588903626,1,4,,,
test,11,17,135,9,0.47368421052631576,0.19502236139423487,19.982135772705078,1,1,1588903626,1,4,,,
test,11,17,150,10,0.5263157894736842,0.19502236139423487,23.1530818939209,1,1,1588903626,1,4,,,
test,11,17,165,11,0.5789473684210527,0.19502236139423487,26.474563598632812,1,1,1588903626,1,4,,,
test,11,17,180,12,0.631578947368421,0.19502236139423487,29.928403854370117,1,1,1588903626,1,4,,,
test,11,17,195,13,0.6842105263157895,0.19502236139423487,33.5374870300293,1,1,1588903626,1,4,,,
test,11,17,210,14,0.7368421052631579,0.19502236139423487,37.31884765625,1,1,1588903626,1,4,,,
test,11,17,225,15,0.7894736842105263,0.19502236139423487,41.23126983642578,1,1,1588903626,1,4,,,
test,11,17,240,16,0.8421052631578947,0.19502236139423487,45.328643798828125,1,1,1588903626,1,4,,,
test,11,17,255,17,0.8947368421052632,0.19502236139423487,49.573020935058594,1,1,1588903626,1,4,,,
test,11,17,270,18,0.9473684210526315,0.19502236139423487,53.99518966674805,1,1,1588903626,1,4,,,
test,11,17,285,19,1.0,0.19502236139423487,58.56856918334961,1,1,1588903626,1,4,,,
test,12,7,0,0,0.0,-0.3247762104239115,-3.146679639816284,1,1,1588903626,1,4,,,
test,12,7,15,1,0.05263157894736842,-0.3247762104239115,-0.9147276282310486,1,1,1588903626,1,4,,,
test,12,7,30,2,0.10526315789473684,-0.3247762104239115,2.4340639114379883,1,1,1588903626,1,4,,,
