split,sim_idx,original_sim_idx,frame,frame_order,frame_frac,final_p_ratio,z0,latent_dim,repeat,seed,train_networks,train_frames_per_network,z1,z2,z3
test,11,13,90,6,0.3157894736842105,-0.13510764728463107,-449.2488098144531,1,1,1588903323,1,1,,,
test,11,13,105,7,0.3684210526315789,-0.13510764728463107,-528.3480834960938,1,1,1588903323,1,1,,,
test,11,13,120,8,0.42105263157894735,-0.13510764728463107,-606.1257934570312,1,1,1588903323,1,1,,,
test,11,13,135,9,0.47368421052631576,-0.13510764728463107,-683.1976318359375,1,1,1588903323,1,1,,,
test,11,13,150,10,0.5263157894736842,-0.13510764728463107,-761.2232055664062,1,1,1588903323,1,1,,,
test,11,13,165,11,0.5789473684210527,-0.13510764728463107,-837.9067993164062,1,1,1588903323,1,1,,,
test,11,13,180,12,0.631578947368421,-0.13510764728463107,-915.1023559570312,1,1,1588903323,1,1,,,
test,11,13,195,13,0.6842105263157895,-0.13510764728463107,-991.1319580078125,1,1,1588903323,1,1,,,
test,11,13,210,14,0.7368421052631579,-0.13510764728463107,-1067.572021484375,1,1,1588903323,1,1,,,
test,11,13,225,15,0.7894736842105263,-0.13510764728463107,-1144.4071044921875,1,1,1588903323,1,1,,,
test,11,13,240,16,0.8421052631578947,-0.13510764728463107,-1220.0445556640625,1,1,1588903323,1,1,,,
test,11,13,255,17,0.8947368421052632,-0.13510764728463107,-1295.633056640625,1,1,1588903323,1,1,,,
test,11,13,270,18,0.9473684210526315,-0.13510764728463107,-1371.7763671875,1,1,1588903323,1,1,,,
test,11,13,285,19,1.0,-0.13510764728463107,-1448.341796875,1,1,1588903323,1,1,,,
test,12,29,0,0,0.0,-0.2343730856231202,0.2024446278810501,1,1,1588903323,1,1,,,
test,12,29,15,1,0.05263157894736842,-0.2343730856231202,-23.249916076660156,1,1,1588903323,1,1,,,
test,12,29,30,2,0.10526315789473684,-0.2343730856231202,-120.6384506225586,1,1,1588903323,1,1,,,
test,12,29,45,3,0.15789473684210525,-0.2343730856231202,-236.03070068359375,1,1,1588903323,1,1,,,
test,12,29,60,4,0.21052631578947367,-0.2343730856231202,-336.36328125,1,1,1588903323,1,1,,,
test,12,29,75,5,0.2631578947368421,-0.2343730856231202,-434.9776306152344,1,1,1588903323,1,1,,,
test,12,29,90,6,0.3157894736842105,-0.2343730856231202,-533.7620849609375,1,1,1588903323,1,1,,,
test,12,29,105,7,0.3684210526315789,-0.2343730856231202,-633.5345458984375,1,1,1588903323,1,1,,,
test,12,29,120,8,0.42105263157894735,-0.2343730856231202,-733.3731689453125,1,1,1588903323,1,1,,,
test,12,29,135,9,0.47368421052631576,-0.2343730856231202,-833.1597900390625,1,1,1588903323,1,1,,,
test,12,29,150,10,0.5263157894736842,-0.2343730856231202,-933.6754760742188,1,1,1588903323,1,1,,,
test,12,29,165,11,0.5789473684210527,-0.2343730856231202,-1033.4493408203125,1,1,1588903323,1,1,,,
test,12,29,180,12,0.631578947368421,-0.2343730856231202,-1133.882568359375,1,1,1588903323,1,1,,,
test,12,29,195,13,0.6842105263157895,-0.2343730856231202,-1234.3778076171875,1,1,1588903323,1,1,,,
test,12,29,210,14,0.7368421052631579,-0.2343730856231202,-1334.7222900390625,1,1,1588903323,1,1,,,
test,12,29,225,15,0.7894736842105263,-0.2343730856231202,-1434.0582275390625,1,1,1588903323,1,1,,,
test,12,29,240,16,0.8421052631578947,-0.2343730856231202,-1533.531982421875,1,1,1588903323,1,1,,,
test,12,29,255,17,0.8947368421052632,-0.2343730856231202,-1632.7928466796875,1,1,1588903323,1,1,,,
test,12,29,270,18,0.9473684210526315,-0.2343730856231202,-1730.912353515625,1,1,1588903323,1,1,,,
