split,sim_idx,final_p_ratio,mean_frame_p_ratio,frames,mean_z0,final_z0,slope_z0,range_z0,mean_z1,final_z1,slope_z1,range_z1,mean_z0_aligned,final_z0_aligned,slope_z0_aligned,range_z0_aligned,mean_z1_aligned,final_z1_aligned,slope_z1_aligned,range_z1_aligned
test,40,-0.23919190542704324,-0.21595963685241928,123,0.8580217533479861,1.6743476390838623,1.6554668322205544,1.6554668322205544,0.767546185587601,1.5313574075698853,1.548913961276412,1.548913961276412,1.1034932107534514,2.4118082674250174,2.6560484709307044,2.6560484709307044,-0.2681233331857026,2.6880006652735986,6.006299597941312,6.006299597941312
test,41,-0.3405376290549624,-0.3059434529559959,113,0.7564929192143995,1.4664884805679321,1.4503721911460161,1.4503721911460161,0.6688278048356946,1.3322025537490845,1.3554300777614117,1.3554300777614117,1.1308871428294915,2.317143664256245,2.408229877622195,2.408229877622195,0.12604237948220998,2.890890012058474,5.587720893239596,5.587720893239596
test,42,-0.4103403225186684,-0.34648161033718927,164,0.8019883574281887,1.5449589490890503,1.53061743080616,1.53061743080616,0.708358375474856,1.4022642374038696,1.4301851261407137,1.4301851261407137,1.359027646666042,2.61461614655896,2.5535949256104025,2.5535949256104025,0.9128185515078961,3.8631297405833447,5.945458739441015,5.945458739441015
test,43,0.17903333525441312,0.18359910267698812,158,1.4919427886039396,2.9055566787719727,2.833748698234558,2.833748698234558,1.337412346861785,2.658139705657959,2.6476252507418394,2.6476252507418394,3.308620068874425,5.67373052359657,4.737140930740742,4.737140930740742,6.792671344328569,12.310565904950188,11.04525358987521,11.04525358987521
test,44,-0.10055141793182469,-0.08005225884575015,146,1.2287877085427308,2.387800931930542,2.340313035994768,2.340313035994768,1.1013615846838036,2.185101270675659,2.188266960904002,2.188266960904002,2.366976439947661,4.260972858127557,3.8270472337352692,3.8270472337352692,3.756403784370835,8.099592805124477,8.780451465601915,8.780451465601915
test,45,0.34223353528925654,0.34161619766400647,121,1.4019349584094256,2.742302656173706,2.6858788169920444,2.6858788169920444,1.2594800431065816,2.5117406845092773,2.509477501735091,2.509477501735091,2.843234634066261,5.087505102122011,4.489443432274193,4.489443432274193,5.179881796237051,10.418711267289751,10.466868255516218,10.466868255516218
test,46,-0.2944754113699857,-0.25943477130903264,122,0.8547996059365448,1.647397756576538,1.6108797416090965,1.6108797416090965,0.7555821128418577,1.495983600616455,1.5049027921631932,1.5049027921631932,1.5555672936120384,2.8875953384590605,2.701713393839502,2.701713393839502,1.5524703249458545,4.670081491233127,6.314182376046594,6.314182376046594
test,47,-0.42437712851765547,-0.36420990651128754,177,0.7466266599752135,1.4236860275268555,1.398432545363903,1.398432545363903,0.6550731902552694,1.2878634929656982,1.3076514452695847,1.3076514452695847,1.346169293215197,2.4677376187126563,2.2831058085495184,2.2831058085495184,1.0163653521336413,3.6142493820905877,5.231806846118246,5.231806846118246
test,48,0.3629131029241631,0.3612809741326854,158,1.4325254543484012,2.786576986312866,2.7135328203439713,2.7135328203439713,1.2846270431233924,2.548797130584717,2.5336943734437227,2.5336943734437227,3.069838699939187,5.381721959171225,4.618482577217273,4.618482577217273,6.002251229157024,11.473691503455104,10.906497288439134,10.906497288439134
test,49,-0.44952385768512343,-0.3908579563642581,169,0.7428819680994255,1.4441912174224854,1.4432454984635115,1.4432454984635115,0.6514226868197587,1.3075330257415771,1.3507783003151417,1.3507783003151417,1.3476634920154325,2.475900196274569,2.293782297523244,2.293782297523244,1.032842192220898,3.5895218193790654,5.149064812834146,5.149064812834146
