split,sim_idx,frame,horizontal_strain,p_ratio
test,24,13,-0.0012776628641746998,-0.31185178989628637
test,24,14,-0.0013763844781368624,-0.31864801864801867
test,24,15,-0.0014769560712363057,-0.324990024304422
test,24,16,-0.0015756776851984682,-0.3310539565897802
test,24,17,-0.0016752401987684858,-0.33614091273018415
test,24,18,-0.0017740459026914337,-0.3408465192266965
test,24,19,-0.0018745334058300916,-0.34512614678899084
test,24,20,-0.00197426409932168,-0.3487947705297562
test,24,21,-0.0020738266128916974,-0.35263745102617994
test,24,22,-0.0021734732164225,-0.35635372801585335
test,24,23,-0.0022731198199533033,-0.35958490297817897
test,24,24,-0.0023718414339154656,-0.36265758091993183
test,24,25,-0.002471572127407054,-0.3653334496445239
test,24,26,-0.0025711346409770714,-0.3680711394475787
test,24,27,-0.0026707812445078746,-0.3706755528627689
test,24,28,-0.0027704278480386773,-0.37314479373612247
test,24,29,-0.0028700744515694804,-0.3752750662980308
test,24,30,-0.002968880155492428,-0.3775729143937741
test,24,31,-0.0030692835686703004,-0.3795287783076138
test,24,32,-0.0031680892725932486,-0.3816399590862598
test,24,33,-0.0032668949765161967,-0.38342645551624954
test,24,34,-0.0033673824796548544,-0.38525353016688063
test,24,35,-0.0034670290831856575,-0.38693937362620234
test,24,36,-0.00356575069714782,-0.3887255199175408
test,24,37,-0.003665397300678623,-0.39032771894634377
test,24,38,-0.0037650439042094257,-0.391799511704725
test,24,39,-0.0038637655181715884,-0.39318751137047453
test,24,40,-0.0039643371112710315,-0.39448264571054353
test,24,41,-0.004063899624841049,-0.3959719929716203
test,24,42,-0.004162705328763997,-0.397242293496907
test,24,43,-0.0042623519322948,-0.3984030871955012
test,24,44,-0.004361998535825602,-0.3995931126879373
test,24,45,-0.004461645139356406,-0.4008782251119009
test,24,46,-0.004560366753318568,-0.4020695629472285
test,24,47,-0.004660013356849371,-0.40306395038212267
test,24,48,-0.004759659960380174,-0.4040852070467547
test,24,49,-0.004858381574342337,-0.40516300109187336
test,24,50,-0.004958112267833925,-0.4061926805834571
test,24,51,-0.005057674781403942,-0.4072385111917531
test,24,52,-0.005156396395366105,-0.40817890702924037
test,24,53,-0.005256042998896908,-0.40916021097741884
test,24,54,-0.005356614591996351,-0.41009463722397477
test,24,55,-0.005456261195527154,-0.41106687977127654
test,24,56,-0.005554982809489317,-0.4119826451518549
test,24,57,-0.005654629413020119,-0.41270114942528735
test,24,58,-0.005754276016550922,-0.41347855555973945
test,24,59,-0.005852997630513085,-0.41423349220304473
test,24,60,-0.0059526442340438876,-0.4150680693069307
test,24,61,-0.006052290837574691,-0.41579762426933303
test,24,62,-0.0061518533511447085,-0.41647657715579117
test,24,63,-0.006250743145028442,-0.4171896127309919
test,24,64,-0.006350305658598459,-0.41794712100400133
test,24,65,-0.006450877251697903,-0.4186183259971103
test,24,66,-0.00655043976526792,-0.41936097690118473
test,24,67,-0.006649161379230082,-0.42
test,24,68,-0.006748892072721671,-0.42074326277583274
test,24,69,-0.006848454586291688,-0.42148786490357604
test,24,70,-0.006948185279783276,-0.42202443172067333
test,24,71,-0.007046906893745439,-0.42262197748108044
test,24,72,-0.0071464694073154564,-0.4231857239281949
test,24,73,-0.007246200100807045,-0.42382263179941354
test,24,74,-0.007345762614377063,-0.4243611596897852
test,24,75,-0.007444568318300011,-0.4249643241983866
test,24,76,-0.007545055821438668,-0.4255178508560795
test,24,77,-0.007644786514930257,-0.42611279331153956
test,24,78,-0.007743508128892419,-0.42664127801968554
test,24,79,-0.007843070642462436,-0.42720976526860016
test,24,80,-0.007942801335954024,-0.42774649329374426
test,24,81,-0.008041522949916188,-0.4282208754390341
test,24,82,-0.008142094543015631,-0.428833988146767
test,24,83,-0.008241657056585649,-0.42938626211324776
test,24,84,-0.00834037867054781,-0.4298464578701717
test,24,85,-0.008440109364039399,-0.4303372158014095
test,24,86,-0.008539671877609416,-0.43081816911960785
test,24,87,-0.008638477581532364,-0.4313437519613381
test,24,88,-0.008738124185063168,-0.43183256598950126
test,24,89,-0.008837686698633185,-0.432265783176882
test,24,90,-0.008937333302163989,-0.43271085872374504
test,24,91,-0.00903697990569479,-0.4331813272530901
test,24,92,-0.009136710599186379,-0.43367401445817455
test,24,93,-0.009236273112756396,-0.4341449380874936
test,24,94,-0.00933499472671856,-0.43455530835942446
test,24,95,-0.009435566319818003,-0.43504149711474355
test,24,96,-0.009534287933780165,-0.43548442139030136
test,24,97,-0.009633934537310969,-0.43589541527117165
test,24,98,-0.00973358114084177,-0.436296576929934
test,24,99,-0.009833143654411788,-0.43667618932065605
test,24,100,-0.009932033448295522,-0.4371280371280371
test,24,101,-0.01003252095143418,-0.43758142552098817
test,24,102,-0.010131242565396341,-0.4379533130998453
test,24,103,-0.010230889168927145,-0.4383282797226522
test,24,104,-0.010331460762026588,-0.438782259927343
test,24,105,-0.010429341476380896,-0.43920232957204514
test,24,106,-0.010529744889558768,-0.43953644089621424
test,24,107,-0.010629475583050357,-0.43987651801204203
test,24,108,-0.010729038096620375,-0.44025417945231105
test,24,109,-0.010828768790111963,-0.44068280515109165
test,24,110,-0.01092833130368198,-0.44107165900675993
test,24,111,-0.011027052917644142,-0.44144799940978285
test,24,112,-0.011127624510743585,-0.4417548135510602
test,24,113,-0.011227271114274389,-0.4421920217211709
test,24,114,-0.011326917717805191,-0.4425836976874488
test,25,0,0.0,
test,25,1,-6.696543758821217e-05,0.21850496602195504
test,25,2,-0.00013326587579620377,0.19555555555555557
test,25,3,-0.00019876831474793065,0.1823252571030155
test,25,4,-0.0002642707536996576,0.17555555555555555
test,25,5,-0.0003298396925894065,0.17294413057124922
test,25,6,-0.00039540863147915546,0.17122690833042872
test,25,7,-0.00046024607105066176,0.1695915166903144
test,25,8,-0.0005257485100023887,0.16871406168322006
test,25,9,-0.0005913174488921376,0.1675377468060395
test,25,10,-0.0006555563890214454,0.16661440367931432
test,25,11,-0.0007203273286549296,0.16585110931635708
test,25,12,-0.0007844997688462155,0.16547608676713998
test,25,13,-0.0008493372084177218,0.16499859319104465
test,25,14,-0.0009149061473074707,0.16434675523379483
test,25,15,-0.0009790120875607343,0.16421705210365004
test,25,16,-0.0010431845277520202,0.16380915058293327
test,25,17,-0.0011080219673235265,0.16359836493837784
test,25,18,-0.0011722609074528343,0.16343056160208969
test,25,19,-0.0012363668477060978,0.1629780331564622
test,25,20,-0.0013004727879593616,0.16286176992999687
test,25,21,-0.00136537672746889,0.16241697554665538
test,25,22,-0.0014288176683419332,0.1623059024645045
test,25,23,-0.0014936551079134395,0.1623438564615035
test,25,24,-0.0015578275481047251,0.1620527552885871
test,25,25,-0.001621933488357989,0.16209101165851825
test,25,26,-0.0016861724284872967,0.16169144234632382
test,25,27,-0.0017502783687405603,0.1616659895924013
test,25,28,-0.001814384308993824,0.16160862509559606
test,25,29,-0.001878623249123132,0.1613269220379275
test,25,30,-0.0019427291893763955,0.16148462797256363
test,25,31,-0.0020068351296296592,0.16120554591553093
test,25,32,-0.002071007569820945,0.1610744826685815
test,25,33,-0.0021351800100122306,0.16101668091032822
test,25,34,-0.0021993524502035163,0.16072745146227574
test,25,35,-0.00226345839045678,0.16090719188302
test,25,36,-0.0023276308306480658,0.16066610577620472
test,25,37,-0.002391071771521109,0.16055777454730216
test,25,38,-0.002455975711030637,0.1604941664719867
test,25,39,-0.0025194166519036804,0.16031975576444124
test,25,40,-0.002583522592156944,0.1603154088173475
test,25,41,-0.00264769503234823,0.1602221203321616
test,25,42,-0.0027118674725395155,0.16013726050900773
test,25,43,-0.0027759734127927793,0.16013746539078058
test,25,44,-0.0028394143536658225,0.15997721392798653
test,25,45,-0.0029043182931753507,0.1599754008957787
test,25,46,-0.002967759234048394,0.15986332780893137
test,25,47,-0.0030319316742396796,0.15974181793943165
test,25,48,-0.003095306115174701,0.1597789550404125
test,25,49,-0.0031595450553040085,0.15959804778244283
test,25,50,-0.0032236509955572723,0.15960190899881993
test,25,51,-0.003287091936430315,0.15954418871324433
test,25,52,-0.003351264376621601,0.1594790798550099
test,25,53,-0.003415436816812887,0.15948853337536448
test,25,54,-0.0034795427570661506,0.1593440594059406
test,25,55,-0.0035430501978772158,0.15929825227602837
test,25,56,-0.003607156138130479,0.15926868607762518
test,25,57,-0.0036719935777019858,0.15914524121380877
test,25,58,-0.003735501018513051,0.15915453653442796
test,25,59,-0.0037996734587043366,0.15907683049857524
test,25,60,-0.0038631143995773794,0.15904700579523504
test,25,61,-0.003926555340450423,0.15901952225674207
test,25,62,-0.003991392780021929,0.1588941659929938
test,25,63,-0.0040555652202132145,0.15887393509463985
test,25,64,-0.004119671160466479,0.15878907524636168
test,25,65,-0.004183112101339522,0.15877529055524767
test,25,66,-0.004246619542150587,0.15875363877990128
test,25,67,-0.004311456981722093,0.15863417827059292
test,25,68,-0.004375562921975357,0.1586475343759357
test,25,69,-0.004439070362786422,0.15861114053538733
test,25,70,-0.004502511303659465,0.15852003221860922
test,25,71,-0.004567348743230971,0.15849031631887767
test,25,72,-0.004631454683484235,0.15845877200614866
test,25,73,-0.0046949621242953,0.15840925669007538
test,25,74,-0.004758469565106365,0.1583900666690183
test,25,75,-0.004823240504739849,0.15827097762155012
test,25,76,-0.004887479444869157,0.15825228047038137
test,25,77,-0.0049509203857422005,0.15819304799419648
test,25,78,-0.005015026325995464,0.15813109882608056
test,25,79,-0.005078467266868507,0.15816950272592104
test,25,80,-0.005142639707059793,0.1581052686530154
test,25,81,-0.005206812147251078,0.15805416274603318
test,25,82,-0.005270918087504343,0.15802239637379917
test,25,83,-0.005335090527695628,0.15795266577356806
test,25,84,-0.005399262967886914,0.15795393812844127
test,25,85,-0.005462703908759957,0.15789279748452392
test,25,86,-0.0055261448496330004,0.15784585688011024
test,25,87,-0.005590317289824286,0.1578363134525381
test,25,88,-0.005653758230697329,0.15776766700083641
test,25,89,-0.005717930670888615,0.1577231003841755
test,25,90,-0.005782768110460121,0.15773661071606715
test,25,91,-0.005846209051333164,0.15765683080170712
test,25,92,-0.00590971649214423,0.1576223871450943
test,25,93,-0.005973822432397493,0.15757568954097956
test,25,94,-0.006037928372650756,0.15752618309843514
test,25,95,-0.006102167312780064,0.157514450867052
test,25,96,-0.006165608253653108,0.15743570224566364
test,25,97,-0.006229714193906371,0.1573908644739108
test,25,98,-0.006293886634097657,0.15740217958687985
test,25,99,-0.006358059074288943,0.15731752969772383
test,25,100,-0.0064215000151619855,0.15728043847057288
test,25,101,-0.006484940956035029,0.15727346491568084
test,25,102,-0.006549778395606535,0.15721355352783734
test,25,103,-0.0066132858364176,0.1572084490482658
test,25,104,-0.006677391776670864,0.15717332931817612
test,25,105,-0.0067408327175439075,0.15711267430588352
test,25,106,-0.006805736657053436,0.15713406376954328
test,25,107,-0.006869177597926479,0.15706849702664072
test,25,108,-0.006933283538179742,0.15698329152589885
test,25,109,-0.006996790978990808,0.1570156115314625
test,25,110,-0.007060896919244071,0.1569312239610519
test,25,111,-0.007125069359435357,0.15689437080020127
test,25,112,-0.0071885103003084,0.1568557087797626
test,25,113,-0.007252682740499686,0.1568201764515682
test,25,114,-0.007316190181310751,0.15680672499759626
test,25,115,-0.007380296121564015,0.1567705449296938
test,25,116,-0.007443737062437058,0.15671487324399969
test,25,117,-0.007507909502628344,0.15671089142479858
test,25,118,-0.007572081942819629,0.15664878206290722
test,25,119,-0.0076355228836926725,0.15661350597399862
test,25,120,-0.007698963824565716,0.15663426197777341
test,25,121,-0.007763069764818979,0.15655842363172062
test,25,122,-0.007827973704328507,0.15653717806109352
test,25,123,-0.007891414645201551,0.15653258761674807
test,25,124,-0.007955520585454814,0.15645940667407482
test,25,125,-0.008019759525584123,0.15644977431113746
test,25,126,-0.008083865465837385,0.1563943349253756
test,25,127,-0.00814730640671043,0.15633322373828704
test,25,128,-0.008210747347583472,0.15633575957754806
test,25,129,-0.008274919787774757,0.156289322171737
test,25,130,-0.008339092227966043,0.15622666356183304
test,25,131,-0.008403198168219307,0.15622933184589027
test,25,132,-0.00846663910909235,0.15617475060199518
test,25,133,-0.008530146549903415,0.1561339894673228
test,25,134,-0.0085943189900947,0.15613607328700962
test,25,135,-0.008658424930347965,0.15607687281809007
test,25,136,-0.00872259737053925,0.15604840102389733
test,25,137,-0.008786038311412293,0.15604344529907693
test,25,138,-0.008850210751603579,0.15598904756141838
test,25,139,-0.008913651692476623,0.1559430476705416
test,25,140,-0.008978489132048129,0.1559444235264294
test,25,141,-0.009041996572859194,0.15586804758696762
test,25,142,-0.009106102513112458,0.1558566141202674
test,25,143,-0.0091695434539855,0.1558445350394721
test,25,144,-0.009233715894176786,0.1557687498414332
test,25,145,-0.009297888334368072,0.15575047961155963
test,26,0,0.0,
test,26,1,-6.64044852224828e-05,0.17981749865807836
test,26,2,-0.00013339033266967606,0.13993541442411195
test,26,3,-0.0002005053717223605,0.11162874036910948
test,26,4,-0.0002667806653393521,0.09523169912693083
test,26,5,-0.00033460625822223823,0.08472028347471276
test,26,6,-0.0004016567014721771,0.0779209160851673
test,26,7,-0.000469353102749572,0.07369631901840491
test,26,8,-0.0005370495040269669,0.07018837567875578
test,26,9,-0.000604875096909853,0.06802072785752576
test,26,10,-0.000671925540159792,0.06534791465637396
test,26,11,-0.0007396219414371869,0.06355622656211951
test,26,12,-0.0008073829385173274,0.06131738664762585
test,26,13,-0.0008750793397947223,0.06016059295861643
test,26,14,-0.0009428403368748628,0.058564929852058564
test,26,15,-0.0010111826961797137,0.05764017691539449
test,26,16,-0.0010790082890625998,0.05626504412944638
test,26,17,-0.0011460587323125389,0.055655183262545226
test,26,18,-0.0012137551335899338,0.05445309250787238
test,26,19,-0.0012814515348673287,0.053635749662314276
test,26,20,-0.0013499230857776708,0.052787726519484685
test,26,21,-0.0014176194870550657,0.052098444936499455
test,26,22,-0.0014853804841352062,0.05144647671791882
test,26,23,-0.0015537874392428028,0.05060173783746109
test,26,24,-0.0016208378824927416,0.050201473763886104
test,26,25,-0.0016892448376003384,0.04950854700854701
test,26,26,-0.0017570058346804789,0.04910118130457113
test,26,27,-0.0018240562779304177,0.048523331948647955
test,26,28,-0.0018924632330380143,0.04823574289528896
test,26,29,-0.001960159634315409,0.04774794681987257
test,26,30,-0.00202792063139555,0.04748682899045992
test,26,31,-0.0020963275865031462,0.04677597134196748
test,26,32,-0.002164088583583287,0.046546546546546545
test,26,33,-0.002231784984860682,0.04615533949169268
test,26,34,-0.002299545981940822,0.04584419254560869
test,26,35,-0.002367952937048419,0.04552317335407421
test,26,36,-0.0024356493383258138,0.045162055570382234
test,26,37,-0.002503410335405954,0.04497785727680568
test,26,38,-0.002571817290513551,0.04460360929709992
test,26,39,-0.0026395136917909457,0.04445630310742581
test,26,40,-0.0027072746888710864,0.04405251080633972
test,26,41,-0.0027756816439786828,0.04388796334860475
test,26,42,-0.0028427320872286216,0.04355338720333384
test,26,43,-0.0029111390423362184,0.04340596614880628
test,26,44,-0.0029795459974438147,0.043144530539488524
test,26,45,-0.0030465964406937536,0.04299111959498714
test,26,46,-0.003115067991604096,0.042739999304097706
test,26,47,-0.003182764392881491,0.04257710076164315
test,26,48,-0.003251235943791833,0.042299228700348974
test,26,49,-0.003318932345069228,0.0421093886082564
test,26,50,-0.0033873393001768244,0.04195073029691984
test,26,51,-0.003455746255284421,0.04166840982303477
test,26,52,-0.003523442656561816,0.04158119307458768
test,26,53,-0.0035912036536419564,0.041311086063924
test,26,54,-0.003658964650722097,0.041296274347121804
test,26,55,-0.003727307010026948,0.04103956555469356
test,26,56,-0.00379577856093729,0.04094285714285714
test,26,57,-0.003863474962214685,0.04073841893017207
test,26,58,-0.003931235959294826,0.04063298821192784
test,26,59,-0.0039989969563749665,0.040487037639657227
test,26,60,-0.004067339315679817,0.04029649116570088
test,26,61,-0.004135810866590159,0.04018637666969718
test,26,62,-0.0042028613098400985,0.04000309634802952
test,26,63,-0.004271203669144949,0.039934655459908756
test,26,64,-0.0043390292620278355,0.03969239229147747
test,26,65,-0.004407371621332686,0.0395990057179422
test,26,66,-0.004475843172243028,0.039458695213088264
test,26,67,-0.0045428936154929675,0.03933880877343775
test,26,68,-0.004612011124430765,0.03916725476358504
test,26,69,-0.00467970752570816,0.039052358286456076
test,26,70,-0.004747403926985556,0.03894491499603924
test,26,71,-0.004815100328262951,0.03879281214096374
test,26,72,-0.004883571879173293,0.03877909172362214
test,26,73,-0.004951978834280889,0.038598336291200165
test,26,74,-0.005019029277530828,0.03846430938589666
test,26,75,-0.005087436232638425,0.038342064671135406
test,26,76,-0.005155197229718565,0.03823059008389686
test,26,77,-0.005223604184826162,0.03810018347353481
test,26,78,-0.005291300586103557,0.03804095245906121
test,26,79,-0.005359772137013899,0.03791600313098869
test,26,80,-0.005427468538291294,0.03780851857774935
test,26,81,-0.00549587549339889,0.037748514343250876
test,26,82,-0.0055629905324515744,0.03760068128481996
test,26,83,-0.005631332891756426,0.037558926667608634
test,26,84,-0.0056990938888365665,0.03738323687684029
test,26,85,-0.005767500843944163,0.03734455446786362
test,26,86,-0.005835197245221558,0.03718854592785422
test,26,87,-0.0059036687961319,0.03711055969120485
test,26,88,-0.005972011155436751,0.03703344761166366
test,26,89,-0.006039772152516891,0.03687933068626218
test,26,90,-0.006108179107624488,0.03683612071824513
test,26,91,-0.006175875508901883,0.03669472216853215
test,26,92,-0.006243701101784769,0.03666068014599386
test,26,93,-0.006311397503062164,0.03652952335104218
test,26,94,-0.006379804458169761,0.03652085164289967
test,26,95,-0.006447565455249901,0.036342215988779805
test,26,96,-0.006515907814554752,0.03626390708622949
test,26,97,-0.006584379365465094,0.03619091573401023
test,26,98,-0.006652075766742489,0.036061561888187946
test,26,99,-0.00671983676382263,0.03600902244305794
test,26,100,-0.006787533165100025,0.035893008457639854
test,26,101,-0.006855940120207621,0.03583338609932671
test,26,102,-0.00692505762914542,0.03570514260636047
test,26,103,-0.006992108072395358,0.03565885055568203
test,26,104,-0.007060515027502955,0.03556147677487126
test,26,105,-0.007128276024583095,0.03546596018961194
test,26,106,-0.007196618383887947,0.035386796436686845
test,26,107,-0.007264443976770832,0.035299683757065665
test,26,108,-0.007332140378048227,0.035249420239798684
test,26,109,-0.0074005473331558245,0.03513043138175134
test,26,110,-0.007468954288263421,0.03510667157556145
test,26,111,-0.007537361243371017,0.034977053209670296
test,26,112,-0.007605122240451158,0.034926208215580484
test,26,113,-0.007672818641728553,0.0348097535212928
test,26,114,-0.007741225596836149,0.03472371533003655
test,26,115,-0.00780898659391629,0.03464445072536963
test,26,116,-0.00787732895322114,0.03454738379704273
test,26,117,-0.007945154546104028,0.03451557960124236
test,26,118,-0.008012850947381422,0.03440412542446355
test,26,119,-0.008081257902489019,0.03436032220077998
test,26,120,-0.008149664857596614,0.034277290850804984
test,26,121,-0.008217425854676755,0.03420549718623678
test,26,122,-0.008285832809784352,0.034121628998798996
test,26,123,-0.008353529211061746,0.03403435056637283
test,26,124,-0.008421290208141887,0.03399574623498829
test,26,125,-0.008489051205222028,0.0338689740420272
test,26,126,-0.008557393564526878,0.03384455353858254
test,26,127,-0.00862586511543722,0.03375005243948483
test,26,128,-0.008693561516714616,0.033656607700312174
test,26,129,-0.008762033067624958,0.033577281437917134
test,26,130,-0.008829729468902352,0.033490567970853535
test,26,131,-0.00889813642400995,0.033454119541744445
test,26,132,-0.008966543379117547,0.033333871475505115
test,26,133,-0.009033593822367486,0.033303023869704025
test,26,134,-0.009102000777475082,0.03320557879168588
test,26,135,-0.009169761774555222,0.03314114782498885
test,26,136,-0.009238104133860073,0.033076886918099055
test,26,137,-0.00930592972674296,0.032983100146989054
test,26,138,-0.00937427208604781,0.03294845217552434
test,26,139,-0.009442743636958153,0.032841483979763914
test,26,140,-0.009510440038235547,0.032796179676946785
test,26,141,-0.009578911589145889,0.03270704956495128
test,26,142,-0.009646607990423285,0.03266019665144825
test,26,143,-0.009715014945530882,0.032591770289298994
test,26,144,-0.009782775942611021,0.03250246006555242
test,26,145,-0.009851118301915873,0.03247967494608763
test,26,146,-0.009918879298996014,0.03234810147365195
test,27,0,0.0,
test,27,1,-5.5544443064838624e-05,0.18573709419904205
test,27,2,-0.00011054857053566132,0.10642838090157375
test,27,3,-0.00016598495048169675,0.03504091070793312
test,27,4,-0.00022206970914055133,-0.021739130434782608
test,27,5,-0.00027761415220539,-0.06549845068917619
test,27,6,-0.0003331585952702286,-0.09975929392885799
test,27,7,-0.00038978366952309906,-0.12700718764337054
test,27,8,-0.00044467973387511857,-0.14816550615961435
test,27,9,-0.0005002241769399572,-0.1665377521270899
test,27,10,-0.0005557686200047959,-0.18261242429115077
test,27,11,-0.0006107727474756185,-0.1956627680311891
test,27,12,-0.0006662091274216539,-0.207301814281884
test,27,13,-0.0007206729392984607,-0.21798522553753455
test,27,14,-0.0007762173823632994,-0.22703054927364022
test,27,15,-0.0008306811942401061,-0.2348289680835838
test,27,16,-0.0008855772585921256,-0.2419879861740327
test,27,17,-0.000939824944231326,-0.24849174010549924
test,27,18,-0.000994937134820952,-0.2543040429658362
test,27,19,-0.0010498331991729713,-0.25942156003505695
test,27,20,-0.001104188947930975,-0.26424926134837495
test,27,21,-0.0011591930754017976,-0.26886671783064725
test,27,22,-0.0012135488241598012,-0.27288048655382136
test,27,23,-0.001267472320442592,-0.27641478573765127
test,27,24,-0.0013223683847946115,-0.2799211805011308
test,27,25,-0.0013768321966714182,-0.2831620587350045
test,27,26,-0.0014310798823106185,-0.2859830473433947
test,27,27,-0.0014855436941874254,-0.28876057740169236
test,27,28,-0.0015404397585394448,-0.29147947625081594
test,27,29,-0.0015949035704162515,-0.2938711949872085
test,27,30,-0.001649259319174255,-0.2960321158464461
test,27,31,-0.0017036150679322587,-0.29832107673095604
test,27,32,-0.0017586191954030814,-0.30037805595228095
test,27,33,-0.001812434628567069,-0.3020792595489506
test,27,34,-0.0018674387560378917,-0.3038114818915072
test,27,35,-0.0019217945047958953,-0.3056985265874906
test,27,36,-0.001975609937959883,-0.3074440908887196
test,27,37,-0.0020299656867178864,-0.3089489978343338
test,27,38,-0.0020844294985946934,-0.3103018809176727
test,27,39,-0.0021387852473526967,-0.31186992318406864
test,27,40,-0.0021937893748235193,-0.31323114158935056
test,27,41,-0.002247604807987507,-0.31436929373491446
test,27,42,-0.0023019605567455104,-0.31559670623791414
test,27,43,-0.002356316305503514,-0.3169724942774588
test,27,44,-0.0024113204329743367,-0.31808124396415777
test,27,45,-0.0024656761817323405,-0.31897448156337777
test,27,46,-0.002519491614896328,-0.32012394761459306
test,27,47,-0.0025743876792483477,-0.3211984572952311
test,27,48,-0.002628311175531138,-0.3221345645255278
test,27,49,-0.002683315303001961,-0.323003117727133
test,27,50,-0.0027370226730471453,-0.32399926847897415
test,27,51,-0.0027914864849239523,-0.3249659856770696
test,27,52,-0.0028451938549691365,-0.32576447221417637
test,27,53,-0.0029001979824399594,-0.32661097973144415
test,27,54,-0.002954661794316766,-0.3274395346057298
test,27,55,-0.0030083691643619506,-0.32822769953051645
test,27,56,-0.003063373291832773,-0.32889819680478033
test,27,57,-0.00311783710370958,-0.3296495880559829
test,27,58,-0.0031715444737547643,-0.33045502606243854
test,27,59,-0.003226008285631571,-0.3311693640300889
test,27,60,-0.003279823718795559,-0.33171947567557875
test,27,61,-0.0033347197831475783,-0.3324426572131538
test,27,62,-0.003389183595024385,-0.33319739696312367
test,27,63,-0.0034436474069011918,-0.3337147443834377
test,27,64,-0.003497354776946376,-0.3342439270404304
test,27,65,-0.003551278273229167,-0.3349113209577171
test,27,66,-0.003605525958868367,-0.3354578945652528
test,27,67,-0.003659989770745174,-0.33597758275992196
test,27,68,-0.0037149938982159966,-0.3365373205173846
test,27,69,-0.0037687012682611812,-0.3371665133394664
test,27,70,-0.003823165080137988,-0.33770605187319885
test,27,71,-0.0038769805133019755,-0.33811908568138255
test,27,72,-0.003931336262059979,-0.3386605101537634
test,27,73,-0.00398525975834277,-0.33919675755342665
test,27,74,-0.0040395074439819705,-0.339657892249871
test,27,75,-0.004093971255858777,-0.34009209318338307
test,27,76,-0.004147786689022765,-0.3406026373346357
test,27,77,-0.004202250500899571,-0.34111121202171285
test,27,78,-0.0042564981865387715,-0.3415241379310345
test,27,79,-0.004310421682821562,-0.3419404042054802
test,27,80,-0.004364777431579567,-0.3423929853817292
test,27,81,-0.004419241243456373,-0.34285676336202314
test,27,82,-0.0044735969922143765,-0.3431909575759166
test,27,83,-0.004527304362259561,-0.34361045038271837
test,27,84,-0.004581768174136368,-0.34408120137043324
test,27,85,-0.004636231986013174,-0.3444587889833941
test,27,86,-0.004690047419177162,-0.3448070956765412
test,27,87,-0.004744403167935165,-0.34524611855488435
test,27,88,-0.004798218601099153,-0.34565493801501335
test,27,89,-0.004852034034263141,-0.3459615954161101
test,27,90,-0.004907038161733964,-0.34627545439874724
test,27,91,-0.0049608535948979515,-0.3467085973706611
test,27,92,-0.005015209343655955,-0.347073853835944
test,27,93,-0.005069132839938746,-0.3473678730702267
test,27,94,-0.005123380525577946,-0.34772805310747396
test,27,95,-0.0051778443374547525,-0.3481365299027213
test,27,96,-0.00523165977061874,-0.34846438757613624
test,27,97,-0.005286015519376744,-0.34872229986025155
test,27,98,-0.005339939015659535,-0.3490556198986733
test,27,99,-0.005394186701298735,-0.34939850686256396
test,27,100,-0.005448650513175541,-0.349707375849901
test,27,101,-0.0055030062619335456,-0.34999094598481056
test,27,102,-0.0055569297582163365,-0.35031088000928157
test,27,103,-0.005610745191380323,-0.3506460272198373
test,27,104,-0.005664560624544311,-0.35091212843761477
test,27,105,-0.0057189163733023145,-0.3512008442795959
test,27,106,-0.005773272122060319,-0.3515734026195466
test,27,107,-0.005827627870818322,-0.351897563256298
test,27,108,-0.005881551367101113,-0.35211379846196755
test,27,109,-0.005935366800265101,-0.3524026669430338
test,27,110,-0.005989614485904301,-0.35271306456976315
test,27,111,-0.0060440782977811075,-0.35295799492139796
test,27,112,-0.006097893730945095,-0.35322030642140145
test,27,113,-0.006152357542821902,-0.35350092586862664
test,27,114,-0.006206605228461102,-0.35380993049690235
test,27,115,-0.006261069040337909,-0.3540577201927125
test,27,116,-0.006314884473501896,-0.35429003343364973
test,27,117,-0.006368699906665884,-0.35456597597362893
test,27,118,-0.006422515339829872,-0.3548479737429913
test,27,119,-0.006476979151706678,-0.35508746553360754
test,27,120,-0.006531226837345879,-0.35529028903392385
test,27,121,-0.006585690649222686,-0.35558696966463954
test,27,122,-0.006639506082386674,-0.35584723642905014
test,27,123,-0.006693321515550661,-0.356065178032589
test,27,124,-0.006747785327427468,-0.35629077595780123
test,27,125,-0.006802141076185471,-0.3565889804981324
test,27,126,-0.006855416193755443,-0.35684128291931166
test,27,127,-0.00690988000563225,-0.35705330746880587
test,27,128,-0.00696412769127145,-0.3573190564840457
test,27,129,-0.007018591503148257,-0.3576125526955521
test,27,130,-0.007071866620718228,-0.3578199542375757
test,27,131,-0.007126222369476232,-0.35802712457348396
test,27,132,-0.00718003780264022,-0.35826959360062594
test,27,133,-0.007234501614517027,-0.35850666709806317
test,27,134,-0.007288317047681014,-0.3587299038596632
test,27,135,-0.007342564733320215,-0.3589119365043948
test,27,136,-0.007397028545197021,-0.35914869044511416
test,27,137,-0.0074513842939550245,-0.3594027295714039
test,27,138,-0.007504659411524997,-0.35959851880725
test,27,139,-0.007559123223401803,-0.35983236072628205
test,27,140,-0.0076133709090410034,-0.36005240590757503
test,27,141,-0.00766783472091781,-0.3602664316696614
test,27,142,-0.007721650154081798,-0.3604131865134831
test,27,143,-0.0077754655872457855,-0.3606125120365912
test,27,144,-0.007829929399122592,-0.3608691429595984
test,27,145,-0.007884285147880596,-0.3610683483260688
test,27,146,-0.007938100581044584,-0.36128181322486996
test,27,147,-0.007991916014208572,-0.36151768855842276
test,27,148,-0.008046271762966574,-0.3617401733631358
