split,sim_idx,frame,horizontal_strain,p_ratio
train,0,66,-0.003853134868705879,-0.4473116120287163
train,0,67,-0.003910503667895854,-0.44795384298372143
train,0,68,-0.003968437986464482,-0.4487306511605243
train,0,69,-0.004026435140519627,-0.44932013349232897
train,0,70,-0.0040844322945747715,-0.45013056066140217
train,0,71,-0.004141738258278229,-0.45067782504880494
train,0,72,-0.0041997354123333745,-0.4513659861023761
train,0,73,-0.004257041376036832,-0.4519467158861396
train,0,74,-0.0043150385300919775,-0.45252663940542637
train,0,75,-0.004372344493795435,-0.45311315128803553
train,0,76,-0.0044303416478505804,-0.4536062250702936
train,0,77,-0.004487647611554038,-0.45428534549522415
train,0,78,-0.004546273120474353,-0.45472821355003573
train,0,79,-0.0046035790841778106,-0.4553638199875593
train,0,80,-0.004660885047881269,-0.45577893262110325
train,0,81,-0.004718945037422931,-0.4564162338282006
train,0,82,-0.0047762510011263885,-0.4569033430966569
train,0,83,-0.0048341853196950165,-0.45731808717979416
train,0,84,-0.004892182473750162,-0.4578359974760753
train,0,85,-0.004949551272940137,-0.45828678323676897
train,0,86,-0.0050068572366435945,-0.4588094810097327
train,0,87,-0.0050648543906987396,-0.4592495288137529
train,0,88,-0.00512209751891568,-0.4598131661992685
train,0,89,-0.0051801575084573425,-0.4602596629220453
train,0,90,-0.00523809182702597,-0.4607018641541378
train,0,91,-0.005295397790729428,-0.4611856633259725
train,0,92,-0.005352703754432886,-0.46154215421542155
train,0,93,-0.005411392098839718,-0.46197452304916126
train,0,94,-0.005468698062543176,-0.4623204406911051
train,0,95,-0.005526004026246634,-0.4628275902144227
train,0,96,-0.005584692370653465,-0.46316667145855495
train,0,97,-0.005641369979491754,-0.46366906065400243
train,0,98,-0.005699304298060382,-0.46405596926647363
train,0,99,-0.0057566102617638394,-0.4644641463142634
train,0,100,-0.005814670251305502,-0.46487262289199854
train,0,101,-0.0058719762150089595,-0.46518262656515585
train,0,102,-0.0059299105335775875,-0.46558106309056074
train,0,103,-0.005987216497281045,-0.4659227937038764
train,0,104,-0.006045276486822708,-0.466393847231732
train,0,105,-0.0061025824505261655,-0.4666729751184149
train,0,106,-0.0061605167690947935,-0.46703917596638045
train,0,107,-0.006217822732798251,-0.46741401457895904
train,0,108,-0.006275882722339913,-0.46773995706838395
train,0,109,-0.006333817040908541,-0.4681393028779201
train,0,110,-0.006390494649746829,-0.46845675976756557
train,0,111,-0.006447800613450288,-0.46883516002625664
train,0,112,-0.006505797767505432,-0.46912332925915706
train,0,113,-0.006563794921560577,-0.4695388823759281
train,0,114,-0.006621100885264035,-0.46981698460346666
train,0,115,-0.006678406848967494,-0.47016755700826024
train,0,116,-0.006736404003022638,-0.4705196591119972
train,0,117,-0.006793772802212613,-0.4707533506625844
train,0,118,-0.006851707120781241,-0.47111678640922017
train,0,119,-0.006909013084484699,-0.4714195601153978
train,0,120,-0.006967010238539844,-0.47177543614344786
train,0,121,-0.007024316202243302,-0.4720607957085382
train,0,122,-0.007081685001433278,-0.47239941007754044
train,0,123,-0.007139619320001905,-0.472679544995625
train,0,124,-0.007196925283705364,-0.4729818751557882
train,0,125,-0.007254922437760508,-0.4732958910641905
train,0,126,-0.007312919591815653,-0.47354034981668136
train,0,127,-0.007370225555519111,-0.4738493496560326
train,0,128,-0.0074269031643573995,-0.4740945153501207
train,0,129,-0.0074848374829260276,-0.47444487228853804
train,0,130,-0.0075422062821160025,-0.4746901813272424
train,0,131,-0.007600203436171148,-0.47500779426510614
train,0,132,-0.0076575093998746055,-0.47528556854481296
train,0,133,-0.0077154437184432335,-0.4755460943465126
train,0,134,-0.0077728125176332085,-0.47587274913919503
train,0,135,-0.007830809671688354,-0.4760987854184808
train,0,136,-0.007888115635391811,-0.4763904782774545
train,0,137,-0.00794542159909527,-0.47664127426612474
train,0,138,-0.008002727562798727,-0.47695033333733255
train,0,139,-0.008060787552340389,-0.4771938601297536
train,0,140,-0.008118093516043848,-0.4774674981669676
train,0,141,-0.008175399479747306,-0.47774711833891076
train,0,142,-0.008232705443450764,-0.477991185592252
train,0,143,-0.008290011407154222,-0.4782840250387854
train,0,144,-0.008348008561209368,-0.4784811484896564
train,0,145,-0.008405377360399343,-0.4787869330400131
train,0,146,-0.0084626833241028,-0.4789665664984597
train,0,147,-0.008519360932941089,-0.47923307090752776
train,0,148,-0.008577923606374886,-0.4795039023317038
train,0,149,-0.008635292405564862,-0.47971228670585314
train,0,150,-0.008692661204754837,-0.4800169238976472
train,0,151,-0.008749967168458295,-0.48023668466045105
train,0,152,-0.008807901487026922,-0.48052150803102034
train,0,153,-0.00886457909586521,-0.4807224091848549
val,1,0,0.0,
val,1,1,-7.970647984469338e-05,0.12411153635866594
val,1,2,-0.00015932949740682687,0.037756497948016415
val,1,3,-0.00023719980703520272,-0.008378870673952642
val,1,4,-0.00031598820177173735,-0.03659863945578231
val,1,5,-0.0003965293044420296,-0.055941023417172595
val,1,6,-0.0004761523220041631,-0.07049608355091384
val,1,7,-0.0005566934246744554,-0.08205049261083744
val,1,8,-0.0006380691501703465,-0.09165995165189364
val,1,9,-0.0007186102528406388,-0.10007147962830593
val,1,10,-0.0007990678932283711,-0.10762643831950762
val,1,11,-0.0008805270810068222,-0.1135016998542982
val,1,12,-0.0009609847213945546,-0.11899150695895772
val,1,13,-0.001041525824064847,-0.12474890337391875
val,1,14,-0.0011211488416269803,-0.12933657942787583
val,1,15,-0.0012016899442972727,-0.13329549888270137
val,1,16,-0.001282147584685005,-0.136742764097963
val,1,17,-0.0013626886873552972,-0.14020940771995624
val,1,18,-0.0014423117049174308,-0.14339667178095125
val,1,19,-0.001522852807587723,-0.14608185500768264
val,1,20,-0.0016033939102580153,-0.14857946255670212
val,1,21,-0.0016838515506457476,-0.15116161616161616
val,1,22,-0.00176439265331604,-0.1533678756476684
val,1,23,-0.0018440156708781734,-0.15535636103878148
val,1,24,-0.0019244733112659057,-0.15726616481600036
val,1,25,-0.002005097876218758,-0.1589796826338425
val,1,26,-0.0020855555166064904,-0.16056773983342498
val,1,27,-0.002166096619276783,-0.16201643105037156
val,1,28,-0.002245719636838916,-0.1636267412629709
val,1,29,-0.0023254261166836096,-0.1650882283170015
val,1,30,-0.0024067183798969407,-0.1661552028218695
val,1,31,-0.0024863413974590743,-0.16738622207812154
val,1,32,-0.0025660478773037675,-0.16868585028841546
val,1,33,-0.00264658897997406,-0.16988509799522444
val,1,34,-0.0027262119975361935,-0.17073853474954512
val,1,35,-0.002806669637923926,-0.17162364243312236
val,1,36,-0.002887210740594218,-0.17277533039647577
val,1,37,-0.0029669172204389114,-0.17378074912145366
val,1,38,-0.003046540238001045,-0.1744735890517649
val,1,39,-0.0031269978783887774,-0.17537227483977616
val,1,40,-0.0032075389810590697,-0.17622582690478705
val,1,41,-0.003287245460903763,-0.17696332379700508
val,1,42,-0.0033668684784658965,-0.17769671048493615
val,1,43,-0.003447326118853629,-0.17845295722043394
val,1,44,-0.0035261145135901634,-0.1791356542617047
val,1,45,-0.0036065721539778957,-0.17977462143444067
val,1,46,-0.0036861951715400293,-0.18031506912230744
val,1,47,-0.0037659016513847225,-0.18089672996965953
val,1,48,-0.003846442754055015,-0.18151611838486081
val,1,49,-0.003926900394442747,-0.1820925119627538
val,1,50,-0.004005688789179282,-0.1827149541100303
val,1,51,-0.0040862298918495745,-0.18329881963139366
val,1,52,-0.004165769447129148,-0.18383241437434633
val,1,53,-0.004245475926973841,-0.1842244204696014
val,1,54,-0.004325182406818535,-0.18478792263918495
val,1,55,-0.004405640047206267,-0.18526873566087182
val,1,56,-0.0044852630647684005,-0.18568169391179742
val,1,57,-0.004564886082330534,-0.18615937465268773
val,1,58,-0.004645510647283386,-0.18664045363114254
val,1,59,-0.00472505020256296,-0.18705486560967755
val,1,60,-0.004804756682407653,-0.18741422388007178
val,1,61,-0.004885214322795386,-0.1878872313177114
val,1,62,-0.004964837340357519,-0.18832954477732655
val,1,63,-0.005043625735094054,-0.18870754226921593
val,1,64,-0.005124166837764346,-0.18915820639489334
val,1,65,-0.005203789855326479,-0.1895462517864103
val,1,66,-0.005283412872888613,-0.18990955545426194
val,1,67,-0.0053631193527333065,-0.19027287622888833
val,1,68,-0.00544274237029544,-0.19066615958957803
val,1,69,-0.005522365387857573,-0.19102326790986554
val,1,70,-0.005601988405419707,-0.19133358969139014
val,1,71,-0.005682529508089999,-0.19162268638965285
val,1,72,-0.005761234440543974,-0.19201166950096757
val,1,73,-0.005841775543214266,-0.1922876724212718
val,1,74,-0.005920563937950801,-0.19253892070374623
val,1,75,-0.006001105040621093,-0.19288061413322638
val,1,76,-0.006080728058183226,-0.19325070305176545
val,1,77,-0.006159516452919761,-0.19348648500466034
val,1,78,-0.006239974093307493,-0.19380154386344725
val,1,79,-0.0063195971108696266,-0.19415776570943802
val,1,80,-0.0063983855056061615,-0.19440486556373518
val,1,81,-0.006478008523168295,-0.1946996052065825
val,1,82,-0.006558549625838587,-0.1950191447601274
val,1,83,-0.006637254558292562,-0.19526074185221448
val,1,84,-0.006717879123245414,-0.1955347271082521
val,1,85,-0.006796584055699389,-0.1958008964378391
val,1,86,-0.006876207073261522,-0.19610249361869234
val,1,87,-0.0069559135531062155,-0.1963401911786113
val,1,88,-0.00703553657066835,-0.19651252038760433
val,1,89,-0.007114324965404884,-0.19683512782810794
val,1,90,-0.007194782605792616,-0.1971235591411719
val,1,91,-0.007273571000529151,-0.19738940336675345
val,1,92,-0.007352359395265686,-0.1976437388152159
val,1,93,-0.007432817035653418,-0.19791087457303996
val,1,94,-0.007512440053215551,-0.19814302314484755
val,1,95,-0.0075921465330602445,-0.19833696231781017
val,1,96,-0.007670851465514219,-0.19860054527065651
val,1,97,-0.007750474483076353,-0.19885649626538862
val,1,98,-0.007830180962921046,-0.19907497146303116
val,1,99,-0.007908885895375022,-0.1993038861912554
val,1,100,-0.007989426998045314,-0.19957046441556248
val,1,101,-0.008068215392781849,-0.199782663211569
val,1,102,-0.008147838410343982,-0.19999482682806963
val,1,103,-0.008227544890188674,-0.2002909895694584
val,1,104,-0.008307167907750808,-0.2004393775653612
val,1,105,-0.008385956302487342,-0.20064023961243893
val,1,106,-0.008465579320049476,-0.20088810123557582
val,1,107,-0.00854520233761161,-0.20108888625872884
val,1,108,-0.008623990732348144,-0.20130552257547552
val,1,109,-0.008703613749910279,-0.20153271172819784
val,1,110,-0.008783236767472412,-0.20177012376475104
val,1,111,-0.008862859785034545,-0.20195095979235397
val,1,112,-0.00894164817977108,-0.202131468847763
val,1,113,-0.009020436574507615,-0.2023956849650921
val,1,114,-0.009100059592069748,-0.20260149053372217
val,2,0,0.0,
val,2,1,-6.792835025127991e-05,0.1950207468879668
val,2,2,-0.00013830016633893682,0.17425227568270482
val,2,3,-0.00020940502217750678,0.15824214000347403
val,2,4,-0.00028118183112108046,0.15056707078607742
val,2,5,-0.00035228668695965045,0.14586591596288187
val,2,6,-0.00042400240925731465,0.14196296618273493
val,2,7,-0.000495168351741794,0.14097211868197407
val,2,8,-0.0005674949404985525,0.13946664927952013
val,2,9,-0.0006392106627962168,0.13857482460717807
val,2,10,-0.0007103155186347868,0.1381307728435005
val,2,11,-0.0007814203744733567,0.13693497130389412
val,2,12,-0.0008525252303119268,0.13649206694196914
val,2,13,-0.0009242409526095909,0.13581287112822982
val,2,14,-0.0009966897146581682,0.1356134272195522
val,2,15,-0.0010684054369558325,0.13503459305357576
val,2,16,-0.0011401211592534967,0.1344718573803083
val,2,17,-0.001212569921302074,0.1343045545161785
val,2,18,-0.001283674777140644,0.1338432122370937
val,2,19,-0.0013560013658974026,0.13371933483343396
val,2,20,-0.0014277170881950667,0.13331942959931176
val,2,21,-0.001500165850243644,0.13300896159670333
val,2,22,-0.001571270706082214,0.13302687076441874
val,2,23,-0.0016429864283798784,0.1327289211242067
val,2,24,-0.0017153741037825461,0.13262668607050543
val,2,25,-0.001787761779185214,0.13231583995329538
val,2,26,-0.0018594775014828782,0.1320542892083158
val,2,27,-0.0019318040902396368,0.1320772928208791
val,2,28,-0.002004252852288214,0.13173764145324598
val,2,29,-0.002075357708126784,0.13183337526506847
val,2,30,-0.0021476842968835425,0.13164935200305758
val,2,31,-0.0022194611058271164,0.13151435680182907
val,2,32,-0.002291848781229784,0.13132481068316912
val,2,33,-0.0023641753699865427,0.1312140736529594
val,2,34,-0.00243662413203512,0.131220401845239
val,2,35,-0.0025089507207918782,0.13091764425653546
val,2,36,-0.002581399482840456,0.13090482806530046
val,2,37,-0.002652443252033116,0.13080519334215787
val,2,38,-0.002724830927435784,0.1307072147420956
val,2,39,-0.002797218602838452,0.13074610914434573
val,2,40,-0.00286960627824112,0.13053558403667812
val,2,41,-0.002941993953643788,0.1305988640262265
val,2,42,-0.00301499249550555,0.13041428925824858
val,2,43,-0.003087380170908218,0.13033522734156358
val,2,44,-0.003159767846310886,0.13032462766083394
val,2,45,-0.003232155521713554,0.13012525177690829
val,2,46,-0.0033045431971162214,0.1301679330532562
val,2,47,-0.0033762589194138858,0.1300275970607468
val,2,48,-0.0034480357283574593,0.12997145988649064
val,2,49,-0.0035204234037601273,0.12986074200063782
val,2,50,-0.003592749992516886,0.129817909079545
val,2,51,-0.0036651987545654632,0.12981932940467558
val,2,52,-0.003738136209781316,0.12964613735839986
val,2,53,-0.003810584971829893,0.1296935035327182
val,2,54,-0.003882911560586652,0.12953782647274412
val,2,55,-0.003955360322635229,0.12952004014657287
val,2,56,-0.004027686911391988,0.12950804426671628
val,2,57,-0.004100746539899659,0.12937500571000485
val,2,58,-0.004172462262197323,0.1293971879545332
val,2,59,-0.0042455218907049945,0.1292662906770461
val,2,60,-0.004317848479461753,0.12929403391831137
val,2,61,-0.004390236154864421,0.12923631148520598
val,2,62,-0.004462623830267089,0.12914360580839682
val,2,63,-0.004535011505669757,0.12916556466543241
val,2,64,-0.00460801004753152,0.12901493703016695
val,2,65,-0.004679786856475093,0.1290813547374155
val,2,66,-0.004752174531877761,0.12898390659514042
val,2,67,-0.004821935481506324,0.1289738508761705
val,2,68,-0.004891146651321701,0.12890110563229304
val,2,69,-0.004961579554055268,0.12882074653105263
val,2,70,-0.005030790723870645,0.128826644453039
val,2,71,-0.005099940807040113,0.12871221787144177
val,2,72,-0.005169151976855492,0.12873277320646123
val,2,73,-0.005238974013129964,0.12865130077590142
val,2,74,-0.005308124096299432,0.1286371566861774
val,2,75,-0.005377946132573904,0.1285893760715203
val,2,76,-0.005447829255494286,0.12851986054125883
val,2,77,-0.0055175902051228486,0.12850363038981058
val,2,78,-0.005586740288292317,0.12841612108835365
val,2,79,-0.005656623411212698,0.12848238053820404
val,2,80,-0.005725773494382166,0.12839416200881035
val,2,81,-0.005794923577551635,0.12840121846201302
val,2,82,-0.005865417566931111,0.12831987609181394
val,2,83,-0.005934567650100579,0.12829163975240973
val,2,84,-0.006004389686375051,0.1282624860577519
val,2,85,-0.0060736008561904295,0.12817655199441538
val,2,86,-0.006143422892464901,0.12817207424756855
val,2,87,-0.006213244928739373,0.12811385771375242
val,2,88,-0.006282395011908842,0.1280874420365288
val,2,89,-0.00635154509507831,0.12804467966899616
val,2,90,-0.006421428217998692,0.12795216395642017
val,2,91,-0.006491189167627255,0.12796330506099618
val,2,92,-0.0065610112039017265,0.12788296722878753
val,2,93,-0.006630222373717104,0.12787854028977072
val,2,94,-0.006700044409991576,0.12782637581663162
val,2,95,-0.006769866446266048,0.12784932865133147
val,2,96,-0.006839016529435517,0.12774504117222948
val,2,97,-0.0069095105188149925,0.12774689900854114
val,2,98,-0.006979271468443555,0.12770815632965166
val,2,99,-0.007048482638258933,0.12766964008809878
val,2,100,-0.007118304674533405,0.12766566406128035
val,2,101,-0.007188126710807877,0.12759413061846958
val,2,102,-0.007257337880623255,0.12760693004652682
val,2,103,-0.007327098830251818,0.1275720788307745
val,2,104,-0.007396981953172199,0.1275536497866017
val,2,105,-0.007466742902800761,0.1274809576434557
val,2,106,-0.00753589298597023,0.12745444549167453
val,2,107,-0.007605165242431517,0.1274241864265012
val,2,108,-0.00767492619206008,0.1273601495463984
val,2,109,-0.007744748228334552,0.12735995417332982
val,2,110,-0.007814570264609024,0.12728760565911898
val,2,111,-0.007884392300883496,0.12728107963680851
val,2,112,-0.007953603470698874,0.1272228932453777
val,2,113,-0.00802403637343244,0.12722735351265735
val,2,114,-0.008093247543247818,0.1271992880125967
val,2,115,-0.008163680445981385,0.1271529590604118
val,2,116,-0.008232830529150853,0.12714836742016505
val,2,117,-0.008303263431884419,0.12707108616963564
val,2,118,-0.008372535688345707,0.1270843437238217
val,2,119,-0.008442296637974269,0.12700064265385438
val,2,120,-0.008512118674248741,0.12701536860815468
val,2,121,-0.008581940710523213,0.12696433561923598
val,2,122,-0.008651762746797685,0.12694236443959267
val,2,123,-0.008721584783072157,0.12690698844915896
val,2,124,-0.008790734866241625,0.12687378070525057
val,2,125,-0.008861228855621102,0.12685874572899455
val,2,126,-0.00893037893879057,0.1268078395105054
val,2,127,-0.009000200975065042,0.12681306347821455
val,2,128,-0.009070023011339514,0.1267221549390794
val,2,129,-0.009139845047613986,0.12673699321735904
val,2,130,-0.009209667083888458,0.12667061478624134
val,2,131,-0.00927948912016293,0.12666330465030398
val,2,132,-0.009349311156437402,0.12661175914249684
val,2,133,-0.009419133192711874,0.12659916067286972
val,2,134,-0.009488955228986346,0.1266022281743721
val,2,135,-0.009558105312155814,0.12654218715081647
val,2,136,-0.009628599301535291,0.12652602270293425
val,2,137,-0.009698360251163853,0.12646078379260856
val,2,138,-0.009767571420979232,0.12646810499494926
val,2,139,-0.009837393457253703,0.12640697500374196
val,2,140,-0.009907215493528175,0.12640620588191587
val,2,141,-0.009977037529802647,0.12634549411634513
val,2,142,-0.01004679847943121,0.12631312909322667
val,2,143,-0.010116070735892498,0.1262998243259463
val,2,144,-0.010186503638626063,0.12626415857605178
val,2,145,-0.01025693654135963,0.12624510834280878
val,2,146,-0.010326086624529099,0.12619875457771065
val,2,147,-0.01039596974744948,0.12619895910359785
val,2,148,-0.010466402650183046,0.12613153973742655
val,2,149,-0.010535613819998424,0.12614574825301753
val,2,150,-0.010605374769626986,0.12609907635980364
val,2,151,-0.010675868759006462,0.12607716310884257
val,2,152,-0.010745690795280934,0.12601873584376305
val,2,153,-0.010815512831555407,0.12600740320261594
val,2,154,-0.010885334867829879,0.12600592325434534
val,3,0,0.0,
val,3,1,-6.284316156365523e-05,0.14861995753715498
val,3,2,-0.00012629763792851333,0.05475810738968634
val,3,3,-0.00018907966801204828,-0.026792051100070973
val,3,4,-0.00025259527585702666,-0.08837643295121302
val,3,5,-0.0003172723818242905,-0.1335327422283944
val,3,6,-0.00038329438035420067,-0.16910192444761227
val,3,7,-0.00044931637888411083,-0.1961488500038206
val,3,8,-0.0005160108236953442,-0.21776350989834137
val,3,9,-0.0005833165833077804,-0.2356964434399905
val,3,10,-0.0006512947892015397,-0.24987958255284987
val,3,11,-0.000719884309896502,-0.26308620354154505
val,3,12,-0.0007884738305914641,-0.2751806583995004
val,3,13,-0.0008582859808888322,-0.285061540361421
val,3,14,-0.0009275479478651176,-0.2943784155615852
val,3,15,-0.000996809914841403,-0.3028606077899843
val,3,16,-0.001066010750337568,-0.31062506270693285
val,3,17,-0.001135822900634936,-0.31799150007870297
val,3,18,-0.0012063686286937474,-0.3240784780023781
val,3,19,-0.0012762419104712357,-0.3299352295128133
val,3,20,-0.001346726507049927,-0.33547368702678115
val,3,21,-0.0014166609203075354,-0.34060278719013526
val,3,22,-0.0014864730706049033,-0.3451538367992217
val,3,23,-0.0015564074838625118,-0.34926137024543447
val,3,24,-0.001626892080441203,-0.35333199563016965
val,3,25,-0.0016973766770198941,-0.3571107544141252
val,3,26,-0.0017672499587973825,-0.3606017575271141
val,3,27,-0.0018371232405748708,-0.36386334812935955
val,3,28,-0.0019076689686336821,-0.3669928145543495
val,3,29,-0.0019781535652123733,-0.36984961712335085
val,3,30,-0.0020486381617910642,-0.3727525684931507
val,3,31,-0.0021185725750486727,-0.375476876866509
val,3,32,-0.002189057171627364,-0.3779617088872168
val,3,33,-0.002259541768206055,-0.38025588220986234
val,3,34,-0.0023300874962648667,-0.3825075547720977
val,3,35,-0.0024005720928435576,-0.38460480048922185
val,3,36,-0.002471729135703572,-0.38670214347296133
val,3,37,-0.0025422137322822632,-0.3886060570998814
val,3,38,-0.0026121481455398717,-0.3904403791175518
val,3,39,-0.0026826327421185627,-0.39232394752730665
val,3,40,-0.002753789784978577,-0.39409143820495324
val,3,41,-0.0028242743815572683,-0.3956636382623225
val,3,42,-0.002894208794814877,-0.3970794362751344
val,3,43,-0.0029646322599134476,-0.39862585728332983
val,3,44,-0.003035177987972259,-0.40002919210840004
val,3,45,-0.0031057237160310703,-0.40142955686115933
val,3,46,-0.0031768196274109643,-0.40269940077956834
val,3,47,-0.003247365355469776,-0.4039720770273194
val,3,48,-0.003317238637247264,-0.40528757164202406
val,3,49,-0.0033877843653060753,-0.4064797317225032
val,3,50,-0.0034588802766859694,-0.40762190226409034
val,3,51,-0.0035293648732646608,-0.4086858870079029
val,3,52,-0.003599910601323472,-0.40974409651452454
val,3,53,-0.0036710676441834866,-0.41074819213832664
val,3,54,-0.0037416133722422977,-0.4118918275903089
val,3,55,-0.003811425522539666,-0.4128576990461359
val,3,56,-0.003881971250598477,-0.4137159681859896
val,3,57,-0.003952455847177168,-0.41462704510021225
val,3,58,-0.004023674021517303,-0.4155006276305102
val,3,59,-0.004094097486615874,-0.4165033391405343
val,3,60,-0.004164643214674685,-0.41733660495204106
val,3,61,-0.0042345164964521734,-0.4181221366006074
val,3,62,-0.004305612407832067,-0.41892393641363945
val,3,63,-0.004376158135890879,-0.419718884375478
val,3,64,-0.00444670386394969,-0.42049257127559897
val,3,65,-0.004517249592008501,-0.421196995156667
val,3,66,-0.004587673057107072,-0.42186853568908034
val,3,67,-0.004658218785165884,-0.42254275211762826
val,3,68,-0.004728764513224695,-0.423316457888811
val,3,69,-0.00479986042460459,-0.4240098702588615
val,3,70,-0.004870406152663401,-0.4246376257314415
val,3,71,-0.004940890749242092,-0.4252381203761661
val,3,72,-0.0050120477921021065,-0.4258942515059121
val,3,73,-0.005081921073879595,-0.4265783509011289
val,3,74,-0.005152405670458286,-0.4271438598522399
val,3,75,-0.0052235627133182996,-0.4276942847963446
val,3,76,-0.005294108441377112,-0.4282191471972494
val,3,77,-0.005364654169435923,-0.42878601381094444
val,3,78,-0.0054350776345344935,-0.429408978258034
val,3,79,-0.005506295808874628,-0.4299251667480072
val,3,80,-0.005576169090652117,-0.4304102492017912
val,3,81,-0.00564732613351213,-0.4309456913363964
val,3,82,-0.005717810730090821,-0.43145514151744313
val,3,83,-0.005788906641470716,-0.4319816768282848
val,3,84,-0.005859452369529527,-0.4324512135256954
val,3,85,-0.005929998097588339,-0.4329211055181408
val,3,86,-0.00600048269416703,-0.4333893766735164
val,3,87,-0.006070967290745721,-0.4339240537496076
val,3,88,-0.006142124333605736,-0.43435449909324375
val,3,89,-0.006212670061664547,-0.4348474910793263
val,3,90,-0.006283215789723358,-0.43526072442294306
val,3,91,-0.0063543728325833725,-0.4356965884146162
val,3,92,-0.006424184982880741,-0.436168045311927
val,3,93,-0.0064953420257407544,-0.4366095799693644
val,3,94,-0.006566499068600769,-0.4370523988855907
val,3,95,-0.006636372350378257,-0.4374337580336002
val,3,96,-0.006707529393238271,-0.43782915290547175
val,3,97,-0.006778013989816962,-0.4382671400411902
val,3,98,-0.006848559717875774,-0.438626501546634
val,3,99,-0.006919716760735788,-0.4390385093974183
val,3,100,-0.00699020135731448,-0.4393669157226641
val,3,101,-0.007060685953893171,-0.4397853282918008
val,3,102,-0.007131231681951982,-0.4401606847480768
val,3,103,-0.007201777410010793,-0.44054664018054934
val,3,104,-0.007272934452870808,-0.4408199000875521
val,3,105,-0.007342746603168176,-0.4412085781913157
val,3,106,-0.00741390364602819,-0.4415765538150581
val,3,107,-0.007484449374087002,-0.44197373888057345
val,3,108,-0.007555606416947015,-0.44228594667513094
val,3,109,-0.00762676345980703,-0.4426229508196721
val,3,110,-0.007697248056385721,-0.4429203065805748
val,3,111,-0.007767732652964412,-0.4432723535060586
val,3,112,-0.007838889695824426,-0.4436531811812195
val,3,113,-0.00791004673868444,-0.4440046455405181
