target,descriptor,mse_increase_when_permuted,target_r2
final_z0_aligned,edge_len_std,1.7845001641009053,0.9823184360989118
final_z0_aligned,edge_len_min,0.628226666911493,0.9823184360989118
final_z0_aligned,edge_len_max,0.0002739304008472186,0.9823184360989118
final_z0_aligned,stiffness_mean,0.23815659816050172,0.9823184360989118
final_z0_aligned,stiffness_std,0.9131276576084882,0.9823184360989118
final_z0_aligned,stiffness_min,0.030054368753405027,0.9823184360989118
final_z0_aligned,stiffness_max,0.05305319674206865,0.9823184360989118
slope_z0_aligned,node_count,0.0746092187561192,0.9747903237056494
slope_z0_aligned,edge_count,1.666799037172618,0.9747903237056494
slope_z0_aligned,edge_density,0.6926226486627245,0.9747903237056494
slope_z0_aligned,mean_degree,0.009504246322563921,0.9747903237056494
slope_z0_aligned,std_degree,0.002063330636842775,0.9747903237056494
slope_z0_aligned,max_degree,0.00037530331364867345,0.9747903237056494
slope_z0_aligned,x_span0,0.2977516736595798,0.9747903237056494
slope_z0_aligned,y_span0,0.266036875488378,0.9747903237056494
slope_z0_aligned,aspect_ratio0,0.0004864236983185173,0.9747903237056494
slope_z0_aligned,edge_len_mean,0.7527737788154277,0.9747903237056494
slope_z0_aligned,edge_len_std,3.2407326254116438,0.9747903237056494
slope_z0_aligned,edge_len_min,0.6981717936698907,0.9747903237056494
slope_z0_aligned,edge_len_max,0.008298219039717697,0.9747903237056494
slope_z0_aligned,stiffness_mean,0.11472905151746451,0.9747903237056494
slope_z0_aligned,stiffness_std,1.0014491842557445,0.9747903237056494
slope_z0_aligned,stiffness_min,0.04305841258501903,0.9747903237056494
slope_z0_aligned,stiffness_max,0.06495526356424483,0.9747903237056494
range_z0_aligned,node_count,0.07449632774334825,0.9747903237056494
range_z0_aligned,edge_count,1.2189315107057785,0.9747903237056494
range_z0_aligned,edge_density,0.583654509347625,0.9747903237056494
range_z0_aligned,mean_degree,0.010608111835232761,0.9747903237056494
range_z0_aligned,std_degree,0.002167976878807397,0.9747903237056494
range_z0_aligned,max_degree,0.00031719777689458856,0.9747903237056494
range_z0_aligned,x_span0,0.33166463892814196,0.9747903237056494
range_z0_aligned,y_span0,0.32077827107238416,0.9747903237056494
range_z0_aligned,aspect_ratio0,0.00038141619764638784,0.9747903237056494
range_z0_aligned,edge_len_mean,0.7413391833045759,0.9747903237056494
range_z0_aligned,edge_len_std,2.534910031311702,0.9747903237056494
range_z0_aligned,edge_len_min,0.7558577137419237,0.9747903237056494
range_z0_aligned,edge_len_max,0.013267777214677007,0.9747903237056494
range_z0_aligned,stiffness_mean,0.1410710525193259,0.9747903237056494
range_z0_aligned,stiffness_std,0.9295596205484524,0.9747903237056494
range_z0_aligned,stiffness_min,0.048311945367667704,0.9747903237056494
range_z0_aligned,stiffness_max,0.05619290248138826,0.9747903237056494
mean_z1_aligned,node_count,0.18113660812517013,0.9746206235865184
mean_z1_aligned,edge_count,0.08881058778305992,0.9746206235865184
mean_z1_aligned,edge_density,0.3474472556425395,0.9746206235865184
mean_z1_aligned,mean_degree,0.0048896450491190575,0.9746206235865184
mean_z1_aligned,std_degree,5.468426681065966e-05,0.9746206235865184
mean_z1_aligned,max_degree,0.0020349702169406153,0.9746206235865184
mean_z1_aligned,x_span0,0.10733543482168603,0.9746206235865184
mean_z1_aligned,y_span0,0.3144230578144145,0.9746206235865184
mean_z1_aligned,aspect_ratio0,-0.000234655110404082,0.9746206235865184
mean_z1_aligned,edge_len_mean,0.19049694973251194,0.9746206235865184
mean_z1_aligned,edge_len_std,0.6242012976994551,0.9746206235865184
mean_z1_aligned,edge_len_min,0.4183138924901595,0.9746206235865184
mean_z1_aligned,edge_len_max,0.000592312900103982,0.9746206235865184
mean_z1_aligned,stiffness_mean,0.4470867580788094,0.9746206235865184
mean_z1_aligned,stiffness_std,0.7712189250590363,0.9746206235865184
mean_z1_aligned,stiffness_min,0.01923529405673577,0.9746206235865184
mean_z1_aligned,stiffness_max,0.029566108457438088,0.9746206235865184
final_z1_aligned,node_count,0.014186309454270952,0.9796629045921307
final_z1_aligned,edge_count,0.34771245486984065,0.9796629045921307
final_z1_aligned,edge_density,0.38759836607018283,0.9796629045921307
final_z1_aligned,mean_degree,0.010153719956905994,0.9796629045921307
final_z1_aligned,std_degree,0.00029821673026116796,0.9796629045921307
final_z1_aligned,max_degree,0.00014670792993852488,0.9796629045921307
final_z1_aligned,x_span0,0.14144327916841817,0.9796629045921307
