model,dataset,split,local_sim_idx,sim_idx,frame,trajectory_progress,p_ratio,final_p_ratio,z0,z1
one_system,one-system CV2 train-sim-0,train,0,0,77,0.5032679738562091,-0.45428534549522415,-0.4807224091848549,0.6503599882125854,0.5689201354980469
one_system,one-system CV2 train-sim-0,train,0,0,78,0.5098039215686274,-0.45472821355003573,-0.4807224091848549,0.6580363512039185,0.5761256217956543
one_system,one-system CV2 train-sim-0,train,0,0,79,0.5163398692810458,-0.4553638199875593,-0.4807224091848549,0.6662166118621826,0.5837966203689575
one_system,one-system CV2 train-sim-0,train,0,0,80,0.5228758169934641,-0.45577893262110325,-0.4807224091848549,0.6739180684089661,0.5910251140594482
one_system,one-system CV2 train-sim-0,train,0,0,81,0.5294117647058824,-0.4564162338282006,-0.4807224091848549,0.6818543672561646,0.598469614982605
one_system,one-system CV2 train-sim-0,train,0,0,82,0.5359477124183006,-0.4569033430966569,-0.4807224091848549,0.6897509694099426,0.6058783531188965
one_system,one-system CV2 train-sim-0,train,0,0,83,0.5424836601307189,-0.45731808717979416,-0.4807224091848549,0.697778582572937,0.6134101152420044
one_system,one-system CV2 train-sim-0,train,0,0,84,0.5490196078431373,-0.4578359974760753,-0.4807224091848549,0.7059440612792969,0.6210678815841675
one_system,one-system CV2 train-sim-0,train,0,0,85,0.5555555555555556,-0.45828678323676897,-0.4807224091848549,0.7134058475494385,0.6280699372291565
one_system,one-system CV2 train-sim-0,train,0,0,86,0.5620915032679739,-0.4588094810097327,-0.4807224091848549,0.721815824508667,0.6359542608261108
one_system,one-system CV2 train-sim-0,train,0,0,87,0.5686274509803921,-0.4592495288137529,-0.4807224091848549,0.7292535305023193,0.6429340243339539
one_system,one-system CV2 train-sim-0,train,0,0,88,0.5751633986928104,-0.4598131661992685,-0.4807224091848549,0.737204372882843,0.6503927707672119
one_system,one-system CV2 train-sim-0,train,0,0,89,0.5816993464052288,-0.4602596629220453,-0.4807224091848549,0.745013952255249,0.6577202081680298
one_system,one-system CV2 train-sim-0,train,0,0,90,0.5882352941176471,-0.4607018641541378,-0.4807224091848549,0.753092885017395,0.6652984619140625
one_system,one-system CV2 train-sim-0,train,0,0,91,0.5947712418300654,-0.4611856633259725,-0.4807224091848549,0.7609165906906128,0.672636091709137
one_system,one-system CV2 train-sim-0,train,0,0,92,0.6013071895424836,-0.46154215421542155,-0.4807224091848549,0.7688987255096436,0.680121660232544
one_system,one-system CV2 train-sim-0,train,0,0,93,0.6078431372549019,-0.46197452304916126,-0.4807224091848549,0.7765538692474365,0.6873021125793457
one_system,one-system CV2 train-sim-0,train,0,0,94,0.6143790849673203,-0.4623204406911051,-0.4807224091848549,0.7844550013542175,0.6947120428085327
one_system,one-system CV2 train-sim-0,train,0,0,95,0.6209150326797386,-0.4628275902144227,-0.4807224091848549,0.7924765944480896,0.7022374272346497
one_system,one-system CV2 train-sim-0,train,0,0,96,0.6274509803921569,-0.46316667145855495,-0.4807224091848549,0.8002748489379883,0.7095504403114319
one_system,one-system CV2 train-sim-0,train,0,0,97,0.6339869281045751,-0.46366906065400243,-0.4807224091848549,0.8082650899887085,0.7170478105545044
one_system,one-system CV2 train-sim-0,train,0,0,98,0.6405228758169934,-0.46405596926647363,-0.4807224091848549,0.8161336183547974,0.7244269251823425
one_system,one-system CV2 train-sim-0,train,0,0,99,0.6470588235294118,-0.4644641463142634,-0.4807224091848549,0.8238300681114197,0.7316455841064453
one_system,one-system CV2 train-sim-0,train,0,0,100,0.6535947712418301,-0.46487262289199854,-0.4807224091848549,0.8314799070358276,0.7388178110122681
one_system,one-system CV2 train-sim-0,train,0,0,101,0.6601307189542484,-0.46518262656515585,-0.4807224091848549,0.8392937183380127,0.7461496591567993
one_system,one-system CV2 train-sim-0,train,0,0,102,0.6666666666666666,-0.46558106309056074,-0.4807224091848549,0.8475424647331238,0.7538837790489197
one_system,one-system CV2 train-sim-0,train,0,0,103,0.673202614379085,-0.4659227937038764,-0.4807224091848549,0.8551169633865356,0.7609860897064209
one_system,one-system CV2 train-sim-0,train,0,0,104,0.6797385620915033,-0.466393847231732,-0.4807224091848549,0.8631274104118347,0.7684991359710693
one_system,one-system CV2 train-sim-0,train,0,0,105,0.6862745098039216,-0.4666729751184149,-0.4807224091848549,0.8708370923995972,0.775728702545166
one_system,one-system CV2 train-sim-0,train,0,0,106,0.6928104575163399,-0.46703917596638045,-0.4807224091848549,0.8786641359329224,0.7830686569213867
one_system,one-system CV2 train-sim-0,train,0,0,107,0.6993464052287581,-0.46741401457895904,-0.4807224091848549,0.8864272832870483,0.790349543094635
one_system,one-system CV2 train-sim-0,train,0,0,108,0.7058823529411765,-0.46773995706838395,-0.4807224091848549,0.8941792249679565,0.7976200580596924
one_system,one-system CV2 train-sim-0,train,0,0,109,0.7124183006535948,-0.4681393028779201,-0.4807224091848549,0.9019806981086731,0.8049359917640686
one_system,one-system CV2 train-sim-0,train,0,0,110,0.7189542483660131,-0.46845675976756557,-0.4807224091848549,0.9097737073898315,0.8122446537017822
one_system,one-system CV2 train-sim-0,train,0,0,111,0.7254901960784313,-0.46883516002625664,-0.4807224091848549,0.9175385236740112,0.8195226788520813
one_system,one-system CV2 train-sim-0,train,0,0,112,0.7320261437908496,-0.46912332925915706,-0.4807224091848549,0.9252117276191711,0.8267225027084351
one_system,one-system CV2 train-sim-0,train,0,0,113,0.738562091503268,-0.4695388823759281,-0.4807224091848549,0.9331459999084473,0.8341573476791382
one_system,one-system CV2 train-sim-0,train,0,0,114,0.7450980392156863,-0.46981698460346666,-0.4807224091848549,0.9409483075141907,0.8414785265922546
one_system,one-system CV2 train-sim-0,train,0,0,115,0.7516339869281046,-0.47016755700826024,-0.4807224091848549,0.9487655162811279,0.8488076329231262
one_system,one-system CV2 train-sim-0,train,0,0,116,0.7581699346405228,-0.4705196591119972,-0.4807224091848549,0.956426739692688,0.8559895157814026
one_system,one-system CV2 train-sim-0,train,0,0,117,0.7647058823529411,-0.4707533506625844,-0.4807224091848549,0.9641806483268738,0.8632581830024719
one_system,one-system CV2 train-sim-0,train,0,0,118,0.7712418300653595,-0.47111678640922017,-0.4807224091848549,0.9720689058303833,0.870654821395874
one_system,one-system CV2 train-sim-0,train,0,0,119,0.7777777777777778,-0.4714195601153978,-0.4807224091848549,0.9796520471572876,0.8777666687965393
one_system,one-system CV2 train-sim-0,train,0,0,120,0.7843137254901961,-0.47177543614344786,-0.4807224091848549,0.9875153303146362,0.8851374387741089
one_system,one-system CV2 train-sim-0,train,0,0,121,0.7908496732026143,-0.4720607957085382,-0.4807224091848549,0.9950157403945923,0.8921735286712646
one_system,one-system CV2 train-sim-0,train,0,0,122,0.7973856209150327,-0.47239941007754044,-0.4807224091848549,1.002994179725647,0.8996521234512329
one_system,one-system CV2 train-sim-0,train,0,0,123,0.803921568627451,-0.472679544995625,-0.4807224091848549,1.0107390880584717,0.9069135189056396
one_system,one-system CV2 train-sim-0,train,0,0,124,0.8104575163398693,-0.4729818751557882,-0.4807224091848549,1.0184361934661865,0.914130687713623
one_system,one-system CV2 train-sim-0,train,0,0,125,0.8169934640522876,-0.4732958910641905,-0.4807224091848549,1.0263197422027588,0.9215191602706909
one_system,one-system CV2 train-sim-0,train,0,0,126,0.8235294117647058,-0.47354034981668136,-0.4807224091848549,1.0338940620422363,0.9286206960678101
one_system,one-system CV2 train-sim-0,train,0,0,127,0.8300653594771242,-0.4738493496560326,-0.4807224091848549,1.041742205619812,0.9359789490699768
one_system,one-system CV2 train-sim-0,train,0,0,128,0.8366013071895425,-0.4740945153501207,-0.4807224091848549,1.049350619316101,0.9431113004684448
one_system,one-system CV2 train-sim-0,train,0,0,129,0.8431372549019608,-0.47444487228853804,-0.4807224091848549,1.057206392288208,0.9504745006561279
one_system,one-system CV2 train-sim-0,train,0,0,130,0.8496732026143791,-0.4746901813272424,-0.4807224091848549,1.0645503997802734,0.9573616981506348
one_system,one-system CV2 train-sim-0,train,0,0,131,0.8562091503267973,-0.47500779426510614,-0.4807224091848549,1.0725570917129517,0.9648650884628296
one_system,one-system CV2 train-sim-0,train,0,0,132,0.8627450980392157,-0.47528556854481296,-0.4807224091848549,1.0803728103637695,0.9721899032592773
one_system,one-system CV2 train-sim-0,train,0,0,133,0.869281045751634,-0.4755460943465126,-0.4807224091848549,1.0876303911209106,0.9789955615997314
one_system,one-system CV2 train-sim-0,train,0,0,134,0.8758169934640523,-0.47587274913919503,-0.4807224091848549,1.0955357551574707,0.9864062070846558
one_system,one-system CV2 train-sim-0,train,0,0,135,0.8823529411764706,-0.4760987854184808,-0.4807224091848549,1.1031038761138916,0.9935023784637451
one_system,one-system CV2 train-sim-0,train,0,0,136,0.8888888888888888,-0.4763904782774545,-0.4807224091848549,1.111146330833435,1.0010372400283813
one_system,one-system CV2 train-sim-0,train,0,0,137,0.8954248366013072,-0.47664127426612474,-0.4807224091848549,1.1184144020080566,1.0078543424606323
one_system,one-system CV2 train-sim-0,train,0,0,138,0.9019607843137255,-0.47695033333733255,-0.4807224091848549,1.1262048482894897,1.0151537656784058
one_system,one-system CV2 train-sim-0,train,0,0,139,0.9084967320261438,-0.4771938601297536,-0.4807224091848549,1.1338350772857666,1.0223052501678467
one_system,one-system CV2 train-sim-0,train,0,0,140,0.9150326797385621,-0.4774674981669676,-0.4807224091848549,1.1417481899261475,1.0297210216522217
one_system,one-system CV2 train-sim-0,train,0,0,141,0.9215686274509803,-0.47774711833891076,-0.4807224091848549,1.1493737697601318,1.0368677377700806
one_system,one-system CV2 train-sim-0,train,0,0,142,0.9281045751633987,-0.477991185592252,-0.4807224091848549,1.1567280292510986,1.0437633991241455
one_system,one-system CV2 train-sim-0,train,0,0,143,0.934640522875817,-0.4782840250387854,-0.4807224091848549,1.164594054222107,1.051134467124939
one_system,one-system CV2 train-sim-0,train,0,0,144,0.9411764705882353,-0.4784811484896564,-0.4807224091848549,1.1721255779266357,1.0581936836242676
one_system,one-system CV2 train-sim-0,train,0,0,145,0.9477124183006536,-0.4787869330400131,-0.4807224091848549,1.1798696517944336,1.0654475688934326
one_system,one-system CV2 train-sim-0,train,0,0,146,0.954248366013072,-0.4789665664984597,-0.4807224091848549,1.18743896484375,1.0725429058074951
one_system,one-system CV2 train-sim-0,train,0,0,147,0.9607843137254902,-0.47923307090752776,-0.4807224091848549,1.1950860023498535,1.0797072649002075
one_system,one-system CV2 train-sim-0,train,0,0,148,0.9673202614379085,-0.4795039023317038,-0.4807224091848549,1.2030115127563477,1.0871357917785645
one_system,one-system CV2 train-sim-0,train,0,0,149,0.9738562091503268,-0.47971228670585314,-0.4807224091848549,1.210576057434082,1.094226360321045
one_system,one-system CV2 train-sim-0,train,0,0,150,0.9803921568627451,-0.4800169238976472,-0.4807224091848549,1.2183113098144531,1.1014734506607056
one_system,one-system CV2 train-sim-0,train,0,0,151,0.9869281045751634,-0.48023668466045105,-0.4807224091848549,1.2255247831344604,1.1082345247268677
one_system,one-system CV2 train-sim-0,train,0,0,152,0.9934640522875817,-0.48052150803102034,-0.4807224091848549,1.2334071397781372,1.1156197786331177
one_system,one-system CV2 train-sim-0,train,0,0,153,1.0,-0.4807224091848549,-0.4807224091848549,1.2407605648040771,1.1225109100341797
one_system,one-system CV2 train-sim-0,val,0,1,0,0.0,,-0.20260149053372217,-0.014982616528868675,-0.06307660043239594
one_system,one-system CV2 train-sim-0,val,0,1,1,0.008771929824561403,0.12411153635866594,-0.20260149053372217,0.007357709109783173,-0.04222652316093445
one_system,one-system CV2 train-sim-0,val,0,1,2,0.017543859649122806,0.037756497948016415,-0.20260149053372217,0.02811508998274803,-0.022820012643933296
one_system,one-system CV2 train-sim-0,val,0,1,3,0.02631578947368421,-0.008378870673952642,-0.20260149053372217,0.04751141369342804,-0.004676254466176033
one_system,one-system CV2 train-sim-0,val,0,1,4,0.03508771929824561,-0.03659863945578231,-0.20260149053372217,0.06605429947376251,0.012670548632740974
one_system,one-system CV2 train-sim-0,val,0,1,5,0.043859649122807015,-0.055941023417172595,-0.20260149053372217,0.08472426235675812,0.030141552910208702
one_system,one-system CV2 train-sim-0,val,0,1,6,0.05263157894736842,-0.07049608355091384,-0.20260149053372217,0.10303135216236115,0.047271378338336945
one_system,one-system CV2 train-sim-0,val,0,1,7,0.06140350877192982,-0.08205049261083744,-0.20260149053372217,0.12082113325595856,0.06391983479261398
one_system,one-system CV2 train-sim-0,val,0,1,8,0.07017543859649122,-0.09165995165189364,-0.20260149053372217,0.1387636512517929,0.08071524649858475
one_system,one-system CV2 train-sim-0,val,0,1,9,0.07894736842105263,-0.10007147962830593,-0.20260149053372217,0.15674147009849548,0.09753984957933426
one_system,one-system CV2 train-sim-0,val,0,1,10,0.08771929824561403,-0.10762643831950762,-0.20260149053372217,0.17452441155910492,0.11418776959180832
one_system,one-system CV2 train-sim-0,val,0,1,11,0.09649122807017543,-0.1135016998542982,-0.20260149053372217,0.19188569486141205,0.13043931126594543
one_system,one-system CV2 train-sim-0,val,0,1,12,0.10526315789473684,-0.11899150695895772,-0.20260149053372217,0.2094734013080597,0.1469021737575531
one_system,one-system CV2 train-sim-0,val,0,1,13,0.11403508771929824,-0.12474890337391875,-0.20260149053372217,0.2271355390548706,0.16343975067138672
one_system,one-system CV2 train-sim-0,val,0,1,14,0.12280701754385964,-0.12933657942787583,-0.20260149053372217,0.2444319725036621,0.17963102459907532
one_system,one-system CV2 train-sim-0,val,0,1,15,0.13157894736842105,-0.13329549888270137,-0.20260149053372217,0.2619747221469879,0.19605350494384766
one_system,one-system CV2 train-sim-0,val,0,1,16,0.14035087719298245,-0.136742764097963,-0.20260149053372217,0.2793310582637787,0.2123042196035385
one_system,one-system CV2 train-sim-0,val,0,1,17,0.14912280701754385,-0.14020940771995624,-0.20260149053372217,0.29677650332450867,0.22863933444023132
one_system,one-system CV2 train-sim-0,val,0,1,18,0.15789473684210525,-0.14339667178095125,-0.20260149053372217,0.31415262818336487,0.24490362405776978
one_system,one-system CV2 train-sim-0,val,0,1,19,0.16666666666666666,-0.14608185500768264,-0.20260149053372217,0.33151814341545105,0.26116180419921875
one_system,one-system CV2 train-sim-0,val,0,1,20,0.17543859649122806,-0.14857946255670212,-0.20260149053372217,0.3486487567424774,0.277200311422348
one_system,one-system CV2 train-sim-0,val,0,1,21,0.18421052631578946,-0.15116161616161616,-0.20260149053372217,0.36608052253723145,0.2935224175453186
one_system,one-system CV2 train-sim-0,val,0,1,22,0.19298245614035087,-0.1533678756476684,-0.20260149053372217,0.3834611773490906,0.309795618057251
one_system,one-system CV2 train-sim-0,val,0,1,23,0.20175438596491227,-0.15535636103878148,-0.20260149053372217,0.40035703778266907,0.3256153464317322
one_system,one-system CV2 train-sim-0,val,0,1,24,0.21052631578947367,-0.15726616481600036,-0.20260149053372217,0.4177890121936798,0.3419347405433655
one_system,one-system CV2 train-sim-0,val,0,1,25,0.21929824561403508,-0.1589796826338425,-0.20260149053372217,0.4350449740886688,0.35809314250946045
one_system,one-system CV2 train-sim-0,val,0,1,26,0.22807017543859648,-0.16056773983342498,-0.20260149053372217,0.452335923910141,0.37428018450737
one_system,one-system CV2 train-sim-0,val,0,1,27,0.23684210526315788,-0.16201643105037156,-0.20260149053372217,0.4694848656654358,0.39033448696136475
one_system,one-system CV2 train-sim-0,val,0,1,28,0.24561403508771928,-0.1636267412629709,-0.20260149053372217,0.48671573400497437,0.4064684212207794
one_system,one-system CV2 train-sim-0,val,0,1,29,0.2543859649122807,-0.1650882283170015,-0.20260149053372217,0.5039647221565247,0.42261722683906555
one_system,one-system CV2 train-sim-0,val,0,1,30,0.2631578947368421,-0.1661552028218695,-0.20260149053372217,0.5210688710212708,0.4386296272277832
one_system,one-system CV2 train-sim-0,val,0,1,31,0.2719298245614035,-0.16738622207812154,-0.20260149053372217,0.5380948781967163,0.45457231998443604
one_system,one-system CV2 train-sim-0,val,0,1,32,0.2807017543859649,-0.16868585028841546,-0.20260149053372217,0.5554640293121338,0.470832884311676
one_system,one-system CV2 train-sim-0,val,0,1,33,0.2894736842105263,-0.16988509799522444,-0.20260149053372217,0.5728793740272522,0.48714131116867065
one_system,one-system CV2 train-sim-0,val,0,1,34,0.2982456140350877,-0.17073853474954512,-0.20260149053372217,0.5897224545478821,0.5029115676879883
one_system,one-system CV2 train-sim-0,val,0,1,35,0.30701754385964913,-0.17162364243312236,-0.20260149053372217,0.6068328619003296,0.51893150806427
one_system,one-system CV2 train-sim-0,val,0,1,36,0.3157894736842105,-0.17277533039647577,-0.20260149053372217,0.6240686178207397,0.5350695252418518
