model,dataset,split,local_sim_idx,sim_idx,frame,trajectory_progress,p_ratio,final_p_ratio,z0,z1,z0_aligned,z1_aligned
one_system,one-system CV2 train-sim-0,train,0,0,32,0.20915032679738563,-0.4047890339064982,-0.4807224091848549,0.2876507341861725,0.22854427993297577,0.4613402401318809,-1.2437202821989146
one_system,one-system CV2 train-sim-0,train,0,0,33,0.21568627450980393,-0.40685059934373535,-0.4807224091848549,0.29596441984176636,0.23634612560272217,0.4734901818758699,-1.2183199908897269
one_system,one-system CV2 train-sim-0,train,0,0,34,0.2222222222222222,-0.4091743715571733,-0.4807224091848549,0.3045320510864258,0.24438586831092834,0.4860324094298294,-1.1920590425160178
one_system,one-system CV2 train-sim-0,train,0,0,35,0.22875816993464052,-0.41113233460148074,-0.4807224091848549,0.31224140524864197,0.25162553787231445,0.49704629337450745,-1.1695184155501153
one_system,one-system CV2 train-sim-0,train,0,0,36,0.23529411764705882,-0.4131008656148321,-0.4807224091848549,0.3205244541168213,0.2594011425971985,0.5090232363345208,-1.1447255549225162
one_system,one-system CV2 train-sim-0,train,0,0,37,0.24183006535947713,-0.4149517636868672,-0.4807224091848549,0.32879871129989624,0.2671666741371155,0.5210804607364596,-1.1195863611777757
one_system,one-system CV2 train-sim-0,train,0,0,38,0.24836601307189543,-0.4167345276872964,-0.4807224091848549,0.33678144216537476,0.2746581435203552,0.532736362786395,-1.095238768942771
one_system,one-system CV2 train-sim-0,train,0,0,39,0.2549019607843137,-0.41854270858422,-0.4807224091848549,0.3451331853866577,0.2824963927268982,0.5449067194410131,-1.0698632730307533
one_system,one-system CV2 train-sim-0,train,0,0,40,0.26143790849673204,-0.42006022764946405,-0.4807224091848549,0.3531660735607147,0.29003649950027466,0.5565558068699059,-1.0456834838951075
one_system,one-system CV2 train-sim-0,train,0,0,41,0.2679738562091503,-0.42171223739000363,-0.4807224091848549,0.3613027334213257,0.2976725101470947,0.5684321167158739,-1.020883834781678
one_system,one-system CV2 train-sim-0,train,0,0,42,0.27450980392156865,-0.423010642356315,-0.4807224091848549,0.3692474365234375,0.30513155460357666,0.5798657988613933,-0.9973202111251247
one_system,one-system CV2 train-sim-0,train,0,0,43,0.28104575163398693,-0.42460490813311064,-0.4807224091848549,0.37745270133018494,0.3128317594528198,0.5918519256977937,-0.9722726681203522
one_system,one-system CV2 train-sim-0,train,0,0,44,0.2875816993464052,-0.4259059290324201,-0.4807224091848549,0.38537314534187317,0.32026439905166626,0.6034360959871035,-0.9480380507890764
one_system,one-system CV2 train-sim-0,train,0,0,45,0.29411764705882354,-0.4273068801257182,-0.4807224091848549,0.39384421706199646,0.3282150626182556,0.6157587497511305,-0.9223865144672097
one_system,one-system CV2 train-sim-0,train,0,0,46,0.3006535947712418,-0.42856971283763495,-0.4807224091848549,0.40171679854393005,0.3356042504310608,0.6271981702241303,-0.8985978765912073
one_system,one-system CV2 train-sim-0,train,0,0,47,0.30718954248366015,-0.42980394000658234,-0.4807224091848549,0.40990322828292847,0.3432866334915161,0.6391642466287566,-0.8735779216441966
one_system,one-system CV2 train-sim-0,train,0,0,48,0.3137254901960784,-0.43100154225076537,-0.4807224091848549,0.4179430305957794,0.35083258152008057,0.6508565061816509,-0.8492444987104886
one_system,one-system CV2 train-sim-0,train,0,0,49,0.3202614379084967,-0.43212924755913323,-0.4807224091848549,0.42621004581451416,0.3585890531539917,0.6630188103013817,-0.8236639401850709
one_system,one-system CV2 train-sim-0,train,0,0,50,0.32679738562091504,-0.4333727392250666,-0.4807224091848549,0.4342564344406128,0.366142600774765,0.6746482066344668,-0.7996008739672007
one_system,one-system CV2 train-sim-0,train,0,0,51,0.3333333333333333,-0.4343074390191066,-0.4807224091848549,0.44205787777900696,0.373466432094574,0.6859120331617121,-0.7763166181287637
one_system,one-system CV2 train-sim-0,train,0,0,52,0.33986928104575165,-0.43547770294673777,-0.4807224091848549,0.4503292143344879,0.3812257945537567,0.6981401481417793,-0.7504844443366565
one_system,one-system CV2 train-sim-0,train,0,0,53,0.3464052287581699,-0.43644474090132157,-0.4807224091848549,0.45834705233573914,0.3887518048286438,0.7097658562575089,-0.7263561847199078
one_system,one-system CV2 train-sim-0,train,0,0,54,0.35294117647058826,-0.43742520176344835,-0.4807224091848549,0.4664253294467926,0.3963310718536377,0.7216567426858198,-0.7013345882595754
one_system,one-system CV2 train-sim-0,train,0,0,55,0.35947712418300654,-0.4384044508269982,-0.4807224091848549,0.4744374752044678,0.4038515090942383,0.7332859465412955,-0.6771763758794034
one_system,one-system CV2 train-sim-0,train,0,0,56,0.3660130718954248,-0.43936046396938433,-0.4807224091848549,0.48261702060699463,0.4115273952484131,0.7452438222195172,-0.6521699995210071
one_system,one-system CV2 train-sim-0,train,0,0,57,0.37254901960784315,-0.44035505940267844,-0.4807224091848549,0.4905431866645813,0.4189661145210266,0.7568000837341078,-0.6280632472563514
one_system,one-system CV2 train-sim-0,train,0,0,58,0.3790849673202614,-0.4411168141087294,-0.4807224091848549,0.49831366539001465,0.4262577295303345,0.7681800110118013,-0.604227013394576
one_system,one-system CV2 train-sim-0,train,0,0,59,0.38562091503267976,-0.44212802606204715,-0.4807224091848549,0.5065138936042786,0.4339536428451538,0.7801365531565096,-0.5792839153046394
one_system,one-system CV2 train-sim-0,train,0,0,60,0.39215686274509803,-0.4427619345692877,-0.4807224091848549,0.5146272778511047,0.44156622886657715,0.7920596754386935,-0.5542314804877151
one_system,one-system CV2 train-sim-0,train,0,0,61,0.39869281045751637,-0.44362256907978126,-0.4807224091848549,0.5226242542266846,0.4490697383880615,0.8038042644203642,-0.5295684016741067
one_system,one-system CV2 train-sim-0,train,0,0,62,0.40522875816993464,-0.4443306223888973,-0.4807224091848549,0.530554473400116,0.45651206374168396,0.8153765401468438,-0.5054088298176111
one_system,one-system CV2 train-sim-0,train,0,0,63,0.4117647058823529,-0.4451798409790222,-0.4807224091848549,0.5387686491012573,0.4642183780670166,0.8274907916308156,-0.47987282119290775
one_system,one-system CV2 train-sim-0,train,0,0,64,0.41830065359477125,-0.44583948156393727,-0.4807224091848549,0.5466510057449341,0.4716159999370575,0.8389822700068286,-0.4559029560857297
one_system,one-system CV2 train-sim-0,train,0,0,65,0.42483660130718953,-0.4465326513619603,-0.4807224091848549,0.5548475980758667,0.4793044924736023,0.851138315509512,-0.43015021625204675
one_system,one-system CV2 train-sim-0,train,0,0,66,0.43137254901960786,-0.4473116120287163,-0.4807224091848549,0.5626493692398071,0.48662829399108887,0.8624198620705976,-0.40679587030313513
one_system,one-system CV2 train-sim-0,train,0,0,67,0.43790849673202614,-0.44795384298372143,-0.4807224091848549,0.5705199837684631,0.49401378631591797,0.8739509104491239,-0.38263454804779684
one_system,one-system CV2 train-sim-0,train,0,0,68,0.4444444444444444,-0.4487306511605243,-0.4807224091848549,0.5786967873573303,0.5016838908195496,0.8860687168161165,-0.3569796113938519
one_system,one-system CV2 train-sim-0,train,0,0,69,0.45098039215686275,-0.44932013349232897,-0.4807224091848549,0.5863552093505859,0.5088733434677124,0.8971318326431961,-0.3340990348409587
one_system,one-system CV2 train-sim-0,train,0,0,70,0.45751633986928103,-0.45013056066140217,-0.4807224091848549,0.5945220589637756,0.5165339708328247,0.9092420399072103,-0.30844666758230765
one_system,one-system CV2 train-sim-0,train,0,0,71,0.46405228758169936,-0.45067782504880494,-0.4807224091848549,0.6024017333984375,0.5239283442497253,0.9207669663363887,-0.2843352550717757
one_system,one-system CV2 train-sim-0,train,0,0,72,0.47058823529411764,-0.4513659861023761,-0.4807224091848549,0.6104366779327393,0.5314652323722839,0.9326821045603828,-0.25909509732550084
one_system,one-system CV2 train-sim-0,train,0,0,73,0.477124183006536,-0.4519467158861396,-0.4807224091848549,0.6186781525611877,0.5391969084739685,0.9448493552875634,-0.2334231749965685
one_system,one-system CV2 train-sim-0,train,0,0,74,0.48366013071895425,-0.45252663940542637,-0.4807224091848549,0.626356303691864,0.5464017391204834,0.9561015557300694,-0.2098401546742572
one_system,one-system CV2 train-sim-0,train,0,0,75,0.49019607843137253,-0.45311315128803553,-0.4807224091848549,0.6345140337944031,0.5540574789047241,0.9680109011500169,-0.18496714388815683
one_system,one-system CV2 train-sim-0,train,0,0,76,0.49673202614379086,-0.4536062250702936,-0.4807224091848549,0.6421711444854736,0.5612419843673706,0.9792619920606236,-0.16132963349122598
one_system,one-system CV2 train-sim-0,train,0,0,77,0.5032679738562091,-0.45428534549522415,-0.4807224091848549,0.6503599882125854,0.5689201354980469,0.991563560147124,-0.13497204557161524
one_system,one-system CV2 train-sim-0,train,0,0,78,0.5098039215686274,-0.45472821355003573,-0.4807224091848549,0.6580363512039185,0.5761256217956543,1.0026939124639713,-0.11187229085726536
one_system,one-system CV2 train-sim-0,train,0,0,79,0.5163398692810458,-0.4553638199875593,-0.4807224091848549,0.6662166118621826,0.5837966203689575,1.0149368469805125,-0.08572561958993496
one_system,one-system CV2 train-sim-0,train,0,0,80,0.5228758169934641,-0.45577893262110325,-0.4807224091848549,0.6739180684089661,0.5910251140594482,1.0261315260516555,-0.0624383816944416
one_system,one-system CV2 train-sim-0,train,0,0,81,0.5294117647058824,-0.4564162338282006,-0.4807224091848549,0.6818543672561646,0.598469614982605,1.0378930336327246,-0.03753754262647924
one_system,one-system CV2 train-sim-0,train,0,0,82,0.5359477124183006,-0.4569033430966569,-0.4807224091848549,0.6897509694099426,0.6058783531188965,1.0495204019509705,-0.013063037276802802
one_system,one-system CV2 train-sim-0,train,0,0,83,0.5424836601307189,-0.45731808717979416,-0.4807224091848549,0.697778582572937,0.6134101152420044,1.061335208967943,0.01179560536955293
one_system,one-system CV2 train-sim-0,train,0,0,84,0.5490196078431373,-0.4578359974760753,-0.4807224091848549,0.7059440612792969,0.6210678815841675,1.073523858898585,0.03776615104489167
one_system,one-system CV2 train-sim-0,train,0,0,85,0.5555555555555556,-0.45828678323676897,-0.4807224091848549,0.7134058475494385,0.6280699372291565,1.0844461037946873,0.06063301933617993
one_system,one-system CV2 train-sim-0,train,0,0,86,0.5620915032679739,-0.4588094810097327,-0.4807224091848549,0.721815824508667,0.6359542608261108,1.0971396400697766,0.08794190200589469
one_system,one-system CV2 train-sim-0,train,0,0,87,0.5686274509803921,-0.4592495288137529,-0.4807224091848549,0.7292535305023193,0.6429340243339539,1.1080110785005495,0.11067262783334542
one_system,one-system CV2 train-sim-0,train,0,0,88,0.5751633986928104,-0.4598131661992685,-0.4807224091848549,0.737204372882843,0.6503927707672119,1.1197633197284103,0.1354955966329232
one_system,one-system CV2 train-sim-0,train,0,0,89,0.5816993464052288,-0.4602596629220453,-0.4807224091848549,0.745013952255249,0.6577202081680298,1.1312448911750859,0.15962961824281763
one_system,one-system CV2 train-sim-0,train,0,0,90,0.5882352941176471,-0.4607018641541378,-0.4807224091848549,0.753092885017395,0.6652984619140625,1.143219943359333,0.18498665031911798
one_system,one-system CV2 train-sim-0,train,0,0,91,0.5947712418300654,-0.4611856633259725,-0.4807224091848549,0.7609165906906128,0.672636091709137,1.1548787178110773,0.20979119733384266
one_system,one-system CV2 train-sim-0,train,0,0,92,0.6013071895424836,-0.46154215421542155,-0.4807224091848549,0.7688987255096436,0.680121660232544,1.1668066603187932,0.23523058981746026
one_system,one-system CV2 train-sim-0,train,0,0,93,0.6078431372549019,-0.46197452304916126,-0.4807224091848549,0.7765538692474365,0.6873021125793457,1.1781676512680241,0.2593140053668552
one_system,one-system CV2 train-sim-0,train,0,0,94,0.6143790849673203,-0.4623204406911051,-0.4807224091848549,0.7844550013542175,0.6947120428085327,1.1899579304872239,0.2844286445333424
one_system,one-system CV2 train-sim-0,train,0,0,95,0.6209150326797386,-0.4628275902144227,-0.4807224091848549,0.7924765944480896,0.7022374272346497,1.2018011481873292,0.3094179983032994
one_system,one-system CV2 train-sim-0,train,0,0,96,0.6274509803921569,-0.46316667145855495,-0.4807224091848549,0.8002748489379883,0.7095504403114319,1.2134601506407252,0.33429475011115706
one_system,one-system CV2 train-sim-0,train,0,0,97,0.6339869281045751,-0.46366906065400243,-0.4807224091848549,0.8082650899887085,0.7170478105545044,1.2251856291974703,0.3589001151900302
one_system,one-system CV2 train-sim-0,train,0,0,98,0.6405228758169934,-0.46405596926647363,-0.4807224091848549,0.8161336183547974,0.7244269251823425,1.2369394565320873,0.3839600091215267
one_system,one-system CV2 train-sim-0,train,0,0,99,0.6470588235294118,-0.4644641463142634,-0.4807224091848549,0.8238300681114197,0.7316455841064453,1.248389241461458,0.40828354121101995
one_system,one-system CV2 train-sim-0,train,0,0,100,0.6535947712418301,-0.46487262289199854,-0.4807224091848549,0.8314799070358276,0.7388178110122681,1.2599083888008176,0.43301558622136405
one_system,one-system CV2 train-sim-0,train,0,0,101,0.6601307189542484,-0.46518262656515585,-0.4807224091848549,0.8392937183380127,0.7461496591567993,1.271373697081411,0.45707258343598234
one_system,one-system CV2 train-sim-0,train,0,0,102,0.6666666666666666,-0.46558106309056074,-0.4807224091848549,0.8475424647331238,0.7538837790489197,1.2837753750400136,0.48366354241246867
one_system,one-system CV2 train-sim-0,train,0,0,103,0.673202614379085,-0.4659227937038764,-0.4807224091848549,0.8551169633865356,0.7609860897064209,1.2951442774754063,0.5080045555613921
one_system,one-system CV2 train-sim-0,train,0,0,104,0.6797385620915033,-0.466393847231732,-0.4807224091848549,0.8631274104118347,0.7684991359710693,1.3070671736606663,0.5333444211051326
one_system,one-system CV2 train-sim-0,train,0,0,105,0.6862745098039216,-0.4666729751184149,-0.4807224091848549,0.8708370923995972,0.775728702545166,1.3186134427214227,0.558017523291225
one_system,one-system CV2 train-sim-0,train,0,0,106,0.6928104575163399,-0.46703917596638045,-0.4807224091848549,0.8786641359329224,0.7830686569213867,1.3303183668426568,0.5829976533252648
one_system,one-system CV2 train-sim-0,train,0,0,107,0.6993464052287581,-0.46741401457895904,-0.4807224091848549,0.8864272832870483,0.790349543094635,1.3418842263318482,0.6075994975327763
one_system,one-system CV2 train-sim-0,train,0,0,108,0.7058823529411765,-0.46773995706838395,-0.4807224091848549,0.8941792249679565,0.7976200580596924,1.3534263226003236,0.6321375050111087
one_system,one-system CV2 train-sim-0,train,0,0,109,0.7124183006535948,-0.4681393028779201,-0.4807224091848549,0.9019806981086731,0.8049359917640686,1.365095131220389,0.6570445367148103
one_system,one-system CV2 train-sim-0,train,0,0,110,0.7189542483660131,-0.46845675976756557,-0.4807224091848549,0.9097737073898315,0.8122446537017822,1.3767172869291895,0.6817883271922138
one_system,one-system CV2 train-sim-0,train,0,0,111,0.7254901960784313,-0.46883516002625664,-0.4807224091848549,0.9175385236740112,0.8195226788520813,1.3885117827504705,0.7073016966070647
one_system,one-system CV2 train-sim-0,train,0,0,112,0.7320261437908496,-0.46912332925915706,-0.4807224091848549,0.9252117276191711,0.8267225027084351,1.3997753602282303,0.7309441649369859
one_system,one-system CV2 train-sim-0,train,0,0,113,0.738562091503268,-0.4695388823759281,-0.4807224091848549,0.9331459999084473,0.8341573476791382,1.4119300862926178,0.7574264003522408
one_system,one-system CV2 train-sim-0,train,0,0,114,0.7450980392156863,-0.46981698460346666,-0.4807224091848549,0.9409483075141907,0.8414785265922546,1.4233721332609086,0.7814224068946078
one_system,one-system CV2 train-sim-0,train,0,0,115,0.7516339869281046,-0.47016755700826024,-0.4807224091848549,0.9487655162811279,0.8488076329231262,1.4351453914037067,0.8067039156652616
one_system,one-system CV2 train-sim-0,train,0,0,116,0.7581699346405228,-0.4705196591119972,-0.4807224091848549,0.956426739692688,0.8559895157814026,1.4467336811514793,0.831681141703454
one_system,one-system CV2 train-sim-0,train,0,0,117,0.7647058823529411,-0.4707533506625844,-0.4807224091848549,0.9641806483268738,0.8632581830024719,1.4584673675774358,0.8569813867859182
one_system,one-system CV2 train-sim-0,train,0,0,118,0.7712418300653595,-0.47111678640922017,-0.4807224091848549,0.9720689058303833,0.870654821395874,1.4703006467288957,0.882304399848092
one_system,one-system CV2 train-sim-0,train,0,0,119,0.7777777777777778,-0.4714195601153978,-0.4807224091848549,0.9796520471572876,0.8777666687965393,1.4816093134874317,0.9063798254125999
one_system,one-system CV2 train-sim-0,train,0,0,120,0.7843137254901961,-0.47177543614344786,-0.4807224091848549,0.9875153303146362,0.8851374387741089,1.4935303328970462,0.9321243899802472
one_system,one-system CV2 train-sim-0,train,0,0,121,0.7908496732026143,-0.4720607957085382,-0.4807224091848549,0.9950157403945923,0.8921735286712646,1.5046220228369585,0.9555620758789001
one_system,one-system CV2 train-sim-0,train,0,0,122,0.7973856209150327,-0.47239941007754044,-0.4807224091848549,1.002994179725647,0.8996521234512329,1.5167236835624451,0.9817079498890333
one_system,one-system CV2 train-sim-0,train,0,0,123,0.803921568627451,-0.472679544995625,-0.4807224091848549,1.0107390880584717,0.9069135189056396,1.5283842123126452,1.006740245488004
one_system,one-system CV2 train-sim-0,train,0,0,124,0.8104575163398693,-0.4729818751557882,-0.4807224091848549,1.0184361934661865,0.914130687713623,1.5399425258420782,1.0314968408909788
one_system,one-system CV2 train-sim-0,train,0,0,125,0.8169934640522876,-0.4732958910641905,-0.4807224091848549,1.0263197422027588,0.9215191602706909,1.5519603657664858,1.0575726224598796
one_system,one-system CV2 train-sim-0,train,0,0,126,0.8235294117647058,-0.47354034981668136,-0.4807224091848549,1.0338940620422363,0.9286206960678101,1.5633600229020872,1.0820373778648822
one_system,one-system CV2 train-sim-0,train,0,0,127,0.8300653594771242,-0.4738493496560326,-0.4807224091848549,1.041742205619812,0.9359789490699768,1.5751725436166115,1.1073895697894773
one_system,one-system CV2 train-sim-0,train,0,0,128,0.8366013071895425,-0.4740945153501207,-0.4807224091848549,1.049350619316101,0.9431113004684448,1.5866822769826192,1.1321999266993839
one_system,one-system CV2 train-sim-0,train,0,0,129,0.8431372549019608,-0.47444487228853804,-0.4807224091848549,1.057206392288208,0.9504745006561279,1.5986189898398817,1.158028415364445
one_system,one-system CV2 train-sim-0,train,0,0,130,0.8496732026143791,-0.4746901813272424,-0.4807224091848549,1.0645503997802734,0.9573616981506348,1.609590366522382,1.1814220757162879
one_system,one-system CV2 train-sim-0,train,0,0,131,0.8562091503267973,-0.47500779426510614,-0.4807224091848549,1.0725570917129517,0.9648650884628296,1.6218210769498058,1.208005944334193
one_system,one-system CV2 train-sim-0,train,0,0,132,0.8627450980392157,-0.47528556854481296,-0.4807224091848549,1.0803728103637695,0.9721899032592773,1.6337399763439624,1.2338752461124454
one_system,one-system CV2 train-sim-0,train,0,0,133,0.869281045751634,-0.4755460943465126,-0.4807224091848549,1.0876303911209106,0.9789955615997314,1.6446071873152848,1.2570935790812232
one_system,one-system CV2 train-sim-0,train,0,0,134,0.8758169934640523,-0.47587274913919503,-0.4807224091848549,1.0955357551574707,0.9864062070846558,1.656570015410408,1.2828878085080984
one_system,one-system CV2 train-sim-0,train,0,0,135,0.8823529411764706,-0.4760987854184808,-0.4807224091848549,1.1031038761138916,0.9935023784637451,1.6679374772638789,1.3072409134270657
one_system,one-system CV2 train-sim-0,train,0,0,136,0.8888888888888888,-0.4763904782774545,-0.4807224091848549,1.111146330833435,1.0010372400283813,1.6803272242783427,1.3343619044881692
one_system,one-system CV2 train-sim-0,train,0,0,137,0.8954248366013072,-0.47664127426612474,-0.4807224091848549,1.1184144020080566,1.0078543424606323,1.691128042385103,1.3572848008571903
one_system,one-system CV2 train-sim-0,train,0,0,138,0.9019607843137255,-0.47695033333733255,-0.4807224091848549,1.1262048482894897,1.0151537656784058,1.7030955943241097,1.3834198551894321
one_system,one-system CV2 train-sim-0,train,0,0,139,0.9084967320261438,-0.4771938601297536,-0.4807224091848549,1.1338350772857666,1.0223052501678467,1.7147056289921672,1.4085710365288264
one_system,one-system CV2 train-sim-0,train,0,0,140,0.9150326797385621,-0.4774674981669676,-0.4807224091848549,1.1417481899261475,1.0297210216522217,1.726789403111146,1.434828220811168
one_system,one-system CV2 train-sim-0,train,0,0,141,0.9215686274509803,-0.47774711833891076,-0.4807224091848549,1.1493737697601318,1.0368677377700806,1.7384133582615493,1.4600482075634194
one_system,one-system CV2 train-sim-0,train,0,0,142,0.9281045751633987,-0.477991185592252,-0.4807224091848549,1.1567280292510986,1.0437633991241455,1.7494588299599743,1.483710067421729
one_system,one-system CV2 train-sim-0,train,0,0,143,0.934640522875817,-0.4782840250387854,-0.4807224091848549,1.164594054222107,1.051134467124939,1.7615000913883092,1.509928790215108
one_system,one-system CV2 train-sim-0,train,0,0,144,0.9411764705882353,-0.4784811484896564,-0.4807224091848549,1.1721255779266357,1.0581936836242676,1.7729474597285728,1.5347046117010184
one_system,one-system CV2 train-sim-0,train,0,0,145,0.9477124183006536,-0.4787869330400131,-0.4807224091848549,1.1798696517944336,1.0654475688934326,1.7849504736401562,1.5611116640244838
one_system,one-system CV2 train-sim-0,train,0,0,146,0.954248366013072,-0.4789665664984597,-0.4807224091848549,1.18743896484375,1.0725429058074951,1.79641946994751,1.585868302430038
one_system,one-system CV2 train-sim-0,train,0,0,147,0.9607843137254902,-0.47923307090752776,-0.4807224091848549,1.1950860023498535,1.0797072649002075,1.8082021904448715,1.6116643946616893
one_system,one-system CV2 train-sim-0,train,0,0,148,0.9673202614379085,-0.4795039023317038,-0.4807224091848549,1.2030115127563477,1.0871357917785645,1.820246813040574,1.6377299622016608
one_system,one-system CV2 train-sim-0,train,0,0,149,0.9738562091503268,-0.47971228670585314,-0.4807224091848549,1.210576057434082,1.094226360321045,1.8317238398826081,1.6625321375184487
one_system,one-system CV2 train-sim-0,train,0,0,150,0.9803921568627451,-0.4800169238976472,-0.4807224091848549,1.2183113098144531,1.1014734506607056,1.8436381681958074,1.6886085154133355
one_system,one-system CV2 train-sim-0,train,0,0,151,0.9869281045751634,-0.48023668466045105,-0.4807224091848549,1.2255247831344604,1.1082345247268677,1.8546040244570934,1.7123456925086593
