split,sim_idx,final_p_ratio,mean_frame_p_ratio,frames,mean_z0,final_z0,slope_z0,range_z0,mean_z1,final_z1,slope_z1,range_z1,mean_z0_aligned,final_z0_aligned,slope_z0_aligned,range_z0_aligned,mean_z1_aligned,final_z1_aligned,slope_z1_aligned,range_z1_aligned,node_count,edge_count,edge_density,mean_degree,std_degree,max_degree,x_span0,y_span0,aspect_ratio0,edge_len_mean,edge_len_std,edge_len_min,edge_len_max,stiffness_mean,stiffness_std,stiffness_min,stiffness_max
val,10,-0.4575559254783025,-0.40794115867100134,124,0.6422237004904497,1.197757363319397,1.1526232063770294,1.1526232063770294,0.5659508231967207,1.0833485126495361,1.0741536486893892,1.0741536486893892,0.7412719445069733,1.7541492591916472,2.0680509525164084,2.0680509525164084,-1.115159441105344,1.3875787418415406,5.058565874516047,5.058565874516047,132,380,0.043950959981494335,5.757575757575758,0.8627055057870764,8.0,12.54779052734375,12.261890411376953,1.0233161532500348,2.651656465232372,3.4889895578365944,0.31503844261169434,16.800403594970703,0.8359885251051501,0.37731951895018867,0.29906636476516724,3.1742382049560547
val,11,-0.08124782558274382,-0.06486879166177072,113,1.1388392630074404,2.208449125289917,2.1592341400682926,2.1592341400682926,1.0188266919777456,2.0183818340301514,2.017803540453315,2.017803540453315,2.1396832875664282,3.917603286410442,3.5896346558734837,3.5896346558734837,3.097540167057174,7.226010578205855,8.336301793707085,8.336301793707085,108,309,0.05347871235721703,5.722222222222222,0.8146043499230656,7.0,11.101110458374023,11.36199951171875,0.9770384558566786,2.523595774733133,3.194844898751006,0.32172146439552307,14.564658164978027,0.8593242443302302,0.3129719130474269,0.3912413418292999,3.107959508895874
val,12,0.34363610284625656,0.34334147125740216,146,1.43990472160688,2.832026243209839,2.7885170467197895,2.7885170467197895,1.2902050388543165,2.588933229446411,2.6016471199691296,2.6016471199691296,3.1494427128434253,5.57664271159819,4.851456250972133,4.851456250972133,6.3005733828362676,12.127477607020566,11.630040275306328,11.630040275306328,180,522,0.03240223463687151,5.8,0.8259674462242578,8.0,14.670900344848633,14.385479927062988,1.0198408686559488,2.474039796668451,3.8543385868444684,0.7527927756309509,19.67597007751465,0.8614825549253559,0.12182773034774542,0.6299436092376709,1.3284119367599487
val,13,0.10598580935001119,0.11691103811089049,170,1.360470195925411,2.653620481491089,2.601016443222761,2.601016443222761,1.2195259174222455,2.4273836612701416,2.4293818958103657,2.4293818958103657,2.835884142400101,5.015873808498853,4.388815791200386,4.388815791200386,5.266573296007226,10.380074712443843,10.301336837525728,10.301336837525728,244,696,0.023477028941509815,5.704918032786885,0.8266912579097029,7.0,16.94631004333496,16.9683895111084,0.9986987882521802,2.400787305258129,4.046179423978682,0.3153286278247833,23.02042007446289,0.8626949738325744,0.24693078234843152,0.4668240547180176,3.171339511871338
val,14,-0.02043953611353658,-0.011246351771461119,130,1.2585670435228027,2.481473922729492,2.458455177024007,2.458455177024007,1.1284655896302027,2.271557092666626,2.297931458801031,2.297931458801031,2.453513845125201,4.4719596422702335,4.0612258001013775,4.0612258001013775,4.019765008826968,8.682680137161196,9.387933401971008,9.387933401971008,144,416,0.04040404040404041,5.777777777777778,0.8031573497111645,8.0,12.98169994354248,13.106369972229004,0.9904878292806715,2.5772385762001457,3.591964115520382,0.3479878306388855,17.694501876831055,0.8655906247261625,0.329208319583423,0.427739679813385,2.8794782161712646
val,15,0.0034385083193314795,0.021682816687788348,146,1.215393978796185,2.3768904209136963,2.3428802266716957,2.3428802266716957,1.0835879428873527,2.168534755706787,2.188351659104228,2.188351659104228,2.613314196309206,4.568327400182744,3.9495607268237714,3.9495607268237714,4.781054713008718,9.361796745657198,9.264201163367854,9.264201163367854,180,522,0.03240223463687151,5.8,0.8259674462242578,8.0,14.64622974395752,14.562509536743164,1.0057490233399071,2.6304658378449437,3.9729853287511383,0.2725355327129364,19.712862014770508,0.8644931942681243,0.2970250648596757,0.41142112016677856,3.6691462993621826
val,16,-0.3836751706292006,-0.33312325900010376,154,0.8422527020772943,1.6143569946289062,1.5794408023357391,1.5794408023357391,0.7448010004137631,1.4653972387313843,1.474455427378416,1.474455427378416,1.4864789975888235,2.817838468418928,2.703998397219905,2.703998397219905,1.3107621758127534,4.483099413824677,6.411402325698299,6.411402325698299,200,576,0.028944723618090452,5.76,0.8077128202523468,7.0,15.426069259643555,15.22007942199707,1.013534084280058,2.665400063024006,4.022423999285221,0.24450330436229706,20.694242477416992,0.8459966351381607,0.3759885775270037,0.3738531470298767,4.089723587036133
val,17,0.17635764572024556,0.18092296599943572,158,1.5290351425875215,2.992690086364746,2.9342620112001896,2.9342620112001896,1.373408871243083,2.74017071723938,2.740023138001561,2.740023138001561,3.302140670883345,5.787681570816538,4.982502025000846,4.982502025000846,6.662807718701053,12.523125995495825,11.746926559371538,11.746926559371538,212,611,0.027318250916569795,5.764150943396227,0.7715689332298996,7.0,15.887880325317383,15.951560020446777,0.9960079330769047,2.5007725935033025,4.04855662988048,0.3286144733428955,21.296592712402344,0.872839539316399,0.2396604180919523,0.5017462372779846,3.043032169342041
val,18,0.16176244715164548,0.16723544768352386,137,1.5130954777454808,2.9513282775878906,2.8832919150590897,2.8832919150590897,1.3615711355704243,2.7056362628936768,2.6945017892867327,2.6945017892867327,3.119406887768902,5.5085128325245005,4.7899514442052284,4.7899514442052284,5.975198575494238,11.520288898195432,11.118102681196758,11.118102681196758,160,456,0.035849056603773584,5.7,0.8046738469715541,7.0,13.388520240783691,13.544290542602539,0.9884991907602038,2.398816999113351,3.5740466522617473,0.33786144852638245,18.330835342407227,0.8833151419173207,0.2769017059781597,0.51020747423172,2.959627866744995
val,19,0.03700541385993479,0.04922064633366856,143,1.3458685920528182,2.626073122024536,2.571747023612261,2.571747023612261,1.2112521001144305,2.4074931144714355,2.403005165979266,2.403005165979266,2.5371720838302916,4.671060640809797,4.290314152923065,4.290314152923065,4.110463649019684,9.075489249770957,9.988603771566464,9.988603771566464,172,492,0.03345573235414117,5.72093023255814,0.7723591583914239,7.0,14.05364990234375,14.317659378051758,0.9815605701506825,2.4927493529469986,3.7674590747099432,0.38220176100730896,19.547334671020508,0.8690299731565685,0.27801584661957435,0.430278480052948,2.616262435913086
