split,sim_idx,final_p_ratio,edge_count,stiffness_mean,stiffness_std,near_zero_stiffness_threshold,near_zero_stiffness_edge_count,near_zero_stiffness_edge_fraction,horizontal_stiffness,vertical_stiffness,diagonal_stiffness,z0,latent_dim,repeat,seed,train_networks,train_frames_per_network,z1
val,13,0.27081671507608296,288,0.48149974675228197,0.10885727588047546,0.001,0,0.0,0.4335927641285317,0.5786970466948472,0.41562561980552143,2.0890097618103027,1,1,414963651,1,4,
val,14,0.3873779088920612,345,0.43214049218357475,0.06097881329056191,0.001,0,0.0,0.4294652659592666,0.4311590291559696,0.43680915844683743,1.7063486576080322,1,1,414963651,1,4,
val,15,-0.06695112756186168,341,0.6027496100083823,0.34271446878207024,0.001,0,0.0,0.6189028571767747,0.8076319062214998,0.279220130106204,3.052476644515991,1,1,414963651,1,4,
val,16,0.1295779047889524,365,0.5068283701392069,0.22752223691957388,0.001,0,0.0,0.5029583551632844,0.6534782286514255,0.29120116262800166,2.3304407596588135,1,1,414963651,1,4,
val,17,-0.12771201037928526,404,0.6123778805134376,0.36631022913037825,0.001,0,0.0,0.6455671450104055,0.793998375311749,0.3323580157178055,3.2245843410491943,1,1,414963651,1,4,
val,18,-0.0803696162881754,284,0.6060367705084017,0.32496518283236275,0.001,0,0.0,0.635307787883061,0.7807919267742407,0.30307111861577757,3.174140691757202,1,1,414963651,1,4,
val,19,-0.03371838000065961,423,0.5681737333153051,0.30426587350044115,0.001,0,0.0,0.5766395056252457,0.7624373598805358,0.2849305948443912,2.846283197402954,1,1,414963651,1,4,
val,20,-0.13510764728463107,344,0.6219070532554111,0.37343823102604634,0.001,0,0.0,0.681892789954033,0.7913957062948829,0.24053673727903516,3.2273194789886475,1,1,414963651,1,4,
val,21,-0.1963377719651293,424,0.640144655142134,0.3970647594748606,0.001,16,0.03773584905660377,0.6776600995728157,0.8005298905732045,0.36167599295416997,3.4095845222473145,1,1,414963651,1,4,
val,22,-0.2691509251686252,309,0.6149415329315708,0.3750681555041672,0.001,0,0.0,0.7037660687392496,0.7812375856798377,0.2694754669925265,3.084752321243286,1,1,414963651,1,4,
val,23,0.005567729494897904,312,0.5297538926824927,0.29032629751848654,0.001,0,0.0,0.5583785398583102,0.674003467146979,0.21454076302140507,2.5622611045837402,1,1,414963651,1,4,
val,24,-0.06082767686482228,535,0.6094463109204146,0.32344729960420576,0.001,0,0.0,0.6552678203181724,0.7778260907874658,0.3190638601146121,3.1862568855285645,1,1,414963651,1,4,
val,0,-0.15348441061065293,521,0.6568313331472608,0.3789025634973783,0.001,12,0.023032629558541268,0.6692222267803218,0.8385978446779822,0.3716972327408139,-0.2567734718322754,1,1,414972521,2,1,
val,1,0.3543707109293127,429,0.4305003823794963,0.0600065603800259,0.001,0,0.0,0.42782432184074864,0.433989209653456,0.42946562086636164,-0.22877831757068634,1,1,414972521,2,1,
val,2,0.21269403862426334,345,0.47934156749127566,0.17882316364738493,0.001,0,0.0,0.45499866890907287,0.6123053306205706,0.31447390373796225,-0.22999821603298187,1,1,414972521,2,1,
val,3,0.3524800528535854,285,0.43137236310724625,0.059696831913206065,0.001,0,0.0,0.43248240636513297,0.4377205831663949,0.4195514975199059,-0.23544901609420776,1,1,414972521,2,1,
val,4,-0.2523187814106471,311,0.6424114311078767,0.3865399224116721,0.001,3,0.00964630225080386,0.7131925646501424,0.7896334478476396,0.31043408817659396,-0.25394290685653687,1,1,414972521,2,1,
