repeat,train_networks,train_frames_per_network,split,signal,target,pearson_r,corr_r2,n
2,4,4,val,z0,stiffness_mean,0.45375670160620607,0.20589514425254354,25
2,4,4,val,z0,stiffness_std,0.41226346486859,0.16996116446545514,25
2,4,4,val,z0,horizontal_stiffness,0.37071481923999605,0.13742947720414295,25
2,4,4,val,z0,vertical_stiffness,0.3679098195721606,0.1353576353376198,25
2,4,4,val,z0,diagonal_stiffness,0.0698345669516861,0.0048768667413295295,25
3,1,1,val,z0,final_p_ratio,-0.8099961052668172,0.6560936905474128,25
3,1,1,val,z0,stiffness_mean,0.9117983727703995,0.8313762725867485,25
3,1,1,val,z0,stiffness_std,0.8036173600990013,0.6458008614524879,25
3,1,1,val,z0,horizontal_stiffness,0.8416328223375731,0.7083458076359088,25
3,1,1,val,z0,vertical_stiffness,0.7939096439909745,0.6302925228218759,25
3,1,1,val,z0,diagonal_stiffness,-0.27036991611226,0.07309989153855052,25
3,1,2,val,z0,final_p_ratio,-0.7604871764829235,0.5783407455949693,25
3,1,2,val,z0,stiffness_mean,0.8086082355173682,0.6538472785465115,25
3,1,2,val,z0,stiffness_std,0.8196592458521861,0.6718412793109744,25
3,1,2,val,z0,horizontal_stiffness,0.7722877298554149,0.5964283376852304,25
3,1,2,val,z0,vertical_stiffness,0.8075474838616706,0.6521329386913152,25
3,1,2,val,z0,diagonal_stiffness,-0.5317079538187036,0.2827133481540727,25
3,1,4,val,z0,final_p_ratio,-0.890256651076002,0.7925569047850585,25
3,1,4,val,z0,stiffness_mean,0.9897958767117254,0.9796958775555331,25
3,1,4,val,z0,stiffness_std,0.9350578326595266,0.8743331504179312,25
3,1,4,val,z0,horizontal_stiffness,0.9364055859139814,0.8768554213309068,25
3,1,4,val,z0,vertical_stiffness,0.9436613563961369,0.8904967555553969,25
3,1,4,val,z0,diagonal_stiffness,-0.5232709634193216,0.27381250115778494,25
3,2,1,val,z0,final_p_ratio,-0.6160735979308899,0.3795466780675118,25
3,2,1,val,z0,stiffness_mean,0.7442209717325621,0.553864854766559,25
3,2,1,val,z0,stiffness_std,0.6665830263759533,0.4443329310525249,25
3,2,1,val,z0,horizontal_stiffness,0.7341531249531874,0.5389808108785304,25
3,2,1,val,z0,vertical_stiffness,0.6625048989754532,0.43891274116647544,25
3,2,1,val,z0,diagonal_stiffness,-0.11086460097746534,0.012290959749892609,25
3,2,2,val,z0,final_p_ratio,-0.9157603782509738,0.8386170703743666,25
3,2,2,val,z0,stiffness_mean,0.992623058577282,0.9853005364193181,25
3,2,2,val,z0,stiffness_std,0.9532828528218884,0.9087481974842382,25
3,2,2,val,z0,horizontal_stiffness,0.9476420046846716,0.8980253690427832,25
3,2,2,val,z0,vertical_stiffness,0.9596765120428405,0.9209790077667123,25
3,2,2,val,z0,diagonal_stiffness,-0.5082170871148096,0.258284607635462,25
3,2,4,val,z0,final_p_ratio,-0.8576535971676476,0.7355696927346055,25
3,2,4,val,z0,stiffness_mean,0.9797523909675697,0.9599147476066696,25
3,2,4,val,z0,stiffness_std,0.935273998752683,0.8747374527428338,25
3,2,4,val,z0,horizontal_stiffness,0.9434240386940672,0.8900489167858249,25
3,2,4,val,z0,vertical_stiffness,0.949118601415825,0.9008261195535318,25
3,2,4,val,z0,diagonal_stiffness,-0.20431242853686285,0.04174356845463069,25
3,4,1,val,z0,final_p_ratio,-0.9317978737789335,0.8682472775789414,25
3,4,1,val,z0,stiffness_mean,0.9894105411512522,0.9789332189412137,25
3,4,1,val,z0,stiffness_std,0.9581175417329485,0.9179892237763883,25
3,4,1,val,z0,horizontal_stiffness,0.9403634825604263,0.8842834793331733,25
3,4,1,val,z0,vertical_stiffness,0.9445176375505097,0.892113567643996,25
3,4,1,val,z0,diagonal_stiffness,-0.6365948024992332,0.4052529425690377,25
3,4,2,val,z0,final_p_ratio,-0.9061149771855611,0.8210443518799899,25
3,4,2,val,z0,stiffness_mean,0.9752906320594746,0.9511918169829695,25
3,4,2,val,z0,stiffness_std,0.9422840121563185,0.887899159565409,25
3,4,2,val,z0,horizontal_stiffness,0.9356496450078802,0.8754402582033722,25
3,4,2,val,z0,vertical_stiffness,0.938208507973153,0.8802352044332099,25
3,4,2,val,z0,diagonal_stiffness,-0.4768300339682214,0.22736688129413515,25
3,4,4,val,z0,final_p_ratio,-0.826990533804427,0.6839133430021311,25
3,4,4,val,z0,stiffness_mean,0.9907368242964778,0.98155945501707,25
3,4,4,val,z0,stiffness_std,0.9425691923090224,0.8884366822900828,25
3,4,4,val,z0,horizontal_stiffness,0.934358017327139,0.8730249045435021,25
3,4,4,val,z0,vertical_stiffness,0.931395093997168,0.8674968211219934,25
3,4,4,val,z0,diagonal_stiffness,-0.4248935815829124,0.18053455567035503,25
1,1,1,test,z0,final_p_ratio,0.7501099537153455,0.5626649426628377,76
1,1,1,test,z0,stiffness_mean,-0.8318244568982909,0.6919319270941365,76
1,1,1,test,z0,stiffness_std,-0.7866065463220407,0.6187498587166889,76
1,1,1,test,z0,horizontal_stiffness,-0.807369437388927,0.6518454084297125,76
1,1,1,test,z0,vertical_stiffness,-0.8063672538676291,0.6502281481100214,76
1,1,1,test,z0,diagonal_stiffness,0.34497899261944387,0.11901050534872631,76
1,1,2,test,z0,final_p_ratio,-0.8131271725492926,0.661175798738007,76
1,1,2,test,z0,stiffness_mean,0.9013428509104131,0.8124189348873112,76
1,1,2,test,z0,stiffness_std,0.8794873570394901,0.7734980111923075,76
1,1,2,test,z0,horizontal_stiffness,0.859735086393845,0.7391444187766321,76
1,1,2,test,z0,vertical_stiffness,0.8427890428373414,0.710293370726682,76
1,1,2,test,z0,diagonal_stiffness,-0.3683775947635501,0.13570205232377833,76
1,1,4,test,z0,final_p_ratio,-0.782138916099678,0.6117412840775791,76
1,1,4,test,z0,stiffness_mean,0.8816117922852142,0.7772393522963478,76
1,1,4,test,z0,stiffness_std,0.8591378441339115,0.7381178352230652,76
1,1,4,test,z0,horizontal_stiffness,0.8196039031192086,0.6717505580082411,76
1,1,4,test,z0,vertical_stiffness,0.8249934346417567,0.6806141672020024,76
1,1,4,test,z0,diagonal_stiffness,-0.3515880092299154,0.12361412823425508,76
1,2,1,test,z0,final_p_ratio,0.8431704489004441,0.7109364058989764,75
1,2,1,test,z0,stiffness_mean,-0.9645107675630774,0.9302810207451168,75
1,2,1,test,z0,stiffness_std,-0.907580457073251,0.8237022860612911,75
1,2,1,test,z0,horizontal_stiffness,-0.9105035637867709,0.8290167396684104,75
1,2,1,test,z0,vertical_stiffness,-0.9129230301748877,0.833428459023699,75
1,2,1,test,z0,diagonal_stiffness,0.3209367850865759,0.10300042002170702,75
1,2,2,test,z0,final_p_ratio,0.8673527660984359,0.752300820858608,75
1,2,2,test,z0,stiffness_mean,-0.9684046170203844,0.9378075022663973,75
1,2,2,test,z0,stiffness_std,-0.9384536863258943,0.88069532137866,75
1,2,2,test,z0,horizontal_stiffness,-0.9235769266978922,0.8529943395287236,75
1,2,2,test,z0,vertical_stiffness,-0.9279636451529144,0.861116526725484,75
1,2,2,test,z0,diagonal_stiffness,0.3710533298499235,0.13768057359271613,75
1,2,4,test,z0,final_p_ratio,-0.8997603195208689,0.809568632584296,75
1,2,4,test,z0,stiffness_mean,0.9950479965325498,0.9901205154034413,75
1,2,4,test,z0,stiffness_std,0.9663562285396209,0.93384436043732,75
1,2,4,test,z0,horizontal_stiffness,0.9577336750089528,0.9172537922461544,75
1,2,4,test,z0,vertical_stiffness,0.9406531588692215,0.8848283652906449,75
1,2,4,test,z0,diagonal_stiffness,-0.45102701398574235,0.20342536734489503,75
1,4,1,test,z0,final_p_ratio,0.8731708078241076,0.7624272596362046,73
