latent_dim,repeat,train_networks,train_frames_per_network,split,signal,target,pearson_r,corr_r2,n
1,2,4,1,val,z1,vertical_stiffness,,,0
1,2,4,1,val,z1,diagonal_stiffness,,,0
1,2,4,2,val,z0,final_p_ratio,0.9367964264131287,0.8775875445404083,25
1,2,4,2,val,z0,stiffness_mean,-0.9478561671016373,0.8984313135126071,25
1,2,4,2,val,z0,stiffness_std,-0.9317244208487536,0.8681103964059453,25
1,2,4,2,val,z0,near_zero_stiffness_edge_count,-0.25691051051513053,0.06600301041314499,25
1,2,4,2,val,z0,near_zero_stiffness_edge_fraction,-0.2566644291213735,0.06587662917620056,25
1,2,4,2,val,z0,horizontal_stiffness,-0.9480802619502444,0.8988561830996441,25
1,2,4,2,val,z0,vertical_stiffness,-0.8734355292924282,0.7628896238303442,25
1,2,4,2,val,z0,diagonal_stiffness,0.4630120265711578,0.21438013674953055,25
1,2,4,2,val,z1,final_p_ratio,,,0
1,2,4,2,val,z1,stiffness_mean,,,0
1,2,4,2,val,z1,stiffness_std,,,0
1,2,4,2,val,z1,near_zero_stiffness_edge_count,,,0
1,2,4,2,val,z1,near_zero_stiffness_edge_fraction,,,0
1,2,4,2,val,z1,horizontal_stiffness,,,0
1,2,4,2,val,z1,vertical_stiffness,,,0
1,2,4,2,val,z1,diagonal_stiffness,,,0
1,2,4,4,val,z0,final_p_ratio,0.9101550542530803,0.8283822227824276,25
1,2,4,4,val,z0,stiffness_mean,-0.9856544979630915,0.9715147893548739,25
1,2,4,4,val,z0,stiffness_std,-0.948644917422131,0.8999271793508417,25
1,2,4,4,val,z0,near_zero_stiffness_edge_count,-0.4002563389551892,0.1602051368738113,25
1,2,4,4,val,z0,near_zero_stiffness_edge_fraction,-0.3744040612900495,0.14017840111048313,25
1,2,4,4,val,z0,horizontal_stiffness,-0.9600792145034033,0.9217520981214719,25
1,2,4,4,val,z0,vertical_stiffness,-0.9453334702664111,0.8936553700059356,25
1,2,4,4,val,z0,diagonal_stiffness,0.3438805027242284,0.11825380015386804,25
1,2,4,4,val,z1,final_p_ratio,,,0
1,2,4,4,val,z1,stiffness_mean,,,0
1,2,4,4,val,z1,stiffness_std,,,0
1,2,4,4,val,z1,near_zero_stiffness_edge_count,,,0
1,2,4,4,val,z1,near_zero_stiffness_edge_fraction,,,0
1,2,4,4,val,z1,horizontal_stiffness,,,0
1,2,4,4,val,z1,vertical_stiffness,,,0
1,2,4,4,val,z1,diagonal_stiffness,,,0
1,3,1,1,val,z0,final_p_ratio,0.7987402817582379,0.6379860377032291,25
1,3,1,1,val,z0,stiffness_mean,-0.8974040129450414,0.805333962449864,25
1,3,1,1,val,z0,stiffness_std,-0.8808065863896158,0.7758202426273278,25
1,3,1,1,val,z0,near_zero_stiffness_edge_count,-0.3385167301124284,0.11459357656601069,25
1,3,1,1,val,z0,near_zero_stiffness_edge_fraction,-0.2939603765100987,0.086412702957959,25
1,3,1,1,val,z0,horizontal_stiffness,-0.8310583186319067,0.6906579289672918,25
1,3,1,1,val,z0,vertical_stiffness,-0.8769788617823544,0.7690919240130739,25
1,3,1,1,val,z0,diagonal_stiffness,0.34884052787363773,0.12168971388715823,25
1,3,1,1,val,z1,final_p_ratio,,,0
1,3,1,1,val,z1,stiffness_mean,,,0
1,3,1,1,val,z1,stiffness_std,,,0
1,3,1,1,val,z1,near_zero_stiffness_edge_count,,,0
1,3,1,1,val,z1,near_zero_stiffness_edge_fraction,,,0
1,3,1,1,val,z1,horizontal_stiffness,,,0
1,3,1,1,val,z1,vertical_stiffness,,,0
1,3,1,1,val,z1,diagonal_stiffness,,,0
1,3,1,2,val,z0,final_p_ratio,-0.6602293898872462,0.4359028472708854,25
1,3,1,2,val,z0,stiffness_mean,0.6785486350416804,0.46042825011692756,25
1,3,1,2,val,z0,stiffness_std,0.6716688531622307,0.4511390483082662,25
1,3,1,2,val,z0,near_zero_stiffness_edge_count,0.2698170317352467,0.07280123061441912,25
1,3,1,2,val,z0,near_zero_stiffness_edge_fraction,0.2998635150086086,0.08991812763331802,25
1,3,1,2,val,z0,horizontal_stiffness,0.6576972464482521,0.43256566798561286,25
1,3,1,2,val,z0,vertical_stiffness,0.6369827003916962,0.40574696059829746,25
1,3,1,2,val,z0,diagonal_stiffness,-0.34684081597366256,0.12029855162527606,25
1,3,1,2,val,z1,final_p_ratio,,,0
1,3,1,2,val,z1,stiffness_mean,,,0
1,3,1,2,val,z1,stiffness_std,,,0
1,3,1,2,val,z1,near_zero_stiffness_edge_count,,,0
1,3,1,2,val,z1,near_zero_stiffness_edge_fraction,,,0
1,3,1,2,val,z1,horizontal_stiffness,,,0
1,3,1,2,val,z1,vertical_stiffness,,,0
1,3,1,2,val,z1,diagonal_stiffness,,,0
1,3,1,4,val,z0,final_p_ratio,-0.8595220058755987,0.7387780785844127,25
1,3,1,4,val,z0,stiffness_mean,0.9765783357411196,0.9537052458388949,25
1,3,1,4,val,z0,stiffness_std,0.8984355939979043,0.8071865165623671,25
1,3,1,4,val,z0,near_zero_stiffness_edge_count,0.46680891888300424,0.21791056674871923,25
1,3,1,4,val,z0,near_zero_stiffness_edge_fraction,0.44830384648824007,0.2009763387761515,25
1,3,1,4,val,z0,horizontal_stiffness,0.9286974912304454,0.8624790302177232,25
1,3,1,4,val,z0,vertical_stiffness,0.9302531840040895,0.8653709863497464,25
1,3,1,4,val,z0,diagonal_stiffness,-0.2948187290429907,0.08691808299452439,25
1,3,1,4,val,z1,final_p_ratio,,,0
1,3,1,4,val,z1,stiffness_mean,,,0
1,3,1,4,val,z1,stiffness_std,,,0
1,3,1,4,val,z1,near_zero_stiffness_edge_count,,,0
1,3,1,4,val,z1,near_zero_stiffness_edge_fraction,,,0
1,3,1,4,val,z1,horizontal_stiffness,,,0
1,3,1,4,val,z1,vertical_stiffness,,,0
1,3,1,4,val,z1,diagonal_stiffness,,,0
1,3,2,1,val,z0,final_p_ratio,-0.7143032328179157,0.5102291084141255,25
1,3,2,1,val,z0,stiffness_mean,0.8671011138752952,0.7518643416837777,25
1,3,2,1,val,z0,stiffness_std,0.7972307817442561,0.6355769193605577,25
1,3,2,1,val,z0,near_zero_stiffness_edge_count,0.47104748499961374,0.22188573312446133,25
1,3,2,1,val,z0,near_zero_stiffness_edge_fraction,0.42050962415330084,0.17682834400555034,25
1,3,2,1,val,z0,horizontal_stiffness,0.7574695044057757,0.5737600501047314,25
1,3,2,1,val,z0,vertical_stiffness,0.8049256839276704,0.6479053566464279,25
1,3,2,1,val,z0,diagonal_stiffness,-0.3355554253241127,0.11259744346444617,25
1,3,2,1,val,z1,final_p_ratio,,,0
1,3,2,1,val,z1,stiffness_mean,,,0
1,3,2,1,val,z1,stiffness_std,,,0
1,3,2,1,val,z1,near_zero_stiffness_edge_count,,,0
1,3,2,1,val,z1,near_zero_stiffness_edge_fraction,,,0
1,3,2,1,val,z1,horizontal_stiffness,,,0
1,3,2,1,val,z1,vertical_stiffness,,,0
1,3,2,1,val,z1,diagonal_stiffness,,,0
