latent_dim,repeat,seed,train_networks,train_frames_per_network,epoch,train_mse_norm,val_mse_norm
1,1,414963651,1,4,7,0.6035658717155457,0.6236912745695847
1,1,414963651,1,4,8,0.4494636058807373,1.662738139812763
1,1,414963651,1,4,9,0.43001246452331543,2.191802373299232
1,1,414963651,1,4,10,0.41458001732826233,2.084841783230121
1,1,414963651,1,4,11,0.36272355914115906,1.6868234001673186
1,1,414963651,1,4,12,0.3085955083370209,1.2651655490581806
1,1,414963651,1,4,13,0.268208384513855,0.9774881326235257
1,1,414963651,1,4,14,0.2344689667224884,0.8648217114118429
1,1,414963651,1,4,15,0.19983404874801636,0.8973447474149557
1,1,414963651,1,4,16,0.1608709990978241,1.0700913209181566
1,1,414963651,1,4,17,0.12823861837387085,1.342040818471175
1,1,414963651,1,4,18,0.12266744673252106,1.4289352618730986
1,1,414963651,1,4,19,0.11738774925470352,1.3002840830729558
1,1,414963651,1,4,20,0.09951843321323395,1.1105804214110742
1,1,414963651,1,4,21,0.09220634400844574,1.0501417838610136
1,1,414963651,1,4,22,0.09481702744960785,1.1648794733561003
1,1,414963651,1,4,23,0.08895762264728546,1.4218918222647448
1,1,414963651,1,4,24,0.08305452018976212,1.6009238774959857
1,1,414963651,1,4,25,0.08257891237735748,1.4494422261531537
1,1,414963651,1,4,26,0.0699441060423851,1.1947335784251873
1,1,414972521,2,1,1,0.004220519680529833,2290705.653846154
1,1,414972521,2,1,2,0.0010540849762037396,2290738.605769231
1,1,414972521,2,1,3,4.8617821448715404e-05,2290863.326923077
1,1,414972521,2,1,4,0.0007059882045723498,2290842.0096153845
1,1,414972521,2,1,5,0.0007303750026039779,2290794.8846153845
1,1,414972521,2,1,6,0.000310919334879145,2290757.298076923
1,1,414972521,2,1,7,5.579683056566864e-05,2290722.2115384615
1,1,414972521,2,1,8,6.488394137704745e-05,2290697.519230769
1,1,414972521,2,1,9,0.00018344033742323518,2290702.576923077
1,1,414972521,2,1,10,0.0002457164227962494,2290716.269230769
1,1,414972521,2,1,11,0.00020807301916647702,2290711.144230769
1,1,414972521,2,1,12,0.00011694309796439484,2290713.125
1,1,414972521,2,1,13,4.307632480049506e-05,2290744.3076923075
1,1,414972521,2,1,14,4.0192488086177036e-05,2290790.173076923
1,1,414972521,2,1,15,8.902612898964435e-05,2290797.0096153845
1,1,414972521,2,1,16,8.98106736713089e-05,2290762.3365384615
1,1,414972521,2,1,17,4.4569642341230065e-05,2290766.1826923075
1,1,414972521,2,1,18,1.336363402515417e-05,2290800.269230769
1,1,414972521,2,1,19,1.5964928024914116e-05,2290831.076923077
1,1,414972521,2,1,20,3.4244454582221806e-05,2290851.451923077
1,1,414972521,2,1,21,4.622428605216555e-05,2290863.3365384615
1,1,414972521,2,1,22,4.358802834758535e-05,2290867.769230769
1,1,414972521,2,1,23,3.0790532036917284e-05,2290866.673076923
1,1,414972521,2,1,24,1.6992662494885735e-05,2290863.1346153845
1,1,414972521,2,1,25,9.077944014279637e-06,2290859.605769231
1,1,414972521,2,1,26,8.701156730239745e-06,2290857.105769231
1,1,414972521,2,1,27,1.2908543794765137e-05,2290857.75
1,1,414972521,2,1,28,1.6910244085011072e-05,2290861.5865384615
1,1,414972622,2,2,1,1.0011699199676514,4.879625393794133
1,1,414972622,2,2,2,0.9663437008857727,4.821970169360821
1,1,414972622,2,2,3,0.9311937689781189,4.753617011583769
1,1,414972622,2,2,4,0.8918548822402954,4.661413614566509
1,1,414972622,2,2,5,0.8442380428314209,4.518991268598116
1,1,414972622,2,2,6,0.7823098301887512,4.278321834710928
1,1,414972622,2,2,7,0.6957741379737854,3.930634645315317
1,1,414972622,2,2,8,0.572414755821228,3.8550206147707424
1,1,414972622,2,2,9,0.4437867999076843,4.396237896038936
1,1,414972622,2,2,10,0.43145403265953064,4.88248977294335
1,1,414972622,2,2,11,0.47814592719078064,4.924274747188274
1,1,414972622,2,2,12,0.4624282717704773,4.347195093448345
1,1,414972622,2,2,13,0.3822530210018158,3.6309850491010227
1,1,414972622,2,2,14,0.3113654851913452,3.293158173561096
1,1,414972622,2,2,15,0.2828921675682068,3.4673960392291727
1,1,414972622,2,2,16,0.27082905173301697,4.239914848254277
1,1,414972622,2,2,17,0.25207361578941345,5.935766155903156
1,1,414972622,2,2,18,0.23514454066753387,7.908591545545137
1,1,414972622,2,2,19,0.2289344221353531,8.190476509240957
1,1,414972622,2,2,20,0.2090841829776764,6.761195347859309
1,1,414972622,2,2,21,0.18143653869628906,5.527849610035236
1,1,414972622,2,2,22,0.168704554438591,5.097359327169565
1,1,414972622,2,2,23,0.14937223494052887,5.328526643606333
1,1,414972622,2,2,24,0.11832677572965622,5.618225812911987
1,1,414972622,2,2,25,0.0945444107055664,5.15593040906466
1,1,414972622,2,2,26,0.0715995579957962,4.292030829649705
1,1,414972622,2,2,27,0.056173175573349,3.80561324266287
1,1,414972622,2,2,28,0.05627086013555527,3.8776599994072547
1,1,414972622,2,2,29,0.05450262874364853,4.073426558421208
1,1,414972622,2,2,30,0.059060804545879364,3.8971622723799486
1,1,414972622,2,2,31,0.056603338569402695,3.645091552000779
1,1,414972622,2,2,32,0.05555376410484314,3.54085373878479
1,1,414972622,2,2,33,0.05114210024476051,3.5366509694319506
1,1,414972622,2,2,34,0.04009013995528221,3.564123089496906
1,1,414972824,2,4,1,1.0032936334609985,0.6885069127266223
1,1,414972824,2,4,2,0.9620367288589478,0.6624707075265738
1,1,414972824,2,4,3,0.9211325645446777,0.6341431232599112
1,1,414972824,2,4,4,0.8765645027160645,0.6012739997643691
1,1,414972824,2,4,5,0.8245980739593506,0.5612145914481237
1,1,414972824,2,4,6,0.7606306672096252,0.5112431530769055
1,1,414972824,2,4,7,0.6789714694023132,0.45602567952412826
1,1,414972824,2,4,8,0.5798068046569824,0.44885368186693925
1,1,414972824,2,4,9,0.5106973648071289,0.5446003102339231
1,1,414972824,2,4,10,0.5518072843551636,0.5518277069697013
1,1,414972824,2,4,11,0.5519391298294067,0.48092274597057927
1,1,414972824,2,4,12,0.49236658215522766,0.41918277511229884
1,1,414972824,2,4,13,0.4473001956939697,0.39643168678650487
1,1,414972824,2,4,14,0.4377132058143616,0.3901902001637679
1,1,414972824,2,4,15,0.43627920746803284,0.38586294994904446
1,1,414972824,2,4,16,0.42744505405426025,0.38068034041386384
1,1,414972824,2,4,17,0.407218873500824,0.38326919021514744
1,1,414972824,2,4,18,0.38160383701324463,0.41244517495998967
1,1,414972824,2,4,19,0.37182947993278503,0.42265849044689763
1,1,414972824,2,4,20,0.36182641983032227,0.38560395630506367
1,1,414972824,2,4,21,0.3329654633998871,0.3558866874529765
1,1,414972824,2,4,22,0.31606417894363403,0.34190631772463137
1,1,414972824,2,4,23,0.30338388681411743,0.33010745965517485
1,1,414972824,2,4,24,0.281338632106781,0.3180341491332421
1,1,414972824,2,4,25,0.25984281301498413,0.3109580771281169
1,1,414972824,2,4,26,0.2576363980770111,0.30326488384833705
1,1,414972824,2,4,27,0.247869610786438,0.3045913794865975
1,1,414972824,2,4,28,0.2387092560529709,0.3059899526146742
1,1,414972824,2,4,29,0.2349337637424469,0.29575860443023533
1,1,414972824,2,4,30,0.22509796917438507,0.28316479978653103
1,1,414972824,2,4,31,0.21998345851898193,0.2743016819541271
1,1,414972824,2,4,32,0.21482498943805695,0.26652087557774323
1,1,414972824,2,4,33,0.20469725131988525,0.26079810754610944
1,1,414972824,2,4,34,0.2012781798839569,0.2532805072573515
1,1,414972824,2,4,35,0.19808517396450043,0.2455908260666407
1,1,414972824,2,4,36,0.19472314417362213,0.23947700743491834
1,1,414972824,2,4,37,0.19151873886585236,0.23475300463346335
1,1,414972824,2,4,38,0.1849117875099182,0.23501738504721567
1,1,414972824,2,4,39,0.1805604100227356,0.23694755423527497
1,1,414972824,2,4,40,0.17877598106861115,0.23518334730313376
1,1,414972824,2,4,41,0.17732957005500793,0.23185416482962096
1,1,414972824,2,4,42,0.17678532004356384,0.22985190726243532
1,1,414972824,2,4,43,0.17412671446800232,0.22833773207205993
1,1,414972824,2,4,44,0.1721941977739334,0.22482954825346285
1,1,414972824,2,4,45,0.1711486130952835,0.2205267817928241
1,1,414972824,2,4,46,0.1703842580318451,0.21765214777909792
1,1,414972824,2,4,47,0.16886532306671143,0.21702481175844485
1,1,414972824,2,4,48,0.165843203663826,0.21840139019947785
1,1,414972824,2,4,49,0.16403374075889587,0.21857178039275682
1,1,414972824,2,4,50,0.1625879555940628,0.21676402481702658
1,1,414972824,2,4,51,0.1608472764492035,0.21504806383297995
1,1,414972824,2,4,52,0.15845932066440582,0.21413552245268455
1,1,414972824,2,4,53,0.15597862005233765,0.21312456348767647
1,1,414972824,2,4,54,0.1544531136751175,0.21164808651575676
1,1,414972824,2,4,55,0.1530279964208603,0.21064506127284124
1,1,414972824,2,4,56,0.15096507966518402,0.2112655989252604
1,1,414972824,2,4,57,0.14869791269302368,0.21314372695409334
1,1,414972824,2,4,58,0.1473875343799591,0.21299302348723778
1,1,414972824,2,4,59,0.1460370421409607,0.2099133821634146
1,1,414972824,2,4,60,0.14386549592018127,0.20751891342493203
1,1,414990867,4,1,1,0.0035202093422412872,2200330.298076923
1,1,414990867,4,1,2,0.0006326415459625423,2200322.653846154
1,1,414990867,4,1,3,0.0003346300800330937,2200315.230769231
1,1,414990867,4,1,4,0.0009107209043577313,2200317.8076923075
1,1,414990867,4,1,5,0.0005180577281862497,2200314.7115384615
1,1,414990867,4,1,6,0.00012653489829972386,2200307.0384615385
1,1,414990867,4,1,7,6.47401757305488e-05,2200302.7115384615
1,1,414990867,4,1,8,0.00017525609291624278,2200303.9134615385
1,1,414990867,4,1,9,0.00025920214829966426,2200308.5865384615
1,1,414990867,4,1,10,0.00024363103148061782,2200314.9326923075
1,1,414990867,4,1,11,0.00015981649630703032,2200321.4423076925
1,1,414990867,4,1,12,7.519690552726388e-05,2200329.673076923
1,1,414990867,4,1,13,4.7019169869599864e-05,2200337.5673076925
1,1,414990867,4,1,14,7.986566924955696e-05,2200337.153846154
1,1,414990867,4,1,15,0.00010115684563061222,2200312.3846153845
1,1,414990867,4,1,16,7.876168820075691e-05,2200255.0096153845
1,1,414990867,4,1,17,4.8754307499621063e-05,2200162.471153846
1,1,414990867,4,1,18,3.8169997424120083e-05,2200064.3365384615
1,1,414990867,4,1,19,4.1921397496480495e-05,2199984.230769231
1,1,414990867,4,1,20,4.473386434256099e-05,2199935.326923077
1,1,414990867,4,1,21,3.910267696483061e-05,2199918.346153846
1,1,414990867,4,1,22,2.8332546207820997e-05,2199925.644230769
1,1,414990867,4,1,23,2.0657424101955257e-05,2199945.326923077
1,1,414990867,4,1,24,2.1028858100180514e-05,2199964.1923076925
1,1,414990867,4,1,25,2.6673162210499868e-05,2199970.701923077
1,1,414990867,4,1,26,3.005109101650305e-05,2199958.653846154
1,1,414990867,4,1,27,2.6268826331943274e-05,2199928.653846154
1,1,414990867,4,1,28,1.722491106193047e-05,2199886.451923077
1,1,414990867,4,1,29,8.933365279517602e-06,2199840.269230769
1,1,414990867,4,1,30,5.924323431827361e-06,2199798.076923077
1,1,414990867,4,1,31,8.255077773355879e-06,2199766.548076923
1,1,414990867,4,1,32,1.2668425370065961e-05,2199748.798076923
1,1,414990867,4,1,33,1.556137613079045e-05,2199744.528846154
1,1,414990867,4,1,34,1.5087998690432869e-05,2199750.7115384615
1,1,414990867,4,1,35,1.1616416486504022e-05,2199763.3076923075
1,1,414990867,4,1,36,7.074022050801432e-06,2199778.4615384615
1,1,414990867,4,1,37,3.7380630146799376e-06,2199793.028846154
1,1,414990867,4,1,38,2.89522404273157e-06,2199805.019230769
1,1,414990867,4,1,39,4.1060179682972375e-06,2199813.548076923
1,1,414990867,4,1,40,5.7463921621092595e-06,2199817.951923077
1,1,414990867,4,1,41,6.4213245423161425e-06,2199818.423076923
1,1,414990867,4,1,42,5.893004072277108e-06,2199815.2115384615
1,1,414990867,4,1,43,4.7880835154501256e-06,2199809.355769231
1,1,414990867,4,1,44,3.756385694941855e-06,2199802.1346153845
1,1,414990867,4,1,45,3.0611877264163923e-06,2199795.3846153845
1,1,414990867,4,1,46,2.7151247650181176e-06,2199790.644230769
1,1,414990867,4,1,47,2.6625391456036596e-06,2199789.144230769
1,1,414990867,4,1,48,2.772761490632547e-06,2199791.0576923075
1,1,414990867,4,1,49,2.8445024327083956e-06,2199795.4903846155
1,1,414990867,4,1,50,2.746107611528714e-06,2199800.6634615385
1,1,414990867,4,1,51,2.5044284939212957e-06,2199804.846153846
1,1,414990867,4,1,52,2.2080273538449546e-06,2199806.3846153845
1,1,414990867,4,1,53,1.8986755776495556e-06,2199804.894230769
1,1,414990968,4,2,1,1.0056371688842773,8.19070342870859
1,1,414990968,4,2,2,0.973484218120575,8.110850224128136
1,1,414990968,4,2,3,0.9415535926818848,8.019991617936354
1,1,414990968,4,2,4,0.9072372317314148,7.906928209158091
1,1,414990968,4,2,5,0.8684272170066833,7.75452001278217
1,1,414990968,4,2,6,0.8231834769248962,7.52839811031635
1,1,414990968,4,2,7,0.769382119178772,7.155439450190618
1,1,414990968,4,2,8,0.7033035755157471,6.537247401017409
1,1,414990968,4,2,9,0.6181893944740295,5.6888864773970385
1,1,414990968,4,2,10,0.5115708708763123,5.1822662720313435
1,1,414990968,4,2,11,0.44637107849121094,5.926068489368145
1,1,414990968,4,2,12,0.49544718861579895,6.544513463973999
1,1,414990968,4,2,13,0.5011453032493591,6.466266091053303
1,1,414990968,4,2,14,0.43531206250190735,6.324224362006555
1,1,414990968,4,2,15,0.39190077781677246,6.203444554255559
1,1,414990968,4,2,16,0.3784918487071991,6.161641579407912
1,1,414990968,4,2,17,0.3689870238304138,6.17385275547321
1,1,414990968,4,2,18,0.3475535809993744,6.285864169781025
1,1,414990968,4,2,19,0.31182193756103516,6.627954886509822
1,1,414990968,4,2,20,0.2737453281879425,6.974329233169556
1,1,414990968,4,2,21,0.24754339456558228,6.406248276050274
1,1,414990968,4,2,22,0.2166924625635147,5.687177823140071
1,1,414990968,4,2,23,0.19539996981620789,5.524025770334097
1,1,414990968,4,2,24,0.18960347771644592,5.477906630589412
1,1,414990968,4,2,25,0.1769901067018509,5.686270970564622
1,1,414990968,4,2,26,0.159384086728096,6.4877208929795485
1,1,414990968,4,2,27,0.1483948528766632,7.277911479656513
1,1,414990968,4,2,28,0.14794500172138214,6.980460717127873
1,1,414990968,4,2,29,0.12954740226268768,6.232386203912588
1,1,414990968,4,2,30,0.11934293061494827,6.474778542151818
1,1,414991170,4,4,1,0.9765142351388931,0.8393888519360468
1,1,414991170,4,4,2,0.9118378162384033,0.7607967303349421
1,1,414991170,4,4,3,0.8295519948005676,0.6032562668506916
1,1,414991170,4,4,4,0.6535023748874664,0.6402540917579944
1,1,414991170,4,4,5,0.7229213714599609,0.540096443433028
1,1,414991170,4,4,6,0.6054559051990509,0.4671398504422261
1,1,414991170,4,4,7,0.5518844276666641,0.45875896513462067
1,1,414991170,4,4,8,0.5521650314331055,0.4515689748984117
1,1,414991170,4,4,9,0.5352251529693604,0.44994308856817394
1,1,414991170,4,4,10,0.5163794308900833,0.4184650950706922
1,1,414991170,4,4,11,0.49257613718509674,0.4127441575893989
1,1,414991170,4,4,12,0.48395493626594543,0.41669972240924835
1,1,414991170,4,4,13,0.480881005525589,0.4024807421060709
1,1,414991170,4,4,14,0.4600764364004135,0.3949997677252843
1,1,414991170,4,4,15,0.45541810989379883,0.38856301514001995
1,1,414991170,4,4,16,0.44006024301052094,0.38291365595964283
1,1,414991170,4,4,17,0.44154757261276245,0.3881145738638364
1,1,414991170,4,4,18,0.4291335344314575,0.3899093602712338
1,1,414991170,4,4,19,0.41950614005327225,0.37781047706420606
1,1,414991170,4,4,20,0.4000295028090477,0.36578361231547135
1,1,414991170,4,4,21,0.39059050381183624,0.3582654446363449
1,1,414991170,4,4,22,0.38004831224679947,0.356421356017773
1,1,414991170,4,4,23,0.36508502066135406,0.3767185497742433
1,1,414991170,4,4,24,0.3248778358101845,0.3544190629170491
1,1,414991170,4,4,25,0.3178071975708008,0.3340054154396057
1,1,414991170,4,4,26,0.2982100322842598,0.3182506492504707
1,1,414991170,4,4,27,0.27743464708328247,0.2950898603751109
1,1,414991170,4,4,28,0.26275431364774704,0.27614833185305965
1,1,414991170,4,4,29,0.24987932667136192,0.2803925654062858
1,1,414991170,4,4,30,0.23556099832057953,0.26794054301885456
1,1,414991170,4,4,31,0.24014323949813843,0.25651023708857024
1,1,414991170,4,4,32,0.2282252386212349,0.30299205963428205
1,1,414991170,4,4,33,0.24133508652448654,0.25377150453053987
1,1,414991170,4,4,34,0.24413137882947922,0.2443144699701896
1,1,414991170,4,4,35,0.22456663846969604,0.2882637966137666
1,1,414991170,4,4,36,0.2257590889930725,0.24533461320858735
1,1,414991170,4,4,37,0.2309575378894806,0.23800959953894982
1,1,414991170,4,4,38,0.22381088137626648,0.28067271182170284
1,1,414991170,4,4,39,0.23672697693109512,0.2726490944623947
1,1,414991170,4,4,40,0.20993848145008087,0.25198568059847903
1,1,414991170,4,4,41,0.22356510162353516,0.24300917295309213
1,1,414991170,4,4,42,0.20044349133968353,0.2721374241205362
1,1,414991170,4,4,43,0.21038270741701126,0.23619374403586754
1,1,414991170,4,4,44,0.2067740634083748,0.23387310940485734
1,1,414991170,4,4,45,0.20551907271146774,0.25388139486312866
1,1,414991170,4,4,46,0.20505724102258682,0.23132866047895873
1,1,414991170,4,4,47,0.20627091452479362,0.23973029851913452
1,1,414991170,4,4,48,0.19841352850198746,0.2571345911576198
1,1,414991170,4,4,49,0.20478132367134094,0.23698837138139284
1,1,414991170,4,4,50,0.19770774990320206,0.2362879365682602
1,1,414991170,4,4,51,0.1944209784269333,0.24206188664986536
1,1,414991170,4,4,52,0.20784610509872437,0.2301711027438824
1,1,414991170,4,4,53,0.2027638778090477,0.2567846236320642
1,1,414991170,4,4,54,0.19789358228445053,0.2305044738145975
1,1,414991170,4,4,55,0.19409365952014923,0.22676248046068045
1,1,414991170,4,4,56,0.20569060370326042,0.23673599385298216
1,1,414991170,4,4,57,0.18935362994670868,0.24025288682717544
1,1,414991170,4,4,58,0.18605270236730576,0.23133825224179488
1,1,414991170,4,4,59,0.1877623125910759,0.23102461603971627
1,1,414991170,4,4,60,0.19204749166965485,0.2331260798069147
1,2,414964357,1,1,1,0.0027145848143845797,2236347.221153846
1,2,414964357,1,1,2,0.0002773480082396418,2236929.9903846155
1,2,414964357,1,1,3,0.0004398992459755391,2236537.3365384615
1,2,414964357,1,1,4,0.00076821114635095,2236150.230769231
1,2,414964357,1,1,5,0.0003840856661554426,2236019.625
1,2,414964357,1,1,6,6.506584031740203e-05,2236059.1153846155
1,2,414964357,1,1,7,3.893143366440199e-05,2236142.576923077
1,2,414964357,1,1,8,0.0001642081479076296,2236214.605769231
1,2,414964357,1,1,9,0.00024355480854865164,2236274.0576923075
1,2,414964357,1,1,10,0.00021867356554139405,2236328.096153846
1,2,414964357,1,1,11,0.00013098462659399956,2236384.644230769
1,2,414964357,1,1,12,4.499415081227198e-05,2236446.605769231
1,2,414964357,1,1,13,1.0765978913696017e-05,2236506.403846154
1,2,414964357,1,1,14,4.04830279876478e-05,2236543.923076923
1,2,414964357,1,1,15,8.029354648897424e-05,2236544.221153846
1,2,414964357,1,1,16,7.624573481734842e-05,2236513.326923077
1,2,414964357,1,1,17,4.4039523345418274e-05,2236463.3846153845
1,2,414964357,1,1,18,1.7934615243575536e-05,2236398.221153846
1,2,414964357,1,1,19,1.0826105608430225e-05,2236312.971153846
1,2,414964357,1,1,20,1.6774571122368798e-05,2236219.576923077
1,2,414964357,1,1,21,2.4976830900413916e-05,2236206.855769231
1,2,414964357,1,1,22,2.8325988751021214e-05,2236201.778846154
1,2,414964357,1,1,23,2.544802919146605e-05,2236197.480769231
1,2,414964357,1,1,24,1.8958415239467286e-05,2236193.846153846
1,2,414964357,1,1,25,1.259784221474547e-05,2236192.846153846
1,2,414964458,1,2,1,0.9974238276481628,9.343271879049448
1,2,414964458,1,2,2,0.9648799896240234,9.237458999340351
1,2,414964458,1,2,3,0.9320180416107178,9.11755657196045
1,2,414964458,1,2,4,0.8956705927848816,8.968052864074707
1,2,414964458,1,2,5,0.8525838851928711,8.758213373330923
1,2,414964458,1,2,6,0.7981941103935242,8.4237945996798
1,2,414964458,1,2,7,0.7247138619422913,7.86904606452355
1,2,414964458,1,2,8,0.6201906204223633,7.100382126294649
1,2,414964458,1,2,9,0.4876081645488739,6.407587344829853
1,2,414964458,1,2,10,0.40476247668266296,5.94060295361739
1,2,414964458,1,2,11,0.38089293241500854,5.69014218220344
1,2,414964458,1,2,12,0.391065776348114,5.432999445841863
1,2,414964458,1,2,13,0.35624587535858154,5.204384629543011
1,2,414964458,1,2,14,0.28881391882896423,5.163156637778649
1,2,414964458,1,2,15,0.23872987926006317,5.428604630323557
1,2,414964458,1,2,16,0.1986972987651825,6.485741285177378
1,2,414964458,1,2,17,0.16152137517929077,9.183679323930006
1,2,414964458,1,2,18,0.15113700926303864,12.031027738864605
1,2,414964458,1,2,19,0.13979417085647583,13.28833686388456
1,2,414964458,1,2,20,0.10967609286308289,13.052908714000996
1,2,414964458,1,2,21,0.09233643114566803,14.424083040310787
1,2,414964458,1,2,22,0.09155932813882828,18.577846692158626
1,2,414964458,1,2,23,0.08265279233455658,24.02377810845008
1,2,414964458,1,2,24,0.07517887651920319,24.87229684682993
1,2,414964458,1,2,25,0.05429750308394432,23.340467801460854
1,2,414964458,1,2,26,0.042945269495248795,25.279831922971287
1,2,414964458,1,2,27,0.03914907947182655,31.236577950991116
1,2,414964458,1,2,28,0.03442449867725372,35.11193888004009
1,2,414964458,1,2,29,0.02653270587325096,34.44459038514357
1,2,414964458,1,2,30,0.017256181687116623,36.35028226558979
1,2,414964458,1,2,31,0.018920881673693657,41.560324082007774
1,2,414964458,1,2,32,0.020916124805808067,43.20134760783269
1,2,414964458,1,2,33,0.016385022550821304,41.686097071721
1,2,414964458,1,2,34,0.012187452055513859,43.44879058691171
1,2,414964660,1,4,1,0.9994930028915405,1.4137808038638189
1,2,414964660,1,4,2,0.9644046425819397,1.3965705220515912
1,2,414964660,1,4,3,0.9280462861061096,1.376290160876054
1,2,414964660,1,4,4,0.8856233954429626,1.3493850552118742
1,2,414964660,1,4,5,0.8309778571128845,1.3102866800931783
1,2,414964660,1,4,6,0.7546380162239075,1.25359285565523
1,2,414964660,1,4,7,0.6468193531036377,1.2145595412987928
1,2,414964660,1,4,8,0.5492396950721741,1.3499346673488617
1,2,414964660,1,4,9,0.6411724090576172,1.4392411066935613
1,2,414964660,1,4,10,0.673441469669342,1.4064768988352556
1,2,414964660,1,4,11,0.5908738374710083,1.3561350336441627
1,2,414964660,1,4,12,0.5167609453201294,1.32281828385133
1,2,414964660,1,4,13,0.47541338205337524,1.3183363034174993
1,2,414964660,1,4,14,0.4586412012577057,1.3311327122724974
1,2,414964660,1,4,15,0.4478559195995331,1.3520329204889445
1,2,414964660,1,4,16,0.4338749945163727,1.3674339629136598
1,2,414964660,1,4,17,0.4100133776664734,1.3688553021504328
1,2,414964660,1,4,18,0.38018330931663513,1.3549190690884223
1,2,414964660,1,4,19,0.35566267371177673,1.3333982252157652
1,2,414964660,1,4,20,0.34275487065315247,1.3204106436325953
1,2,414964660,1,4,21,0.34172284603118896,1.3060269814271193
1,2,414964660,1,4,22,0.34197691082954407,1.2716236733473265
1,2,414964660,1,4,23,0.3335933983325958,1.2388352751731873
1,2,414964660,1,4,24,0.3237723112106323,1.225165571157749
