split,sim_idx,frame,frame_order,frame_frac,final_p_ratio,z0,latent_dim,repeat,seed,train_networks,train_frames_per_network,z1
test,3,30,2,0.10526315789473684,-0.13510764728463107,-8.464685440063477,1,2,414973530,2,1,
test,3,45,3,0.15789473684210525,-0.13510764728463107,-27.864858627319336,1,2,414973530,2,1,
test,3,60,4,0.21052631578947367,-0.13510764728463107,-50.831905364990234,1,2,414973530,2,1,
test,3,75,5,0.2631578947368421,-0.13510764728463107,-74.32992553710938,1,2,414973530,2,1,
test,3,90,6,0.3157894736842105,-0.13510764728463107,-97.05278015136719,1,2,414973530,2,1,
test,3,105,7,0.3684210526315789,-0.13510764728463107,-119.99259185791016,1,2,414973530,2,1,
test,3,120,8,0.42105263157894735,-0.13510764728463107,-142.36972045898438,1,2,414973530,2,1,
test,3,135,9,0.47368421052631576,-0.13510764728463107,-164.5029754638672,1,2,414973530,2,1,
test,3,150,10,0.5263157894736842,-0.13510764728463107,-186.78233337402344,1,2,414973530,2,1,
test,3,165,11,0.5789473684210527,-0.13510764728463107,-209.16563415527344,1,2,414973530,2,1,
test,3,180,12,0.631578947368421,-0.13510764728463107,-231.34793090820312,1,2,414973530,2,1,
test,3,195,13,0.6842105263157895,-0.13510764728463107,-253.5972900390625,1,2,414973530,2,1,
test,3,210,14,0.7368421052631579,-0.13510764728463107,-275.38140869140625,1,2,414973530,2,1,
test,3,225,15,0.7894736842105263,-0.13510764728463107,-297.8686218261719,1,2,414973530,2,1,
test,3,240,16,0.8421052631578947,-0.13510764728463107,-319.815673828125,1,2,414973530,2,1,
test,3,255,17,0.8947368421052632,-0.13510764728463107,-341.7278747558594,1,2,414973530,2,1,
test,3,270,18,0.9473684210526315,-0.13510764728463107,-363.4383850097656,1,2,414973530,2,1,
test,3,285,19,1.0,-0.13510764728463107,-385.1214599609375,1,2,414973530,2,1,
test,4,0,0,0.0,-0.05914505731234828,-0.5499944090843201,1,2,414973530,2,1,
test,4,15,1,0.05263157894736842,-0.05914505731234828,2.0174357891082764,1,2,414973530,2,1,
test,4,30,2,0.10526315789473684,-0.05914505731234828,-2.065276622772217,1,2,414973530,2,1,
test,4,45,3,0.15789473684210525,-0.05914505731234828,-5.54484224319458,1,2,414973530,2,1,
test,4,60,4,0.21052631578947367,-0.05914505731234828,-7.90518045425415,1,2,414973530,2,1,
test,4,75,5,0.2631578947368421,-0.05914505731234828,-9.949516296386719,1,2,414973530,2,1,
test,4,90,6,0.3157894736842105,-0.05914505731234828,-12.315069198608398,1,2,414973530,2,1,
test,4,105,7,0.3684210526315789,-0.05914505731234828,-15.125699996948242,1,2,414973530,2,1,
test,4,120,8,0.42105263157894735,-0.05914505731234828,-18.6635799407959,1,2,414973530,2,1,
test,4,135,9,0.47368421052631576,-0.05914505731234828,-23.259294509887695,1,2,414973530,2,1,
test,4,150,10,0.5263157894736842,-0.05914505731234828,-28.537736892700195,1,2,414973530,2,1,
test,4,165,11,0.5789473684210527,-0.05914505731234828,-34.46439743041992,1,2,414973530,2,1,
test,4,180,12,0.631578947368421,-0.05914505731234828,-40.93360900878906,1,2,414973530,2,1,
test,4,195,13,0.6842105263157895,-0.05914505731234828,-47.58037185668945,1,2,414973530,2,1,
test,4,210,14,0.7368421052631579,-0.05914505731234828,-55.321292877197266,1,2,414973530,2,1,
test,4,225,15,0.7894736842105263,-0.05914505731234828,-63.18657302856445,1,2,414973530,2,1,
test,4,240,16,0.8421052631578947,-0.05914505731234828,-71.8211898803711,1,2,414973530,2,1,
test,4,255,17,0.8947368421052632,-0.05914505731234828,-80.65771484375,1,2,414973530,2,1,
test,4,270,18,0.9473684210526315,-0.05914505731234828,-90.18897247314453,1,2,414973530,2,1,
test,4,285,19,1.0,-0.05914505731234828,-99.74449157714844,1,2,414973530,2,1,
test,5,0,0,0.0,-0.45901086920611844,-0.551437497138977,1,2,414973530,2,1,
test,5,15,1,0.05263157894736842,-0.45901086920611844,0.29502633213996887,1,2,414973530,2,1,
test,5,30,2,0.10526315789473684,-0.45901086920611844,-11.065144538879395,1,2,414973530,2,1,
test,5,45,3,0.15789473684210525,-0.45901086920611844,-24.126638412475586,1,2,414973530,2,1,
test,5,60,4,0.21052631578947367,-0.45901086920611844,-37.5015983581543,1,2,414973530,2,1,
test,5,75,5,0.2631578947368421,-0.45901086920611844,-52.981266021728516,1,2,414973530,2,1,
test,5,90,6,0.3157894736842105,-0.45901086920611844,-72.60610961914062,1,2,414973530,2,1,
test,5,105,7,0.3684210526315789,-0.45901086920611844,-97.902099609375,1,2,414973530,2,1,
test,5,120,8,0.42105263157894735,-0.45901086920611844,-128.10684204101562,1,2,414973530,2,1,
test,5,135,9,0.47368421052631576,-0.45901086920611844,-162.65992736816406,1,2,414973530,2,1,
test,5,150,10,0.5263157894736842,-0.45901086920611844,-199.9241943359375,1,2,414973530,2,1,
test,5,165,11,0.5789473684210527,-0.45901086920611844,-240.1737823486328,1,2,414973530,2,1,
test,5,180,12,0.631578947368421,-0.45901086920611844,-281.4086608886719,1,2,414973530,2,1,
test,5,195,13,0.6842105263157895,-0.45901086920611844,-324.6497497558594,1,2,414973530,2,1,
test,5,210,14,0.7368421052631579,-0.45901086920611844,-368.405029296875,1,2,414973530,2,1,
test,5,225,15,0.7894736842105263,-0.45901086920611844,-413.4393615722656,1,2,414973530,2,1,
test,5,240,16,0.8421052631578947,-0.45901086920611844,-459.3800354003906,1,2,414973530,2,1,
test,5,255,17,0.8947368421052632,-0.45901086920611844,-505.9189147949219,1,2,414973530,2,1,
test,5,270,18,0.9473684210526315,-0.45901086920611844,-554.0607299804688,1,2,414973530,2,1,
test,5,285,19,1.0,-0.45901086920611844,-602.8715209960938,1,2,414973530,2,1,
test,6,0,0,0.0,-0.20617802151122547,-0.536067545413971,1,2,414973530,2,1,
test,6,15,1,0.05263157894736842,-0.20617802151122547,2.4294180870056152,1,2,414973530,2,1,
test,6,30,2,0.10526315789473684,-0.20617802151122547,1.6268062591552734,1,2,414973530,2,1,
test,6,45,3,0.15789473684210525,-0.20617802151122547,0.4863429367542267,1,2,414973530,2,1,
test,6,60,4,0.21052631578947367,-0.20617802151122547,-0.31826063990592957,1,2,414973530,2,1,
test,6,75,5,0.2631578947368421,-0.20617802151122547,-0.2683853805065155,1,2,414973530,2,1,
test,6,90,6,0.3157894736842105,-0.20617802151122547,1.3779387474060059,1,2,414973530,2,1,
test,6,105,7,0.3684210526315789,-0.20617802151122547,3.9733633995056152,1,2,414973530,2,1,
test,6,120,8,0.42105263157894735,-0.20617802151122547,7.278024196624756,1,2,414973530,2,1,
test,6,135,9,0.47368421052631576,-0.20617802151122547,11.218870162963867,1,2,414973530,2,1,
test,6,150,10,0.5263157894736842,-0.20617802151122547,15.850893020629883,1,2,414973530,2,1,
test,6,165,11,0.5789473684210527,-0.20617802151122547,20.514787673950195,1,2,414973530,2,1,
test,6,180,12,0.631578947368421,-0.20617802151122547,25.4882869720459,1,2,414973530,2,1,
test,6,195,13,0.6842105263157895,-0.20617802151122547,30.647306442260742,1,2,414973530,2,1,
test,6,210,14,0.7368421052631579,-0.20617802151122547,35.92190933227539,1,2,414973530,2,1,
test,6,225,15,0.7894736842105263,-0.20617802151122547,40.89694595336914,1,2,414973530,2,1,
test,6,240,16,0.8421052631578947,-0.20617802151122547,46.2631950378418,1,2,414973530,2,1,
test,6,255,17,0.8947368421052632,-0.20617802151122547,51.53304672241211,1,2,414973530,2,1,
test,6,270,18,0.9473684210526315,-0.20617802151122547,56.83207321166992,1,2,414973530,2,1,
test,6,285,19,1.0,-0.20617802151122547,62.22660446166992,1,2,414973530,2,1,
test,7,0,0,0.0,0.3543707109293127,-0.5292551517486572,1,2,414973530,2,1,
test,7,15,1,0.05263157894736842,0.3543707109293127,-5.594851493835449,1,2,414973530,2,1,
test,7,30,2,0.10526315789473684,0.3543707109293127,-20.71769142150879,1,2,414973530,2,1,
test,7,45,3,0.15789473684210525,0.3543707109293127,-38.83740234375,1,2,414973530,2,1,
test,7,60,4,0.21052631578947367,0.3543707109293127,-57.0711669921875,1,2,414973530,2,1,
test,7,75,5,0.2631578947368421,0.3543707109293127,-74.22233581542969,1,2,414973530,2,1,
test,7,90,6,0.3157894736842105,0.3543707109293127,-87.97378540039062,1,2,414973530,2,1,
test,7,105,7,0.3684210526315789,0.3543707109293127,-100.40899658203125,1,2,414973530,2,1,
test,7,120,8,0.42105263157894735,0.3543707109293127,-111.71903991699219,1,2,414973530,2,1,
test,7,135,9,0.47368421052631576,0.3543707109293127,-122.56137084960938,1,2,414973530,2,1,
test,7,150,10,0.5263157894736842,0.3543707109293127,-132.84222412109375,1,2,414973530,2,1,
test,7,165,11,0.5789473684210527,0.3543707109293127,-143.405517578125,1,2,414973530,2,1,
test,7,180,12,0.631578947368421,0.3543707109293127,-153.93287658691406,1,2,414973530,2,1,
test,7,195,13,0.6842105263157895,0.3543707109293127,-165.0383758544922,1,2,414973530,2,1,
test,7,210,14,0.7368421052631579,0.3543707109293127,-176.46823120117188,1,2,414973530,2,1,
test,7,225,15,0.7894736842105263,0.3543707109293127,-187.59156799316406,1,2,414973530,2,1,
test,7,240,16,0.8421052631578947,0.3543707109293127,-198.67483520507812,1,2,414973530,2,1,
test,7,255,17,0.8947368421052632,0.3543707109293127,-210.1148681640625,1,2,414973530,2,1,
test,7,270,18,0.9473684210526315,0.3543707109293127,-221.66677856445312,1,2,414973530,2,1,
test,7,285,19,1.0,0.3543707109293127,-232.58148193359375,1,2,414973530,2,1,
test,8,0,0,0.0,0.12699982791696676,-0.5593717098236084,1,2,414973530,2,1,
test,8,15,1,0.05263157894736842,0.12699982791696676,-1.5243029594421387,1,2,414973530,2,1,
test,8,30,2,0.10526315789473684,0.12699982791696676,-12.126718521118164,1,2,414973530,2,1,
test,8,45,3,0.15789473684210525,0.12699982791696676,-27.935068130493164,1,2,414973530,2,1,
test,8,60,4,0.21052631578947367,0.12699982791696676,-44.16435623168945,1,2,414973530,2,1,
test,8,75,5,0.2631578947368421,0.12699982791696676,-59.803035736083984,1,2,414973530,2,1,
test,8,90,6,0.3157894736842105,0.12699982791696676,-74.94185638427734,1,2,414973530,2,1,
test,8,105,7,0.3684210526315789,0.12699982791696676,-90.0550765991211,1,2,414973530,2,1,
test,8,120,8,0.42105263157894735,0.12699982791696676,-104.6100845336914,1,2,414973530,2,1,
test,8,135,9,0.47368421052631576,0.12699982791696676,-119.15090942382812,1,2,414973530,2,1,
test,8,150,10,0.5263157894736842,0.12699982791696676,-133.6296844482422,1,2,414973530,2,1,
test,8,165,11,0.5789473684210527,0.12699982791696676,-147.77500915527344,1,2,414973530,2,1,
test,8,180,12,0.631578947368421,0.12699982791696676,-161.81637573242188,1,2,414973530,2,1,
test,8,195,13,0.6842105263157895,0.12699982791696676,-175.2381134033203,1,2,414973530,2,1,
test,8,210,14,0.7368421052631579,0.12699982791696676,-188.71136474609375,1,2,414973530,2,1,
test,8,225,15,0.7894736842105263,0.12699982791696676,-202.17674255371094,1,2,414973530,2,1,
test,8,240,16,0.8421052631578947,0.12699982791696676,-214.93386840820312,1,2,414973530,2,1,
test,8,255,17,0.8947368421052632,0.12699982791696676,-227.4474334716797,1,2,414973530,2,1,
test,8,270,18,0.9473684210526315,0.12699982791696676,-240.72201538085938,1,2,414973530,2,1,
test,8,285,19,1.0,0.12699982791696676,-252.75408935546875,1,2,414973530,2,1,
test,9,0,0,0.0,0.21035491246831667,-0.5327579379081726,1,2,414973530,2,1,
test,9,15,1,0.05263157894736842,0.21035491246831667,-2.2982640266418457,1,2,414973530,2,1,
test,9,30,2,0.10526315789473684,0.21035491246831667,-11.567282676696777,1,2,414973530,2,1,
test,9,45,3,0.15789473684210525,0.21035491246831667,-23.03838539123535,1,2,414973530,2,1,
test,9,60,4,0.21052631578947367,0.21035491246831667,-36.37326431274414,1,2,414973530,2,1,
test,9,75,5,0.2631578947368421,0.21035491246831667,-51.23302459716797,1,2,414973530,2,1,
test,9,90,6,0.3157894736842105,0.21035491246831667,-68.38700866699219,1,2,414973530,2,1,
test,9,105,7,0.3684210526315789,0.21035491246831667,-86.5743179321289,1,2,414973530,2,1,
test,9,120,8,0.42105263157894735,0.21035491246831667,-105.71549987792969,1,2,414973530,2,1,
test,9,135,9,0.47368421052631576,0.21035491246831667,-126.42106628417969,1,2,414973530,2,1,
test,9,150,10,0.5263157894736842,0.21035491246831667,-147.10736083984375,1,2,414973530,2,1,
test,9,165,11,0.5789473684210527,0.21035491246831667,-168.49574279785156,1,2,414973530,2,1,
test,9,180,12,0.631578947368421,0.21035491246831667,-190.35507202148438,1,2,414973530,2,1,
test,9,195,13,0.6842105263157895,0.21035491246831667,-213.005126953125,1,2,414973530,2,1,
test,9,210,14,0.7368421052631579,0.21035491246831667,-235.65374755859375,1,2,414973530,2,1,
test,9,225,15,0.7894736842105263,0.21035491246831667,-257.39208984375,1,2,414973530,2,1,
test,9,240,16,0.8421052631578947,0.21035491246831667,-280.0462646484375,1,2,414973530,2,1,
test,9,255,17,0.8947368421052632,0.21035491246831667,-302.5750732421875,1,2,414973530,2,1,
test,9,270,18,0.9473684210526315,0.21035491246831667,-325.0104064941406,1,2,414973530,2,1,
test,9,285,19,1.0,0.21035491246831667,-347.0365295410156,1,2,414973530,2,1,
test,10,0,0,0.0,0.2821721893243829,-0.5304854512214661,1,2,414973530,2,1,
test,10,15,1,0.05263157894736842,0.2821721893243829,-3.461599826812744,1,2,414973530,2,1,
test,10,30,2,0.10526315789473684,0.2821721893243829,-20.6975040435791,1,2,414973530,2,1,
test,10,45,3,0.15789473684210525,0.2821721893243829,-44.007266998291016,1,2,414973530,2,1,
test,10,60,4,0.21052631578947367,0.2821721893243829,-67.5645751953125,1,2,414973530,2,1,
test,10,75,5,0.2631578947368421,0.2821721893243829,-89.92203521728516,1,2,414973530,2,1,
test,10,90,6,0.3157894736842105,0.2821721893243829,-110.4651870727539,1,2,414973530,2,1,
test,10,105,7,0.3684210526315789,0.2821721893243829,-130.04852294921875,1,2,414973530,2,1,
test,10,120,8,0.42105263157894735,0.2821721893243829,-148.52508544921875,1,2,414973530,2,1,
test,10,135,9,0.47368421052631576,0.2821721893243829,-166.71205139160156,1,2,414973530,2,1,
test,10,150,10,0.5263157894736842,0.2821721893243829,-184.84432983398438,1,2,414973530,2,1,
test,10,165,11,0.5789473684210527,0.2821721893243829,-203.0413818359375,1,2,414973530,2,1,
test,10,180,12,0.631578947368421,0.2821721893243829,-221.33596801757812,1,2,414973530,2,1,
test,10,195,13,0.6842105263157895,0.2821721893243829,-239.4933319091797,1,2,414973530,2,1,
test,10,210,14,0.7368421052631579,0.2821721893243829,-257.0873718261719,1,2,414973530,2,1,
test,10,225,15,0.7894736842105263,0.2821721893243829,-275.239501953125,1,2,414973530,2,1,
test,10,240,16,0.8421052631578947,0.2821721893243829,-293.69281005859375,1,2,414973530,2,1,
test,10,255,17,0.8947368421052632,0.2821721893243829,-311.7711181640625,1,2,414973530,2,1,
test,10,270,18,0.9473684210526315,0.2821721893243829,-329.89984130859375,1,2,414973530,2,1,
test,10,285,19,1.0,0.2821721893243829,-348.18621826171875,1,2,414973530,2,1,
test,11,0,0,0.0,-0.33039033700227455,-0.5716990232467651,1,2,414973530,2,1,
test,11,15,1,0.05263157894736842,-0.33039033700227455,3.3080523014068604,1,2,414973530,2,1,
test,11,30,2,0.10526315789473684,-0.33039033700227455,-6.170861721038818,1,2,414973530,2,1,
test,11,45,3,0.15789473684210525,-0.33039033700227455,-38.99966049194336,1,2,414973530,2,1,
test,11,60,4,0.21052631578947367,-0.33039033700227455,-83.89349365234375,1,2,414973530,2,1,
test,11,75,5,0.2631578947368421,-0.33039033700227455,-131.65199279785156,1,2,414973530,2,1,
test,11,90,6,0.3157894736842105,-0.33039033700227455,-177.87417602539062,1,2,414973530,2,1,
test,11,105,7,0.3684210526315789,-0.33039033700227455,-223.16175842285156,1,2,414973530,2,1,
test,11,120,8,0.42105263157894735,-0.33039033700227455,-268.0268249511719,1,2,414973530,2,1,
test,11,135,9,0.47368421052631576,-0.33039033700227455,-312.2313232421875,1,2,414973530,2,1,
test,11,150,10,0.5263157894736842,-0.33039033700227455,-355.7943115234375,1,2,414973530,2,1,
test,11,165,11,0.5789473684210527,-0.33039033700227455,-398.9662170410156,1,2,414973530,2,1,
test,11,180,12,0.631578947368421,-0.33039033700227455,-442.1996765136719,1,2,414973530,2,1,
test,11,195,13,0.6842105263157895,-0.33039033700227455,-485.2938232421875,1,2,414973530,2,1,
test,11,210,14,0.7368421052631579,-0.33039033700227455,-527.5254516601562,1,2,414973530,2,1,
test,11,225,15,0.7894736842105263,-0.33039033700227455,-570.35888671875,1,2,414973530,2,1,
test,11,240,16,0.8421052631578947,-0.33039033700227455,-612.5358276367188,1,2,414973530,2,1,
test,11,255,17,0.8947368421052632,-0.33039033700227455,-655.1551513671875,1,2,414973530,2,1,
test,11,270,18,0.9473684210526315,-0.33039033700227455,-697.32177734375,1,2,414973530,2,1,
test,11,285,19,1.0,-0.33039033700227455,-739.4635009765625,1,2,414973530,2,1,
test,12,0,0,0.0,-0.08698580311493488,-0.5618528127670288,1,2,414973530,2,1,
test,12,15,1,0.05263157894736842,-0.08698580311493488,1.8514742851257324,1,2,414973530,2,1,
test,12,30,2,0.10526315789473684,-0.08698580311493488,-0.37411925196647644,1,2,414973530,2,1,
test,12,45,3,0.15789473684210525,-0.08698580311493488,-11.628111839294434,1,2,414973530,2,1,
test,12,60,4,0.21052631578947367,-0.08698580311493488,-23.673259735107422,1,2,414973530,2,1,
test,12,75,5,0.2631578947368421,-0.08698580311493488,-32.9361686706543,1,2,414973530,2,1,
test,12,90,6,0.3157894736842105,-0.08698580311493488,-40.796234130859375,1,2,414973530,2,1,
test,12,105,7,0.3684210526315789,-0.08698580311493488,-48.15726852416992,1,2,414973530,2,1,
test,12,120,8,0.42105263157894735,-0.08698580311493488,-55.42222213745117,1,2,414973530,2,1,
test,12,135,9,0.47368421052631576,-0.08698580311493488,-62.6132926940918,1,2,414973530,2,1,
test,12,150,10,0.5263157894736842,-0.08698580311493488,-69.79981231689453,1,2,414973530,2,1,
test,12,165,11,0.5789473684210527,-0.08698580311493488,-77.35540771484375,1,2,414973530,2,1,
test,12,180,12,0.631578947368421,-0.08698580311493488,-84.6817855834961,1,2,414973530,2,1,
test,12,195,13,0.6842105263157895,-0.08698580311493488,-91.9797592163086,1,2,414973530,2,1,
test,12,210,14,0.7368421052631579,-0.08698580311493488,-99.19317626953125,1,2,414973530,2,1,
test,12,225,15,0.7894736842105263,-0.08698580311493488,-106.65234375,1,2,414973530,2,1,
test,12,240,16,0.8421052631578947,-0.08698580311493488,-114.07380676269531,1,2,414973530,2,1,
test,12,255,17,0.8947368421052632,-0.08698580311493488,-121.5475082397461,1,2,414973530,2,1,
test,12,270,18,0.9473684210526315,-0.08698580311493488,-129.04049682617188,1,2,414973530,2,1,
test,12,285,19,1.0,-0.08698580311493488,-136.6277313232422,1,2,414973530,2,1,
test,13,0,0,0.0,-0.1963377719651293,-0.5594978928565979,1,2,414973530,2,1,
test,13,15,1,0.05263157894736842,-0.1963377719651293,0.30736711621284485,1,2,414973530,2,1,
test,13,30,2,0.10526315789473684,-0.1963377719651293,-12.42352294921875,1,2,414973530,2,1,
test,13,45,3,0.15789473684210525,-0.1963377719651293,-29.040916442871094,1,2,414973530,2,1,
test,13,60,4,0.21052631578947367,-0.1963377719651293,-45.29655838012695,1,2,414973530,2,1,
test,13,75,5,0.2631578947368421,-0.1963377719651293,-60.17301559448242,1,2,414973530,2,1,
test,13,90,6,0.3157894736842105,-0.1963377719651293,-74.18811798095703,1,2,414973530,2,1,
test,13,105,7,0.3684210526315789,-0.1963377719651293,-87.95243072509766,1,2,414973530,2,1,
test,13,120,8,0.42105263157894735,-0.1963377719651293,-101.49781036376953,1,2,414973530,2,1,
test,13,135,9,0.47368421052631576,-0.1963377719651293,-114.76949310302734,1,2,414973530,2,1,
test,13,150,10,0.5263157894736842,-0.1963377719651293,-128.28858947753906,1,2,414973530,2,1,
test,13,165,11,0.5789473684210527,-0.1963377719651293,-141.3887481689453,1,2,414973530,2,1,
test,13,180,12,0.631578947368421,-0.1963377719651293,-154.63616943359375,1,2,414973530,2,1,
test,13,195,13,0.6842105263157895,-0.1963377719651293,-168.1859893798828,1,2,414973530,2,1,
test,13,210,14,0.7368421052631579,-0.1963377719651293,-181.35768127441406,1,2,414973530,2,1,
test,13,225,15,0.7894736842105263,-0.1963377719651293,-194.90603637695312,1,2,414973530,2,1,
test,13,240,16,0.8421052631578947,-0.1963377719651293,-208.3889617919922,1,2,414973530,2,1,
test,13,255,17,0.8947368421052632,-0.1963377719651293,-221.77401733398438,1,2,414973530,2,1,
test,13,270,18,0.9473684210526315,-0.1963377719651293,-234.8999786376953,1,2,414973530,2,1,
test,13,285,19,1.0,-0.1963377719651293,-248.06723022460938,1,2,414973530,2,1,
test,14,0,0,0.0,-0.12771201037928526,-0.5719315409660339,1,2,414973530,2,1,
test,14,15,1,0.05263157894736842,-0.12771201037928526,1.360607624053955,1,2,414973530,2,1,
test,14,30,2,0.10526315789473684,-0.12771201037928526,-6.226456642150879,1,2,414973530,2,1,
test,14,45,3,0.15789473684210525,-0.12771201037928526,-19.489892959594727,1,2,414973530,2,1,
test,14,60,4,0.21052631578947367,-0.12771201037928526,-35.0864372253418,1,2,414973530,2,1,
test,14,75,5,0.2631578947368421,-0.12771201037928526,-49.16978073120117,1,2,414973530,2,1,
test,14,90,6,0.3157894736842105,-0.12771201037928526,-60.645843505859375,1,2,414973530,2,1,
test,14,105,7,0.3684210526315789,-0.12771201037928526,-70.16940307617188,1,2,414973530,2,1,
test,14,120,8,0.42105263157894735,-0.12771201037928526,-78.16506958007812,1,2,414973530,2,1,
test,14,135,9,0.47368421052631576,-0.12771201037928526,-85.26478576660156,1,2,414973530,2,1,
test,14,150,10,0.5263157894736842,-0.12771201037928526,-91.41236877441406,1,2,414973530,2,1,
test,14,165,11,0.5789473684210527,-0.12771201037928526,-96.23320007324219,1,2,414973530,2,1,
test,14,180,12,0.631578947368421,-0.12771201037928526,-101.00911712646484,1,2,414973530,2,1,
test,14,195,13,0.6842105263157895,-0.12771201037928526,-104.67218780517578,1,2,414973530,2,1,
test,14,210,14,0.7368421052631579,-0.12771201037928526,-108.45172119140625,1,2,414973530,2,1,
test,14,225,15,0.7894736842105263,-0.12771201037928526,-111.29879760742188,1,2,414973530,2,1,
test,14,240,16,0.8421052631578947,-0.12771201037928526,-114.17391204833984,1,2,414973530,2,1,
test,14,255,17,0.8947368421052632,-0.12771201037928526,-116.50157165527344,1,2,414973530,2,1,
test,14,270,18,0.9473684210526315,-0.12771201037928526,-118.48457336425781,1,2,414973530,2,1,
test,14,285,19,1.0,-0.12771201037928526,-120.04789733886719,1,2,414973530,2,1,
test,15,0,0,0.0,0.19502236139423487,-0.520659327507019,1,2,414973530,2,1,
test,15,15,1,0.05263157894736842,0.19502236139423487,0.05286720395088196,1,2,414973530,2,1,
test,15,30,2,0.10526315789473684,0.19502236139423487,-3.985569953918457,1,2,414973530,2,1,
test,15,45,3,0.15789473684210525,0.19502236139423487,-9.222813606262207,1,2,414973530,2,1,
test,15,60,4,0.21052631578947367,0.19502236139423487,-14.319717407226562,1,2,414973530,2,1,
test,15,75,5,0.2631578947368421,0.19502236139423487,-19.27522850036621,1,2,414973530,2,1,
test,15,90,6,0.3157894736842105,0.19502236139423487,-24.276975631713867,1,2,414973530,2,1,
test,15,105,7,0.3684210526315789,0.19502236139423487,-28.235837936401367,1,2,414973530,2,1,
test,15,120,8,0.42105263157894735,0.19502236139423487,-31.6920108795166,1,2,414973530,2,1,
test,15,135,9,0.47368421052631576,0.19502236139423487,-34.89699172973633,1,2,414973530,2,1,
test,15,150,10,0.5263157894736842,0.19502236139423487,-37.66153335571289,1,2,414973530,2,1,
test,15,165,11,0.5789473684210527,0.19502236139423487,-39.013389587402344,1,2,414973530,2,1,
test,15,180,12,0.631578947368421,0.19502236139423487,-39.07437515258789,1,2,414973530,2,1,
test,15,195,13,0.6842105263157895,0.19502236139423487,-40.428749084472656,1,2,414973530,2,1,
test,15,210,14,0.7368421052631579,0.19502236139423487,-39.3925895690918,1,2,414973530,2,1,
test,15,225,15,0.7894736842105263,0.19502236139423487,-39.26491165161133,1,2,414973530,2,1,
test,15,240,16,0.8421052631578947,0.19502236139423487,-39.47883224487305,1,2,414973530,2,1,
test,15,255,17,0.8947368421052632,0.19502236139423487,-37.767494201660156,1,2,414973530,2,1,
test,15,270,18,0.9473684210526315,0.19502236139423487,-37.512062072753906,1,2,414973530,2,1,
test,15,285,19,1.0,0.19502236139423487,-36.194034576416016,1,2,414973530,2,1,
test,16,0,0,0.0,-0.2835927971877466,-0.5735527873039246,1,2,414973530,2,1,
test,16,15,1,0.05263157894736842,-0.2835927971877466,0.44938328862190247,1,2,414973530,2,1,
test,16,30,2,0.10526315789473684,-0.2835927971877466,-8.464191436767578,1,2,414973530,2,1,
test,16,45,3,0.15789473684210525,-0.2835927971877466,-23.867393493652344,1,2,414973530,2,1,
test,16,60,4,0.21052631578947367,-0.2835927971877466,-41.03569412231445,1,2,414973530,2,1,
test,16,75,5,0.2631578947368421,-0.2835927971877466,-58.71391296386719,1,2,414973530,2,1,
test,16,90,6,0.3157894736842105,-0.2835927971877466,-77.2113037109375,1,2,414973530,2,1,
test,16,105,7,0.3684210526315789,-0.2835927971877466,-96.328369140625,1,2,414973530,2,1,
test,16,120,8,0.42105263157894735,-0.2835927971877466,-116.3583755493164,1,2,414973530,2,1,
test,16,135,9,0.47368421052631576,-0.2835927971877466,-137.35244750976562,1,2,414973530,2,1,
test,16,150,10,0.5263157894736842,-0.2835927971877466,-158.77362060546875,1,2,414973530,2,1,
test,16,165,11,0.5789473684210527,-0.2835927971877466,-181.20849609375,1,2,414973530,2,1,
test,16,180,12,0.631578947368421,-0.2835927971877466,-203.56143188476562,1,2,414973530,2,1,
test,16,195,13,0.6842105263157895,-0.2835927971877466,-226.7097625732422,1,2,414973530,2,1,
test,16,210,14,0.7368421052631579,-0.2835927971877466,-250.7454833984375,1,2,414973530,2,1,
test,16,225,15,0.7894736842105263,-0.2835927971877466,-275.3490905761719,1,2,414973530,2,1,
test,16,240,16,0.8421052631578947,-0.2835927971877466,-300.3105773925781,1,2,414973530,2,1,
test,16,255,17,0.8947368421052632,-0.2835927971877466,-326.1184997558594,1,2,414973530,2,1,
test,16,270,18,0.9473684210526315,-0.2835927971877466,-352.530517578125,1,2,414973530,2,1,
test,16,285,19,1.0,-0.2835927971877466,-379.4406433105469,1,2,414973530,2,1,
test,17,0,0,0.0,-0.1515654324056017,-0.5618177056312561,1,2,414973530,2,1,
test,17,15,1,0.05263157894736842,-0.1515654324056017,0.7318146824836731,1,2,414973530,2,1,
test,17,30,2,0.10526315789473684,-0.1515654324056017,-10.010701179504395,1,2,414973530,2,1,
test,17,45,3,0.15789473684210525,-0.1515654324056017,-23.221500396728516,1,2,414973530,2,1,
test,17,60,4,0.21052631578947367,-0.1515654324056017,-37.102882385253906,1,2,414973530,2,1,
test,17,75,5,0.2631578947368421,-0.1515654324056017,-51.8106803894043,1,2,414973530,2,1,
test,17,90,6,0.3157894736842105,-0.1515654324056017,-66.29682922363281,1,2,414973530,2,1,
test,17,105,7,0.3684210526315789,-0.1515654324056017,-80.99185180664062,1,2,414973530,2,1,
test,17,120,8,0.42105263157894735,-0.1515654324056017,-96.02003479003906,1,2,414973530,2,1,
test,17,135,9,0.47368421052631576,-0.1515654324056017,-111.15711975097656,1,2,414973530,2,1,
test,17,150,10,0.5263157894736842,-0.1515654324056017,-126.01441955566406,1,2,414973530,2,1,
