split,sim_idx,frame,frame_order,frame_frac,final_p_ratio,z0,latent_dim,repeat,seed,train_networks,train_frames_per_network,z1
test,1,105,7,0.3684210526315789,0.2511593493496609,-487.49102783203125,1,1,414963348,1,1,
test,1,120,8,0.42105263157894735,0.2511593493496609,-561.713623046875,1,1,414963348,1,1,
test,1,135,9,0.47368421052631576,0.2511593493496609,-636.5948486328125,1,1,414963348,1,1,
test,1,150,10,0.5263157894736842,0.2511593493496609,-711.4513549804688,1,1,414963348,1,1,
test,1,165,11,0.5789473684210527,0.2511593493496609,-786.8678588867188,1,1,414963348,1,1,
test,1,180,12,0.631578947368421,0.2511593493496609,-862.803955078125,1,1,414963348,1,1,
test,1,195,13,0.6842105263157895,0.2511593493496609,-938.7814331054688,1,1,414963348,1,1,
test,1,210,14,0.7368421052631579,0.2511593493496609,-1015.1456298828125,1,1,414963348,1,1,
test,1,225,15,0.7894736842105263,0.2511593493496609,-1091.9658203125,1,1,414963348,1,1,
test,1,240,16,0.8421052631578947,0.2511593493496609,-1168.7060546875,1,1,414963348,1,1,
test,1,255,17,0.8947368421052632,0.2511593493496609,-1245.7880859375,1,1,414963348,1,1,
test,1,270,18,0.9473684210526315,0.2511593493496609,-1322.364990234375,1,1,414963348,1,1,
test,1,285,19,1.0,0.2511593493496609,-1399.6396484375,1,1,414963348,1,1,
test,2,0,0,0.0,-0.20617802151122547,-0.12677791714668274,1,1,414963348,1,1,
test,2,15,1,0.05263157894736842,-0.20617802151122547,-36.298439025878906,1,1,414963348,1,1,
test,2,30,2,0.10526315789473684,-0.20617802151122547,-119.78768157958984,1,1,414963348,1,1,
test,2,45,3,0.15789473684210525,-0.20617802151122547,-226.96572875976562,1,1,414963348,1,1,
test,2,60,4,0.21052631578947367,-0.20617802151122547,-324.04638671875,1,1,414963348,1,1,
test,2,75,5,0.2631578947368421,-0.20617802151122547,-420.553466796875,1,1,414963348,1,1,
test,2,90,6,0.3157894736842105,-0.20617802151122547,-516.1401977539062,1,1,414963348,1,1,
test,2,105,7,0.3684210526315789,-0.20617802151122547,-611.486083984375,1,1,414963348,1,1,
test,2,120,8,0.42105263157894735,-0.20617802151122547,-705.577880859375,1,1,414963348,1,1,
test,2,135,9,0.47368421052631576,-0.20617802151122547,-799.096923828125,1,1,414963348,1,1,
test,2,150,10,0.5263157894736842,-0.20617802151122547,-891.9871826171875,1,1,414963348,1,1,
test,2,165,11,0.5789473684210527,-0.20617802151122547,-984.0057373046875,1,1,414963348,1,1,
test,2,180,12,0.631578947368421,-0.20617802151122547,-1075.2684326171875,1,1,414963348,1,1,
test,2,195,13,0.6842105263157895,-0.20617802151122547,-1165.882568359375,1,1,414963348,1,1,
test,2,210,14,0.7368421052631579,-0.20617802151122547,-1255.3427734375,1,1,414963348,1,1,
test,2,225,15,0.7894736842105263,-0.20617802151122547,-1344.6656494140625,1,1,414963348,1,1,
test,2,240,16,0.8421052631578947,-0.20617802151122547,-1434.3526611328125,1,1,414963348,1,1,
test,2,255,17,0.8947368421052632,-0.20617802151122547,-1522.5792236328125,1,1,414963348,1,1,
test,2,270,18,0.9473684210526315,-0.20617802151122547,-1610.720947265625,1,1,414963348,1,1,
test,2,285,19,1.0,-0.20617802151122547,-1698.308349609375,1,1,414963348,1,1,
test,3,0,0,0.0,-0.17404791264035285,-0.1289987862110138,1,1,414963348,1,1,
test,3,15,1,0.05263157894736842,-0.17404791264035285,-36.344486236572266,1,1,414963348,1,1,
test,3,30,2,0.10526315789473684,-0.17404791264035285,-110.49745178222656,1,1,414963348,1,1,
test,3,45,3,0.15789473684210525,-0.17404791264035285,-183.90997314453125,1,1,414963348,1,1,
test,3,60,4,0.21052631578947367,-0.17404791264035285,-255.6792449951172,1,1,414963348,1,1,
test,3,75,5,0.2631578947368421,-0.17404791264035285,-328.1011657714844,1,1,414963348,1,1,
test,3,90,6,0.3157894736842105,-0.17404791264035285,-404.8844299316406,1,1,414963348,1,1,
test,3,105,7,0.3684210526315789,-0.17404791264035285,-486.06060791015625,1,1,414963348,1,1,
test,3,120,8,0.42105263157894735,-0.17404791264035285,-570.9168701171875,1,1,414963348,1,1,
test,3,135,9,0.47368421052631576,-0.17404791264035285,-656.8897094726562,1,1,414963348,1,1,
test,3,150,10,0.5263157894736842,-0.17404791264035285,-743.6640014648438,1,1,414963348,1,1,
test,3,165,11,0.5789473684210527,-0.17404791264035285,-830.4486083984375,1,1,414963348,1,1,
test,3,180,12,0.631578947368421,-0.17404791264035285,-917.4759521484375,1,1,414963348,1,1,
test,3,195,13,0.6842105263157895,-0.17404791264035285,-1004.8046875,1,1,414963348,1,1,
test,3,210,14,0.7368421052631579,-0.17404791264035285,-1092.5391845703125,1,1,414963348,1,1,
test,3,225,15,0.7894736842105263,-0.17404791264035285,-1180.8040771484375,1,1,414963348,1,1,
test,3,240,16,0.8421052631578947,-0.17404791264035285,-1269.41552734375,1,1,414963348,1,1,
test,3,255,17,0.8947368421052632,-0.17404791264035285,-1358.377685546875,1,1,414963348,1,1,
test,3,270,18,0.9473684210526315,-0.17404791264035285,-1447.737548828125,1,1,414963348,1,1,
test,3,285,19,1.0,-0.17404791264035285,-1537.6719970703125,1,1,414963348,1,1,
test,4,0,0,0.0,-0.45901086920611844,-0.13120010495185852,1,1,414963348,1,1,
test,4,15,1,0.05263157894736842,-0.45901086920611844,-34.54875564575195,1,1,414963348,1,1,
test,4,30,2,0.10526315789473684,-0.45901086920611844,-108.6445541381836,1,1,414963348,1,1,
test,4,45,3,0.15789473684210525,-0.45901086920611844,-195.96414184570312,1,1,414963348,1,1,
test,4,60,4,0.21052631578947367,-0.45901086920611844,-278.4873962402344,1,1,414963348,1,1,
test,4,75,5,0.2631578947368421,-0.45901086920611844,-360.99212646484375,1,1,414963348,1,1,
test,4,90,6,0.3157894736842105,-0.45901086920611844,-445.0650634765625,1,1,414963348,1,1,
test,4,105,7,0.3684210526315789,-0.45901086920611844,-530.5784301757812,1,1,414963348,1,1,
test,4,120,8,0.42105263157894735,-0.45901086920611844,-617.1708984375,1,1,414963348,1,1,
test,4,135,9,0.47368421052631576,-0.45901086920611844,-704.8622436523438,1,1,414963348,1,1,
test,4,150,10,0.5263157894736842,-0.45901086920611844,-793.5144653320312,1,1,414963348,1,1,
test,4,165,11,0.5789473684210527,-0.45901086920611844,-882.87060546875,1,1,414963348,1,1,
test,4,180,12,0.631578947368421,-0.45901086920611844,-973.2058715820312,1,1,414963348,1,1,
test,4,195,13,0.6842105263157895,-0.45901086920611844,-1063.93310546875,1,1,414963348,1,1,
test,4,210,14,0.7368421052631579,-0.45901086920611844,-1155.3306884765625,1,1,414963348,1,1,
test,4,225,15,0.7894736842105263,-0.45901086920611844,-1247.670166015625,1,1,414963348,1,1,
test,4,240,16,0.8421052631578947,-0.45901086920611844,-1340.3306884765625,1,1,414963348,1,1,
test,4,255,17,0.8947368421052632,-0.45901086920611844,-1433.4334716796875,1,1,414963348,1,1,
test,4,270,18,0.9473684210526315,-0.45901086920611844,-1526.7376708984375,1,1,414963348,1,1,
test,4,285,19,1.0,-0.45901086920611844,-1620.633056640625,1,1,414963348,1,1,
test,5,0,0,0.0,-0.13193082504033954,-0.13088271021842957,1,1,414963348,1,1,
test,5,15,1,0.05263157894736842,-0.13193082504033954,-55.05247116088867,1,1,414963348,1,1,
test,5,30,2,0.10526315789473684,-0.13193082504033954,-142.1780548095703,1,1,414963348,1,1,
test,5,45,3,0.15789473684210525,-0.13193082504033954,-233.92845153808594,1,1,414963348,1,1,
test,5,60,4,0.21052631578947367,-0.13193082504033954,-328.29095458984375,1,1,414963348,1,1,
test,5,75,5,0.2631578947368421,-0.13193082504033954,-422.1584777832031,1,1,414963348,1,1,
test,5,90,6,0.3157894736842105,-0.13193082504033954,-515.478515625,1,1,414963348,1,1,
test,5,105,7,0.3684210526315789,-0.13193082504033954,-608.0422973632812,1,1,414963348,1,1,
test,5,120,8,0.42105263157894735,-0.13193082504033954,-700.4382934570312,1,1,414963348,1,1,
test,5,135,9,0.47368421052631576,-0.13193082504033954,-792.7386474609375,1,1,414963348,1,1,
test,5,150,10,0.5263157894736842,-0.13193082504033954,-884.63671875,1,1,414963348,1,1,
test,5,165,11,0.5789473684210527,-0.13193082504033954,-976.89111328125,1,1,414963348,1,1,
test,5,180,12,0.631578947368421,-0.13193082504033954,-1069.150634765625,1,1,414963348,1,1,
test,5,195,13,0.6842105263157895,-0.13193082504033954,-1161.2581787109375,1,1,414963348,1,1,
test,5,210,14,0.7368421052631579,-0.13193082504033954,-1253.876220703125,1,1,414963348,1,1,
test,5,225,15,0.7894736842105263,-0.13193082504033954,-1346.312255859375,1,1,414963348,1,1,
test,5,240,16,0.8421052631578947,-0.13193082504033954,-1438.8067626953125,1,1,414963348,1,1,
test,5,255,17,0.8947368421052632,-0.13193082504033954,-1531.526611328125,1,1,414963348,1,1,
test,5,270,18,0.9473684210526315,-0.13193082504033954,-1624.17236328125,1,1,414963348,1,1,
test,5,285,19,1.0,-0.13193082504033954,-1716.881591796875,1,1,414963348,1,1,
test,6,0,0,0.0,0.18341754005038485,-0.12902286648750305,1,1,414963348,1,1,
test,6,15,1,0.05263157894736842,0.18341754005038485,-38.55735778808594,1,1,414963348,1,1,
test,6,30,2,0.10526315789473684,0.18341754005038485,-94.96614837646484,1,1,414963348,1,1,
test,6,45,3,0.15789473684210525,0.18341754005038485,-151.6441650390625,1,1,414963348,1,1,
test,6,60,4,0.21052631578947367,0.18341754005038485,-208.39398193359375,1,1,414963348,1,1,
test,6,75,5,0.2631578947368421,0.18341754005038485,-265.18780517578125,1,1,414963348,1,1,
test,6,90,6,0.3157894736842105,0.18341754005038485,-322.08837890625,1,1,414963348,1,1,
test,6,105,7,0.3684210526315789,0.18341754005038485,-378.8536682128906,1,1,414963348,1,1,
test,6,120,8,0.42105263157894735,0.18341754005038485,-435.46392822265625,1,1,414963348,1,1,
test,6,135,9,0.47368421052631576,0.18341754005038485,-492.1362609863281,1,1,414963348,1,1,
test,6,150,10,0.5263157894736842,0.18341754005038485,-548.86328125,1,1,414963348,1,1,
test,6,165,11,0.5789473684210527,0.18341754005038485,-605.4668579101562,1,1,414963348,1,1,
test,6,180,12,0.631578947368421,0.18341754005038485,-661.881103515625,1,1,414963348,1,1,
test,6,195,13,0.6842105263157895,0.18341754005038485,-718.2884521484375,1,1,414963348,1,1,
test,6,210,14,0.7368421052631579,0.18341754005038485,-774.7985229492188,1,1,414963348,1,1,
test,6,225,15,0.7894736842105263,0.18341754005038485,-831.3645629882812,1,1,414963348,1,1,
test,6,240,16,0.8421052631578947,0.18341754005038485,-887.8385620117188,1,1,414963348,1,1,
test,6,255,17,0.8947368421052632,0.18341754005038485,-944.1907958984375,1,1,414963348,1,1,
test,6,270,18,0.9473684210526315,0.18341754005038485,-1000.6671142578125,1,1,414963348,1,1,
test,6,285,19,1.0,0.18341754005038485,-1057.0609130859375,1,1,414963348,1,1,
test,7,0,0,0.0,0.3453760393512503,-0.10411138087511063,1,1,414963348,1,1,
test,7,15,1,0.05263157894736842,0.3453760393512503,-43.26404571533203,1,1,414963348,1,1,
test,7,30,2,0.10526315789473684,0.3453760393512503,-103.39791107177734,1,1,414963348,1,1,
test,7,45,3,0.15789473684210525,0.3453760393512503,-164.15921020507812,1,1,414963348,1,1,
test,7,60,4,0.21052631578947367,0.3453760393512503,-225.5161895751953,1,1,414963348,1,1,
test,7,75,5,0.2631578947368421,0.3453760393512503,-287.7502136230469,1,1,414963348,1,1,
test,7,90,6,0.3157894736842105,0.3453760393512503,-350.5003356933594,1,1,414963348,1,1,
test,7,105,7,0.3684210526315789,0.3453760393512503,-413.82464599609375,1,1,414963348,1,1,
test,7,120,8,0.42105263157894735,0.3453760393512503,-477.4981689453125,1,1,414963348,1,1,
test,7,135,9,0.47368421052631576,0.3453760393512503,-541.80517578125,1,1,414963348,1,1,
test,7,150,10,0.5263157894736842,0.3453760393512503,-606.0208740234375,1,1,414963348,1,1,
test,7,165,11,0.5789473684210527,0.3453760393512503,-670.53125,1,1,414963348,1,1,
test,7,180,12,0.631578947368421,0.3453760393512503,-735.3013916015625,1,1,414963348,1,1,
test,7,195,13,0.6842105263157895,0.3453760393512503,-800.1918334960938,1,1,414963348,1,1,
test,7,210,14,0.7368421052631579,0.3453760393512503,-865.380859375,1,1,414963348,1,1,
test,7,225,15,0.7894736842105263,0.3453760393512503,-930.2735595703125,1,1,414963348,1,1,
test,7,240,16,0.8421052631578947,0.3453760393512503,-995.82421875,1,1,414963348,1,1,
test,7,255,17,0.8947368421052632,0.3453760393512503,-1061.63818359375,1,1,414963348,1,1,
test,7,270,18,0.9473684210526315,0.3453760393512503,-1128.0772705078125,1,1,414963348,1,1,
test,7,285,19,1.0,0.3453760393512503,-1194.0281982421875,1,1,414963348,1,1,
test,8,0,0,0.0,-0.17738836707016928,-0.1309346705675125,1,1,414963348,1,1,
test,8,15,1,0.05263157894736842,-0.17738836707016928,-53.02949523925781,1,1,414963348,1,1,
test,8,30,2,0.10526315789473684,-0.17738836707016928,-137.1550750732422,1,1,414963348,1,1,
test,8,45,3,0.15789473684210525,-0.17738836707016928,-224.3419189453125,1,1,414963348,1,1,
test,8,60,4,0.21052631578947367,-0.17738836707016928,-311.4600830078125,1,1,414963348,1,1,
test,8,75,5,0.2631578947368421,-0.17738836707016928,-399.0357360839844,1,1,414963348,1,1,
test,8,90,6,0.3157894736842105,-0.17738836707016928,-487.9273986816406,1,1,414963348,1,1,
test,8,105,7,0.3684210526315789,-0.17738836707016928,-578.3977661132812,1,1,414963348,1,1,
test,8,120,8,0.42105263157894735,-0.17738836707016928,-669.7166748046875,1,1,414963348,1,1,
test,8,135,9,0.47368421052631576,-0.17738836707016928,-761.5675048828125,1,1,414963348,1,1,
test,8,150,10,0.5263157894736842,-0.17738836707016928,-853.5370483398438,1,1,414963348,1,1,
test,8,165,11,0.5789473684210527,-0.17738836707016928,-945.8667602539062,1,1,414963348,1,1,
test,8,180,12,0.631578947368421,-0.17738836707016928,-1038.38623046875,1,1,414963348,1,1,
test,8,195,13,0.6842105263157895,-0.17738836707016928,-1130.6417236328125,1,1,414963348,1,1,
test,8,210,14,0.7368421052631579,-0.17738836707016928,-1222.937744140625,1,1,414963348,1,1,
test,8,225,15,0.7894736842105263,-0.17738836707016928,-1315.0684814453125,1,1,414963348,1,1,
test,8,240,16,0.8421052631578947,-0.17738836707016928,-1407.679931640625,1,1,414963348,1,1,
test,8,255,17,0.8947368421052632,-0.17738836707016928,-1499.703369140625,1,1,414963348,1,1,
test,8,270,18,0.9473684210526315,-0.17738836707016928,-1592.02880859375,1,1,414963348,1,1,
test,8,285,19,1.0,-0.17738836707016928,-1684.2039794921875,1,1,414963348,1,1,
test,9,0,0,0.0,0.33742504039823745,-0.08980919420719147,1,1,414963348,1,1,
test,9,15,1,0.05263157894736842,0.33742504039823745,-49.30107879638672,1,1,414963348,1,1,
test,9,30,2,0.10526315789473684,0.33742504039823745,-121.19334411621094,1,1,414963348,1,1,
test,9,45,3,0.15789473684210525,0.33742504039823745,-195.37982177734375,1,1,414963348,1,1,
test,9,60,4,0.21052631578947367,0.33742504039823745,-271.1100769042969,1,1,414963348,1,1,
test,9,75,5,0.2631578947368421,0.33742504039823745,-346.9840087890625,1,1,414963348,1,1,
test,9,90,6,0.3157894736842105,0.33742504039823745,-422.5107116699219,1,1,414963348,1,1,
test,9,105,7,0.3684210526315789,0.33742504039823745,-497.2486572265625,1,1,414963348,1,1,
test,9,120,8,0.42105263157894735,0.33742504039823745,-571.5767822265625,1,1,414963348,1,1,
test,9,135,9,0.47368421052631576,0.33742504039823745,-645.4434204101562,1,1,414963348,1,1,
test,9,150,10,0.5263157894736842,0.33742504039823745,-719.1338500976562,1,1,414963348,1,1,
test,9,165,11,0.5789473684210527,0.33742504039823745,-792.826171875,1,1,414963348,1,1,
test,9,180,12,0.631578947368421,0.33742504039823745,-866.041259765625,1,1,414963348,1,1,
test,9,195,13,0.6842105263157895,0.33742504039823745,-939.6422119140625,1,1,414963348,1,1,
test,9,210,14,0.7368421052631579,0.33742504039823745,-1012.79833984375,1,1,414963348,1,1,
test,9,225,15,0.7894736842105263,0.33742504039823745,-1085.97021484375,1,1,414963348,1,1,
test,9,240,16,0.8421052631578947,0.33742504039823745,-1159.26220703125,1,1,414963348,1,1,
test,9,255,17,0.8947368421052632,0.33742504039823745,-1232.7369384765625,1,1,414963348,1,1,
test,9,270,18,0.9473684210526315,0.33742504039823745,-1306.138916015625,1,1,414963348,1,1,
test,9,285,19,1.0,0.33742504039823745,-1379.3992919921875,1,1,414963348,1,1,
test,10,0,0,0.0,0.3873779088920612,-0.09539282321929932,1,1,414963348,1,1,
test,10,15,1,0.05263157894736842,0.3873779088920612,-43.31675720214844,1,1,414963348,1,1,
test,10,30,2,0.10526315789473684,0.3873779088920612,-105.92545318603516,1,1,414963348,1,1,
test,10,45,3,0.15789473684210525,0.3873779088920612,-172.24603271484375,1,1,414963348,1,1,
test,10,60,4,0.21052631578947367,0.3873779088920612,-239.20065307617188,1,1,414963348,1,1,
test,10,75,5,0.2631578947368421,0.3873779088920612,-304.20904541015625,1,1,414963348,1,1,
test,10,90,6,0.3157894736842105,0.3873779088920612,-367.3103332519531,1,1,414963348,1,1,
test,10,105,7,0.3684210526315789,0.3873779088920612,-429.12261962890625,1,1,414963348,1,1,
test,10,120,8,0.42105263157894735,0.3873779088920612,-490.1011047363281,1,1,414963348,1,1,
test,10,135,9,0.47368421052631576,0.3873779088920612,-551.1184692382812,1,1,414963348,1,1,
test,10,150,10,0.5263157894736842,0.3873779088920612,-611.9077758789062,1,1,414963348,1,1,
test,10,165,11,0.5789473684210527,0.3873779088920612,-672.7854614257812,1,1,414963348,1,1,
test,10,180,12,0.631578947368421,0.3873779088920612,-733.4376220703125,1,1,414963348,1,1,
test,10,195,13,0.6842105263157895,0.3873779088920612,-794.1846313476562,1,1,414963348,1,1,
test,10,210,14,0.7368421052631579,0.3873779088920612,-855.0720825195312,1,1,414963348,1,1,
test,10,225,15,0.7894736842105263,0.3873779088920612,-915.498291015625,1,1,414963348,1,1,
test,10,240,16,0.8421052631578947,0.3873779088920612,-976.1934814453125,1,1,414963348,1,1,
test,10,255,17,0.8947368421052632,0.3873779088920612,-1036.9403076171875,1,1,414963348,1,1,
test,10,270,18,0.9473684210526315,0.3873779088920612,-1097.5467529296875,1,1,414963348,1,1,
test,10,285,19,1.0,0.3873779088920612,-1158.2578125,1,1,414963348,1,1,
test,11,0,0,0.0,0.27673880911901655,-0.11416727304458618,1,1,414963348,1,1,
test,11,15,1,0.05263157894736842,0.27673880911901655,-61.45895004272461,1,1,414963348,1,1,
test,11,30,2,0.10526315789473684,0.27673880911901655,-155.859619140625,1,1,414963348,1,1,
test,11,45,3,0.15789473684210525,0.27673880911901655,-256.15594482421875,1,1,414963348,1,1,
test,11,60,4,0.21052631578947367,0.27673880911901655,-353.06060791015625,1,1,414963348,1,1,
test,11,75,5,0.2631578947368421,0.27673880911901655,-447.0898132324219,1,1,414963348,1,1,
test,11,90,6,0.3157894736842105,0.27673880911901655,-540.1736450195312,1,1,414963348,1,1,
test,11,105,7,0.3684210526315789,0.27673880911901655,-633.125,1,1,414963348,1,1,
test,11,120,8,0.42105263157894735,0.27673880911901655,-726.129150390625,1,1,414963348,1,1,
test,11,135,9,0.47368421052631576,0.27673880911901655,-819.01416015625,1,1,414963348,1,1,
test,11,150,10,0.5263157894736842,0.27673880911901655,-912.3475952148438,1,1,414963348,1,1,
test,11,165,11,0.5789473684210527,0.27673880911901655,-1005.2023315429688,1,1,414963348,1,1,
test,11,180,12,0.631578947368421,0.27673880911901655,-1098.501953125,1,1,414963348,1,1,
test,11,195,13,0.6842105263157895,0.27673880911901655,-1191.436279296875,1,1,414963348,1,1,
test,11,210,14,0.7368421052631579,0.27673880911901655,-1284.783935546875,1,1,414963348,1,1,
test,11,225,15,0.7894736842105263,0.27673880911901655,-1378.2607421875,1,1,414963348,1,1,
test,11,240,16,0.8421052631578947,0.27673880911901655,-1471.364013671875,1,1,414963348,1,1,
test,11,255,17,0.8947368421052632,0.27673880911901655,-1564.764892578125,1,1,414963348,1,1,
test,11,270,18,0.9473684210526315,0.27673880911901655,-1658.0994873046875,1,1,414963348,1,1,
test,11,285,19,1.0,0.27673880911901655,-1751.5728759765625,1,1,414963348,1,1,
test,12,0,0,0.0,-0.08698580311493488,-0.13407643139362335,1,1,414963348,1,1,
test,12,15,1,0.05263157894736842,-0.08698580311493488,-45.32977294921875,1,1,414963348,1,1,
test,12,30,2,0.10526315789473684,-0.08698580311493488,-113.75825500488281,1,1,414963348,1,1,
test,12,45,3,0.15789473684210525,-0.08698580311493488,-187.06373596191406,1,1,414963348,1,1,
test,12,60,4,0.21052631578947367,-0.08698580311493488,-264.3870544433594,1,1,414963348,1,1,
test,12,75,5,0.2631578947368421,-0.08698580311493488,-345.8297119140625,1,1,414963348,1,1,
test,12,90,6,0.3157894736842105,-0.08698580311493488,-429.439208984375,1,1,414963348,1,1,
test,12,105,7,0.3684210526315789,-0.08698580311493488,-512.1275024414062,1,1,414963348,1,1,
test,12,120,8,0.42105263157894735,-0.08698580311493488,-593.5638427734375,1,1,414963348,1,1,
test,12,135,9,0.47368421052631576,-0.08698580311493488,-673.560791015625,1,1,414963348,1,1,
test,12,150,10,0.5263157894736842,-0.08698580311493488,-753.6685791015625,1,1,414963348,1,1,
test,12,165,11,0.5789473684210527,-0.08698580311493488,-833.7095947265625,1,1,414963348,1,1,
test,12,180,12,0.631578947368421,-0.08698580311493488,-913.6294555664062,1,1,414963348,1,1,
test,12,195,13,0.6842105263157895,-0.08698580311493488,-993.7272338867188,1,1,414963348,1,1,
test,12,210,14,0.7368421052631579,-0.08698580311493488,-1073.9903564453125,1,1,414963348,1,1,
test,12,225,15,0.7894736842105263,-0.08698580311493488,-1153.876708984375,1,1,414963348,1,1,
test,12,240,16,0.8421052631578947,-0.08698580311493488,-1234.3780517578125,1,1,414963348,1,1,
test,12,255,17,0.8947368421052632,-0.08698580311493488,-1314.6500244140625,1,1,414963348,1,1,
test,12,270,18,0.9473684210526315,-0.08698580311493488,-1395.273681640625,1,1,414963348,1,1,
test,12,285,19,1.0,-0.08698580311493488,-1476.0596923828125,1,1,414963348,1,1,
test,13,0,0,0.0,-0.06082767686482228,-0.1372605562210083,1,1,414963348,1,1,
test,13,15,1,0.05263157894736842,-0.06082767686482228,-56.01268768310547,1,1,414963348,1,1,
test,13,30,2,0.10526315789473684,-0.06082767686482228,-129.74310302734375,1,1,414963348,1,1,
test,13,45,3,0.15789473684210525,-0.06082767686482228,-205.67279052734375,1,1,414963348,1,1,
test,13,60,4,0.21052631578947367,-0.06082767686482228,-282.5205383300781,1,1,414963348,1,1,
test,13,75,5,0.2631578947368421,-0.06082767686482228,-358.30303955078125,1,1,414963348,1,1,
test,13,90,6,0.3157894736842105,-0.06082767686482228,-433.479248046875,1,1,414963348,1,1,
test,13,105,7,0.3684210526315789,-0.06082767686482228,-507.51361083984375,1,1,414963348,1,1,
test,13,120,8,0.42105263157894735,-0.06082767686482228,-581.1539306640625,1,1,414963348,1,1,
test,13,135,9,0.47368421052631576,-0.06082767686482228,-654.8995361328125,1,1,414963348,1,1,
test,13,150,10,0.5263157894736842,-0.06082767686482228,-728.6431884765625,1,1,414963348,1,1,
test,13,165,11,0.5789473684210527,-0.06082767686482228,-802.8934326171875,1,1,414963348,1,1,
test,13,180,12,0.631578947368421,-0.06082767686482228,-878.0855712890625,1,1,414963348,1,1,
test,13,195,13,0.6842105263157895,-0.06082767686482228,-953.8323364257812,1,1,414963348,1,1,
test,13,210,14,0.7368421052631579,-0.06082767686482228,-1030.2608642578125,1,1,414963348,1,1,
test,13,225,15,0.7894736842105263,-0.06082767686482228,-1107.027587890625,1,1,414963348,1,1,
test,13,240,16,0.8421052631578947,-0.06082767686482228,-1185.0576171875,1,1,414963348,1,1,
test,13,255,17,0.8947368421052632,-0.06082767686482228,-1262.87841796875,1,1,414963348,1,1,
test,13,270,18,0.9473684210526315,-0.06082767686482228,-1341.901123046875,1,1,414963348,1,1,
test,13,285,19,1.0,-0.06082767686482228,-1420.95703125,1,1,414963348,1,1,
test,14,0,0,0.0,-0.04889763898242052,-0.12925054132938385,1,1,414963348,1,1,
test,14,15,1,0.05263157894736842,-0.04889763898242052,-47.680702209472656,1,1,414963348,1,1,
test,14,30,2,0.10526315789473684,-0.04889763898242052,-113.8409652709961,1,1,414963348,1,1,
test,14,45,3,0.15789473684210525,-0.04889763898242052,-177.829345703125,1,1,414963348,1,1,
test,14,60,4,0.21052631578947367,-0.04889763898242052,-240.96160888671875,1,1,414963348,1,1,
test,14,75,5,0.2631578947368421,-0.04889763898242052,-305.35198974609375,1,1,414963348,1,1,
test,14,90,6,0.3157894736842105,-0.04889763898242052,-371.41925048828125,1,1,414963348,1,1,
test,14,105,7,0.3684210526315789,-0.04889763898242052,-438.4268493652344,1,1,414963348,1,1,
test,14,120,8,0.42105263157894735,-0.04889763898242052,-506.0802001953125,1,1,414963348,1,1,
