dataset,epoch,train_dz_mse_norm,train_dz_mse_raw
single-network CV2 sim-0,93,0.22235785617958753,2.846347881568789e-06
single-network CV2 sim-0,94,0.20070767179131507,2.582000377060467e-06
single-network CV2 sim-0,95,0.22337578078731896,2.8695420397184533e-06
single-network CV2 sim-0,96,0.20419961493462324,2.6207664134858534e-06
single-network CV2 sim-0,97,0.2529944495297968,3.2655747617127417e-06
single-network CV2 sim-0,98,0.2055453068576753,2.6593476476932667e-06
single-network CV2 sim-0,99,0.2060100886039436,2.6483788232667394e-06
single-network CV2 sim-0,100,0.20560193713754416,2.642229677718433e-06
single-network CV2 sim-0,101,0.22418108670972287,2.8818799243879313e-06
single-network CV2 sim-0,102,0.2049867316149175,2.642723244150602e-06
single-network CV2 sim-0,103,0.20707245403900743,2.6674667608972412e-06
single-network CV2 sim-0,104,0.22295282166451216,2.8610532190498363e-06
single-network CV2 sim-0,105,0.19052833509631456,2.4440051561214204e-06
single-network CV2 sim-0,106,0.18982742205262185,2.4354790681968552e-06
single-network CV2 sim-0,107,0.1824396472700755,2.344028605127946e-06
single-network CV2 sim-0,108,0.20725817717611789,2.6719925443785543e-06
single-network CV2 sim-0,109,0.2009908612817526,2.5828600684008053e-06
single-network CV2 sim-0,110,0.20961488196626304,2.699130843097919e-06
single-network CV2 sim-0,111,0.1697094826027751,2.19116729738289e-06
single-network CV2 sim-0,112,0.19095941185951232,2.4583970244407284e-06
single-network CV2 sim-0,113,0.24023247174918652,3.088078491941815e-06
single-network CV2 sim-0,114,0.1831467103213072,2.3537598806910865e-06
single-network CV2 sim-0,115,0.19271715059876443,2.486498382836544e-06
single-network CV2 sim-0,116,0.19183394769206644,2.467984550946767e-06
single-network CV2 sim-0,117,0.2033033070154488,2.619721767871397e-06
single-network CV2 sim-0,118,0.16053124023601412,2.0687440354549837e-06
single-network CV2 sim-0,119,0.22389111975207926,2.874413712561363e-06
single-network CV2 sim-0,120,0.21251692585647106,2.7379534515148407e-06
single-network CV2 sim-0,121,0.2145810888148844,2.7541419285626036e-06
single-network CV2 sim-0,122,0.19549557361751796,2.5098523792621563e-06
single-network CV2 sim-0,123,0.1669545389671839,2.1397516466084563e-06
single-network CV2 sim-0,124,0.1919434228911996,2.471063771736226e-06
single-network CV2 sim-0,125,0.16491371663287283,2.121966839396805e-06
single-network CV2 sim-0,126,0.23661275701597334,3.0436182747450857e-06
single-network CV2 sim-0,127,0.15588444378226995,2.005940501348391e-06
single-network CV2 sim-0,128,0.1706371292413678,2.1997857776456797e-06
single-network CV2 sim-0,129,0.156388882920146,2.0117106977579622e-06
single-network CV2 sim-0,130,0.14594997419044375,1.8776479777216082e-06
single-network CV2 sim-0,131,0.14555956491385585,1.8792850263515958e-06
single-network CV2 sim-0,132,0.2401106445118785,3.091820326517336e-06
single-network CV2 sim-0,133,0.2426956186071038,3.12194120795084e-06
single-network CV2 sim-0,134,0.2294083672342822,2.953771530123106e-06
single-network CV2 sim-0,135,0.17964691044762732,2.316196280105487e-06
single-network CV2 sim-0,136,0.17287279133452102,2.222461817158461e-06
single-network CV2 sim-0,137,0.16180838646814663,2.08249432710611e-06
single-network CV2 sim-0,138,0.18486006590537726,2.3766557980309243e-06
single-network CV2 sim-0,139,0.17545173099497333,2.2577092972486666e-06
single-network CV2 sim-0,140,0.1877521753311157,2.4131207894129147e-06
single-network CV2 sim-0,141,0.17940217340365053,2.3117847661069392e-06
single-network CV2 sim-0,142,0.15202415781095624,1.955826899191493e-06
single-network CV2 sim-0,143,0.14799054013565183,1.9063306616828869e-06
single-network CV2 sim-0,144,0.13582922893110663,1.7590881522977497e-06
single-network CV2 sim-0,145,0.13901028502732515,1.8014544210132044e-06
single-network CV2 sim-0,146,0.14589350866153836,1.8859231133205866e-06
single-network CV2 sim-0,147,0.1342156646773219,1.7243109638798159e-06
single-network CV2 sim-0,148,0.16979980384930968,2.1906443503638684e-06
single-network CV2 sim-0,149,0.19536651307716965,2.5186333701299192e-06
single-network CV2 sim-0,150,0.14923167433589696,1.9280815735100987e-06
single-network CV2 sim-0,151,0.18508772756904363,2.3712684978249856e-06
single-network CV2 sim-0,152,0.18407861040905119,2.3747091518089293e-06
single-network CV2 sim-0,153,0.12436451531393686,1.601680086793511e-06
single-network CV2 sim-0,154,0.13868909915909172,1.7898178541031485e-06
single-network CV2 sim-0,155,0.18353357035666704,2.366161470490624e-06
single-network CV2 sim-0,156,0.12262050034478307,1.5813871989678319e-06
single-network CV2 sim-0,157,0.17837094999849795,2.297739968071255e-06
single-network CV2 sim-0,158,0.13498870871462715,1.7464750784186578e-06
single-network CV2 sim-0,159,0.15588942607864736,2.015316793801958e-06
single-network CV2 sim-0,160,0.16624398492276668,2.133043012975122e-06
single-network CV2 sim-0,161,0.15384944966062902,1.980182629957028e-06
single-network CV2 sim-0,162,0.17485322589054703,2.2497603978877124e-06
single-network CV2 sim-0,163,0.17064188178628684,2.200236764338115e-06
single-network CV2 sim-0,164,0.17757804207503797,2.289837247104742e-06
single-network CV2 sim-0,165,0.12127620354294777,1.5687740727798883e-06
single-network CV2 sim-0,166,0.12991248182952403,1.6817569516547338e-06
single-network CV2 sim-0,167,0.1410229536704719,1.8170907601700036e-06
single-network CV2 sim-0,168,0.14055464654229582,1.8175330357195207e-06
single-network CV2 sim-0,169,0.12807586370036006,1.6543090822551675e-06
single-network CV2 sim-0,170,0.14579451996833087,1.88281541966262e-06
single-network CV2 sim-0,171,0.1428738059476018,1.8564772233276016e-06
single-network CV2 sim-0,172,0.11399894422647776,1.4721266096362485e-06
single-network CV2 sim-0,173,0.13016916001215578,1.6848369497779458e-06
single-network CV2 sim-0,174,0.12814876465126873,1.6527481420780532e-06
single-network CV2 sim-0,175,0.13717200187966228,1.7707837102420854e-06
single-network CV2 sim-0,176,0.12730362629517913,1.6452464734584283e-06
single-network CV2 sim-0,177,0.17179173212498428,2.216335293780958e-06
single-network CV2 sim-0,178,0.1272098260000348,1.6435934966807508e-06
single-network CV2 sim-0,179,0.12051733676344156,1.5612244915530481e-06
single-network CV2 sim-0,180,0.12972262613475322,1.6678983364215582e-06
single-network CV2 sim-0,181,0.12071748301386834,1.5615051609074726e-06
single-network CV2 sim-0,182,0.1747901297174394,2.2509305310336457e-06
single-network CV2 sim-0,183,0.14591539133834885,1.8790369743504343e-06
single-network CV2 sim-0,184,0.14603182580322027,1.8943422816164458e-06
single-network CV2 sim-0,185,0.16550548998638986,2.1359528787456837e-06
single-network CV2 sim-0,186,0.12485279077664017,1.6149087485928248e-06
single-network CV2 sim-0,187,0.12291030008345842,1.5845579355300288e-06
single-network CV2 sim-0,188,0.11375214206054807,1.4683552230110308e-06
single-network CV2 sim-0,189,0.1463307136669755,1.8911811501709507e-06
single-network CV2 sim-0,190,0.16050571501255034,2.073757200093951e-06
single-network CV2 sim-0,191,0.13535478049889207,1.749973257858528e-06
single-network CV2 sim-0,192,0.11307566473260522,1.4616806211620315e-06
single-network CV2 sim-0,193,0.11268365085124969,1.4623857964579656e-06
single-network CV2 sim-0,194,0.11340825716033578,1.4697078441372468e-06
single-network CV2 sim-0,195,0.1254765080753714,1.6205743314401388e-06
single-network CV2 sim-0,196,0.15306434030062518,1.9728812954422636e-06
single-network CV2 sim-0,197,0.1611550895497203,2.0666003301528233e-06
single-network CV2 sim-0,198,0.13766044648364187,1.771359605129419e-06
single-network CV2 sim-0,199,0.12162284939549864,1.5752671785662641e-06
single-network CV2 sim-0,200,0.11543019022792578,1.4927623382732235e-06
single-network CV2 sim-0,201,0.14217197047546506,1.839967356431771e-06
single-network CV2 sim-0,202,0.0980295361019671,1.2706652881888657e-06
single-network CV2 sim-0,203,0.11431026498321444,1.4792967718335603e-06
single-network CV2 sim-0,204,0.10558190364390611,1.3655294651471194e-06
single-network CV2 sim-0,205,0.1394205323420465,1.794616809291938e-06
single-network CV2 sim-0,206,0.18144658266101032,2.341558635343688e-06
single-network CV2 sim-0,207,0.15908103957772254,2.0519558241005596e-06
single-network CV2 sim-0,208,0.11217208243906499,1.4555628283119404e-06
single-network CV2 sim-0,209,0.11924848537892103,1.547105168242524e-06
single-network CV2 sim-0,210,0.12384240347892046,1.6041417424617067e-06
single-network CV2 sim-0,211,0.13441062103956938,1.7404602075998809e-06
single-network CV2 sim-0,212,0.11087482962757349,1.4357724978708574e-06
single-network CV2 sim-0,213,0.15076097184792162,1.9479213634099323e-06
single-network CV2 sim-0,214,0.15625891517847776,2.0209046112995565e-06
single-network CV2 sim-0,215,0.11381393820047378,1.4788571490953474e-06
single-network CV2 sim-0,216,0.1517310685478151,1.955132683306715e-06
single-network CV2 sim-0,217,0.10770928906276822,1.3959761218984567e-06
single-network CV2 sim-0,218,0.10438612292055041,1.355886877441037e-06
single-network CV2 sim-0,219,0.15338552948087453,1.9791404326952035e-06
single-network CV2 sim-0,220,0.12018388761207462,1.5563038587629307e-06
single-network CV2 sim-0,221,0.10017980167758651,1.298323528819978e-06
single-network CV2 sim-0,222,0.1855276702903211,2.394164660302067e-06
single-network CV2 sim-0,223,0.09818123085424305,1.272756632886285e-06
single-network CV2 sim-0,224,0.12266568560153246,1.5898648399570448e-06
single-network CV2 sim-0,225,0.13461267622187734,1.7340644689056717e-06
single-network CV2 sim-0,226,0.10887555917724967,1.4097383818523212e-06
single-network CV2 sim-0,227,0.15653922613710164,2.0208635021390366e-06
single-network CV2 sim-0,228,0.10642976257950068,1.3783562593516763e-06
single-network CV2 sim-0,229,0.16094227284193038,2.084762395782036e-06
single-network CV2 sim-0,230,0.14861902901902796,1.9227234872687403e-06
single-network CV2 sim-0,231,0.11359961400739849,1.4740609785235393e-06
single-network CV2 sim-0,232,0.130395776219666,1.6951503923223754e-06
single-network CV2 sim-0,233,0.10249588061124086,1.3275805017087805e-06
single-network CV2 sim-0,234,0.09796075485646724,1.2689982213487383e-06
single-network CV2 sim-0,235,0.12920201478991658,1.6722200516738895e-06
single-network CV2 sim-0,236,0.11750426501967012,1.5235387646583832e-06
single-network CV2 sim-0,237,0.11394649520516395,1.4786918356435308e-06
single-network CV2 sim-0,238,0.12158124698325992,1.5713138237671842e-06
single-network CV2 sim-0,239,0.14354369817301632,1.8584506278784829e-06
single-network CV2 sim-0,240,0.1191706464625895,1.5499634699267518e-06
single-network CV2 sim-0,241,0.09237314965575934,1.1994826024874784e-06
single-network CV2 sim-0,242,0.1447870980016887,1.8695926918610438e-06
single-network CV2 sim-0,243,0.14413145754951984,1.8719449755622008e-06
single-network CV2 sim-0,244,0.0964684394246433,1.2538347433421747e-06
single-network CV2 sim-0,245,0.13788867599796503,1.7880126371494497e-06
single-network CV2 sim-0,246,0.11866870317608118,1.5379693877548562e-06
single-network CV2 sim-0,247,0.11920444667339325,1.5469113847643712e-06
single-network CV2 sim-0,248,0.12781880740076304,1.655789273691255e-06
single-network CV2 sim-0,249,0.09899801230058074,1.2855060781191695e-06
single-network CV2 sim-0,250,0.11097087763864692,1.4374957229119912e-06
single-network CV2 sim-0,251,0.10617629215121269,1.374412168075878e-06
single-network CV2 sim-0,252,0.12553718155249954,1.6266557778976675e-06
single-network CV2 sim-0,253,0.11507086060009897,1.4961008384162255e-06
single-network CV2 sim-0,254,0.09565911372192204,1.2418582791440258e-06
single-network CV2 sim-0,255,0.10921224267804064,1.4155962019923863e-06
single-network CV2 sim-0,256,0.09583426313474774,1.2459036554446356e-06
single-network CV2 sim-0,257,0.15454148966819048,2.0047367527809e-06
single-network CV2 sim-0,258,0.097765520948451,1.2657454815823143e-06
single-network CV2 sim-0,259,0.10630415873602032,1.3824292949493611e-06
single-network CV2 sim-0,260,0.11260417783632874,1.4644326128632202e-06
single-network CV2 sim-0,261,0.10163774164393544,1.3205640328806111e-06
single-network CV2 sim-0,262,0.10632052500732243,1.3804877166734285e-06
single-network CV2 sim-0,263,0.09539561728015541,1.2405836017137516e-06
single-network CV2 sim-0,264,0.1013470440171659,1.3137259742279639e-06
single-network CV2 sim-0,265,0.13836294825887308,1.78963192976056e-06
single-network CV2 sim-0,266,0.11218989014212184,1.455730808036515e-06
single-network CV2 sim-0,267,0.10572048032481689,1.371362095348161e-06
single-network CV2 sim-0,268,0.12227164283394813,1.5853553534839193e-06
single-network CV2 sim-0,269,0.2133811429142952,2.7514764155966986e-06
single-network CV2 sim-0,270,0.1926711516920477,2.4856169060782918e-06
single-network CV2 sim-0,271,0.13099021445959808,1.6966056790579387e-06
single-network CV2 sim-0,272,0.0858209090307355,1.11783483660588e-06
single-network CV2 sim-0,273,0.15309067899361253,1.9767702021056267e-06
single-network CV2 sim-0,274,0.08829624793579569,1.1484151867913184e-06
single-network CV2 sim-0,275,0.12016049735248088,1.559485549762485e-06
single-network CV2 sim-0,276,0.12833467638120055,1.6565159938863872e-06
single-network CV2 sim-0,277,0.12097292342223227,1.5669622623448732e-06
single-network CV2 sim-0,278,0.10912369368597866,1.4155852440467243e-06
single-network CV2 sim-0,279,0.0949601786211133,1.234054481358271e-06
single-network CV2 sim-0,280,0.09089363235980272,1.1818953737474658e-06
single-network CV2 sim-0,281,0.08589258324354887,1.1165089389919559e-06
single-network CV2 sim-0,282,0.09336801744066178,1.2133720924012436e-06
single-network CV2 sim-0,283,0.11205038372427226,1.455599542055097e-06
single-network CV2 sim-0,284,0.11330691333860159,1.4691545828782182e-06
single-network CV2 sim-0,285,0.12305650338530541,1.5954046148181078e-06
single-network CV2 sim-0,286,0.0836435382720083,1.0871700894199422e-06
single-network CV2 sim-0,287,0.13496951591223477,1.7454401145755583e-06
single-network CV2 sim-0,288,0.09193526832386852,1.1913118186157589e-06
single-network CV2 sim-0,289,0.07896353527903557,1.0261332178629346e-06
single-network CV2 sim-0,290,0.11814685761928559,1.5336110259056568e-06
single-network CV2 sim-0,291,0.09234090307727456,1.2017580203860235e-06
single-network CV2 sim-0,292,0.09895002867560834,1.2861876587777488e-06
single-network CV2 sim-0,293,0.08797369003295899,1.1440396718853663e-06
single-network CV2 sim-0,294,0.10254394040657644,1.331038129251394e-06
single-network CV2 sim-0,295,0.12973150368779898,1.6818545987007383e-06
single-network CV2 sim-0,296,0.08637625076808035,1.1229346604579859e-06
single-network CV2 sim-0,297,0.10677284786943346,1.3934072256915896e-06
single-network CV2 sim-0,298,0.15893130078911782,2.0517810781939262e-06
single-network CV2 sim-0,299,0.10014822455123067,1.2964998845177434e-06
single-network CV2 sim-0,300,0.09948016367852688,1.296550102836136e-06
single-network CV2 sim-0,301,0.15692956121638418,2.0269406746820097e-06
single-network CV2 sim-0,302,0.10975218266248703,1.4193748313573452e-06
single-network CV2 sim-0,303,0.07742271507158875,1.0107248769486432e-06
single-network CV2 sim-0,304,0.11047416124492884,1.4363115440119144e-06
single-network CV2 sim-0,305,0.0946525421924889,1.2301476331799676e-06
single-network CV2 sim-0,306,0.09918310707435012,1.2881620975235818e-06
single-network CV2 sim-0,307,0.09710477776825428,1.260901183286478e-06
single-network CV2 sim-0,308,0.09666818026453257,1.2557675205471242e-06
single-network CV2 sim-0,309,0.0943348833359778,1.2251910803229294e-06
single-network CV2 sim-0,310,0.08544135354459285,1.1171752461791583e-06
single-network CV2 sim-0,311,0.09868346760049462,1.2744793394858788e-06
single-network CV2 sim-0,312,0.08079482708126307,1.0525112600134889e-06
single-network CV2 sim-0,313,0.1077912813052535,1.4007480118038984e-06
single-network CV2 sim-0,314,0.09773471972439438,1.2688026551188614e-06
single-network CV2 sim-0,315,0.08832724988460541,1.1493041341736897e-06
single-network CV2 sim-0,316,0.07639634900842793,9.944608438061665e-07
single-network CV2 sim-0,317,0.09199583504814654,1.1928314638254278e-06
single-network CV2 sim-0,318,0.07817689478397369,1.020933471806984e-06
single-network CV2 sim-0,319,0.14125123268458992,1.8313872194752889e-06
single-network CV2 sim-0,320,0.0918725035560783,1.1951766313078593e-06
single-network CV2 sim-0,321,0.09114580622408539,1.1827131233488331e-06
single-network CV2 sim-0,322,0.08475940562784672,1.0999831488334166e-06
single-network CV2 sim-0,323,0.09869097652845085,1.2813215001017396e-06
single-network CV2 sim-0,324,0.08915987694635988,1.15797113409144e-06
single-network CV2 sim-0,325,0.08777701230719685,1.1402690482498202e-06
single-network CV2 sim-0,326,0.08953031860291957,1.1617415339060244e-06
single-network CV2 sim-0,327,0.0806116922365618,1.0505518639541967e-06
single-network CV2 sim-0,328,0.09702399745583534,1.2587953882814419e-06
single-network CV2 sim-0,329,0.09481450181920081,1.2319632588742025e-06
single-network CV2 sim-0,330,0.09481693152338266,1.2332238107148895e-06
single-network CV2 sim-0,331,0.12958435418549924,1.6806571718319674e-06
single-network CV2 sim-0,332,0.09792831882659811,1.2737843843257935e-06
single-network CV2 sim-0,333,0.07842498005338712,1.020981826432843e-06
single-network CV2 sim-0,334,0.1427021946758032,1.8509469938976508e-06
single-network CV2 sim-0,335,0.07071430837968365,9.244168787780894e-07
single-network CV2 sim-0,336,0.08552521904930473,1.1132762224974613e-06
single-network CV2 sim-0,337,0.08988017567899079,1.169127456357444e-06
single-network CV2 sim-0,338,0.1049338181503117,1.360744538203562e-06
single-network CV2 sim-0,339,0.09081285409629344,1.1802021177231837e-06
single-network CV2 sim-0,340,0.09918933240696788,1.2884534477564102e-06
single-network CV2 sim-0,341,0.0991612291894853,1.2824788711895962e-06
single-network CV2 sim-0,342,0.09549115169793368,1.2417951126053594e-06
single-network CV2 sim-0,343,0.08208463178016245,1.0643480841565633e-06
single-network CV2 sim-0,344,0.08047941378317773,1.0468262367169246e-06
single-network CV2 sim-0,345,0.08085275189951062,1.0513484440366483e-06
single-network CV2 sim-0,346,0.11465156702324748,1.4875114757728625e-06
single-network CV2 sim-0,347,0.08481459226459265,1.1018391973038887e-06
single-network CV2 sim-0,348,0.0713100979104638,9.308887982228953e-07
single-network CV2 sim-0,349,0.1290088444016874,1.6715700098757225e-06
single-network CV2 sim-0,350,0.08309613754972815,1.0793007419351852e-06
