dataset,latent_dim,hidden_size,epoch,train_mse_norm,val_mse_norm
Reid_ld4_tok16_h128_head2,4,128,28,0.20127091227215715,0.31939840732957236
Reid_ld8_tok16_h128_head2,8,128,1,0.5745353053323925,0.43164860767079516
Reid_ld8_tok16_h128_head2,8,128,2,0.35564030745998026,0.40914554133429193
Reid_ld8_tok16_h128_head2,8,128,3,0.2974152930639684,0.3380536489695078
Reid_ld8_tok16_h128_head2,8,128,4,0.24182850952260196,0.3292745723680127
Reid_ld8_tok16_h128_head2,8,128,5,0.23671675983350723,0.3260447521519382
Reid_ld8_tok16_h128_head2,8,128,6,0.23279641880188137,0.3198305321647786
Reid_ld8_tok16_h128_head2,8,128,7,0.2299406428169459,0.31557764119352216
Reid_ld8_tok16_h128_head2,8,128,8,0.2261487100762315,0.31567492651636714
Reid_ld8_tok16_h128_head2,8,128,9,0.22882473742123693,0.31298121890227776
Reid_ld8_tok16_h128_head2,8,128,10,0.22450173395336606,0.31322931402304677
Reid_ld8_tok16_h128_head2,8,128,11,0.22315454150084407,0.3114359093355597
Reid_ld8_tok16_h128_head2,8,128,12,0.22295136778615415,0.3110428005416179
Reid_ld8_tok16_h128_head2,8,128,13,0.2232054435275495,0.3101652342430316
Reid_ld8_tok16_h128_head2,8,128,14,0.2214234864106402,0.30834162984450814
Reid_ld8_tok16_h128_head2,8,128,15,0.21968633397016674,0.3094621994069894
Reid_ld8_tok16_h128_head2,8,128,16,0.21878434791928159,0.3092564520443557
Reid_ld8_tok16_h128_head2,8,128,17,0.21739388493821024,0.3082395644544158
Reid_ld8_tok16_h128_head2,8,128,18,0.21542876669671387,0.3083652384017478
Reid_ld8_tok16_h128_head2,8,128,19,0.21458506695460527,0.30953888410527725
Reid_ld8_tok16_h128_head2,8,128,20,0.2127103137318045,0.3090025700395927
Reid_ld8_tok16_h128_head2,8,128,21,0.21048769793473185,0.3118389990873402
Reid_ld8_tok16_h128_head2,8,128,22,0.2099300361191854,0.30975305503903655
Reid_ld8_tok16_h128_head2,8,128,23,0.20831489155534655,0.31168392461229816
Reid_ld8_tok16_h128_head2,8,128,24,0.2071407512901351,0.3114368987295893
Reid_ld8_tok16_h128_head2,8,128,25,0.2065181110263802,0.31205229599174344
Reid_ld8_tok16_h128_head2,8,128,26,0.20411888420814647,0.3151571838039672
Reid_ld8_tok16_h128_head2,8,128,27,0.20344560329336672,0.31444663677801143
Reid_ld8_tok16_h128_head2,8,128,28,0.2042647038726136,0.3151871429401217
Reid_ld8_tok16_h128_head2,8,128,29,0.2008031997550279,0.31910642599425043
Reid_ld8_tok32_h128_head2,8,128,1,0.5292105855979026,0.42173044139519333
Reid_ld8_tok32_h128_head2,8,128,2,0.3272151520382613,0.3458067438425496
Reid_ld8_tok32_h128_head2,8,128,3,0.24576110750902444,0.32588788458378987
Reid_ld8_tok32_h128_head2,8,128,4,0.23461961549241095,0.3197479013109114
Reid_ld8_tok32_h128_head2,8,128,5,0.2309161596163176,0.3174577662313823
Reid_ld8_tok32_h128_head2,8,128,6,0.22741299465764314,0.31325780892861077
Reid_ld8_tok32_h128_head2,8,128,7,0.2249514655699022,0.3120194023870863
Reid_ld8_tok32_h128_head2,8,128,8,0.2237679207837209,0.31203782264899926
Reid_ld8_tok32_h128_head2,8,128,9,0.22265607741312124,0.3123873875560821
Reid_ld8_tok32_h128_head2,8,128,10,0.22353200041223317,0.3091153683664743
Reid_ld8_tok32_h128_head2,8,128,11,0.2217620496172458,0.30938669287599624
Reid_ld8_tok32_h128_head2,8,128,12,0.21859875252936034,0.3094971165474271
Reid_ld8_tok32_h128_head2,8,128,13,0.2192031875438988,0.3091162564090337
Reid_ld8_tok32_h128_head2,8,128,14,0.2169940498424694,0.3074261181727343
Reid_ld8_tok32_h128_head2,8,128,15,0.21659427541773765,0.3083059760814649
Reid_ld8_tok32_h128_head2,8,128,16,0.21366352715529502,0.31073958519817096
Reid_ld8_tok32_h128_head2,8,128,17,0.21559587982483208,0.3096615292879869
Reid_ld8_tok32_h128_head2,8,128,18,0.21318895606789737,0.3111185648910759
Reid_ld8_tok32_h128_head2,8,128,19,0.21024186595110222,0.31127172452805096
Reid_ld8_tok32_h128_head2,8,128,20,0.2095442806230858,0.31332620331522776
Reid_ld8_tok32_h128_head2,8,128,21,0.21018219601362945,0.31669760012882764
Reid_ld8_tok32_h128_head2,8,128,22,0.20818664251593874,0.31475713170395464
Reid_ld8_tok32_h128_head2,8,128,23,0.20638034989358858,0.3168965324599412
Reid_ld8_tok32_h128_head2,8,128,24,0.20470708036329596,0.31710271944641133
Reid_ld8_tok32_h128_head2,8,128,25,0.2025507965683937,0.31731244013033577
Reid_ld8_tok32_h128_head2,8,128,26,0.20359778324142097,0.3204542842556839
Reid_ld16_tok32_h128_head2,16,128,1,0.5752355752140283,0.4357047640532255
Reid_ld16_tok32_h128_head2,16,128,2,0.3260688134469092,0.3497209799749544
Reid_ld16_tok32_h128_head2,16,128,3,0.24607505762949586,0.32026872245478444
Reid_ld16_tok32_h128_head2,16,128,4,0.23380532003939153,0.3166812012821902
Reid_ld16_tok32_h128_head2,16,128,5,0.23104686684673653,0.3192519813636318
Reid_ld16_tok32_h128_head2,16,128,6,0.22875283019617199,0.3150493615935557
Reid_ld16_tok32_h128_head2,16,128,7,0.22714113361667843,0.31146334545104765
Reid_ld16_tok32_h128_head2,16,128,8,0.2252500480110757,0.3100875753443688
Reid_ld16_tok32_h128_head2,16,128,9,0.224001599624753,0.310114196233917
Reid_ld16_tok32_h128_head2,16,128,10,0.2244292184105143,0.3084241125633707
Reid_ld16_tok32_h128_head2,16,128,11,0.22232691824901848,0.3066114260719041
Reid_ld16_tok32_h128_head2,16,128,12,0.2198982523754239,0.306706509013602
Reid_ld16_tok32_h128_head2,16,128,13,0.2190895871934481,0.30502318344340895
Reid_ld16_tok32_h128_head2,16,128,14,0.22035857750102877,0.3073135936135077
Reid_ld16_tok32_h128_head2,16,128,15,0.21801930110668763,0.30484813549119283
Reid_ld16_tok32_h128_head2,16,128,16,0.2192419047653675,0.30542427129024874
Reid_ld16_tok32_h128_head2,16,128,17,0.21790233166655526,0.30610082199564204
Reid_ld16_tok32_h128_head2,16,128,18,0.21569063378032297,0.3068894146554521
Reid_ld16_tok32_h128_head2,16,128,19,0.21479678787756712,0.30592395383602705
Reid_ld16_tok32_h128_head2,16,128,20,0.2147678909357637,0.3074285500444239
Reid_ld16_tok32_h128_head2,16,128,21,0.21002764543518423,0.3069623830918863
Reid_ld16_tok32_h128_head2,16,128,22,0.2076792813418433,0.3080765625325148
Reid_ld16_tok32_h128_head2,16,128,23,0.2084632930555381,0.3142053755221423
Reid_ld16_tok32_h128_head2,16,128,24,0.20508156564552338,0.3090787806326989
Reid_ld16_tok32_h128_head2,16,128,25,0.20344192553311585,0.31007824384985727
Reid_ld16_tok32_h128_head2,16,128,26,0.2027760268934071,0.3107682487010607
Reid_ld16_tok32_h128_head2,16,128,27,0.19674549699295313,0.31058713142352645
Reid_ld16_tok32_h192_head4,16,192,1,0.4918286264501512,0.37685602708486843
Reid_ld16_tok32_h192_head4,16,192,2,0.2524232220184058,0.3307783857022878
Reid_ld16_tok32_h192_head4,16,192,3,0.23560164507944137,0.32382844015373846
Reid_ld16_tok32_h192_head4,16,192,4,0.2324260093225166,0.31636432898114436
Reid_ld16_tok32_h192_head4,16,192,5,0.22778639513533563,0.31291313778841867
Reid_ld16_tok32_h192_head4,16,192,6,0.22581934941932558,0.3117043735826155
Reid_ld16_tok32_h192_head4,16,192,7,0.22435599354328586,0.30914339447539535
Reid_ld16_tok32_h192_head4,16,192,8,0.22341939136967995,0.3083396686648484
Reid_ld16_tok32_h192_head4,16,192,9,0.22215075311716645,0.3072249515063595
Reid_ld16_tok32_h192_head4,16,192,10,0.22020199906546623,0.30709416707162746
Reid_ld16_tok32_h192_head4,16,192,11,0.219533081529662,0.30704189625073924
Reid_ld16_tok32_h192_head4,16,192,12,0.21849473746027798,0.30721784749941433
Reid_ld16_tok32_h192_head4,16,192,13,0.21629276840714737,0.30882573715411127
Reid_ld16_tok32_h192_head4,16,192,14,0.21492560387589038,0.30917522160394584
Reid_ld16_tok32_h192_head4,16,192,15,0.21364500808762388,0.309939516193117
Reid_ld16_tok32_h192_head4,16,192,16,0.2115270555159077,0.3098138032812858
Reid_ld16_tok32_h192_head4,16,192,17,0.2079148053750396,0.31093717424373607
Reid_ld16_tok32_h192_head4,16,192,18,0.2058060765755363,0.31566932044544954
Reid_ld16_tok32_h192_head4,16,192,19,0.20329674031236208,0.3140928898449056
Reid_ld16_tok32_h192_head4,16,192,20,0.20382569805253298,0.3162897065513243
Reid_ld16_tok32_h192_head4,16,192,21,0.19984209728310817,0.3159964756804402
Reid_ld16_tok32_h192_head4,16,192,22,0.19948309344705195,0.3154756822338095
Reid_ld16_tok32_h192_head4,16,192,23,0.19565635652048513,0.3188213258550968
Reid_ld16_tok64_h192_head4,16,192,1,0.4808610436040908,0.35206075734458864
Reid_ld16_tok64_h192_head4,16,192,2,0.24447388219181448,0.32175079711712895
Reid_ld16_tok64_h192_head4,16,192,3,0.23179406517185272,0.31691541387466715
Reid_ld16_tok64_h192_head4,16,192,4,0.22795790774049238,0.3128157923626713
Reid_ld16_tok64_h192_head4,16,192,5,0.2238025013776496,0.3092921604870935
Reid_ld16_tok64_h192_head4,16,192,6,0.22496911863563582,0.30699143252160865
Reid_ld16_tok64_h192_head4,16,192,7,0.22176277401391417,0.3066260783441248
Reid_ld16_tok64_h192_head4,16,192,8,0.21820412719389423,0.3077263761177892
Reid_ld16_tok64_h192_head4,16,192,9,0.2185629136255011,0.3065140281961067
Reid_ld16_tok64_h192_head4,16,192,10,0.21794683224055916,0.30814862793835346
Reid_ld16_tok64_h192_head4,16,192,11,0.21655173991341145,0.3101546563729062
Reid_ld16_tok64_h192_head4,16,192,12,0.21338240650482476,0.30822823386261006
Reid_ld16_tok64_h192_head4,16,192,13,0.21011678148293866,0.31097292081889466
Reid_ld16_tok64_h192_head4,16,192,14,0.2094709686934948,0.3095144433688256
Reid_ld16_tok64_h192_head4,16,192,15,0.20670702069299296,0.3110033650326659
Reid_ld16_tok64_h192_head4,16,192,16,0.20355392559897154,0.3104743719895487
Reid_ld16_tok64_h192_head4,16,192,17,0.20311987339286133,0.3135261417349102
Reid_ld16_tok64_h192_head4,16,192,18,0.20054984752554447,0.31498082938371225
Reid_ld16_tok64_h192_head4,16,192,19,0.19882180267130026,0.3131665463373065
Reid_ld16_tok64_h192_head4,16,192,20,0.19704319146694615,0.3145329278497957
Reid_ld16_tok64_h192_head4,16,192,21,0.1953071625600569,0.3148328131082235
Reid_ld32_tok32_h192_head4,32,192,1,0.5513837825600058,0.43857492216629906
Reid_ld32_tok32_h192_head4,32,192,2,0.3072738641873002,0.3320972733723465
Reid_ld32_tok32_h192_head4,32,192,3,0.23994142714887856,0.31996688366751186
Reid_ld32_tok32_h192_head4,32,192,4,0.23320797068998217,0.31702532651426735
Reid_ld32_tok32_h192_head4,32,192,5,0.22965988841839136,0.315623284537578
Reid_ld32_tok32_h192_head4,32,192,6,0.2293514116271399,0.31326990558707624
Reid_ld32_tok32_h192_head4,32,192,7,0.22532500604633243,0.3117955932259793
Reid_ld32_tok32_h192_head4,32,192,8,0.22406230852007866,0.30958073140180203
Reid_ld32_tok32_h192_head4,32,192,9,0.22399026080965995,0.3099526395840803
Reid_ld32_tok32_h192_head4,32,192,10,0.22223816432524474,0.3079350461246213
Reid_ld32_tok32_h192_head4,32,192,11,0.22257842485327273,0.30707158551813335
Reid_ld32_tok32_h192_head4,32,192,12,0.22069697272963823,0.3082587161968695
Reid_ld32_tok32_h192_head4,32,192,13,0.21925335402600468,0.3067336452915333
Reid_ld32_tok32_h192_head4,32,192,14,0.2175436346558854,0.3082611424918287
Reid_ld32_tok32_h192_head4,32,192,15,0.21734290397726,0.3114529500575736
Reid_ld32_tok32_h192_head4,32,192,16,0.21562936204252764,0.3113154450204456
Reid_ld32_tok32_h192_head4,32,192,17,0.21349660293199121,0.31136327654850904
Reid_ld32_tok32_h192_head4,32,192,18,0.21060717541724444,0.3138175993002369
Reid_ld32_tok32_h192_head4,32,192,19,0.2080776719120331,0.31197322617372264
Reid_ld32_tok32_h192_head4,32,192,20,0.2044371183135081,0.32159904812273454
Reid_ld32_tok32_h192_head4,32,192,21,0.20286800557281823,0.31574429371132284
Reid_ld32_tok32_h192_head4,32,192,22,0.19832514602458104,0.3176493582199328
Reid_ld32_tok32_h192_head4,32,192,23,0.19923569186590612,0.3148313273472013
Reid_ld32_tok32_h192_head4,32,192,24,0.1949842106644064,0.31775230679981176
Reid_ld32_tok32_h192_head4,32,192,25,0.19530492824502288,0.322657230115874
Reid_ld32_tok64_h192_head4,32,192,1,0.5255217663291841,0.41374921818147414
Reid_ld32_tok64_h192_head4,32,192,2,0.2573261579219252,0.329558403454721
Reid_ld32_tok64_h192_head4,32,192,3,0.2365830600913614,0.3224821523437276
Reid_ld32_tok64_h192_head4,32,192,4,0.22904828215483575,0.3133201442606514
Reid_ld32_tok64_h192_head4,32,192,5,0.2287664816249162,0.30979672440211287
Reid_ld32_tok64_h192_head4,32,192,6,0.22450262155150993,0.3079569587705191
Reid_ld32_tok64_h192_head4,32,192,7,0.22310683739138767,0.3071984211403469
Reid_ld32_tok64_h192_head4,32,192,8,0.22469837500015274,0.3065557993412949
Reid_ld32_tok64_h192_head4,32,192,9,0.22301562519278378,0.30520219735466525
Reid_ld32_tok64_h192_head4,32,192,10,0.2215838330704719,0.30827194840589073
Reid_ld32_tok64_h192_head4,32,192,11,0.22149403765564785,0.30514005434903085
Reid_ld32_tok64_h192_head4,32,192,12,0.2185651462082751,0.30772133708931504
Reid_ld32_tok64_h192_head4,32,192,13,0.2163984175166115,0.30517809953074904
Reid_ld32_tok64_h192_head4,32,192,14,0.2139365542656742,0.3065883555370965
Reid_ld32_tok64_h192_head4,32,192,15,0.21233558336040004,0.30845377972989807
Reid_ld32_tok64_h192_head4,32,192,16,0.21050671993987635,0.3087643173689139
Reid_ld32_tok64_h192_head4,32,192,17,0.20701201914576814,0.3104184917686507
Reid_ld32_tok64_h192_head4,32,192,18,0.20432849736884237,0.31690204168029595
Reid_ld32_tok64_h192_head4,32,192,19,0.20192582914140075,0.3151400992105482
Reid_ld32_tok64_h192_head4,32,192,20,0.2010270458436571,0.3138393263926264
Reid_ld32_tok64_h192_head4,32,192,21,0.1962477144645527,0.31575816098513315
Reid_ld32_tok64_h192_head4,32,192,22,0.19390059807687066,0.3163825923824334
Reid_ld32_tok64_h192_head4,32,192,23,0.19279829590814188,0.3176735789590748
Reid_ld32_tok64_h256_head4,32,256,1,0.44951749841682614,0.3323815853265114
Reid_ld32_tok64_h256_head4,32,256,2,0.23742456706706436,0.3199178427940933
Reid_ld32_tok64_h256_head4,32,256,3,0.22840483040548862,0.31206951893866064
Reid_ld32_tok64_h256_head4,32,256,4,0.22701223463751374,0.3091890755784698
Reid_ld32_tok64_h256_head4,32,256,5,0.22205213755369185,0.3076809813117143
Reid_ld32_tok64_h256_head4,32,256,6,0.22338663985719903,0.3063035947892058
Reid_ld32_tok64_h256_head4,32,256,7,0.22397296236711553,0.3071138010232244
Reid_ld32_tok64_h256_head4,32,256,8,0.22109550644643605,0.304948434495891
Reid_ld32_tok64_h256_head4,32,256,9,0.2198728827573359,0.30892511915270005
Reid_ld32_tok64_h256_head4,32,256,10,0.21872509794542566,0.30951306760136504
Reid_ld32_tok64_h256_head4,32,256,11,0.2163364250632003,0.30881573700229636
Reid_ld32_tok64_h256_head4,32,256,12,0.21308811201248318,0.31213374884362566
Reid_ld32_tok64_h256_head4,32,256,13,0.20932840425521135,0.31085384950216394
Reid_ld32_tok64_h256_head4,32,256,14,0.20411280780099333,0.3101523247620207
Reid_ld32_tok64_h256_head4,32,256,15,0.20307411570101977,0.3109235321872984
Reid_ld32_tok64_h256_head4,32,256,16,0.19947850591735913,0.32333777056017426
Reid_ld32_tok64_h256_head4,32,256,17,0.19781046815682202,0.3179199667659123
Reid_ld32_tok64_h256_head4,32,256,18,0.1945443377806805,0.31493314396750066
Reid_ld32_tok64_h256_head4,32,256,19,0.19114319656509907,0.3253499423174071
Reid_ld32_tok64_h256_head4,32,256,20,0.1882962619815953,0.3256437641644152
Reid_ld32_tok96_h256_head4,32,256,1,0.41507233255077153,0.3302793305448722
Reid_ld32_tok96_h256_head4,32,256,2,0.23990146699827164,0.3158489343448309
Reid_ld32_tok96_h256_head4,32,256,3,0.22799998375587166,0.3102199899993138
Reid_ld32_tok96_h256_head4,32,256,4,0.22647905278019606,0.310158451651223
Reid_ld32_tok96_h256_head4,32,256,5,0.22495869284961373,0.30890767703240274
Reid_ld32_tok96_h256_head4,32,256,6,0.22176695578731598,0.3070946887935861
Reid_ld32_tok96_h256_head4,32,256,7,0.2218329953798093,0.3120702814334072
Reid_ld32_tok96_h256_head4,32,256,8,0.2198091812664643,0.305885085556074
Reid_ld32_tok96_h256_head4,32,256,9,0.21943739582551644,0.3069528192006692
Reid_ld32_tok96_h256_head4,32,256,10,0.21750038974452765,0.3070774384069955
Reid_ld32_tok96_h256_head4,32,256,11,0.21486246812390164,0.3136053433793131
Reid_ld32_tok96_h256_head4,32,256,12,0.21085020469268784,0.31065736370394004
Reid_ld32_tok96_h256_head4,32,256,13,0.20576663973624817,0.31879893953097055
Reid_ld32_tok96_h256_head4,32,256,14,0.20517528199125082,0.31654737405944616
Reid_ld32_tok96_h256_head4,32,256,15,0.1979720065649599,0.32046315248997415
Reid_ld32_tok96_h256_head4,32,256,16,0.19752469410654158,0.31869406886573415
Reid_ld32_tok96_h256_head4,32,256,17,0.19640667498810216,0.31957859818125145
Reid_ld32_tok96_h256_head4,32,256,18,0.19062340118922294,0.3246210650113062
Reid_ld32_tok96_h256_head4,32,256,19,0.1893092614575289,0.3266524666029727
Reid_ld32_tok96_h256_head4,32,256,20,0.18712844692403452,0.3272537362817093
Reid_ld64_tok64_h256_head4,64,256,1,0.5165344415232539,0.4010996969835833
Reid_ld64_tok64_h256_head4,64,256,2,0.25989405043888836,0.32451852201251313
Reid_ld64_tok64_h256_head4,64,256,3,0.23429300853051246,0.31632229311508125
Reid_ld64_tok64_h256_head4,64,256,4,0.22953810795675963,0.3120257796798251
Reid_ld64_tok64_h256_head4,64,256,5,0.2252549311192706,0.3108873117287294
Reid_ld64_tok64_h256_head4,64,256,6,0.22451903567649423,0.30750844690250234
Reid_ld64_tok64_h256_head4,64,256,7,0.22323143077082933,0.3076709538133582
Reid_ld64_tok64_h256_head4,64,256,8,0.2230942601314746,0.3069393119515735
Reid_ld64_tok64_h256_head4,64,256,9,0.2219083235086873,0.30726781248406043
Reid_ld64_tok64_h256_head4,64,256,10,0.22136559789534657,0.3055468129151268
Reid_ld64_tok64_h256_head4,64,256,11,0.22074988309293986,0.3076517305741436
Reid_ld64_tok64_h256_head4,64,256,12,0.2181780949817039,0.3065418904364924
Reid_ld64_tok64_h256_head4,64,256,13,0.21625024817651137,0.3131051624787506
Reid_ld64_tok64_h256_head4,64,256,14,0.21249454378616064,0.31239704490726583
Reid_ld64_tok64_h256_head4,64,256,15,0.20833754332270474,0.31386568355083
Reid_ld64_tok64_h256_head4,64,256,16,0.20627735784742982,0.3121825683314819
Reid_ld64_tok64_h256_head4,64,256,17,0.20214881298830734,0.31148963963321874
Reid_ld64_tok64_h256_head4,64,256,18,0.19890371112851427,0.31336955150414725
Reid_ld64_tok64_h256_head4,64,256,19,0.19645435934653505,0.31626589966967006
Reid_ld64_tok64_h256_head4,64,256,20,0.19464016441022977,0.3109517201501876
Reid_ld64_tok64_h256_head4,64,256,21,0.19211029168218374,0.31995853178959804
Reid_ld64_tok64_h256_head4,64,256,22,0.1892419565934688,0.3210283626266755
Reid_ld64_tok96_h256_head4,64,256,1,0.5261355926841498,0.39991179620963524
Reid_ld64_tok96_h256_head4,64,256,2,0.2554036013130099,0.3213854834565427
Reid_ld64_tok96_h256_head4,64,256,3,0.23020647892262786,0.3158227209583856
Reid_ld64_tok96_h256_head4,64,256,4,0.2252870906633325,0.31148536971071733
Reid_ld64_tok96_h256_head4,64,256,5,0.2243689165590331,0.3102577098153415
Reid_ld64_tok96_h256_head4,64,256,6,0.2267231005174108,0.3084328139992431
Reid_ld64_tok96_h256_head4,64,256,7,0.22229112497530878,0.30622904089919756
Reid_ld64_tok96_h256_head4,64,256,8,0.22185602768324317,0.304971539391845
Reid_ld64_tok96_h256_head4,64,256,9,0.2227213618531823,0.30537798240489794
Reid_ld64_tok96_h256_head4,64,256,10,0.21951711561297998,0.3085442820348544
Reid_ld64_tok96_h256_head4,64,256,11,0.21761298425029962,0.30069191723916444
Reid_ld64_tok96_h256_head4,64,256,12,0.21724497701972723,0.30310408426623325
Reid_ld64_tok96_h256_head4,64,256,13,0.21452659514616243,0.30498041058657693
Reid_ld64_tok96_h256_head4,64,256,14,0.21105510934256017,0.30843336931662635
Reid_ld64_tok96_h256_head4,64,256,15,0.20776234382297842,0.3086960963808815
Reid_ld64_tok96_h256_head4,64,256,16,0.20326121477875858,0.3089418974937871
Reid_ld64_tok96_h256_head4,64,256,17,0.2018980033416301,0.3092592807163601
Reid_ld64_tok96_h256_head4,64,256,18,0.19827304914128036,0.31453520510171074
Reid_ld64_tok96_h256_head4,64,256,19,0.19497416922124103,0.3108215219640988
Reid_ld64_tok96_h256_head4,64,256,20,0.19267497450346127,0.3101145240351616
Reid_ld64_tok96_h256_head4,64,256,21,0.19104338217061012,0.31438937748491297
Reid_ld64_tok96_h256_head4,64,256,22,0.1874347218638286,0.3162811676695128
Reid_ld64_tok96_h256_head4,64,256,23,0.18402982205851004,0.31439207592309687
Reid_ld64_tok128_h256_head4,64,256,1,0.48788045280613007,0.3841609897022136
Reid_ld64_tok128_h256_head4,64,256,2,0.24708967900834977,0.320006435503019
Reid_ld64_tok128_h256_head4,64,256,3,0.22927760540507733,0.31453333631390706
Reid_ld64_tok128_h256_head4,64,256,4,0.22735752363689243,0.3100893430563156
Reid_ld64_tok128_h256_head4,64,256,5,0.2254855405120179,0.3089890215249034
Reid_ld64_tok128_h256_head4,64,256,6,0.22449432736961172,0.30882780071522575
Reid_ld64_tok128_h256_head4,64,256,7,0.22302507328684443,0.30968639577564316
Reid_ld64_tok128_h256_head4,64,256,8,0.22285512722562997,0.3108657207482611
Reid_ld64_tok128_h256_head4,64,256,9,0.21912040595663712,0.3085204763559159
Reid_ld64_tok128_h256_head4,64,256,10,0.21816070127300918,0.3151887379516847
Reid_ld64_tok128_h256_head4,64,256,11,0.21611589311389254,0.31008251896913863
Reid_ld64_tok128_h256_head4,64,256,12,0.21198544485028833,0.31381411535083314
Reid_ld64_tok128_h256_head4,64,256,13,0.20692883990937844,0.3151464163552737
Reid_ld64_tok128_h256_head4,64,256,14,0.2049333357438445,0.3117014973243931
Reid_ld64_tok128_h256_head4,64,256,15,0.19961374611360952,0.3167838681844296
Reid_ld64_tok128_h256_head4,64,256,16,0.19851408285787328,0.32275311999750556
Reid_ld64_tok128_h256_head4,64,256,17,0.19616761103039607,0.3241493511106819
Reid_ld64_tok128_h256_head4,64,256,18,0.19326855522580444,0.3338623580121202
Reid_ld64_tok128_h256_head4,64,256,19,0.1905246054986492,0.32906458210200074
Reid_ld64_tok128_h256_head4,64,256,20,0.1874274226464331,0.3289332351647317
Reid_ld64_tok128_h256_head4,64,256,21,0.18541452371515332,0.3384685976081528
Reid_ld64_tok128_h384_head4,64,384,1,0.4223143232893199,0.3401861470588483
Reid_ld64_tok128_h384_head4,64,384,2,0.23999333950690926,0.32003652985440567
Reid_ld64_tok128_h384_head4,64,384,3,0.23260968235321344,0.31592870627704545
Reid_ld64_tok128_h384_head4,64,384,4,0.22659595913020894,0.3183016781788319
Reid_ld64_tok128_h384_head4,64,384,5,0.2241184040810913,0.3109659660269972
Reid_ld64_tok128_h384_head4,64,384,6,0.22231132625602185,0.3084395875694463
Reid_ld64_tok128_h384_head4,64,384,7,0.22229267766233535,0.3092599109350704
Reid_ld64_tok128_h384_head4,64,384,8,0.21854012759402394,0.30822504959272917
Reid_ld64_tok128_h384_head4,64,384,9,0.21871673083864152,0.3073631614736223
Reid_ld64_tok128_h384_head4,64,384,10,0.21533266898244618,0.31299394218222004
Reid_ld64_tok128_h384_head4,64,384,11,0.21003827694803476,0.31529459434212187
Reid_ld64_tok128_h384_head4,64,384,12,0.20576291921315715,0.3101577040634584
Reid_ld64_tok128_h384_head4,64,384,13,0.20277079893508926,0.31842613881090076
Reid_ld64_tok128_h384_head4,64,384,14,0.20041926321806386,0.3203285500939819
Reid_ld64_tok128_h384_head4,64,384,15,0.19620326084084808,0.32666793040232733
Reid_ld64_tok128_h384_head4,64,384,16,0.19005385222379118,0.3350211161095649
Reid_ld64_tok128_h384_head4,64,384,17,0.18736589904874562,0.3401936112885596
Reid_ld64_tok128_h384_head4,64,384,18,0.1830311881029047,0.34203917330771216
Reid_ld64_tok128_h384_head4,64,384,19,0.18057784865377471,0.3515533871293883
Reid_ld64_tok128_h384_head4,64,384,20,0.1753448486700654,0.3546641489840113
Reid_ld64_tok128_h384_head4,64,384,21,0.17253844634629786,0.356301066816086
Reid_ld16_tok128_h256_head4,16,256,1,0.3941031822748482,0.3335209314478561
Reid_ld16_tok128_h256_head4,16,256,2,0.23687536710640417,0.3182786408875836
Reid_ld16_tok128_h256_head4,16,256,3,0.22671414245851337,0.3113640335641685
