dataset,latent_dim,hidden_size,epoch,train_dz_mse_norm,val_dz_mse_norm,val_dz_mse_raw
Reid_ld8_tok16_h128_head2,8,128,23,0.04672917617484927,0.07715454119432252,1.0714469311920993e-05
Reid_ld8_tok16_h128_head2,8,128,24,0.045716480792034414,0.0762387289426988,1.0620667071421508e-05
Reid_ld8_tok16_h128_head2,8,128,25,0.045178069883259016,0.07685991805512458,1.079761592251316e-05
Reid_ld8_tok16_h128_head2,8,128,26,0.04447516574175097,0.0742360421968624,1.0409713386536623e-05
Reid_ld8_tok16_h128_head2,8,128,27,0.04362898584222421,0.07417869853787123,1.0410674185763469e-05
Reid_ld8_tok16_h128_head2,8,128,28,0.04280572551535442,0.074775219487492,1.0542375431938921e-05
Reid_ld8_tok16_h128_head2,8,128,29,0.04231593533186242,0.07735488881473429,1.0970718405829417e-05
Reid_ld8_tok16_h128_head2,8,128,30,0.04167702328413725,0.07791216415993403,1.12454655412364e-05
Reid_ld8_tok16_h128_head2,8,128,31,0.041434213714674116,0.07394265038892626,1.050743602888815e-05
Reid_ld8_tok16_h128_head2,8,128,32,0.040583788370713594,0.07372228624823038,1.0424572218354911e-05
Reid_ld8_tok16_h128_head2,8,128,33,0.0401101042953087,0.07451552348793485,1.0644848310903399e-05
Reid_ld8_tok16_h128_head2,8,128,34,0.03973953557782806,0.07491936737089418,1.06779403935775e-05
Reid_ld8_tok16_h128_head2,8,128,35,0.038972647563787176,0.07389556533889845,1.054129837136486e-05
Reid_ld8_tok16_h128_head2,8,128,36,0.03830114376731217,0.07383122582396026,1.0382264962061072e-05
Reid_ld8_tok16_h128_head2,8,128,37,0.03814225328387692,0.072270073670079,1.031406342399066e-05
Reid_ld8_tok16_h128_head2,8,128,38,0.03781560008879751,0.07194506036583334,1.0308866007875395e-05
Reid_ld8_tok16_h128_head2,8,128,39,0.03754878591396846,0.07557136234361678,1.06951244529796e-05
Reid_ld8_tok16_h128_head2,8,128,40,0.03679893886437639,0.0734456225798931,1.0546593554536798e-05
Reid_ld8_tok16_h128_head2,8,128,41,0.0364129674830474,0.07251206113607622,1.0350465961153077e-05
Reid_ld8_tok16_h128_head2,8,128,42,0.03615761428838596,0.07412072643463034,1.0677068597431117e-05
Reid_ld8_tok16_h128_head2,8,128,43,0.03560233848867938,0.07240631648979616,1.0320312183083047e-05
Reid_ld8_tok16_h128_head2,8,128,44,0.035434462153352796,0.07661079998186324,1.09783626869131e-05
Reid_ld8_tok16_h128_head2,8,128,45,0.03517481562797911,0.07218754078581696,1.0282871827698158e-05
Reid_ld8_tok16_h128_head2,8,128,46,0.03480220322380774,0.07206094084249344,1.0291594096898392e-05
Reid_ld8_tok16_h128_head2,8,128,47,0.03477561369189061,0.0724829047115054,1.0288557607225357e-05
Reid_ld8_tok16_h128_head2,8,128,48,0.03393413025303744,0.07366987360815984,1.0518789429312391e-05
Reid_ld8_tok16_h128_head2,8,128,49,0.033760581716196614,0.07365122637886089,1.0545138957169798e-05
Reid_ld8_tok16_h128_head2,8,128,50,0.03347256568493322,0.0761574167170329,1.0801661371218075e-05
Reid_ld8_tok32_h128_head2,8,128,1,0.5632844331860543,0.3644237220380455,1.9378016204427695e-05
Reid_ld8_tok32_h128_head2,8,128,2,0.2917376306839287,0.27250109121203425,1.3825534988143318e-05
Reid_ld8_tok32_h128_head2,8,128,3,0.2111740616708994,0.22268020119285212,1.1663300319497694e-05
Reid_ld8_tok32_h128_head2,8,128,4,0.16937587623484432,0.20269412682857366,1.1052845629109242e-05
Reid_ld8_tok32_h128_head2,8,128,5,0.14761601461097598,0.18153699771966786,1.0099636795501966e-05
Reid_ld8_tok32_h128_head2,8,128,6,0.1328443434042856,0.16929695749189705,9.552482593164769e-06
Reid_ld8_tok32_h128_head2,8,128,7,0.12241939953528344,0.16277801538584755,9.3106254789177e-06
Reid_ld8_tok32_h128_head2,8,128,8,0.1132567846775055,0.1585692776623182,9.094990664806346e-06
Reid_ld8_tok32_h128_head2,8,128,9,0.10598541321698576,0.14490512131946162,8.367416150178997e-06
Reid_ld8_tok32_h128_head2,8,128,10,0.09901052373927087,0.13938271232647823,8.119174072760415e-06
Reid_ld8_tok32_h128_head2,8,128,11,0.09346579544246197,0.13677530660992487,7.989092623574833e-06
Reid_ld8_tok32_h128_head2,8,128,12,0.08804055402986705,0.1321969827997964,7.79472299598183e-06
Reid_ld8_tok32_h128_head2,8,128,13,0.08430554014863446,0.1281808672985062,7.572144564420569e-06
Reid_ld8_tok32_h128_head2,8,128,14,0.08035807977430523,0.12592961265472696,7.4624040604476245e-06
Reid_ld8_tok32_h128_head2,8,128,15,0.077180240531452,0.12534076063428073,7.427520983753766e-06
Reid_ld8_tok32_h128_head2,8,128,16,0.07410565343452617,0.12714038826758042,7.591785001963558e-06
Reid_ld8_tok32_h128_head2,8,128,17,0.07113778297789394,0.1176102900179103,6.933713494134963e-06
Reid_ld8_tok32_h128_head2,8,128,18,0.06923871859675274,0.1217486154125072,7.216612567901848e-06
Reid_ld8_tok32_h128_head2,8,128,19,0.06681729218922555,0.12061659318278543,7.204471061328377e-06
Reid_ld8_tok32_h128_head2,8,128,20,0.0646266546822153,0.11226407530368306,6.600151292417422e-06
Reid_ld8_tok32_h128_head2,8,128,21,0.0632397466758266,0.11368783813668415,6.67476541551082e-06
Reid_ld8_tok32_h128_head2,8,128,22,0.06121287136338651,0.11538044451852329,6.730485859449686e-06
Reid_ld8_tok32_h128_head2,8,128,23,0.05960457038832828,0.11559159218799323,6.724145544012572e-06
Reid_ld8_tok32_h128_head2,8,128,24,0.058197730109095576,0.11294651659904048,6.581320537897284e-06
Reid_ld8_tok32_h128_head2,8,128,25,0.057062609209679066,0.11269027282774914,6.544481926766821e-06
Reid_ld8_tok32_h128_head2,8,128,26,0.05612419693497941,0.11019983010191936,6.402909747578178e-06
Reid_ld8_tok32_h128_head2,8,128,27,0.0548000020114705,0.10775195758149493,6.253503792095216e-06
Reid_ld8_tok32_h128_head2,8,128,28,0.05355009301449172,0.10698791683185846,6.21199741001277e-06
Reid_ld8_tok32_h128_head2,8,128,29,0.05265402429737151,0.10600489850621671,6.139347698095321e-06
Reid_ld8_tok32_h128_head2,8,128,30,0.052045113630592825,0.10577135792700573,6.152514121176012e-06
Reid_ld8_tok32_h128_head2,8,128,31,0.05075001968885772,0.1093529955635313,6.332766121204259e-06
Reid_ld8_tok32_h128_head2,8,128,32,0.04989551596809179,0.10836504495935514,6.269276436583482e-06
Reid_ld8_tok32_h128_head2,8,128,33,0.04992670259904117,0.11075603695702739,6.399728970549745e-06
Reid_ld8_tok32_h128_head2,8,128,34,0.04886467597912997,0.10812853151874151,6.274742235383712e-06
Reid_ld8_tok32_h128_head2,8,128,35,0.04832708246540278,0.11209366220980882,6.484875731942452e-06
Reid_ld8_tok32_h128_head2,8,128,36,0.0476836093259044,0.11536689061205835,6.712177150660637e-06
Reid_ld8_tok32_h128_head2,8,128,37,0.046645789144095035,0.10886238581268116,6.336019354691302e-06
Reid_ld8_tok32_h128_head2,8,128,38,0.04664685647934675,0.11029625876399222,6.438035225961869e-06
Reid_ld8_tok32_h128_head2,8,128,39,0.04652193814399652,0.1125244874553755,6.550171908656921e-06
Reid_ld8_tok32_h128_head2,8,128,40,0.04556267088511959,0.11124633897095919,6.467762641655384e-06
Reid_ld8_tok32_h128_head2,8,128,41,0.04517481299350038,0.11517165080120322,6.6890692562537875e-06
Reid_ld8_tok32_h128_head2,8,128,42,0.04520015659974888,0.10728933096688706,6.227239022109643e-06
Reid_ld16_tok32_h128_head2,16,128,1,0.5601924930885435,0.36725863106548784,1.137803476069621e-05
Reid_ld16_tok32_h128_head2,16,128,2,0.2969379635155201,0.27667116610333325,8.338825284681662e-06
Reid_ld16_tok32_h128_head2,16,128,3,0.23019010389223696,0.22799937558360397,7.179978060776193e-06
Reid_ld16_tok32_h128_head2,16,128,4,0.18851769858039916,0.20124534700531513,6.5179725788766515e-06
Reid_ld16_tok32_h128_head2,16,128,5,0.1652100716717541,0.18473685663659126,5.974631030056798e-06
Reid_ld16_tok32_h128_head2,16,128,6,0.1504664372932166,0.1690992407919839,5.530913516622604e-06
Reid_ld16_tok32_h128_head2,16,128,7,0.13858028470538555,0.15643362660426646,5.159007865813692e-06
Reid_ld16_tok32_h128_head2,16,128,8,0.12861845860257745,0.14910763670923188,4.9469867293794325e-06
Reid_ld16_tok32_h128_head2,16,128,9,0.12064051167108118,0.14041792053263635,4.614335627053379e-06
Reid_ld16_tok32_h128_head2,16,128,10,0.11414202804211528,0.13470180111471564,4.3998714271964445e-06
Reid_ld16_tok32_h128_head2,16,128,11,0.1082557205343619,0.1316683116974309,4.282508236030935e-06
Reid_ld16_tok32_h128_head2,16,128,12,0.10293339437805116,0.12607571674278006,4.125054917452075e-06
Reid_ld16_tok32_h128_head2,16,128,13,0.09929991943761707,0.12202581085031852,3.996422049468151e-06
Reid_ld16_tok32_h128_head2,16,128,14,0.0956767880404368,0.12094572673784569,3.95685312923888e-06
Reid_ld16_tok32_h128_head2,16,128,15,0.09261203218717128,0.12220476180547848,3.954111992712228e-06
Reid_ld16_tok32_h128_head2,16,128,16,0.09006385154556483,0.11917267714161425,3.873225789519097e-06
Reid_ld16_tok32_h128_head2,16,128,17,0.08732016432797536,0.12262908705044538,3.922968055434239e-06
Reid_ld16_tok32_h128_head2,16,128,18,0.08535061745438725,0.11688185337930918,3.7544578957948714e-06
Reid_ld16_tok32_h128_head2,16,128,19,0.08327669655904174,0.11929455864243209,3.7641151178036125e-06
Reid_ld16_tok32_h128_head2,16,128,20,0.08163430394604802,0.11248114874353632,3.690945457535122e-06
Reid_ld16_tok32_h128_head2,16,128,21,0.07990461981622503,0.11388018707977608,3.676842524136248e-06
Reid_ld16_tok32_h128_head2,16,128,22,0.0780062715196982,0.11168085602344945,3.6269779169373352e-06
Reid_ld16_tok32_h128_head2,16,128,23,0.07607789799338206,0.11629806911223568,3.7364163763342617e-06
Reid_ld16_tok32_h128_head2,16,128,24,0.07496027864981443,0.11142029117443598,3.5790096850973896e-06
Reid_ld16_tok32_h128_head2,16,128,25,0.07343102544080465,0.11407943826518022,3.6635902877435454e-06
Reid_ld16_tok32_h128_head2,16,128,26,0.0722131888801232,0.11571534871472977,3.6317876687874673e-06
Reid_ld16_tok32_h128_head2,16,128,27,0.0713881126884371,0.11258578516659327,3.6973194789524656e-06
Reid_ld16_tok32_h128_head2,16,128,28,0.07005687522701919,0.11524205631925724,3.671655765984383e-06
Reid_ld16_tok32_h128_head2,16,128,29,0.068935293732211,0.11056285141967237,3.545160039912787e-06
Reid_ld16_tok32_h128_head2,16,128,30,0.06818412673426792,0.11749090398196131,3.6502448024933187e-06
Reid_ld16_tok32_h128_head2,16,128,31,0.0666581615130417,0.11365789230098017,3.6528521199485908e-06
Reid_ld16_tok32_h128_head2,16,128,32,0.0662728800601326,0.11442494975635782,3.7138028046967976e-06
Reid_ld16_tok32_h128_head2,16,128,33,0.06549180790199899,0.11280746522475965,3.539321492880276e-06
Reid_ld16_tok32_h128_head2,16,128,34,0.06463499200763181,0.11501359065412543,3.5770725992634313e-06
Reid_ld16_tok32_h128_head2,16,128,35,0.06427688114810735,0.11484835613227914,3.594931867212381e-06
Reid_ld16_tok32_h128_head2,16,128,36,0.06336862378520891,0.11274832634837367,3.6219626426969853e-06
Reid_ld16_tok32_h128_head2,16,128,37,0.06244671293068677,0.11279022698523476,3.5574344112987435e-06
Reid_ld16_tok32_h128_head2,16,128,38,0.06209071521647275,0.11551616701297462,3.614008947110392e-06
Reid_ld16_tok32_h128_head2,16,128,39,0.06155351761495695,0.11455284556199331,3.641635157229928e-06
Reid_ld16_tok32_h128_head2,16,128,40,0.060840528644621375,0.11602657738956623,3.6420234683021134e-06
Reid_ld16_tok32_h128_head2,16,128,41,0.060602754596620796,0.11682945580221712,3.6660423450918246e-06
Reid_ld16_tok32_h192_head4,16,192,1,0.5038074250891804,0.331378169041127,1.3590131399041638e-05
Reid_ld16_tok32_h192_head4,16,192,2,0.24833374155685306,0.22139635073952377,9.528825228528604e-06
Reid_ld16_tok32_h192_head4,16,192,3,0.17167587825097144,0.16478611989878117,7.359181247750257e-06
Reid_ld16_tok32_h192_head4,16,192,4,0.13363560867495836,0.14502991292160006,6.580597652714459e-06
Reid_ld16_tok32_h192_head4,16,192,5,0.11390184080228209,0.13002681185491383,5.893975487225589e-06
Reid_ld16_tok32_h192_head4,16,192,6,0.10164214958902448,0.12204263865482062,5.485282546402459e-06
Reid_ld16_tok32_h192_head4,16,192,7,0.09296451702713966,0.116728247217834,5.249546025822837e-06
Reid_ld16_tok32_h192_head4,16,192,8,0.08599229709710926,0.10961481709033251,4.9010326934251225e-06
Reid_ld16_tok32_h192_head4,16,192,9,0.08018475064076483,0.10932850342942402,4.886139511697252e-06
Reid_ld16_tok32_h192_head4,16,192,10,0.07620543600060045,0.10134809442795813,4.552242655506689e-06
Reid_ld16_tok32_h192_head4,16,192,11,0.072253164940048,0.09644319155020639,4.334772020797572e-06
Reid_ld16_tok32_h192_head4,16,192,12,0.06912692193640396,0.09553864171495662,4.314951055164329e-06
Reid_ld16_tok32_h192_head4,16,192,13,0.06675157091813162,0.09499677844112739,4.299130202412016e-06
Reid_ld16_tok32_h192_head4,16,192,14,0.06395466636982747,0.09357171817217022,4.246447813649468e-06
Reid_ld16_tok32_h192_head4,16,192,15,0.06216293624835089,0.09195753386942669,4.205651174444825e-06
Reid_ld16_tok32_h192_head4,16,192,16,0.06015706378500909,0.08902895391453057,4.068120101976547e-06
Reid_ld16_tok32_h192_head4,16,192,17,0.057847962623927746,0.08925336899235845,4.141359823606195e-06
Reid_ld16_tok32_h192_head4,16,192,18,0.05642846795264631,0.08846164321992546,4.072761697671012e-06
Reid_ld16_tok32_h192_head4,16,192,19,0.054683044736739246,0.08654321074020117,3.9477850689451085e-06
Reid_ld16_tok32_h192_head4,16,192,20,0.05350532331969589,0.08829431795922574,4.021387608830196e-06
Reid_ld16_tok32_h192_head4,16,192,21,0.05249318863498047,0.08740200292901136,3.979760698946677e-06
Reid_ld16_tok32_h192_head4,16,192,22,0.0513464675610885,0.08877582112210802,4.0622161925796265e-06
Reid_ld16_tok32_h192_head4,16,192,23,0.05028790645301342,0.09084956798236817,4.1668131737537804e-06
Reid_ld16_tok32_h192_head4,16,192,24,0.049709891228703784,0.08703638447215781,3.986118140133499e-06
Reid_ld16_tok32_h192_head4,16,192,25,0.04881494223838672,0.08549662628909573,3.9351606123361195e-06
Reid_ld16_tok32_h192_head4,16,192,26,0.04786351216258481,0.08526292930124328,3.905631770741991e-06
Reid_ld16_tok32_h192_head4,16,192,27,0.047082114487420765,0.0846547346364241,3.872389316832425e-06
Reid_ld16_tok32_h192_head4,16,192,28,0.04661831214558333,0.08887970488984137,4.07341248493509e-06
Reid_ld16_tok32_h192_head4,16,192,29,0.045690391996176916,0.08616192976012826,3.92972119037438e-06
Reid_ld16_tok32_h192_head4,16,192,30,0.04518957139225677,0.0842357283225283,3.840361404563453e-06
Reid_ld16_tok32_h192_head4,16,192,31,0.0442219830583781,0.08309104854008183,3.807002615090482e-06
Reid_ld16_tok32_h192_head4,16,192,32,0.04414596397895366,0.08535799443954602,3.932615077353318e-06
Reid_ld16_tok32_h192_head4,16,192,33,0.04327426410047337,0.08241936870268546,3.7843639767842775e-06
Reid_ld16_tok32_h192_head4,16,192,34,0.04261780238361098,0.0859459311061073,3.930778361258547e-06
Reid_ld16_tok32_h192_head4,16,192,35,0.04263983441051096,0.08369916388764978,3.815828741444705e-06
Reid_ld16_tok32_h192_head4,16,192,36,0.04155086268205196,0.08526649661711418,3.849809795468673e-06
Reid_ld16_tok32_h192_head4,16,192,37,0.0411955466226209,0.08336771039292216,3.781739150134911e-06
Reid_ld16_tok32_h192_head4,16,192,38,0.040957169997273016,0.08397749553609174,3.820697587464395e-06
Reid_ld16_tok32_h192_head4,16,192,39,0.040834825568599624,0.0839930041617481,3.8142067179869344e-06
Reid_ld16_tok32_h192_head4,16,192,40,0.0400326541881077,0.0851707626960706,3.817410626894002e-06
Reid_ld16_tok32_h192_head4,16,192,41,0.039763870635069906,0.08651944596611429,3.896623024992607e-06
Reid_ld16_tok32_h192_head4,16,192,42,0.03906823320547119,0.08540305389498826,3.8311351951847425e-06
Reid_ld16_tok32_h192_head4,16,192,43,0.038925398953724655,0.08301617417659145,3.7358364516038024e-06
Reid_ld16_tok32_h192_head4,16,192,44,0.0388665365066845,0.08593811047787313,3.895016816564123e-06
Reid_ld16_tok32_h192_head4,16,192,45,0.038079017001437024,0.08714246876188554,3.920181153205249e-06
Reid_ld16_tok64_h192_head4,16,192,1,0.4415019838884473,0.2725192254688591,1.2317328944959627e-05
Reid_ld16_tok64_h192_head4,16,192,2,0.18387283737771212,0.18371095440350474,8.580371995776658e-06
Reid_ld16_tok64_h192_head4,16,192,3,0.13516700924374164,0.14800976089667528,7.059325149185725e-06
Reid_ld16_tok64_h192_head4,16,192,4,0.11277805227786303,0.13015400962904095,6.295612522961846e-06
Reid_ld16_tok64_h192_head4,16,192,5,0.09853071502409876,0.12009238539263606,5.853079179871656e-06
Reid_ld16_tok64_h192_head4,16,192,6,0.08810366141144187,0.1122768542310223,5.528075442811087e-06
Reid_ld16_tok64_h192_head4,16,192,7,0.08073149782139807,0.10781224912498147,5.324799253259016e-06
Reid_ld16_tok64_h192_head4,16,192,8,0.07462915032636375,0.1015006040991284,5.049339628868666e-06
Reid_ld16_tok64_h192_head4,16,192,9,0.06987657540943473,0.09849241613177583,4.9310711153793814e-06
