dataset,split,rollout_steps,used,p_ratio_r2,p_ratio_pearson,p_ratio_mse,final_pos_mse,initial_to_target_mse,pred_to_initial_mse,movement_fraction_mse
Reid_ld4_tok16_h128_head2,val,100,20,-0.22195489433877502,0.25997581623694754,0.17242355015534389,0.00017649922704094935,0.000580337000428699,0.00045183724578237163,0.822885480780282
Reid_ld4_tok16_h128_head2,test,100,38,0.21912298206870562,0.4700720857175894,0.11309813454905346,0.00011678829658098709,0.0005436322619636101,0.00047724836698953847,0.9204770452467581
Reid_ld8_tok16_h128_head2,val,10,20,-0.48762447819992394,0.5095709131853166,0.07452804399404919,8.208313050772632e-06,4.488473609853827e-06,2.05852775366111e-05,4.592174922191552
Reid_ld8_tok16_h128_head2,test,10,38,0.057286315375086105,0.5646868645602492,0.05177563290218701,1.0075312355925953e-05,4.555915821631635e-06,2.460842791893619e-05,5.349335578334873
Reid_ld8_tok16_h128_head2,val,20,20,-0.06633770198970557,0.5238057406119543,0.08084664731340947,8.09810404689415e-06,1.8944466683024074e-05,3.424258552513493e-05,1.8312239855716919
Reid_ld8_tok16_h128_head2,test,20,38,0.31589187146345477,0.6179051602804048,0.057729874953800685,8.671058672486029e-06,1.8967649817855808e-05,4.013081578896641e-05,2.1243825766930775
Reid_ld8_tok16_h128_head2,val,30,20,-0.0164840968428015,0.5251360625039506,0.09361244479330047,1.1660264544843812e-05,4.442684421519516e-05,5.354888835427118e-05,1.2313990583459011
Reid_ld8_tok16_h128_head2,test,30,38,0.3612334232259239,0.6373180636629164,0.06498291139148346,1.0097404475872233e-05,4.3955074081742695e-05,6.176911493208823e-05,1.4233162181046606
Reid_ld8_tok16_h128_head2,val,40,20,-0.0017989928615826933,0.5246554172193806,0.10395475420775804,1.9135045795337648e-05,8.167323358065914e-05,7.978975299920421e-05,1.0037613687588898
Reid_ld8_tok16_h128_head2,test,40,38,0.37408996182143006,0.6452332705097833,0.07098254362126115,1.437682677581171e-05,7.995633763800327e-05,9.082611890526575e-05,1.1564502848753215
Reid_ld8_tok16_h128_head2,val,50,20,0.009240135962412688,0.5242363038005284,0.11176421880034748,3.06992036939846e-05,0.00013127350466675126,0.00011430423855927075,0.8984470362966157
Reid_ld8_tok16_h128_head2,test,50,38,0.3764398880354184,0.6476672092111807,0.07600001731088081,2.153180300985313e-05,0.0001273059148699854,0.0001286418713502108,1.0320400980589381
Reid_ld8_tok16_h128_head2,val,60,20,0.02102005691967823,0.5240801604316836,0.11762564702435452,4.653603882616153e-05,0.00019373622417333535,0.00015834040968911722,0.8463447223514148
Reid_ld8_tok16_h128_head2,test,60,38,0.37386112037805885,0.6472022555889377,0.08040574533818837,3.165992172613953e-05,0.00018629207471875767,0.0001764286457488963,0.9695088681061671
Reid_ld8_tok16_h128_head2,val,70,20,0.03280956933951451,0.5238916084900527,0.12225684534334103,6.688147261684208e-05,0.0002695090508495923,0.000212924132210901,0.8209554047807291
