split,sim_idx,source,target_index,pred_p_ratio,true_p_ratio,final_pos_mse,initial_to_target_mse,pred_to_initial_mse,movement_fraction_mse,latent_total_displacement,latent_mean_step
val,13,dePablo,80,0.22960753906715972,0.051412383430926044,2.5552113584126346e-05,0.00026425678515806794,0.00018363491108175367,0.6949108647178559,2.869291305541992,0.03637664327397942
val,14,dePablo,80,-0.017203762932146795,-0.11356075144930905,3.7841884477529675e-05,0.000313629861921072,0.00017760886112228036,0.5663008618961716,3.0481207370758057,0.038177950866520406
val,15,dePablo,80,-0.20723197598481732,-0.37447228568590446,6.577847670996562e-05,0.0003895881527569145,0.00022518339392263442,0.5780037003926521,3.4990222454071045,0.043746377993375066
val,16,dePablo,80,0.26181706083217404,0.1887173587328767,1.246183364855824e-05,0.00026573246577754617,0.00019192954641766846,0.7222660801196167,2.8990187644958496,0.0367122741881758
val,17,dePablo,80,0.28551770058817,0.3477466168213985,6.220412615220994e-06,0.00028372800443321466,0.00022397989232558757,0.7894176423403038,2.9424030780792236,0.03715334818698466
val,18,dePablo,80,-0.1876567458546048,-0.1481677582983619,3.926196222892031e-05,0.0003133233985863626,0.00016887974925339222,0.5389950128695645,3.4006733894348145,0.04251511665061116
val,19,dePablo,80,-0.49111259925380274,-0.4511984117683553,6.0231323004700243e-05,0.00032284297049045563,0.0003536946896929294,1.0955626171931343,4.026549816131592,0.05058306609280407
val,20,Reid,80,0.01917017226763064,-0.6345897367503129,0.00016371160745620728,0.0003975084109697491,0.00016522059740964323,0.41564050684255016,2.9802405834198,0.037382275145500896
val,21,Reid,80,-0.5062974293774087,-0.403636264663455,0.00011219169391551986,0.0004093153984285891,0.000220187779632397,0.5379415982827039,4.28515625,0.05365988072007895
val,22,Reid,80,-0.43203746232732637,-0.13774546762490403,0.00010378562001278624,0.00034768818295560777,0.0002967216132674366,0.853412994209589,3.874687433242798,0.04860738962888718
val,23,Reid,80,-0.25349701367677674,-0.7543964081487908,0.0001663026778260246,0.0005521854618564248,0.000308383721858263,0.5584785242651801,3.313593626022339,0.04159578629769385
val,24,Reid,80,-0.44873455231907283,-0.7411264583791419,0.00022914662258699536,0.0005780595820397139,0.00026610735221765935,0.46034588904950846,3.855478525161743,0.04840882266871631
val,25,Reid,80,0.20915773535109164,0.30855767764688724,3.0424092983594164e-05,0.00030371066532097757,0.00015796250954736024,0.5201085361306528,2.8499042987823486,0.03614319390617311
val,26,Reid,80,-0.26073740615819824,0.2689081154999211,7.81502021709457e-05,0.00029903562972322106,0.00026674449327401817,0.8920157558512655,3.5830495357513428,0.04481478282250464
val,27,Reid,80,-0.03447990053874844,-0.7916644785211637,0.00023521948605775833,0.000498927547596395,0.0001965713017852977,0.39398766961713866,3.0992071628570557,0.038795693311840296
val,28,Reid,80,0.38642095482500777,0.10215289108201679,7.206283771665767e-05,0.0002753729932010174,9.313271584687755e-05,0.33820569971032827,3.1069495677948,0.039533759094774724
val,29,Reid,80,0.25486460317956083,0.35204782023430314,1.7604937966098078e-05,0.00031368641066364944,0.00019920953491237015,0.6350594993608849,2.8917229175567627,0.036606739787384865
val,30,Reid,80,0.027006530103938817,0.2654355396126934,3.207278859918006e-05,0.00030071602668613195,0.00017258634034078568,0.573917999125867,2.9797544479370117,0.037377474876120684
val,31,Reid,80,0.0636703217255091,-0.419921549525067,0.00012306627468205988,0.00037037910078652203,0.0001657318789511919,0.44746552545554114,2.922285318374634,0.036734503554180266
val,32,Reid,80,0.04993493326877099,-0.43981943272206453,0.00020671279344242066,0.0003556382143869996,3.789897164097056e-05,0.10656608347417222,2.8180932998657227,0.0355774745810777
val,33,Reid,80,0.18195835078235048,-0.02016044245926813,7.993407780304551e-05,0.000324392894981429,0.00012077193969162181,0.37230143310794717,2.8381919860839844,0.0359735885169357
val,34,Reid,80,0.32260569456427957,0.3662818791946309,2.5367682610522024e-05,0.0002939642290584743,0.00015635669114999473,0.5318901951124564,3.0298640727996826,0.038436099281534554
val,35,Reid,80,-0.19817340343958811,0.12476609313040013,4.430303306435235e-05,0.00027696607867255807,0.0002543723094277084,0.9184240562846648,3.4287049770355225,0.04288501553237438
val,36,Reid,80,0.18593150661368835,0.27737158291808317,2.8860209567938e-05,0.0002908026217482984,0.00015033628733363003,0.5169701924618556,2.843618631362915,0.036035085748881104
val,37,Reid,80,-0.5197287795077851,-0.4310316171676234,8.989302295958623e-05,0.00037267085281200707,0.000128780011436902,0.34555965529685456,4.140172958374023,0.051940329279750584
val,38,Reid,80,0.32517235052032817,-0.27137462134859947,0.00016806990606710315,0.0003127373638562858,6.051875971024856e-05,0.19351304546411388,2.879324197769165,0.03696051496081054
val,39,Reid,80,-0.5244583329726548,-0.7916644785211637,0.00012846235767938197,0.000498927547596395,0.0001857635797932744,0.3723257629052524,4.287504196166992,0.053711586305871604
test,0,dePablo,80,-0.2577747971649112,0.0071383432853144866,3.3493179216748103e-05,0.00031555560417473316,0.0003028884530067444,0.9598576257229944,3.4284327030181885,0.04297391986474395
test,1,dePablo,80,-0.3666997026759167,-0.5587786993298912,0.0001054397362167947,0.00045995149412192404,0.000277233513770625,0.6027451096770128,3.5551211833953857,0.04466212042607367
test,2,dePablo,80,-0.35643191736397484,-0.35791505031211235,5.0434213335393e-05,0.0003477255522739142,0.00018921289301943034,0.5441443453956512,3.8473551273345947,0.04815332149155438
test,3,dePablo,80,-0.044657119636801836,0.011266657692825414,1.609549144632183e-05,0.00025597409694455564,0.00022773713862989098,0.889688219817098,3.130371570587158,0.039179140655323866
test,4,dePablo,80,0.13048392220014332,0.1318253152226852,1.014637564367149e-05,0.0002692628186196089,0.00020724332716781646,0.7696693075941979,2.8739449977874756,0.036202848237007854
test,5,dePablo,80,-0.14784543182787835,0.04150053672749578,2.164426950912457e-05,0.0003017328563146293,0.00031414380646310747,1.0411322462527473,3.3310258388519287,0.041666800947859885
