dataset,split,sim_idx,target_index,rollout_steps,pred_p_ratio,true_p_ratio,final_pos_mse,initial_to_target_mse,pred_to_initial_mse,movement_fraction_mse
Reid_ld4_tok16_h128_head2,test,9,30,30,-0.05483223401204474,-0.37317123428806925,8.7079051809269e-06,4.67573081550654e-05,4.7821969928918406e-05,1.0227699543849311
Reid_ld4_tok16_h128_head2,test,10,30,30,0.12187526302499789,-0.007515315572018806,1.7775095329852775e-05,3.8315789424814284e-05,9.309533925261348e-05,2.429686055021551
Reid_ld4_tok16_h128_head2,test,11,30,30,-0.06882963553565678,-0.033459682977257064,4.614005320036085e-06,4.144600097788498e-05,4.87634570163209e-05,1.1765539706072106
Reid_ld4_tok16_h128_head2,test,12,30,30,0.15905669844455594,0.19032443446005956,2.8906370062031783e-06,4.2089141061296687e-05,3.829655179288238e-05,0.9098915023499541
Reid_ld4_tok16_h128_head2,test,13,30,30,0.11487224284778336,0.2687401436831961,5.577838692261139e-06,4.206300218356773e-05,6.69610672048293e-05,1.591923156426248
Reid_ld4_tok16_h128_head2,test,14,30,30,-0.429251936640074,-0.722868750860763,1.3986668818688486e-05,7.063047814881429e-05,8.977053221315145e-05,1.2709885953767748
Reid_ld4_tok16_h128_head2,test,15,30,30,-0.14297146286743165,-0.6237107061903674,1.7927592125488445e-05,5.741831046179868e-05,4.954127507517114e-05,0.8628131806165168
Reid_ld4_tok16_h128_head2,test,16,30,30,-0.1669100557395257,-0.49191953388094006,1.7339401892968453e-05,5.5015516409184784e-05,2.802891867759172e-05,0.5094729724814929
Reid_ld4_tok16_h128_head2,test,17,30,30,0.2743134601607896,-0.5292135023695872,3.137297971989028e-05,5.519220940186642e-05,5.0589613238116726e-05,0.9166078652471186
Reid_ld4_tok16_h128_head2,test,18,30,30,0.2909201168752412,0.36404590796953773,4.756610906042624e-06,4.177763912593946e-05,5.607354614767246e-05,1.3421903994775226
Reid_ld4_tok16_h128_head2,test,19,30,30,0.15360968668617606,0.17177760711542928,5.092484570923261e-06,3.866096812998876e-05,6.071449752198532e-05,1.570433966315757
